der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
zeitpunkt	tanggal	zeitpunkt	tanggal	ADJ	N;SG;ACT
zeitpunkt	tgl	zeitpunkt	tgl	ADJ	PROPN
zeitpunkt	kali	zeitpunkt	kali	ADJ	N;SG
zeitpunkt	waktu	zeitpunkt	waktu	ADJ	N;SG
zeitpunkt	waktunya	zeitpunkt	waktu	ADJ	N;SG
zeitpunkt	time	zeitpunkt	time	ADJ	PROPN
hochschule	universitas	hochschule	universitas	N;NOM;FEM;SG	PROPN;SG
hochschule	universitas	hochschule	universitas	N;NOM;FEM;SG	PROPN;SG
hochschule	university	hochschule	university	N;NOM;FEM;SG	PROPN
hochschule	college	hochschule	college	N;NOM;FEM;SG	PROPN
hochschule	kampus	hochschule	kampus	N;NOM;FEM;SG	PROPN;SG
hochschule	hochschule	hochschule	hochschule	N;NOM;FEM;SG	PROPN
position	posisi	position	posisi		N;SG
position	jabatan	position	jabatan		N;SG
position	tajuk	position	tajuk		N;SG
position	menuju	position	mentuju		ADP;SG;ACT
position	heading	position	heading		N
dennoch	namun	dennoch	namun	ADV	CONJ
dennoch	yet	dennoch	yet	ADV	PROPN
dennoch	namun	dennoch	namun	ADV	CONJ
schwer	heavy	schwer	heavy	ADJ	PROPN
schwer	hard	schwer	hard	ADJ	PROPN
hinweis	note	hinweis	note	ADV	PROPN
hinweis	catatan	hinweis	catatan	ADV	N;SG
hinweis	notice	hinweis	notice	ADV	PROPN
hinweis	pemberitahuan	hinweis	penberitahuan	ADV	N;SG
hinweis	perhatikan	hinweis	perhatikan	ADV	V;SG;ACT
hinweis	petunjuk	hinweis	petunjuk	ADV	N;SG
gruppen	kelompokkan	grappen	kelompokkan	N;NOM;FEM;PL	V;SG;ACT
gruppen	grup	grappen	grup	N;NOM;FEM;PL	N;SG
gruppen	kelompok	grappen	kelompok	N;NOM;FEM;PL	N;SG
gruppen	grup	grappen	grup	N;NOM;FEM;PL	N;SG
gruppen	kelompok	grappen	kelompok	N;NOM;FEM;PL	N;SG
neues	new	neu	new	ADJ;NOM;NEUT;SG	PROPN
neues	neues	neu	neues	ADJ;NOM;NEUT;SG	PROPN
verfügung	disposisi	verfügung	disposisi	V;V.PTCP	N;SG
cup	gelas	cup	gelas	PROPN;NOM;MASC;SG	N;SG
cup	piala	cup	piala	PROPN;NOM;MASC;SG	N;SG
cup	cawan	cup	cawan	PROPN;NOM;MASC;SG	PROPN;SG
cup	cangkir	cup	cangkir	PROPN;NOM;MASC;SG	N;SG
cup	cup	cup	cup	PROPN;NOM;MASC;SG	PROPN
satz	frase	satz	frase		N
satz	frasa	satz	frasa		N
satz	tarif	satz	tarif		N;SG
satz	nilai	satz	nilai		N;SG
satz	kurs	satz	kurs		N;SG
satz	laju	satz	laju		N;SG
satz	tingkat	satz	tingkat		N;SG
satz	tetapkan	satz	tetapkan		V;SG;ACT
satz	set	satz	set		PROPN;SG
satz	setel	satz	setel		N;SG;ACT
satz	atur	satz	atur		;ACT
satz	typesetting	satz	typesetting		N
satz	hukuman	satz	hukuman		N;SG
satz	kalimat	satz	kalimat		N;SG
öffentlichen	publik	öffentlich	publik	ADJ;NOM;PL	N
öffentlichen	public	öffentlich	public	ADJ;NOM;PL	PROPN
ersetzt	replace	ersetzen	replace	V;V.PTCP	PROPN
hauptsächlich	kebanyakan	hauptsächlich	kebanyakan	ADJ	DET;SG
hauptsächlich	terutama	hauptsächlich	terutama	ADJ	ADV;RL;SG
hauptsächlich	didominasi	hauptsächlich	didominasi	ADJ	V;SG;PASS
reicht	rentang	reichen	rentang	V;IND;SG;3;PRS;FIN	N;SG
reicht	kisaran	reichen	kisaran	V;IND;SG;3;PRS;FIN	N;SG
reicht	cukup	reichen	cukup	V;IND;SG;3;PRS;FIN	ADV
stimmen	vote	stimmen	vote	V;NFIN	PROPN
stimmen	suara	stimmen	suara	V;NFIN	PROPN;SG
stimmen	voting	stimmen	voting	V;NFIN	PROPN;SG
stimmen	suara	stimmen	suara	V;NFIN	PROPN;SG
stimmen	voting	stimmen	voting	V;NFIN	PROPN;SG
stimmen	voting	stimmen	voting	V;NFIN	PROPN;SG
stimmen	suara	stimmen	suara	V;NFIN	PROPN;SG
stimmen	ips	stimmen	ips	V;NFIN	PROPN
geführt	hidayah	führen	hidayah	V;V.PTCP	N;SG
engl	engl	engl	engl		PROPN
stadtteil	kelurahan	stadtteil	kelurahan	ADJ	N;SG
stadtteil	borough	stadtteil	borough	ADJ	PROPN
stadtteil	barrio	stadtteil	barrio	ADJ	PROPN
stadtteil	distrik	stadtteil	distrik	ADJ	N;SG
stadtteil	kecamatan	stadtteil	kecamatan	ADJ	N;SG
stadtteil	raionul	stadtteil	raionul	ADJ	N
stadtteil	kabupaten	stadtteil	kabupaten	ADJ	N;SG
stadtteil	daerah	stadtteil	daerah	ADJ	N;SG
wert	worth	wert	worth	ADJ	PROPN
wert	bernilai	wert	bernilai	ADJ	V;SG;ACT
wert	nilai	wert	nilai	ADJ	N;SG
späteren	kemudian	spät	kemudian	ADJ	ADV
späteren	nanti	spät	nanti	ADJ	
frei	frei	frei	frei	ADJ	PROPN
frei	gratis	frei	gratis	ADJ	N;SG
frei	free	frei	free	ADJ	PROPN
frank	frank	frank	frank	PROPN;NOM;MASC;SG	PROPN
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	PROPN
inhalt	isi	inhalt	isi		N;SG
inhalt	konten	inhalt	konten		N;SG
inhalt	isi	inhalt	isi		N;SG
ehemaliger	pensiunan	ehemalig	pensiunan	ADJ	N
ehemaliger	pensiun	ehemalig	pensiun	ADJ	N
ehemaliger	alumni	ehemalig	alumni	ADJ	N;SG
ehemaliger	mantan	ehemalig	mantan	ADJ	N;SG
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	PROPN
bekannte	dikenal	bekannt	dikenal	ADJ;NOM;PL	V;SG;PASS
bekannte	diketahui	bekannt	diketahui	ADJ;NOM;PL	V;SG;PASS
bekannte	familiar	bekannt	familiar	ADJ;NOM;PL	ADJ;SG
bekannte	akrab	bekannt	akrab	ADJ;NOM;PL	ADJ;SG
bekannte	terbiasa	bekannt	terbiasa	ADJ;NOM;PL	ADJ;RL;SG
bekannte	kenalan	bekannt	kenalan	ADJ;NOM;PL	N;SG
bekannte	kenalan	bekannt	kenalan	ADJ;NOM;PL	N;SG
beteiligt	melibatkan	beteiligen	menlibatkan	ADJ;V.PTCP	V;SG;ACT
beteiligt	terlibat	beteiligen	terlibat	ADJ;V.PTCP	V;SG;PASS
beteiligt	berpartisipasi	beteiligen	berpartisipasi	ADJ;V.PTCP	V;SG;ACT
wochen	week	wech	week	ADV	PROPN
wochen	minggu	wech	minggu	ADV	N;SG
wochen	minggu	wech	minggu	ADV	N;SG
wochen	mingguan	wech	mingguan	ADV	N;SG
wochen	weekly	wech	weekly	ADV	PROPN
fritz	fritz	fritz	fritz	PROPN;NOM;MASC;SG	PROPN
gesamte	totalitas	gesamt	totalitas	ADJ;NOM;FEM;SG	N;SG
östlich	east	östlich	east	ADJ	PROPN
östlich	timur	östlich	timur	ADJ	N;SG
kategorien	kategori	kategorien	kategori	N;NOM;FEM;PL	PROPN;SG
kategorien	kategori	kategorien	kategori	N;NOM;FEM;PL	PROPN;SG
louis	louis	louis	louis	PROPN;NOM;MASC;SG	PROPN
records	catatan	records	catatan	PROPN;NOM;SG	N;SG
records	rekor	records	rekor	PROPN;NOM;SG	N;SG
records	records	records	records	PROPN;NOM;SG	PROPN
selten	langka	selten	langka	ADJ	N;SG
selten	seldom	selten	seldom	ADJ	PROPN
selten	jarang	selten	jarang	ADJ	ADV
selten	jarang	selten	jarang	ADJ	ADV
selten	langka	selten	langka	ADJ	N;SG
selten	rare	selten	rare	ADJ	PROPN
selten	jarang	selten	jarang	ADJ	ADV
schüler	pelajar	schüler	pelajar	ADJ	N;SG
schüler	santri	schüler	santri	ADJ	N;SG
schüler	mahasiswa	schüler	mahasiswa	ADJ	N;SG
schüler	murid	schüler	murid	ADJ	N;SG
schüler	siswa	schüler	siswa	ADJ	N;SG
schüler	pupil	schüler	pupil	ADJ	N
schüler	pelajar	schüler	pelajar	ADJ	N;SG
schüler	mahasiswa	schüler	mahasiswa	ADJ	N;SG
schüler	murid	schüler	murid	ADJ	N;SG
schüler	siswa	schüler	siswa	ADJ	N;SG
schüler	student	schüler	student	ADJ	PROPN
schüler	pupil	schüler	pupil	ADJ	N
dritte	sepertiga	dritt	sepertiga	ADJ;NOM;FEM;PL	NUM
dritte	ketiga	dritt	ketiga	ADJ;NOM;FEM;PL	NUM
fluss	sungai	flassen	sungai	N;NOM;MASC;SG	PROPN;SG
fluss	river	flassen	river	N;NOM;MASC;SG	PROPN
fluss	flow	flassen	flow	N;NOM;MASC;SG	PROPN
fluss	mengalir	flassen	menalir	N;NOM;MASC;SG	V;SG;ACT
fluss	mengalirlah	flassen	menalir	N;NOM;MASC;SG	V;SG;ACT
westlich	barat	westlich	barat	ADJ	N;SG
westlich	western	westlich	western	ADJ	PROPN
vollständig	sepenuhnya	vollständig	sepenuhnya	ADJ	ADV
vollständig	seutuhnya	vollständig	seutuh	ADJ	N;SG
vollständig	sepenuhnya	vollständig	sepenuhnya	ADJ	ADV
vollständig	full	vollständig	full	ADJ	PROPN
vollständig	melengkapi	vollständig	menlengkapi	ADJ	V;SG;ACT
vollständig	lengkapi	vollständig	lengkapi	ADJ	V;SG;ACT
vollständig	selesaikan	vollständig	selesaikan	ADJ	V;SG;ACT
admin	admin	admin	admin		PROPN
club	club	club	club	N;NOM	PROPN
staffel	season	staffel	season		PROPN
staffel	musim	staffel	musim		N;SG
staffel	musimnya	staffel	musim		N;SG
staffel	skuadron	staffel	skuadron		N;SG
staffel	estafet	staffel	estafet		N
staffel	relay	staffel	relay		N
gründen	alasan	gründen	alasan	V;NFIN	N;SG
bremen	bremen	bremen	bremen	PROPN;NOM;NEUT;SG	PROPN
relativ	relatif	relativ	relatif	ADJ	ADV;SG
jungen	boys	jung	boys	ADJ	PROPN
jungen	young	jung	young	ADJ	PROPN
jungen	mudanya	jung	muda	ADJ	N;SG
jungen	boy	jung	boy	ADJ	PROPN
jungen	bocah	jung	bocah	ADJ	N
jungen	nak	jung	nak	ADJ	PART
fort	benteng	fort	benteng	ADV	N
fort	fort	fort	fort	ADV	PROPN
musiker	pemusik	musik	penmusik	ADJ	N;SG
musiker	musisi	musik	musisi	ADJ	N
musiker	musisi	musik	musisi	ADJ	N
gesehen	ketahuan	sehen	ketahuan	V;V.PTCP	
gesehen	gergaji	sehen	gergaji	V;V.PTCP	N;SG
gesehen	saw	sehen	saw	V;V.PTCP	PROPN
fanden	menemukan	finden	mentemukan	V;IND;PL;3;PST;FIN	V;SG;ACT
fanden	mendapati	finden	mendapati	V;IND;PL;3;PST;FIN	V;SG;ACT
fanden	ditemukan	finden	ditemukan	V;IND;PL;3;PST;FIN	V;SG;PASS
adolf	adolph	adolf	adolph	PROPN;NOM;MASC;SG	PROPN
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	PROPN
schiff	kapal	schiff	kapal	ADJ	N;SG
schiff	bejana	schiff	bejana	ADJ	N;SG
schiff	wadah	schiff	wadah	ADJ	N;SG
schiff	kapal	schiff	kapal	ADJ	N;SG
schiff	ship	schiff	ship	ADJ	PROPN
schiff	schiff	schiff	schiff	ADJ	PROPN
schiff	kapal	schiff	kapal	ADJ	N;SG
schiff	perahu	schiff	perahu	ADJ	N;SG
schiff	boat	schiff	boat	ADJ	PROPN
fußball	sepakbola	fußball	sepakbola	ADJ	N;SG
fußball	soccer	fußball	soccer	ADJ	PROPN
fußball	sepakbola	fußball	sepakbola	ADJ	N;SG
fußball	football	fußball	football	ADJ	PROPN
bedeutet	arti	bedeuten	arti	V;IND;SG;3;PRS;FIN	N;SG
bedeutet	artinya	bedeuten	arti	V;IND;SG;3;PRS;FIN	N;SG
bedeutet	makna	bedeuten	makna	V;IND;SG;3;PRS;FIN	N;SG
bedeutet	artinya	bedeuten	arti	V;IND;SG;3;PRS;FIN	N;SG
bedeutet	sarana	bedeuten	sarana	V;IND;SG;3;PRS;FIN	N;SG
bietet	promo	bieten	promo	V;IND;SG;3;PRS;FIN	PROPN
bietet	penawaran	bieten	pentawaran	V;IND;SG;3;PRS;FIN	N;SG
bietet	tawaran	bieten	tawaran	V;IND;SG;3;PRS;FIN	N;SG
vertreter	rep	vertreter	rep	ADJ	PROPN
vertreter	agen	vertreter	agen	ADJ	PROPN;SG
vertreter	perwakilan	vertreter	perwakilan	ADJ	N;SG
vertreter	agen	vertreter	agen	ADJ	PROPN;SG
vertreter	agent	vertreter	agent	ADJ	PROPN
vertreter	perwakilan	vertreter	perwakilan	ADJ	N;SG
hochgeladen	unggahan	hochladen	unggahan	V;V.PTCP	N;SG
hessen	hesse	hessen	hesse	PROPN;NOM;NEUT;SG	PROPN
hessen	hessian	hessen	hessian	PROPN;NOM;NEUT;SG	PROPN
organisation	organisasi	organisation	organisasi		N;SG
organisation	organisasi	organisation	organisasi		N;SG
organisation	mengorganisir	organisation	menorganisir		V;SG;ACT
les	les	les	les		PROPN;SG
leute	folks	leute	folks	N;NOM;PL	PROPN
leute	engga	leute	engga	N;NOM;PL	PART
leute	intip	leute	intip	N;NOM;PL	V;SG;ACT
leute	guys	leute	guys	N;NOM;PL	PROPN
leute	kaum	leute	kaum	N;NOM;PL	N;SG
leute	rakyat	leute	rakyat	N;NOM;PL	N;SG
leute	folk	leute	folk	N;NOM;PL	PROPN
leute	rakyat	leute	rakyat	N;NOM;PL	N;SG
leute	orang	leute	orang	N;NOM;PL	N;SG
leute	people	leute	people	N;NOM;PL	PROPN
halten	holding	halten	holding	V;NFIN	PROPN
halten	keep	halten	keep	V;NFIN	PROPN
hand	palm	hand	palm	N;NOM;FEM;SG	PROPN
hand	hand	hand	hand	N;NOM;FEM;SG	PROPN
lexikon	leksikon	lexikon	leksikon		N
lexikon	ensiklopedi	lexikon	ensiklopedi		N
lexikon	encyclopedia	lexikon	encyclopedia		PROPN
lexikon	ensiklopedia	lexikon	ensiklopedia		N
lexikon	ensiklopedia	lexikon	ensiklopedia		N
lexikon	encyclopaedia	lexikon	encyclopaedia		PROPN
www	www	www	www		PROPN
unterstützung	dukungan	unterstützung	dukungan	ADJ	N;SG
unterstützung	dukung	unterstützung	dukung	ADJ	N;SG;ACT
unterstützung	support	unterstützung	support	ADJ	PROPN
unterstützung	mendukung	unterstützung	mendukung	ADJ	N;SG;ACT
unterstützung	bantuan	unterstützung	bantuan	ADJ	N;SG
erfolgreich	berhasil	erfolgreich	berhasil	ADJ	V;SG
erfolgreich	berhasil	erfolgreich	berhasil	ADJ	V;SG
erfolgreich	kesuksesan	erfolgreich	kesuksesan	ADJ	N;SG
erfolgreich	berhasil	erfolgreich	berhasil	ADJ	V;SG
erfolgreich	keberhasilan	erfolgreich	keberhasilan	ADJ	N;SG
nehmen	take	nehmen	take	V;NFIN	PROPN
wichtige	jga	wichtig	jga	ADJ;NOM;FEM;PL	PROPN
wichtige	penting	wichtig	penting	ADJ;NOM;FEM;PL	ADJ;SG
erbaut	built	erbauen	built	V;V.PTCP	PROPN
sinn	arti	sein	arti		N;SG
sinn	artinya	sein	arti		N;SG
sinn	makna	sein	makna		N;SG
sinn	akal	sein	akal		N;SG
sinn	sense	sein	sense		PROPN
sinn	indera	sein	indera		N;SG
vorlage	template	vorlagen	template		PROPN
vorlage	templat	vorlagen	templat		PROPN
vorlage	pengiriman	vorlagen	penkiriman		N;SG
vorlage	pengajuan	vorlagen	penajuan		N;SG
vorlage	penyerahan	vorlagen	penserahan		N;SG
vorlage	template	vorlagen	template		PROPN
vorlage	templat	vorlagen	templat		PROPN
westfalen	westfalen	westfalen	westfalen	ADJ	PROPN
bezirk	kabupaten	bezirk	kabupaten	PROPN	N;SG
bezirk	county	bezirk	county	PROPN	PROPN
bezirk	daerah	bezirk	daerah	PROPN	N;SG
bezirk	powiat	bezirk	powiat	PROPN	N
bezirk	borough	bezirk	borough	PROPN	PROPN
bezirk	barrio	bezirk	barrio	PROPN	PROPN
bezirk	arondisemen	bezirk	arondisemen	PROPN	N
bezirk	distrik	bezirk	distrik	PROPN	N;SG
bezirk	kecamatan	bezirk	kecamatan	PROPN	N;SG
bezirk	raionul	bezirk	raionul	PROPN	N
bezirk	kabupaten	bezirk	kabupaten	PROPN	N;SG
bezirk	daerah	bezirk	daerah	PROPN	N;SG
hoch	high	hoch	high	ADJ	PROPN
außerhalb	luar	außerhalb	luar	ADP	ADJ;SG
herren	lords	herr	lords	N;NOM;PL	PROPN
herren	pria	herr	pria	N;NOM;PL	N;SG
herren	men	herr	men	N;NOM;PL	PROPN
herren	mens	herr	mens	N;NOM;PL	PROPN
karte	map	kart	map		PROPN
karte	peta	kart	peta		N;SG
karte	card	kart	card		PROPN
karte	kartu	kart	kartu		N;SG
probleme	solat	probleme	solat	ADJ;PL	PROPN;SG
probleme	masalah	probleme	masalah	ADJ;PL	N;SG
probleme	trouble	probleme	trouble	ADJ;PL	PROPN
probleme	kesulitan	probleme	kesulitan	ADJ;PL	N;SG
probleme	masalah	probleme	masalah	ADJ;PL	N;SG
probleme	masalah	probleme	masalah	ADJ;PL	N;SG
probleme	isu	probleme	isu	ADJ;PL	N;SG
alfred	alfred	alfreden	alfred	PROPN;NOM;MASC;SG	PROPN
orte	tempat	ort	tempat	N;NOM;MASC;PL	N;SG
orte	lokasi	ort	lokasi	N;NOM;MASC;PL	N;SG
hallo	hallo	hallo	hallo		PROPN
hallo	helo	hallo	helo		PROPN
hallo	hello	hallo	hello		PROPN
hallo	halo	hallo	halo		PROPN
trotzdem	namun	trotzdem	namun	ADV	CONJ
trotzdem	yet	trotzdem	yet	ADV	PROPN
trotzdem	anyway	trotzdem	anyway	ADV	PROPN
trotzdem	pokoknya	trotzdem	pokok	ADV	N;SG
vergleich	perbandingan	vergleich	perbandingan	ADJ	N;SG
vergleich	bandingkan	vergleich	bandingkan	ADJ	V;SG;ACT
vergleich	membandingkan	vergleich	menbandingkan	ADJ	V;SG;ACT
vergleich	membandingkan	vergleich	menbandingkan	ADJ	V;SG;ACT
vergleich	perbandingan	vergleich	perbandingan	ADJ	N;SG
php	php	php	php	PROPN;NOM;MASC;SG	PROPN
nummer	angka	nummer	angka	ADV	N;SG
nummer	nomor	nummer	nomor	ADV	N;SG
nummer	bilangan	nummer	bilangan	ADV	N;SG
nummer	nomer	nummer	nomer	ADV	PROPN;SG
hof	hof	hof	hof		PROPN
hof	farm	hof	farm		PROPN
hof	perkebunan	hof	perkebunan		N;SG
hof	peternakan	hof	peternakan		N;SG
hof	ladang	hof	ladang		N;SG
hof	pertanian	hof	pertanian		N;SG
hof	court	hof	court		PROPN
hof	sidang	hof	sidang		N;SG
hof	pengadilan	hof	penadilan		N;SG
hof	mahkamah	hof	mahkamah		N;SG
hof	yard	hof	yard		PROPN
halle	halle	hallen	halle		PROPN
halle	balai	hallen	balai		PROPN;SG;ACT
halle	hall	hallen	hall		PROPN
halle	aula	hallen	aula		N;SG
basis	pangkalan	basis	pangkalan	ADJ	N;SG
basis	base	basis	base	ADJ	N
basis	markas	basis	markas	ADJ	N;SG
basis	basis	basis	basis	ADJ	PROPN;SG
basis	basis	basis	basis	ADJ	PROPN;SG
staat	state	staaen	state	N	PROPN
langen	langen	lang	langen	ADJ	PROPN
langen	long	lang	long	ADJ	PROPN
dient	sembah	dienen	sembah	V;IND;SG;3;PRS;FIN	
dient	ibadah	dienen	ibadah	V;IND;SG;3;PRS;FIN	N;SG
anton	anton	anton	anton	PROPN;NOM;MASC;SG	PROPN
neun	nine	neun	nine	NUM	PROPN
genommen	taken	nehmen	taken	V;V.PTCP	PROPN
wirtschaft	industri	wirtschaft	industri		N;SG
wirtschaft	economics	wirtschaft	economics		PROPN
wirtschaft	ekonomi	wirtschaft	ekonomi		N;SG
wirtschaft	bisnis	wirtschaft	bisnis		N;SG
wirtschaft	business	wirtschaft	business		PROPN
wirtschaft	perekonomian	wirtschaft	perekonomian		N;SG
wirtschaft	ekonomi	wirtschaft	ekonomi		N;SG
college	kuliah	college	kuliah		N;SG
college	college	college	college		PROPN
college	kampus	college	kampus		PROPN;SG
markt	markt	marken	markt	ADV	PROPN
markt	pasar	marken	pasar	ADV	N;SG
markt	pasar	marken	pasar	ADV	N;SG
enthalten	include	enthalten	include	V;NFIN	PROPN
jedem	semuanya	jed	semua	PRO;DAT;INDF;MASC;SG	PRO
jedem	setiap	jed	setiap	PRO;DAT;INDF;MASC;SG	DET
jedem	tiap	jed	tiap	PRO;DAT;INDF;MASC;SG	DET
jedem	each	jed	each	PRO;DAT;INDF;MASC;SG	PROPN
städte	kota	staden	kota	N;NOM;FEM;PL	N;SG
kapelle	chapel	kapell	chapel	N;NOM;FEM;SG	PROPN
verloren	kehilangan	verlieren	kehilangan	V;V.PTCP	N;SG
verloren	lost	verlieren	lost	V;V.PTCP	PROPN
verloren	hilang	verlieren	hilang	V;V.PTCP	ADJ;SG
neuer	neuer	neu	neuer	ADJ	PROPN
neuer	new	neu	new	ADJ	PROPN
ausgezeichnet	penghargaan	auszeichnen	penhargaan	V;V.PTCP	N;SG
ausgezeichnet	award	auszeichnen	award	V;V.PTCP	N
übrigens	btw	übrigens	btw	ADV	PROPN
übrigens	lagian	übrigens	lagian	ADV	
russland	moskow	rußland	moskow	PROPN;NOM;NEUT;SG	PROPN
russland	moskwa	rußland	moskwa	PROPN;NOM;NEUT;SG	PROPN
russland	rusia	rußland	rusia	PROPN;NOM;NEUT;SG	PROPN
russland	russia	rußland	russia	PROPN;NOM;NEUT;SG	PROPN
trägt	bears	tragen	bears	V;IND;SG;3;PRS;FIN	PROPN
trägt	beruang	tragen	beruang	V;IND;SG;3;PRS;FIN	PROPN;SG
bonn	bonn	bonn	bonn	PROPN;NOM;NEUT;SG	PROPN
jugend	pemuda	jugend	pemuda	ADJ	N;SG
jugend	remaja	jugend	remaja	ADJ	N;SG
jugend	remaja	jugend	remaja	ADJ	N;SG
jugend	young	jugend	young	ADJ	PROPN
jugend	mudanya	jugend	muda	ADJ	N;SG
jugend	remaja	jugend	remaja	ADJ	N;SG
allgemeinen	jendral	allgemein	jendral	ADJ	N
allgemeinen	jenderal	allgemein	jenderal	ADJ	N;SG
gymnasium	gimnasium	gymnasium	gimnasium	ADJ	N;SG
gemäß	menurut	gemäß	menurut		ADP
spanien	spanyol	spanien	spanyol	PROPN;NOM;NEUT;SG	PROPN;SG
spanien	sevilla	spanien	sevilla	PROPN;NOM;NEUT;SG	PROPN
spanien	seville	spanien	seville	PROPN;NOM;NEUT;SG	PROPN
post	surat	post	surat	PROPN;NOM;SG	N;SG
post	mail	post	mail	PROPN;NOM;SG	PROPN
post	surel	post	surel	PROPN;NOM;SG	N
post	kiriman	post	kiriman	PROPN;NOM;SG	N;SG
post	posting	post	posting	PROPN;NOM;SG	PROPN
post	kirimkan	post	kirimkan	PROPN;NOM;SG	V;SG;ACT
post	kirim	post	kirim	PROPN;NOM;SG	V;SG;ACT
post	post	post	post	PROPN;NOM;SG	PROPN
post	pos	post	pos	PROPN;NOM;SG	N;SG;ACT
soldaten	tentara	soldat	tentara	N;PL	N;SG
soldaten	prajurit	soldat	prajurit	N;PL	N;SG
soldaten	serdadu	soldat	serdadu	N;PL	N;SG
soldaten	pasukan	soldat	pasukan	N;PL	N;SG
soldaten	tentara	soldat	tentara	N;PL	N;SG
soldaten	prajurit	soldat	prajurit	N;PL	N;SG
soldaten	serdadu	soldat	serdadu	N;PL	N;SG
soldaten	soldier	soldat	soldier	N;PL	PROPN
lebt	nyawa	leben	nyawa	V;IND;SG;3;PRS;FIN	N;SG
lebt	lives	leben	lives	V;IND;SG;3;PRS;FIN	PROPN
tätigkeit	kegiatan	tätigkeit	kegiatan	ADJ	N;SG
tätigkeit	aktivitas	tätigkeit	aktivitas	ADJ	PROPN;SG
zeigen	pengungkapan	zeigen	penungkapan	V;NFIN	N;SG
zeigen	ungkap	zeigen	ungkap	V;NFIN	
zeigen	show	zeigen	show	V;NFIN	PROPN
zeigen	pertunjukan	zeigen	pertunjukan	V;NFIN	N;SG
sinnvoll	berarti	sinnvoll	berarti	ADJ	V;SG;ACT
sinnvoll	bermakna	sinnvoll	bermakna	ADJ	V;SG;ACT
heutige	today	heutig	today	ADJ;NOM;FEM;PL	PROPN
umgebung	seputar	Umgebung	seputar	N;NOM;FEM;SG	
bücher	pembukuan	büchern	penbukuan	N;NOM;NEUT;PL	N;SG
bücher	buku	büchern	buku	N;NOM;NEUT;PL	N;SG
medien	media	medeinen	media	N;NOM;NEUT;PL	N;SG
jedes	setiap	jed	setiap	PRO;NOM;INDF;NEUT;SG	DET
jedes	every	jed	every	PRO;NOM;INDF;NEUT;SG	PROPN
jedes	setiap	jed	setiap	PRO;NOM;INDF;NEUT;SG	DET
jedes	sembarang	jed	sembarang	PRO;NOM;INDF;NEUT;SG	N
jedes	any	jed	any	PRO;NOM;INDF;NEUT;SG	PROPN
jedes	setiap	jed	setiap	PRO;NOM;INDF;NEUT;SG	DET
jedes	tiap	jed	tiap	PRO;NOM;INDF;NEUT;SG	DET
jedes	each	jed	each	PRO;NOM;INDF;NEUT;SG	PROPN
entscheidung	memerintah	entscheidung	menperintah	N;NOM;FEM;SG	V;SG;ACT
einfluss	impact	einfluß	impact	ADJ	PROPN
einfluss	berdampak	einfluß	berdampak	ADJ	V;SG;ACT
einfluss	dampak	einfluß	dampak	ADJ	N;SG
einfluss	benturan	einfluß	benturan	ADJ	N;SG
einfluss	pengaruhi	einfluß	pengaruhi	ADJ	V;SG;ACT
einfluss	memengaruhi	einfluß	memengaruhi	ADJ	V
einfluss	pengaruh	einfluß	pengaruh	ADJ	N;SG
einfluss	pengaruh	einfluß	pengaruh	ADJ	N;SG
monate	bulan	monat	bulan	ADV	N;SG
monate	bulan	monat	bulan	ADV	N;SG
anlage	annex	anlage	annex	N;NOM;FEM;SG	PROPN
mehrfach	kelipatan	mehrfach	kelipatan	ADJ	N;SG
mehrfach	beberapa	mehrfach	beberapa	ADJ	DET
mehrfach	multiple	mehrfach	multiple	ADJ	PROPN
mehrfach	berganda	mehrfach	berganda	ADJ	PROPN;SG;ACT
christoph	christopher	christoph	christopher	PROPN;NOM;MASC;SG	PROPN
christoph	christoph	christoph	christoph	PROPN;NOM;MASC;SG	PROPN
lied	song	lied	song	N;NOM;NEUT;SG	PROPN
cdu	cdu	cdu	cdu	PROPN;NOM;SG	PROPN
rechte	keistimewaan	recht	keistimewaan	ADJ;NOM;FEM;PL	N;SG
rechte	kanan	recht	kanan	ADJ;NOM;FEM;PL	N;SG
rechte	benar	recht	benar	ADJ;NOM;FEM;PL	ADJ;SG
rechte	right	recht	right	ADJ;NOM;FEM;PL	PROPN
rechte	hak	recht	hak	ADJ;NOM;FEM;PL	N;SG
russischen	russian	russisch	russian	ADJ;NOM;MASC;PL	PROPN
russischen	rusia	russisch	rusia	ADJ;NOM;MASC;PL	PROPN
erkennbar	kelihatan	erkennbar	kelihatan	ADJ	V;SG;PASS
erkennbar	nampak	erkennbar	nampak	ADJ	V
erkennbar	terlihat	erkennbar	terlihat	ADJ	V;SG;PASS
erkennbar	dikenali	erkennbar	dikenali	ADJ	V;SG;PASS
italienischer	italia	italienisch	italia	ADJ	PROPN
tagen	days	tagen	days	ADJ	PROPN
tagen	hari	tagen	hari	ADJ	N;SG
stück	mainkan	stück	mainkan	ADJ	V;SG;ACT
stück	putar	stück	putar	ADJ	N;SG
stück	bermain	stück	bermain	ADJ	V;SG;ACT
stück	main	stück	main	ADJ	PROPN
stück	piece	stück	piece	ADJ	PROPN
stück	sepotong	stück	sepotong	ADJ	
stück	irisan	stück	irisan	ADJ	N;SG
