και	और	και	और	CONJ	
αίγυπτο	मिस्र	αίγυπτος	मिस्र	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
αίγυπτο	मिश्र	αίγυπτος	मिश्र	PROPN;ACC;FEM;SG	PROPN;NOM;SG;3
τρέχουσα	धारा	τρέχων	धारा	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
τρέχουσα	मौजूदा	τρέχων	मौजूदा	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τρέχουσα	मौज़ूदा	τρέχων	मौज़ूदा	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
τρέχουσα	वर्तमान	τρέχων	वर्तमान	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
κώδικα	कोड	κώδικας	कोड	N	
αέρα	वायु	αέρας	वायु	N;ACC;MASC;SG	N;NOM;FEM;SG;3
αέρα	एयर	αέρας	एयर	N;ACC;MASC;SG	N;NOM;FEM;SG;3
δήλωσε	घोषित	δηλώνω	घोषित	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
πτώση	अस्वीकार	πτώση	अस्वीकार	N;ACC;FEM;SG	
πτώση	मनाही	πτώση	मनाही	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πτώση	गिरने	πτώση	गिर	N;ACC;FEM;SG	V;NFIN;ACT
πτώση	गिरना	πτώση	गिर	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
πτώση	छोडें	πτώση	छोड	N;ACC;FEM;SG	V;SBJV;PL;FIN;ACT
πτώση	बूंद	πτώση	बूंद	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πτώση	बूँद	πτώση	बूँद	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πτώση	गिरा	πτώση	गिर	N;ACC;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
πτώση	पतझड़	πτώση	पतझड़	N;ACC;FEM;SG	N;NOM;MASC;SG;3
πτώση	गिरना	πτώση	गिर	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
πτώση	गिर	πτώση	गिर	N;ACC;FEM;SG	V;ACT
πτώση	पतन	πτώση	पतन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζαν	जाँ	ζαν	जा	PROPN;NOM;MASC;SG	
ζαν	जां	ζαν	जा	PROPN;NOM;MASC;SG	V;SG;FIN;ACT
ζαν	jeanne	ζαν	jeanne	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
προσωπικό	व्यक्तिगत	προσωπικό	व्यक्तिगत	N;NOM;NEUT;SG	ADJ
προσωπικό	निजी	προσωπικό	निजी	N;NOM;NEUT;SG	ADJ;NOM
προσωπικό	कर्मियों	προσωπικό	कर्मी	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
αυστραλία	आस्ट्रेलिया	αυστραλία	आस्ट्रेलिया	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
αυστραλία	ऑस्ट्रेलिया	αυστραλία	ऑस्ट्रेलिया	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
κίνα	चीन	κίνα	चीन	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
επαρχίες	प्रांतों	επαρχία	प्रांत	N;NOM;FEM;PL	N;ACC;MASC;PL;3
κοινωνική	सामाजिक	κοινωνικός	सामाजिक	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
κοινωνική	सोशल	κοινωνικός	सोशल	ADJ;NOM;FEM;SG	
φεβρουάριο	फरवरी	φεβρουάριο	फरवरी	N	PROPN;NOM;FEM;SG;3
φεβρουάριο	फ़रवरी	φεβρουάριο	फ़रवरी	N	PROPN;NOM;FEM;SG;3
πολιτεία	अवस्था	πολιτεία	अवस्था	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πολιτεία	स्टेट	πολιτεία	स्टेट	N;ACC;FEM;SG	N;NOM;MASC;SG;3
πολιτεία	स्थिति	πολιτεία	स्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πολιτεία	राज्य	πολιτεία	राज्य	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μυθιστόρημα	अनोखा	μυθιστόρημα	अनोखा	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
κατοχή	कब्जे	κατοχή	कब्जा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κατοχή	कब्ज़ा	κατοχή	कब्ज़ा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αμερικανική	अमेरिकन	αμερικάνικος	अमेरिकन	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αμερικανική	अमेरिकी	αμερικάνικος	अमेरिकी	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
λειτουργίας	प्रचालन	λειτουργία	प्रचालन	N;GEN;FEM;SG	N;NOM;MASC;SG;3
λειτουργίας	ऑपरेटिंग	λειτουργία	ऑपरेटिंग	N;GEN;FEM;SG	PROPN;NOM
νόμο	कानून	νόμος	कानून	N;ACC;MASC;SG	N;NOM;MASC;SG;3
νόμο	विधि	νόμος	विधि	N;ACC;MASC;SG	N;NOM;FEM;SG;3
ζώα	जानवर	ζώο	जानवर	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ζώα	जानवरों	ζώο	जानवर	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
ζώα	पशु	ζώο	पशु	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ζώα	पशुधन	ζώο	पशुधन	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ενάντια	खिलाफ	ενάντια	खिलाफ	ADV	ADP
ενάντια	विरुद्ध	ενάντια	विरुद्ध	ADV	ADP
ενάντια	विरूद्ध	ενάντια	विरूद्ध	ADV	CONJ
επαφή	संपर्क	επαφή	संपर्क	N;ACC;FEM;SG	N;NOM;MASC;SG;3
επαφή	सम्पर्क	επαφή	संपर्क	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μπλε	नीला	μπλε	नीला	N	ADJ;NOM;MASC;SG
μπλε	डीलक्स	μπλε	डीलक्स	N	PROPN;NOM;MASC;SG;3
μπλε	ब्लू	μπλε	ब्लू	N	PROPN;NOM;MASC;SG;3
εργασίες	कार्यालय	εργασία	कार्यालय	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εργασίες	काम	εργασία	काम	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εργασίες	कार्य	εργασία	कार्य	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εργασίες	जॉब	εργασία	जॉब	N;NOM;FEM;PL	N;NOM;MASC;SG;3
εργασίες	कार्य	εργασία	कार्य	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ολόκληρη	पूरे	ολόκληρος	पूरा	ADJ;NOM;FEM;SG	ADJ;MASC;PL
κινδύνου	जोखिम	κίνδυνος	जोखिम	N;GEN;MASC;SG	N;NOM;MASC;SG;3
κινδύνου	ख़तरा	κίνδυνος	ख़तरा	N;GEN;MASC;SG	N;NOM;MASC;SG;3
κινδύνου	रिस्क	κίνδυνος	रिस्क	N;GEN;MASC;SG	
κινδύνου	जोखिम	κίνδυνος	जोखिम	N;GEN;MASC;SG	N;NOM;MASC;SG;3
ρόμπερτ	राबर्ट	ρόμπερτ	राबर्ट		PROPN;NOM;MASC;SG;3
ρόμπερτ	रॉबर्ट	ρόμπερτ	रॉबर्ट		PROPN;NOM;MASC;SG;3
επίσημο	अधिकारी	επίσημος	अधिकारी	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL;3
κρήτη	क्रेट	κρήτος	क्रेट	PROPN;ACC;FEM;SG	
πλήρη	फुल	πλήρης	फुल	ADJ;NOM;FEM;SG	
πλήρη	पूर्ण	πλήρης	पूर्ण	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πλήρη	पूर्ण	πλήρης	पूर्ण	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λεζάντα	कैप्शन	λεζάντα	कैप्शन	N;NOM;FEM;SG	
προϊόντα	उत्पाद	προϊόν	उत्पाद	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
σημειώσεις	नोट्स	σημείωση	नोट्स	N;NOM;FEM;PL	N;NOM;MASC;SG;3
σημειώσεις	नोट	σημείωση	नोट	N;NOM;FEM;PL	N;NOM;MASC;SG;3
σημειώσεις	टिप्पणी	σημείωση	टिप्पणी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
σημειώσεις	टीप	σημείωση	टीप	N;NOM;FEM;PL	
γνώμη	राय	γνώμη	राय	N;ACC;FEM;SG	PROPN;NOM;SG;3
καλλιτέχνες	कलाकार	καλλιτέχνα	कलाकार	N;NOM;MASC;PL	N;NOM;MASC;SG;3
καλλιτέχνες	कलाकारों	καλλιτέχνα	कलाकार	N;NOM;MASC;PL	N;ACC;MASC;PL;3
ισχύει	वैध	ισχύω	वैध	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ισχύει	मान्य	ισχύω	मान्य	V;IPFV;IND;SG;3;PRS;FIN;ACT	
οδηγεί	लीड	οδηγώ	लीड	V;IPFV;IND;SG;3;PRS;FIN;ACT	
οδηγεί	अग्रणी	οδηγώ	अग्रणी	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
οδηγεί	ड्राइव	οδηγώ	ड्राइव	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
ρώμης	रोम	Ρώμη	रोम	PROPN;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
ιερά	पवित्र	ιερός	पवित्र	ADV	ADJ
ιερά	पावन	ιερός	पावन	ADV	
ιερά	पवित्र	ιερός	पवित्र	ADV	ADJ
πόλεων	शहर	πόλη	शहर	N;GEN;FEM;PL	N;NOM;MASC;SG;3
πόλεων	शहरों	πόλη	शहर	N;GEN;FEM;PL	N;ACC;MASC;PL;3
ηγεσία	नेतृत्व	ηγεσία	नेतृत्व	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συνδυασμό	संयोजन	συνδυασμός	संयोजन	N;ACC;MASC;SG	
συνάρτηση	फंक्शन	συνάρτηση	फंक्शन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συνάρτηση	फ़ंक्शन	συνάρτηση	फ़ंक्शन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συνάρτηση	प्रकार्य	συνάρτηση	प्रकार्य	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συνάρτηση	फलन	συνάρτηση	फलन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αξία	मूल्य	αξία	मूल्य	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αξία	मान	αξία	मान	N;ACC;FEM;SG	V;SG;FIN;ACT
μάζα	मास	μάζα	मास	N;NOM;FEM;SG	
φυσικής	भौतिकी	φυσικός	भौतिकी	ADJ;GEN;FEM;SG	N;NOM;FEM;SG;3
ειρήνη	सलाम	ειρήνη	सलाम	N;NOM;FEM;SG	
προσπάθησε	कोशिश	προσπαθώ	कोशिश	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG;3
φωνή	आवाज	φωνή	आवाज	N;ACC;FEM;SG	N;NOM;FEM;SG;3
φωνή	वॉइस	φωνή	वॉइस	N;ACC;FEM;SG	N;NOM;MASC;SG;3
φωνή	आवाज़	φωνή	आवाज़	N;ACC;FEM;SG	N;NOM;FEM;SG;3
οικογένειες	परिवारों	οικογένεια	परिवार	N;NOM;FEM;PL	N;ACC;MASC;PL;3
εντολή	कमांड	εντολή	कमांड	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εντολή	आदेश	εντολή	आदेश	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εντολή	जनादेश	εντολή	जनादेश	N;ACC;FEM;SG	N;NOM;MASC;SG;3
γάλλοι	फ़्रेंच	γάλλος	फ़्रेंच	PROPN;NOM;MASC;PL	N;NOM;MASC;SG;3
γάλλοι	फ़्रांसीसी	γάλλος	फ़्रांसीसी	PROPN;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
γάλλοι	फ्रांसीसी	γάλλος	फ्रांसीसी	PROPN;NOM;MASC;PL	ADJ;NOM
γάλλοι	फ्रेंच	γάλλος	फ्रेंच	PROPN;NOM;MASC;PL	
γάμο	मैरिज	γάμος	मैरिज	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
θρησκεία	मजहब	θρησκεία	मजहब	N;NOM;FEM;SG	
αδελφός	bhai	αδελφός	bhai	N;NOM;MASC;SG	
ζήτησε	निवेदित	ζητώ	निवेदित	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
ζήτησε	अनुरोधित	ζητώ	अनुरोधित	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;SG;3
ζήτησε	पूछे	ζητώ	पूछ	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
κατάκτηση	जीतें	κατάκτηση	जीत	N;ACC;FEM;SG	V;SBJV;PL;FIN;ACT
υπέγραψε	हस्ताक्षरित	υπογράφω	हस्ताक्षरित	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
σοβιετική	सोवियत	σοβιετικός	सोवियत	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγγραφέα	रचनाकार	συγγραφέα	रचनाकार	N;VOC;MASC;SG	N;NOM;MASC;SG;3
συγγραφέα	राइटर	συγγραφέα	राइटर	N;VOC;MASC;SG	
συγγραφέα	लेखक	συγγραφέα	लेखक	N;VOC;MASC;SG	N;NOM;MASC;SG;3
συγγραφέα	रचयिता	συγγραφέα	रचयिता	N;VOC;MASC;SG	N;NOM;MASC;SG;3
συγγραφέα	लेखक	συγγραφέα	लेखक	N;VOC;MASC;SG	N;NOM;MASC;SG;3
κερδίσει	विन	κερδίζω	विन	V;PFV;NFIN;ACT	
κερδίσει	जीत	κερδίζω	जीत	V;PFV;NFIN;ACT	N;NOM;FEM;SG;3
παγκοσμίως	विश्वव्यापी	παγκόσμια	विश्वव्यापी	ADV	N;NOM;MASC;SG;3
βασικό	मूल	βασικός	मूल	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
βασικό	मूलभूत	βασικός	मूलभूत	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
βασικό	बेसिक	βασικός	बेसिक	ADJ;NOM;NEUT;SG	PROPN;NOM;SG;3
βασικό	मौलिक	βασικός	मौलिक	ADJ;NOM;NEUT;SG	
προσπάθειες	प्रयास	προσπάθεια	प्रयास	N;NOM;FEM;PL	N;NOM;MASC;SG;3
προσπάθειες	प्रयत्न	προσπάθεια	प्रयत्न	N;NOM;FEM;PL	N;NOM;MASC;SG;3
περ	प्रति	περ	प्रति	N	
ανακοίνωσε	घोषित	ανακοινώνω	घोषित	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
βαθμολογία	दर्जा	βαθμολογία	दर्जा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
βαθμολογία	रेटिंग	βαθμολογία	रेटिंग	N;ACC;FEM;SG	N;NOM;FEM;SG;3
βαθμολογία	दरजा	βαθμολογία	दरजा	N;ACC;FEM;SG	
βαθμολογία	अंक	βαθμολογία	अंक	N;ACC;FEM;SG	N;NOM;MASC;SG;3
βαθμολογία	स्कोर	βαθμολογία	स्कोर	N;ACC;FEM;SG	N;NOM;MASC;SG;3
βαθμολογία	अंक	βαθμολογία	अंक	N;ACC;FEM;SG	N;NOM;MASC;SG;3
βαθμολογία	स्कोर	βαθμολογία	स्कोर	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μεγαλύτερος	पुराने	μεγάλος	पुराना	ADJ;NOM;CMPR;MASC;SG	ADJ;MASC;PL
μεγαλύτερος	वृद्ध	μεγάλος	वृद्ध	ADJ;NOM;CMPR;MASC;SG	PROPN;NOM;MASC;SG;3
μεγαλύτερος	बडे	μεγάλος	बडा	ADJ;NOM;CMPR;MASC;SG	V;MASC;SG;3;V.PTCP;ACT
γεννημένος	जन्म	γεννημένος	जन्म	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
γεννημένος	जन्मे	γεννημένος	जन्मा	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;IND;SG;3;FIN;ACT
γεννημένος	born	γεννημένος	born	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
δραστηριότητες	उपक्रम	δραστηριότητα	उपक्रम	N;NOM;FEM;PL	N;NOM;MASC;SG;3
χίτλερ	हिटलर	χίτλερ	हिटलर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ελευθερία	लिबर्टी	ελευθερία	लिबर्टी	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ταξίδι	ट्रिप	ταξίδι	ट्रिप	N;NOM;NEUT;SG	
μοναδική	बेजोड़	μοναδικός	बेजोड़	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μοναδική	अद्वितीय	μοναδικός	अद्वितीय	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αρχαιότητα	प्राचीनता	αρχαιότητα	प्राचीनता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ομοσπονδίας	फेडरेशन	ομοσπονδία	फेडरेशन	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ομοσπονδίας	संघ	ομοσπονδία	संघ	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ιδιότητα	संपत्ति	ιδιότητα	संपत्ति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ιδιότητα	गुण	ιδιότητα	गुण	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ιδιότητα	सम्पत्ति	ιδιότητα	सम्पत्ति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ιδιότητα	प्रॉपर्टी	ιδιότητα	प्रॉपर्टी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μελέτες	अध्ययन	μελέτα	अध्ययन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ήθελε	चाही	θέλω	चाह	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
ντεμπούτο	डेब्यू	ντεμπούτο	डेब्यू		N;NOM;MASC;SG;3
στρατεύματα	सैनिकों	στράτευμα	सैनिक	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
στούντιο	स्टुडियो	στούντιος	स्टुडियो	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κάρολος	चार्ल्स	κάρολος	चार्ल्स	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πέτρος	पीटर	πέτρος	पीटर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
επιστημονική	वैज्ञानिक	επιστημονικός	वैज्ञानिक	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
άνοδο	धनाग्र	άνοδος	धनाग्र	N;ACC;FEM;SG	
μέτωπο	अग्र	μέτωπο	अग्र	N;NOM;NEUT;SG	
μέτωπο	सामने	μέτωπο	सामने	N;NOM;NEUT;SG	ADV;NOM;MASC;SG;3
δούκα	ड्यूक	δούκα	ड्यूक	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
ρεύμα	मौजूदा	ρεύμα	मौजूदा	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
δίκαιο	फेयर	δίκαιο	फेयर	N;NOM;NEUT;SG	
δίκαιο	उचित	δίκαιο	उचित	N;NOM;NEUT;SG	ADJ;NOM
ναυτικό	नौसेना	ναυτικός	नौसेना	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
ναυτικό	नेवी	ναυτικός	नेवी	ADJ;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
θεραπεία	चिकित्सकों	θεραπείο	चिकित्सक	N;NOM;FEM;SG	N;ACC;MASC;PL;3
θεραπεία	ट्रीट	θεραπείο	ट्रीट	N;NOM;FEM;SG	
μόνος	अकेला	μόνος	अकेला	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
μόνος	अकेले	μόνος	अकेला	ADJ;NOM;MASC;SG	V;MASC;SG;3;FIN;ACT
μόνος	अलोन	μόνος	अलोन	ADJ;NOM;MASC;SG	
στάση	तेवर	στάση	तेवर	N;NOM;FEM;SG	N;NOM;MASC;PL;3
στάση	एटीट्यूड	στάση	एटीट्यूड	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
στάση	रूख	στάση	रूख	N;NOM;FEM;SG	
πάπα	पोप	πάπα	पोप	N;VOC;MASC;SG	N;NOM;MASC;SG;3
μοντέλα	मॉडल	μοντέλα	मॉडल	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
σχόλιο	comment	σχόλιο	comment	N;NOM;NEUT;SG	
νομό	लैन	νομός	लैन	ADV	N;NOM;MASC;SG;3
νομό	काउंटी	νομός	काउंटी	ADV	PROPN;NOM;MASC;SG;3
μόνη	अकेला	μόνος	अकेला	ADJ;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
μόνη	अकेले	μόνος	अकेला	ADJ;NOM;FEM;SG	V;MASC;SG;3;FIN;ACT
μόνη	अलोन	μόνος	अलोन	ADJ;NOM;FEM;SG	
οθωμανική	ओटोमन	οθωμανικός	ओटोमन	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
οθωμανική	उस्मानी	οθωμανικός	उस्मानी	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
απελευθέρωση	release	απελευθέρωση	release	N;NOM;FEM;SG	
μαθητές	छात्रों	μαθητής	छात्र	N;NOM;MASC;PL	N;ACC;MASC;PL;3
μαθητές	विद्यार्थी	μαθητής	विद्यार्थी	N;NOM;MASC;PL	N;NOM;MASC;SG;3
μαθητές	विद्यार्थियों	μαθητής	विद्यार्थी	N;NOM;MASC;PL	N;ACC;MASC;PL;3
ασφαλείας	मिलावट	ασφάλεια	मिलावट	N;GEN;FEM;SG	N;NOM;FEM;SG;3
ασφαλείας	सुरक्षा	ασφάλεια	सुरक्षा	N;GEN;FEM;SG	N;NOM;FEM;SG;3
