から	від	から	від	CONJ	ADP;GEN
みんな	усім	みんな	усе	ADV	PRO;INAN;INS;NEUT;SG
みんな	всіх	みんな	всі	ADV	PRO;ANIM;ACC
みんな	хлопці	みんな	хлопець	ADV	N;ANIM;NOM;MASC;PL
ウィー	ві	ウィー	ві	PROPN	
ディレクター	режисер	ディレクター	режисер	PROPN	N;ANIM;NOM;MASC;SG
ディレクター	директор	ディレクター	директор	PROPN	N;ANIM;NOM;MASC;SG
女王	queen	女王	queen	N	
修了	завершення	修了	завершення	V	N;INAN;NOM;NEUT;SG
修了	доповнення	修了	доповнення	V	N;INAN;NOM;NEUT;SG
合成	synthetic	合成	synthetic	V	
合成	будова	合成	будова	V	N;INAN;NOM;FEM;SG
合成	композиція	合成	композиція	V	N;INAN;NOM;FEM;SG
合成	синтез	合成	синтез	V	N;INAN;NOM;MASC;SG
ミン	мін	ミン	мін.	PROPN	
ミン	хв	ミン	хв	PROPN	
ローズ	роуз	ローズ	роуз	N	PROPN;ANIM;NOM;FEM;SG
ローズ	роза	ローズ	роза	N	PROPN;ANIM;NOM;FEM;SG
ローズ	розі	ローズ	роз	N	
提示	представлена	提示	представлений	V	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
上海	шанхай	上海	шанхай	PROPN	PROPN;INAN;NOM;MASC;SG
侵攻	вторгнення	侵攻	вторгнення	V	N;INAN;NOM;NEUT;SG
侵攻	варварів	侵攻	варвар	V	N;ANIM;GEN;MASC;PL
二	двійка	二	двійка	NUM	N;INAN;NOM;FEM;SG
にも	незважаючи	にも	незважаючи	ADV	V;IPFV;PRS;V.CVB
証明	доказ	証明	доказ	V	N;INAN;NOM;MASC;SG
祭り	festival	祭り	festival	N	
ジェームズ	джеймс	ジェームズ	джеймс	PROPN	PROPN;ANIM;NOM;MASC;SG
ゴールド	gold	ゴールド	gold	N	
ゴールド	золоті	ゴールド	золотий	N	ADJ;NOM;PL
社員	служить	社員	служити	N	V;IPFV;IND;SG;3;PRS;FIN
社員	приймав	社員	приймати	N	V;IPFV;MASC;IND;SG;PST;FIN
村上	муракамі	村上	муракама	PROPN	N;ANIM;NOM;MASC;PL
エア	air	エア	air	PROPN	
エア	повітряна	エア	повітряний	PROPN	ADJ;NOM;FEM;SG
エア	повітря	エア	повітря	PROPN	N;INAN;NOM;NEUT;SG
原子力	ядерної	原子力	ядерний	N	ADJ;GEN;FEM;SG
原子力	ядерні	原子力	ядерний	N	ADJ;NOM;PL
原子力	ядерна	原子力	ядерний	N	ADJ;NOM;FEM;SG
原子力	ядерний	原子力	ядерний	N	ADJ;NOM;MASC;SG
アイルランド	ірландія	アイルランド	ірландія	PROPN	N;INAN;NOM;FEM;SG
アイルランド	ірландії	アイルランド	ірландія	PROPN	PROPN;INAN;GEN;FEM;SG
仏教	буддійський	仏教	буддійський	N	ADJ;NOM;MASC;SG
ストリート	стріт	ストリート	стріт	N	
強制	примусово	強制	примусово		ADV
ロス	рос	ロス	рос	N	
ロス	росс	ロス	росс	N	
ボン	бонн	ボン	бонн	PROPN	PROPN;ANIM;NOM;MASC;SG
サウンド	sound	サウンド	sound	N	
サウンド	звучить	サウンド	звучати	N	V;IPFV;IND;SG;3;PRS;FIN
衝突	зіткнення	衝突	зіткнення	V	N;INAN;NOM;NEUT;SG
ローカル	локально	ローカル	локально	ADJ	ADV
蒸気	steam	蒸気	steam	N	
巡洋艦	cruisers	巡洋艦	cruisers	N	
体験	досвід	体験	досвід	V	N;INAN;NOM;MASC;SG
区別	судження	区別	судження	V	N;INAN;NOM;NEUT;SG
アメリカン	американський	アメリカン	американський	N	ADJ;NOM;MASC;SG
アメリカン	американські	アメリカン	американський	N	ADJ;NOM;PL
アメリカン	американська	アメリカン	американський	N	ADJ;NOM;FEM;SG
アメリカン	американської	アメリカン	американський	N	ADJ;GEN;FEM;SG
スタン	стан	スタン	стан	PROPN	N;INAN;NOM;MASC;SG
スタン	стен	スタン	стен	PROPN	
解放	визволення	解放	визволення	V	N;INAN;NOM;NEUT;SG
解放	звільнення	解放	звільнення	V	N;INAN;NOM;NEUT;SG
石油	олива	石油	олива	N	
リード	ведучий	リード	ведучий	N	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
リード	ліда	リード	лідо	N	PROPN;ANIM;NOM;FEM;SG
青木	аокі	青木	акий	PROPN	
坂本	сакамото	坂本	сакамото	PROPN	N;ANIM;NOM;MASC;SG
組み合わせ	комбінації	組み合わせる	комбінація	V	N;INAN;ACC;FEM;PL
組み合わせ	поєднання	組み合わせる	поєднання	V	N;INAN;NOM;NEUT;SG
組み合わせ	комбінація	組み合わせる	комбінація	V	N;INAN;NOM;FEM;SG
ミュージカル	музична	ミュージカル	музичний	N	ADJ;NOM;FEM;SG
ミュージカル	музичний	ミュージカル	музичний	N	ADJ;NOM;MASC;SG
ミュージカル	музичні	ミュージカル	музичний	N	ADJ;NOM;PL
大野	оно	大野	оно	PROPN	
スリー	три	スリー	три	PROPN	NUM;NOM
スリー	втрьох	スリー	втріх	PROPN	N;ANIM;NOM;MASC;PL
スリー	трійка	スリー	трійка	PROPN	N;INAN;NOM;FEM;SG
エジプト	єгипту	エジプト	єгипт	PROPN	PROPN;INAN;GEN;MASC;SG
エジプト	єгипет	エジプト	єгипет	PROPN	PROPN;INAN;NOM;MASC;SG
エジプト	єгипті	エジプト	єгипть	PROPN	PROPN;INAN;NOM;MASC;SG
プレミアム	високоякісний	プレミアム	високоякісний		ADJ;NOM;MASC;SG
プレミアム	преміум	プレミアム	премія		
プレミアム	premium	プレミアム	premium		
将来	майбутнє	将来	майбутнє		ADJ;NOM;NEUT;SG
松平	мацудайра	松平	мацудайра	PROPN	N;ANIM;NOM;MASC;SG
推薦	рекомендацію	推薦	рекомендація	V	N;INAN;ACC;FEM;SG
類似	аналогічний	類似	аналогічний	V	ADJ;NOM;MASC;SG
類似	аналог	類似	аналог	V	N;INAN;NOM;MASC;SG
スカ	ска	スカ	ско	PROPN	PROPN;INAN;NOM;MASC;SG
ダブルス	парні	ダブルス	парн	N	NUM;NOM
百万	мільйон	百万	мільйон	NUM	
命名	найменування	命名	найменування	V	N;INAN;NOM;NEUT;SG
訪問	відвідання	訪問	відвідання	V	N;INAN;NOM;NEUT;SG
訪問	візит	訪問	візит	V	N;INAN;NOM;MASC;SG
訪問	відвідування	訪問	відвідування	V	N;INAN;NOM;NEUT;SG
訪問	відвідувань	訪問	відвідування	V	N;INAN;GEN;NEUT;PL
訪問	відвідування	訪問	відвідування	V	N;INAN;NOM;NEUT;SG
フランス	френч	フランス	френч	PROPN	
フランス	французька	フランス	французький	PROPN	ADJ;NOM;FEM;SG
フランス	французькою	フランス	французький	PROPN	ADJ;INS;FEM;SG
フランス	французький	フランス	французький	PROPN	ADJ;NOM;MASC;SG
レット	хай	レット	хай	N	PART
レット	нехай	レット	нехай	N	
パイロット	pilot	パイロット	pilot	N	
トルコ	туреччина	トルコ	туреччина	PROPN	N;INAN;NOM;FEM;SG
ウクライナ	україна	ウクライナ	україна	PROPN	PROPN;INAN;NOM;FEM;SG
ウクライナ	україні	ウクライナ	україна	PROPN	PROPN;INAN;DAT;FEM;SG
続き	продовження	続く	продовження	V	N;INAN;NOM;NEUT;SG
続き	тривале	続く	тривалий	V	ADJ;NOM;NEUT;SG
シカゴ	чикаго	シカゴ	чикати	PROPN	PROPN;INAN;NOM;MASC;SG
敗北	поразка	敗北	поразка	V	N;INAN;NOM;FEM;SG
敗北	поразки	敗北	поразка	V	N;INAN;NOM;FEM;PL
セン	сен	セン	сен	N	
クラシック	класична	クラシック	класичний	N	ADJ;NOM;FEM;SG
クラシック	класична	クラシック	класичний	N	ADJ;NOM;FEM;SG
クラシック	класичні	クラシック	класичний	N	ADJ;NOM;PL
クラシック	класичний	クラシック	класичний	N	ADJ;NOM;MASC;SG
クラシック	класичне	クラシック	класичний	N	ADJ;NOM;NEUT;SG
キャスター	кастер	キャスター	кастер	PROPN	N;INAN;NOM;MASC;SG
キャスター	кастор	キャスター	кастор	PROPN	PROPN;ANIM;NOM;FEM;SG
スカイ	скай	スカイ	скай	N	
ドリーム	dream	ドリーム	dream	N	
ソニー	sony	ソニー	sony	PROPN	
コア	основний	コア	основний	N	ADJ;NOM;MASC;SG
コア	core	コア	core	N	
古典	класична	古典	класичний	N	ADJ;NOM;FEM;SG
古典	класична	古典	класичний	N	ADJ;NOM;FEM;SG
古典	класичні	古典	класичний	N	ADJ;NOM;PL
古典	класичний	古典	класичний	N	ADJ;NOM;MASC;SG
古典	класичне	古典	класичний	N	ADJ;NOM;NEUT;SG
大人	дорослих	大人	дорослий	N	ADJ;ACC;PL
大人	доросла	大人	дорости	N	ADJ;NOM;FEM;SG
大人	дорослі	大人	дорослий	N	ADJ;NOM;PL
大人	доросле	大人	дорослий	N	ADJ;NOM;NEUT;SG
大人	дорослий	大人	дорослий	N	ADJ;NOM;MASC;SG
大人	дорослі	大人	дорослий	N	ADJ;NOM;PL
ボックス	box	ボックス	box	N	
移住	еміграція	移住	еміграція	V	N;INAN;NOM;FEM;SG
どこ	звідки	どこ	звідки	PRO	ADV
どこ	де	どこ	де	PRO	ADV
どこ	where	どこ	where	PRO	
どこ	куди	どこ	куди	PRO	ADV
挿入	вставка	挿入	вставка	V	N;INAN;NOM;FEM;SG
挿入	вставлення	挿入	вставлення	V	N;INAN;NOM;NEUT;SG
挿入	вставки	挿入	вставка	V	N;INAN;NOM;FEM;PL
マッチ	збігається	マッチ	збігатися	N	V;IPFV;IND;SG;3;PRS;FIN
マッチ	відповідає	マッチ	відповідати	N	V;IPFV;IND;SG;3;PRS;FIN
空気	air	空気	air	N	
空気	повітряна	空気	повітряний	N	ADJ;NOM;FEM;SG
快速	швидкого	快速	швидкий	N	ADJ;GEN;NEUT;SG
譲渡	трансфер	譲渡	трансфер	V	N;INAN;NOM;MASC;SG
譲渡	перенесення	譲渡	перенесення	V	N;INAN;NOM;NEUT;SG
譲渡	призначення	譲渡	призначення	V	N;INAN;NOM;NEUT;SG
譲渡	присвоєння	譲渡	присвоєння	V	N;INAN;NOM;NEUT;SG
ピン	пен	ピン	пен	N	
ピン	pin	ピン	pin	N	
ピン	закріпити	ピン	закріпити	N	V;PFV;NFIN
ピン	пен	ピン	пен	N	
上田	уеда	上田	уеда	PROPN	
セイ	say	セイ	say	PROPN	
セイ	скажуть	セイ	сказати	PROPN	V;PFV;IND;PL;3;FUT;FIN
セイ	кажу	セイ	казати	PROPN	V;IPFV;IND;SG;1;PRS;FIN
セイ	сказати	セイ	сказати	PROPN	V;PFV;NFIN
セイ	кажеш	セイ	казати	PROPN	V;IPFV;IND;SG;2;PRS;FIN
投資	інвестувати	投資	інвестувати	N	V;IPFV;NFIN
ミステリー	mystery	ミステリー	mystery	N	
小川	брук	小川	брук	PROPN	
経過	прогрес	経過	прогрес	V	N;INAN;NOM;MASC;SG
経過	поступ	経過	поступ	V	N;INAN;NOM;MASC;SG
後藤	летіти	後藤	летіти	PROPN	V;IPFV;NFIN
後藤	перейти	後藤	перейти	PROPN	V;PFV;NFIN
疑問	запитання	疑問	запитання	ADJ	N;INAN;NOM;NEUT;SG
疑問	питання	疑問	питання	ADJ	N;INAN;NOM;NEUT;SG
ゲート	gate	ゲート	gate	N	
恋人	кохана	恋人	кохан	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
恋人	коханих	恋人	коханий	N	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
恋人	закоханих	恋人	закохані	N	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
ノース	північна	ノース	північний	PROPN	ADJ;NOM;FEM;SG
ノース	норт	ノース	норт	PROPN	PROPN;INAN;NOM;MASC;SG
ノース	північний	ノース	північний	PROPN	ADJ;NOM;MASC;SG
ノース	північ	ノース	північ	PROPN	N;INAN;NOM;FEM;SG
ロング	довгий	ロング	довгий	N	ADJ;NOM;MASC;SG
ロング	хай	ロング	хай	N	PART
ロング	лонг	ロング	лонг	N	
ロング	long	ロング	long	N	
ロング	довга	ロング	довга	N	ADJ;NOM;FEM;SG
ロング	довгі	ロング	довгий	N	ADJ;NOM;PL
ナショナル	національна	ナショナル	національний	PROPN	ADJ;NOM;FEM;SG
ナショナル	націонал	ナショナル	націонал	PROPN	
ナショナル	національне	ナショナル	національний	PROPN	ADJ;NOM;NEUT;SG
ナショナル	національний	ナショナル	національний	PROPN	ADJ;NOM;MASC;SG
ナショナル	національні	ナショナル	національний	PROPN	ADJ;NOM;PL
それら	ті	それら	той	PRO	DET;NOM;PL
それら	тих	それら	той	PRO	DET;GEN;PL
それら	тими	それら	той	PRO	DET;INS;PL
日立	hitachi	日立	hitachi	PROPN	
水曜	середа	水曜	середа	N	PROPN;INAN;NOM;MASC;SG
育成	надійна	育成	надійний	V	ADJ;NOM;FEM;SG
テキサス	техас	テキサス	техас	PROPN	PROPN;INAN;NOM;MASC;SG
中川	накаґава	中川	накаґавий	PROPN	PROPN;INAN;NOM;MASC;SG
消費	споживання	消費	споживання	V	N;INAN;NOM;NEUT;SG
不可能	неможливо	不可能	неможливо	ADJ	ADV
ジャズ	jazz	ジャズ	jazz	N	
抵抗	опору	抵抗	опорий	V	N;INAN;NOM;MASC;SG
抵抗	опір	抵抗	опір	V	N;INAN;NOM;MASC;SG
リチャード	річард	リチャード	річард	PROPN	PROPN;ANIM;NOM;MASC;SG
日産	datsun	日産	datsun	PROPN	
日産	nissan	日産	nissan	PROPN	
カット	різати	カット	різати	N	V;IPFV;NFIN
カット	вирізати	カット	вирізати	N	V;IPFV;NFIN
離脱	зняття	離脱	зняття	V	N;INAN;NOM;NEUT;SG
メタル	металевий	メタル	металевий	N	ADJ;NOM;MASC;SG
プラス	плюс	プラス	плюс	N	
プラス	plus	プラス	plus	N	
岡崎	окадзакі	岡崎	окадзака	PROPN	N;INAN;NOM;MASC;SG
相互	взаємного	相互	взаємний	N	ADJ;GEN;MASC;SG
相互	спільний	相互	спільний	N	ADJ;NOM;MASC;SG
相互	взаємно	相互	взаємно	N	ADV
白い	вайт	白い	вайт	ADJ	PROPN;ANIM;NOM;MASC;SG
リック	рік	リック	рік	PROPN	N;INAN;NOM;MASC;SG
ジム	джим	ジム	джим	N	PROPN;ANIM;NOM;MASC;SG
オンライン	онлайн	オンライン	онлайн	N	
オンライン	online	オンライン	online	N	
脱退	зняття	脱退	зняття	V	N;INAN;NOM;NEUT;SG
三浦	міура	三浦	міура	PROPN	PROPN;ANIM;NOM;MASC;SG
記号	підписати	記号	підписати	N	V;PFV;NFIN
変換	трансформація	変換	трансформація	V	N;INAN;NOM;FEM;SG
変換	перетворення	変換	перетворення	V	N;INAN;NOM;NEUT;SG
変換	перетворення	変換	перетворення	V	N;INAN;NOM;NEUT;SG
変換	перетворення	変換	перетворення	V	N;INAN;NOM;NEUT;SG
変換	перетворення	変換	перетворення	V	N;INAN;NOM;NEUT;SG
変換	конверсія	変換	конверсія	V	N;INAN;NOM;FEM;SG
過程	обробити	過程	обробити	N	V;PFV;NFIN
オーバー	закінчилося	オーバー	закінчитися		V;PFV;NEUT;IND;SG;PST;FIN
オーバー	над	オーバー	над		ADP;ACC
オーバー	закінчено	オーバー	закінчити		V;PFV;IND;0;FIN
オーバー	закінчилась	オーバー	закінчитися		V;PFV;FEM;IND;SG;PST;FIN
オーバー	пальто	オーバー	пальто		N;INAN;NOM;NEUT;SG
襲撃	агресію	襲撃	агресія	V	N;INAN;ACC;FEM;SG
ヘッド	head	ヘッド	head	N	
マリ	марі	マリ	марий	PROPN	PROPN;ANIM;NOM;FEM;SG
マリ	малий	マリ	малий	PROPN	ADJ;NOM;MASC;SG
マリ	малі	マリ	малий	PROPN	ADJ;NOM;PL
単に	просто	単に	просто	ADV	PART
ジン	цзінь	ジン	цзінь	PROPN	PROPN;INAN;NOM;MASC;SG
ジン	джин	ジン	джин	PROPN	PROPN;ANIM;NOM;MASC;SG
ジン	наливайка	ジン	наливайка	PROPN	N;ANIM;NOM;MASC;SG
小田	ода	小田	ода	PROPN	
ダブル	дабл	ダブル	дабл	N	
ダブル	двічі	ダブル	двічі	N	ADV
ダブル	подвійна	ダブル	подвійний	N	ADJ;NOM;FEM;SG
ダブル	подвійний	ダブル	подвійний	N	ADJ;NOM;MASC;SG
ダブル	подвійне	ダブル	подвійний	N	ADJ;NOM;NEUT;SG
交響曲	симфонічний	交響曲	симфонічний	N	ADJ;NOM;MASC;SG
交響曲	symphonies	交響曲	symphonies	N	
入力	вхідний	入力	вхідний	V	ADJ;NOM;MASC;SG
入力	вхідні	入力	вхідний	V	ADJ;NOM;PL
入力	ввід	入力	ввід	V	N;INAN;NOM;MASC;SG
入力	вхідні	入力	вхідний	V	ADJ;NOM;PL
公表	оголошення	公表	оголошення	V	N;INAN;NOM;NEUT;SG
公表	анонс	公表	анонс	V	N;INAN;NOM;MASC;SG
公表	публікацію	公表	публікація	V	N;INAN;ACC;FEM;SG
公表	публікація	公表	публікація	V	N;INAN;NOM;FEM;SG
大島	осіма	大島	осом	PROPN	
任意	волонтерська	任意	волонтерський	N	ADJ;NOM;FEM;SG
任意	добровільно	任意	добровільно	N	ADV
任意	добровільна	任意	добровільний	N	ADJ;NOM;FEM;SG
任意	довільний	任意	довільний	N	ADJ;NOM;MASC;SG
任意	довільну	任意	довільний	N	ADJ;ACC;FEM;SG
黄金	золотий	黄金	золотий	N	ADJ;NOM;MASC;SG
黄金	голден	黄金	голден	N	
黄金	золоті	黄金	золотий	N	ADJ;NOM;PL
黄金	золоте	黄金	золотий	N	ADJ;NOM;NEUT;SG
