theridion	theridion	theridion	theridion	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
resterande	pozostały	resterande	pozostać	ADJ;NOM;PRS;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
resterande	pozostała	resterande	pozostać	ADJ;NOM;PRS;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
resterande	pozostałość	resterande	pozostałość	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
turin	turynie	turin	turyn	PROPN;NOM	PROPN;NOM;MASC;SG
geer	geer	ge	geer	PROPN;NOM	
forel	forel	forel	forel	ADJ;NOM;INDF;MASC+FEM;SG	
petersson	petersson	petersson	petersson	PROPN;NOM	
förbindelser	znajomości	förbindelse	znajomość	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
förbindelser	powiązania	förbindelse	powiązanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
förbindelser	relacji	förbindelse	relacja	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
förbindelser	stosunków	förbindelse	stosunki	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
dialekter	dialektów	dialekt	dialekt	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
vinden	wiatru	vind	wiatr	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
vinden	wiatry	vind	wiatr	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
vinden	wietrze	vind	wiatr	N;NOM;DEF;MASC+FEM;SG	N;INS;MASC;SG
bekräftade	potwierdzona	bekräftad	potwierdzić	V;PST;V.PTCP;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
bekräftade	potwierdzam	bekräftad	potwierdzać	V;PST;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
bekräftade	potwierdzone	bekräftad	potwierdzić	V;PST;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
invasion	inwazji	invasion	inwazja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
placera	umieszczenie	placera	umieszczenie	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
placera	umieszczanie	placera	umieśczanin	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
placera	miejsce	placera	miejsce	V;IMP;FIN;ACT	N;NOM;NEUT;SG
bearbetning	przetwarzania	bearbetning	przetwarzać	N;NOM;INDF;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
bearbetning	obróbka	bearbetning	obróbka	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
bearbetning	obróbka	bearbetning	obróbka	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM	N;NOM;MASC;SG
amy	amy	amy	amy	PROPN;NOM	PROPN;NOM;FEM;SG
globala	globalny	global	globalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
globala	global	global	global	ADJ;NOM;PL	
globala	globalna	global	globalny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
globala	globalnego	global	globalny	ADJ;NOM;PL	ADJ;ACC;MASC;SG
globala	globalne	global	globalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
roth	roth	roth	róth	PROPN;NOM	PROPN;NOM;MASC;SG
bosatta	rezydenta	bosatt	rezydent	ADJ;NOM;PL;PST;V.PTCP	N;ACC;MASC;SG
bosatta	mieszkaniec	bosatt	mieszkaniec	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG
bosatta	rezydentów	bosatt	rezydent	ADJ;NOM;PL;PST;V.PTCP	N;ACC;MASC;PL
bosatta	mieszkańców	bosatt	mieszkaniec	ADJ;NOM;PL;PST;V.PTCP	N;ACC;MASC;PL
bosatta	mieszkańcy	bosatt	mieszkaniec	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;PL
pov	pov	pov	pov	N;NOM;INDF;MASC+FEM;SG	
ferruginea	ferruginea	ferruginea	ferrugin	N;NOM;INDF;MASC+FEM;SG	
igor	igor	igo	igor	PROPN;NOM	PROPN;NOM;MASC;SG
fiol	skrzypce	fiol	skrzypce	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
hundratals	setki	hundratals	setka	N;NOM;INDF;NEUT;PL	
div	div	div	div	N;NOM;INDF;MASC+FEM;SG	
gebel	gebel	gebel	gebel	N;NOM;INDF;NEUT;SG	
begränsat	limited	begränsad	limited	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
skickar	wysyłanie	skicka	wysyłać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
skickar	wysłanie	skicka	wysłać	V;IND;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dsc	dsc	dsc	dsc	PROPN;NOM	
frukt	owoce	frukt	owoc	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
frukt	owoców	frukt	owóc	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
frukt	owoce	frukt	owoc	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
frukt	owoców	frukt	owóc	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
lejon	lwa	lejon	lwa	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
lejon	lwy	lejon	lew	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
lejon	lwów	lejon	lwów	N;NOM;INDF;NEUT;SG	
andrews	andrews	andrews	andrews	PROPN;NOM	PROPN;NOM;MASC;SG
glad	szczęśliwi	glad	szczęśliwy	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
glad	wszystkiego	glad	wszystko	ADJ;NOM;INDF;MASC+FEM;SG	PRO;GEN;NEUT;SG
ryttare	jeźdźców	rytt	jeździec	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
ryttare	jeźdźcem	rytt	jeździć	N;NOM;INDF;MASC+FEM;PL	N;INS;MASC;SG
ryttare	jeździec	rytt	jeździec	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ryttare	motocyklista	rytt	motocyklista	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ryttare	rider	rytt	rider	N;NOM;INDF;MASC+FEM;PL	
ryttare	jeździec	rytt	jeździec	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
bio	bio	bio	bio	N;NOM;INDF;MASC+FEM;SG	
bio	kina	bio	kino	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
expansion	rozbudowa	expansion	rozbudowy	N;NOM;INDF;MASC+FEM;SG	
expansion	ekspansji	expansion	ekspansja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
most	najczęściej	most	często	N;NOM;INDF;MASC+FEM;SG	ADV;RL
most	większości	most	większość	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
most	najbardziej	most	bardzo	N;NOM;INDF;MASC+FEM;SG	ADV;RL
natural	naturalne	natural	naturalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
natural	naturalny	natural	naturalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
natural	naturalnych	natural	naturalny	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
natural	naturalna	natural	naturalny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
syndrom	syndrom	syndrom	syndrom	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
sträckning	stretch	sträckning	stret	N;NOM;INDF;MASC+FEM;SG	
chi	chi	chi	chito	N;NOM;INDF;NEUT;SG	
court	dwór	court	dwór	PROPN;NOM	N;NOM;MASC;SG
court	sądu	court	sąd	PROPN;NOM	N;GEN;MASC;SG
court	sąd	court	sąd	PROPN;NOM	N;NOM;MASC;SG
court	court	court	court	PROPN;NOM	
court	trybunał	court	trybunał	PROPN;NOM	N;ACC;MASC;SG
svalbard	svalbard	svalbard	svalbard	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
utsikt	poglądy	utsikt	pogląd	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
utsikt	wyświetlenia	utsikt	wyświetlić	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;SG
utsikt	widoki	utsikt	widok	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
utsikt	zobacz	utsikt	zobaczyć	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
älskade	kochał	älskad	kochać	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
älskade	kochany	älskad	kochany	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
älskade	cenne	älskad	cenny	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
älskade	cenna	älskad	cenna	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
älskade	skarb	älskad	skarb	ADJ;NOM;PL;PST;V.PTCP	N;ACC;MASC;SG
älskade	cenny	älskad	cenny	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
älskade	ukochana	älskad	ukochać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
älskade	ukochany	älskad	ukochany	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
älskade	kochany	älskad	kochany	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
office	biuro	office	biuro	N;NOM;INDF;MASC+FEM;SG	
office	biurowe	office	biurowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
sköt	zastrzelony	sköta	zastrzelić	V;IMP;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sköt	postrzelony	sköta	postrzelić	V;IMP;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sköt	ujęcie	sköta	ująć	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sköt	strzał	sköta	strzał	V;IMP;FIN;ACT	N;NOM;MASC;SG
given	zważywszy	given	zważyć	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;PST;V.CVB;ACT
churchill	churchill	churchill	churchill	PROPN;NOM	PROPN;NOM;MASC;SG
nås	osiągnięta	nå	osiągnąć	V;IND;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nås	osiągnięte	nå	osiągnąć	V;IND;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nås	osiągnął	nå	osiągnąć	V;IND;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
nås	osiągnięto	nå	osiągnąć	V;IND;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
nås	osiągnięty	nå	osiągnięty	V;IND;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pund	funty	pund	funt	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
pund	funta	pund	funt	N;NOM;INDF;NEUT;SG	
pund	kilogramy	pund	kilogram	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
pund	funty	pund	funt	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
pund	funtów	pund	funt	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
savoie	savoie	savoie	sava	N;NOM;INDF;MASC+FEM;SG	
milton	milton	milton	milton	PROPN;NOM	PROPN;NOM;MASC;SG
epirus	epiru	epirus	epir	PROPN;NOM	PROPN;GEN;MASC;SG
holmgren	holmgren	holmgren	holmgren	PROPN;NOM	
svagt	słabo	svag	słabo	ADJ;NOM;INDF;NEUT;SG	ADV
svagt	słabo	svag	słabo	ADJ;NOM;INDF;NEUT;SG	ADV
blodet	krwi	blod	krew	N;NOM;DEF;NEUT;SG	
blodet	blood	blod	blood	N;NOM;DEF;NEUT;SG	
bud	oferty	bud	oferta	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
bud	bud	bud	bud	N;NOM;INDF;NEUT;SG	
parviflora	drobnokwiatowa	parviflora	drobnokwiatowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
lagstiftande	legislacyjnych	lagstiftande	legislacyjny	ADJ;NOM;PRS;V.PTCP	ADJ;GEN;MASC;PL
viejo	viejo	viejo	viejo	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
imperiet	imperium	imperi	imperium	N;NOM;DEF;NEUT;SG	
imperiet	empire	imperi	empir	N;NOM;DEF;NEUT;SG	
anläggningar	instalacji	anläggning	instalacja	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
anläggningar	gospodarstwa	anläggning	gospodarstwo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
anläggningar	gospodarstw	anläggning	gospodarstwo	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
anläggningar	zakładów	anläggning	zakład	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
arrangerade	ułożone	arrangera	ułożyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ingmar	ingmar	ingmar	ingmar	PROPN;NOM	PROPN;NOM;MASC;SG
xvi	xvi	xvi	xvi	PROPN;NOM	
diplomatiska	dyplomatycznych	diplomatisk	dyplomatyczny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
diplomatiska	dyplomatyczne	diplomatisk	dyplomatyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
diplomatiska	dyplomatyczny	diplomatisk	dyplomatyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
diplomatiska	dyplomatycznej	diplomatisk	dyplomatyczny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
invasionen	inwazji	invasion	inwazja	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
förbud	ban	förbud	ban	N;NOM;INDF;NEUT;SG	
förbud	zablokuj	förbud	zablokować	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
förbud	zakazu	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
förbud	zakazów	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
förbud	zakazy	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
förbud	zakazy	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
förbud	zakazu	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
förbud	zakazy	förbud	zakaz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM	PROPN;NOM;MASC;SG
inuti	wewnątrz	inuti	wewnątrz	N;NOM;INDF;MASC+FEM;SG	
ica	ica	ica	icać	N;NOM;INDF;NEUT;SG	
läger	obozu	läga	obóz	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
läger	camp	läga	campa	N;NOM;INDF;MASC+FEM;PL	
läger	obóz	läga	obóz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
läger	obozach	läga	obóz	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
krona	głowy	krona	głowa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
krona	glowy	krona	glowa	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;FIN;ACT
krona	głowice	krona	głowica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
krona	koronę	krona	korona	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
krona	crown	krona	crowny	N;NOM;INDF;MASC+FEM;SG	
krona	korony	krona	korona	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
delaware	delaware	delaware	delawar	N;NOM;INDF;MASC+FEM;SG	
dall	dall	dall	dalek	N;NOM;INDF;MASC+FEM;SG	
erkännande	atrybucji	erkännande	atrybucja	N;NOM;INDF;NEUT;SG	
inträffar	wystąpi	inträffa	wystąpić	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
sjuk	chory	sjuk	chory	ADJ;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sjuk	chore	sjuk	chory	ADJ;NOM;INDF;MASC+FEM;SG	
sjuk	chory	sjuk	chory	ADJ;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sjuk	chorzy	sjuk	chorzyć	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
hämta	pobieranie	hämta	pobieranie	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
träning	treningi	träning	trening	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
träning	fitness	träning	fitness	N;NOM;INDF;MASC+FEM;SG	
träning	treningów	träning	trening	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
träning	treningi	träning	trening	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
regn	rain	regn	raina	N;NOM;INDF;NEUT;SG	
uri	uri	uri	uria	N;NOM;INDF;MASC+FEM;SG	
utvecklar	rozwijanie	utveckla	rozwijać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
duke	duke	duke	duky	PROPN;NOM	
duke	książę	duke	książę	PROPN;NOM	N;NOM;MASC;SG
rupert	rupert	rupert	rupert	PROPN;NOM	N;NOM;MASC;SG
liège	liège	liège	liógać	PROPN;NOM	
prov	przykładowe	prov	przykładowy	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
prov	próbki	prov	próbki	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
prov	próbek	prov	próbek	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL
prov	próbki	prov	próbki	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
queens	królowe	Pueens	królowy	PROPN;NOM	N;NOM;MASC;PL
queens	queens	Pueens	queens	PROPN;NOM	
hörn	rogi	hörn	róg	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
hörn	rogach	hörn	róg	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
hörn	rogu	hörn	róg	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
elymus	perz	elymus	perz	V;IMP;FIN;ACT	N;NOM;MASC;SG
hanar	samców	hane	samc	N;NOM;INDF;MASC+FEM;PL	
hanar	mężczyzn	hane	mężczyzna	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
hanar	samce	hane	samka	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ansiktet	face	ansikt	faka	N;NOM;DEF;NEUT;SG	
degerfors	degerfors	degerfor	degerfors	PROPN;NOM	
rey	rey	rey	rey	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
money	pieniądze	money	pieniądz	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
money	kasy	money	kasa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
money	money	money	money	N;NOM;INDF;MASC+FEM;SG	
huang	huang	huang	huang	PROPN;NOM	
nordic	nordic	nordic	nordica	PROPN;NOM	
hautes	hautes	haute	hautes	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
hoppa	skok	hoppa	skok	V;IMP;FIN;ACT	N;NOM;MASC;SG
pressen	prasie	press	prasa	N;NOM;DEF;MASC+FEM;SG	N;DAT;FEM;SG
pressen	naciśnij	press	naciśnąć	N;NOM;DEF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
pressen	prasy	press	prasa	N;NOM;DEF;MASC+FEM;SG	
öppnas	otwiera	öppna	otwierać	V;NFIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
rak	prosto	rak	prosto	ADJ;NOM;INDF;MASC+FEM;SG	
regina	regina	regin	regina	PROPN;NOM	N;NOM;FEM;SG
tomentosa	omszona	tomentos	omszony	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
player	player	play	player	N;NOM;INDF;MASC+FEM;PL	
player	gracz	play	gracz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
player	zawodnik	play	zawodnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
player	gracza	play	gracza	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
player	odtwarzacz	play	odtwarzacz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
förvärvade	pozyskane	förvärva	pozyskać	V;NOM;PL;PST;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
förvärvade	zdobyte	förvärva	zdobyć	V;NOM;PL;PST;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
förvärvade	nabyte	förvärva	nabyć	V;NOM;PL;PST;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uppstå	powstań	uppstå	powstanie	V;IMP;FIN;ACT	N;GEN;NEUT;PL
alpha	alpha	alpha	alpha	PROPN;NOM	
alpha	alfa	alpha	alfa	PROPN;NOM	
decennier	dekady	decennium	dekada	N;NOM;INDF;NEUT;PL	
decennier	dziesięciolecia	decennium	dziesięciolecie	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
decennier	dekad	decennium	dekad	N;NOM;INDF;NEUT;PL	
sheffield	sheffield	sheffield	sheffield	PROPN;NOM	PROPN;NOM;MASC;SG
observera	uwaga	observera	uwaga	V;IMP;FIN;ACT	
observera	notatka	observera	notatka	V;IMP;FIN;ACT	N;NOM;FEM;SG
observera	obserwuję	observera	obserwować	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
observera	obserwuje	observera	obserwować	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
observera	obserwowanie	observera	obserwować	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
läkaren	doktorze	läkare	doktor	N;NOM;DEF;MASC+FEM;SG	
machine	machine	machine	machina	N;NOM;INDF;NEUT;SG	
machine	maszyny	machine	maszyna	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
temple	świątynie	temple	świątynia	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
temple	świątyni	temple	świątynia	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
chubut	chubut	chubut	chubut	N;NOM;DEF;MASC+FEM;SG	
californica	californica	californic	californica	N;NOM;INDF;MASC+FEM;SG	
förvaras	sklepie	förvara	sklep	V;IND;PRS;FIN;PASS	N;DAT;MASC;SG
förvaras	sklep	förvara	sklep	V;IND;PRS;FIN;PASS	N;NOM;MASC;SG
förvaras	store	förvara	stór	V;IND;PRS;FIN;PASS	
recension	przeglądu	recension	przegląd	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
recension	przegląd	recension	przegląd	N;NOM;INDF;MASC+FEM;SG	
kritiska	krytyczne	kritisk	krytyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
kritiska	krytyczna	kritisk	krytyczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kritiska	krytyczny	kritisk	krytyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
kritiska	krytycznych	kritisk	krytyczny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
neville	neville	neville	neville	PROPN;NOM	N;NOM;MASC;SG
betty	betty	betty	betty	PROPN;NOM	V;IPFV;IND;SG;1;PRS;FIN;ACT
emilia	emilia	emili	emilia	PROPN;NOM	PROPN;NOM;FEM;SG
patent	patentu	patent	patent	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
patent	patenty	patent	patent	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
patent	patenty	patent	patent	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
alonso	alonso	alonso	alonso	PROPN;NOM	N;NOM;MASC;SG
öga	eye	öga	e	N;NOM;INDF;NEUT;SG	
birgit	birgit	bir	birgit	PROPN;NOM	PROPN;NOM;FEM;SG
ramen	rama	ram	rama	N;NOM;DEF;MASC+FEM;SG	
ramen	ramy	ram	ramy	N;NOM;DEF;MASC+FEM;SG	N;ACC;NEUT;PL
maskin	machine	maskin	machina	N;NOM;INDF;MASC+FEM;SG	
maskin	maszyny	maskin	maszyna	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
maskin	inżynierii	maskin	inżynieria	N;NOM;INDF;MASC+FEM;SG	
clair	clair	clair	claira	N;NOM;INDF;MASC+FEM;SG	
superettan	superettan	superettan	superettan	N;NOM;DEF;MASC+FEM;SG	
barra	barra	barra	barra	N;NOM;INDF;MASC+FEM;SG	
cristóbal	cristóbal	cristóbal	cristóbal	PROPN;NOM	N;NOM;MASC;SG
frön	ziarna	frö	ziarny	N;NOM;INDF;NEUT;PL	
frön	nasion	frö	nasiono	N;NOM;INDF;NEUT;PL	
humor	humoru	huma	humor	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
humor	humoru	huma	humor	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
blackburn	blackburn	blackburn	blackburny	PROPN;NOM	PROPN;NOM;MASC;SG
dagarna	dni	dag	dzień	N;NOM;DEF;MASC+FEM;PL	N;ACC;MASC;PL
dagarna	days	dag	days	N;NOM;DEF;MASC+FEM;PL	
schmid	schmid	schmid	schmid	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rhode	rhode	rhode	rhodzić	PROPN;NOM	
dale	dale	dal	dal	PROPN;NOM	
stipa	ostnica	stipa	ostnica	N;NOM;INDF;MASC+FEM;SG	
anti	anty	anti	ant	V;IMP;FIN;ACT	
schneider	schneider	schneider	schneider	N;NOM;INDF;MASC+FEM;PL	
distans	odległość	distans	odległość	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
distans	odległości	distans	odległość	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
discovery	discovery	discovery	discover	N;NOM;INDF;MASC+FEM;SG	
jungfru	panny	jungfru	panna	N;NOM;INDF;MASC+FEM;SG	
jungfru	dziewicze	jungfru	dziewicz	N;NOM;INDF;MASC+FEM;SG	
jungfru	maiden	jungfru	maiden	N;NOM;INDF;MASC+FEM;SG	
jungfru	panieńskie	jungfru	panieński	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
jungfru	służąca	jungfru	służącać	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
sussex	sussex	sussex	sussex	PROPN;NOM	N;NOM;MASC;SG
arrow	strzałka	arrow	strzałek	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
arrow	strzały	arrow	strzał	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
arrow	arrow	arrow	arrow	N;NOM;INDF;MASC+FEM;SG	
arrow	strzała	arrow	strzał	N;NOM;INDF;MASC+FEM;SG	
atlantic	atlantyku	atlantic	atlantyk	PROPN;NOM	N;GEN;MASC;SG
