من	ποιος	مِن	ποιος	ADP	DET;NOM;DEF;MASC;SG
الطب	φάρμακα	طِبّ	φάρμακο	N;NOM;DEF;SG	N;NOM;NEUT;PL
تحديد	προσδιορίζει	تَحدِيد	προσδιορίζω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تحديد	επιλέξτε	تَحدِيد	επιλέγω	N;NOM;INDF;SG	V;PFV;IND;PL;2;FIN;ACT
بعدها	τότε	بعدها	τότε	PRO;NOM;MASC;SG;3	ADV
بعدها	μετά	بعدها	μετά	PRO;NOM;MASC;SG;3	ADV
مطار	αερολιμένας	مَطَار	αερολιμένος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
نقطة	βούλα	نُقطَة	βούλα	N;NOM;INDF;SG	PROPN;NOM;FEM;SG
نقطة	πόντος	نُقطَة	πόντος	N;NOM;INDF;SG	PROPN;NOM;MASC;SG
السلطة	αρχη	سُلطَة	αρχη	N;NOM;DEF;SG	N;ACC;FEM;SG
السلطة	power	سُلطَة	power	N;NOM;DEF;SG	
السلطة	δύναμη	سُلطَة	δύναμη	N;NOM;DEF;SG	N;ACC;FEM;SG
حدث	εκδήλωση	حَدَث	εκδήλωση	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
حدث	αγώνισμα	حَدَث	αγώνισμα	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
حدث	γεγονός	حَدَث	γεγονός	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
حدث	συμβάν	حَدَث	συμβάν	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
التصنيف	βαθμολογία	تَصنِيف	βαθμολογία	N;NOM;DEF;SG	N;ACC;FEM;SG
التصنيف	ταξινόμηση	تَصنِيف	ταξινόμηση	N;NOM;DEF;SG	N;ACC;FEM;SG
التصنيف	κατάταξη	تَصنِيف	κατάταξη	N;NOM;DEF;SG	N;ACC;FEM;SG
التصنيف	αξιολογήσεις	تَصنِيف	αξιολόγηση	N;NOM;DEF;SG	N;NOM;FEM;PL
الخاص	ιδιωτικά	خَاصّ	ιδιωτικός	ADJ;NOM;DEF;MASC;SG	ADV
الخاص	special	خَاصّ	special	ADJ;NOM;DEF;MASC;SG	
الخاص	σπέσιαλ	خَاصّ	σπέσιαλ	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
باشا	πάσα	باشا	πάσα		N;ACC;FEM;SG
باشا	πασά	باشا	πασάς		N;ACC;MASC;SG
اتحاد	ομοσπονδίας	اِتِّحَاد	ομοσπονδία	N;NOM;INDF;SG	N;GEN;FEM;SG
عشرة	ten	عَشَرَة	ten	NUM;MASC	
العلاقات	σχέση	عَلَاقَة	σχέση	N;NOM;DEF;PL	N;ACC;FEM;SG
العلاقات	σχεση	عَلَاقَة	σχεση	N;NOM;DEF;PL	N;ACC;FEM;SG
ممثلون	ηθοποιούς	مُمَثِّل	ηθοποιός	N;NOM;INDF;PL	N;ACC;MASC;PL
سليمان	σόλομον	سليمان	σόλομον		N;NOM;MASC;SG
سليمان	σολομώντα	سليمان	σολομώ		N;GEN;FEM;PL
سليمان	σουλεϊμάν	سليمان	σουλεϊμάν		N;NOM;MASC;SG
النساء	γυναίκες	نِسَاء	γυναίκα	N;NOM;DEF;SG	N;NOM;FEM;PL
النساء	γυναικες	نِسَاء	γυναίκα	N;NOM;DEF;SG	N;NOM;FEM;PL
الشعر	τρίχες	شَعر	τρίχος	N;NOM;DEF;SG	N;NOM;FEM;PL
الشعر	μαλλιά	شَعر	μαλλιά	N;NOM;DEF;SG	N;NOM;NEUT;PL
قائد	leader	قَائِد	leader	N;NOM;INDF;SG	
قائد	διοικητή	قَائِد	διοικητής	N;NOM;INDF;SG	N;ACC;MASC;SG
وهم	οφθαλμαπάτη	وَهم	οφθαλμαπάτης		N;NOM;FEM;SG
وهم	ψευδαίσθηση	وَهم	ψευδαίσθηση		N;ACC;FEM;SG
وهم	αυταπάτη	وَهم	αυταπάτης		N;NOM;FEM;SG
الحرارة	θερμότητας	حَرَارَة	θερμότητα	N;NOM;DEF;SG	N;GEN;FEM;SG
مستخدم	χρησιμοποιήθηκε	مُستَخدَم	χρησιμοποιώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
مستخدم	χρησιμοποιείται	مُستَخدَم	χρησιμοποιώ	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
مستخدم	χρησιμοποιούνται	مُستَخدَم	χρησιμοποιώ	N;NOM;INDF;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
مستخدم	χρησιμοποιούμενα	مُستَخدَم	χρησιμοποιούμενος	N;NOM;INDF;SG	ADV
مستخدم	χρησιμοποιούμενες	مُستَخدَم	χρησιμοποιούμενος	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
مستخدم	χρήστη	مُستَخدَم	χρήστης	N;NOM;INDF;SG	N;ACC;NEUT;SG
عالية	high	عَالِي	high	ADJ;NOM;INDF;FEM;SG	
عالية	ψηλά	عَالِي	ψηλώ	ADJ;NOM;INDF;FEM;SG	ADV
المرحلة	φάση	مَرحَلَة	φάση	N;NOM;DEF;SG	N;ACC;FEM;SG
نطاق	έκταση	نِطَاق	έκταση	N;NOM;INDF;SG	N;ACC;FEM;SG
نطاق	εύρος	نِطَاق	εύρος	N;NOM;INDF;SG	N;ACC;NEUT;SG
نطاق	εμβέλεια	نِطَاق	εμβέλεια	N;NOM;INDF;SG	N;ACC;FEM;SG
نطاق	απόσταση	نِطَاق	απόσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
تحقيق	διερεύνηση	تَحقِيق	διερεύνηση	N;NOM;INDF;SG	N;ACC;FEM;SG
يعني	έννοια	عَنَى	έννοια	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
يعني	νόημα	عَنَى	νόημα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
ويكي	wiki	ويكي	wiki		
السادس	έκτη	سَادِس	έκτος	ADJ;NOM;DEF;MASC;SG	NUM;NOM;FEM;SG
السادس	έκτος	سَادِس	έκτος	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
السادس	έκτο	سَادِس	έκτος	ADJ;NOM;DEF;MASC;SG	NUM;NOM;NEUT;SG
طويلة	ψηλοί	طَوِيل	ψηλός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
طويلة	μακρύ	طَوِيل	μακρύς	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
طويلة	λονγκ	طَوِيل	λονγκ	ADJ;NOM;INDF;FEM;SG	
طويلة	long	طَوِيل	long	ADJ;NOM;INDF;FEM;SG	
جورج	γεώργιος	جُورج	γεώργιος		PROPN;NOM;MASC;SG
جورج	τζωρτζ	جُورج	τζωρτζ		PROPN;NOM;MASC;SG
جورج	τζορτζ	جُورج	τζορτζ		
جورج	γιώργος	جُورج	γιώργος		N;NOM;MASC;SG
جورج	george	جُورج	george		
البيانات	δεδομένων	بَيَان	δεδομένο	N;NOM;DEF;PL	N;GEN;NEUT;PL
البيانات	data	بَيَان	data	N;NOM;DEF;PL	
العشرين	εικοστή	عِشرُون	εικοστής	NUM;NOM;DEF	NUM;ACC;FEM;SG
العشرين	twentieth	عِشرُون	twentieth	NUM;NOM;DEF	
بيروت	βηρυτό	بَيرُوت	βηρυτός	N;NOM;INDF;SG	PROPN;NOM;MASC;SG
عامة	δημόσιες	عَامّ	δημόσιος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
عامة	στρατηγός	عَامّ	στρατηγός	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
عامة	γενικές	عَامّ	γενικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
عامة	γενικά	عَامّ	γενικά	ADJ;NOM;INDF;FEM;SG	ADV
الحدود	σύνορο	حَدّ	σύνορο	N;NOM;DEF;PL	N;NOM;NEUT;SG
الحدود	σύνορο	حَدّ	σύνορο	N;NOM;DEF;PL	N;NOM;NEUT;SG
مباشرة	ίσια	مُبَاشَرَة	ίσιος	N;NOM;INDF;SG	ADV
مباشرة	κατευθείαν	مُبَاشَرَة	κατεύθεια	N;NOM;INDF;SG	ADV
مباشرة	άμεσο	مُبَاشَرَة	άμεσος	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
مباشرة	απευθείας	مُبَاشَرَة	απευθείας	N;NOM;INDF;SG	ADV
مباشرة	direct	مُبَاشَرَة	direct	N;NOM;INDF;SG	
مباشرة	άμεση	مُبَاشَرَة	άμεσος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
مباشرة	άμεσος	مُبَاشَرَة	άμεσος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
مباشرة	άμεσα	مُبَاشَرَة	άμεσα	N;NOM;INDF;SG	ADV
مباشرة	απευθείας	مُبَاشَرَة	απευθείας	N;NOM;INDF;SG	ADV
متعددة	πολλαπλές	مُتَعَدِّد	πολλαπλά	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
متعددة	πολλαπλά	مُتَعَدِّد	πολλαπλά	ADJ;NOM;INDF;FEM;SG	ADV
وفاة	θάνατο	وَفَاة	θάνατος	N;NOM;INDF;SG	N;ACC;MASC;SG
مصطفى	μουσταφά	مصطفى	μουσταφά		N;NOM;MASC;SG
المادة	υλικά	مَادَّة	υλικά	N;NOM;DEF;SG	N;NOM;NEUT;PL
هولندا	ολλανδία	هولندا	ολλανδία		PROPN;ACC;FEM;SG
هولندا	χόλαντ	هولندا	χόλαντ		
هولندا	holland	هولندا	holland		
كندا	καναδάς	كَنَدَا	καναδάς		PROPN;NOM;FEM;SG
كندا	καναδά	كَنَدَا	καναδός		PROPN;NOM;MASC;SG
طالع	ωροσκόπιο	طَالِع	ωροσκόπιο		N;NOM;NEUT;SG
بنت	κοπέλα	بَنَى	κοπέλα	V;PFV;FEM;SG;3;ACT	N;NOM;FEM;SG
بنت	κορίτσι	بَنَى	κορίτσι	V;PFV;FEM;SG;3;ACT	N;NOM;NEUT;SG
بنت	θυγατέρα	بَنَى	θυγατέρα	V;PFV;FEM;SG;3;ACT	N;NOM;FEM;SG
بنت	κόρη	بَنَى	κόρη	V;PFV;FEM;SG;3;ACT	N;NOM;FEM;SG
بنت	κορη	بَنَى	κορη	V;PFV;FEM;SG;3;ACT	N;ACC;FEM;SG
قصر	ανάκτορα	قَصر	ανάκτορα	N;NOM;INDF;SG	N;NOM;NEUT;PL
قصر	palace	قَصر	palace	N;NOM;INDF;SG	
القلب	καρδία	قَلب	καρδία	N;NOM;DEF;SG	N;ACC;FEM;SG
القلب	καρδια	قَلب	καρδι	N;NOM;DEF;SG	N;ACC;FEM;SG
بيانات	δεδομένων	بَيَان	δεδομένο	N;NOM;INDF;PL	N;GEN;NEUT;PL
بيانات	data	بَيَان	data	N;NOM;INDF;PL	
سعد	saad	سعد	saad		
الكريم	κρέμα	كَرِيم	κρέμα	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
الكريم	κρεμ	كَرِيم	κρεμ	ADJ;NOM;DEF;MASC;SG	
السورية	συρίας	سُورِيّ	συρία	ADJ;NOM;DEF;FEM;SG	PROPN;GEN;FEM;SG
الشعبية	δημοφιλή	شَعبِيّ	δημοφιλός	ADJ;NOM;DEF;FEM;SG	ADV
الشعبية	δημοφιλείς	شَعبِيّ	δημοφιλέας	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الشعبية	δημοφιλές	شَعبِيّ	δημοφιλής	ADJ;NOM;DEF;FEM;SG	ADV
الشعبية	δημοτικότητα	شَعبِيّ	δημοτικότητα	ADJ;NOM;DEF;FEM;SG	N;ACC;FEM;SG
عاصمة	κεφαλαίου	عَاصِمَة	κεφάλαιο	N;NOM;INDF;SG	N;GEN;NEUT;SG
ظهر	πλάτη	ظَهَر	πλάτος	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ظهر	πισω	ظَهَر	πισω	V;PFV;MASC;SG;3;ACT	ADV
ظهر	πίσω	ظَهَر	πίσω	V;PFV;MASC;SG;3;ACT	ADV
تقديم	υποταγή	تَقدِيم	υποταγή	N;NOM;INDF;SG	N;ACC;FEM;SG
تقديم	υποβάλετε	تَقدِيم	υποβάλλω	N;NOM;INDF;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
تقديم	υποβάλει	تَقدِيم	υποβάλλω	N;NOM;INDF;SG	V;PFV;NFIN;ACT
البطولة	ηρωισμό	بُطُولَة	ηρωισμός	N;NOM;DEF;SG	N;ACC;MASC;SG
محطة	σταθμό	مَحَطَّة	σταθμός	N;NOM;INDF;SG	N;ACC;MASC;SG
المجال	domain	مَجَال	domain	N;NOM;DEF;SG	
الوصول	άφιξη	وُصُول	άφιξη	N;NOM;DEF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
الوصول	απήχηση	وُصُول	απήχηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الوصول	reach	وُصُول	reach	N;NOM;DEF;SG	
الوصول	φτάσει	وُصُول	φτάνω	N;NOM;DEF;SG	V;PFV;NFIN;ACT
الوصول	πρόσβαση	وُصُول	πρόσβαση	N;NOM;DEF;SG	N;ACC;FEM;SG
وزراء	υπουργών	وَزِير	υπουργός	N;NOM;INDF;PL	N;GEN;MASC;PL
وزراء	υπουργούς	وَزِير	υπουργός	N;NOM;INDF;PL	N;ACC;MASC;PL
خاص	ιδιωτικά	خَاصّ	ιδιωτικός	ADJ;NOM;INDF;MASC;SG	ADV
خاص	special	خَاصّ	special	ADJ;NOM;INDF;MASC;SG	
خاص	σπέσιαλ	خَاصّ	σπέσιαλ	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
اللاعب	παίκτη	لَاعِب	παίκτης	N;NOM;DEF;SG	N;ACC;MASC;SG
اللاعب	παίχτη	لَاعِب	παίχτης	N;NOM;DEF;SG	N;ACC;MASC;SG
الطبيعية	φυσικές	طَبِيعِيّ	φυσικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
عصر	εποχή	عَصر	εποχή	N;NOM;INDF;SG	N;ACC;FEM;SG
سابق	προηγούμενα	سَابِق	προηγούμενος	ADJ;NOM;INDF;MASC;SG	ADV
سابق	προηγούμενες	سَابِق	προηγούμενος	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
سابق	πρώην	سَابِق	πρώην	ADJ;NOM;INDF;MASC;SG	ADV
سابق	πρωην	سَابِق	πρωην	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
الوطن	πατρίδα	وَطَن	πατρίδα	N;NOM;DEF;SG	N;ACC;FEM;SG
قطر	κατάρ	قَطَر	κατάρ	N;NOM;INDF;SG	
باب	bab	بَاب	bab	N;NOM;INDF;SG	
باب	πόρτα	بَاب	πόρτα	N;NOM;INDF;SG	N;ACC;FEM;SG
بريطانيا	βρετανία	برِيطَانِيَا	βρετανία		PROPN;ACC;FEM;SG
بريطانيا	βρετανικό	برِيطَانِيَا	βρετανικός		ADJ;NOM;NEUT;SG
بريطانيا	βρετανός	برِيطَانِيَا	βρετανός		ADJ;NOM;MASC;SG
بريطانيا	βρετανική	برِيطَانِيَا	βρετανικός		ADJ;NOM;FEM;SG
بريطانيا	βρετανοί	برِيطَانِيَا	βρετανός		ADJ;NOM;MASC;PL
بريطانيا	βρετανικά	برِيطَانِيَا	βρετανικά		ADV
القدس	ιερουσαλήμ	قُدس	ιερουσαλήμ	N;NOM;DEF;SG	PROPN;NOM;FEM;SG
البريطاني	βρετανικό	برِيطَانِيّ	βρετανικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
البريطاني	βρετανός	برِيطَانِيّ	βρετανός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
البريطاني	βρετανική	برِيطَانِيّ	βρετανικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
البريطاني	βρετανοί	برِيطَانِيّ	βρετανός	N;NOM;DEF;SG	ADJ;NOM;MASC;PL
البريطاني	βρετανικά	برِيطَانِيّ	βρετανικά	N;NOM;DEF;SG	ADV
العدد	καταμέτρηση	عَدَد	καταμέτρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
العدد	κόμη	عَدَد	κόμη	N;NOM;DEF;SG	N;ACC;MASC;SG
خمسة	five	خَمسَة	five	NUM;NOM;INDF;MASC	
يمين	σωστα	أَمَان	σωστα		ADV
يمين	δεξιά	أَمَان	δεξιά		ADV
يمين	σωστό	أَمَان	σωστός		ADJ;NOM;NEUT;SG
يمين	σωστά	أَمَان	σωστά		ADV
علاقة	σχέση	عَلَاقَة	σχέση	N;NOM;INDF;SG	N;ACC;FEM;SG
علاقة	σχεση	عَلَاقَة	σχεση	N;NOM;INDF;SG	N;ACC;FEM;SG
القرى	χωριών	قَريَة	χώρα	N;NOM;DEF;PL	N;GEN;FEM;PL
كامل	full	كَامِل	full	ADJ;NOM;INDF;MASC;SG	
كامل	πλήρες	كَامِل	πλήρης	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
كامل	ολοκλήρωση	كَامِل	ολοκλήρωση	ADJ;NOM;INDF;MASC;SG	N;ACC;FEM;SG
كامل	πλήρες	كَامِل	πλήρης	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
كامل	ολοκληρώθηκε	كَامِل	ολοκληρώνω	ADJ;NOM;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
معسكر	καμπ	مُعَسكَر	καμπ	N;NOM;INDF;SG	
مهمة	σημαντική	مَهَمَّة	σημαντικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
مهمة	σημαντικό	مَهَمَّة	σημαντικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
مهمة	σημαντικός	مَهَمَّة	σημαντικός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
رسالة	επιστολή	رِسَالَة	επιστολή	N;NOM;INDF;SG	N;ACC;FEM;SG
الرياض	ριάντ	رِيَاض	ριάντ	N;NOM;DEF;SG	
السودان	σουδάν	سُودَان	σουδάν	N;NOM;DEF;SG	
الدينية	θρησκευτικά	دِينِيّ	θρησκευτικά	ADJ;NOM;DEF;FEM;SG	ADV
الدينية	θρησκευτικές	دِينِيّ	θρησκευτικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
التالي	επόμενη	تَالِي	επόμενος	ADJ;NOM;DEF;MASC;SG	ADJ;ACC;FEM;SG
تكساس	τέξας	تِكسَاس	τέξας		PROPN;NOM;NEUT;SG
تكساس	texas	تِكسَاس	texas		
السينما	κινηματογράφο	سِينَمَا	κινηματογράφος	N;NOM;DEF;SG	N;ACC;MASC;SG
سوف	γουίλ	سَوفَ	γουίλ	PART	
سوف	will	سَوفَ	will	PART	
العسكري	στρατός	عَسكَرِيّ	στρατός	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
العسكري	στρατιωτικοί	عَسكَرِيّ	στρατιωτικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
العسكري	στρατιωτικά	عَسكَرِيّ	στρατιωτικά	ADJ;NOM;DEF;MASC;SG	ADV
المحيط	περίμετρος	مُحِيط	περίμετρος	N;NOM;DEF;SG	N;GEN;NEUT;SG
المحيط	περίμετρο	مُحِيط	περίμετρο	N;NOM;DEF;SG	N;ACC;FEM;SG
المحيط	ωκεανού	مُحِيط	ωκεανός	N;NOM;DEF;SG	N;GEN;NEUT;SG
المحيط	ωκεανός	مُحِيط	ωκεανός	N;NOM;DEF;SG	PROPN;NOM;MASC;SG
المحيط	ωκεανό	مُحِيط	ωκεανός	N;NOM;DEF;SG	N;VOC;MASC;SG
النهائي	τελικο	نِهَائِيّ	τελικο	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
نقاط	τελείες	نُقطَة	τελεία	N;NOM;INDF;PL	ADJ;NOM;FEM;PL
الغرب	δυτικά	غَرب	δυτικά	N;NOM;DEF;SG	ADV
الغرب	δυτική	غَرب	δυτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الغرب	γουέστ	غَرب	γουέστ	N;NOM;DEF;SG	
الغرب	δύση	غَرب	δύση	N;NOM;DEF;SG	N;ACC;FEM;SG
مدى	εύρος	مَدَى	εύρος	N;NOM;INDF;SG	N;ACC;NEUT;SG
مدى	εμβέλεια	مَدَى	εμβέλεια	N;NOM;INDF;SG	N;ACC;FEM;SG
مدى	απόσταση	مَدَى	απόσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
مدى	έκταση	مَدَى	έκταση	N;NOM;INDF;SG	N;ACC;FEM;SG
الثانوية	δευτεροβάθμια	ثَانَوِيّ	δευτεροβάθμιος	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الثانوية	δευτερεύουσα	ثَانَوِيّ	δευτερεύουσα	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
جريدة	εφημερίδες	جَرِيدَة	εφημερίδα	N;NOM;INDF;SG	N;NOM;FEM;PL
معهد	institute	مَعهَد	institute	N;NOM;INDF;SG	
عاد	πλάτη	عَاد	πλάτος	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
عاد	πισω	عَاد	πισω	V;PFV;MASC;SG;3;ACT	ADV
عاد	πίσω	عَاد	πίσω	V;PFV;MASC;SG;3;ACT	ADV
وصل	έφτασα	وَصَل	φτάνω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
بالقرب	κοντά	بِ	κοντά	N;NOM;DEF;SG	ADV
بالقرب	κοντινές	بِ	κοντινός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
بالقرب	κοντά	بِ	κοντά	N;NOM;DEF;SG	ADV
الخدمة	service	خِدمَة	service	N;NOM;DEF;SG	
الخدمة	εξυπηρέτηση	خِدمَة	εξυπηρέτηση	N;NOM;DEF;SG	N;ACC;FEM;SG
روابط	σύνδεσμοι	روابط	σύνδεσμος	N;NOM;INDF;PL	N;ACC;MASC;SG
روابط	συνδέσμους	روابط	σύνδεσμος	N;NOM;INDF;PL	N;ACC;MASC;PL
حدود	σύνορο	حَدّ	σύνορο	N;NOM;INDF;PL	N;NOM;NEUT;SG
المعهد	institute	مَعهَد	institute	N;NOM;DEF;SG	
قيمة	πολύτιμος	قِيمَة	πολύτιμος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
قيمة	πολύτιμο	قِيمَة	πολύτιμο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
قيمة	πολύτιμες	قِيمَة	πολύτιμα	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
قيمة	πολύτιμη	قِيمَة	πολύτιμος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
قيمة	αξία	قِيمَة	αξία	N;NOM;INDF;SG	N;ACC;FEM;SG
طائرات	αεροσκάφος	طَائِرَة	αεροσκάφος	N;NOM;INDF;PL	N;NOM;NEUT;SG
طائرات	αεροσκαφών	طَائِرَة	αεροσκαφή	N;NOM;INDF;PL	N;GEN;NEUT;PL
السابقة	προηγούμενα	سَابِق	προηγούμενος	ADJ;NOM;DEF;FEM;SG	ADV
السابقة	προηγούμενες	سَابِق	προηγούμενος	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الحسن	χασάν	حَسَن	χάσα		
عمدة	δήμαρχος	عُمدَة	δήμαρχος		N;NOM;MASC;SG
عمدة	σερίφης	عُمدَة	σερίφη		N;NOM;MASC;SG
عمدة	σερίφη	عُمدَة	σερίφος		N;VOC;MASC;SG
كوريا	κορεάτικα	كُورِيَا	κορεάτικος		ADJ;NOM;NEUT;PL
كوريا	κορέας	كُورِيَا	κορέας		PROPN;GEN;FEM;SG
كوريا	κορέα	كُورِيَا	κορέας		PROPN;ACC;FEM;SG
وصف	περιγραφή	وَصَف	περιγραφή	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
قلعة	κάστρο	قلعة	κάστρο	N;NOM;INDF;SG	PROPN;NOM;NEUT;SG
قلعة	castle	قلعة	castle	N;NOM;INDF;SG	
قلعة	ακρόπολη	قلعة	ακρόπολη	N;NOM;INDF;SG	N;ACC;FEM;SG
المعروف	γνωστοί	مَعرُوف	γνωστός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
المعروف	γνωστές	مَعرُوف	γνωστός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
الطبية	ιατρικά	طِبِّيّ	ιατρικός	ADJ;NOM;DEF;FEM;SG	ADV
الطبية	ιατρικές	طِبِّيّ	ιατρικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
المهنة	καριέρα	مُهَنِّئ	καριέρα	N;NOM;DEF;SG	N;ACC;FEM;SG
المهنة	κατοχή	مُهَنِّئ	κατοχή	N;NOM;DEF;SG	N;ACC;FEM;SG
كيف	πως	كَيفَ	πως	DET	CONJ
كيف	πώς	كَيفَ	πώς	DET	ADV
لعبة	game	لُعبَة	game	N;NOM;INDF;SG	
لعبة	παιχνιδι	لُعبَة	παιχνιδι	N;NOM;INDF;SG	
الكويكب	αστεροειδής	الكويكب	αστεροειδής		ADJ;NOM;MASC;SG
الكويكب	αστεροειδή	الكويكب	αστεροειδής		N;NOM;MASC;SG
سن	δόντι	سن	δόντι		N;NOM;NEUT;SG
صدر	στήθη	صَدَر	στέκη	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
صدر	σεντούκι	صَدَر	σεντούκι	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
صدر	θώρακα	صَدَر	θώρακας	V;PFV;MASC;SG;3;ACT	N;VOC;MASC;SG
صدر	μπαούλο	صَدَر	μπαούλος	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
صدر	θωρακικό	صَدَر	θωρακικός	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG
صدر	στήθος	صَدَر	στήθος	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
صدر	εξαγωγές	صَدَر	εξαγωγή	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;PL
صدر	εξαγωγή	صَدَر	εξαγωγή	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
صدر	εξαγωγής	صَدَر	εξαγωγή	V;PFV;MASC;SG;3;ACT	N;GEN;FEM;SG
لون	λον	لَون	λον	N;NOM;INDF;SG	
الموسيقى	μουσική	الموسيقى	μουσικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
ليبيا	λιβύη	لِيبِيَا	λιβύη		PROPN;ACC;FEM;SG
ليبيا	λιβύης	لِيبِيَا	λιβύη		PROPN;GEN;FEM;SG
جمال	τζαμάλ	جمال	τζαμάλ		
جمال	ομορφιά	جمال	ομορφιά		N;NOM;FEM;SG
مكة	μέκκα	مَكَّة	μέκκα	N;NOM;INDF;SG	PROPN;NOM;NEUT;SG
مرات	times	مَرَّة	times	N;NOM;INDF;PL	
ثقافة	πολιτισμού	ثَقَافَة	πολιτισμός	N;NOM;INDF;SG	N;GEN;MASC;SG
مدير	διευθυντή	مُدِير	διευθυντής	N;NOM;INDF;SG	N;ACC;MASC;SG
مدير	μάνατζερ	مُدِير	μάνατζερ	N;NOM;INDF;SG	N;NOM;NEUT;PL
السابع	vii	سَابِع	vii	ADJ;NOM;DEF;MASC;SG	
السابع	έβδομη	سَابِع	έβδομος	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;FEM;SG
