med	med	med	med	ADP	N;NOM;MASC;SG
central	centralno	central	centralan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
central	središnja	central	središnji	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
central	središnji	central	središnji	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
färg	boje	färg	boja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
färg	boje	färg	boja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
strand	obale	strand	obala	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
strand	obali	strand	obala	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
strand	obalu	strand	obala	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
strand	plaže	strand	plaža	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
strand	beach	strand	beach	N;NOM;INDF;MASC+FEM;SG	ADP
strand	plažu	strand	plaž	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
säsong	sezone	säsong	sezona	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
regi	režirao	regi	režirati	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
regi	usmjerena	regi	usmjeriti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
regi	usmjereno	regi	usmjeriti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
regi	okriljem	regi	okrilje	N;NOM;INDF;MASC+FEM;SG	N;INS;NEUT;SG
punkt	dot	punkt	dot	N;NOM;INDF;MASC+FEM;SG	ADP
big	velika	big	velik	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
big	veliki	big	velik	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
big	velike	big	velik	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
big	veliko	big	velik	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
områden	regija	område	regija	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
gifte	oženjen	gifte	oženiti	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
europeiska	europski	europeisk	europski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
europeiska	europska	europeisk	europski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
europeiska	europsko	europeisk	europski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
skriva	napiši	skriva	napisiti	V;IMP;FIN;ACT	INTJ
skriva	kucanje	skriva	kucanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
skriva	pišem	skriva	pisati	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
skriva	pisanje	skriva	pisanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
skriva	pisem	skriva	pis	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
international	international	international	international	N;NOM;INDF;MASC+FEM;SG	ADP
international	međunarodna	international	međunarodan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
international	međunarodni	international	međunarodan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
börjar	početku	börja	početak	V;IND;PRS;FIN;ACT	N;DAT;MASC;SG
börjar	pocetak	börja	pocetak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
börjar	početak	börja	početak	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
avsnitt	sekcije	avsnitt	sekcija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
avsnitt	epizode	avsnitt	epizoda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
bas	bas	ba	bas	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bas	bas	ba	bas	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sankt	sveti	sankt	svet	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sankt	saint	sankt	saint	N;NOM;INDF;MASC+FEM;SG	ADP
serra	serra	serra	serra	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
eget	posjedovati	egen	posjedovati	ADJ;NOM;NEUT;SG	V;NFIN
fotboll	football	fotboll	football	N;NOM;INDF;MASC+FEM;SG	ADP
lyckades	uspio	lyckad	uspjeti	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
lyckades	uspjelo	lyckad	uspjeti	V;IND;PST;FIN;PASS	V;NEUT;SG;PST;V.PTCP;ACT
lyckades	uspio	lyckad	uspjeti	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
sven	sven	sven	sven	PROPN;NOM	N;NOM;MASC;SG
île	île	île	île	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
white	bijeli	white	bijel	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
white	bijela	white	bijel	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
white	bijelo	white	bijel	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ord	riječi	ord	riječ	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
ord	reči	ord	reči	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
ord	rijeci	ord	rijeka	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
referens	reference	referens	referenca	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tall	visoki	tall	visok	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tall	visok	tall	visok	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tall	visoka	tall	visok	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
tall	pine	tall	pina	N;NOM;INDF;MASC+FEM;SG	
fortsatte	nastavak	fortsätta	nastavak	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
sju	sedmica	sju	sedmica	NUM;NOM	N;NOM;FEM;SG
verksamhet	operacije	verksamhet	operacija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	aktivnosti	verksamhet	aktivnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	aktivnosti	verksamhet	aktivnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lever	jetra	leva	jetar	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
lever	jetre	leva	jetra	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
minst	minimalno	lite	minimalno	ADV;RL	ADV
minst	minimum	lite	minimum	ADV;RL	N;NOM;MASC;SG
minst	minimalna	lite	minimalan	ADV;RL	ADJ;NOM;DEF;FEM;SG
adolf	adolph	adolf	adolph	PROPN;NOM	PROPN;NOM;MASC;SG
adolf	adolf	adolf	adolf	PROPN;NOM	N;NOM;MASC;SG
adolf	adolfa	adolf	adolf	PROPN;NOM	N;ACC;MASC;SG
albert	alberte	albert	albert	PROPN;NOM	N;NOM;FEM;PL
albert	albert	albert	albert	PROPN;NOM	N;NOM;MASC;SG
ned	ned	ned	ned	ADV	
ned	nede	ned	nedi	ADV	N;NOM;FEM;SG
ned	neda	ned	nedati	ADV	INTJ
belgien	belgije	belgien	belgija	PROPN;NOM	N;NOM;FEM;PL
belgien	belgija	belgien	belgija	PROPN;NOM	N;NOM;FEM;SG
belgien	belgiji	belgien	belgija	PROPN;NOM	N;DAT;FEM;SG
olof	olof	olof	olof	PROPN;NOM	N;NOM;MASC;SG
texas	teksas	texa	teksas	PROPN;GEN	N;NOM;MASC;SG
texas	texas	texa	texas	PROPN;GEN	PROPN;NOM;MASC;SG
victoria	viktorija	victoria	viktorija	PROPN;NOM	N;NOM;FEM;SG
victoria	victoria	victoria	victor	PROPN;NOM	N;NOM;MASC;SG
officiella	službeno	officiell	službeno	ADJ;NOM;PL	ADV
officiella	službeni	officiell	služben	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
officiella	zvanično	officiell	zvaničan	ADJ;NOM;PL	ADV
rev	grebena	rev	greben	V;IMP;FIN;ACT	N;GEN;MASC;SG
rev	rev	rev	rev	V;IMP;FIN;ACT	ADP
rev	greben	rev	greben	V;IMP;FIN;ACT	N;NOM;MASC;SG
långa	ling	lång	ling	ADJ;NOM;PL	PROPN;NOM;MASC;SG
långa	duga	lång	dug	ADJ;NOM;PL	N;NOM;FEM;SG
långa	long	lång	long	ADJ;NOM;PL	ADP
långa	dugo	lång	dugo	ADJ;NOM;PL	ADV
heinrich	heinrich	heinrich	heinrich	PROPN;NOM	N;NOM;MASC;SG
fotbollsspelare	nogometaš	fotbollsspelare	nogometaš	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
solid	čvrsta	solid	čvrst	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
solid	solidan	solid	solidan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
solid	čvrsto	solid	čvrsto	N;NOM;INDF;MASC+FEM;SG	ADV
magnus	magnus	magnus	magnus	PROPN;NOM	N;NOM;MASC;SG
slott	dvorce	slott	dvorac	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
slott	castle	slott	castle	N;NOM;INDF;NEUT;SG	ADP
slott	palači	slott	palača	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
familj	obitelji	familj	obitelj	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
regeringen	vlade	regering	vlada	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
trummor	bubnjeve	trummor	bubanj	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
spel	utakmice	spel	utakmica	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
spel	igre	spel	igra	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
spel	igrice	spel	igrica	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
aten	atenu	aten	atena	PROPN;NOM	N;ACC;FEM;SG
aten	atene	aten	aten	PROPN;NOM	N;NOM;FEM;PL
aten	ateni	aten	atena	PROPN;NOM	PROPN;DAT;FEM;SG
aten	atena	aten	atena	PROPN;NOM	N;NOM;FEM;SG
svenskt	švedski	svensk	švedski	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rad	veslaj	rad	veslaj	N;NOM;INDF;MASC+FEM;SG	
sett	vidio	se	vidjeti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
sett	vidjeli	se	vidjeti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
sett	viđeno	se	vidjeti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
länet	županije	län	županija	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
länet	okrugu	län	okruga	N;NOM;DEF;NEUT;SG	N;DAT;MASC;SG
johansson	johansson	johansson	johansson	PROPN;NOM	PROPN;NOM;MASC;SG
hus	kuće	hus	kuća	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
långt	duga	långt	dug	ADV	N;NOM;FEM;SG
långt	long	långt	long	ADV	ADP
förlorade	izgubljena	förlora	izgubiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
förlorade	izgubljeno	förlora	izgubiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
förlorade	izgubljen	förlora	izgubiti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
tio	tio	tio	tio	NUM;NOM	PROPN;NOM;MASC;SG
tio	desetka	tio	desetak	NUM;NOM	N;NOM;FEM;SG
par	pari	par	par	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
par	parova	par	par	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
par	parovi	par	par	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
par	parove	par	par	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
par	parova	par	par	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
stefan	stephen	stefan	stephen	PROPN;NOM	N;NOM;MASC;SG
stefan	stjepan	stefan	stjepan	PROPN;NOM	N;NOM;MASC;SG
stefan	stefana	stefan	stefan	PROPN;NOM	N;ANIM;ACC;MASC;SG
stefan	stefan	stefan	stefan	PROPN;NOM	N;NOM;MASC;SG
stefan	stefanu	stefan	stefan	PROPN;NOM	N;DAT;MASC;SG
fast	zapela	fast	zapel	ADV	V;FEM;SG;PST;V.PTCP;ACT
fast	zaglavljen	fast	zaglaviti	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
fast	zaglavio	fast	zaglaviti	ADV	V;MASC;SG;PST;V.PTCP;ACT
fast	popravio	fast	popraviti	ADV	V;MASC;SG;PST;V.PTCP;ACT
fast	fiksna	fast	fiksan	ADV	ADJ;NOM;DEF;FEM;SG
fast	fiksne	fast	fiksan	ADV	ADJ;NOM;DEF;FEM;PL
fast	fiksni	fast	fiksan	ADV	ADJ;NOM;DEF;MASC;SG
fast	popravljen	fast	popraviti	ADV	ADJ;NOM;MASC;SG;V.PTCP;PASS
arabiska	arapski	arabisk	arapski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
arabiska	arapski	arabisk	arapski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
santo	santo	santo	santo	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
bern	bern	bern	bern	PROPN;NOM	N;NOM;MASC;SG
tror	vjeruj	tro	vjerovati	V;IND;PRS;FIN;ACT	INTJ
tror	razmislite	tro	razmisliti	V;IND;PRS;FIN;ACT	V;IMP;PL;2;FIN
peru	peruu	peru	peru	PROPN;NOM	PROPN;DAT;MASC;SG
peru	peru	peru	prati	PROPN;NOM	
côte	côte	côte	côte	PROPN;NOM	ADP
costa	kosta	costa	kosta	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
system	sustavi	system	sustav	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
system	sistemi	system	sistem	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
stöd	podršku	stöd	podrška	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	PROPN;NOM;MASC;SG
låt	neka	låta	neki	V;IMP;FIN;ACT	PRO;NOM;FEM;SG
brukar	obično	bruka	obično	V;IND;PRS;FIN;ACT	ADV
mellersta	sredina	mellersta	sredini	ADJ;NOM;DEF;RL	N;NOM;FEM;SG
mellersta	srednja	mellersta	srednji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;SG
mellersta	srednji	mellersta	srednji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;MASC;SG
mellersta	središnje	mellersta	središnji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;PL
mellersta	centralno	mellersta	centralan	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;NEUT;SG
mellersta	central	mellersta	central	ADJ;NOM;DEF;RL	N;NOM;MASC;SG
mellersta	središnja	mellersta	središnji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;SG
mellersta	središnji	mellersta	središnji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;MASC;SG
axel	rame	axel	rama	PROPN;NOM	N;NOM;NEUT;SG
axel	axel	axel	axel	PROPN;NOM	PROPN;NOM;MASC;SG
axel	osovine	axel	osovina	PROPN;NOM	N;NOM;FEM;PL
axel	osovina	axel	osovina	PROPN;NOM	N;NOM;FEM;SG
axel	osi	axel	os	PROPN;NOM	N;NOM;FEM;SG
axel	osovine	axel	osovina	PROPN;NOM	N;NOM;FEM;PL
axel	os	axel	os	PROPN;NOM	N;NOM;MASC;SG
ackumulerade	kumulativni	ackumulera	kumulativan	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
skolan	školski	skola	školski	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
skolan	školska	skola	školski	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
kontinent	kontinentu	kontinent	kontinent	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
kontinent	kontinenta	kontinent	kontinent	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
roman	rimski	roman	rimski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
roman	romane	roman	roman	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
roman	rimsko	roman	rimski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stadium	pozornici	stadium	pozornica	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
gränsen	granice	gräns	granica	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
les	les	les	les	N;NOM;INDF;NEUT;SG	ADP
radio	radio	radio	raditi	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
dansk	danske	dansk	danski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
dansk	danski	dansk	danski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
dansk	dane	dansk	dan	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
företag	poslovno	företag	poslovan	N;NOM;INDF;NEUT;PL	ADV
företag	poslovanje	företag	poslovanje	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
företag	posao	företag	posao	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
företag	poslovna	företag	poslovan	N;NOM;INDF;NEUT;PL	ADJ;NOM;DEF;FEM;SG
företag	poslovni	företag	poslovan	N;NOM;INDF;NEUT;PL	ADJ;NOM;DEF;MASC;SG
företag	društvo	företag	društvo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
företag	drustvo	företag	drustvo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
företag	tvrtka	företag	tvrtka	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
företag	kompanija	företag	kompanija	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
företag	enterprise	företag	enterpris	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
gunnar	gunnar	gunnar	gunnar	PROPN;NOM	ADJ;NOM;MASC;SG
orten	gradom	ort	grad	N;NOM;DEF;MASC+FEM;SG	N;INS;MASC;SG
orten	lokalitetu	ort	lokalitet	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
örebro	örebro	örebro	örebro	PROPN;NOM	PROPN;NOM;MASC;SG
rom	rim	rom	rim	PROPN;NOM	PROPN;NOM;MASC;SG
rom	rome	rom	rom	PROPN;NOM	N;NOM;MASC;SG
rom	rom	rom	rom	PROPN;NOM	N;NOM;MASC;SG
rom	ruma	rom	ruma	PROPN;NOM	N;NOM;MASC;SG
rom	rum	rom	rum	PROPN;NOM	N;NOM;MASC;SG
betydelse	važnosti	betydelse	važnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
saskatchewan	saskatchewan	saskatcheba	saskatchewan	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
plotarea	plotarea	plotare	plotare	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
starkt	jaki	stark	jak	ADV	ADJ;NOM;DEF;MASC;PL
starkt	jak	stark	jak	ADV	ADJ;NOM;INDF;MASC;SG
starkt	jaka	stark	jak	ADV	ADJ;NOM;DEF;FEM;SG
johann	johann	johan	johann	PROPN;NOM	PROPN;NOM;MASC;SG
insee	insee	insee	inse	V;IMP;FIN;ACT	
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
josé	jose	josé	biti	PROPN;NOM	PROPN;NOM;MASC;SG
josé	josé	josé	josé	PROPN;NOM	PROPN;NOM;MASC;SG
finska	finska	finsk	finski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
finska	finski	finsk	finski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
köpenhamn	kopenhagenu	köpenhamn	kopenhagen	PROPN;NOM	N;DAT;FEM;SG
skapa	stvori	skapa	stvor	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
skapa	kreiranje	skapa	kreiranje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
skapa	stvaranje	skapa	stvaranje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
musiker	glazbenik	musik	glazbenik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
musiker	glazbenike	musik	glazbenik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
hem	doma	hem	doma	N;NOM;INDF;NEUT;SG	ADV
hem	kući	hem	kuća	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
vet	znaj	veta	znaj	V;IND;PRS;FIN;ACT	INTJ
polen	poljska	pol	poljska	PROPN;NOM	PROPN;NOM;FEM;SG
håller	držanje	hålla	držanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
håller	holding	hålla	holding	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
bulgarien	bugarskoj	bulgarien	bugarski	N;NOM;DEF;MASC+FEM;SG	ADJ;DAT;FEM;SG
bulgarien	bugarska	bulgarien	bugarski	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ordning	naruči	ordning	naručiti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
förslag	predlog	förslag	predlog	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
förslag	prijedlog	förslag	prijedlog	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
förslag	prijedloge	förslag	prijedlog	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
förslag	predlog	förslag	predlog	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
förslag	prijedlog	förslag	prijedlog	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
förlag	izdavača	förlag	izdavač	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
parti	party	parti	Party	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
singel	single	singel	single	N;NOM;INDF;MASC+FEM;SG	ADP
behöver	potreban	behöva	potreban	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
behöver	potrebna	behöva	potreban	V;IND;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;SG
behöver	potrebno	behöva	potreban	V;IND;PRS;FIN;ACT	ADJ;NOM;DEF;NEUT;SG
behöver	potrebe	behöva	potreba	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
alfred	alfred	alfred	alfred	PROPN;NOM	N;NOM;MASC;SG
jar	jar	ja	jar	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
icke	non	icke	non	PART;NEG	ADP
danska	danske	dansk	danski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
danska	danski	dansk	danski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
colorado	colorada	colorado	colorad	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
colorado	colorado	colorado	colorado	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
ernst	ernst	ernst	ernst	PROPN;NOM	PROPN;NOM;MASC;SG
territorium	teritoriji	territorium	teritorij	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
territorium	teritorija	territorium	teritorij	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
live	uživo	live	uživo	N;NOM;INDF;NEUT;SG	ADV
sul	sul	sul	sul	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG
vägen	ceste	väg	cesta	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
vägen	cestom	väg	cest	N;NOM;DEF;MASC+FEM;SG	N;INS;FEM;SG
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	ADP
gammal	stara	gammal	star	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
gammal	stari	gammal	star	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tryckta	tiskana	trycka	tiskana	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
modern	moderni	mor	moderan	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
modern	moderna	mor	moderan	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
modern	moderne	mor	moderan	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
modern	moderno	mor	moderno	N;NOM;DEF;MASC+FEM;SG	ADV
studier	studij	studie	studij	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
studier	prouči	studie	proučiti	N;NOM;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
studier	studija	studie	studij	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
studier	studij	studie	studij	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
studier	studija	studie	studij	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
filmer	filmove	filma	film	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
filmer	kino	filma	kino	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
byn	selu	byn	selo	N;NOM;DEF;MASC+FEM;SG	N;DAT;NEUT;SG
ribeirão	ribeirão	ribeirão	ribeiriti	N;NOM;INDF;NEUT;SG	ADV
carolina	carolina	carolin	carolina	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
ben	bones	ben	bones	N;NOM;INDF;NEUT;PL	ADP
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	PROPN;NOM;MASC;SG
ben	kost	ben	kost	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
ben	bone	ben	bona	N;NOM;INDF;NEUT;PL	ADP
ben	nogu	ben	noga	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
ben	nozi	ben	noziti	N;NOM;INDF;NEUT;PL	N;DAT;FEM;SG
ben	noga	ben	noga	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
montana	montana	montan	montan	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
montana	montanu	montan	montana	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
fylke	shire	fylka	shire	PROPN;NOM	N;NOM;MASC;SG
roller	roller	roll	roller	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
skopje	skoplje	skopje	skoplje	PROPN;NOM	PROPN;NOM;NEUT;SG
skopje	skoplju	skopje	skop	PROPN;NOM	PROPN;DAT;NEUT;SG
uppdrag	misijama	uppdrag	misija	N;NOM;INDF;NEUT;SG	N;INS;FEM;PL
uppdrag	misije	uppdrag	misija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
