castle	замок	cast	замка		N;INAN;NOM;MASC;SG
tanımlanmış	визначено	tanımla	визначити	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
litre	літр	litre	літр		
litre	літри	litre	літр		N;INAN;NOM;FEM;PL
litre	літрів	litre	літр		N;INAN;GEN;MASC;PL
litre	літр	litre	літр		
litre	літри	litre	літр		N;INAN;NOM;FEM;PL
litre	літрів	litre	літр		N;INAN;GEN;MASC;PL
çalışkan	вправні	çalışkan	вправний		ADJ;NOM;PL
meşru	справжні	meşru	справжній		ADJ;NOM;PL
bankacılık	банківської	bankacılık	банківський	N;NOM;SG;3	ADJ;GEN;FEM;SG
kaçmak	тікають	kaç	тікати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN
kaçmak	продовжили	kaç	продовжити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;PL;PST;FIN
kaçmak	втеча	kaç	втеча	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;SG
kaçmak	втечу	kaç	втеча	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;ACC;FEM;SG
asal	prime	asal	prime		
radyoaktif	радіоактивних	radyoaktif	радіоактивний		ADJ;GEN;PL
yale	єль	yale	єль		
iskandinav	скандинавських	iskandinav	скандинавський	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;GEN;PL
iskandinav	скандинавський	iskandinav	скандинавський	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG
kronik	хронічне	kronik	хронічний		ADJ;NOM;NEUT;SG
yarışmaları	конкурси	yarış	конкурс	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;PL
facto	факто	facto	факто		
osetya	осетії	osetya	осетія	PROPN;NOM;SG;3	PROPN;INAN;GEN;FEM;SG
çim	газон	çim	газон		N;INAN;NOM;MASC;SG
çim	трава	çim	трава		N;INAN;NOM;FEM;SG
çim	трави	çim	трава		N;INAN;NOM;FEM;PL
taşınabilir	портативний	taşı	портативний	V;IPFV;IND;SG;3;POS;PASS	ADJ;NOM;MASC;SG
sn	сек	sn	сек		
balıkçı	рибалки	balıkçı	рибалка		N;ANIM;NOM;FEM;PL
balıkçı	рибалок	balıkçı	рибалка		N;ANIM;ACC;MASC;PL
balıkçı	фішер	balıkçı	фішер		PROPN;ANIM;NOM;MASC;SG
balıkçı	рибалка	balıkçı	рибалка		N;ANIM;NOM;FEM;SG
bitkileri	рослини	bitki	рослина	N;ACC;PL;3	N;INAN;NOM;FEM;PL
bitkileri	заводи	bitki	завод	N;ACC;PL;3	N;INAN;NOM;MASC;PL
niyet	намір	niyet	намір		N;INAN;NOM;MASC;SG
niyet	призначений	niyet	призначений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
niyet	розміщені	niyet	розміщений		ADJ;PFV;NOM;PL;V.PTCP;PASS
niyet	призначено	niyet	призначити		V;PFV;IND;0;FIN
niyet	наміри	niyet	намір		N;INAN;NOM;MASC;PL
mansur	мансур	mansur	мансур		PROPN;ANIM;NOM;MASC;SG
kaçış	breakout	kaçış	breakout		
kaçış	екранування	kaçış	екранування		N;INAN;NOM;NEUT;SG
kaçış	тікає	kaçış	тікати		V;IPFV;IND;SG;3;PRS;FIN
kaçış	втеча	kaçış	втеча		N;INAN;NOM;FEM;SG
kaçış	втеча	kaçış	втеча		N;INAN;NOM;FEM;SG
kaçış	втечу	kaçış	втеча		N;INAN;ACC;FEM;SG
kaçış	втекти	kaçış	втекти		V;PFV;NFIN
solomon	соломон	solomon	соломон	PROPN;NOM;SG;3	N;ANIM;NOM;MASC;SG
solomon	соломона	solomon	соломона	PROPN;NOM;SG;3	N;ANIM;NOM;MASC;SG
heyet	спрямування	heyet	спрямування		N;INAN;NOM;NEUT;SG
heyet	делегації	heyet	делегація		N;INAN;NOM;FEM;PL
heyet	делегація	heyet	делегація		N;INAN;NOM;FEM;SG
heyet	комітету	heyet	комітет		N;INAN;GEN;MASC;SG
heyet	комітет	heyet	комітет		N;INAN;NOM;MASC;SG
heyet	делегацій	heyet	делегація		N;INAN;GEN;FEM;PL
productions	production	productions	production	N;NOM;SG;3	
dresden	дрезден	dre	дрезден	PROPN;AT+ABL;SG;3	PROPN;INAN;NOM;MASC;SG
vancouver	ванкувер	vancouver	ванкувер	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
kampanya	кампанії	kampanya	кампанія	N;NOM;SG;3	N;INAN;NOM;FEM;PL
davud	давід	davud	давід		PROPN;ANIM;NOM;MASC;SG
davud	девід	davud	девід		PROPN;ANIM;NOM;MASC;SG
davud	давид	davud	давид		PROPN;ANIM;NOM;MASC;SG
hughes	хьюз	hughes	хьюз		PROPN;INAN;NOM;FEM;SG
metallica	metallica	metallica	metallica	N;NOM;SG;3	
kawasaki	kawasaki	kawasaki	kawasaki		
eylemleri	дії	eylem	дія	N;ACC;PL;3	N;INAN;NOM;FEM;PL
rotterdam	роттердам	rotter	роттерд	PROPN;NOM;SG;3	N;INAN;NOM;MASC;PL
pat	пет	pat	пет		
pat	пат	pat	пат		
uganda	уганда	uga	уганда	PROPN;NOM;SG;3	PROPN;INAN;NOM;FEM;SG
lópez	лопес	lipez	лопес	PROPN;NOM;SG;3	PROPN;ANIM;NOM;FEM;SG
württemberg	вюртемберг	württemberg	вюртемберг	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
karikatür	comics	karikat	comics		
karikatür	комікси	karikat	комікс		N;INAN;NOM;MASC;PL
karikatür	комікс	karikat	комікс		N;INAN;NOM;MASC;SG
karikatür	comic	karikat	comic		
karikatür	комікс	karikat	комікс		N;INAN;NOM;MASC;SG
karikatür	карикатура	karikat	карикатура		N;INAN;NOM;FEM;SG
karikatür	мультик	karikat	мультик		N;INAN;NOM;MASC;SG
karikatür	мультфільмів	karikat	мультфільм		N;ANIM;ACC;MASC;PL
karikatür	каплиці	karikat	каплиця		N;INAN;NOM;FEM;PL
lucky	пощастило	lucky	пощастити		V;PFV;NEUT;IND;SG;PST;FIN
lucky	щасливим	lucky	щасливий		ADJ;INS;NEUT;SG
lucky	щасливчик	lucky	щасливчик		N;INAN;NOM;MASC;SG
masaüstü	стільниці	masaüst	стільниця		N;INAN;NOM;FEM;PL
masaüstü	стільниці	masaüst	стільниця		N;INAN;NOM;FEM;PL
alpha	alpha	alpha	alpha		
alpha	альфа	alpha	альфа		N;INAN;NOM;FEM;SG
zirve	саміт	zirve	саміт		N;INAN;NOM;MASC;SG
zirve	вершина	zirve	вершина		N;INAN;NOM;FEM;SG
zirve	пік	zirve	пік		N;INAN;NOM;MASC;SG
armağan	подарунку	armağan	подарунок		N;INAN;GEN;MASC;SG
armağan	подарунок	armağan	подарунок		N;INAN;NOM;MASC;SG
avn	avn	avn	avn		
gelişmekte	перспективних	geliş	перспективний	V;PROG;IND;SG;3;POS;FORM;PRS	ADJ;GEN;PL
gelişmekte	проведення	geliş	проведення	V;PROG;IND;SG;3;POS;FORM;PRS	N;INAN;NOM;NEUT;SG
gelişmekte	розробку	geliş	розробка	V;PROG;IND;SG;3;POS;FORM;PRS	N;INAN;ACC;FEM;SG
gelişmekte	розвиваються	geliş	розвиватися	V;PROG;IND;SG;3;POS;FORM;PRS	V;IPFV;IND;PL;3;PRS;FIN
yansıtan	відображаються	yansı	відображатися	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IPFV;IND;PL;3;PRS;FIN
werder	вердер	werder	вердер	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
atlantis	атлантида	atlantis	атлантида		N;ANIM;NOM;FEM;SG
satıldı	продано	sat	продати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
atölyesi	workshop	atölye	workshop	N;NOM;SG;3	
beslenir	стрічки	besle	стрічка	V;IPFV;IND;SG;3;POS;PASS	N;INAN;NOM;FEM;PL
beslenir	подачі	besle	подача	V;IPFV;IND;SG;3;POS;PASS	N;INAN;NOM;FEM;PL
beslenir	подач	besle	подач	V;IPFV;IND;SG;3;POS;PASS	N;INAN;NOM;FEM;PL
üstte	згори	üst	згори	ADJ;ESS;SG;3	ADV
üstte	вгорі	üst	вгорі	ADJ;ESS;SG;3	
üstte	топ	üst	топ	ADJ;ESS;SG;3	
üstte	верхній	üst	верхній	ADJ;ESS;SG;3	ADJ;NOM;MASC;SG
üstte	найпопулярніші	üst	найпопулярніший	ADJ;ESS;SG;3	ADJ;NOM;RL;PL
üstte	зверху	üst	зверху	ADJ;ESS;SG;3	ADV
angela	ангела	angela	ангел		N;INAN;NOM;FEM;SG
ihmal	тривалості	ihmal	тривалість		N;INAN;GEN;FEM;SG
ihmal	систему	ihmal	система		N;INAN;ACC;FEM;SG
geometri	геометрія	geometri	геометрія		N;INAN;NOM;FEM;SG
oynamak	грає	oyna	грати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
oynamak	програвання	oyna	програвання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
oynamak	відтворення	oyna	відтворення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
chiba	канто	chiba	канто	PROPN;NOM;SG;3	
görkemli	поважний	görkemli	поважний		ADJ;NOM;MASC;SG
görkemli	надійні	görkemli	надійний		ADJ;NOM;PL
görkemli	славна	görkemli	славний		ADJ;NOM;FEM;SG
engeli	розблокувати	engel	розблокувати		V;PFV;NFIN
ekledi	додано	ekle	додати	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;0;FIN
ekledi	додані	ekle	доданий	V;PFV;IND;SG;3;POS;PST	ADJ;PFV;NOM;PL;V.PTCP;PASS
ers	ерс	ers	ерс		N;INAN;NOM;FEM;SG
seyir	навігація	seyir	навігація		N;INAN;NOM;FEM;SG
seyir	навігації	seyir	навігація		N;INAN;ACC;FEM;PL
seyir	мандруючи	seyir	мандрувати		V;IPFV;PRS;V.CVB
rolleri	ролі	rol	роль	N;ACC;PL;3	N;INAN;NOM;FEM;PL
kaydedildi	записано	kaydet	записати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
kaydedildi	збережені	kaydet	збережений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
kaydedildi	збережених	kaydet	збережений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
kaydedildi	збережено	kaydet	збережити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
kaydedildi	збережений	kaydet	збережений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
kaydedildi	врятований	kaydet	врятований	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ritim	ритм	ritim	ритм		N;INAN;NOM;MASC;SG
cnn	cnn	cin	cnn		
mount	гора	mount	гора	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
mount	маунт	mount	маунт	PROPN;NOM;SG;3	
mount	монтувати	mount	монтувати	PROPN;NOM;SG;3	V;IPFV;NFIN
mount	монтування	mount	монтування	PROPN;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışman	радник	danış	радник		N;ANIM;NOM;MASC;SG
danışman	консультант	danış	консультант		N;ANIM;NOM;MASC;SG
danışman	консультантом	danış	консультант		N;ANIM;INS;MASC;SG
danışman	радник	danış	радник		N;ANIM;NOM;MASC;SG
danışman	радника	danış	радник		N;ANIM;ACC;MASC;SG
danışman	радник	danış	радник		N;ANIM;NOM;MASC;SG
kırgız	киргизька	kırgız	киргизький		ADJ;NOM;FEM;SG
sertifika	сертифікати	sertifika	сертифікати	N;NOM;SG;3	N;INAN;NOM;MASC;PL
sertifika	сертифікації	sertifika	сертифікація	N;NOM;SG;3	N;INAN;GEN;FEM;SG
dinar	динар	dinar	динар		N;INAN;NOM;MASC;SG
kirli	брудний	kirli	брудний		ADJ;NOM;MASC;SG
kirli	брудні	kirli	брудний		ADJ;NOM;PL
kirli	брудно	kirli	брудно		ADV
kirli	брудна	kirli	брудний		ADJ;NOM;FEM;SG
kirli	нечисті	kirli	нечистий		N;INAN;NOM;FEM;PL
mir	мір	mir	мір		
deutsche	deutsche	deutsche	deutsche	PROPN;NOM;SG;3	
foton	фотони	foton	фотон		N;INAN;NOM;MASC;PL
foton	фотон	foton	фотон		N;INAN;NOM;MASC;SG
objektif	лінзи	objektif	лінза		N;INAN;NOM;FEM;PL
objektif	лан	objektif	лан		N;INAN;NOM;MASC;SG
objektif	ціллю	objektif	цілий		N;INAN;INS;FEM;SG
objektif	ціль	objektif	ціль		N;INAN;NOM;FEM;SG
objektif	мета	objektif	мета		N;INAN;NOM;FEM;SG
tanzanya	танзанії	tanzan	танзанія	PROPN;NOM;SG;3	PROPN;INAN;GEN;FEM;SG
zaragoza	сарагоса	zaragoz	сарагос	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
korur	захищає	koru	захищати	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
troll	троль	troll	троль		N;ANIM;NOM;MASC;SG
troll	тролі	troll	тролі		N;ANIM;NOM;MASC;PL
illeri	провінції	il	провінція	N;ACC;PL;3	N;INAN;NOM;FEM;PL
aç	відкрити	aç	відкрити		V;PFV;NFIN
aç	відкрита	aç	відкритий		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
aç	відкрито	aç	відкрито		V;PFV;IND;0;FIN
aç	відкриті	aç	відкритий		ADJ;PFV;NOM;PL;V.PTCP;PASS
aç	відкритий	aç	відкритий		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
aç	голодна	aç	голодний		ADJ;NOM;FEM;SG
aç	голодним	aç	голодний		ADJ;INS;NEUT;SG
aç	голодний	aç	голодний		ADJ;NOM;MASC;SG
aç	голодні	aç	голодний		ADJ;NOM;PL
sözcükler	слів	sözcük	слово	N;NOM;PL;3	N;INAN;GEN;NEUT;PL
tiberius	тіберій	tiberius	тіберія		N;ANIM;NOM;MASC;SG
incir	інжир	incir	інжир		N;INAN;NOM;MASC;SG
kayıplar	втрат	kayıp	втрата	N;NOM;PL;3	N;INAN;GEN;FEM;PL
kayıplar	програш	kayıp	програш	N;NOM;PL;3	N;INAN;NOM;MASC;SG
delhi	делі	delhi	делі	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
dana	дана	dan	дан		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
hiçbiri	жодного	hiçbiri	жодний	PRO;NOM;SG;3	DET;GEN;MASC;SG
hiçbiri	відсутнє	hiçbiri	відсутній	PRO;NOM;SG;3	ADJ;NOM;NEUT;SG
hiçbiri	немає	hiçbiri	немати	PRO;NOM;SG;3	V;IPFV;IND;SG;3;NEG;PRS;FIN
hiçbiri	жодних	hiçbiri	жодний	PRO;NOM;SG;3	DET;GEN;PL
hiçbiri	відсутній	hiçbiri	відсутній	PRO;NOM;SG;3	ADJ;NOM;MASC;SG
bağırsak	кишечник	bağır	кишечник	V;PFV;PL;1;POS;PRS	N;INAN;NOM;MASC;SG
bağırsak	колон	bağır	колон	V;PFV;PL;1;POS;PRS	N;INAN;GEN;FEM;PL
bağırsak	визволив	bağır	визволити	V;PFV;PL;1;POS;PRS	V;PFV;MASC;IND;SG;PST;FIN
wehrmacht	капелани	wehrmacht	капелан	N;NOM;SG;3	N;ANIM;NOM;MASC;PL
kalacak	залишається	kal	залишатися	V;PFV;IND;SG;3;POS;FUT	V;IPFV;IND;SG;3;PRS;FIN
jeoloji	геологічних	jeoloji	геологічний		ADJ;GEN;PL
jeoloji	геологія	jeoloji	геологія		N;INAN;NOM;FEM;SG
dem	дем	de	дем		PROPN;ANIM;NOM;FEM;SG
bilhassa	особливо	bilhassa	особливо		ADV
bilhassa	особливо	bilhassa	особливо		ADV
gençleri	підлітки	genç	підліток	ADJ;ACC;PL;3	N;ANIM;NOM;MASC;PL
rom	rom	rom	rom		
rom	ром	rom	ром		N;INAN;NOM;MASC;SG
rom	рому	rom	рім		N;INAN;GEN;MASC;SG
sofia	софійська	sofia	софійський		ADJ;NOM;FEM;SG
sofia	софія	sofia	софія		N;ANIM;NOM;FEM;SG
grey	сіра	grey	сіра		N;INAN;NOM;FEM;SG
grey	сірий	grey	сірий		ADJ;NOM;MASC;SG
grey	грей	grey	грей		PROPN;ANIM;NOM;FEM;SG
köşk	маєток	köşk	маток		N;INAN;NOM;MASC;SG
devasa	величезна	devasa	величезний		ADJ;NOM;FEM;SG
devasa	величезний	devasa	величезний		ADJ;NOM;MASC;SG
devasa	величезні	devasa	величезний		ADJ;NOM;PL
devasa	гігантський	devasa	гігантський		ADJ;NOM;MASC;SG
devasa	неймовірні	devasa	неймовірний		ADJ;NOM;PL
ghost	примара	ghost	примар		N;INAN;NOM;FEM;SG
ghost	привид	ghost	привид		N;INAN;NOM;MASC;SG
dre	dre	dre	dre		
düşüş	зменшити	düşüş	зменшити		V;PFV;NFIN
düşüş	відхилити	düşüş	відхилити		V;PFV;NFIN
düşüş	падати	düşüş	падати		V;IPFV;NFIN
düşüş	осінь	düşüş	осінь		N;INAN;NOM;FEM;SG
düşüş	fall	düşüş	fall		
düşüş	падіння	düşüş	падіння		N;INAN;NOM;NEUT;SG
vekil	правителька	vekil	правителька		N;ANIM;NOM;FEM;SG
vekil	проксі	vekil	прокс		
vekil	депутат	vekil	депутат		N;ANIM;NOM;MASC;SG
vekil	заступник	vekil	заступник		N;ANIM;NOM;MASC;SG
kalsiyum	кальцій	kalsiyum	кальцій		N;INAN;NOM;MASC;SG
kalsiyum	кальцію	kalsiyum	калеція		N;INAN;GEN;MASC;SG
rocky	рокі	rocky	рік		
ideoloji	ідеологія	ideoloji	ідеологія		N;INAN;NOM;FEM;SG
önemsiz	неважливо	önemsiz	неважливо	ADJ	ADV
koy	додаю	koy	додати	V;PFV;IMP;SG;2;POS;PRS	V;IPFV;IND;SG;1;PRS;FIN
koy	ставимо	koy	ставити	V;PFV;IMP;SG;2;POS;PRS	V;IPFV;IND;PL;1;PRS;FIN
koy	класти	koy	класти	V;PFV;IMP;SG;2;POS;PRS	V;IPFV;NFIN
plaka	знаки	plaka	знак		N;INAN;NOM;MASC;PL
plaka	тарілки	plaka	тарілка		N;INAN;NOM;FEM;PL
plaka	плита	plaka	плита		N;INAN;NOM;FEM;SG
plaka	тарілка	plaka	тарілка		N;INAN;NOM;FEM;SG
saltanatı	править	saltanat	правити	N;NOM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
levi	леві	levi	леві		
alışık	звик	alışık	звикнути	ADJ	V;PFV;MASC;IND;SG;PST;FIN
metropolitan	metropolitan	metropolitan	metropolitan		
kapıları	брами	kapı	брама	N;ACC;PL;3	N;INAN;NOM;FEM;PL
kapıları	воріт	kapı	воріти	N;ACC;PL;3	N;INAN;GEN;FEM;PL
kapıları	ворота	kapı	воротий	N;ACC;PL;3	N;INAN;NOM;MASC;PL
kapıları	двері	kapı	двері	N;ACC;PL;3	N;INAN;NOM
slogan	девіз	slogan	девіз		N;INAN;NOM;MASC;SG
slogan	слоган	slogan	слоган		N;INAN;NOM;MASC;SG
slogan	гасло	slogan	гасло		N;INAN;NOM;NEUT;SG
slogan	фразу	slogan	фраза		N;INAN;ACC;FEM;SG
hero	герой	hero	герой		N;ANIM;NOM;MASC;SG
rex	рекс	rex	рекс		PROPN;ANIM;NOM;MASC;SG
mrs	пані	mrs	пані		N;ANIM;NOM;FEM;SG
şahit	свідки	şahit	свідки		N;ANIM;NOM;MASC;PL
şahit	вдавалось	şahit	вдаватися		V;IPFV;NEUT;IND;SG;PST;FIN
şahit	свідок	şahit	свідок		N;ANIM;NOM;MASC;SG
tez	дисертацію	tez	дисертація		N;INAN;ACC;FEM;SG
tez	дисертації	tez	дисертація		N;INAN;NOM;FEM;PL
mevki	розташування	mevki	розташування		N;INAN;NOM;NEUT;SG
mevki	позиція	mevki	позиція		N;INAN;NOM;FEM;SG
mevki	положення	mevki	положення		N;INAN;NOM;NEUT;SG
mevki	позиції	mevki	позиція		N;INAN;NOM;FEM;PL
lil	lil	lil	lil		
lionel	лайонел	lionel	лайонел		PROPN;ANIM;NOM;MASC;SG
mısırlı	єгипетський	mısırlı	єгипетський		ADJ;NOM;MASC;SG
mısırlı	єгипетська	mısırlı	єгипетський		ADJ;NOM;FEM;SG
homo	людина	homo	людина		N;ANIM;NOM;FEM;SG
homo	homo	homo	homo		
diskografisi	руслани	diskografi	руслан	N;NOM;SG;3	N;ANIM;NOM;FEM;PL
kullanışlı	зручний	kullanışlı	зручний		ADJ;NOM;MASC;SG
kullanışlı	зручно	kullanışlı	зручно		ADV
kullanışlı	зручна	kullanışlı	зручний		ADJ;NOM;FEM;SG
kullanışlı	корисне	kullanışlı	корисний		ADJ;NOM;NEUT;SG
kullanışlı	корисні	kullanışlı	корисний		ADJ;NOM;PL
kullanışlı	корисна	kullanışlı	корисний		ADJ;NOM;FEM;SG
kullanışlı	корисно	kullanışlı	корисно		ADV
kullanışlı	корисний	kullanışlı	корисний		ADJ;NOM;MASC;SG
kullanışlı	зручний	kullanışlı	зручний		ADJ;NOM;MASC;SG
kullanışlı	зручно	kullanışlı	зручно		ADV
drake	дрейк	drake	дрейк		PROPN;ANIM;NOM;MASC;SG
keşfedildi	виявили	keşfet	виявити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;PL;PST;FIN
pul	штамп	pul	штамп		N;INAN;NOM;MASC;SG
pul	марку	pul	марка		N;INAN;ACC;FEM;SG
pul	марка	pul	марка		N;INAN;NOM;FEM;SG
pul	штампи	pul	штамп		N;INAN;NOM;MASC;PL
pul	марки	pul	марка		N;INAN;NOM;FEM;PL
pul	машинок	pul	машинка		N;INAN;GEN;FEM;PL
gözlemevi	обсерваторія	gözlemevi	обсерваторія		N;INAN;NOM;FEM;SG
earl	ерл	earl	ерл		
pazartesi	понеділок	pazartesi	понеділок		N;INAN;NOM;MASC;SG
hamlet	гамлет	hamlet	гамлет		N;ANIM;NOM;MASC;SG
reed	рід	reed	рід		N;INAN;NOM;MASC;SG
muammer	муаммар	muammer	муаммар		PROPN;ANIM;NOM;MASC;SG
trick	хитрість	trick	хитрість		N;INAN;NOM;FEM;SG
trick	трюк	trick	трюк		N;INAN;NOM;MASC;SG
trick	аналізи	trick	аналіз		N;INAN;NOM;MASC;PL
eintracht	айнтрахт	eintracht	айнтрахт	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
dante	данте	dant	данте		PROPN;ANIM;NOM;MASC;SG
türkmenler	туркмени	türkmen	туркмен	ADJ;NOM;PL;3	N;ANIM;NOM;MASC;PL
mississippi	міссісіпі	mississippi	міссісіп	N;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
mağarası	печеру	mağara	печера	N;NOM;SG;3	N;INAN;ACC;FEM;SG
