relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
interakcie	interakcij	interakcia	interakcija	N;NOM;FEM;PL	N;GEN;FEM;PL
sedan	salonu	sedan	salon	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
als	als	als	als	PROPN;ANIM;NOM;MASC;SG	
kritiku	kritika	kritika	kritika	N;ACC;FEM;SG	N;NOM;FEM;SG
kritiku	kritik	kritika	kritik	N;ACC;FEM;SG	N;NOM;MASC;SG
kritiku	kritike	kritika	kritika	N;ACC;FEM;SG	N;NOM;FEM;PL
kritiku	kritik	kritika	kritik	N;ACC;FEM;SG	N;NOM;MASC;SG
kritiku	kritike	kritika	kritika	N;ACC;FEM;SG	N;NOM;FEM;PL
téme	vsebina	téma	vsebina	N;DAT;FEM;SG	N;NOM;FEM;SG
téme	tema	téma	tema	N;DAT;FEM;SG	N;NOM;FEM;SG
chad	chad	chad	chad	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
inštitúcia	institucijo	inštitúcia	institucija	N;NOM;FEM;SG	N;ACC;FEM;SG
nádeje	upe	nádej	upa	N;NOM;FEM;PL	N;ACC;MASC;PL
nádeje	upa	nádej	up	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
nádeje	upanja	nádej	upanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
juels	juels	juels	juels	PROPN;ANIM;NOM;MASC;SG	
externý	zunanje	externý	zunanji	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
zeus	zevs	zeus	zevs	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zeus	zeus	zeus	zeus	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
experimentálne	eksperimentalno	experimentálne	eksperimentalno	ADV	ADJ;NOM;NEUT;SG
experimentálne	poskusni	experimentálne	poskusen	ADV	ADJ;NOM;DEF;MASC;SG
experimentálne	poskusnih	experimentálne	poskusen	ADV	ADJ;GEN;MASC;PL
experimentálne	poskusna	experimentálne	poskusen	ADV	ADJ;NOM;FEM;SG
ostro	ostri	ostro	oster	ADV	ADJ;NOM;MASC;PL
ostro	oster	ostro	oster	ADV	ADJ;NOM;INDF;MASC;SG
ostro	ostra	ostro	oster	ADV	ADJ;NOM;FEM;SG
ostro	sharp	ostro	sharpa	ADV	N;NOM;MASC;SG
roh	kotu	roh	kot	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
roh	roga	roh	rog	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
roh	horn	roh	horen	N;INAN;NOM;MASC;SG	
všimol	opazili	všimnúť	opaziti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
město	město	město	mesto	INTJ	N;NOM;NEUT;SG
vlastníkom	lastnik	vlastník	lastnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
vlastníkom	lastnica	vlastník	lastnica	N;ANIM;INS;MASC;SG	N;NOM;FEM;SG
povolené	pooblaščeni	povolený	pooblaščen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
povolené	pooblaščeni	povolený	pooblaščen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
zrušil	razveljavljen	zrušiť	razveljavljen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
jedenásť	eleven	jedenásť	eleven	NUM;NOM;NEUT;SG	N;NOM;MASC;SG
jedenásť	enajst	jedenásť	enajst	NUM;NOM;NEUT;SG	NUM;NOM;PL
magnus	magnus	magnus	magnus	N;ANIM;NOM;MASC;SG	
epizódy	epizod	epizóda	epizod	N;NOM;FEM;PL	N;GEN;FEM;PL
dočasné	začasno	dočasný	začasno	ADJ;NOM;NEUT;SG	ADV
objavovať	raziskovanje	objavovať	raziskovanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
objavovať	raziskati	objavovať	raziskati	V;IPFV;POS;NFIN	V;PFV;NFIN
objavovať	odkriti	objavovať	odkriti	V;IPFV;POS;NFIN	V;PFV;NFIN
objavovať	odkrili	objavovať	odkriti	V;IPFV;POS;NFIN	V;PFV;MASC;PL;V.PTCP
stúpa	naraščanje	stúpať	naraščanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
potraviny	hrano	potravina	hrana	N;NOM;FEM;PL	N;ACC;FEM;SG
potraviny	hrana	potravina	hrana	N;NOM;FEM;PL	N;NOM;FEM;SG
očami	oci	oko	oci	N;INS;NEUT;PL	N;NOM;FEM;SG
očami	oči	oko	oči	N;INS;NEUT;PL	N;NOM;FEM;PL
kategóriu	kategorija	kategória	kategorija	N;ACC;FEM;SG	N;NOM;FEM;SG
spomienky	spomine	spomienka	spomin	N;NOM;FEM;PL	N;ACC;MASC;PL
spomienky	spominov	spomienka	spomin	N;NOM;FEM;PL	N;GEN;MASC;PL
ťažkosti	težavah	ťažkosť	težava	N;NOM;FEM;PL	N;ESS;FEM;PL
ťažkosti	oteženo	ťažkosť	otežen	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
edmund	edmund	edmunda	edmund	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
patriaci	pripadnost	patriaci	pripadnost	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;FEM;SG
patriaci	pripadnosti	patriaci	pripadnost	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	N;GEN;FEM;SG
protest	protesti	protest	protest	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
graham	graham	graham	grahati	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
riadené	uspela	riadený	uspeti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
riadené	uspelo	riadený	uspeti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;V.PTCP
riadené	vodeni	riadený	voden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
riadené	voden	riadený	voden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
riadené	nadzorovanih	riadený	nadzorovan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
riadené	nadzorovani	riadený	nadzorovan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
poškodený	poškodovanih	poškodený	poškodovan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
poškodený	poškodovani	poškodený	poškodovan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
poškodený	poškodovane	poškodený	poškodovan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
poškodený	pokvaril	poškodený	pokvariti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
zadný	zadaj	zadný	zadaj	ADJ;ANIM;NOM;MASC;SG	
existujúcich	obstoječa	existujúci	obstoječ	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
existujúcich	obstoječo	existujúci	obstoječ	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
existujúcich	obstoječe	existujúci	obstoječ	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
existujúcich	obstoječi	existujúci	obstoječ	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
chrániť	zaščiti	chrániť	zaščititi	V;IPFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
radosť	radosti	radosť	radost	N;NOM;FEM;SG	N;NOM;FEM;PL
radosť	joy	radosť	joy	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
prepojené	povezani	prepojený	povezan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
štandardná	privzeta	štandardný	privzet	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
štandardná	privzeto	štandardný	privzet	ADJ;NOM;FEM;SG	ADV
prístupná	dostopni	prístupný	dostopen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
správna	pravilno	správny	pravilno	ADJ;NOM;FEM;SG	ADV
správna	pravilni	správny	pravilen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
sála	hall	sála	hall	N;NOM;FEM;SG	
litoměřice	litoměřice	litomchica	litomiiica	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
deja	deja	diať	deja	N;GEN;FEM;SG	N;NOM;MASC;SG
auta	car	auto	car	N;NOM;NEUT;PL	N;NOM;MASC;SG
auta	avto	auto	avto	N;NOM;NEUT;PL	N;NOM;MASC;SG
auta	avtomobil	auto	avtomobil	N;NOM;NEUT;PL	N;NOM;MASC;SG
krk	vratu	krk	vrat	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
magyar	magyar	magyar	magyar	N;INAN;NOM;MASC;SG	
prach	praha	prach	praha	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
nadácia	temelje	nadácia	temelj	N;NOM;FEM;SG	N;ACC;MASC;PL
výmeny	izmenjav	výmena	izmenjava	N;NOM;FEM;PL	N;GEN;FEM;PL
colin	colin	colin	colina	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pocity	čustev	pocit	čustvo	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
pocity	občutke	pocit	občutek	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
ľahký	svetlo	ľahký	svetlo	ADJ;INAN;NOM;MASC;SG	ADV
ľahký	svetloba	ľahký	svetloba	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
ľahký	luč	ľahký	luč	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
africké	afriške	africký	afriški	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
dcér	hčera	dcér	hčera	N;GEN;FEM;PL	N;NOM;FEM;SG
dcér	hčerki	dcér	hčerka	N;GEN;FEM;PL	N;NOM;FEM;DU
dcér	hčere	dcér	hči	N;GEN;FEM;PL	N;NOM;FEM;PL
dcér	hčerke	dcér	hčerka	N;GEN;FEM;PL	N;NOM;FEM;PL
zložité	kompleks	zložitý	kompleks	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
panva	medenico	panv	medenica	N;NOM;FEM;SG	N;ACC;FEM;SG
advokát	odvetnika	advokát	odvetnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
existujúce	obstoječe	existujúci	obstoječ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
existujúce	obstoječi	existujúci	obstoječ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
ťažšie	težji	ťažký	težek	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
ťažšie	težja	ťažký	težek	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
oceľ	jekla	oceľ	jeklo	N;NOM;FEM;SG	N;NOM;NEUT;PL
oceľ	jeklena	oceľ	jeklen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
oceľ	jeklene	oceľ	jeklen	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
oceľ	jekleni	oceľ	jeklen	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
oceľ	jekleno	oceľ	jeklen	N;NOM;FEM;SG	ADV
skúmanie	raziskuje	skúmanie	raziskovati	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
skúmanie	raziskovanju	skúmanie	raziskovanje	N;NOM;NEUT;SG	N;DAT;NEUT;SG
skúmanie	preiskavo	skúmanie	preiskava	N;NOM;NEUT;SG	N;ACC;FEM;SG
skúmanie	preiskave	skúmanie	preiskava	N;NOM;NEUT;SG	N;NOM;FEM;PL
vták	bird	vták	bird	N;ANIM;NOM;MASC;SG	
roberto	roberto	roberto	roberta	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prevahu	premoč	prevaha	premoč	N;ACC;FEM;SG	N;NOM;FEM;SG
jedince	posameznike	jedinec	posameznik	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
jedince	posameznikov	jedinec	posameznik	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
brusel	bruselj	brusel	bruselj	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
predsedníctva	predsedstvo	predsedníctvo	predsedstvo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
predsedníctva	predsedovanje	predsedníctvo	predsedovanje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
čiernych	črnci	čierny	črnec	ADJ;GEN;MASC;PL	N;NOM;MASC;PL
významnosť	pomembnosti	významnosť	pomembnost	N;NOM;FEM;SG	N;GEN;FEM;SG
reťazec	vrvico	reťazec	vrvica	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
reťazec	vrvice	reťazec	vrvica	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
reťazec	verigo	reťazec	veriga	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
reťazec	verige	reťazec	veriga	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
rozvíja	razvije	rozvíjať	razviti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
zomreli	umrla	zomrieť	umreti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
zomreli	umrl	zomrieť	umreti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
sľub	obljubi	sľub	obljuba	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
vhodná	ustrezno	vhodný	ustrezno	ADJ;NOM;FEM;SG	ADV
vhodná	primerni	vhodný	primeren	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
ghz	ghz	ghz	ghz		N;NOM;MASC;SG
apr	apr	apr	apr	INTJ	N;NOM;MASC;SG
khl	khl	khl	khl		N;NOM;MASC;SG
výrobcov	pridelovalci	výrobec	pridelovalec	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
výrobcov	proizvajalci	výrobec	proizvajalec	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
výrobcov	izdelovalci	výrobec	izdelovalec	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
výrobcov	proizvajalci	výrobec	proizvajalec	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
nahrávania	pošiljanja	nahrávanie	pošiljanje	N;NOM;NEUT;PL	N;GEN;NEUT;SG
vyvíja	razvije	vyvíjať	razviti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
životnosť	doživljenjsko	životnosť	doživljenjski	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
životnosť	trajnosti	životnosť	trajnost	N;NOM;FEM;SG	N;GEN;FEM;SG
jun	jun	jun	jun		N;NOM;MASC;SG
jun	yun	jun	yun		PROPN;NOM;MASC;SG
elektronický	elektronsko	elektronický	elektronsko	ADJ;INAN;NOM;MASC;SG	ADV
vodič	voznika	vodič	voznik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
newton	newton	newton	newton	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
desaťročí	desetletji	desaťročie	desetletje	N;NOM;NEUT;SG	N;NOM;NEUT;PL
desaťročí	desetletjih	desaťročie	desetletje	N;NOM;NEUT;SG	N;ESS;NEUT;PL
desaťročí	desetletij	desaťročie	desetletje	N;NOM;NEUT;SG	N;GEN;NEUT;PL
desaťročí	desetletja	desaťročie	desetletje	N;NOM;NEUT;SG	N;NOM;NEUT;PL
desaťročí	desetletju	desaťročie	desetletje	N;NOM;NEUT;SG	N;DAT;NEUT;SG
galileo	galileo	galileo	galiti	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
obmedzený	omejeni	obmedzený	omejen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
obmedzený	omejene	obmedzený	omejen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
obmedzený	omejeni	obmedzený	omejen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
dôsledok	posledice	dôsledok	posledica	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
palace	palačo	palac	palača	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
rytmus	premagal	rytmus	premagati	N;INAN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
duo	duet	duo	duet	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
duo	duo	duo	duo	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kresťanský	christian	kresťanský	christian	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
kresťanský	kristjan	kresťanský	kristjan	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mäsa	mesa	mäso	meso	N;NOM;NEUT;PL	N;GEN;NEUT;SG
mäsa	meso	mäso	meso	N;NOM;NEUT;PL	N;NOM;NEUT;SG
mäsa	mesni	mäso	mesen	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
henrik	henrik	henrik	henrik	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
bach	bach	bach	bacha	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
slávu	slava	sláva	slava	N;ACC;FEM;SG	N;NOM;FEM;SG
slávu	slava	sláva	slava	N;ACC;FEM;SG	N;NOM;FEM;SG
slávu	slavi	sláva	slaviti	N;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
theodor	theodor	theodor	theodor	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ahoj	pozdravljeni	ahoj	pozdravljen	INTJ	ADJ;NOM;MASC;PL;V.PTCP
učiť	naučil	učiť	naučiti	V;IPFV;POS;NFIN	V;PFV;MASC;SG;V.PTCP
učiť	naučil	učiť	naučiti	V;IPFV;POS;NFIN	V;PFV;MASC;SG;V.PTCP
kôra	lubja	kôra	lubja	N;NOM;FEM;SG	N;NOM;NEUT;PL
kôra	lupine	kôra	lupina	N;NOM;FEM;SG	N;NOM;FEM;PL
kôra	lupino	kôra	lupina	N;NOM;FEM;SG	N;ACC;FEM;SG
fakty	dejstev	fakt	dejstvo	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
costa	costa	costa	cost	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
darwin	darwin	darwin	darwin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
uzavreté	zaprte	uzavretý	zaprt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
uzavreté	zaprti	uzavretý	zaprt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
rozhovory	intervjuje	rozhovor	intervjevati	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
rozhovory	intervjujev	rozhovor	intervjujev	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
tlači	tiska	tlač	tisk	N;DAT;FEM;SG	N;GEN;MASC;SG
tlači	pritisni	tlač	pritisniti	N;DAT;FEM;SG	V;PFV;IND;SG;2;FIN
tlači	tisk	tlač	tisk	N;DAT;FEM;SG	N;NOM;MASC;SG
tlači	novinarji	tlač	novinar	N;DAT;FEM;SG	N;NOM;MASC;PL
spolupracovala	sodeloval	spolupracovať	sodelovati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
zabili	ubitih	zabiť	ubit	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
zabili	ubit	zabiť	ubit	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
zabili	ubita	zabiť	ubiti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;DU;V.PTCP
zabili	umorjen	zabiť	umorjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
zabili	umorjena	zabiť	umorjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
gréckom	grški	grécko	grški	ADJ;ESS;NEUT;SG	ADJ;NOM;MASC;SG
gréckom	grško	grécko	grški	ADJ;ESS;NEUT;SG	ADJ;NOM;NEUT;SG
gréckom	grk	grécko	grk	ADJ;ESS;NEUT;SG	N;NOM;MASC;SG
gréckom	grška	grécko	grški	ADJ;ESS;NEUT;SG	ADJ;NOM;FEM;SG
sfondo	sfondo	sfondo	sfonda	PROPN;ANIM;NOM;MASC;SG	
osudu	usoda	osud	usoda	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
osudu	usodo	osud	usoda	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
štýly	styles	štýl	styles	N;INAN;NOM;MASC;PL	
hlboký	globoka	hlboký	globok	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
hlboký	globoko	hlboký	globoko	N;INAN;NOM;MASC;SG	ADV
hlboký	globok	hlboký	globok	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
hlboký	globoka	hlboký	globok	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
využívaná	izkoriščajo	využívaný	izkoriščati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN
zaujíma	zainteresirani	zaujímať	zainteresiran	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
zaujíma	zainteresirana	zaujímať	zainteresiran	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
zaujíma	zainteresirane	zaujímať	zainteresiran	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;PL;V.PTCP
viaže	vezan	viazať	vezan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
viaže	vezani	viazať	vezan	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
cape	cape	cape	capa	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
vyrobená	izdelane	vyrobený	izdelan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
vyrobená	narejeni	vyrobený	narejen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
kalendára	koledar	kalendár	koledar	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
flotily	ladjevje	flotil	ladjevje	N;NOM;FEM;PL	N;NOM;NEUT;SG
flotily	floto	flotil	flot	N;NOM;FEM;PL	N;ACC;FEM;SG
flotily	flota	flotil	flot	N;NOM;FEM;PL	N;NOM;FEM;SG
flotily	flot	flotil	flot	N;NOM;FEM;PL	N;GEN;FEM;PL
flotily	ladjevja	flotil	ladjevje	N;NOM;FEM;PL	N;GEN;NEUT;SG
menším	manjše	malý	majhen	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
menším	manjša	malý	majhen	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
menším	manjši	malý	majhen	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
búrka	storm	búrka	storm	N;NOM;FEM;SG	
domácu	domači	domáci	domač	N;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
domácu	domač	domáci	domač	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
domácu	domače	domáci	domače	N;ACC;FEM;SG	ADV
domácu	domača	domáci	domač	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
keith	keith	keith	keith	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
spáchal	predano	spáchať	predan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
spáchal	storjena	spáchať	storjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pablo	pablo	pabnúť	pabla	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
slonoviny	slonokoščeni	slonovina	slonokoščen	N;NOM;FEM;PL	ADJ;NOM;MASC;SG;V.PTCP
presvedčený	samozavestno	presvedčený	samozavesten	ADJ;ANIM;NOM;MASC;SG	ADV
presvedčený	samozavestni	presvedčený	samozavesten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
presvedčený	verjemi	presvedčený	verje	ADJ;ANIM;NOM;MASC;SG	V;IND;SG;1;PRS;FIN
presvedčený	prepričal	presvedčený	prepričati	ADJ;ANIM;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
zranenie	poškodbe	zranenie	poškodba	N;NOM;NEUT;SG	N;NOM;FEM;PL
zranenie	rane	zranenie	ran	N;NOM;NEUT;SG	N;NOM;FEM;PL
zranenie	rano	zranenie	ran	N;NOM;NEUT;SG	N;ACC;FEM;SG
labuť	swan	labuť	swan	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
zachytáva	ujame	zachytávať	ujeti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
hitlera	hitlerju	hitler	hitler	N;ANIM;ACC;MASC;SG	N;DAT;MASC;SG
hitlera	hitler	hitler	hitler	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
reštaurácia	restavracije	reštaurácia	restavracija	N;NOM;FEM;SG	N;NOM;FEM;PL
brad	brad	brad	brad	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
calgary	calgary	calgar	calgary	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG
endate	endate	endat	endati	PROPN;ANIM;NOM;MASC;SG	
zastávky	ustavi	zastávka	ustaviti	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
ukončiť	izhod	ukončiť	izhod	V;PFV;POS;NFIN	N;NOM;MASC;SG
ukončiť	izstop	ukončiť	izstop	V;PFV;POS;NFIN	
ukončiť	konec	ukončiť	konec	V;PFV;POS;NFIN	N;NOM;MASC;SG
ukončiť	odpoved	ukončiť	odpoved	V;PFV;POS;NFIN	N;NOM;MASC;SG
gregory	gregor	gregor	gregor	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
gregory	gregory	gregor	gregory	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
lars	lars	lars	lars	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ostrý	ostri	ostrý	oster	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
ostrý	ostro	ostrý	ostro	ADJ;INAN;NOM;MASC;SG	ADV
