til	pour	til	pour	ADV	ADP
lod	lod	lade	lod	V;IND;PST;FIN;ACT	N;MASC;SG
olsen	olsen	olse	olsen	PROPN	PROPN
skov	woods	skov	wood	N;INDF;MASC+FEM;SG	PROPN
skov	forêts	skov	forêt	N;INDF;MASC+FEM;SG	N;FEM;PL
skov	forêts	skov	forêt	N;INDF;MASC+FEM;SG	N;FEM;PL
forslag	proposition	forslag	proposition	N;INDF;NEUT;PL	N;FEM;SG
forslag	suggestion	forslag	suggestion	N;INDF;NEUT;PL	N;FEM;SG
gud	god	gud	god	N;INDF;MASC+FEM;SG	INTJ
grænsen	frontalier	grænse	frontalier	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
grænsen	frontières	grænse	frontière	N;DEF;MASC+FEM;SG	N;FEM;PL
ændret	modifiées	ændre	modifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ændret	modifiés	ændre	modifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bor	live	bo	live	V;IND;PRS;FIN;ACT	PROPN
bor	foreuse	bo	foreux	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	perçage	bo	perçage	V;IND;PRS;FIN;ACT	N;MASC;SG
bor	perceuse	bo	perceuser	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	foret	bo	foret	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	bore	bo	bore	V;IND;PRS;FIN;ACT	N;MASC;SG
arkitekt	architectes	arkitekt	architecte	N;INDF;MASC+FEM;SG	N;MASC;PL
allierede	alliés	alliere	allié	V;PL;PST;V.PTCP	N;MASC;PL
allierede	allié	alliere	allié	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
allierede	allied	alliere	allied	V;PL;PST;V.PTCP	PROPN
allierede	alliées	alliere	allié	V;PL;PST;V.PTCP	ADJ;FEM;PL
allierede	alliée	alliere	allier	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
allierede	alliés	alliere	allié	V;PL;PST;V.PTCP	N;MASC;PL
allierede	allié	alliere	allié	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
allierede	alliée	alliere	allier	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
allierede	ally	alliere	ally	V;PL;PST;V.PTCP	PROPN
vigtig	importantes	vigtig	important	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
vigtig	importants	vigtig	important	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
schweiz	suisse	schweiz	suisse		ADJ;MASC;SG
schweiz	suisses	schweiz	suisse		N;MASC;PL
schweiz	suisse	schweiz	suisse		ADJ;MASC;SG
alder	âges	alder	âge	N;INDF;MASC+FEM;SG	N;MASC;PL
tilsvarende	correspondant	tilsvarende	correspondre	ADJ	V;PRS;V.PTCP
tilsvarende	pareillement	tilsvarende	pareillement	ADJ	ADV
spørgsmål	question	spørgsmål	question	N;INDF;NEUT;PL	N;FEM;SG
harry	harry	harry	harry		PROPN
alexander	aleksandr	alexander	aleksandr	N;INDF;MASC+FEM;SG	PROPN
alexander	alexander	alexander	alexander	N;INDF;MASC+FEM;SG	PROPN
kristne	chrétiens	kristen	chrétien	ADJ;PL	N;MASC;PL
inde	interieur	inde	interieur	ADV	ADJ;MASC;SG
inde	inside	inde	inside	ADV	
inde	intérieur	inde	intérieur	ADV	N;MASC;SG
caps	casquettes	caps	casquette	N;INDF;NEUT;SG	N;FEM;PL
caps	chapeaux	caps	chapeau	N;INDF;NEUT;SG	N;MASC;PL
caps	caps	caps	caps	N;INDF;NEUT;SG	N;MASC;PL
caps	bouchons	caps	bouchon	N;INDF;NEUT;SG	N;MASC;PL
begynder	commencement	begynde	commencement	V;IND;PRS;FIN;ACT	N;MASC;SG
begynder	début	begynde	début	V;IND;PRS;FIN;ACT	N;MASC;SG
begynder	démarrage	begynde	démarrage	V;IND;PRS;FIN;ACT	N;MASC;SG
tab	pertes	tab	perte	N;INDF;NEUT;SG	N;FEM;PL
tab	pertes	tab	perte	N;INDF;NEUT;SG	N;FEM;PL
tab	onglets	tab	onglet	N;INDF;NEUT;SG	N;MASC;PL
louis	louis	louis	loui		N;MASC;SG
udviklede	développée	udvikle	développer	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udviklede	développé	udvikle	développer	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udviklede	évolué	udvikle	évoluer	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fandtes	existait	fande	exister	V;IND;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
fandtes	existé	fande	exister	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
fandtes	existaient	fande	exister	V;IND;PRS;FIN;PASS	V;IND;PL;3;IPFV;FIN
højt	élevée	høj	élever	ADJ;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
højt	hautes	høj	haut	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
best	meilleure	best	meilleur		ADJ;FEM;SG
best	meilleures	best	meilleur		ADJ;FEM;PL
best	meilleur	best	meilleur		ADJ;MASC;SG
best	best	best	best		PROPN
best	meilleurs	best	meilleur		ADJ;MASC;PL
skabt	crées	skabe	créer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
skabt	créés	skabe	créer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nov	novembre	nov	novembre		N;MASC;SG
nov	nov	nov	novembre		N;MASC;SG
slag	souffler	slag	souffler	N;INDF;NEUT;SG	V;NFIN
slag	coups	slag	coup	N;INDF;NEUT;SG	N;MASC;PL
jean	jean	jean	jean		PROPN
tom	vides	tom	vide		ADJ;MASC;PL
tom	vider	tom	vider		V;NFIN
tom	vide	tom	vide		ADJ;MASC;SG
tom	tom	tom	tom		PROPN
udført	exportés	udføre	exporter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udført	exportées	udføre	exporter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	accordées	tildele	accorder	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	attribuées	tildele	attribuer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	attribués	tildele	attribuer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	décernés	tildele	décerner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	assignés	tildele	assigner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	assignées	tildele	assigner	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	alloués	tildele	alloué	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	alloués	tildele	alloué	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
italiensk	italiennes	italiensk	italien	ADJ;INDF;SG	ADJ;FEM;PL
italiensk	italiens	italiensk	italien	ADJ;INDF;SG	ADJ;MASC;PL
kilde	sources	kilde	source	N;INDF;MASC+FEM;SG	N;FEM;PL
græsk	grecs	græsk	grec	ADJ;INDF;SG	N;MASC;PL
græsk	grecques	græsk	grec	ADJ;INDF;SG	ADJ;FEM;PL
enheder	périphériques	enhed	périphérique	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
goals	buts	goals	but		N;MASC;PL
goals	objectifs	goals	objectif		N;MASC;PL
våben	armement	våben	armement	N;INDF;NEUT;PL	N;MASC;SG
våben	arme	våben	arme	N;INDF;NEUT;PL	N;FEM;SG
våben	guns	våben	gun	N;INDF;NEUT;PL	N;MASC;SG
våben	fusil	våben	fusil	N;INDF;NEUT;PL	N;MASC;SG
våben	pistolet	våben	pistolet	N;INDF;NEUT;PL	N;MASC;SG
våben	arme	våben	arme	N;INDF;NEUT;PL	N;FEM;SG
våben	revolver	våben	revolver	N;INDF;NEUT;PL	N;MASC;SG
våben	bras	våben	bras	N;INDF;NEUT;PL	N;MASC;SG
wien	wien	wien	wien	PROPN	PROPN
wien	vienne	wien	venir	PROPN	ADJ;FEM;SG
spor	morceaux	spor	morceau	N;INDF;NEUT;SG	N;MASC;PL
spor	chenilles	spor	chenille	N;INDF;NEUT;SG	N;FEM;PL
spor	pistes	spor	piste	N;INDF;NEUT;SG	N;FEM;PL
hertug	duke	hertug	duke	N;INDF;MASC+FEM;SG	PROPN
klar	prêtes	klar	prêt	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
klar	prêts	klar	prêt	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
klar	effacer	klar	effacer	ADJ;INDF;MASC+FEM;SG	V;NFIN
west	occidentale	west	occidental	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
west	west	west	west	N;INDF;MASC+FEM;SG	PROPN
størrelse	tailles	størrelse	taille	N;INDF;MASC+FEM;SG	N;FEM;PL
rejste	voyageait	rejse	voyager	V;PL;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
rejste	voyagé	rejse	voyager	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rejste	voyagé	rejse	voyager	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rejste	parcouru	rejse	parcourir	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
penge	monnaie	penge	monnaie	N;INDF;MASC+FEM;PL	N;FEM;SG
penge	argent	penge	argent	N;INDF;MASC+FEM;PL	N;MASC;SG
lys	légère	lys	léger	N;INDF;NEUT;SG	ADJ;FEM;SG
lys	léger	lys	léger	N;INDF;NEUT;SG	ADJ;MASC;SG
lys	lumières	lys	lumière	N;INDF;NEUT;SG	N;FEM;PL
lys	luminaires	lys	luminaire	N;INDF;NEUT;SG	N;MASC;PL
ekstra	extra	ekstra	extra	ADJ	N;MASC;SG
hvilke	lesquels	hvilken	lequel	PRO;PL	PRO;MASC;PL
hvilke	laquelle	hvilken	lequel	PRO;PL	PRO;FEM;SG
hvilke	lequel	hvilken	lequel	PRO;PL	PRO;MASC;SG
stift	raides	stiv	raide	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
stift	rigides	stiv	rigide	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
stift	rigidité	stiv	rigidité	ADJ;INDF;NEUT;SG	N;FEM;SG
stift	diocèse	stiv	diocèse	ADJ;INDF;NEUT;SG	N;MASC;SG
produktion	sortie	produktion	sortir	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
vejle	vejle	vejle	vejle	PROPN	N;MASC;SG
tekniske	technique	teknisk	technique	ADJ;PL	ADJ;MASC;SG
fører	prospects	føre	prospect	V;IND;PRS;FIN;ACT	N;MASC;PL
fører	pilote	føre	pilote	V;IND;PRS;FIN;ACT	N;MASC;SG
fører	conducteur	føre	conducteur	V;IND;PRS;FIN;ACT	N;MASC;SG
fører	führer	føre	führer	V;IND;PRS;FIN;ACT	N;MASC;SG
slægt	kin	slægge	kin	N;INDF;MASC+FEM;SG	
spanske	espagnol	spansk	espagnol	ADJ;PL	ADJ;MASC;SG
spanske	espagnole	spansk	espagnol	ADJ;PL	ADJ;FEM;SG
forældre	parent	forælder	parent	N;INDF;MASC+FEM;PL	N;MASC;SG
tabte	lost	tabe	lost	V;IND;PST;FIN;ACT	PROPN
kongens	king	konge	king	N;GEN;DEF;MASC+FEM;SG	PROPN
fjerde	fourth	fjerde	fourth	ADJ	PROPN
fjerde	quatrièmement	fjerde	quatrièmement	ADJ	ADV
adgang	accéder	adgang	accéder	N;INDF;MASC+FEM;SG	V;NFIN
sten	pierres	sten	pierre	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	stone	sten	stone	N;INDF;MASC+FEM;SG	PROPN
sten	pierres	sten	pierre	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	roches	sten	roche	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	rochers	sten	rocher	N;INDF;MASC+FEM;SG	N;MASC;PL
sten	cailloux	sten	caillou	N;INDF;MASC+FEM;SG	N;MASC;PL
sten	pierres	sten	pierre	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	sten	sten	sten	N;INDF;MASC+FEM;SG	PROPN
sten	rocheux	sten	rocheux	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
professionel	professionnels	professionel	professionnel	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
professionel	professionnelles	professionel	professionnel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
australien	australie	australie	australie	PROPN	PROPN
sørensen	sørensen	sørense	sørensen	PROPN	PROPN
lade	grange	lade	grange	V;NFIN;ACT	N;FEM;SG
lade	étable	lade	étable	V;NFIN;ACT	ADJ;FEM;SG
stiftet	formés	stift	former	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
stiftet	formées	stift	former	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
stiftet	diocèse	stift	diocèse	V;INDF;SG;PST;V.PTCP	N;MASC;SG
færøerne	féroé	færøer	féroé	N;DEF;MASC+FEM;PL	PROPN
kraft	forcer	kraft	forcer	N;INDF;MASC+FEM;SG	V;NFIN
kraft	pouvoir	kraft	pouvoir	N;INDF;MASC+FEM;SG	V;NFIN
gyldendal	gyldendal	gyldendal	gyldendal		PROPN
nordiske	nordique	nordisk	nordique	ADJ;PL	ADJ;MASC;SG
skriver	écrivez	skrive	écrire	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
skriver	écrit	skrive	écrire	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
skriver	dactylographie	skrive	dactylographie	V;IND;PRS;FIN;ACT	N;FEM;SG
skriver	rédaction	skrive	rédaction	V;IND;PRS;FIN;ACT	N;FEM;SG
skriver	écriture	skrive	écriture	V;IND;PRS;FIN;ACT	N;FEM;SG
studier	etude	studi	etude	N;INDF;NEUT;PL	N;FEM;SG
studier	étudier	studi	étudier	N;INDF;NEUT;PL	V;NFIN
studier	étude	studi	étude	N;INDF;NEUT;PL	N;FEM;SG
sagde	disait	sige	dire	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
hvid	blancs	hvid	blanc	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
hvid	blanches	hvid	blanc	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
hvid	blanc	hvid	blanc	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
private	privée	privat	priver	ADJ;PL	V;FEM;SG;PST;V.PTCP
private	privé	privat	privé	ADJ;PL	ADJ;MASC;SG
private	privés	privat	priver	ADJ;PL	V;MASC;PL;PST;V.PTCP
ønsker	souhait	ønske	souhait	V;IND;PRS;FIN;ACT	N;MASC;SG
ønsker	voeu	ønske	voeu	V;IND;PRS;FIN;ACT	N;MASC;SG
ønsker	voeux	ønske	voeu	V;IND;PRS;FIN;ACT	N;MASC;PL
ønsker	désirs	ønske	désir	V;IND;PRS;FIN;ACT	N;MASC;PL
ønsker	souhaits	ønske	souhait	V;IND;PRS;FIN;ACT	N;MASC;PL
ønsker	vœux	ønske	vœux	V;IND;PRS;FIN;ACT	N;MASC;PL
ønsker	envie	ønske	envie	V;IND;PRS;FIN;ACT	N;FEM;SG
ønsker	voulez	ønske	vouloir	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
los	los	los	el	PROPN	PROPN
los	lynx	los	lynx	PROPN	N;MASC;SG
trak	drew	trække	drew	V;IND;PST;FIN;ACT	PROPN
ridder	knight	ridder	knight	N;INDF;MASC+FEM;SG	PROPN
ridder	chevaliers	ridder	chevalier	N;INDF;MASC+FEM;SG	N;MASC;PL
ridder	ser	ridder	ser	N;INDF;MASC+FEM;SG	PROPN
oprindelig	initiale	oprindelig	initial	ADV	ADJ;FEM;SG
oprindelig	initial	oprindelig	initial	ADV	ADJ;MASC;SG
oprindelig	initiales	oprindelig	initial	ADV	ADJ;FEM;PL
oprindelig	originale	oprindelig	original	ADV	ADJ;FEM;SG
oprindelig	original	oprindelig	original	ADV	ADJ;MASC;SG
oprindelig	originaux	oprindelig	original	ADV	ADJ;MASC;PL
central	central	central	central	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
central	centrale	central	central	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
sorte	noire	sort	noir	ADJ;PL	ADJ;FEM;SG
sorte	black	sort	black	ADJ;PL	ADJ;MASC;SG
sorte	noir	sort	noir	ADJ;PL	N;MASC;SG
lee	lee	lee	lee		PROPN
saint	sainte	saint	saint		ADJ;FEM;SG
saint	saint	saint	saint		PROPN
vigtige	importante	vigtig	important	ADJ;PL	ADJ;FEM;SG
vigtige	important	vigtig	important	ADJ;PL	ADJ;MASC;SG
angrebet	attaquez	angreb	attaquer	N;DEF;NEUT;SG	V;IMP;PL;2;PRS;FIN
angrebet	attack	angreb	attack	N;DEF;NEUT;SG	PROPN
angrebet	attaquer	angreb	attaquer	N;DEF;NEUT;SG	V;NFIN
angrebet	attaqués	angreb	attaquer	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
angrebet	agressé	angreb	agresser	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
angrebet	agressée	angreb	agresser	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
angrebet	attaqué	angreb	attaquer	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
angrebet	attaquée	angreb	attaquer	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
planter	végétaux	planter	végétal	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
journalist	reporter	journalist	reporter	N;INDF;MASC+FEM;SG	V;NFIN
kvinde	femelle	kvinde	femelle	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
kvinde	femelles	kvinde	femelle	N;INDF;MASC+FEM;SG	N;FEM;PL
kvinde	féminin	kvinde	féminin	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
kvinde	femmes	kvinde	femme	N;INDF;MASC+FEM;SG	N;FEM;PL
henry	henri	henry	henri		PROPN
henry	henry	henry	henry		PROPN
oplysninger	info	oplysning	info	N;INDF;MASC+FEM;PL	N;MASC;SG
oplysninger	information	oplysning	information	N;INDF;MASC+FEM;PL	N;FEM;SG
besejrede	défaite	besejre	défaite	V;IND;PST;FIN;ACT	N;FEM;SG
svært	difficiles	svær	difficile	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
svært	hard	svær	hard	ADJ;INDF;NEUT;SG	N;MASC;SG
svært	difficiles	svær	difficile	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
energi	énergies	energi	énergie	N;INDF;MASC+FEM;SG	N;FEM;PL
line	ligne	lin	ligne		N;FEM;SG
line	line	lin	line		N;SG
græske	grecs	græsk	grec	ADJ;PL	N;MASC;PL
græske	grecque	græsk	grec	ADJ;PL	ADJ;FEM;SG
græske	grec	græsk	grec	ADJ;PL	ADJ;MASC;SG
jord	sols	jord	sol	N;INDF;MASC+FEM;SG	N;MASC;PL
jord	terres	jord	terre	N;INDF;MASC+FEM;SG	N;FEM;PL
dig	vous	du	vous	PRO;ACC;MASC+FEM;SG;2	PRO;PL;2
enig	convenir	enig	convenir	ADJ;INDF;MASC+FEM;SG	V;NFIN
enig	acceptez	enig	accepter	ADJ;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
berømte	fameux	berømt	fameux	ADJ;PL	ADJ;MASC;SG
berømte	célèbre	berømt	célèbre	ADJ;PL	ADJ;MASC;SG
bad	douches	bede	douche	V;IND;PST;FIN;ACT	N;FEM;PL
bad	douche	bede	douche	V;IND;PST;FIN;ACT	N;FEM;SG
bad	méchant	bede	méchant	V;IND;PST;FIN;ACT	ADJ;MASC;SG
bad	bad	bede	bad	V;IND;PST;FIN;ACT	N;MASC;SG
bad	mal	bede	mal	V;IND;PST;FIN;ACT	ADV
bad	mauvaise	bede	mauvais	V;IND;PST;FIN;ACT	ADJ;FEM;SG
bad	mauvais	bede	mauvais	V;IND;PST;FIN;ACT	ADJ;MASC;SG
bad	bains	bede	bain	V;IND;PST;FIN;ACT	N;MASC;PL
bad	baignoire	bede	baignoire	V;IND;PST;FIN;ACT	N;FEM;SG
bad	bain	bede	bain	V;IND;PST;FIN;ACT	N;MASC;SG
bad	bath	bede	bath	V;IND;PST;FIN;ACT	PROPN
kaptajn	captain	kaptajn	captain	N;INDF;MASC+FEM;SG	PROPN
star	étoile	star	étoile		N;FEM;SG
star	vedette	star	vedette		N;FEM;SG
star	etoiles	star	etoile		N;FEM;PL
star	star	star	star		N;FEM;SG
star	étoiles	star	étoile		N;FEM;PL
latin	latine	latin	latin		ADJ;FEM;SG
latin	latin	latin	latin		N;MASC;SG
latin	latines	latin	latin		ADJ;FEM;PL
religion	religieux	religion	religieux	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
ude	sortir	ude	sortir	ADV	V;NFIN
ude	sortie	ude	sortir	ADV	V;FEM;SG;PST;V.PTCP
ude	out	ude	out	ADV	PROPN
klart	limpide	klart	limpide	ADV	ADJ;MASC;SG
klart	clair	klart	clair	ADV	ADJ;MASC;SG
klart	effacer	klart	effacer	ADV	V;NFIN
holder	titulaire	holde	titulaire	V;IND;PRS;FIN;ACT	N;MASC;SG
holder	porteur	holde	porteur	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
holder	détenteur	holde	détenteur	V;IND;PRS;FIN;ACT	N;MASC;SG
münchen	münchen	münche	münchen	PROPN	PROPN
münchen	munich	münche	munich	PROPN	PROPN
bayern	bavière	bay	bavière	N;DEF;MASC+FEM;SG	PROPN
frank	franck	frank	franck		PROPN
frank	frank	frank	frank		PROPN
plan	planifier	plan	planifier	N;INDF;MASC+FEM;SG	V;NFIN
betegnelse	nommer	betegnelse	nommer	N;INDF;MASC+FEM;SG	V;NFIN
betegnelse	noms	betegnelse	nom	N;INDF;MASC+FEM;SG	N;MASC;PL
show	afficher	show	afficher	N;INDF;NEUT;SG	V;NFIN
show	montre	show	montrer	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
show	montrer	show	montrer	N;INDF;NEUT;SG	V;NFIN
american	américaine	american	américain	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
american	américain	american	américain	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
american	américaines	american	américain	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
american	américains	american	américain	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
materiale	matériaux	materiale	matériau	N;INDF;NEUT;SG	N;MASC;PL
materiale	matières	materiale	matière	N;INDF;NEUT;SG	N;FEM;PL
materiale	matériaux	materiale	matériau	N;INDF;NEUT;SG	N;MASC;PL
materiale	materiaux	materiale	materiau	N;INDF;NEUT;SG	N;MASC;PL
biskop	évêques	biskop	évêque	N;INDF;MASC+FEM;SG	N;MASC;PL
biskop	bishop	biskop	bishop	N;INDF;MASC+FEM;SG	PROPN
indhold	contenu	indhold	contenir	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
indhold	contenus	indhold	contenu	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
indhold	sommaire	indhold	sommaire	N;INDF;NEUT;SG	ADJ;MASC;SG
indhold	contenus	indhold	contenu	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
indhold	contenu	indhold	contenir	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
maler	peindre	male	peindre	N;INDF;MASC+FEM;SG	V;NFIN
maler	peintures	male	peinture	N;INDF;MASC+FEM;SG	N;FEM;PL
air	aérien	air	aérien		ADJ;MASC;SG
air	air	air	air		N;MASC;SG
nedlagt	déclassés	nedlægge	déclasser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
timer	minuterie	time	minuterie	N;INDF;MASC+FEM;PL	N;FEM;SG
timer	chronomètre	time	chronomètre	N;INDF;MASC+FEM;PL	N;MASC;SG
timer	minuteur	time	minuteur	N;INDF;MASC+FEM;PL	N;MASC;SG
personlige	personnel	personlig	personnel	ADJ;PL	N;MASC;SG
personlige	personnelle	personlig	personnel	ADJ;PL	ADJ;FEM;SG
sidder	assise	sidde	asseoir	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
sidder	assis	sidde	assis	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
stå	stand	stå	stand	V;NFIN;ACT	N;MASC;SG
andreas	andreas	andrens	andreas	PROPN	PROPN
umiddelbart	immédiates	umiddelbart	immédiat	ADV	ADJ;FEM;PL
umiddelbart	immédiat	umiddelbart	immédiat	ADV	ADJ;MASC;SG
umiddelbart	immédiats	umiddelbart	immédiat	ADV	ADJ;MASC;PL
umiddelbart	immédiate	umiddelbart	immédiat	ADV	ADJ;FEM;SG
olympiske	olympic	olympisk	olympic	ADJ;PL	PROPN
olympiske	olympique	olympisk	olympique	ADJ;PL	ADJ;MASC;SG
ejer	propriétaire	eje	propriétaire	V;IND;PRS;FIN;ACT	N;MASC;SG
moskva	moscou	moskva	moscou	PROPN	PROPN
oprindelse	origines	oprindelse	origine	N;INDF;MASC+FEM;SG	N;FEM;PL
oprindelse	origines	oprindelse	origine	N;INDF;MASC+FEM;SG	N;FEM;PL
king	roi	king	roi		N;MASC;SG
king	king	king	king		PROPN
press	appuyez	press	appuyer		V;IMP;PL;2;PRS;FIN
press	presse	press	presse		N;FEM;SG
universitetet	universitaire	universitet	universitaire	N;DEF;NEUT;SG	ADJ;MASC;SG
ung	jeunes	ung	jeune	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
friedrich	friedrich	friedrich	friedrich	N;INDF;MASC+FEM;SG	PROPN
friedrich	frédéric	friedrich	frédéric	N;INDF;MASC+FEM;SG	PROPN
genre	genres	genre	genre	N;INDF;MASC+FEM;SG	N;MASC;PL
mit	miens	min	mien	DET;NEUT;SG;1	PRO;MASC;PL
mit	mine	min	mine	DET;NEUT;SG;1	N;FEM;SG
mit	mienne	min	mienne	DET;NEUT;SG;1	N;FEM;SG
mit	mien	min	mien	DET;NEUT;SG;1	N;MASC;SG
france	france	france	france		N;FEM;SG
student	étudiante	student	étudiant	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
student	étudiants	student	étudiant	N;INDF;MASC+FEM;SG	N;MASC;PL
smith	smith	smith	smith		PROPN
smith	forgeron	smith	forgeron		N;MASC;SG
forbundet	connectée	forbund	connecter	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
forbundet	connectés	forbund	connecter	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
forbundet	raccordée	forbund	raccorder	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
forbundet	connecté	forbund	connecter	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
forbundet	liée	forbund	lier	N;DEF;NEUT;SG	V;FEM;SG;PST;V.PTCP
forbundet	lié	forbund	lier	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
forbundet	relié	forbund	relier	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
forbundet	liés	forbund	lier	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
bestående	existantes	bestå	existant	V;PRS;V.PTCP	ADJ;FEM;PL
bestående	existants	bestå	existant	V;PRS;V.PTCP	ADJ;MASC;PL
inspireret	inspirées	inspirere	inspirer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
inspireret	inspirés	inspirere	inspirer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
praksis	pratiquer	praksis	pratiquer	N;INDF;MASC+FEM;SG	V;NFIN
praksis	pratique	praksis	pratique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
