med	med	med	mest	ADP	
församlingen	draudzi	församling	draudzi	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
församlingen	asamblejas	församling	asambleja	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
direkt	tiešā	direkt	tieša	ADV	ADJ;NOM;FEM;SG
direkt	tiešs	direkt	tiešs	ADV	ADJ;NOM;MASC;SG
direkt	tiešais	direkt	tiešais	ADV	ADJ;NOM;MASC;SG
direkt	direct	direkt	direct	ADV	
direkt	tieša	direkt	tieša	ADV	ADJ;NOM;FEM;SG
direkt	tieši	direkt	tieši	ADV	PART
records	ieraksti	records	ierakste	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
records	pieraksti	records	pieraksts	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
stift	tapa	stift	tapt	N;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
stift	pin	stift	pin	N;NOM;INDF;MASC+FEM;SG	
lund	lundas	lund	lunda	PROPN;NOM	N;NOM;FEM;PL
politiska	politiskā	politisk	politiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
mitten	vidū	mitt	vidus	N;NOM;DEF;MASC+FEM;SG	N;ESS;MASC
mitten	tuvie	mitt	tuvs	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
mitten	vidējie	mitt	vidējs	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;PL
mitten	centrā	mitt	centrs	N;NOM;DEF;MASC+FEM;SG	N;ESS;MASC;SG
aedt	aedt	aedt	aedt		
georg	džordžs	georg	džordžs	PROPN;NOM	PROPN;NOM;MASC;SG
georg	georgs	georg	georgs	PROPN;NOM	PROPN;NOM;MASC;SG
otto	otto	otto	otts	PROPN;NOM	
otto	oto	otto	oto	PROPN;NOM	PROPN
united	united	united	unitede	N;NOM;INDF;MASC+FEM;SG	
united	apvienotā	united	apvienot	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
united	apvienoto	united	apvienot	N;NOM;INDF;MASC+FEM;SG	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
united	vienoti	united	vienots	N;NOM;INDF;MASC+FEM;SG	ADV
aktiv	aktīvi	aktiv	aktīvi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
inget	neko	ingen	nekas	PRO;INDF;NEUT;SG	PRO;ACC;MASC;SG
inget	nekas	ingen	nekas	PRO;INDF;NEUT;SG	PRO;NOM;MASC;SG
silver	silver	silv	silvēr	N;NOM;INDF;NEUT;SG	
henrik	henrik	henrik	henrik	PROPN;NOM	
henrik	henrijs	henrik	henrijs	PROPN;NOM	PROPN;NOM;MASC;SG
walker	vokers	walker	vokers	PROPN;NOM	N;NOM;MASC;SG
karriär	karjeru	karriär	karjera	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
karriär	karjeras	karriär	karjera	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
karriär	karjeras	karriär	karjera	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
federationen	federācijas	federation	federācija	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
mitt	mitt	jag	mitt	PRO;DEF;NEUT;SG	
mitt	raktuves	jag	raktuve	PRO;DEF;NEUT;SG	N;NOM;FEM;PL
kungliga	royal	kunglig	royal	ADJ;NOM;PL	
kungliga	karaļa	kunglig	karalis	ADJ;NOM;PL	N;NOM;MASC;SG
kungliga	royals	kunglig	royals	ADJ;NOM;PL	N;NOM;MASC;SG
alto	alto	alto	alts	PROPN;NOM	
nils	nils	nils	nils	PROPN;NOM	PROPN;NOM;MASC;SG
slut	beigas	slut	beigas	N;NOM;INDF;NEUT;SG	N;NOM;FEM
liknande	līdzīgi	liknande	līdzīgi	ADJ;NOM;PRS;V.PTCP	ADV
belägen	atrodas	belägen	atrasties	ADJ;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
högre	skaļāk	hög	skaļi	ADJ;NOM;CMPR	ADV;CMPR
högre	augstāk	hög	augsti	ADJ;NOM;CMPR	ADV;CMPR
league	līgas	league	līga	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
johannes	johannes	johan	johanne	PROPN;NOM	PROPN;NOM;FEM;SG
johannes	džons	johan	džons	PROPN;NOM	PROPN;NOM;MASC;SG
anspråk	apgalvoja	anspråk	apgalvot	N;NOM;INDF;NEUT;SG	V;FH;IND;3;POS;PST;FIN;ACT
anspråk	apgalvots	anspråk	apgalvot	N;NOM;INDF;NEUT;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
anspråk	apgalvojumi	anspråk	apgalvojums	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
anspråk	prasības	anspråk	prasība	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
anspråk	pieprasījumi	anspråk	pieprasījums	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
anspråk	apgalvojot	anspråk	apgalvot	N;NOM;INDF;NEUT;SG	V;V.CVB
komma	komats	komma	komats	V;IMP;FIN;ACT	N;NOM;MASC;SG
komma	nāk	komma	nākt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
anses	uzskatīja	anse	uzskatīt	V;NFIN;PASS	V;FH;IND;3;POS;PST;FIN;ACT
små	maza	liten	maza	ADJ;NOM;PL	ADJ;NOM;FEM;SG
små	mazs	liten	mazs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
spela	play	spela	play	V;IMP;FIN;ACT	
spela	spēlē	spela	spēlēt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
spela	spēlē	spela	spēlēt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
spela	spēlējas	spela	spēlēties	V;IMP;FIN;ACT	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
bilder	attēlus	bild	attēls	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
nummer	numuru	nummer	numurs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
nummer	numuri	nummer	numurs	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
nummer	skaitļi	nummer	skaitļi	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
länge	garais	länge	garais	ADV	ADJ;NOM;MASC;SG
länge	gara	länge	garš	ADV	ADJ;NOM;FEM;SG
länge	garas	länge	gara	ADV	ADJ;NOM;FEM;PL
länge	garš	länge	garš	ADV	ADJ;NOM;MASC;SG
hand	roku	hand	roka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
slaget	kaujā	slag	kaujā	N;NOM;DEF;NEUT;SG	N;ESS;FEM;SG
slaget	kaujas	slag	kauja	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
rum	telpas	rum	telpa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
rum	istabā	rum	istaba	N;NOM;INDF;NEUT;SG	N;ESS;FEM;SG
rum	istabas	rum	istaba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
rum	istabu	rum	istaba	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
pierre	pierre	pier	pierre	N;NOM;INDF;MASC+FEM;SG	
djur	dzīvniekus	djur	dzīvnieks	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
djur	dzīvniekiem	djur	dzīvnieks	N;NOM;INDF;NEUT;PL	N;DAT;MASC;PL
djur	dzīvnieku	djur	dzīvnieks	N;NOM;INDF;NEUT;PL	N;ACC;MASC;SG
djur	dzīvnieks	djur	dzīvnieks	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
djur	dzīvniekam	djur	dzīvnieks	N;NOM;INDF;NEUT;PL	N;DAT;MASC;SG
central	centrālā	central	centrāla	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
central	centrālais	central	centrāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
central	centrālās	central	centrāla	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
färg	krāsu	färg	krāsa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
färg	krāsu	färg	krāsa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
färg	zīmēt	färg	zīmēt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
färg	krāsas	färg	krāsa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
strand	krastā	strand	krasts	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
strand	krasta	strand	krasts	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
strand	krastu	strand	krasts	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
strand	pludmales	strand	pludmale	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
strand	beach	strand	beach	N;NOM;INDF;MASC+FEM;SG	
säsong	sezonai	säsong	sezona	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
säsong	sezonu	säsong	sezona	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
säsong	sezonas	säsong	sezona	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
säsong	sezonā	säsong	sezona	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
regi	vērsta	regi	vērst	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
regi	virzīta	regi	virzīt	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
regi	vērsts	regi	vērst	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
regi	vadīšanā	regi	vadīšana	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
punkt	rindkopa	punkt	rindkops	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
punkt	rindkopas	punkt	rindkopa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
punkt	dot	punkt	dot	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
punkt	point	punkt	point	N;NOM;INDF;MASC+FEM;SG	
big	liels	big	liels	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
big	lielais	big	liels	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
big	lieli	big	liels	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
big	liela	big	liela	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
big	lielā	big	liels	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
europeiska	eiropas	europeisk	eiropa	ADJ;NOM;PL	PROPN;NOM;FEM;SG
europeiska	eiropietis	europeisk	eiropietis	ADJ;NOM;PL	N;NOM;MASC;SG
skriva	rakstīšanas	skriva	rakstīšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
skriva	rakstīšana	skriva	rakstīšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
skriva	raksta	skriva	rakstīt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
international	international	international	international	N;NOM;INDF;MASC+FEM;SG	
international	starptautiskā	international	starptautiska	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
international	starptautiski	international	starptautiski	N;NOM;INDF;MASC+FEM;SG	ADV
börjar	uzsāk	börja	uzsākt	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
börjar	sākums	börja	sākums	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
avsnitt	iedaļas	avsnitt	iedaļa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
avsnitt	nodaļas	avsnitt	nodaļa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
avsnitt	sekcijas	avsnitt	sekcija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
avsnitt	sadaļas	avsnitt	sadaļa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
avsnitt	epizodi	avsnitt	epizode	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
avsnitt	epizodes	avsnitt	epizode	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
bas	bass	ba	bass	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sankt	sankt	sankt	sankt	N;NOM;INDF;MASC+FEM;SG	
sankt	svētais	sankt	svēts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sankt	saint	sankt	saint	N;NOM;INDF;MASC+FEM;SG	
serra	serra	serra	serra	N;NOM;INDF;MASC+FEM;SG	
eget	paša	egen	pats	ADJ;NOM;NEUT;SG	PRO;NOM;MASC;SG
eget	pašu	egen	pats	ADJ;NOM;NEUT;SG	PRO;ACC;MASC;SG
bok	grāmatu	bok	grāmata	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
lyckades	izdevās	lyckad	izdoties	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;REFL;PST;FIN;ACT
lyckades	izdevās	lyckad	izdoties	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;REFL;PST;FIN;ACT
sven	svens	sven	svens	PROPN;NOM	PROPN;NOM;MASC;SG
île	ildefransa	île	ildefranss	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
white	balti	white	balts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
white	balta	white	balta	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
white	balts	white	balts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
white	baltais	white	balts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
white	baltā	white	balts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ord	vārdu	ord	vārds	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
ord	vārdi	ord	vārds	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
referens	atsauces	referens	atsauce	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tall	garš	tall	garš	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tall	priežu	tall	priezs	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
tall	priede	tall	priede	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
tall	priedes	tall	priede	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fortsatte	turpinājums	fortsätta	turpinājums	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
delvis	daļēja	delvis	daļēt	ADV	ADJ;NOM;FEM;SG
delvis	daļējs	delvis	daļējs	ADV	ADJ;NOM;MASC;SG
delvis	daļējas	delvis	daļēties	ADV	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
museum	muzeju	museum	muzejs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
museum	muzeja	museum	muzejs	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
museum	muzejā	museum	muzejs	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
verksamhet	darbības	verksamhet	darbība	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	operācijas	verksamhet	operācija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	darbības	verksamhet	darbība	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	aktivitātes	verksamhet	aktivitāte	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verksamhet	aktivitātes	verksamhet	aktivitāte	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lever	aknu	leva	akna	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
lever	aknas	leva	akna	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
minst	minimālā	lite	minimāls	ADV;RL	ADJ;NOM;FEM;SG
minst	minimālais	lite	minimāls	ADV;RL	ADJ;NOM;MASC;SG
minst	minimums	lite	minimums	ADV;RL	N;NOM;MASC;SG
adolf	ādolfs	adolf	ādolfs	PROPN;NOM	PROPN;NOM;MASC;SG
albert	alberts	albert	alberts	PROPN;NOM	PROPN;NOM;MASC;SG
albert	albert	albert	albert	PROPN;NOM	
betyder	līdzekļi	betyda	līdzeklis	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
betyder	nozīmē	betyda	nozīme	V;IND;PRS;FIN;ACT	N;ESS;FEM;SG
utflöde	notekūdeņu	utflöda	notekūdens	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
ned	ned	ned	nedūt	ADV	N
belgien	beļģija	belgien	beļģija	PROPN;NOM	PROPN;NOM;FEM;SG
belgien	beļģijā	belgien	beļģija	PROPN;NOM	N;ESS;FEM;SG
texas	teksasas	texa	teksasa	PROPN;GEN	PROPN;NOM;FEM;SG
victoria	viktorija	victoria	viktorija	PROPN;NOM	N;NOM;FEM;SG
victoria	viktorijas	victoria	viktorija	PROPN;NOM	N;NOM;FEM;PL
officiella	amatpersona	officiell	amatpersons	ADJ;NOM;PL	N;NOM;FEM;SG
officiella	ierēdnis	officiell	ierēdnis	ADJ;NOM;PL	N;NOM;MASC;SG
rev	rifu	rev	rifs	V;IMP;FIN;ACT	N;ACC;FEM;SG
rev	rev	rev	revis	V;IMP;FIN;ACT	
rev	rifs	rev	rifs	V;IMP;FIN;ACT	N;NOM;MASC;SG
långa	līdaku	lång	līdaks	ADJ;NOM;PL	N;ACC;MASC;SG
långa	ilgi	lång	ilgi	ADJ;NOM;PL	ADV
långa	garais	lång	garais	ADJ;NOM;PL	ADJ;NOM;MASC;SG
långa	gara	lång	garš	ADJ;NOM;PL	ADJ;NOM;FEM;SG
långa	garš	lång	garš	ADJ;NOM;PL	ADJ;NOM;MASC;SG
heinrich	heinrihs	heinrich	heinrihs	PROPN;NOM	PROPN;NOM;MASC;SG
fotbollsspelare	futbolists	fotbollsspelare	futbolists	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
solid	cietais	solid	ciets	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
solid	cietā	solid	cieta	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
solid	cieta	solid	ciest	N;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
solid	ciets	solid	ciets	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
magnus	magnuss	magnus	magnuss	PROPN;NOM	PROPN;NOM;MASC;SG
slott	pilis	slott	pils	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
slott	pili	slott	pils	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
slott	pilij	slott	pilija	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
slott	palace	slott	palace	N;NOM;INDF;NEUT;SG	
familj	ģimenē	familj	ģimene	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
familj	ģimenes	familj	ģimene	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
huset	mājā	hus	māja	N;NOM;DEF;NEUT;SG	N;ESS;FEM;SG
regeringen	valdības	regering	valdība	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
trummor	bungas	trummor	bungas	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM
spel	azartspēles	spel	azartspēle	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
spel	spēles	spel	spēle	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
aten	atēnās	aten	atēna	PROPN;NOM	N;ESS;FEM
aten	atēnu	aten	atēna	PROPN;NOM	PROPN;ACC;MASC;SG
svenskt	zviedru	svensk	zviedrs	ADJ;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
svenskt	zviedrijas	svensk	zviedrija	ADJ;NOM;INDF;NEUT;SG	PROPN;NOM;FEM;SG
rad	rad	rad	rad	N;NOM;INDF;MASC+FEM;SG	
rad	rindā	rad	rinda	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
sett	redzējusi	se	redzēt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sett	redzēti	se	redzēt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sett	redzējuši	se	redzēt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sett	redzējis	se	redzēt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
johansson	johansson	johansson	johansson	PROPN;NOM	
hus	mājā	hus	māja	N;NOM;INDF;NEUT;SG	N;ESS;FEM;SG
hus	mājas	hus	māja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
hus	mājiņas	hus	mājiņa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
långt	garais	långt	garais	ADV	ADJ;NOM;MASC;SG
långt	gara	långt	garš	ADV	ADJ;NOM;FEM;SG
långt	garas	långt	gara	ADV	ADJ;NOM;FEM;PL
långt	garš	långt	garš	ADV	ADJ;NOM;MASC;SG
förlorade	zaudēti	förlora	zaudēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
förlorade	pazaudēts	förlora	pazaudēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
förlorade	zaudēja	förlora	zaudēt	ADJ;NOM;PL;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
förlorade	pazudis	förlora	pazust	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
förlorade	zaudēts	förlora	zaudēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tio	ten	tio	ten	NUM;NOM	
par	pāru	par	pāris	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
par	pāri	par	pāri	N;NOM;INDF;NEUT;SG	ADV
par	pāru	par	pāris	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
par	pāriem	par	pāri	N;NOM;INDF;NEUT;SG	N;DAT;MASC;PL
par	pāri	par	pāri	N;NOM;INDF;NEUT;SG	ADV
enbart	tikai	enbart	tikai	ADV	PART
stefan	stīvens	stefan	stīvens	PROPN;NOM	PROPN;NOM;MASC;SG
stefan	stefan	stefan	stefan	PROPN;NOM	
fast	iestrēdzis	fast	iestrēgt	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fast	fiksēti	fast	fiksēt	ADV	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fast	fiksēta	fast	fiksēt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
fast	noteikta	fast	noteikt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
fast	fiksēts	fast	fiksēt	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
åtta	astoņus	åtta	astoņi	NUM;NOM	NUM;ACC;MASC;PL
åtta	astoņiem	åtta	astoņi	NUM;NOM	NUM;DAT;MASC;PL
arabiska	arābu	arabisk	arābs	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
arabiska	arābu	arabisk	arābs	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bern	bernē	bern	berne	PROPN;NOM	N;ESS;FEM;SG
bern	berns	bern	berns	PROPN;NOM	N;NOM;MASC;SG
bern	bernes	bern	berne	PROPN;NOM	N;NOM;FEM;PL
tror	tici	tro	ticēt	V;IND;PRS;FIN;ACT	INTJ
tror	padomā	tro	padomāt	V;IND;PRS;FIN;ACT	N;MASC;SG
peru	peru	peru	pera	PROPN;NOM	
côte	côte	côte	côte	PROPN;NOM	
costa	costa	costa	cost	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
system	sistēmu	system	sistēma	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
system	sistēmas	system	sistēma	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
system	sistēmas	system	sistēma	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
stöd	atbalstīt	stöd	atbalstīt	N;NOM;INDF;NEUT;SG	V;POS;NFIN
stöd	atbalstu	stöd	atbalsts	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
stöd	atbalsta	stöd	atbalstīt	N;NOM;INDF;NEUT;SG	V;FH;IND;3;POS;PRS;FIN;ACT
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	
brukar	parasti	bruka	parasti	V;IND;PRS;FIN;ACT	ADV
innehåll	saturu	innehåll	saturs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
innehåll	satura	innehåll	saturs	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
mellersta	vidū	mellersta	vidus	ADJ;NOM;DEF;RL	N;ESS;MASC
mellersta	tuvie	mellersta	tuvs	ADJ;NOM;DEF;RL	N;NOM;MASC;PL
mellersta	vidējie	mellersta	vidējs	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;PL
mellersta	centrālā	mellersta	centrāla	ADJ;NOM;DEF;RL	ADJ;NOM;FEM;SG
mellersta	centrālais	mellersta	centrāls	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG
mellersta	centrālās	mellersta	centrāla	ADJ;NOM;DEF;RL	ADJ;NOM;FEM;PL
varför	kapēc	varför	kapēc	ADV	
axel	pleca	axel	plecs	PROPN;NOM	N;GEN;MASC;SG
axel	plecs	axel	plecs	PROPN;NOM	N;NOM;MASC;SG
axel	aksels	axel	aksels	PROPN;NOM	PROPN;NOM;MASC;SG
axel	ass	axel	ass	PROPN;NOM	N;NOM;FEM;SG
axel	ass	axel	ass	PROPN;NOM	N;NOM;FEM;SG
axel	virziens	axel	virziens	PROPN;NOM	N;NOM;MASC;SG
axel	asi	axel	asi	PROPN;NOM	N;NOM;MASC;SG
omfattar	vāki	omfatta	vāks	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
omfattar	aptver	omfatta	aptvert	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
ackumulerade	uzkrātā	ackumulera	uzkrāt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
ackumulerade	uzkrāti	ackumulera	uzkrāt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ackumulerade	uzkrātās	ackumulera	uzkrāt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
ackumulerade	uzkrātie	ackumulera	uzkrāt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
skolan	skolas	skola	skola	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
skolan	skolu	skola	skola	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
skolan	skolā	skola	skola	N;NOM;DEF;MASC+FEM;SG	N;ESS;FEM;SG
roman	romans	roman	romans	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
roman	romiešu	roman	romietis	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
stadium	stadionā	stadium	stadions	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
