til	בשביל	til	בשביל	ADV	ADP
producer	מפיקה	producer	הפיק	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
beskrevet	תאר	beskrive	תאר	V;INDF;SG;PST;V.PTCP	
forblev	נשארה	forblev	נשאר	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
forblev	נשארתי	forblev	נשאר	V;IND;PST;FIN;ACT	V;SG;1;PST;MID
forblev	נשאר	forblev	נשאר	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
tider	הטיימס	tid	הטיימס	N;INDF;MASC+FEM;PL	PROPN
tider	טיימס	tid	טיימס	N;INDF;MASC+FEM;PL	PROPN
fred	שלום	fred	שלום	N;INDF;MASC+FEM;SG	PROPN
fred	השלום	fred	השלום	N;INDF;MASC+FEM;SG	
fred	שלווה	fred	שלווה	N;INDF;MASC+FEM;SG	
fred	פרד	fred	פרד	N;INDF;MASC+FEM;SG	PROPN
partier	מסיבות	parti	מסיבה	N;INDF;NEUT;PL	
tæthed	שפע	tæthed	שפע	N;INDF;MASC+FEM;SG	
kaldte	נקרא	kalde	נקרא	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
resultatet	תוצאות	resultat	תוצאה	N;DEF;NEUT;SG	N;FEM;PL
spansk	ספרדי	spansk	ספרדי	N;INDF;NEUT;SG	PROPN
spansk	ספרדית	spansk	ספרדית	N;INDF;NEUT;SG	PROPN
korps	החיל	korps	החיל	N;INDF;NEUT;SG	ADV
korps	חיל	korps	חיל	N;INDF;NEUT;SG	PROPN
river	ריבר	rive	ריבר	N;INDF;MASC+FEM;PL	PROPN
river	הנהר	rive	הנהר	N;INDF;MASC+FEM;PL	
river	נהר	rive	נהר	N;INDF;MASC+FEM;PL	PROPN
aktive	פעיל	aktiv	פעיל	ADJ;PL	N;MASC;SG
aktive	פעילה	aktiv	פעיל	ADJ;PL	ADJ;FEM;SG
aktive	פעילים	aktiv	פעיל	ADJ;PL	N;MASC;PL
biografi	ביוגרפיה	biografi	ביוגרפיה	N;INDF;MASC+FEM;SG	PROPN
biografi	ביו	biografi	ביו	N;INDF;MASC+FEM;SG	
biografi	ביוגרפיה	biografi	ביוגרפיה	N;INDF;MASC+FEM;SG	PROPN
biografi	הביוגרפיה	biografi	הביוגרפיה	N;INDF;MASC+FEM;SG	PROPN
sammenhæng	ההקשר	sammenhæng	ההקשר	N;INDF	PROPN
rent	נקיה	ren	נקיה	ADJ;INDF;NEUT;SG	
rent	טהורים	ren	טהור	ADJ;INDF;NEUT;SG	N;MASC;PL
rent	טהור	ren	טהור	ADJ;INDF;NEUT;SG	
slottet	קאסל	slotte	קאסל	N;DEF;NEUT;SG	PROPN
slottet	טירת	slotte	טירה	N;DEF;NEUT;SG	N;PSSD;FEM;SG
sandsynligvis	סביר	sandsynligvis	סביר	ADV	ADJ;MASC;SG
sandsynligvis	סבירות	sandsynligvis	סבירה	ADV	N;FEM;SG
page	דף	page	דף		
page	עמוד	page	עמוד		
page	הדף	page	הדף		
kor	מקהלות	kor	קיהל	N;INDF;NEUT;SG	N;FEM;PL
priser	במחירים	pris	במחיר	N;INDF;MASC+FEM;PL	ADV
opera	האופרה	opera	האופרה	N;INDF;MASC+FEM;SG	PROPN
farve	הצבע	farve	הצבע	N;INDF;MASC+FEM;SG	
skotland	סקוטלנד	skotland	סקוטלנד	PROPN	PROPN
råd	עצות	råd	עצות	N;INDF;NEUT;SG	N;FEM;PL
råd	עצה	råd	עצה	N;INDF;NEUT;SG	
sad	פסיכומטרי	sidde	פסיכומטרי	V;IND;PST;FIN;ACT	PROPN
hall	הול	hall	הול		PROPN
organisation	הארגון	organisation	הארגון	N;INDF;MASC+FEM;SG	PROPN
købte	רכש	købe	רכש	V;IND;PST;FIN;ACT	PROPN
købte	נרכש	købe	נרכש	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
købte	נקנה	købe	נקנה	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
købte	קנה	købe	קנה	V;IND;PST;FIN;ACT	N;MASC;SG
købte	קנתה	købe	קנה	V;IND;PST;FIN;ACT	N;FEM;SG
købte	נקנתה	købe	נקנה	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
købte	נקנה	købe	נקנה	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
modtaget	שהתקבלו	modtage	שהתקבל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
modtaget	התקבלו	modtage	התקבל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
tegn	לצייר	tegn	צייר	N;INDF;NEUT;SG	V;NFIN;ACT
tegn	שלוף	tegn	שלוף	N;INDF;NEUT;SG	
tegn	צייר	tegn	צייר	N;INDF;NEUT;SG	PROPN
tegn	חתום	tegn	חתום	N;INDF;NEUT;SG	PROPN
tegn	שלט	tegn	שלט	N;INDF;NEUT;SG	
tegn	תו	tegn	תו	N;INDF;NEUT;SG	
tegn	דמויות	tegn	דמות	N;INDF;NEUT;SG	N;FEM;PL
tegn	תווים	tegn	תווים	N;INDF;NEUT;SG	N;MASC;PL
tegn	סימנים	tegn	סימן	N;INDF;NEUT;SG	N;MASC;PL
tegn	שלטים	tegn	שלט	N;INDF;NEUT;SG	N;MASC;PL
fremstillet	יוצרו	fremstille	הוצר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;PASS
fremstillet	מיוצרים	fremstille	יוצר	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
simon	שמעון	simon	שמעון		PROPN
simon	סימון	simon	סימון		PROPN
simon	סיימון	simon	סיימון		PROPN
erstattet	הוחלפו	erstatte	הוחלף	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;PASS
undgå	הימנעות	undgå	הימנעות	V;NFIN;ACT	N;FEM;SG
undgå	להימנע	undgå	נמנע	V;NFIN;ACT	V;NFIN;MID
øverste	העליונה	øvre	העליונה	ADJ;DEF;RL	PROPN
øverste	טופ	øvre	טופ	ADJ;DEF;RL	
jakob	יעקב	jakob	יעקב		PROPN
jakob	יעקב	jakob	יעקב		PROPN
brasilien	ברזיל	brasilie	ברזיל	N;DEF;MASC+FEM;SG	PROPN
kræver	דרוש	kræve	דרש	V;IND;PRS;FIN;ACT	PROPN
elisabeth	אליזבט	elisabeth	אליזבט	N;INDF;MASC+FEM;SG	PROPN
elisabeth	אליזבת	elisabeth	אליזבת	N;INDF;MASC+FEM;SG	PROPN
elisabeth	אליזבט	elisabeth	אליזבט	N;INDF;MASC+FEM;SG	PROPN
elisabeth	אליזבת	elisabeth	אליזבת	N;INDF;MASC+FEM;SG	PROPN
ansatte	עובדים	ansætte	עובד	V;PL;PST;V.PTCP	N;MASC;PL
ansatte	עובדי	ansætte	עובד	V;PL;PST;V.PTCP	N;PSSD;MASC;PL
ansatte	סגל	ansætte	סגל	V;PL;PST;V.PTCP	PROPN
ansatte	צוות	ansætte	צוות	V;PL;PST;V.PTCP	N;FEM;SG
blade	משאיר	blad	השאיר	N;INDF;NEUT;PL	V;MASC;SG;V.PTCP;ACT
blade	בלייד	blad	בלייד	N;INDF;NEUT;PL	PROPN
blade	להב	blad	להב	N;INDF;NEUT;PL	
blade	עלה	blad	עלה	N;INDF;NEUT;PL	V;MASC;SG;3;PST;ACT
blade	העלה	blad	העלה	N;INDF;NEUT;PL	V;MASC;SG;3;PST;ACT
blade	להבים	blad	הבים	N;INDF;NEUT;PL	V;NFIN;ACT
levende	פרנסה	levende	פרנסה	ADJ	N;FEM;SG
levende	חי	levende	חי	ADJ	
levende	לחיות	levende	None	ADJ	V;NFIN
levende	live	levende	live	ADJ	
levende	חי	levende	חי	ADJ	
rød	רד	rød	רד	ADJ;INDF;MASC+FEM;SG	PROPN
rød	אדומים	rød	אדום	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
rød	אדומה	rød	אדום	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
kvindelige	נשי	kvindelig	איש	ADJ;PL	
kvindelige	נקבה	kvindelig	נקבה	ADJ;PL	PROPN
kører	נהיגה	køre	נהיגה	V;IND;PRS;FIN;ACT	N;FEM;SG
kører	רץ	køre	רץ	V;IND;PRS;FIN;ACT	
kører	ריצה	køre	ריצה	V;IND;PRS;FIN;ACT	N;FEM;SG
bygge	יבנה	bygge	יבנה	V;NFIN;ACT	PROPN
bygge	בנה	bygge	בנה	V;NFIN;ACT	
madsen	מדסן	mads	מדסן	N;DEF;MASC+FEM;SG	PROPN
betydelig	ניכר	betydelig	ניכר	ADJ;INDF;MASC+FEM;SG	
betydelig	ניכר	betydelig	ניכר	ADJ;INDF;MASC+FEM;SG	
betydelig	משמעותיים	betydelig	משמעותי	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
betydelig	משמעותיות	betydelig	משמעותי	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
betydelig	משמעותית	betydelig	משמעותי	ADJ;INDF;MASC+FEM;SG	ADV
nederlag	התבוסה	nederlag	התבוסה	N;INDF;NEUT;SG	V;FEM;SG;3;PST
nederlag	להביס	nederlag	הביס	N;INDF;NEUT;SG	V;NFIN;ACT
louise	לואיז	louis	לואיז	N;INDF;MASC+FEM;SG	PROPN
præst	הכהן	præst	הכהן	N;INDF;MASC+FEM;SG	PROPN
præst	כומר	præst	כומר	N;INDF;MASC+FEM;SG	PROPN
stille	שקט	stille	שקט	ADJ	N;MASC;SG
stille	שותקת	stille	שותק	ADJ	V;FEM;SG;V.PTCP;ACT
stille	דומם	stille	דומם	ADJ	N;MASC;SG
omgang	עגול	omgang	עגול	N;INDF;MASC+FEM;SG	
vigtigt	חשובות	vigtig	חשוב	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
vigtigt	חשובים	vigtig	חשוב	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
forsvar	הגנות	forsvar	הגנה	N;INDF;NEUT;SG	N;FEM;PL
boldklub	בולדקלאב	boldklub	בולדקלאב	N;INDF;MASC+FEM;SG	PROPN
fader	אבא	fade	אבא	N;INDF;MASC+FEM;SG	
fader	אבי	fade	אבי	N;INDF;MASC+FEM;SG	PROPN
trække	משוך	trække	משוך	V;NFIN;ACT	
trække	משכי	trække	משכי	V;NFIN;ACT	
trække	משיכת	trække	משיכה	V;NFIN;ACT	N;FEM;SG
søster	אחותי	søster	אחותי	N;INDF;MASC+FEM;SG	V;SG;1;PST;ACT
traditionelle	מסורתית	traditionel	מסורתי	ADJ;PL	ADV
traditionelle	מסורתי	traditionel	מסורתי	ADJ;PL	ADJ;MASC;SG
kunstnere	אמני	kunstner	אמן	N;INDF;MASC+FEM;PL	N;PSSD;MASC;PL
afdeling	הדיוויזיה	afdeling	הדיוויזיה	N;INDF;MASC+FEM;SG	PROPN
afdeling	מקטע	afdeling	מקטע	N;INDF;MASC+FEM;SG	
korte	קצר	kort	קצר	ADJ;PL	ADJ;MASC;SG
korte	קיצור	kort	קיצור	ADJ;PL	N;MASC;SG
korte	קצרה	kort	קצר	ADJ;PL	ADV
opnå	השג	opnå	השג	V;NFIN;ACT	PROPN
læge	רופאה	læge	רופא	N;INDF;MASC+FEM;SG	PROPN
læge	רפואי	læge	רפואי	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
læge	חובשת	læge	חובשה	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
læge	חובש	læge	חובש	N;INDF;MASC+FEM;SG	PROPN
læge	דוקטור	læge	None	N;INDF;MASC+FEM;SG	PROPN
kanal	תעלת	kanal	תעלת	N;INDF;MASC+FEM;SG	PROPN
kanal	ערוץ	kanal	ערוץ	N;INDF;MASC+FEM;SG	
out	בחוץ	out	בחוץ		
out	החוצה	out	החוצה		ADV
mangler	נעדר	mangle	נעדר	V;IND;PRS;FIN;ACT	
mangler	חסרה	mangle	חסר	V;IND;PRS;FIN;ACT	N;FEM;SG
mangler	חסרים	mangle	חסר	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
mangler	געגועים	mangle	געגוע	V;IND;PRS;FIN;ACT	N;MASC;PL
mangler	חסר	mangle	חסר	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
irland	אירלנד	irland	אירלנד	PROPN	PROPN
religiøse	דת	religiøs	דת	ADJ;PL	N;FEM;SG
religiøse	דתי	religiøs	דתי	ADJ;PL	N;MASC;SG
religiøse	דתית	religiøs	דתי	ADJ;PL	N;FEM;SG
religiøse	דתיים	religiøs	דתי	ADJ;PL	N;MASC;PL
imellem	בין	imellem	בין	ADV	ADP
big	ביג	big	ביג		
big	גדולים	big	גדול		ADJ;MASC;PL
big	גדול	big	גדול		ADJ;MASC;SG
big	גדולה	big	גדול		ADJ;FEM;SG
rejser	מסע	rejse	מסע	N;INDF;MASC+FEM;PL	N;MASC;SG
rejser	נסיעה	rejse	נסיעה	N;INDF;MASC+FEM;PL	N;FEM;SG
rejser	מטייל	rejse	הטייל	N;INDF;MASC+FEM;PL	PROPN
rejser	נסיעה	rejse	נסיעה	N;INDF;MASC+FEM;PL	N;FEM;SG
website	האתר	website	האתר	N;INDF;NEUT;SG	
mary	מרי	mary	מרי	N;INDF;MASC+FEM;SG	PROPN
mary	מארי	mary	מארי	N;INDF;MASC+FEM;SG	PROPN
ender	אנדר	ende	אנדר	V;IND;PRS;FIN;ACT	PROPN
straks	מייד	straks	מייד	ADV	
street	סטריט	stre	סטריט	N;INDF;NEUT;SG	PROPN
jesus	ישו	jesus	ישו	N;INDF;MASC+FEM;SG	
jesus	ישוע	jesus	ישוע	N;INDF;MASC+FEM;SG	PROPN
lære	לומד	lære	למד	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
lære	למידה	lære	למידה	N;INDF;MASC+FEM;SG	PROPN
lære	לומדת	lære	למד	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
lære	ללמוד	lære	למד	N;INDF;MASC+FEM;SG	V;NFIN;ACT
lære	למדו	lære	למד	N;INDF;MASC+FEM;SG	V;PL;3;PST
lære	למד	lære	למד	N;INDF;MASC+FEM;SG	V;MASC;SG;3;PST
lære	תלמד	lære	למד	N;INDF;MASC+FEM;SG	V;MASC;SG;3;FUT
arthur	ארתור	arthur	ארתור	N;INDF;MASC+FEM;SG	PROPN
havn	נמל	havn	נמל	N;INDF;MASC+FEM;SG	PROPN
havn	פורט	havn	פורט	N;INDF;MASC+FEM;SG	PROPN
natur	הטבע	natur	הטבע	N;INDF;MASC+FEM;SG	
natur	טבע	natur	טבע	N;INDF;MASC+FEM;SG	
nærmest	הקרוב	nærmest	הקרוב	ADV;RL	PROPN
festival	הפסטיבל	festival	הפסטיבל	N;INDF;MASC+FEM;SG	PROPN
awards	פרסים	award	פרס		N;MASC;PL
org	org	org	org		
katolske	קתולי	katolsk	קתולי	ADJ;PL	PROPN
katolske	קתולית	katolsk	קתולי	ADJ;PL	ADV
katolske	קתולים	katolsk	קתולי	ADJ;PL	N;MASC;PL
nationalitet	לאום	nationalitet	לאום	N;INDF;MASC+FEM;SG	
song	שיר	song	שיר		N;MASC;SG
song	השיר	song	השיר		ADV
systemet	המערכת	system	המערך	N;DEF;NEUT;SG	
begrænset	מוגבלות	begrænse	מוגבל	V;INDF;SG;PST;V.PTCP	N;FEM;SG
begrænset	מוגבלות	begrænse	מוגבל	V;INDF;SG;PST;V.PTCP	N;FEM;SG
indbyggertal	אוכלוסיית	indbyggertal	אוכלוסייה	N;INDF;NEUT;SG	N;PSSD;FEM;SG
jacobsen	יאקובסן	jacobsen	יאקובסן	N;DEF;MASC+FEM;SG	PROPN
hjemme	הום	hjemme	הום	ADV	
hjemme	בבית	hjemme	בבית	ADV	
hjemme	בית	hjemme	בית	ADV	N;MASC;SG
hjemme	home	hjemme	home	ADV	
minister	השר	minist	השר	N;INDF;MASC+FEM;SG	
fængsel	כלא	fængsel	כלא	N;INDF;NEUT;SG	
fængsel	כלא	fængsel	כלא	N;INDF;NEUT;SG	
social	חברתיות	social	חברתי	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
social	חברתית	social	חברתי	N;INDF;MASC+FEM;SG	ADV
social	חברתי	social	חברתי	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
chris	כריס	chris	כריס		PROPN
redaktør	העורך	redaktør	העורך	N;INDF;MASC+FEM;SG	ADV
redaktør	עורכת	redaktør	עורך	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
stadium	האצטדיון	stadium	האצטדיון	N;INDF;MASC+FEM;SG	PROPN
selvstændig	עצמאית	selvstændig	עצמאי	ADJ;INDF;MASC+FEM;SG	ADV
selvstændig	עצמאיות	selvstændig	עצמאי	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
selvstændig	עצמאיים	selvstændig	עצמאי	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
selvstændig	בעצמאות	selvstændig	בעצמאות	ADJ;INDF;MASC+FEM;SG	ADV
selvstændig	האוטונומית	selvstændig	האוטונומי	ADJ;INDF;MASC+FEM;SG	ADV
teksten	הטקסט	tekst	הטקסט	N;DEF;MASC+FEM;SG	PROPN
ray	ריי	ray	ריי		PROPN
group	הקבוצה	group	הקבוצה	N;INDF;MASC+FEM;SG	PROPN
sjældent	סלדום	sjældent	סלדום	ADV	
sjældent	נדירים	sjældent	נדיר	ADV	ADJ;MASC;PL
sjældent	נדירה	sjældent	נדיר	ADV	ADJ;FEM;SG
sjældent	נא	sjældent	None	ADV	
sjældent	נדיר	sjældent	נדיר	ADV	
oberst	קולונל	oberst	קולונל	N;INDF;MASC+FEM;SG	PROPN
bas	בס	bas	בס	N;INDF;MASC+FEM;SG	
bas	באס	bas	None	N;INDF;MASC+FEM;SG	PROPN
bas	באס	bas	None	N;INDF;MASC+FEM;SG	PROPN
behov	זקוקה	behov	זקוק	N;INDF;NEUT;SG	ADJ;FEM;SG
behov	צריך	behov	צריך	N;INDF;NEUT;SG	V;MASC;SG
behov	צריכה	behov	צריך	N;INDF;NEUT;SG	ADJ;FEM;SG
behov	זקוק	behov	None	N;INDF;NEUT;SG	ADJ;MASC;SG
behov	צרכי	behov	צורך	N;INDF;NEUT;SG	
behov	הצרכים	behov	הצרכים	N;INDF;NEUT;SG	N;MASC;PL
hill	היל	hill	היל		PROPN
hill	גבעת	hill	גבעה		PROPN
hill	גבעה	hill	גבעה		N;FEM;SG
enhed	התקן	enhed	התקן	N;INDF;MASC+FEM;SG	
enhed	המכשיר	enhed	המכשיר	N;INDF;MASC+FEM;SG	PROPN
enhed	אחדות	enhed	אחדים	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
fuld	מלא	fuld	מלא	ADJ;INDF;MASC+FEM;SG	
fuld	מלאים	fuld	מלא	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
fuld	מלאה	fuld	מלא	ADJ;INDF;MASC+FEM;SG	ADV
fuld	שכרות	fuld	שכרות	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
fuld	שיכורה	fuld	שיכורה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
fuld	שיכורים	fuld	שיכור	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
fuld	שיכור	fuld	שיכור	ADJ;INDF;MASC+FEM;SG	
fuld	שתוי	fuld	שתוי	ADJ;INDF;MASC+FEM;SG	
holger	וולדו	holge	וולדו	N;INDF;MASC+FEM;SG	PROPN
holger	הולגר	holge	הולגר	N;INDF;MASC+FEM;SG	PROPN
college	המכללה	college	המכללה	N;INDF;MASC+FEM;SG	
gods	סחורות	gods	סחורה	N;INDF;NEUT;SG	N;FEM;PL
ført	הובילו	føre	הוביל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;ACT
ført	הובלת	føre	הובלה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
fokus	להתרכז	fokus	התרכז	N;INDF;NEUT;SG	V;NFIN
fokus	מיקוד	fokus	מיקוד	N;INDF;NEUT;SG	
fokus	פוקוס	fokus	פוקוס	N;INDF;NEUT;SG	PROPN
billedet	התמונה	billede	התמונה	N;DEF;NEUT;SG	V;FEM;SG;3;PST
byggede	בנויה	bygge	בנה	V;IND;PST;FIN;ACT	ADJ;FEM;SG
byggede	נבנתה	bygge	נבנה	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
byggede	נבנה	bygge	נבנה	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
byggede	בנה	bygge	בנה	V;IND;PST;FIN;ACT	
edward	אדוארד	edward	אדוארד		PROPN
slå	פעימה	slå	פעים	V;NFIN;ACT	N;FEM;SG
slå	הכה	slå	הכה	V;NFIN;ACT	PROPN
slå	פגע	slå	פגע	V;NFIN;ACT	N;MASC;SG
slå	מכה	slå	הכה	V;NFIN;ACT	
slå	להיט	slå	להיט	V;NFIN;ACT	PROPN
privat	בפרטיות	privat	בפרטיות	ADJ;INDF;SG	ADV
privat	פרטית	privat	פרטי	ADJ;INDF;SG	ADV
privat	פרטי	privat	פרט	ADJ;INDF;SG	N;MASC;PL
privat	טוראי	privat	טוראי	ADJ;INDF;SG	PROPN
privat	לפרטי	privat	לפרטי	ADJ;INDF;SG	
white	לבן	white	לבן		
white	לבנה	white	לבן		
arne	ארן	arne	ארן	PROPN	PROPN
manglende	חוסר	mangle	חוסר	V;PRS;V.PTCP	N;MASC;SG
manglende	נעדר	mangle	נעדר	V;PRS;V.PTCP	
manglende	חסרה	mangle	חסר	V;PRS;V.PTCP	N;FEM;SG
manglende	חסרים	mangle	חסר	V;PRS;V.PTCP	ADJ;MASC;PL
manglende	געגועים	mangle	געגוע	V;PRS;V.PTCP	N;MASC;PL
manglende	חסר	mangle	חסר	V;PRS;V.PTCP	ADJ;MASC;SG
klassiske	קלאסיקה	klassisk	קלאסיקה	ADJ;PL	N;FEM;SG
klassiske	קלאסי	klassisk	קלאסי	ADJ;PL	ADJ;MASC;SG
klassiske	קלאסית	klassisk	קלאסי	ADJ;PL	ADV
stigende	גדל	stige	גדל	V;PRS;V.PTCP	
stigende	גדלים	stige	גודל	V;PRS;V.PTCP	N;MASC;PL
stigende	צומח	stige	צומח	V;PRS;V.PTCP	
stigende	הגדלה	stige	הגדלה	V;PRS;V.PTCP	N;FEM;SG
stigende	הגדלת	stige	הגדלה	V;PRS;V.PTCP	N;PSSD;FEM;SG
stigende	העולה	stige	העולה	V;PRS;V.PTCP	PROPN
stigende	עולה	stige	עולה	V;PRS;V.PTCP	N;MASC;SG
stigende	עולה	stige	עולה	V;PRS;V.PTCP	N;MASC;SG
konservative	השמרנים	konservativ	השמרן	ADJ;PL	N;MASC;PL
konservative	שמרני	konservativ	שמרני	ADJ;PL	ADJ;MASC;SG
konservative	שמרנית	konservativ	שמרני	ADJ;PL	ADV
konservative	שמרן	konservativ	שמרן	ADJ;PL	ADJ;MASC;SG
vor	שלנו	vores	None	DET;MASC+FEM;SG;1	
scott	סקוט	scott	סקוט		PROPN
føre	עופרת	føre	עפר	V;NFIN;ACT	N;FEM;SG
forenede	יונייטד	forene	יונייטד	V;PL;PST;V.PTCP	PROPN
liga	הליגה	liga	הליגה	N;INDF;MASC+FEM;SG	
adolf	אדולף	adolf	באדולף	N;INDF;MASC+FEM;SG	PROPN
house	הבית	house	הבית	N;INDF;MASC+FEM;SG	ADV
house	האוס	house	האוס	N;INDF;MASC+FEM;SG	PROPN
henning	הנינג	henning	הנינג		PROPN
heinrich	היינריך	heinrich	היינריך		PROPN
angriber	התקפות	angriber	התקפה	N;INDF;MASC+FEM;SG	N;FEM;PL
angriber	פיגועים	angriber	פיגוע	N;INDF;MASC+FEM;SG	N;MASC;PL
angriber	התוקפנית	angriber	התוקפנית	N;INDF;MASC+FEM;SG	ADV
angriber	תוקפים	angriber	תוקף	N;INDF;MASC+FEM;SG	N;MASC;PL
angriber	תוקפת	angriber	תוקפת	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
axel	אקסל	axel	אקסל		PROPN
værdi	הערך	værdi	הערך	N;INDF;MASC+FEM;SG	
lukket	סגורות	lukke	סגור	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
lukket	סגורים	lukke	סגור	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
lukket	סגור	lukke	סגור	V;INDF;SG;PST;V.PTCP	
lukket	סגורה	lukke	סגור	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
oversættelse	התרגום	oversættelse	התרגום	N;INDF;MASC+FEM;SG	
falder	נפילה	falde	נפילה	V;IND;PRS;FIN;ACT	N;FEM;SG
falder	פולס	falde	פולס	V;IND;PRS;FIN;ACT	PROPN
falder	נפילה	falde	נפילה	V;IND;PRS;FIN;ACT	N;FEM;SG
falder	תיפול	falde	נפל	V;IND;PRS;FIN;ACT	V;FEM;SG;3;FUT;ACT
falder	סתיו	falde	סתיו	V;IND;PRS;FIN;ACT	
kender	דע	kende	דע	V;IND;PRS;FIN;ACT	V;MASC;SG;1;PST;ACT
kender	מכירה	kende	מכירה	V;IND;PRS;FIN;ACT	N;FEM;SG
dvd	dvd	dvd	dvd	N;INDF;MASC+FEM;SG	
romersk	רומן	romersk	רומן	N;INDF;MASC+FEM;SG	PROPN
romersk	רומי	romersk	רומי	N;INDF;MASC+FEM;SG	PROPN
funktion	מתפקדת	funktion	התפקד	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
funktion	מתפקד	funktion	התפקד	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
indsats	המאמצים	indsats	המאמץ	N;INDF;MASC+FEM;SG	PROPN
indsats	מאמצים	indsats	מאמץ	N;INDF;MASC+FEM;SG	N;MASC;PL
madrid	מדריד	madrid	מדריד	PROPN	PROPN
video	וידאו	video	וידאו	N;INDF;MASC+FEM;SG	PROPN
finske	פיני	finsk	פיני	ADJ;PL	PROPN
finske	פינית	finsk	פיני	ADJ;PL	PROPN
leksikon	הלקסיקון	leksikon	הלקסיקון	N;INDF;NEUT;SG	PROPN
leksikon	אנציקלופדיה	leksikon	אנציקלופדיה	N;INDF;NEUT;SG	PROPN
klaver	הפסנתר	klave	הפסנתר	N;INDF;MASC+FEM;SG	V;SG;1;PST;ACT
rum	חללים	rum	חלל	N;INDF;NEUT;SG	N;MASC;PL
rum	רווחים	rum	רווח	N;INDF;NEUT;SG	N;MASC;PL
rum	חדרים	rum	חדר	N;INDF;NEUT;SG	N;MASC;PL
rum	החדר	rum	החדר	N;INDF;NEUT;SG	
rum	חדרה	rum	חדרה	N;INDF;NEUT;SG	PROPN
øerne	האיים	øerne	האיים	N;DEF;NEUT;PL	PROPN
øerne	איים	øerne	אי	N;DEF;NEUT;PL	PROPN
aftale	דיל	aftale	דיל	N;INDF;MASC+FEM;SG	PROPN
websted	האתר	websted	האתר	N;INDF;MASC+FEM;SG	
generation	דור	generation	דור	N;INDF;MASC+FEM;SG	
parken	פארק	park	פארק	N;DEF;MASC+FEM;SG	PROPN
hitler	היטלר	hitle	היטלר	N;INDF;MASC+FEM;SG	PROPN
johann	יוהאן	johann	יוהאן		PROPN
anvendelse	להשתמש	anvendelse	השתמש	N;INDF;MASC+FEM;SG	V;NFIN
anvendelse	השתמש	anvendelse	השתמש	N;INDF;MASC+FEM;SG	V;MASC;SG;3;PST
farver	צבע	farve	צבע	N;INDF;MASC+FEM;PL	N;MASC;SG
farver	הצבע	farve	הצבע	N;INDF;MASC+FEM;PL	
farver	צבע	farve	צבע	N;INDF;MASC+FEM;PL	N;MASC;SG
stærke	חזקה	stærk	חזק	ADJ;PL	ADJ;FEM;SG
stærke	סטרונג	stærk	סטרונג	ADJ;PL	PROPN
stærke	חזק	stærk	חזק	ADJ;PL	ADJ;MASC;SG
emil	אמיל	emil	אמיל		PROPN
ydre	החיצון	ydre	החיצון	ADJ	N;MASC;SG
