contraste	contrastes	contraste	contraste	N;MASC;SG	N;MASC;PL
removido	eliminado	remover	eliminado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
diariamente	diarios	diariamente	diario	ADV	N;MASC;PL
diariamente	diario	diariamente	diario	ADV	N;MASC;SG
diariamente	cotidiano	diariamente	cotidiano	ADV	ADJ;MASC;SG
diariamente	diaria	diariamente	diario	ADV	ADJ;FEM;SG
armadura	armaduras	armadura	armadura	N;FEM;SG	N;FEM;PL
armadura	armaduras	armadura	armadura	N;FEM;SG	N;FEM;PL
micro	micro	micro	micro	N;MASC;SG	
cartões	baraja	cartão	barajar	N;MASC;PL	N;FEM;SG
adquirido	adquirida	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
adquirido	adquiridos	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
adquirido	adquiridas	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
adquirido	adquirido	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
adquirido	adquiridos	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
adquirido	comprados	adquirir	comprado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
adquirido	adquiridas	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
adquirido	comprada	adquirir	comprado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
adquirido	adquirido	adquirir	adquirido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
adquirido	comprado	adquirir	comprar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
frequentou	asistieron	frequentar	asistir	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
frequentou	asistido	frequentar	asistir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
recomendações	recomendación	recomendação	recomendación	N;FEM;PL	N;FEM;SG
garantia	colateral	garantia	colateral	N;FEM;SG	ADJ;SG
criminal	criminales	criminal	criminal	N;MASC;SG	N;PL
criminal	criminal	criminal	criminal	N;MASC;SG	ADJ;SG
criminal	penales	criminal	penal	N;MASC;SG	ADJ;PL
criminal	penal	criminal	penal	N;MASC;SG	ADJ;SG
luxo	lujos	luxo	lujo	N;MASC;SG	N;MASC;PL
esculturas	escultura	escultura	escultura	N;FEM;PL	N;FEM;SG
esculturas	escultura	escultura	escultura	N;FEM;PL	N;FEM;SG
born	nacidos	born	nacido	N;MASC;SG	ADJ;MASC;PL;V.PTCP
born	nacido	born	nacido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
novatos	principiante	novato	principiante	N;MASC;PL	N;SG
novatos	iniciación	novato	iniciación	N;MASC;PL	N;FEM;SG
made	hecha	made	hecho	N;MASC;SG	ADJ;FEM;SG;V.PTCP
made	hecho	made	hecho	N;MASC;SG	ADJ;MASC;SG;V.PTCP
subida	subir	subida	subir	N;FEM;SG	V;NFIN
subida	escalar	subida	escalar	N;FEM;SG	V;NFIN
subdivisões	subdivisión	subdivisão	subdivisión	N;FEM;PL	N;FEM;SG
claudio	claudio	claudio	claudio	N;MASC;SG	PROPN
macho	masculino	macho	masculino	N;MASC;SG	ADJ;MASC;SG
macho	machos	macho	macho	N;MASC;SG	N;MASC;PL
ouvido	escuchado	ouvir	escuchar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ouvido	oído	ouvir	oír	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ouvido	oreja	ouvir	oreja	V;MASC;SG;V.PTCP	N;FEM;SG
ouvido	oído	ouvir	oír	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
perdas	perdida	perda	perdido	N;FEM;PL	ADJ;FEM;SG;V.PTCP
perdas	pérdida	perda	pérdida	N;FEM;PL	N;FEM;SG
perdas	perdidas	perda	perdido	N;FEM;PL	ADJ;FEM;PL;V.PTCP
urbanas	urbanas	urbano	urbano	N;FEM;PL	ADJ;FEM;PL
urbanas	urbana	urbano	urbano	N;FEM;PL	ADJ;FEM;SG
urbanas	urbano	urbano	urbano	N;FEM;PL	ADJ;MASC;SG
urbanas	urban	urbano	urbar	N;FEM;PL	N;SG
urbanas	urbanos	urbano	urbano	N;FEM;PL	ADJ;MASC;PL
lesões	lesión	lesão	lesión	N;FEM;PL	N;FEM;SG
lesões	herida	lesão	herido	N;FEM;PL	ADJ;FEM;SG;V.PTCP
lesões	perjuicio	lesão	perjuicio	N;FEM;PL	V;IMP;SG;3;FIN
alencar	alencar	alencar	alencar	N;MASC;SG	PROPN
nervoso	nerviosa	nervoso	nervioso	N;MASC;SG	ADJ;FEM;SG
nervoso	nervioso	nervoso	nervioso	N;MASC;SG	ADJ;MASC;SG
nervoso	nerviosos	nervoso	nervioso	N;MASC;SG	ADJ;MASC;PL
han	han	han	haber	N;MASC;SG	V;IND;PL;3;PRS;FIN
soviéticos	soviético	soviético	soviético	N;MASC;PL	ADJ;MASC;SG
soviéticos	soviéticas	soviético	soviético	N;MASC;PL	ADJ;FEM;PL
soviéticos	soviética	soviético	soviético	N;MASC;PL	ADJ;FEM;SG
adoção	adopciones	adoção	adopción	N;FEM;SG	N;FEM;PL
separadas	separadas	separar	separado	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
separadas	separado	separar	separar	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
separadas	separada	separar	separado	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
separadas	separados	separar	separado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
cobra	cobra	cobrar	cobrar	N;FEM;SG	V;IND;SG;3;PRS;FIN
monges	monje	monge	monje	N;MASC;PL	N;MASC;SG
preparar	preparación	preparar	preparación	V;NFIN	N;FEM;SG
preparar	preparados	preparar	preparado	V;NFIN	ADJ;MASC;PL;V.PTCP
andamento	avances	andamento	avance	N;MASC;SG	N;MASC;PL
andamento	progresos	andamento	progreso	N;MASC;SG	N;MASC;PL
escolhidos	escogidos	escolher	escogido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
escolhidos	elegido	escolher	elegido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
escolhidos	escogido	escolher	escogido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
escolhidos	elegida	escolher	elegido	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
escolhidos	escogida	escolher	escogida	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
escolhidos	elegidos	escolher	elegido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
june	june	june	june	N;FEM;SG	PROPN
colecção	recogida	colecção	recogido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
honorário	honorarios	honorário	honorario	ADJ;MASC;SG	N;MASC;PL
ruth	ruth	ruth	ruth	N;FEM;SG	PROPN
romântico	románticas	romântico	romántico	ADJ;MASC;SG	ADJ;FEM;PL
romântico	románticos	romântico	romántico	ADJ;MASC;SG	N;MASC;PL
divididas	divididas	dividir	dividido	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
divididas	dividida	dividir	dividido	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
divididas	dividido	dividir	dividido	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
divididas	divididos	dividir	dividido	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
acer	acer	acer	acer	N;MASC;SG	INTJ
riscos	riesgo	risco	riesgo	N;MASC;PL	N;MASC;SG
riscos	arriesgar	risco	arriesgar	N;MASC;PL	V;NFIN
trocar	switch	trocar	switch	V;NFIN	N
trocar	interruptor	trocar	interruptor	V;NFIN	N;MASC;SG
trocar	canje	trocar	canje	V;NFIN	N;MASC;SG
trocar	intercambio	trocar	intercambio	V;NFIN	N;MASC;SG
trocar	swap	trocar	swap	V;NFIN	N;SG
vital	vitales	vital	vital	ADJ;MASC;SG	ADJ;PL
ted	ted	ted	ted	N;MASC;SG	PROPN
consistia	consistido	consistir	consistir	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
consistia	consistió	consistir	consistir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
consistia	consistían	consistir	consistir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
novato	novata	novato	novata	N;MASC;SG	ADJ;FEM;SG
mensal	mensualmente	mensal	mensualmente	ADJ;MASC;SG	ADV
mensal	mensuales	mensal	mensual	ADJ;MASC;SG	ADJ;PL
favorito	marcadores	favorito	marcador	N;MASC;SG	N;MASC;PL
favorito	favoritos	favorito	favorito	N;MASC;SG	N;MASC;PL
favorito	favorito	favorito	favorito	N;MASC;SG	ADJ;MASC;SG
favorito	favoritos	favorito	favorito	N;MASC;SG	N;MASC;PL
favorito	favoritas	favorito	favorita	N;MASC;SG	N;FEM;PL
favorito	favorito	favorito	favorito	N;MASC;SG	ADJ;MASC;SG
conservador	conservadoras	conservador	conservador	ADJ;MASC;SG	ADJ;FEM;PL
conservador	conservadores	conservador	conservador	ADJ;MASC;SG	N;MASC;PL
espetáculos	muestra	espetáculo	mostrar	N;MASC;PL	V;IND;SG;3;PRS;FIN
martín	martin	martín	martin	N;MASC;SG	PROPN
selecionado	seleccionados	selecionar	seleccionado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
selecionado	seleccionado	selecionar	seleccionado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
selecionado	seleccionada	selecionar	seleccionado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
selecionado	seleccionadas	selecionar	seleccionado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
bebidas	bebida	bebida	bebida	N;FEM;PL	N;FEM;SG
bebidas	bebe	bebida	beber	N;FEM;PL	N;MASC;SG
bebidas	bebida	bebida	bebida	N;FEM;PL	N;FEM;SG
caçador	cazadores	caçador	cazador	N;MASC;SG	N;MASC;PL
atacado	mayorista	atacar	mayorista	V;MASC;SG;V.PTCP	ADJ;SG
atacado	mayoristas	atacar	mayorista	V;MASC;SG;V.PTCP	N;PL
atacado	atacado	atacar	atacar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
atacado	atacados	atacar	atacar	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
atacado	atacada	atacar	atacado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
quentes	cálido	quente	cálido	ADJ;MASC;PL	ADJ;MASC;SG
quentes	caliente	quente	caliente	ADJ;MASC;PL	ADJ;SG
quentes	tibio	quente	tibio	ADJ;MASC;PL	ADJ;MASC;SG
quentes	cálida	quente	cálido	ADJ;MASC;PL	ADJ;FEM;SG
murphy	murphy	murphy	murphy	N;MASC;SG	PROPN
silêncio	calla	silêncio	callar	N;MASC;SG	V;IND;SG;3;PRS;FIN
silêncio	tranquilo	silêncio	tranquilo	N;MASC;SG	ADJ;MASC;SG
silêncio	tranquila	silêncio	tranquilo	N;MASC;SG	ADJ;FEM;SG
silêncio	callado	silêncio	callado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
silêncio	silenciar	silêncio	silenciar	N;MASC;SG	V;NFIN
silêncio	silenciosas	silêncio	silencioso	N;MASC;SG	ADJ;FEM;PL
silêncio	silenciosa	silêncio	silencioso	N;MASC;SG	ADJ;FEM;SG
silêncio	silencioso	silêncio	silencioso	N;MASC;SG	ADJ;MASC;SG
nicholas	nicolás	nichola	nicolás	N;FEM;PL	N;MASC;SG
nicholas	nicholas	nichola	nichola	N;FEM;PL	N;SG
kenneth	jose	kenneth	jose	N;MASC;SG	
kenneth	kenneth	kenneth	kenneth	N;MASC;SG	PROPN
definitiva	definitivas	definitivo	definitivo	ADJ;FEM;SG	ADJ;FEM;PL
definitiva	definitivos	definitivo	definitivo	ADJ;FEM;SG	ADJ;MASC;PL
nono	nono	nono	nono	ADJ;MASC;SG	
romanas	romana	romano	romano	N;FEM;PL	ADJ;FEM;SG
romanas	romano	romano	romano	N;FEM;PL	ADJ;MASC;SG
romanas	román	romano	román	N;FEM;PL	N;MASC;SG
principado	principado	principado	principado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
sentiu	fieltro	sentir	fieltro	V;IND;SG;3;PST;FIN	N;MASC;SG
sentiu	sentí	sentir	sentir	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
cap	cap	cap	cap	N;MASC;SG	
cap	capi	cap	capi	N;MASC;SG	
delegado	delegada	delegado	delegado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
delegado	delegadas	delegado	delegada	N;MASC;SG	ADJ;FEM;PL;V.PTCP
delegado	delegada	delegado	delegado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
delegado	delegados	delegado	delegado	N;MASC;SG	N;MASC;PL
delegado	delegar	delegado	delegar	N;MASC;SG	V;NFIN
delegado	adjunta	delegado	adjunto	N;MASC;SG	ADJ;FEM;SG
funcional	funcionales	funcional	funcional	ADJ;MASC;SG	ADJ;PL
amadores	aficionada	amadores	aficionado	N;MASC;PL	ADJ;FEM;SG;V.PTCP
amadores	amateur	amadores	amateur	N;MASC;PL	N;FEM;SG
amadores	aficionado	amadores	aficionado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
protecção	protecciones	protecção	protección	N;FEM;SG	N;FEM;PL
protecção	protectores	protecção	protector	N;FEM;SG	N;MASC;PL
protecção	protector	protecção	protector	N;FEM;SG	ADJ;MASC;SG
protecção	protectora	protecção	protectora	N;FEM;SG	ADJ;FEM;SG
jogado	jugaron	jogar	jugar	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
jogado	jugado	jogar	jugado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
jogado	desempeñado	jogar	desempeñado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
transferida	transferida	transferir	transferido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
transferida	transferido	transferir	transferir	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
transferida	trasladado	transferir	trasladar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
transferida	transferidos	transferir	transferido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
transferida	transferidas	transferir	transferido	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
pérez	perez	pérez	perez	PROPN;MASC;SG	PROPN
pérez	pérez	pérez	pérez	PROPN;MASC;SG	N;MASC;SG
pérez	pérez	pérez	pérez	PROPN;MASC;SG	N;MASC;SG
empresarial	corporativas	empresarial	corporativo	ADJ;MASC;SG	ADJ;FEM;PL
next	próximo	next	próximo	N;MASC;SG	ADJ;MASC;SG
next	siguiente	next	siguiente	N;MASC;SG	ADJ;SG
next	próxima	next	próximo	N;MASC;SG	ADJ;FEM;SG
leves	ligera	leve	ligero	ADJ;MASC;PL	ADJ;FEM;SG
leves	liviano	leve	liviano	ADJ;MASC;PL	ADJ;MASC;SG
leves	ligero	leve	ligero	ADJ;MASC;PL	ADJ;MASC;SG
arranjo	arreglos	arranjo	arreglo	N;MASC;SG	N;MASC;PL
standard	estándar	standard	estándar	N;MASC;SG	ADJ;SG
standard	estandar	standard	estandar	N;MASC;SG	V;IND;3;FIN
standard	standard	standard	standard	N;MASC;SG	PROPN
respectivas	respectivo	respectivo	respectivo	ADJ;FEM;PL	ADJ;MASC;SG
respectivas	respectiva	respectivo	respectivo	ADJ;FEM;PL	ADJ;FEM;SG
jam	mermeladas	jam	mermelado	N;MASC;SG	N;FEM;PL
jam	jam	jam	jam	N;MASC;SG	
aaron	aaron	aaron	aaron	N;MASC;SG	PROPN
aaron	aarón	aaron	aarón	N;MASC;SG	PROPN
cruzada	cruzada	cruzar	cruzado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
cruzada	cruzado	cruzar	cruzar	N;FEM;SG	ADJ;MASC;SG;V.PTCP
preparado	listos	preparar	listo	V;MASC;SG;V.PTCP	ADJ;MASC;PL
preparado	listo	preparar	listo	V;MASC;SG;V.PTCP	ADJ;MASC;SG
preparado	preparados	preparar	preparado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
preparado	ready	preparar	ready	V;MASC;SG;V.PTCP	N
preparado	lista	preparar	lista	V;MASC;SG;V.PTCP	N;FEM;SG
preparado	listas	preparar	lista	V;MASC;SG;V.PTCP	N;FEM;PL
preparado	preparado	preparar	preparado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
preparado	preparada	preparar	preparado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
preparado	preparados	preparar	preparado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
preparado	preparadas	preparar	preparado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
chamando	vocación	chamar	vocación	V;V.MSDR	N;FEM;SG
servido	servida	servido	servido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
servido	servido	servido	servir	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
servido	servidos	servido	servido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
bass	bajos	bass	bajo	N;MASC;SG	ADJ;MASC;PL
bass	bajo	bass	bajo	N;MASC;SG	ADP
receitas	ingreso	receita	ingreso	N;FEM;PL	N;MASC;SG
receitas	renta	receita	renta	N;FEM;PL	N;FEM;SG
pioneiros	pioneer	pioneiro	pioneer	N;MASC;PL	N;SG
pioneiros	pionera	pioneiro	pionera	N;MASC;PL	ADJ;FEM;SG
pioneiros	pionero	pioneiro	pionero	N;MASC;PL	ADJ;MASC;SG
complexa	complejas	complexo	complejo	ADJ;FEM;SG	ADJ;FEM;PL
complexa	complejos	complexo	complejo	ADJ;FEM;SG	N;MASC;PL
moisés	moisés	moisés	moisés	N;MASC;SG	PROPN
exportação	exporta	exportação	exportar	N;FEM;SG	V;IND;SG;3;PRS;FIN
exportação	exportaciones	exportação	exportación	N;FEM;SG	N;FEM;PL
exportação	exportaciones	exportação	exportación	N;FEM;SG	N;FEM;PL
exportação	exportar	exportação	exportar	N;FEM;SG	V;NFIN
exportação	exportando	exportação	exportar	N;FEM;SG	V;V.MSDR
exportação	exportadores	exportação	exportador	N;FEM;SG	N;MASC;PL
exportação	exportar	exportação	exportar	N;FEM;SG	V;NFIN
incluídos	incluidos	incluir	incluido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
incluídos	incluidas	incluir	incluir	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
incluídos	incluida	incluir	incluido	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
incluídos	incluído	incluir	incluído	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
incluídos	incluido	incluir	incluido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
constituinte	constituyentes	constituinte	constituyente	N;MASC;SG	N;PL
constituinte	constitutivo	constituinte	constitutivo	N;MASC;SG	ADJ;MASC;SG
constituinte	constituyente	constituinte	constituyente	N;MASC;SG	ADJ;SG
estrelou	protagonizado	estrelar	protagonizado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
restauro	restablecer	restauro	restablecer	N;MASC;SG	V;NFIN
restauro	restaurar	restauro	restaurar	N;MASC;SG	V;NFIN
restauro	restaura	restauro	restaura	N;MASC;SG	V;IND;SG;3;PRS;FIN
frederick	federico	frederick	federico	N;MASC;SG	ADJ;MASC;SG
levantamento	levantando	levantamento	levantar	N;MASC;SG	V;V.MSDR
temporariamente	temporales	temporariamente	temporal	ADV	ADJ;PL
temporariamente	temporal	temporariamente	temporal	ADV	ADJ;SG
temporariamente	temporario	temporariamente	temporario	ADV	ADJ;MASC;SG
avançado	avanzado	avançar	avanzado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avançado	avanzadas	avançar	avanzado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
avançado	avanzados	avançar	avanzado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
avançado	adelantado	avançar	adelantar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avançado	avanzada	avançar	avanzado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
incluídas	incluidos	incluir	incluido	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
incluídas	incluidas	incluir	incluir	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
incluídas	incluida	incluir	incluido	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
incluídas	incluído	incluir	incluído	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
incluídas	incluido	incluir	incluido	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
alerta	alertas	alerta	alerta	N;MASC;SG	N;FEM;PL
inéditas	inédito	inédito	inédito	N;FEM;PL	ADJ;MASC;SG
islândia	islandia	islândia	islandia	N;FEM;SG	ADJ;FEM;SG
haiti	haití	haitir	haitir	N;MASC;SG	PROPN
haiti	haitianos	haitir	haitiano	N;MASC;SG	N;MASC;PL
haiti	haitianas	haitir	haitiano	N;MASC;SG	ADJ;FEM;PL
haiti	haití	haitir	haitir	N;MASC;SG	PROPN
haiti	haitiana	haitir	haitiano	N;MASC;SG	ADJ;FEM;SG
habitação	viviendas	habitação	vivienda	N;FEM;SG	N;FEM;PL
mágica	mágica	mágico	mágico	N;FEM;SG	ADJ;FEM;SG
mágica	mágico	mágico	mágico	N;FEM;SG	ADJ;MASC;SG
mágica	mágicos	mágico	mágico	N;FEM;SG	ADJ;MASC;PL
mágica	mágico	mágico	mágico	N;FEM;SG	ADJ;MASC;SG
mágica	mágica	mágico	mágico	N;FEM;SG	ADJ;FEM;SG
mágica	magico	mágico	magico	N;FEM;SG	ADJ;MASC;SG
macmillan	macmillan	macmillan	macmillar	N;MASC;SG	N;FEM;PL
dever	deber	dever	deber	N;MASC;SG	V;NFIN
adicionado	añadido	adicionar	añadido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
adicionado	agregados	adicionar	agregado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
adicionado	añadida	adicionar	añadido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
adicionado	agregado	adicionar	agregar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
discovery	descubrimientos	discovery	descubrimiento	N;MASC;SG	N;MASC;PL
lutando	combates	lutar	combate	V;V.MSDR	N;MASC;PL
lutando	peleas	lutar	pelea	V;V.MSDR	N;FEM;PL
lutando	lucha	lutar	lucha	V;V.MSDR	N;FEM;SG
lutando	fighting	lutar	fighting	V;V.MSDR	N
model	modelos	model	modelo	N;MASC;SG	N;MASC;PL
irregular	desiguales	irregular	desigual	ADJ;MASC;SG	ADJ;PL
irregular	irregulares	irregular	irregular	ADJ;MASC;SG	ADJ;PL
uniformes	uniforme	uniforme	uniforme	N;MASC;PL	ADJ;SG
uniformes	uniforme	uniforme	uniforme	N;MASC;PL	ADJ;SG
junção	fusionar	junção	fusionar	N;FEM;SG	V;NFIN
junção	combinar	junção	combinar	N;FEM;SG	V;NFIN
teen	adolescentes	teen	adolescente	N;MASC;SG	N;PL
compacto	compactos	compacto	compacto	N;MASC;SG	N;MASC;PL
compacto	compacto	compacto	compacto	N;MASC;SG	ADJ;MASC;SG
compacto	compacta	compacto	compacta	N;MASC;SG	ADJ;FEM;SG
compacto	compactas	compacto	compacta	N;MASC;SG	ADJ;FEM;PL
sérvio	serbios	sérvio	serbio	N;MASC;SG	N;MASC;PL
vendida	vendida	vender	vendido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
vendida	vendido	vender	vender	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vendida	vendidos	vender	vendido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
vendida	vendidas	vender	vendido	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
porquê	porqué	porquê	porqué	ADV	
porquê	why	porquê	why	ADV	
tendências	tendencia	tendência	tendencia	N;FEM;PL	N;FEM;SG
tomadas	tomado	tomar	tomado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
tomadas	tomadas	tomar	tomado	V;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
tomadas	tomados	tomar	tomar	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
tomadas	tomada	tomar	tomado	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
relativo	pariente	relativo	pariente	ADJ;MASC;SG	N;SG
planície	llano	planície	llano	N;FEM;SG	ADJ;MASC;SG
planície	llanuras	planície	llanura	N;FEM;SG	N;FEM;PL
planície	llanos	planície	llano	N;FEM;SG	N;MASC;PL
planície	planicies	planície	planicie	N;FEM;SG	N;FEM;PL
pilares	pilar	pilar	pilar	N;MASC;PL	N;SG
caracterizada	caracterizada	caracterizar	caracterizado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
caracterizada	caracterizado	caracterizar	caracterizar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
caracterizada	caracterizados	caracterizar	caracterizado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
caracterizada	caracterizada	caracterizar	caracterizado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
caracterizada	caracterizado	caracterizar	caracterizar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
caracterizada	caracterizados	caracterizar	caracterizado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
designer	diseñadores	designer	diseñador	N;MASC;SG	N;MASC;PL
chuck	chuck	chuck	chuck	N;MASC;SG	PROPN
canhões	cañón	canhão	cañón	N;MASC;PL	N;MASC;SG
canhões	cañon	canhão	cañon	N;MASC;PL	N;MASC;SG
voar	fly	voar	fly	V;NFIN	N
voar	mosca	voar	mosca	V;NFIN	N;FEM;SG
voar	flying	voar	flying	V;NFIN	N;SG
voar	vuelo	voar	vuelo	V;NFIN	N;MASC;SG
doação	donaciones	doação	donación	N;FEM;SG	N;FEM;PL
ninja	ninjas	ninja	ninja	N;MASC;SG	N;PL
match	coincidir	match	coincidir	N;MASC;SG	V;NFIN
governou	gobernada	governar	gobernado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
governou	gobernado	governar	gobernado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
governou	gobernados	governar	gobernado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
logística	logístico	logístico	logístico	N;FEM;SG	ADJ;MASC;SG
bósnia	bosnios	bósnia	bosnio	N;FEM;SG	N;MASC;PL
bósnia	bosnia	bósnia	bosnia	N;FEM;SG	ADJ;FEM;SG
bósnia	bosnia	bósnia	bosnia	N;FEM;SG	ADJ;FEM;SG
atrair	cebo	atrair	cebo	V;NFIN	N;MASC;SG
atrair	señuelo	atrair	señuelo	V;NFIN	N;MASC;SG
diplomata	diplomática	diplomata	diplomático	N;MASC;SG	ADJ;FEM;SG
ataca	atentados	atacar	atentado	V;IND;SG;3;PRS;FIN	N;MASC;PL
ataca	ataques	atacar	ataque	V;IND;SG;3;PRS;FIN	N;MASC;PL
subir	subida	subir	subida	V;NFIN	N;FEM;SG
subir	escalada	subir	escalada	V;NFIN	N;FEM;SG
