筋	τένοντες	筋	τένω	N	ADJ;NOM;MASC;PL
所有	ιδιοκτήτες	所有	ιδιοκτήτης	DET	N;NOM;MASC;PL
所有	κάτοχοι	所有	κάτοχος	DET	N;NOM;MASC;PL
解碼	αποκωδικοποιήσει	解碼	αποκωδικοποιώ	N	V;PFV;IND;SG;3;FIN;ACT
園藝	κηπουρική	園藝	κηπουρικός	N	ADJ;NOM;FEM;SG
園藝	κηπουρική	園藝	κηπουρικός	N	ADJ;NOM;FEM;SG
園藝	garden	園藝	garden	N	
閃耀	λάμψει	閃耀	λαμπένω	N	V;PFV;NFIN;ACT
閃耀	λάμπει	閃耀	λαμπένω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
流利	άπταιστα	流利	άπταιστα	V	N;NOM;NEUT;PL
流利	άπταιστα	流利	άπταιστα	V	N;NOM;NEUT;PL
格子	lattice	格子	lattice	N	
信使	messenger	信使	messenger	N	
信使	αγγελιοφόρος	信使	αγγελιοφόρος	N	ADJ;NOM;MASC;SG
信使	αγγελιαφόρος	信使	αγγελιαφόρος	N	ADJ;NOM;MASC;SG
信使	αγγελιοφόροι	信使	αγγελιάφορος	N	ADJ;NOM;MASC;SG
信使	courier	信使	courier	N	
監測	παρακολούθησης	監測	παρακολούθηση	V	N;GEN;FEM;SG
監測	παρακολούθηση	監測	παρακολούθηση	V	N;ACC;FEM;SG
監測	παρακολούθηση	監測	παρακολούθηση	V	N;ACC;FEM;SG
監測	οθόνη	監測	οθόνος	V	N;NOM;FEM;SG
怨恨	δυσαρέσκεια	怨恨	δυσαρέσκεια	V	N;ACC;FEM;SG
巴格達	βαγδάτη	巴格達	βαγδάτης	PROPN	PROPN;NOM;FEM;SG
解脫	λύτρωση	解脫	λύτρωση	V	N;ACC;FEM;SG
羽球	μπάντμιντον	羽球	μπάντμιντον	N	
征服	κατακτητής	征服	κατακτητής	V	N;NOM;MASC;SG
太監	ευνούχοι	太監	ευνούχος	N	ADJ;NOM;MASC;PL
斷裂	κάταγμα	斷裂	κάταγμα	V	N;NOM;NEUT;SG
斷裂	θραύση	斷裂	θραύση	V	N;NOM;FEM;SG
斷裂	κάταγμα	斷裂	κάταγμα	V	N;NOM;NEUT;SG
殘留	κατάλοιπο	殘留	κατάλοιπος	V	N;NOM;NEUT;SG
殘留	υπόλειμμα	殘留	υπόλειμμα	V	N;NOM;NEUT;SG
殘留	υπολείμματα	殘留	υπόλειμμα	V	N;NOM;NEUT;PL
殘留	κατάλοιπα	殘留	κατάλοιπος	V	N;NOM;NEUT;PL
殘留	καταλοίπων	殘留	κατάλοιπος	V	ADJ;GEN;FEM;PL
簡訊	sms	簡訊	sms	N	
鶯	ίνγκε	鶯	ίνγομαι	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
著	εκφόρτωση	著	εκφόρτωση	PART;PROG	N;ACC;FEM;SG
著	προσγείωση	著	προσγείωση	PART;PROG	N;ACC;FEM;SG
佛教	βουδιστές	佛教	βουδιστής	PROPN	N;NOM;MASC;PL
佛教	βουδιστής	佛教	βουδιστής	PROPN	ADJ;NOM;MASC;SG
猶他	γιούτα	猶他	γιούτα	PROPN	
開車	drive	開車	drive	V	
開車	οδήγηση	開車	οδήγηση	V	N;NOM;FEM;SG
沙子	σαντ	沙子	σαντ	N	
比對	ταίριασμα	比對	ταίριασμα	V	N;NOM;NEUT;SG
比對	αντιστοιχία	比對	αντιστοιχία	V	N;NOM;FEM;SG
比對	ματς	比對	ματός	V	
比對	αγώνα	比對	αγώνας	V	N;ACC;MASC;SG
比對	ταίριασμα	比對	ταίριασμα	V	N;NOM;NEUT;SG
比對	αγώνας	比對	αγώνας	V	N;NOM;MASC;SG
化妝	μακιγιάζ	化妝	μακιγιάζ	V	N;NOM;NEUT;PL
化妝	καλλυντικά	化妝	καλλυντικός	V	ADV
精簡	streamline	精簡	streamline	N	
形容	επίθετο	形容	επίθετος	V	N;NOM;NEUT;SG
形容	επίθετα	形容	επίθετα	V	N;NOM;NEUT;PL
可	αναστρέψιμη	可	αναστρέψιμος	V	ADJ;NOM;FEM;SG
可	αναστρέψιμες	可	αναστρέψιμος	V	ADJ;NOM;FEM;PL
創傷	τραυματική	創傷	τραυματικός	N	ADJ;NOM;FEM;SG
創傷	τραυματικό	創傷	τραυματικός	N	ADJ;NOM;NEUT;SG
所有	κυριότητα	所有	κυριότητα	DET	N;ACC;FEM;SG
所有	ιδιοκτησία	所有	ιδιοκτησία	DET	N;ACC;FEM;SG
所有	ιδιοκτησίας	所有	ιδιοκτησία	DET	N;GEN;FEM;SG
含義	εννοώντας	含義	εννοώ	N	V;IPFV;V.CVB;ACT
鼻音	ρινική	鼻音	ρινικός	PROPN	ADJ;NOM;FEM;SG
一致	ομοφωνία	一致	ομοφωνία	ADJ	N;NOM;FEM;SG
一致	συνεκτικότητα	一致	συνεκτικότητα	ADJ	N;ACC;FEM;SG
一致	συνοχή	一致	συνοχή	ADJ	N;NOM;FEM;SG
一致	συνεκτικότητα	一致	συνεκτικότητα	ADJ	N;ACC;FEM;SG
一致	συνέπεια	一致	συνέπεια	ADJ	N;ACC;FEM;SG
一致	συνοχή	一致	συνοχή	ADJ	N;NOM;FEM;SG
維生	βιταμινών	維生	βιταμινός	V	N;GEN;FEM;PL
維生	βιταμίνες	維生	βιταμίνος	V	N;NOM;FEM;PL
維生	βιταμίνης	維生	βιταμίνος	V	N;GEN;FEM;SG
維生	βιταμίνη	維生	βιταμίνομαι	V	N;NOM;FEM;SG
維生	βιταμίνες	維生	βιταμίνος	V	N;NOM;FEM;PL
營救	διάσωση	營救	διάσωση	V	N;ACC;FEM;SG
營救	διάσωσης	營救	διάσωση	V	N;GEN;FEM;SG
冥王	άδη	冥王	άδη	N	PROPN;ACC;MASC;SG
韃靼	ταταρστάν	韃靼	ταταρστάν	PROPN	N
韃靼	τατάρ	韃靼	τατάρ	PROPN	N
加沙	γάζα	加沙	γάζα	PROPN	N;NOM;FEM;SG
勘察	τοπογραφικά	勘察	τοπογραφικά	N	ADJ;NOM;NEUT;PL
陡峭	απότομα	陡峭	απότομα	N	ADV
檢索	ανακτήσει	檢索	ανακτώ	N	V;PFV;IND;SG;3;FIN;ACT
檢索	ανακτήσει	檢索	ανακτώ	N	V;PFV;IND;SG;3;FIN;ACT
斬首	αποκεφαλισμό	斬首	αποκεφαλισμός	V	N;ACC;MASC;SG
妊娠	κύηση	妊娠	κύηση	V	N;NOM;FEM;SG
妊娠	εγκυμοσύνη	妊娠	εγκυμοσύνη	V	N;NOM;FEM;SG
妊娠	κύησης	妊娠	κύηση	V	N;GEN;FEM;SG
