間	przerwa	間	przerwa	N	
多餘	nadwyżka	多餘	nadwyżka	ADV	N;NOM;FEM;SG
受害	ofiarami	受害	ofiara	V	N;INS;FEM;PL
受害	ofiar	受害	ofiara	V	
受害	ofiary	受害	ofiara	V	N;NOM;FEM;PL
受害	ofiarą	受害	ofiara	V	N;INS;FEM;SG
受害	ofiary	受害	ofiara	V	N;NOM;FEM;PL
受害	ofiara	受害	ofiara	V	N;NOM;FEM;SG
美學	estetycznej	美學	estetyczny	N	ADJ;GEN;FEM;SG
堅強	mocna	堅強	mocny	ADJ	
水母	meduzy	水母	meduz	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
上級	superior	上級	superior	N	
震動	drżenie	震動	drżenie	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
震動	drgania	震動	drganie	V	N;NOM;NEUT;PL
震動	wibracje	震動	wibracja	V	N;NOM;FEM;PL
震動	wibracji	震動	wibracja	V	N;GEN;FEM;SG
病理	patologiczne	病理	patologiczny	N	ADJ;NOM;NEUT;SG
堅決	zdecydowana	堅決	zdecydowany	ADV	ADJ;NOM;FEM;SG
堅決	resolute	堅決	resoluty	ADV	
堅決	stanowczy	堅決	stanowczy	ADV	ADJ;NOM;MASC;SG
堅決	zdecydowany	堅決	zdecydowany	ADV	ADJ;NOM;MASC;SG
嫌犯	podejrzanych	嫌犯	podejrzany	N	ADJ;GEN;MASC;PL
嫌犯	podejrzany	嫌犯	podejrzany	N	ADJ;NOM;MASC;SG
嫌犯	podejrzana	嫌犯	podejrzany	N	ADJ;NOM;FEM;SG
發聲	dźwiękowych	發聲	dźwiękowy	V	ADJ;GEN;MASC;PL
妨礙	niedrożność	妨礙	niedrożność	V	N;NOM;FEM;SG
妨礙	przeszkoda	妨礙	przeszkoda	V	N;NOM;FEM;SG
薪資	płace	薪資	płaca	N	
埋伏	zasadzka	埋伏	zasadzko	V	N;NOM;FEM;SG
埋伏	zasadzkę	埋伏	zasadzka	V	N;ACC;FEM;SG
抵押	zastaw	抵押	zastawa	V	
抵押	zabezpieczenie	抵押	zabezpieczenie	V	N;NOM;NEUT;SG
抵押	zabezpieczenia	抵押	zabezpieczenie	V	N;NOM;NEUT;SG
扣押	drgawki	扣押	drgawka	V	N;NOM;FEM;PL
元老	senat	元老	senat	N	
美化	upiększania	美化	upiększać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
備忘	memo	備忘	memo	V	
備忘	memorandum	備忘	memorandum	V	N;NOM;NEUT;SG
許可	licencja	許可	licencja	V	N;NOM;FEM;SG
許可	licencji	許可	licencja	V	N;GEN;FEM;SG
許可	licencje	許可	licencja	V	N;NOM;FEM;PL
許可	pozwolenia	許可	pozwolić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
許可	zezwolenia	許可	zezwolić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
許可	licencja	許可	licencja	V	N;NOM;FEM;SG
許可	licencje	許可	licencja	V	N;NOM;FEM;PL
許可	licencji	許可	licencja	V	N;GEN;FEM;SG
許可	zezwolenie	許可	zezwolenie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
許可	pozwolenie	許可	pozwolenie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
許可	pozwolenia	許可	pozwolić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
許可	licencji	許可	licencja	V	N;GEN;FEM;SG
許可	licencje	許可	licencja	V	N;NOM;FEM;PL
合法	zalegalizowana	合法	zalegalizować	V	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
素質	jakości	素質	jakość	N	
突變	zmutowane	突變	zmutować	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
突變	mutantów	突變	mutant	V	N;ACC;MASC;PL
突變	mutacje	突變	mutacja	V	N;NOM;FEM;PL
突變	mutacji	突變	mutacja	V	N;GEN;FEM;SG
突變	mutacja	突變	mutacja	V	N;NOM;FEM;SG
突變	mutacje	突變	mutacja	V	N;NOM;FEM;PL
突變	mutacji	突變	mutacja	V	N;GEN;FEM;SG
高	flak	高	flak	PART	
塞內加爾	senegalu	塞內加爾	senegal	PROPN	N;GEN;MASC;SG
模具	pleśń	模具	pleśń	N	
模具	form	模具	forma	N	V;IPFV;IND;PL;FIN;ACT
模具	pleśń	模具	pleśń	N	
琥珀	amber	琥珀	amber	PROPN	
琥珀	pomarańczowa	琥珀	pomarańczowy	PROPN	ADJ;NOM;FEM;SG
插座	socket	插座	socket	N	
聖徒	święci	聖徒	święcić	N	V;IPFV;IND;PL;2;PRS;FIN;ACT
象牙	ivory	象牙	Ivora	PROPN	
墜落	spadające	墜落	spadać	V	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
活潑	lively	活潑	livel	N	
活潑	żywa	活潑	żywy	N	ADJ;NOM;FEM;SG
活潑	żywy	活潑	żywy	N	
菊花	daisy	菊花	dais	N	
氙	xenon	氙	xenon	N	
自焚	immolation	自焚	immolation	V	
漂	pływających	漂	pływać	N	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
漂	pływające	漂	pływać	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
失明	ślepota	失明	ślepota	V	N;NOM;FEM;SG
白雪	snowy	白雪	snowa	N	
神田	kanda	神田	kanda	PROPN	
病房	ward	病房	warda	N	PROPN;NOM;MASC;SG
突尼西亞	tunezja	突尼西亞	tunezja	PROPN	
突尼西亞	tunezja	突尼西亞	tunezja	PROPN	
突尼西亞	tunis	突尼西亞	tunis	PROPN	PROPN;NOM;MASC;SG
平野	hirano	平野	hirano	PROPN	
熊貓	panda	熊貓	panda	N	
熊貓	pandy	熊貓	panda	N	
縱火	podpalenie	縱火	podpalić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
零星	sporadyczne	零星	sporadyczny	N	ADJ;NOM;NEUT;SG
零星	sporadycznie	零星	sporadycznie	N	ADV
族裔	etnicznych	族裔	etniczny	N	ADJ;GEN;MASC;PL
族裔	etniczne	族裔	etniczny	N	ADJ;NOM;NEUT;SG
正直	uczciwość	正直	uczciwość	ADJ	N;NOM;FEM;SG
正直	integralność	正直	integralność	ADJ	N;NOM;FEM;SG
正直	integralności	正直	integralność	ADJ	N;GEN;FEM;SG
彈珠	marble	彈珠	marble	N	
乙烯	winylu	乙烯	winyle	N	
鈉	sodu	鈉	sód	N	
傷心	smutno	傷心	smutno	N	ADV
傷心	smutne	傷心	smutny	N	ADJ;NOM;NEUT;SG
傷心	smutny	傷心	smutny	N	ADJ;NOM;MASC;SG
傷心	smutna	傷心	smutny	N	ADJ;NOM;FEM;SG
甘露	manna	甘露	manna	N	
甘露	nektar	甘露	nektar	N	
固態	stał	固態	stać	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
固態	solidne	固態	solidny	N	ADJ;NOM;NEUT;SG
固態	solidna	固態	solidny	N	ADJ;NOM;FEM;SG
固態	solidny	固態	solidny	N	ADJ;NOM;MASC;SG
避難	azylu	避難	azyl	V	N;GEN;MASC;SG
避難	azyl	避難	azyl	V	N;NOM;MASC;SG
避難	schronienie	避難	schronienie	V	N;NOM;NEUT;SG
唐人	chinatown	唐人	chinatowny	PROPN	
鴉片	opium	鴉片	opium	N	
延誤	opóźnienia	延誤	opóźnienie	V	N;NOM;NEUT;SG
延誤	opóźnienie	延誤	opóźnienie	V	N;NOM;NEUT;SG
延誤	opóźnienia	延誤	opóźnienie	V	N;NOM;NEUT;SG
延誤	opóźnień	延誤	opóźnienie	V	N;GEN;NEUT;PL
延誤	opóźnienie	延誤	opóźnienie	V	N;NOM;NEUT;SG
延誤	opóźniony	延誤	opóźnić	V	
延誤	opóźnienie	延誤	opóźnienie	V	N;NOM;NEUT;SG
延誤	opóźniona	延誤	opóźnić	V	ADJ;NOM;FEM;SG
延誤	opóźnione	延誤	opóźnić	V	ADJ;NOM;NEUT;SG
獲利	profit	獲利	profit	V	
獲利	zysku	獲利	zysk	V	N;GEN;MASC;SG
獲利	zysk	獲利	zysk	V	N;NOM;MASC;SG
獲利	zyski	獲利	zysk	V	N;NOM;MASC;PL
獲利	rentowność	獲利	rentowność	V	N;NOM;FEM;SG
獲利	rentowności	獲利	rentowność	V	N;GEN;FEM;SG
領事	konsul	領事	konsul	N	
領事	konsularnych	領事	konsularny	N	ADJ;GEN;MASC;PL
愛滋	aids	愛滋	aids	N	
無窮	nieskończenie	無窮	nieskończenie	ADJ	N;NOM;NEUT;SG
無窮	nieskończoność	無窮	nieskończoność	ADJ	N;NOM;FEM;SG
無窮	nieskończoność	無窮	nieskończoność	ADJ	N;NOM;FEM;SG
頻寬	pasma	頻寬	pasm	N	
加固	wzmocnienia	加固	wzmocnić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
加固	wzmocnienie	加固	wzmocnić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
加固	wzmacnianie	加固	wzmacniać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
藻類	alg	藻類	alg	N	
打字	pisanie	打字	pisać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
打字	wpisanie	打字	wpisać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
美咲	misaki	美咲	misaki	PROPN	N;NOM;FEM;SG
玩偶	lalki	玩偶	lalka	N	
玩偶	lalek	玩偶	lalka	N	
寫入	pisanie	寫入	pisać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
寫入	pismo	寫入	pismo	V	N;NOM;NEUT;SG
有色	kolorowe	有色	kolorowy	N	ADJ;NOM;NEUT;SG
有色	kolorowy	有色	kolorowy	N	ADJ;NOM;MASC;SG
有色	kolorowych	有色	kolorowy	N	ADJ;GEN;MASC;PL
有色	kolorowych	有色	kolorowy	N	ADJ;GEN;MASC;PL
有色	kolorowe	有色	kolorowy	N	ADJ;NOM;NEUT;SG
有色	kolorowy	有色	kolorowy	N	ADJ;NOM;MASC;SG
有色	barwione	有色	barwić	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
貧困	biedy	貧困	bieda	N	
黑社	triady	黑社	triada	N	
競爭	konkurencyjna	競爭	konkurencyjny	V	ADJ;NOM;FEM;SG
競爭	konkurencyjne	競爭	konkurencyjny	V	ADJ;NOM;NEUT;SG
競爭	konkurencyjny	競爭	konkurencyjny	V	ADJ;NOM;MASC;SG
競爭	konkurencyjnych	競爭	konkurcyjnyjny	V	ADJ;GEN;MASC;PL
競爭	konkurencyjność	競爭	konkurencyjność	V	N;NOM;FEM;SG
競爭	konkurencyjności	競爭	konkurcyjnyjność	V	N;GEN;FEM;SG
競爭	konkurencyjność	競爭	konkurencyjność	V	N;NOM;FEM;SG
親密	intymne	親密	intymny	N	ADJ;NOM;NEUT;SG
過境	tranzytowe	過境	tranzytowy	N	ADJ;NOM;NEUT;SG
矩形	prostokątne	矩形	prostokątny	N	ADJ;NOM;NEUT;SG
貪	chciwy	貪	chciwy	N	ADJ;NOM;MASC;SG
野蠻	savage	野蠻	savaga	N	
野蠻	dzikie	野蠻	dziki	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
野蠻	barbarzyńskie	野蠻	barbarzyński	N	ADJ;NOM;NEUT;SG
野蠻	brutalny	野蠻	brutalny	N	ADJ;NOM;MASC;SG
野蠻	brutalna	野蠻	brutalny	N	ADJ;NOM;FEM;SG
野蠻	brutalne	野蠻	brutalny	N	ADJ;NOM;NEUT;SG
火腿	ham	火腿	ham	N	
脆	crisp	脆	crisp	N	
毆打	atak	毆打	atak		N;NOM;MASC;SG
毆打	napaść	毆打	napaść		N;ACC;FEM;SG
毆打	napad	毆打	napad		N;NOM;MASC;SG
毆打	bić	毆打	bić		V;IPFV;NFIN;ACT
毆打	pobicia	毆打	pobicie		N;GEN;NEUT;SG
毆打	biją	毆打	bić		V;IPFV;IND;PL;3;PRS;FIN;ACT
毆打	pobicie	毆打	pobić		N;NOM;NEUT;SG
毆打	pobicia	毆打	pobicie		N;GEN;NEUT;SG
暴徒	thug	暴徒	thug	N	
暴徒	mafii	暴徒	mafia	N	
暴徒	mafia	暴徒	mafia	N	
壁畫	fresco	壁畫	fresco	N	
士氣	morale	士氣	moral	N	
傳言	pogłoski	傳言	pogłoski	N	
爵士	jazz	爵士	jazz	N	
爵士	jazzu	爵士	jazzen	N	
慈善	filantrop	慈善	filantrop	PROPN	N;NOM;MASC;SG
女	girls	女	girls	N	
援引	wywołanie	援引	wywołać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
葡萄牙	portugalii	葡萄牙	portugalia	PROPN	
葡萄牙	portugalski	葡萄牙	portugalski	PROPN	ADJ;NOM;MASC;SG
葡萄牙	portugalska	葡萄牙	portugalski	PROPN	ADJ;NOM;FEM;SG
葡萄牙	portugalskie	葡萄牙	portugalski	PROPN	ADJ;NOM;NEUT;SG
葡萄牙	portugalskim	葡萄牙	portugalski	PROPN	ADJ;INS;MASC;SG
氧氣	tlen	氧氣	tlen	N	
傑克遜	jackson	傑克遜	jackson	PROPN	
獲釋	zwolnione	獲釋	zwolnić	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
獲釋	wydane	獲釋	wydać	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
獲釋	wydany	獲釋	wydać	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
獲釋	zwolniony	獲釋	zwolnić	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
獲釋	wydana	獲釋	wydać	V	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
梵蒂	watykan	梵蒂	watykan	PROPN	
梵蒂	watykanie	梵蒂	watykać	PROPN	N;NOM;NEUT;SG;POS;V.MSDR
寮國	lao	寮國	lao	PROPN	
寮國	laos	寮國	laos	PROPN	PROPN;NOM;MASC;SG
騷亂	zamieszki	騷亂	zamieszka	V	N;NOM;MASC;PL
騷亂	zamieszki	騷亂	zamieszka	V	N;NOM;MASC;PL
騷亂	niepokoje	騷亂	niepokój	V	N;NOM;MASC;PL
騷亂	zamieszki	騷亂	zamieszka	V	N;NOM;MASC;PL
騷亂	zamieszek	騷亂	zamieszek	V	
騷亂	zamieszki	騷亂	zamieszka	V	N;NOM;MASC;PL
弱點	uchy	弱點	ucha	N	V;PFV;IND;SG;2;FIN;ACT
弱點	wady	弱點	wada	N	V;IPFV;IND;SG;FIN;ACT
淺野	asano	淺野	asano	PROPN	
增益	zyskać	增益	zyskać	N	V;PFV;NFIN;ACT
亞當斯	adams	亞當斯	adams	PROPN	PROPN;NOM;MASC;SG
亞當斯	adamsa	亞當斯	adams	PROPN	
立國	państwowości	立國	państwowość	V	N;GEN;FEM;SG
夜行	nocny	夜行	nocny	N	ADJ;NOM;MASC;SG
夜行	nocna	夜行	nocny	N	ADJ;NOM;FEM;SG
夜行	nocne	夜行	nocny	N	ADJ;NOM;NEUT;SG
可樂	koka	可樂	kok	N	
可樂	cola	可樂	cola	N	
摺疊	krotnie	摺疊	krotnić	N	ADV
摺疊	złóż	摺疊	złożyć	N	V;PFV;IMP;SG;2;FIN;ACT
摺疊	składany	摺疊	składać	N	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
摺疊	składane	摺疊	składać	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
不	niespójne	不	niespójny	ADV;NEG	ADJ;NOM;NEUT;SG
不	niezgodne	不	niezgodny	ADV;NEG	ADJ;NOM;NEUT;SG
不	niezgodna	不	niezgodny	ADV;NEG	ADJ;NOM;FEM;SG
不	niezgodny	不	niezgodny	ADV;NEG	ADJ;NOM;MASC;SG
東風	dongfeng	東風	dongfeng	PROPN	
蜂蜜	skarbie	蜂蜜	skarb	N	V;PFV;IMP;SG;2;FIN;ACT
稱	oznaczenie	稱	oznaczenie	V	N;NOM;NEUT;SG
稱	wyznaczenie	稱	wyznaczyć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
瑕疵	wadliwy	瑕疵	wadliwy	N	ADJ;NOM;MASC;SG
瑕疵	skazy	瑕疵	skaz	N	
瑕疵	wady	瑕疵	wada	N	V;IPFV;IND;SG;FIN;ACT
瑕疵	wad	瑕疵	wada	N	
瑕疵	wady	瑕疵	wada	N	V;IPFV;IND;SG;FIN;ACT
受益	korzystające	受益	korzystać	V	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
受益	korzyść	受益	korzyść	V	N;NOM;FEM;SG
受益	świadczenie	受益	świadczenie	V	N;NOM;NEUT;SG
受益	korzyści	受益	korzyść	V	N;ACC;FEM;SG
樂觀	optymistyczne	樂觀	optymistyczny	N	ADJ;NOM;NEUT;SG
俯衝	nurkować	俯衝	nurkować	N	V;PFV;NFIN;ACT
活著	żywe	活著	żywy	V	
活著	żywy	活著	żywy	V	
活著	żywa	活著	żywy	V	ADJ;NOM;FEM;SG
遺留	dziedzictwo	遺留	dziedzictwo	V	N;NOM;NEUT;SG
檸檬	cytrynowy	檸檬	cytrynowy	N	ADJ;NOM;MASC;SG
檸檬	lemon	檸檬	lemon	N	
摩登	nowoczesne	摩登	nowoczesny	PROPN	ADJ;NOM;NEUT;SG
摩登	nowocześnie	摩登	nowocześnie	PROPN	ADV
摩登	nowoczesny	摩登	nowoczesny	PROPN	ADJ;NOM;MASC;SG
摩登	współczesna	摩登	współczesny	PROPN	N;NOM;FEM;SG
摩登	nowoczesna	摩登	nowoczesny	PROPN	ADJ;NOM;FEM;SG
裝修	odnowiony	裝修	odnowić	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
況	poza	況	poza	N	ADP
救濟	ulga	救濟	ulga	V	N;NOM;FEM;SG
救濟	ulgi	救濟	ulga	V	N;ACC;FEM;PL
群組	grup	群組	grupa	N	
跟蹤	monitorowania	跟蹤	monitorować	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
跟蹤	monitorowanie	跟蹤	monitorowanie	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
跟蹤	śledzenie	跟蹤	śledzenie	V	N;NOM;NEUT;SG;POS;V.MSDR
跟蹤	prześladowanie	跟蹤	prześladowanie	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
天國	niebiosa	天國	niebiosa	N	
天國	heaven	天國	heaven	N	
天國	nieba	天國	niebo	N	
梵語	sanskrycie	梵語	sanskryt	N	
喝酒	napój	喝酒	napój	V	N;NOM;MASC;SG
多樣	zróżnicowanie	多樣	zróżnicowanie	ADJ	N;NOM;NEUT;SG
多樣	różnorodności	多樣	różnorodność	ADJ	N;GEN;FEM;SG
多樣	różnorodność	多樣	różnorodność	ADJ	N;NOM;FEM;SG
檀	honolulu	檀	honolul	PROPN	N;NOM;MASC;SG
處置	usuwanie	處置	usuwać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
處置	usuwania	處置	usuwać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
處置	usposobienie	處置	usposobienie	V	N;NOM;NEUT;SG
處置	zbycia	處置	zbyć	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
警探	detektywie	警探	detektywie	N	
玲奈	rena	玲奈	rena	PROPN	V;IPFV;IND;SG;2;FIN;ACT
量度	miary	量度	miara	N	
按	masaż	按	masaż	ADP	N;NOM;MASC;SG
寶馬	bmw	寶馬	bywać	N	
獵戶	orion	獵戶	orion	N	
林	leśne	林	leśny	PROPN	ADJ;NOM;NEUT;SG
林	woodland	林	woodland	PROPN	
林	lasy	林	las	PROPN	N;NOM;MASC;PL
林	woodlands	林	woodlands	PROPN	N;NOM;MASC;SG
寓言	przypowieść	寓言	przypowieść	N	V;PFV;NFIN;ACT
寓言	bajki	寓言	bajka	N	
變異	zmutowane	變異	zmutować	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
欄位	pola	欄位	pole	N	
欄位	field	欄位	field	N	
欄位	fields	欄位	fields	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
欄位	pola	欄位	pole	N	
饒舌	rap	饒舌	rapa	N	
忽視	zaniedbania	忽視	zaniedbać	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
忽視	zaniedbanie	忽視	zaniedbać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
忽視	ignorowanie	忽視	ignorować	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
為	dlaczego	為	dlaczego	ADP	ADV
煽動	podżeganie	煽動	podżegać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
煽動	poruszenie	煽動	poruszenie	V	N;NOM;NEUT;SG
煽動	pobudzenie	煽動	pobudzić	V	N;NOM;NEUT;SG
應變	szczepu	應變	szczep	V	
應變	szczep	應變	szczep	V	N;NOM;MASC;SG
誓言	przysięgi	誓言	przysiąg	N	
誓言	przysięgi	誓言	przysiąg	N	
效用	użyteczności	效用	użyteczność	N	
清單	listy	清單	list	N	
保養	utrzymanie	保養	utrzymać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
保養	utrzymanie	保養	utrzymać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
保養	utrzymania	保養	utrzymać	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
保養	konserwacja	保養	konserwacja	V	N;NOM;FEM;SG
