valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
proiectare	تصميم	proiectare	تَصمِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
violență	العنف	violență	عُنف	N;INDF;FEM;SG	N;NOM;DEF;SG
violență	عنف	violență	عُنف	N;INDF;FEM;SG	N;NOM;INDF;SG
eleanor	اليانور	eleanor	اليانور	PROPN	
deșert	الصحراء	deșert	صَحرَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
oferta	العرض	ofertă	عَرض	N;DEF;FEM;SG	N;NOM;DEF;SG
favorabile	مواتية	favorabil	مُوَاتِي	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
favorabile	موات	favorabil	مَوَّة	ADJ;INDF;FEM;PL	
castro	كاسترو	castro	كاسترو	PROPN	
geologice	الجيولوجي	geologic	جِيُولُوجِيّ	ADJ;INDF;FEM;PL	
geologice	الجيولوجية	geologic	جِيُولُوجِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
franc	الفرنك	franc	فَرَنك	N;INDF;MASC;SG	N;NOM;DEF;SG
israeliene	اسرائيلي	israelian	إِسرَائِيلِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
israeliene	اسرائيلية	israelian	إِسرَائِيلِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
israeliene	الاسرائيلي	israelian	إِسرَائِيلِيّ	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
israeliene	الاسرائيلية	israelian	إِسرَائِيلِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
furtună	رعدية	furtună	رَعدِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
furtună	عاصفة	furtună	عَاصِفَة	N;INDF;FEM;SG	N;NOM;INDF;SG
furtună	ستورم	furtună	ستورم	N;INDF;FEM;SG	
furtună	العاصفة	furtună	عَاصِفَة	N;INDF;FEM;SG	N;NOM;DEF;SG
vatican	الفاتيكان	vatican	الفاتيكان	N;INDF;MASC;SG	
ken	كين	ken	كِين	PROPN	
biologice	البيولوجية	biologic	بِيُولُوجِيّ	ADJ;INDF;FEM;PL	
biologice	بيولوجية	biologic	بِيُولُوجِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
biologice	بيولوجي	biologic	بيولوجي	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
știut	عرفت	ști	عَرَف	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
regulate	منتظم	regulat	مُنتَظِم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
regulate	منتظمة	regulat	مُنتَظِم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
rwanda	رواندا	rwanda	رُوَاندَا	PROPN	
biblioteci	المكتبات	bibliotecă	مَكتَبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
ciudat	غريب	ciudat	غريب	ADV	
ciudat	غربة	ciudat	غُربَة	ADV	N;NOM;INDF;SG
productions	للانتاج	productions	للانتاج	N;INDF;MASC;SG	N;NOM;DEF;SG
națiune	امة	națiune	أُمَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
națiune	الامة	națiune	أُمَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
mal	مال	mal	مَال	N;INDF;MASC;SG	
status	الوضع	status	وَضع	N;INDF;MASC;SG	N;NOM;DEF;SG
status	الحالة	status	حَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
tower	البرج	tower	بُرج	PROPN	N;NOM;DEF;SG
tower	برج	tower	بُرج	PROPN	N;NOM;INDF;SG
pradă	فريسة	pradă	فَرِيسَة	N;INDF;FEM;SG	N;NOM;INDF;SG
pradă	فريس	pradă	فَرِيس	N;INDF;FEM;SG	
pradă	الفريسة	pradă	فَرِيسَة	N;INDF;FEM;SG	N;NOM;DEF;SG
regiment	الفوج	regiment	فَوجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
feb	فبراير	feb	فِبرَايِر		N;GEN;INDF;SG
artista	فنان	artista	فَنّ	N;DEF;FEM;SG	N;NOM;INDF;SG
artista	الفنان	artista	فَنَّان	N;DEF;FEM;SG	N;NOM;DEF;SG
artista	فنانة	artista	فَنَّانَة	N;DEF;FEM;SG	N;NOM;INDF;SG
titan	التيتانيوم	titan	التيتانيوم	N;INDF;MASC;SG	
titan	تيتانيوم	titan	تيتانيوم	N;INDF;MASC;SG	
titan	تيتان	titan	تِيتَان	N;INDF;MASC;SG	
mărci	الماركات	marcă	مَاركَة	N;INDF;FEM;PL	N;NOM;DEF;PL
ordinele	الطلبات	ordin	طَلَب	N;DEF;FEM;PL	N;NOM;DEF;PL
ordinele	الاوامر	ordin	الاوامر	N;DEF;FEM;PL	N;NOM;DEF;PL
ordinele	اوامر	ordin	أَمر	N;DEF;FEM;PL	N;NOM;INDF;PL
ordinele	طلبات	ordin	طَلَب	N;DEF;FEM;PL	N;NOM;INDF;PL
fortificații	التحصينات	fortificație	تَحصِين	N;INDF;FEM;PL	N;NOM;DEF;PL
excepții	الاستثناءات	excepție	اِستِثنَاء	N;INDF;FEM;PL	N;NOM;DEF;PL
explicații	التفسيرات	explicație	تَفسِير	N;INDF;FEM;PL	N;NOM;DEF;PL
valabil	صالح	valabil	صالح	ADJ;INDF;MASC;SG	
monroe	مونرو	monroe	مونرو	PROPN	
duh	جنى	duh	جنى	N;INDF;MASC;SG	
duh	جني	duh	جني	N;INDF;MASC;SG	
facultate	جامعة	facultate	جَامِعَة	N;INDF;FEM;SG	N;NOM;INDF;SG
facultate	الجامعة	facultate	جَامِعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
facultate	كلية	facultate	كُلِّيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
facultate	الكلية	facultate	كُلِّيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
facultate	الجامعة	facultate	جَامِعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
facultate	كلية	facultate	كُلِّيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
facultate	الكلية	facultate	كُلِّيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
neptun	نبتون	neptun	نبتون	PROPN	
apache	اباتشي	apache	اِبتَشَى	N;INDF;MASC;SG	
rome	روم	romă	روم	N;INDF;MASC;SG	
rome	روما	romă	رُومَا	N;INDF;MASC;SG	
manuscrise	المخطوطات	manuscris	مَخطُوط	N;INDF;FEM;PL	N;NOM;DEF;PL
rădăcini	الجذور	rădăcină	الجذور	N;INDF;FEM;PL	N;NOM;DEF;SG
monarhiei	ملكية	monarhie	مِلكِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
monarhiei	الملكية	monarhie	مِلكِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
negocieri	التفاوض	negociere	تَفَاوُض	N;INDF;FEM;PL	N;NOM;DEF;SG
negocieri	تفاوض	negociere	تَفَاوُض	N;INDF;FEM;PL	N;NOM;INDF;SG
negocieri	المفاوضات	negociere	مُفَاوَضَة	N;INDF;FEM;PL	N;NOM;DEF;PL
negocieri	المفاوضات	negociere	مُفَاوَضَة	N;INDF;FEM;PL	N;NOM;DEF;PL
săraci	مسكين	sărac	مسكين	ADJ;INDF;MASC;PL	
săraci	الفقراء	sărac	فَقِير	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
săraci	فقير	sărac	فَقِير	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;MASC;SG
săraci	فقيرة	sărac	فَقِير	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;FEM;SG
săraci	الفقير	sărac	فَقِير	ADJ;INDF;MASC;PL	N;NOM;DEF;SG
săraci	فقراء	sărac	فَقِير	ADJ;INDF;MASC;PL	N;NOM;INDF;PL
mâine	الغد	mâine	غَد		N;NOM;DEF;SG
mâine	بكره	mâine	بكره		PRO;ACC;MASC;SG;3
mâine	بكرا	mâine	بكرا		N;ACC;INDF;SG
mâine	بكرة	mâine	بَكرَة		N;NOM;INDF;SG
mâine	غدا	mâine	غَد		N;ACC;INDF;SG
regulamentul	التنظيم	regulament	تَنظِيم	N;DEF;MASC;SG	N;NOM;DEF;SG
vina	لوم	vină	لَوم	N;DEF;FEM;SG	N;NOM;INDF;SG
vina	اللوم	vină	لَوم	N;DEF;FEM;SG	N;NOM;DEF;SG
vina	الذنب	vină	ذَنَب	N;DEF;FEM;SG	N;NOM;DEF;SG
vina	ذنب	vină	ذَنَب	N;DEF;FEM;SG	N;NOM;INDF;SG
randy	راندي	randy	راندي	PROPN	
bibliografice	الببليوغرافية	bibliografic	بَبلِيُوغرَافِيّ	ADJ;INDF;FEM;PL	
administratorii	المديرون	administrator	مُدِير	N;DEF;MASC;PL	N;NOM;DEF;PL
administratorii	مديرو	administrator	مُدِير	N;DEF;MASC;PL	N;NOM;INDF;PL
administratorii	المسؤولين	administrator	مَسؤُول	N;DEF;MASC;PL	N;NOM;DEF;PL
colorate	ملون	colorat	مِلوَن	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
colorate	ملونة	colorat	مُلَوَّن	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
versiunile	اصدارات	versiune	إِصدَار	N;DEF;FEM;PL	N;NOM;INDF;PL
versiunile	الاصدارات	versiune	إِصدَار	N;DEF;FEM;PL	N;NOM;DEF;PL
far	المنارة	far	مَنَارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
seven	سبع	seven	سَبعَة	N;INDF;MASC;SG	NUM;NOM;INDF;FEM
seven	se	seven	إِشَّ	N;INDF;MASC;SG	
seven	سبعة	seven	سَبعَة	N;INDF;MASC;SG	NUM;NOM;INDF;MASC
seven	السبعة	seven	سَبعَة	N;INDF;MASC;SG	NUM;NOM;DEF;MASC
dorită	المطلوب	dorit	مَطلُوب	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
dorită	المرجوة	dorit	مَرجُوّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
dorită	المرغوب	dorit	مَرغُوب	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
dorită	مرغوب	dorit	مرغوب	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
dorită	مرغوبة	dorit	مَرغُوب	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
dorită	مطلوب	dorit	مَطلُوب	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
pasărea	الطائر	pasăre	طَائِر	N;DEF;FEM;SG	N;NOM;DEF;SG
pasărea	الطير	pasăre	الطير	N;DEF;FEM;SG	N;NOM;DEF;SG
pasărea	طائر	pasăre	طَائِر	N;DEF;FEM;SG	N;NOM;INDF;SG
pasărea	طير	pasăre	طَير	N;DEF;FEM;SG	
pasărea	بيرد	pasăre	بِيرد	N;DEF;FEM;SG	
pasărea	عصفور	pasăre	عُصفُور	N;DEF;FEM;SG	
tei	ليندن	tei	ليندن		
tei	لايم	tei	لايم		
văduva	الارملة	văduvă	أَرمَلَة	N;DEF;FEM;SG	
văduva	ارملة	văduvă	أَرمَلَة	N;DEF;FEM;SG	
garcia	غارسيا	garcia	غارسيا	PROPN	
ark	ارك	ark	ارك	N;INDF;MASC;SG	
casetă	كاسيت	casetă	كَاسِيت	N;INDF;FEM;SG	
casetă	الشريط	casetă	شَرِيط	N;INDF;FEM;SG	N;NOM;DEF;SG
casetă	شريط	casetă	شَرِيط	N;INDF;FEM;SG	N;NOM;INDF;SG
musical	موسيقية	musical	مُوسِيقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
fericit	يسعد	fericit	سَعِد	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
fericit	سعيده	fericit	سعيده	ADJ;INDF;MASC;SG	PRO;NOM;FEM;SG;3
fericit	هابي	fericit	هابي	ADJ;INDF;MASC;SG	
fericit	سعيد	fericit	سعيد	ADJ;INDF;MASC;SG	
însoțită	صاحبت	însoți	صَاحَب	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
patriei	وطن	patrie	وَطَن	PROPN;DEF;FEM;SG	N;NOM;INDF;SG
poze	الصور	poză	الصور	N;INDF;FEM;PL	N;NOM;DEF;PL
poze	الصور	poză	الصور	N;INDF;FEM;PL	N;NOM;DEF;PL
armat	المسلحة	armat	مُسَلَّح	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
armat	مسلحين	armat	مُسَلَّح	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
armat	مسلح	armat	مُسَلَّح	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
armat	مسلحون	armat	مُسَلَّح	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
armat	عزز	armat	عَزَّز	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
armat	معزز	armat	مُعَزَّز	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
mongolii	المغول	mongol	مَغُول	N;DEF;MASC;PL	N;NOM;DEF;PL
sodiu	الصوديوم	sodiu	الصوديوم	N;INDF;MASC;SG	
prenume	اللقب	prenume	لَقَب		N;NOM;DEF;SG
tentativă	محاولة	tentativă	مُحَاوَلَة	N;INDF;FEM;SG	N;NOM;INDF;SG
tentativă	محاولات	tentativă	مُحَاوَلَة	N;INDF;FEM;SG	N;NOM;INDF;PL
prinde	التقاط	prinde	اِلتِقَاط	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
accepta	نقبل	accepta	نقبل	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
accepta	قبول	accepta	قُبُول	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
lut	طين	lut	طين	N;INDF;MASC;SG	
lut	كلاي	lut	كَلَاي	N;INDF;MASC;SG	
răspândire	انتشار	răspândire	اِنتِشَار	N;INDF;FEM;SG	N;NOM;INDF;SG
răspândire	انشر	răspândire	انشر	N;INDF;FEM;SG	
răspândire	انتشر	răspândire	اِنتَشَر	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
răspândire	انتشار	răspândire	اِنتِشَار	N;INDF;FEM;SG	N;NOM;INDF;SG
patricia	باتريشيا	patricie	باتريشيا	N;DEF;FEM;SG	
esență	جوهر	esență	جَوهَر	N;INDF;FEM;SG	
esență	الجوهر	esență	الجوهر	N;INDF;FEM;SG	
cetățenia	الجنسية	cetățenie	جِنسِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
cetățenia	جنسية	cetățenie	جِنسِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
cetățenia	مواطنة	cetățenie	مُوَاطِنَة	N;DEF;FEM;SG	N;NOM;INDF;SG
cetățenia	الجنسية	cetățenie	جِنسِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
cetățenia	المواطنة	cetățenie	مُوَاطَنَة	N;DEF;FEM;SG	N;NOM;DEF;SG
nice	حلو	nice	حُلُوّ		
nice	جميل	nice	جَمِيل		N;NOM;INDF;SG
nice	لطيف	nice	لطيف		N;NOM;INDF;SG
beatrice	بياتريس	beatric	بَيَاتِرِيس	N;INDF;FEM;PL	
spadă	السيف	spadă	سَيف	N;INDF;FEM;SG	N;NOM;DEF;SG
spadă	سيف	spadă	سيف	N;INDF;FEM;SG	
spadă	سيفا	spadă	سيفا	N;INDF;FEM;SG	
bolivia	بوليفيا	bolivie	بُولِيفِيَا	PROPN	
ciuperci	فطر	ciupercă	فِطر	N;INDF;FEM;PL	
ciuperci	الفطر	ciupercă	فِطر	N;INDF;FEM;PL	N;NOM;DEF;SG
ciuperci	الفطريات	ciupercă	فَطَرِيّ	N;INDF;FEM;PL	N;NOM;DEF;PL
ciuperci	فطر	ciupercă	فِطر	N;INDF;FEM;PL	
maryland	ميريلاند	maryland	ميريلاند	N;INDF;MASC;SG	
maryland	ماريلاند	maryland	مَارِيلَاند	N;INDF;MASC;SG	
criteriul	معيار	criteriu	مُعِير	N;DEF;MASC;SG	N;NOM;INDF;SG
criteriul	المعيار	criteriu	مِعيَار	N;DEF;MASC;SG	N;NOM;DEF;SG
colaborează	تعاون	colabora	تَعَاوُن	V;IND;3;PRS;FIN	N;NOM;INDF;SG
performanțe	الاداء	performanță	أَدَاء	N;INDF;FEM;PL	N;NOM;DEF;SG
performanțe	اداء	performanță	أَدَاء	N;INDF;FEM;PL	N;NOM;INDF;SG
pakistan	باكستان	pakistan	بَاكِستَان	PROPN	N;NOM;INDF;SG
optică	بصرية	optic	بَصَرِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
optică	بصري	optic	بَصَرِيّ	N;INDF;FEM;SG	
optică	بصريات	optic	بَصَرِيَّات	N;INDF;FEM;SG	N;NOM;INDF;PL
optică	البصريات	optic	بَصَرِيَّات	N;INDF;FEM;SG	N;NOM;DEF;PL
profesoară	استاذ	profesoară	استاذ	N;INDF;FEM;SG	N;NOM;INDF;SG
profesoară	المعلم	profesoară	مُعلِم	N;INDF;FEM;SG	N;NOM;DEF;SG
profesoară	معلم	profesoară	مُعَلِّم	N;INDF;FEM;SG	N;NOM;INDF;SG
profesoară	مدرس	profesoară	مُدَرِّس	N;INDF;FEM;SG	N;NOM;INDF;SG
profesoară	معلمة	profesoară	مُعَلِّم	N;INDF;FEM;SG	N;NOM;INDF;SG
solide	صلبة	solid	صُلبَة	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
solide	متين	solid	متين	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
solide	الصلبة	solid	صَلبَة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
solide	صلب	solid	صُلب	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
artificială	اصطناعية	artificial	اِصطِنَاعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
artificială	اصطناعي	artificial	اِصطِنَاعِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
artificială	الاصطناعي	artificial	اِصطِنَاعِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
banks	بانكس	banks	بَانكس	PROPN	
banks	البنوك	banks	بَنك	PROPN	N;NOM;DEF;PL
banks	المصارف	banks	مَصرِف	PROPN	N;NOM;DEF;PL
banks	بنوك	banks	بَنك	PROPN	N;NOM;INDF;PL
banks	مصارف	banks	مَصرِف	PROPN	N;NOM;INDF;PL
instrucțiuni	التعليمات	instrucțiune	تَعلِيم	N;INDF;FEM;PL	N;NOM;DEF;PL
aluminiu	الالومنيوم	aluminiu	الالومنيوم	N;INDF;MASC;SG	
aluminiu	الالمنيوم	aluminiu	الالمنيوم	N;INDF;MASC;SG	N;NOM;DEF;SG
aluminiu	الالومنيوم	aluminiu	الالومنيوم	N;INDF;MASC;SG	
generali	الجنرالات	general	الجنرالات	N;INDF;MASC;PL	N;NOM;DEF;PL
ziarist	الصحفي	ziarist	صُحُفِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
ziarist	صحفية	ziarist	صُحُفِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
ziarist	صحفي	ziarist	صُحُفِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
amonte	المنبع	amonte	مَنبَع		N;NOM;DEF;SG
turismul	للسياحة	turism	للسياحة	N;DEF;MASC;SG	N;GEN;DEF;SG
turismul	السياحة	turism	سِيَاحَة	N;DEF;MASC;SG	N;NOM;DEF;SG
ajax	اياكس	ajax	أَيَاكس	N;INDF;MASC;SG	
flacăra	لهب	flacără	لَهَب	N;DEF;FEM;SG	
flacăra	اللهب	flacără	لَهب	N;DEF;FEM;SG	N;NOM;DEF;SG
flacăra	شعلة	flacără	شُعلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
flacăra	الشعلة	flacără	شُعلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
grupări	الجماعات	grupare	جَمَاعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
grupări	المجموعات	grupare	مَجمُوعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
grupări	التجمعات	grupare	تَجَمُّع	N;INDF;FEM;PL	N;NOM;DEF;PL
marion	ماريون	marion	ماريون	PROPN	
dinți	اسنان	dinte	إِسنَان	N;INDF;MASC;PL	N;NOM;INDF;SG
dinți	الاسنان	dinte	الاسنان	N;INDF;MASC;PL	N;NOM;DEF;SG
distincția	التمييز	distincție	تَميِيز	N;DEF;FEM;SG	N;NOM;DEF;SG
distincția	التفرقة	distincție	تَفرِقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
distincția	تمييز	distincție	تَميِيز	N;DEF;FEM;SG	N;NOM;INDF;SG
nod	العقدة	nod	العقدة	N;INDF;MASC;SG	
nod	العقدة	nod	العقدة	N;INDF;MASC;SG	
selo	سيلو	selo	سِيلُو	N;INDF;MASC;SG	
glasgow	جلاسكو	glasgow	جُلسكُو	PROPN	
glasgow	غلاسكو	glasgow	غلاسكو	PROPN	
geniu	العبقري	geniu	العبقري	N;INDF;MASC;SG	N;NOM;DEF;SG
geniu	عبقري	geniu	عبقري	N;INDF;MASC;SG	
broadway	برودواي	broadway	برودواي	PROPN	
întreprinderea	المؤسسة	întreprindere	مُؤَسَّسَة	N;DEF;FEM;SG	N;NOM;DEF;SG
toledo	توليدو	toledo	تُولِيدُو	PROPN	
autorilor	المؤلفين	autor	مُؤَلِّف	N;DEF;MASC;PL	ADJ;ACC;DEF;MASC;PL
abdul	عبد	abdu	عبد	PROPN	
brand	براند	brand	بَرنَدَة	N;INDF;MASC;SG	
colțul	الركن	colț	الركن	N;DEF;MASC;SG	N;NOM;DEF;SG
colțul	الزاوية	colț	زَاوِيَة	N;DEF;MASC;SG	N;NOM;DEF;SG
colțul	زاوية	colț	زَاوِيَة	N;DEF;MASC;SG	N;NOM;INDF;SG
colțul	ركن	colț	ركن	N;DEF;MASC;SG	
cuplu	زوجين	cuplu	زُوجِين	N;INDF;MASC;SG	N;ACC;INDF;DU
cuplu	زوجان	cuplu	زوجان	N;INDF;MASC;SG	
cuplu	ثنائي	cuplu	ثُنَائِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
evanghelia	انجيل	evanghelie	أَنجِيل	N;DEF;FEM;SG	
evanghelia	الانجيل	evanghelie	أَنجِيل	N;DEF;FEM;SG	N;NOM;DEF;SG
mărturie	الشهادة	mărturie	شَهَادَة	N;INDF;FEM;SG	N;NOM;DEF;SG
mărturie	شهادة	mărturie	شَهَادَة	N;INDF;FEM;SG	N;NOM;INDF;SG
emmanuel	ايمانويل	emmanuel	إِيمَانُوِيل	PROPN	
alpii	الالب	alpiu	أَلب	N;DEF;MASC;PL	
concursuri	المسابقات	concurs	مُسَابَقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
concursuri	المسابقات	concurs	مُسَابَقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
condiție	حالة	condiție	حَالَة	N;INDF;FEM;SG	N;NOM;INDF;SG
condiție	شرط	condiție	شَرط	N;INDF;FEM;SG	N;NOM;INDF;SG
condiție	الحالة	condiție	حَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
condiție	الشرط	condiție	شَرط	N;INDF;FEM;SG	N;NOM;DEF;SG
pedeapsă	الجزاء	pedeapsă	جَزَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
pedeapsă	العقوبة	pedeapsă	عُقُوبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
pedeapsă	عقوبة	pedeapsă	عُقُوبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
pedeapsă	العقاب	pedeapsă	عِقَاب	N;INDF;FEM;SG	N;NOM;DEF;SG
pedeapsă	عقاب	pedeapsă	عَقَاب	N;INDF;FEM;SG	N;NOM;INDF;SG
pedeapsă	العقوبة	pedeapsă	عُقُوبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
pedeapsă	عقوبة	pedeapsă	عُقُوبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
dobândit	المكتسبة	dobândi	مُكتَسَبَة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
dobândit	اكتسبت	dobândi	اِكتَسَب	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
dobândit	اكتسب	dobândi	اِكتَسَب	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
onorific	فخري	onorific	فَخرِيّ	N;INDF;MASC;SG	
grey	غراي	grey	غِرَاي	PROPN	
grey	رمادي	grey	رمادي	PROPN	
como	كومو	como	كُومُو	N;INDF;MASC;SG	
cartiere	المناطق	cartier	مِنطَقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
cartiere	المقاطعات	cartier	مُقَاطَعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
stand	الوقوف	sta	وُقُوف		N;NOM;DEF;SG
șanse	الفرص	șansă	فُرصَة	N;INDF;FEM;PL	N;NOM;DEF;PL
șanse	فرصة	șansă	فُرصَة	N;INDF;FEM;PL	N;NOM;INDF;SG
șanse	الفرصة	șansă	فُرصَة	N;INDF;FEM;PL	N;NOM;DEF;SG
guvernele	حكومات	guvern	حُكُومَة	N;DEF;FEM;PL	N;NOM;INDF;PL
guvernele	الحكومات	guvern	حُكُومَة	N;DEF;FEM;PL	N;NOM;DEF;PL
confederația	الكونفدرالية	confederație	كُونفَرَالِيَّة	N;DEF;FEM;SG	
confederația	الاتحاد	confederație	اِتِّحَاد	N;DEF;FEM;SG	N;NOM;DEF;SG
ward	عنبر	ward	عُنبُر	PROPN	
ward	ورد	ward	وَرَد	PROPN	
ward	وارد	ward	وَارِد	PROPN	
localnicilor	المحليون	localnic	مَحَلِّيّ	N;DEF;MASC;PL	N;NOM;DEF;PL
organisme	الكائنات	organism	كَائِن	N;INDF;FEM;PL	N;NOM;DEF;PL
organisme	الاجسام	organism	جِسم	N;INDF;FEM;PL	N;NOM;DEF;PL
organisme	الهيئات	organism	هَيئَة	N;INDF;FEM;PL	N;NOM;DEF;PL
organisme	الجثث	organism	جُثَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
consul	القنصل	cons	قُنصُل	N;INDF;MASC;SG	N;NOM;DEF;SG
deciziile	القرارات	decizie	قَرَار	N;DEF;FEM;PL	N;NOM;DEF;PL
deciziile	قرارات	decizie	قَرَار	N;DEF;FEM;PL	N;NOM;INDF;PL
deciziile	مقررات	decizie	مُقَرَّرَات	N;DEF;FEM;PL	N;NOM;INDF;PL
deciziile	المقررات	decizie	مُقَرِّر	N;DEF;FEM;PL	N;NOM;DEF;PL
nevada	نيفادا	nevada	نيفادا	PROPN	
iarbă	العشب	iarbă	عَشَبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
iarbă	عشب	iarbă	عَشِبَ	N;INDF;FEM;SG	
iarbă	الحشيش	iarbă	الحشيش	N;INDF;FEM;SG	N;NOM;DEF;SG
completat	اكتمل	completa	اِكتَمَل	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
completat	اكملت	completa	أَكمَل	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
completat	اكتملت	completa	اِكتَمَل	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
comitet	اللجنة	comitet	لَجنَة	N;INDF;MASC;SG	N;NOM;DEF;SG
capabilă	قادر	capabil	قَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
capabilă	قادرة	capabil	قَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
capabilă	قادرين	capabil	قَادِر	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;PL
