par	pour	par	pour		ADP
zināma	connues	zināt	connaître	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zināma	connue	zināt	connaître	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zināma	connus	zināt	connaître	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zināma	connu	zināt	connaître	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
krimas	crimée	krima	crimer	PROPN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
krimas	crimée	krima	crimer	PROPN;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
beļģijas	belge	beļģija	belge	PROPN;NOM;FEM;SG	ADJ;MASC;SG
beļģijas	belges	beļģija	belge	PROPN;NOM;FEM;SG	N;MASC;PL
paziņots	notifiés	paziņot	notifier	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
paziņots	annoncés	paziņot	annoncer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
paziņots	annoncées	paziņot	annoncer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
dāņu	danoises	dāna	danois	N;GEN;MASC;PL	ADJ;FEM;PL
dāņu	danois	dāna	danois	N;GEN;MASC;PL	ADJ;MASC;SG
dāņu	danoise	dāna	danois	N;GEN;MASC;PL	ADJ;FEM;SG
māksla	arts	māksla	art	N;NOM;FEM;SG	N;MASC;PL
māksla	artistique	māksla	artistique	N;NOM;FEM;SG	ADJ;MASC;SG
pārējie	autre	pārējs	autre	ADJ;NOM;MASC;PL	PRO;SG
pārējie	autres	pārējs	autre	ADJ;NOM;MASC;PL	PRO;PL
pārējie	autres	pārējs	autre	ADJ;NOM;MASC;PL	PRO;PL
dzejas	poésie	dzeja	poésie	N;NOM;FEM;PL	N;FEM;SG
noteikt	fix	noteikt	fix	V;POS;NFIN	N;MASC;SG
noteikt	correctif	noteikt	correctif	V;POS;NFIN	N;MASC;SG
galvu	head	galva	head	N;ACC;FEM;SG	PROPN
galvu	têtes	galva	tête	N;ACC;FEM;SG	N;FEM;PL
savvaļā	wild	savvaļa	wild	N;ESS;FEM;SG	PROPN
savvaļā	sauvage	savvaļa	sauvage	N;ESS;FEM;SG	ADJ;MASC;SG
savvaļā	sauvages	savvaļa	sauvage	N;ESS;FEM;SG	ADJ;MASC;PL
veikti	taken	veikt	taken	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;MASC;SG
veikti	pris	veikt	prendre	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
veikti	prise	veikt	prendre	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
apkopoti	compilé	apkopot	compiler	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
līcis	gulf	līcis	gulf	N;NOM;MASC;SG	PROPN
līcis	bay	līcis	bay	N;NOM;MASC;SG	PROPN
turpina	continue	turpināt	continu	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG
turpina	continue	turpināt	continu	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG
turpina	continuons	turpināt	continuer	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;1;PRS;FIN
turpina	continuez	turpināt	continuer	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
skats	afficher	skats	afficher	N;NOM;MASC;SG	V;NFIN
skats	vue	skats	voir	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
skats	voir	skats	voir	N;NOM;MASC;SG	V;NFIN
skats	visualiser	skats	visualiser	N;NOM;MASC;SG	V;NFIN
kalifornijas	californie	kalifornija	californie	N;NOM;FEM;PL	PROPN
kalifornijas	californienne	kalifornija	californien	N;NOM;FEM;PL	ADJ;FEM;SG
dibināšanas	fondatrice	dibināšana	fondatrice	N;NOM;FEM;PL	ADJ;FEM;SG
valdis	valdis	valdis	valdis	N;NOM;MASC;SG	PROPN
gaiši	lumiere	gaiši	lumiere	ADV	N;FEM;SG
gaiši	lumière	gaiši	lumière	ADV	N;FEM;SG
gaiši	légère	gaiši	léger	ADV	ADJ;FEM;SG
gaiši	léger	gaiši	léger	ADV	ADJ;MASC;SG
gaiši	pâles	gaiši	pâle	ADV	ADJ;MASC;PL
gaiši	pale	gaiši	pale	ADV	N;FEM;SG
gaiši	pâle	gaiši	pâle	ADV	ADJ;MASC;SG
attīstās	évolutif	attīstīties	évolutif	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;SG
zaļā	vertes	zaļš	vert	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vecā	anciens	veca	ancien	ADJ;NOM;FEM;SG	ADJ;MASC;PL
apvieno	fusionne	apvienot	fusionner	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
apvieno	combine	apvienot	combine	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
žans	jean	žans	jean	PROPN;NOM;MASC;SG	PROPN
pilots	pilot	pilots	pilot	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	PROPN
pilots	pilote	pilots	pilote	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;SG
pilots	pilotes	pilots	pilote	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;PL
preses	appuyez	prese	appuyer	N;NOM;FEM;PL	V;IMP;PL;2;PRS;FIN
preses	presse	prese	presse	N;NOM;FEM;PL	N;FEM;SG
tallinas	tallinn	tallina	tallinn	N;NOM;FEM;PL	PROPN
zivis	pêcher	zivs	pêcher	N;NOM;FEM;PL	V;NFIN
zivis	poisson	zivs	poisson	N;NOM;FEM;PL	N;MASC;SG
tostarp	incluant	tostarp	inclure		V;PRS;V.PTCP
tostarp	comprenant	tostarp	comprendre		V;PRS;V.PTCP
šķirnes	variété	šķirne	variété	N;NOM;FEM;PL	N;FEM;SG
līdzīgs	similaires	līdzīgs	similaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
līdzīgs	semblables	līdzīgs	semblable	ADJ;NOM;MASC;SG	ADJ;MASC;PL
atgādina	rappels	atgādināt	rappel	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
šūnu	cellulaire	šūns	cellulaire	N;ACC;FEM;SG	ADJ;MASC;SG
šūnu	cellulaires	šūns	cellulaire	N;ACC;FEM;SG	ADJ;MASC;PL
uzbrukumu	attaquez	uzbrukums	attaquer	N;ACC;MASC;SG	V;IMP;PL;2;PRS;FIN
uzbrukumu	attack	uzbrukums	attack	N;ACC;MASC;SG	PROPN
uzbrukumu	attaquer	uzbrukums	attaquer	N;ACC;MASC;SG	V;NFIN
aleksejs	alexei	aleksejs	alexei	PROPN;NOM;MASC;SG	PROPN
aleksejs	alexeï	aleksejs	alexeï	PROPN;NOM;MASC;SG	PROPN
aleksejs	alexeï	aleksejs	alexeï	PROPN;NOM;MASC;SG	PROPN
vietējo	indigènes	vietējs	indigène	ADJ;ACC;MASC;SG	ADJ;MASC;PL
indijā	inde	indija	inde	PROPN;ESS;FEM;SG	PROPN
indijā	indes	indija	inde	PROPN;ESS;FEM;SG	N;FEM;PL
uzņemts	admises	uzņemt	admettre	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
pabeigta	finis	pabeigt	fini	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
pabeigta	achevés	pabeigt	achever	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
pabeigta	terminées	pabeigt	terminer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
pabeigta	complète	pabeigt	complet	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG
pabeigta	complets	pabeigt	complet	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
pabeigta	complètes	pabeigt	complet	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;PL
pabeigta	complet	pabeigt	complet	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
plāna	planifier	plāns	planifier	N;NOM;FEM;SG	V;NFIN
cīņa	combats	cīņa	combat	N;NOM;FEM;SG	N;MASC;PL
cīņa	combattre	cīņa	combattre	N;NOM;FEM;SG	V;NFIN
conf	conf	conf	conf		N;FEM;SG
igors	igor	igors	igor	PROPN;NOM;MASC;SG	PROPN
kapi	graves	kaps	grave	N;NOM;MASC;PL	ADJ;MASC;PL
kapi	cimetière	kaps	cimetière	N;NOM;MASC;PL	N;MASC;SG
izmantošana	utiliser	izmantošana	utiliser	N;NOM;FEM;SG	V;NFIN
izmantošana	utilise	izmantošana	utiliser	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
izmantošana	utilisez	izmantošana	utiliser	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
sports	sportif	sports	sportif	N;NOM;MASC;SG	ADJ;MASC;SG
sports	sportive	sports	sportif	N;NOM;MASC;SG	ADJ;FEM;SG
sports	sports	sports	sport	N;NOM;MASC;SG	N;MASC;PL
life	vie	life	vie		N;FEM;SG
bēgļu	réfugiées	bēglis	réfugié	N;GEN;MASC;PL	V;FEM;PL;PST;V.PTCP
bēgļu	réfugiée	bēglis	réfugié	N;GEN;MASC;PL	V;FEM;SG;PST;V.PTCP
bēgļu	réfugié	bēglis	réfugier	N;GEN;MASC;PL	V;MASC;SG;PST;V.PTCP
konference	conférences	konference	conférence	N;NOM;FEM;SG	N;FEM;PL
spānija	espagne	spānija	espagner	PROPN;NOM;FEM;SG	N;MASC;SG
filozofijas	philosophique	filozofija	philosophique	N;NOM;FEM;PL	ADJ;MASC;SG
filozofijas	philosophie	filozofija	philosophie	N;NOM;FEM;PL	N;FEM;SG
novgorodas	novgorod	novgoroda	novgorod	N;NOM;FEM;PL	PROPN
itālija	italie	itālija	italie	N;NOM;FEM;SG	PROPN
rakstīšanas	taper	rakstīšana	taper	N;NOM;FEM;SG	V;NFIN
kalna	monter	kalns	monter	N;GEN;MASC;SG	V;NFIN
nākamo	prochain	nākt	prochain	V;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
nākamo	suivante	nākt	suivant	V;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
nākamo	prochaine	nākt	prochain	V;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
nākamo	next	nākt	next	V;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	
ķīniešu	chinois	ķīnietis	chinois	N;GEN;MASC;PL	ADJ;MASC;SG
ķīniešu	chinoise	ķīnietis	chinois	N;GEN;MASC;PL	ADJ;FEM;SG
vietnieks	alterner	vietnieks	alterner	N;NOM;MASC;SG	V;NFIN
saņem	reçois	saņemt	recevoir	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
saņem	recevez	saņemt	recevoir	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
arēna	arena	arēna	arena	N;NOM;FEM;SG	PROPN
henrijs	henri	henrijs	henri	PROPN;NOM;MASC;SG	PROPN
henrijs	henry	henrijs	henry	PROPN;NOM;MASC;SG	PROPN
elseif	elseif	elseif	elseif	N;DAT;FEM;SG	PROPN
stenlija	yves	stenlija	yve	PROPN;NOM;FEM;SG	PROPN
stenlija	stanley	stenlija	stanley	PROPN;NOM;FEM;SG	PROPN
filips	philippe	filips	philippe	PROPN;NOM;MASC;SG	N;MASC;SG
filips	philip	filips	philip	PROPN;NOM;MASC;SG	PROPN
kari	kari	karš	kari	N;NOM;MASC;PL	PROPN
militārā	armée	militāra	armée	ADJ;NOM;FEM;SG	N;FEM;SG
militārā	militaires	militāra	militaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
tehnoloģijas	technologique	tehnoloģija	technologique	N;NOM;FEM;PL	ADJ;MASC;SG
tehnoloģijas	technologie	tehnoloģija	technologie	N;NOM;FEM;PL	N;FEM;SG
problēmu	problématique	problēma	problématique	N;ACC;FEM;SG	ADJ;FEM;SG
dienvidslāvijas	yougoslave	dienvidslāvija	yougoslave	N;NOM;FEM;PL	ADJ;MASC;SG
dienvidslāvijas	yougoslavie	dienvidslāvija	yougoslavie	N;NOM;FEM;PL	N;FEM;SG
nāciju	nations	nācija	nation	N;ACC;FEM;SG	N;FEM;PL
vii	vii	vii	vii	ADJ	NUM
pieci	five	pieci	five	NUM;NOM;MASC;PL	PROPN
sienas	murs	siena	mur	N;NOM;FEM;SG	N;MASC;PL
stāvoklī	enceintes	stāvoklis	enceinte	N;ESS;MASC;SG	N;FEM;PL
teodors	theodor	teodors	theodor	N;NOM;MASC;SG	PROPN
kādreiz	ever	kādreiz	ever	ADV	INTJ
kalnos	montagne	kalns	montagne	N;ESS;MASC;PL	N;FEM;SG
atjaunota	restaurés	atjaunot	restauré	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
artūrs	arthur	artūrs	arthur	PROPN;NOM;MASC;SG	N;MASC;SG
glezna	peintures	glezna	peinture	N;NOM;FEM;SG	N;FEM;PL
nelielas	mineure	neliela	mineur	ADJ;NOM;FEM;PL	ADJ;FEM;SG
nelielas	mineur	neliela	mineur	ADJ;NOM;FEM;PL	N;MASC;SG
nelielas	légère	neliela	léger	ADJ;NOM;FEM;PL	ADJ;FEM;SG
koris	chœurs	koris	chœur	N;NOM;MASC;SG	N;MASC;PL
birojs	bureaux	birojs	bureau	N;NOM;MASC;SG	N;MASC;PL
oskars	oskar	oskars	oskar	N;NOM;MASC;SG	PROPN
ierakstīts	entrés	ierakstīt	entrer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sibīrijas	sibérie	sibīrija	sibérie	N;NOM;FEM;PL	PROPN
atgriešanās	retourner	atgriešanās	retourner	N;NOM;FEM;SG	V;NFIN
atgriešanās	revenir	atgriešanās	revenir	N;NOM;FEM;SG	V;NFIN
smilšu	sable	smilts	sable	N;GEN;FEM;PL	N;MASC;SG
garas	longue	gara	long	ADJ;NOM;FEM;PL	ADJ;FEM;SG
garas	longtemps	gara	longtemps	ADJ;NOM;FEM;PL	ADV
garas	long	gara	long	ADJ;NOM;FEM;PL	ADJ;MASC;SG
atzīta	reconnus	atzīt	reconnaître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
atzīta	reconnues	atzīt	reconnaître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
atzīta	reconnus	atzīt	reconnaître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
atzīta	reconnues	atzīt	reconnaître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
atzīta	reconnus	atzīt	reconnaître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
lidmašīnas	avion	lidmašīna	avion	N;NOM;FEM;PL	N;MASC;SG
saksijas	saxe	saksija	saxe	PROPN;NOM;FEM;SG	PROPN
prēmija	primes	prēmija	prime	N;NOM;FEM;SG	N;FEM;PL
prēmija	premium	prēmija	premium	N;NOM;FEM;SG	
roka	hand	roka	hand	N;NOM;FEM;SG	PROPN
rinda	rangées	rinda	rangée	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
rinda	rangée	rinda	rangée	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
zīme	signer	zīme	signer	N;NOM;FEM;SG	V;NFIN
zīme	signez	zīme	signer	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
zīme	marquer	zīme	marquer	N;NOM;FEM;SG	V;NFIN
zīme	mark	zīme	mark	N;NOM;FEM;SG	PROPN
alus	bières	ali	bière	N;NOM;MASC;SG	N;FEM;PL
alus	bières	ali	bière	N;NOM;MASC;SG	N;FEM;PL
zinātnieks	scientifique	zinātnieks	scientifique	N;NOM;MASC;SG	ADJ;MASC;SG
gaisā	aéroportée	gaiss	aéroporté	N;ESS;MASC;SG	ADJ;FEM;SG
matemātikas	mathématique	matemātika	mathématique	N;NOM;FEM;PL	ADJ;MASC;SG
federālā	fédéraux	federāla	fédéral	ADJ;NOM;FEM;SG	ADJ;MASC;PL
federālā	fédérales	federāla	fédéral	ADJ;NOM;FEM;SG	ADJ;FEM;PL
iesaistījās	fiancé	iesaistīties	fiancé	V;FH;IND;3;POS;REFL;PST;FIN;ACT	N;MASC;SG
runāt	talk	runāt	talk	V;POS;NFIN	PROPN
google	google	google	google		N;MASC;SG
roku	hand	roka	hand	N;ACC;FEM;SG	PROPN
populārs	populaires	populārs	populaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
sarunas	négociation	saruna	négociation	N;NOM;FEM;PL	N;FEM;SG
sarunas	conversation	saruna	conversation	N;NOM;FEM;PL	N;FEM;SG
bijusī	ancien	būt	ancien	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
bijusī	ancienne	būt	ancien	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG
gala	définitif	gals	définitif	N;NOM;MASC;SG	ADJ;MASC;SG
gala	final	gals	final	N;NOM;MASC;SG	ADJ;MASC;SG
gala	définitive	gals	définitif	N;NOM;MASC;SG	ADJ;FEM;SG
līderi	meneurs	līderis	meneur	N;ACC;MASC;SG	N;MASC;PL
līderi	leaders	līderis	leader	N;ACC;MASC;SG	N;MASC;PL
līderi	dirigeants	līderis	dirigeant	N;ACC;MASC;SG	N;MASC;PL
orbītas	orbitale	orbīta	orbital	N;NOM;FEM;PL	ADJ;FEM;SG
orbītas	orbital	orbīta	orbital	N;NOM;FEM;PL	N;MASC;SG
sākums	démarrer	sākums	démarrer	N;NOM;MASC;SG	V;NFIN
sākums	commencer	sākums	commencer	N;NOM;MASC;SG	V;NFIN
vidusjūras	méditerranéen	vidusjūra	méditerranéen	N;NOM;FEM;PL	ADJ;MASC;SG
vidusjūras	méditerranéenne	vidusjūra	méditerranéen	N;NOM;FEM;PL	ADJ;FEM;SG
vidusjūras	méditerranée	vidusjūra	méditerranée	N;NOM;FEM;PL	N;FEM;SG
pieejama	dispo	pieejama	dispo	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	INTJ
pieejama	disponible	pieejama	disponible	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
pieejama	disponibles	pieejama	disponible	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
suns	chiens	suns	chien	N;NOM;MASC;SG	N;MASC;PL
sabiedrība	entreprise	sabiedrība	entreprendre	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
doma	réfléchi	doma	réfléchir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
doma	pensais	doma	penser	N;NOM;FEM;SG	V;IND;SG;1;IPFV;FIN
doma	pensé	doma	pensé	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
jaunākais	juniors	jauns	junior	ADJ;NOM;CMPR;MASC;SG	N;MASC;PL
jaunākais	dernières	jauns	dernier	ADJ;NOM;CMPR;MASC;SG	ADJ;FEM;PL
jaunākais	derniers	jauns	dernier	ADJ;NOM;CMPR;MASC;SG	ADJ;MASC;PL
dzimuši	né	dzimt	naître	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dzimuši	naissance	dzimt	naissance	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;FEM;SG
dzimuši	née	dzimt	naître	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dzimuši	born	dzimt	born	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	PROPN
vietējā	locales	vietējs	local	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vietējā	locaux	vietējs	local	ADJ;NOM;FEM;SG	ADJ;MASC;PL
bostonas	boston	bostona	boston	N;NOM;FEM;PL	PROPN
pieejams	dispo	pieiet	dispo	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	INTJ
pieejams	disponible	pieiet	disponible	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
pieejams	disponibles	pieiet	disponible	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
uzvarētāji	gagnants	uzvarētājs	gagnant	N;NOM;MASC;PL	ADJ;MASC;PL
ričards	richard	ričards	richard	PROPN;NOM;MASC;SG	PROPN
šveicē	suisse	šveice	suisse	PROPN;ESS;FEM;SG	ADJ;MASC;SG
krievi	russes	krievs	russe	N;NOM;MASC;PL	ADJ;MASC;PL
zāles	médecine	zāle	médecine	N;NOM;FEM;PL	N;FEM;SG
zāles	médicament	zāle	médicament	N;NOM;FEM;PL	N;MASC;SG
jans	jan	jans	jan	PROPN;NOM;MASC;SG	N;MASC;SG
jans	yann	jans	yann	PROPN;NOM;MASC;SG	PROPN
čehu	tchèques	čehs	tchèque	N;NOM;MASC;SG	ADJ;MASC;PL
romā	rome	roma	rome	N;ESS;FEM;SG	PROPN
kāpēc	why	kāpēc	why	ADV	
elizabete	elizabeth	elizabete	elizabeth	PROPN;NOM;FEM;SG	ADJ;MASC;SG
elizabete	élisabeth	elizabete	élisabeth	PROPN;NOM;FEM;SG	N;FEM;SG
elizabete	élisabeth	elizabete	élisabeth	PROPN;NOM;FEM;SG	N;FEM;SG
elizabete	elisabeth	elizabete	elisabeth	PROPN;NOM;FEM;SG	N;FEM;SG
atgriežas	retours	atgriezties	retour	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;PL
torņa	tower	torņa	tower	N;GEN;MASC;SG	PROPN
meži	woods	mežs	wood	N;NOM;MASC;PL	PROPN
meži	forêt	mežs	forêt	N;NOM;MASC;PL	N;FEM;SG
meži	forestier	mežs	forestier	N;NOM;MASC;PL	N;MASC;SG
meži	forêt	mežs	forêt	N;NOM;MASC;PL	N;FEM;SG
meži	foret	mežs	foret	N;NOM;MASC;PL	N;FEM;SG
datoru	ordinateurs	dators	ordinateur	N;ACC;MASC;SG	N;MASC;PL
uzskaitījums	listes	uzskaitījums	liste	N;NOM;MASC;SG	N;FEM;PL
noteikta	fixe	noteikt	fixe	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
noteikta	fixes	noteikt	fixe	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
uguns	incendies	uguns	incendie	N;NOM;FEM;SG	N;MASC;PL
tradicionāli	traditionnelles	tradicionāli	traditionnel	ADV	ADJ;FEM;PL
tradicionāli	traditionnel	tradicionāli	traditionnel	ADV	ADJ;MASC;SG
tradicionāli	traditionnelle	tradicionāli	traditionnel	ADV	ADJ;FEM;SG
tradicionāli	traditionnels	tradicionāli	traditionnel	ADV	ADJ;MASC;PL
īsi	courte	īsi	court	ADV	ADJ;FEM;SG
īsi	court	īsi	court	ADV	ADJ;MASC;SG
īsi	courts	īsi	court	ADV	ADJ;MASC;PL
īsi	courtes	īsi	court	ADV	ADJ;FEM;PL
īsi	bref	īsi	bref	ADV	INTJ
īsi	brèves	īsi	breve	ADV	ADJ;FEM;PL
īsi	brève	īsi	bref	ADV	ADJ;FEM;SG
kora	cora	kors	cora	N;NOM;MASC;SG	PROPN
kora	caro	kors	caro	N;NOM;MASC;SG	
telpās	intérieure	telpa	intérieur	N;ESS;FEM;PL	ADJ;FEM;SG
telpās	intérieur	telpa	intérieur	N;ESS;FEM;PL	N;MASC;SG
uzbrukums	attaquez	uzbrukums	attaquer	N;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
uzbrukums	attack	uzbrukums	attack	N;NOM;MASC;SG	PROPN
uzbrukums	attaquer	uzbrukums	attaquer	N;NOM;MASC;SG	V;NFIN
uzbrukums	agressions	uzbrukums	agression	N;NOM;MASC;SG	N;FEM;PL
apkalpo	portion	apkalpot	portion	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
svētais	saint	svēts	saint	ADJ;NOM;MASC;SG	PROPN
svētais	saintes	svēts	saint	ADJ;NOM;MASC;SG	ADJ;FEM;PL
svētais	sacré	svēts	sacrer	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
svētais	saint	svēts	saint	ADJ;NOM;MASC;SG	PROPN
atpūtas	reposant	atpūta	reposer	N;NOM;FEM;PL	V;PRS;V.PTCP
rangs	classements	rangs	classement	N;NOM;MASC;SG	N;MASC;PL
cieši	serrée	cieši	serré	ADV	V;FEM;SG;PST;V.PTCP
cieši	serré	cieši	serré	ADV	V;MASC;SG;PST;V.PTCP
cieši	serrés	cieši	serrer	ADV	V;MASC;PL;PST;V.PTCP
cieši	étroit	cieši	étroit	ADV	ADJ;MASC;SG
katedrāle	cathédrales	katedrāle	cathédrale	N;NOM;FEM;SG	N;FEM;PL
planētas	planete	planēta	planete	N;NOM;FEM;PL	N;FEM;SG
planētas	planète	planēta	planète	N;NOM;FEM;PL	N;FEM;SG
planētas	planétaire	planēta	planétaire	N;NOM;FEM;PL	ADJ;MASC;SG
planētas	planétaires	planēta	planétaire	N;NOM;FEM;PL	ADJ;MASC;PL
planētas	planete	planēta	planete	N;NOM;FEM;PL	N;FEM;SG
saule	dim	saule	dim	N;NOM;FEM;SG	
css	css	css	css		N;MASC;SG
dzīvnieks	animale	dzīvnieks	animal	N;NOM;MASC;SG	ADJ;FEM;SG
skaitīšanas	comptage	skaitīšana	comptage	N;NOM;FEM;PL	N;MASC;SG
skaitīšanas	compter	skaitīšana	compter	N;NOM;FEM;PL	V;NFIN
skaitīšanas	décompte	skaitīšana	décompter	N;NOM;FEM;PL	N;MASC;SG
fizikas	physique	fizika	physique	N;NOM;FEM;PL	ADJ;MASC;SG
karoga	drapeaux	karogs	drapeau	N;GEN;MASC;SG	N;MASC;PL
edvards	edvard	edvards	edvard	PROPN;NOM;MASC;SG	PROPN
edvards	edward	edvards	edward	PROPN;NOM;MASC;SG	N;MASC;SG
edvards	édouard	edvards	édouard	PROPN;NOM;MASC;SG	N;MASC;SG
domē	douma	domēt	doumer	N;ESS;FEM;SG	PROPN
daudzus	nombreux	daudzi	nombreux	PRO;ACC;MASC;PL	ADJ;MASC;PL
daudzus	beaucoup	daudzi	beaucoup	PRO;ACC;MASC;PL	ADV
daudzus	nombreuses	daudzi	nombreux	PRO;ACC;MASC;PL	ADJ;FEM;PL
sportisti	sportifs	sportists	sportif	N;NOM;MASC;PL	ADJ;MASC;PL
ungāru	hongrois	ungārs	hongrois	N;GEN;MASC;PL	ADJ;MASC;SG
ungāru	hongroise	ungārs	hongrois	N;GEN;MASC;PL	ADJ;FEM;SG
ungāru	hongroises	ungārs	hongrois	N;GEN;MASC;PL	ADJ;FEM;PL
ungāru	hongrois	ungārs	hongrois	N;GEN;MASC;PL	ADJ;MASC;SG
bar	barreau	bar	barreau		N;MASC;SG
bar	bar	bar	bar		N;MASC;SG
bar	barre	bar	barre		N;FEM;SG
pētniecības	recherche	pētniecība	recherche	N;NOM;FEM;PL	N;FEM;SG
relatīvi	relatif	relatīvi	relatif	ADV	ADJ;MASC;SG
