πολύχρωμα	رنگین	πολύχρωμα	رنگین	ADJ;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
γκρος	ٹھوس.	γκρος	ٹھوس.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γκρος	مجموعی	γκρος	مجموعی	PROPN;NOM;MASC;SG	ADJ
γκρος	گاڑھا	γκρος	گاڑھا	PROPN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
γκρος	جملہ	γκρος	جملہ	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
γκρος	گرز	γκρος	گرز	PROPN;NOM;MASC;SG	
γκρος	کل	γκρος	کل	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
άξιος	حضرت	άξιος	حضرت	ADJ;NOM;MASC;SG	PART
άξιος	حضرت	άξιος	حضرت	ADJ;NOM;MASC;SG	PART
ήπιες	جوش	ήπιος	جوش	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
ήπιες	سزا	ήπιος	سزا	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
ήπιες	بردبار.	ήπιος	بردبار.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ήπιες	بیماری	ήπιος	بیماری	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
ήπιες	دبّو	ήπιος	دبّو	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ήπιες	ٹھس	ήπιος	ٹھس	ADJ;NOM;FEM;PL	
ήπιες	جوش	ήπιος	جوش	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
ήπιες	ہلکا	ήπιος	ہلکا	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
ήπιες	سزا	ήπιος	سزا	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
ήπιες	بردبار.	ήπιος	بردبار.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ήπιες	بیماری	ήπιος	بیماری	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
ήπιες	دبّو	ήπιος	دبّو	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ήπιες	ٹھس	ήπιος	ٹھس	ADJ;NOM;FEM;PL	
σκιτσογράφος	کارٹونسٹ	σκιτσογράφος	کارٹونسٹ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
συνειδητή	ہوشمند.	συνειδητής	ہوشمند.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συνειδητή	ہوشیار	συνειδητής	ہوشیار	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συνειδητή	چوکنّا	συνειδητής	چوکنّا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συνειδητή	بالارادہ	συνειδητής	بالارادہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συνειδητή	(	συνειδητής	(	ADJ;NOM;FEM;SG	
συνοδός	گاڑیاں	συνοδός	گاڑی	N;NOM;MASC;SG	N;NOM;MASC;PL;3
ηλεκτρομαγνητικά	برقناطیسی	ηλεκτρομαγνητικά	برقناطیسی	ADV	ADJ;NOM
παράκαμψη	فائق	παράκαμψη	فائق	N;NOM;FEM;SG	ADJ
εφάπτεται	منحرف.	εφάπτω	منحرف.	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
εφάπτεται	اُوپری	εφάπτω	اُوپری	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN;NOM;MASC;SG;3
εφάπτεται	بیرونی.	εφάπτω	بیرونی.	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN;NOM;MASC;SG;3
εφάπτεται	مماسی.	εφάπτω	مماسی	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN;NOM;MASC;SG;3
έμμεσες	ذیلی	έμμεσος	ذیلی	N;NOM;FEM;PL	ADJ
έμμεσες	پنہاں	έμμεσος	پنہاں	N;NOM;FEM;PL	
φωτεινός	روشن	φωτεινός	روشن	N;NOM;MASC;SG	ADJ
φωτεινός	ہوشیار	φωτεινός	ہوشیار	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
φωτεινός	فطین	φωτεινός	فطین	N;NOM;MASC;SG	
φωτεινός	طباع	φωτεινός	طباع	N;NOM;MASC;SG	
φωτεινός	ذہین	φωτεινός	ذہین	N;NOM;MASC;SG	ADJ
φωτεινός	چونچال	φωτεινός	چونچال	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
φωτεινός	منور	φωτεινός	منور	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
φυλλοβόλα	سینگوں	φυλλοβόλο	سینگ	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
φυλλοβόλα	عبوری	φυλλοβόλο	عبوری	N;NOM;NEUT;PL	ADJ
φυλλοβόλα	عارضی	φυλλοβόλο	عارضی	N;NOM;NEUT;PL	ADJ
εξουσιοδότηση	منظوری	εξουσιοδότηση	منظوری	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εξουσιοδότηση	اجازت	εξουσιοδότηση	اجازت	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ονοματολογίας	اصولی	ονοματολογία	اصولی	N;GEN;FEM;SG	ADJ
ονοματολογίας	فہرست	ονοματολογία	فہرست	N;GEN;FEM;SG	N;NOM;FEM;SG;3
σαλάτα	کچومر.	σαλάτα	کچومر.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σκυλί	پکڑ	σκυλί	پکڑ	N;NOM;NEUT;SG	V;ACT
σκυλί	کتا.	σκυλί	کتا.	N;NOM;NEUT;SG	
σκυλί	کتا	σκυλί	کتا	N;NOM;NEUT;SG	V;MASC;SG;ACT
σκυλί	گھٹیا	σκυλί	گھٹیا	N;NOM;NEUT;SG	ADJ
κατάλοιπο	تلچھٹ.	κατάλοιπος	تلچھٹ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατάλοιπο	مابقی	κατάλοιπος	مابقی	N;NOM;NEUT;SG	ADJ
κατάλοιπο	بقیہ.	κατάλοιπος	بقیہ.	N;NOM;NEUT;SG	
κατάλοιπο	بقیہ	κατάλοιπος	بقیہ	N;NOM;NEUT;SG	
ευέλικτο	سیدھا	ευέλικτος	سیدھا	ADJ;NOM;NEUT;SG	V;ACT
βιολιστής	فریبی	βιολιστής	فریبی	N;NOM;MASC;SG	ADJ
λογιστικά	محاسبی.	λογιστικά	محاسبی.	ADV	PROPN;NOM;MASC;SG;3
δίδυμος	جوڑا	δίδυμος	جوڑ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
δίδυμος	مثنیٰ	δίδυμος	مثنیٰ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
θησαυροφυλάκιο	چھلانگ.	θησαυροφυλάκιο	چھلانگ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
επιβάλλοντας	زبردست	επιβάλλον	زبردست	V;IPFV;V.CVB;ACT	ADJ
μετανάστης	مہاجر.	μετανάστης	مہاجر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μετανάστης	حیوان	μετανάστης	حیوان	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μετανάστης	ہجرتی.	μετανάστης	ہجرتی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	جنّاتی.	γιγάντιος	جنیاتی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	زبردست.	γιγάντιος	زبردست.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	دیوسمان	γιγάντιος	دیوسمان	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	جنّاتی.	γιγάντιος	جنیاتی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	زبردست.	γιγάντιος	زبردست.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	دیوسمان	γιγάντιος	دیوسمان	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγάντιο	دیوپیکر	γιγάντιος	دیوپیکر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αδρανή	خوابیدہ.	αδρανής	خوابیدہ.	ADV	PROPN;NOM;MASC;SG;3
αδρανή	ساکت	αδρανής	ساکت	ADV	N;NOM;MASC;SG;3
αδρανή	پوشیدہ	αδρανής	پوشیدہ	ADV	ADJ
αδρανή	سست	αδρανής	سست	ADV	ADJ
αδρανή	جامد	αδρανής	جامد	ADV	ADJ
τραχύ	اُجڈ	τραχύς	وجج	ADJ;NOM;NEUT;SG	
τραχύ	(	τραχύς	(	ADJ;NOM;NEUT;SG	
τραχύ	اکھڑ	τραχύς	اکھڑ	ADJ;NOM;NEUT;SG	V;ACT
τραχύ	نادرست	τραχύς	نادرست	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	گنجان	τραχύς	گنجان	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	گھنا	τραχύς	گھنا	ADJ;NOM;NEUT;SG	
τραχύ	(	τραχύς	(	ADJ;NOM;NEUT;SG	
τραχύ	تتربتر	τραχύς	تتربتر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	خاکہ.	τραχύς	خاکہ.	ADJ;NOM;NEUT;SG	
τραχύ	ادھورا.	τραχύς	ادھورا.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	نڈھال	τραχύς	نڈھال	ADJ;NOM;NEUT;SG	V;ACT
τραχύ	تلخ.	τραχύς	تلخ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	تند	τραχύς	تند	ADJ;NOM;NEUT;SG	V;MASC;SG;ACT
τραχύ	(	τραχύς	(	ADJ;NOM;NEUT;SG	
τραχύ	پھلانا	τραχύς	پھلانا	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
τραχύ	پست.	τραχύς	پست.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	غف	τραχύς	غف	ADJ;NOM;NEUT;SG	
τραχύ	بھّدا	τραχύς	بھید	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	چھدرا	τραχύς	چھدرا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	بینڈا	τραχύς	بینڈا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	سستا.	τραχύς	سستا.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	کھُردرا	τραχύς	کھُردرا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραχύ	فحش	τραχύς	فحش	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
βαλς	out	βαλός	out	N;ACC;NEUT;SG	
αγοραστή	گاہک.	αγοραστής	گاہک.	N;VOC;MASC;SG	
αγοραστή	مشتری	αγοραστής	مشتری	N;VOC;MASC;SG	N;NOM;MASC;SG;3
αγοραστή	گاہک.	αγοραστής	گاہک.	N;VOC;MASC;SG	
αγοραστή	خریدار	αγοραστής	خریدار	N;VOC;MASC;SG	N;NOM;MASC;SG;3
αγοραστή	مشتری	αγοραστής	مشتری	N;VOC;MASC;SG	N;NOM;MASC;SG;3
αγοραστή	خریدار	αγοραστής	خریدار	N;VOC;MASC;SG	N;NOM;MASC;SG;3
αγοραστή	گاہک	αγοραστής	گاہک	N;VOC;MASC;SG	
κατακραυγή	پکارنے	κατακραυγή	پکار	N;ACC;FEM;SG	V;NFIN;ACT
κατακραυγή	چلّانے	κατακραυγή	چلانہ	N;ACC;FEM;SG	V;ACC;NFIN
άχρηστο	نکمّا	άχρηστος	نکمیا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
άχρηστο	بیکار	άχρηστος	بیکار	ADJ;NOM;NEUT;SG	
άχρηστο	فضول	άχρηστος	فضول	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
άχρηστο	نکمّا	άχρηστος	نکمیا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
άχρηστο	بیکار	άχρηστος	بیکار	ADJ;NOM;NEUT;SG	
κοπάδι	in	κοπάδι	in	N;NOM;NEUT;SG	
κοπάδι	out	κοπάδι	out	N;NOM;NEUT;SG	
κοπάδι	گڈریا.	κοπάδι	گڈریا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κοπάδι	ٹکڑی.	κοπάδι	ٹکڑی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κοπάδι	نگہبانی	κοπάδι	نگہبانی	N;NOM;NEUT;SG	ADJ
κοπάδι	گڈریا.	κοπάδι	گڈریا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κοπάδι	غول	κοπάδι	غول	N;NOM;NEUT;SG	
κοπάδι	ٹکڑی.	κοπάδι	ٹکڑی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κοπάδι	نگہبانی	κοπάδι	نگہبانی	N;NOM;NEUT;SG	ADJ
μεταφραστή	مترجم	μεταφραστής	مترجم	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	اعلٰی	αφήντης	اعلٰی	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	حاوی	αφήντης	حاوی	N;ACC;MASC;SG	ADJ
αφέντη	بڑا	αφήντης	بڑا	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
αφέντη	اُستاد	αφήντης	اُستاد	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	میری.	αφήντης	میری.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	فنکار	αφήντης	فنکار	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	بنیادی	αφήντης	بنیادی	N;ACC;MASC;SG	ADJ
αφέντη	ہرانا	αφήντης	ہرانا	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	نایک.	αφήντης	نایک.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	منتظم	αφήντης	منتظم	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	مدرّس.	αφήντης	مدرّس.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	صاحب	αφήντης	صاحب	N;ACC;MASC;SG	PART
αφέντη	جیتنے	αφήντης	جیت	N;ACC;MASC;SG	V;NFIN;ACT
αφέντη	برتر.	αφήντης	برتر.	N;ACC;MASC;SG	
αφέντη	اصل	αφήντης	اصل	N;ACC;MASC;SG	ADJ
αφέντη	معلّم	αφήντης	معلّم	N;ACC;MASC;SG	
αφέντη	مالک	αφήντης	مالک	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	اعلٰی	αφήντης	اعلٰی	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	حاوی	αφήντης	حاوی	N;ACC;MASC;SG	ADJ
αφέντη	بڑا	αφήντης	بڑا	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
αφέντη	اُستاد	αφήντης	اُستاد	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	میری.	αφήντης	میری.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	فنکار	αφήντης	فنکار	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	بنیادی	αφήντης	بنیادی	N;ACC;MASC;SG	ADJ
αφέντη	ہرانا	αφήντης	ہرانا	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	نایک.	αφήντης	نایک.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	حاکم	αφήντης	حاکم	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	منتظم	αφήντης	منتظم	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αφέντη	مدرّس.	αφήντης	مدرّس.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αφέντη	صاحب	αφήντης	صاحب	N;ACC;MASC;SG	PART
αφέντη	جیتنے	αφήντης	جیت	N;ACC;MASC;SG	V;NFIN;ACT
αφέντη	برتر.	αφήντης	برتر.	N;ACC;MASC;SG	
αφέντη	اصل	αφήντης	اصل	N;ACC;MASC;SG	ADJ
αφέντη	معلّم	αφήντης	معلّم	N;ACC;MASC;SG	
αφέντη	مالک	αφήντης	مالک	N;ACC;MASC;SG	N;NOM;MASC;SG;3
ποστ	منصب.	ποστ	منصب.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ποστ	بلّی	ποστ	بلّی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
εκθέσει	آزار	εκθέτω	آزار	V;PFV;NFIN;ACT	
εκθέσει	پُرخطر.	εκθέτω	پُرخطر.	V;PFV;NFIN;ACT	ADJ
σκανδιναβικές	ناردی.	σκανδιναβικός	ناردی.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
σκανδιναβικές	سویڈن	σκανδιναβικός	سویڈن	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
σκανδιναβικές	ناروے	σκανδιναβικός	ناروے	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γίνετε	موزوں.	γίνομαι	موزوں	V;IPFV;IND;PL;2;PRS;FIN;PASS	
σιχ	سکھ	σιχ	سکھ	NUM;NOM;SG	PROPN;NOM;MASC;SG;3
σιχ	اکالی.	σιχ	اکالی.	NUM;NOM;SG	PROPN;NOM;MASC;SG;3
επίμονη	باقی	επίμονος	باقی	ADJ;NOM;FEM;SG	
επίμονη	پائیدار.	επίμονος	پائیدار.	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
επίμονη	(	επίμονος	(	ADJ;NOM;FEM;SG	
χανκ	سوت	χανκ	سوت		N;NOM;FEM;SG;3
αποστροφή	تنفر	αποστροφή	تنفر	N;NOM;FEM;SG	
αποστροφή	انحطاط.	αποστροφή	انحطاط.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αποστροφή	برگشتگی.	αποστροφή	برگشتگی.	N;NOM;FEM;SG	V;IND;SG;3;FUT;FIN;ACT
αποστροφή	اکراہ.	αποστροφή	اکراہ.	N;NOM;FEM;SG	
αποστροφή	from	αποστροφή	from	N;NOM;FEM;SG	
αποστροφή	from	αποστροφή	from	N;NOM;FEM;SG	
σκυροδέματος	اصلی	σκύροδεμα	اصلی	N;GEN;NEUT;SG	ADJ
σκυροδέματος	ریت	σκύροδεμα	ریت	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
σκυροδέματος	واضح	σκύροδεμα	واضح	N;GEN;NEUT;SG	ADJ
σκυροδέματος	بٹھانا.	σκύροδεμα	بٹھاناؤ	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
σκυροδέματος	کیفیت	σκύροδεμα	کیفیت	N;GEN;NEUT;SG	N;NOM;FEM;SG;3
αργού	کچا	αργού	کچا	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
αργού	ناشائستہ	αργού	ناشائستہ	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
αργού	بونگا	αργού	بونگا	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
ρητίνη	رال	ρητίνη	رال	ADJ;NOM;FEM;SG	
μυ	پٹّھا	μυ	پٹّھ	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	قوت.	μυ	قوت.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	پٹّھا.	μυ	پٹّھا.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	مچھلی.	μυ	مچھلی.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	پٹّھا	μυ	پٹّھ	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	عضلہ	μυ	عضلہ	N;ACC;MASC;SG	
μυ	قوت.	μυ	قوت.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	پٹّھا.	μυ	پٹّھا.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μυ	مچھلی.	μυ	مچھلی.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	تہیج	συγκίνηση	تہیج	N;NOM;FEM;SG	
συγκίνηση	برانگیختگی	συγκίνηση	برانگیختگی	N;NOM;FEM;SG	ADJ
συγκίνηση	over	συγκίνηση	over	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	لرزنا	συγκίνηση	لرزنا	N;NOM;FEM;SG	V;SG;NFIN;ACT
συγκίνηση	اہتزاز	συγκίνηση	اہتزاز	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	شاد	συγκίνηση	شاد	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	مسرور.	συγκίνηση	مسرور.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	over	συγκίνηση	over	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	لرزنا	συγκίνηση	لرزنا	N;NOM;FEM;SG	V;SG;NFIN;ACT
συγκίνηση	اہتزاز	συγκίνηση	اہتزاز	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	شاد	συγκίνηση	شاد	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συγκίνηση	سنسنی	συγκίνηση	سنسنی	N;NOM;FEM;SG	ADJ
συγκίνηση	مسرور.	συγκίνηση	مسرور.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σανσκριτικά	سنسکرت	σανσκριτικά	سنسکرت	ADV	PROPN;NOM;MASC;SG;3
χυμός	جوہر.	χυμός	جوہر.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χυμός	جوہر.	χυμός	جوہر.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πανδοχείο	سرائے	πανδοχείο	سرائے	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ορό	خوناب	ορός	خوناب	N;ACC;MASC;SG	
ασπιδα	بچانا	ασπιδα	بچا	N	V;MASC;SG;NFIN;ACT
μικροσκοπικά	ٹُیاں.	μικροσκοπικά	ٹُی	ADV	N;NOM;MASC;PL;3
μικροσκοπικά	ننھامنّا	μικροσκοπικά	ننھامنّا	ADV	PROPN;NOM;MASC;SG;3
μικροσκοπικά	ٹینی	μικροσκοπικά	ٹینی	ADV	PROPN;NOM;MASC;SG;3
μικροσκοπικά	ٹُیاں.	μικροσκοπικά	ٹُی	ADV	N;NOM;MASC;PL;3
μικροσκοπικά	ننھامنّا	μικροσκοπικά	ننھامنّا	ADV	PROPN;NOM;MASC;SG;3
αμάρτημα	نامعقول	αμάρτημα	نامعقول	N;NOM;NEUT;SG	ADJ
αμάρτημα	اثم	αμάρτημα	اثم	N;NOM;NEUT;SG	
αμάρτημα	نامعقول	αμάρτημα	نامعقول	N;NOM;NEUT;SG	ADJ
αμάρτημα	پاپ	αμάρτημα	پاپ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αμάρτημα	اثم	αμάρτημα	اثم	N;NOM;NEUT;SG	
κρέιβεν	بزدل	κρέιβεν	بزدل	V;PFV;IND;SG;3;PST;FIN;ACT	
κρέιβεν	ڈرپوک	κρέιβεν	ڈرپوک	V;PFV;IND;SG;3;PST;FIN;ACT	
λαμπρά	ذکی	λαμπρά	ذکی	ADV	PROPN;NOM;MASC;SG;3
γενειάδα	ریش	γενειάδα	ریش	N;NOM;FEM;SG	
γενειάδα	بالو	γενειάδα	بالو	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
γενειάδα	بانجر	γενειάδα	بانجر	N;NOM;FEM;SG	
γενειάδα	ریش	γενειάδα	ریش	N;NOM;FEM;SG	
γενειάδα	بالو	γενειάδα	بالو	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
γενειάδα	بانجر	γενειάδα	بانجر	N;NOM;FEM;SG	
πλύσιμο	تھپیٹرنا.	πλύσιμο	تھپیٹرنا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	(	πλύσιμο	(	N;NOM;NEUT;SG	
πλύσιμο	out	πλύσιμο	out	N;NOM;NEUT;SG	
πλύσιμο	نہانا.	πλύσιμο	نہانا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	ترکرنا	πλύσιμο	ترکرنا	N;NOM;NEUT;SG	V;NFIN;ACT
πλύσιμο	بھگونا	πλύσιμο	بھگونا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	پھوار	πλύσιμο	پھوار	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	دھلاوا	πλύσιμο	دھلاوا	N;NOM;NEUT;SG	
πλύσιμο	لادی.	πλύσιμο	لادی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	نہلانا-	πλύσιμο	نہلانات	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	تھپیٹرنا.	πλύσιμο	تھپیٹرنا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	(	πλύσιμο	(	N;NOM;NEUT;SG	
πλύσιμο	دھونا	πλύσιμο	دھونا	N;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
πλύσιμο	out	πλύσιμο	out	N;NOM;NEUT;SG	
πλύσιμο	نہانا.	πλύσιμο	نہانا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	ترکرنا	πλύσιμο	ترکرنا	N;NOM;NEUT;SG	V;NFIN;ACT
πλύσιμο	بھگونا	πλύσιμο	بھگونا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	پھوار	πλύσιμο	پھوار	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	دھلاوا	πλύσιμο	دھلاوا	N;NOM;NEUT;SG	
πλύσιμο	لادی.	πλύσιμο	لادی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πλύσιμο	نہلانا-	πλύσιμο	نہلانات	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ψυχρή	جوش	ψυχρή	جوش	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	بالکل	ψυχρή	بالکل	ADJ;NOM;FEM;SG	CONJ
ψυχρή	جذبہ	ψυχρή	جذبہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	مہر	ψυχρή	مہر	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	زکام	ψυχρή	زکام	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	مدّھم	ψυχρή	مدّھم	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ψυχρή	یکلخت	ψυχρή	یکلخت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	شیتل	ψυχρή	شیتل	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ψυχρή	جوش	ψυχρή	جوش	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	سرد	ψυχρή	سرد	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	بالکل	ψυχρή	بالکل	ADJ;NOM;FEM;SG	CONJ
ψυχρή	جذبہ	ψυχρή	جذبہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ψυχρή	بارِد	ψυχρή	بارِد	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
