月	moon	月	moon	N	
研究	universitetsuddannelse	研究	universitetsuddannelse	V	N;INDF;MASC+FEM;SG
研究	kandidateksamen	研究	kandidateksamen	V	N;DEF;MASC+FEM;SG
提及	mentions	提及	mentions	V	N;INDF;MASC+FEM;SG
提及	nævn	提及	nævn	V	N;INDF;NEUT;SG
訪問	besøg	訪問	besøg	V	N;INDF;NEUT;SG
訪問	visit	訪問	visit	V	N;INDF;MASC+FEM;SG
訪問	besøg	訪問	besøg	V	N;INDF;NEUT;SG
儘管	selvom	儘管	selvom	ADP	ADV
儘管	skønt	儘管	skøn	ADP	ADJ;INDF;NEUT;SG
霞	xia	霞	xia	PROPN	
伊拉克	irak	伊拉克	irak	PROPN	PROPN
奧林匹克	olympiske	奧林匹克	olympisk	PROPN	ADJ;PL
奧林匹克	olympic	奧林匹克	olympic	PROPN	
奧林匹克	olympisk	奧林匹克	olympisk	PROPN	ADJ;INDF;SG
衛星	satellitbaseret	衛星	satellitbaseret	N	V;INDF;SG;PST;V.PTCP
純	rene	純	ren		ADJ;PL
純	ren	純	ren		ADJ;INDF;MASC+FEM;SG
純	rent	純	ren		ADJ;INDF;NEUT;SG
海上	sea	海上	sea	N	
正面	positivt	正面	positiv	N	ADJ;INDF;NEUT;SG
正面	positive	正面	positiv	N	ADJ;PL
正面	positiv	正面	positiv	N	ADJ;INDF;MASC+FEM;SG
愛情	elsker	愛情	elske	N	V;IND;PRS;FIN;ACT
愛情	vild	愛情	vild	N	ADJ;INDF;MASC+FEM;SG
粗	hårdt	粗	hård	PART	ADJ;INDF;NEUT;SG
粗	ru	粗	ru	PART	
粗	barsk	粗	barsk	PART	ADJ;INDF;SG
粗	groft	粗	groft	PART	ADV
粗	hård	粗	hård	PART	ADJ;INDF;MASC+FEM;SG
理想	ideelt	理想	ideel	N	ADJ;INDF;NEUT;SG
理想	ideelle	理想	ideelle	N	ADJ;PL
理想	ideel	理想	ideel	N	ADJ;INDF;MASC+FEM;SG
桃	peach	桃	peach	N	
忽略	ignorér	忽略	ignorér	V	N;INDF;MASC+FEM;PL
忽略	forsømmelse	忽略	forsømmelse	V	N;INDF;MASC+FEM;SG
忽略	ignorér	忽略	ignorér	V	N;INDF;MASC+FEM;PL
活	bor	活	bo	N	V;IND;PRS;FIN;ACT
活	live	活	live	N	
活	leve	活	leve	N	V;NFIN;ACT
活	levende	活	levende	N	ADJ
舞蹈	danse	舞蹈	danse	N	V;NFIN;ACT
舞蹈	dance	舞蹈	dance	N	
舞蹈	danse	舞蹈	danse	N	V;NFIN;ACT
舞蹈	dansende	舞蹈	danse	N	V;PRS;V.PTCP
舞蹈	danser	舞蹈	danse	N	V;IND;PRS;FIN;ACT
誠	makoto	誠	makoto	N	
丸	maru	丸	maru	N	
確認	bekræftelse	確認	bekræftelse	V	N;INDF;MASC+FEM;SG
簡	jane	簡	jane	PROPN	N;INDF;MASC+FEM;SG
調整	tilpasninger	調整	tilpasning	V	N;INDF;MASC+FEM;PL
調整	justeringer	調整	justering	V	N;INDF;MASC+FEM;PL
調整	justering	調整	justering	V	N;INDF;MASC+FEM;SG
調整	tilpasning	調整	tilpasning	V	N;INDF;MASC+FEM;SG
調整	tilpas	調整	tilpas	V	ADJ;INDF;SG
崖	bluff	崖	bluff	N	
崖	klippe	崖	klippe	N	V;NFIN;ACT
勳	hoon	勳	hoon	N	
冷	fryser	冷	fryse		V;IND;PRS;FIN;ACT
冷	kold	冷	kold		ADJ;INDF;MASC+FEM;SG
冷	koldt	冷	kold		ADJ;INDF;NEUT;SG
冷	kulde	冷	kulde		N;INDF;MASC+FEM;SG
冷	kolde	冷	kold		ADJ;PL
最新	nyeste	最新	ny	ADV	ADJ;DEF;RL
最新	seneste	最新	sen	ADV	ADJ;DEF;RL
祿	loc	祿	loc	PROPN	N;INDF;NEUT;SG
接收	modtagelse	接收	modtagelse	V	N;INDF;MASC+FEM;SG
接收	modtagende	接收	modtagende	V	ADJ
接收	modtagelsen	接收	modtagelse	V	N;DEF;MASC+FEM;SG
接收	modtagelse	接收	modtagelse	V	N;INDF;MASC+FEM;SG
接收	reception	接收	reception	V	N;INDF;MASC+FEM;SG
接收	receptionen	接收	reception	V	N;DEF;MASC+FEM;SG
常見	almindelige	常見	almindelig	V	ADJ;PL
常見	fælles	常見	fælles	V	ADJ
常見	almindelig	常見	almindelig	V	ADJ;INDF;MASC+FEM;SG
愛爾蘭	irere	愛爾蘭	irer	PROPN	N;INDF;MASC+FEM;PL
愛爾蘭	irske	愛爾蘭	irsk	PROPN	ADJ;PL
愛爾蘭	irish	愛爾蘭	irish	PROPN	
愛爾蘭	irerne	愛爾蘭	ire	PROPN	N;DEF;MASC+FEM;PL
愛爾蘭	irsk	愛爾蘭	irsk	PROPN	N;INDF;NEUT;SG
愛爾蘭	irland	愛爾蘭	irland	PROPN	PROPN
第九	niende	第九	nie	NUM	ADJ
通知	notifikationer	通知	notifikation	V	N;INDF;MASC+FEM;PL
通知	anmeldelser	通知	anmeldelse	V	N;INDF;MASC+FEM;PL
通知	meddelelser	通知	meddelelse	V	N;INDF;MASC+FEM;PL
通知	meddelelse	通知	meddelelse	V	N;INDF;MASC+FEM;SG
通知	bekendtgørelse	通知	bekendtgørelse	V	N;INDF;MASC+FEM;SG
通知	meddelelse	通知	meddelelse	V	N;INDF;MASC+FEM;SG
通知	underretning	通知	underretning	V	N;INDF;MASC+FEM;SG
通知	anmeldelse	通知	anmeldelse	V	N;INDF;MASC+FEM;SG
裝甲	armeret	裝甲	armere	N	V;INDF;SG;PST;V.PTCP
裝甲	pansrede	裝甲	pansret	N	ADJ;PL
惡	ond	惡	ond	N	ADJ;INDF;MASC+FEM;SG
惡	onde	惡	ond	N	ADJ;PL
惡	evil	惡	evil	N	
惡	ondt	惡	ondt	N	ADV
拉丁	latin	拉丁	latin	PROPN	
拉丁	latinske	拉丁	latinsk	PROPN	ADJ;PL
拉丁	latinsk	拉丁	latinsk	PROPN	ADJ;INDF;SG
邵	shao	邵	shao	PROPN	
邵	shaw	邵	shaw	PROPN	
布朗	brun	布朗	brun	PROPN	ADJ;INDF;MASC+FEM;SG
布朗	brune	布朗	brune	PROPN	ADJ;PL
布朗	brunt	布朗	brun	PROPN	ADJ;INDF;NEUT;SG
布朗	brown	布朗	brown	PROPN	
重要	vigtighed	重要	vigtighed	ADJ	N;INDF;MASC+FEM;SG
重要	betydning	重要	betydning	ADJ	N;INDF;MASC+FEM;SG
黃金	gyldent	黃金	gylden	N	ADJ;INDF;NEUT;SG
黃金	gyldne	黃金	gylden	N	ADJ;PL
黃金	gold	黃金	gold	N	
醫學	medicinsk	醫學	medicinsk	N	ADV
到	ankomsten	到	ankomst	V	N;DEF;MASC+FEM;SG
到	ankomst	到	ankomst	V	N;INDF;MASC+FEM;SG
山口	yamaguchi	山口	yamaguchi	N	
紅色	rødt	紅色	rød	N	ADJ;INDF;NEUT;SG
紅色	røde	紅色	rød	N	ADJ;PL
紅色	rød	紅色	rød	N	ADJ;INDF;MASC+FEM;SG
紅色	red	紅色	red	N	
商人	handlende	商人	handle	N	V;PRS;V.PTCP
商人	handlende	商人	handle	N	V;PRS;V.PTCP
成	resultater	成	resultat	V	N;INDF;NEUT;PL
成	bedrifter	成	bedrifter	V	N;INDF;MASC+FEM;PL
成	præstation	成	præstation	V	N;INDF;MASC+FEM;SG
成	bedrift	成	bedrift	V	N;INDF;MASC+FEM;SG
十月	oktober	十月	oktober		N;INDF;MASC+FEM;SG
十月	olt	十月	olt		
金屬	metalliske	金屬	metallisk	N	ADJ;PL
金屬	metallisk	金屬	metallisk	N	ADJ;INDF;SG
改編	tilpasning	改編	tilpasning	V	N;INDF;MASC+FEM;SG
改編	tilpasninger	改編	tilpasning	V	N;INDF;MASC+FEM;PL
收購	overtagelser	收購	overtagelse	V	N;INDF;MASC+FEM;PL
收購	erhvervelser	收購	erhvervelse	V	N;INDF;MASC+FEM;PL
收購	erhvervelse	收購	erhvervelse	V	N;INDF;MASC+FEM;SG
收購	anskaffelser	收購	anskaffelse	V	N;INDF;MASC+FEM;PL
收購	overtagelse	收購	overtagelse	V	N;INDF;MASC+FEM;SG
收購	overtagelser	收購	overtagelse	V	N;INDF;MASC+FEM;PL
安裝	montering	安裝	montering	V	N;INDF;MASC+FEM;SG
安裝	installering	安裝	installering	V	N;INDF;MASC+FEM;SG
安裝	installation	安裝	installation	V	N;INDF;MASC+FEM;SG
安裝	anlæg	安裝	anlæg	V	N;INDF;NEUT;SG
安裝	installationer	安裝	installation	V	N;INDF;MASC+FEM;PL
安裝	installer	安裝	instal	V	N;INDF;MASC+FEM;SG
安裝	installation	安裝	installation	V	N;INDF;MASC+FEM;SG
大街	avenue	大街	avenue	N	
糖	candy	糖	candy	N	
動作	flytter	動作	flytte	N	V;IND;PRS;FIN;ACT
匯	dræn	匯	dræn	PROPN	N;INDF;NEUT;SG
分裂	divideret	分裂	dividere	N	V;INDF;SG;PST;V.PTCP
分裂	opdelt	分裂	opdele	N	V;INDF;SG;PST;V.PTCP
分裂	splittet	分裂	splitte	N	V;INDF;SG;PST;V.PTCP
分裂	flækker	分裂	flække	N	V;IND;PRS;FIN;ACT
分裂	delt	分裂	delt	N	V;INDF;SG;PST;V.PTCP
分裂	opdelt	分裂	opdele	N	V;INDF;SG;PST;V.PTCP
分裂	split	分裂	split	N	
隊伍	hold	隊伍	holde	N	V;IMP
隊伍	hold	隊伍	holde	N	V;IMP
機動	manøvrere	機動	manøvrer	N	V;NFIN;ACT
機動	manøvrere	機動	manøvrer	N	V;NFIN;ACT
暴力	voldelige	暴力	voldelig	N	ADJ;PL
暴力	voldsomt	暴力	voldsomt	N	ADV
暴力	voldelig	暴力	voldelig	N	ADJ;INDF;MASC+FEM;SG
暴力	voldeligt	暴力	voldeligt	N	ADJ;INDF;NEUT;SG
暴力	voldsom	暴力	voldsom	N	ADJ;INDF;MASC+FEM;SG
人們	people	人	peopl	N;PL	
觀測	observere	觀測	observere	N	V;NFIN;ACT
實際	faktisk	實際	faktisk	N	ADV
暗	dark	暗	dark	N	
暗	mørkt	暗	mørk	N	ADJ;INDF;NEUT;SG
暗	mørk	暗	mørk	N	ADJ;INDF;MASC+FEM;SG
划	row	划	row	N	
壁	wall	壁	wall	N	
粉	pink	粉	pink	N	
粉	lyserød	粉	lyserød	N	ADJ;INDF;MASC+FEM;SG
粉	lyserødt	粉	lyserødt	N	ADJ;INDF;NEUT;SG
粉	lyserøde	粉	lyserøde	N	ADJ;PL
補	supplering	補	supplering		N;INDF;MASC+FEM;SG
補	supplement	補	supplement		N;INDF;NEUT;SG
譚	tam	譚	tam	PROPN	N;INDF;MASC+FEM;SG
譚	tan	譚	tan	PROPN	
譚	kulør	譚	kulør	PROPN	N;INDF;MASC+FEM;SG
譚	solbrændt	譚	solbrændt	PROPN	ADJ;INDF;SG
控股	besiddelser	控股	besiddelse	V	N;INDF;MASC+FEM;PL
控股	bedrifter	控股	bedrifter	V	N;INDF;MASC+FEM;PL
控股	bedriften	控股	bedriften	V	N;DEF;MASC+FEM;SG
控股	holding	控股	holding	V	N;INDF;MASC+FEM;SG
控股	bedrift	控股	bedrift	V	N;INDF;MASC+FEM;SG
團隊	hold	團隊	holde	N	V;IMP
團隊	hold	團隊	holde	N	V;IMP
碳	carbon	碳	carbon	N	
拆除	ophugning	拆除	ophugning	V	N;INDF;MASC+FEM;SG
拆除	nedrivning	拆除	nedrivning	V	N;INDF;MASC+FEM;SG
免費	fri	免費	fri	N	ADJ;INDF;MASC+FEM;SG
免費	frit	免費	frit	N	ADV
免費	free	免費	free	N	
免費	gratis	免費	gratis	N	ADV
大致	omtrentlige	大致	omtrentlig		ADJ;PL
大致	omtrentlig	大致	omtrentlig		ADJ;INDF;MASC+FEM;SG
自	self	自	self	ADP	
自	ego	自	ego	ADP	N;INDF;NEUT;SG
家人	family	家人	family	N	
永久	permanente	永久	permanent	N	ADJ;PL
永久	permanent	永久	permanent	N	ADJ;INDF;SG
永久	blivende	永久	blivende	N	ADJ
永久	permanent	永久	permanent	N	ADJ;INDF;SG
分配	fordeling	分配	fordeling	V	N;INDF;MASC+FEM;SG
分配	allokering	分配	allokering	V	N;INDF;MASC+FEM;SG
分配	tildeling	分配	tildeling	V	N;INDF;MASC+FEM;SG
分配	fordeling	分配	fordeling	V	N;INDF;MASC+FEM;SG
分配	distribution	分配	distribution	V	N;INDF;MASC+FEM;SG
分配	uddeling	分配	uddeling	V	N;INDF;MASC+FEM;SG
分配	omdeling	分配	omdeling	V	N;INDF;MASC+FEM;SG
福州	fuzhou	福州	fuzhou	PROPN	
購買	køb	購買	køb	V	N;INDF;NEUT;SG
購買	køb	購買	køb	V	N;INDF;NEUT;SG
購買	køb	購買	køb	V	N;INDF;NEUT;SG
購買	indkøb	購買	indkøb	V	N;INDF;NEUT;SG
購買	indkøb	購買	indkøb	V	N;INDF;NEUT;SG
購買	køb	購買	køb	V	N;INDF;NEUT;SG
經驗	oplev	經驗	opleve	N	V;IMP
火星	mars	火星	mars	PROPN	N;INDF;MASC+FEM;SG
治療	terapeutisk	治療	terapeutisk	N	ADJ;INDF;SG
戀	koi	戀	koi	N	
在	sammen	在	sammen	V	ADV
波特	potter	波特	potte	PROPN	N;INDF;MASC+FEM;PL
國民	kmt	國民	kmtde	N	
玻璃	glass	玻璃	glass	N	
學術	akademisk	學術	akademisk	N	ADV
學術	akademiske	學術	akademisk	N	ADJ;PL
三	triangulering	三	triangulering	NUM	N;INDF;MASC+FEM;SG
三	trekanten	三	trekant	NUM	N;DEF;MASC+FEM;SG
三	trekant	三	trekant	NUM	N;INDF;MASC+FEM;SG
三	trekantet	三	trekant	NUM	V;INDF;SG;PST;V.PTCP
結合	tilsammen	結合	tilsammen	V	ADV
結合	kombination	結合	kombination	V	N;INDF;MASC+FEM;SG
推動	push	推動	push	V	
推動	pres	推動	pres	V	N;INDF;NEUT;SG
推動	skub	推動	skub	V	N;INDF;NEUT;SG
港口	port	港口	port	N	
穩定	stabil	穩定	stabil	N	ADJ;INDF;MASC+FEM;SG
穩定	stabilt	穩定	stabil	N	ADJ;INDF;NEUT;SG
穩定	stabile	穩定	stabil	N	ADJ;PL
法官	judge	法官	judge	N	
古典	klassisk	古典	klassisk	N	ADJ;INDF;SG
古典	klassisk	古典	klassisk	N	ADJ;INDF;SG
古典	klassiske	古典	klassisk	N	ADJ;PL
古典	classic	古典	classic	N	
喬治	george	喬治	george	PROPN	N;INDF;MASC+FEM;SG
市區	downtown	市區	downtown	N	
共和	republikanske	共和	republikansk	N	ADJ;PL
作曲	komponister	作曲	komponist	V	N;INDF;MASC+FEM;PL
作曲	sangskriver	作曲	sangskriver	V	N;INDF;MASC+FEM;SG
作曲	komponist	作曲	komponist	V	N;INDF;MASC+FEM;SG
教宗	pope	教宗	pope	N	
碼	yard	碼	yard	N	
顏	yan	顏	yan	PROPN	
慕尼黑	münchen	慕尼黑	münche	PROPN	PROPN
感染	infektioner	感染	infektion	V	N;INDF;MASC+FEM;PL
感染	infektioner	感染	infektion	V	N;INDF;MASC+FEM;PL
感染	infektion	感染	infektion	V	N;INDF;MASC+FEM;SG
薄	tynd	薄	tynd	PART	ADJ;INDF;MASC+FEM;SG
薄	tyndt	薄	tyndt	PART	ADJ;INDF;NEUT;SG
薄	tynde	薄	tynd	PART	ADJ;PL
安娜	anna	安娜	anna	PROPN	
原則	principielt	原則	principielt	N	ADV
收集	indsamling	收集	indsamling	V	N;INDF;MASC+FEM;SG
收集	samling	收集	samling	V	N;INDF;MASC+FEM;SG
收集	opsamling	收集	opsamling	V	N;INDF;MASC+FEM;SG
收集	afhentning	收集	afhentning	V	N;INDF;MASC+FEM;SG
收集	indsamling	收集	indsamling	V	N;INDF;MASC+FEM;SG
收集	opkrævning	收集	opkrævning	V	N;INDF;MASC+FEM;SG
潔	jie	潔	jie	PROPN	
化合	forbindelser	化合	forbindelse	V	N;INDF;MASC+FEM;PL
八	august	八	august	NUM	N;INDF;MASC+FEM;SG
八	aug	八	aug	NUM	N;INDF;MASC+FEM;SG
法庭	tribunal	法庭	tribunal	N	
貴	gui	貴	gui	N	
貴	dyre	貴	dyr	N	ADJ;PL
貴	dyrt	貴	dyr	N	ADJ;INDF;NEUT;SG
聞	lugte	聞	lugt		V;NFIN;ACT
聞	lugt	聞	lugt		N;INDF;MASC+FEM;SG
聞	duft	聞	duft		N;INDF;MASC+FEM;SG
四	four	四	four	NUM	
出售	udsalg	出售	udsalg	V	N;INDF;NEUT;SG
出售	salg	出售	salg	V	N;INDF;NEUT;SG
想要	ønsker	想要	ønske		V;IND;PRS;FIN;ACT
想要	vil	想要	ville		V;IND;PRS;FIN;ACT
共產	kommunisterne	共產	kommunist	V	N;DEF;MASC+FEM;PL
共產	kommunister	共產	kommunist	V	N;INDF;MASC+FEM;PL
淳	jun	淳	jun	PROPN	
妹妹	sister	妹妹	siste	N	
三	marts	三	marts	NUM	N;INDF;MASC+FEM;SG
三	march	三	march	NUM	N;INDF;MASC+FEM;SG
三	marchere	三	marcher	NUM	V;NFIN;ACT
表達	udtryk	表達	udtryk	V	N;INDF;NEUT;SG
無線	trådløst	無線	trådløs	V	ADJ;INDF;NEUT;SG
無線	trådløse	無線	trådløs	V	ADJ;PL
無線	trådløs	無線	trådløs	V	ADJ;INDF;MASC+FEM;SG
芒	mans	芒	mans	N	
吸收	absorberende	吸收	absorbere	V	ADJ
吸收	absorption	吸收	absorption	V	N;INDF;MASC+FEM;SG
吸收	absorptionen	吸收	absorption	V	N;DEF;MASC+FEM;SG
奧地利	østrig	奧地利	østrig	PROPN	
成人	voksen	成人	voksen	N	ADJ;INDF;MASC+FEM;SG
成人	voksent	成人	voksen	N	ADJ;INDF;NEUT;SG
成人	voksne	成人	voksen	N	ADJ;PL
成人	voksne	成人	voksen	N	ADJ;PL
整合	integreret	整合	integrere	N	V;INDF;SG;PST;V.PTCP
整合	integrerede	整合	integrere	N	V;PL;PST;V.PTCP
整合	integrerende	整合	integrere	N	V;PRS;V.PTCP
跑	kør	跑	kør	ADP	V;IMP
跑	løbe	跑	løbe	ADP	V;NFIN;ACT
跑	run	跑	run	ADP	
跑	løb	跑	løb	ADP	N;INDF;NEUT;SG
跑	kørt	跑	køre	ADP	V;INDF;SG;PST;V.PTCP
威爾	will	威爾	will	PROPN	
威爾	vil	威爾	ville	PROPN	V;IND;PRS;FIN;ACT
供應	forsyninger	供應	forsyning	V	N;INDF;MASC+FEM;PL
供應	leveringer	供應	levering	V	N;INDF;MASC+FEM;PL
供應	forsyning	供應	forsyning	V	N;INDF;MASC+FEM;SG
供應	leverancer	供應	leverance	V	N;INDF;MASC+FEM;PL
供應	udlevering	供應	udlevering	V	N;INDF;MASC+FEM;SG
供應	levering	供應	levering	V	N;INDF;MASC+FEM;SG
供應	udbud	供應	udbud	V	N;INDF;NEUT;SG
供應	forsyning	供應	forsyning	V	N;INDF;MASC+FEM;SG
泛	pande	泛	pande		N;INDF;MASC+FEM;SG
泛	pan	泛	pan		
江南	gangnam	江南	gangnam	PROPN	
龜	turtle	龜	turtle	N	
結	knob	結	knob		N;INDF;MASC+FEM;SG
結	knuden	結	knude		N;DEF;MASC+FEM;SG
結	knude	結	knude		N;INDF;MASC+FEM;SG
二	februar	二	februar	NUM	N;INDF;MASC+FEM;SG
二	feb	二	feb	NUM	N;INDF;MASC+FEM;SG
醫生	doctor	醫生	doctor	N	
教師	lærer	教師	lære	N	V;IND;PRS;FIN;ACT
不滿	utilfredshed	不滿	utilfredshed	V	N;INDF;MASC+FEM;SG
不滿	utilfredse	不滿	utilfreds	V	ADJ;PL
不滿	utilfreds	不滿	utilfreds	V	ADJ;INDF;MASC+FEM;SG
不滿	utilfredshed	不滿	utilfredshed	V	N;INDF;MASC+FEM;SG
阿里	ali	阿里	ali	PROPN	PROPN
涉嫌	mistanke	涉嫌	mistanke	V	N;INDF;MASC+FEM;SG
涉嫌	formodet	涉嫌	formode	V	N;DEF;NEUT;SG
伯爵	tæller	伯爵	tælle	N	V;IND;PRS;FIN;ACT
伯爵	tælle	伯爵	tælle	N	V;NFIN;ACT
親王	prince	親王	prince	N	
特徵	karakteristisk	特徵	karakteristisk	N	ADJ;INDF;SG
進	yderligere	進	yderligere	V	ADV;CMPR
進	videre	進	videre	V	ADV
穿	iført	穿	iføre		V;INDF;SG;PST;V.PTCP
穿	slid	穿	slid		N;INDF;NEUT;SG
穿	bære	穿	bære		V;NFIN;ACT
傷	sårede	傷	såre	N	V;PL;PST;V.PTCP
傷	skadet	傷	skad	N	V;INDF;SG;PST;V.PTCP
傷	kvæstede	傷	kvæstet	N	ADJ;PL
政黨	party	政黨	party	N	
相對	relativ	相對	relativ	ADP	ADV
相對	relativt	相對	relativt	ADP	ADV
一半	halvt	一半	halv	NUM	ADJ;INDF;NEUT;SG
一半	halvleg	一半	halvleg	NUM	N;INDF;MASC+FEM;SG
一半	halvdelen	一半	halvdel	NUM	N;DEF;MASC+FEM;SG
一半	halv	一半	halv	NUM	ADJ;INDF;MASC+FEM;SG
七	juli	七	juli	NUM	N;INDF;MASC+FEM;SG
同上	ditto	同上	ditto	N	
指示	instruktion	指示	instruktion	V	N;INDF;MASC+FEM;SG
指示	instruktioner	指示	instruktion	V	N;INDF;MASC+FEM;PL
指示	instruktion	指示	instruktion	V	N;INDF;MASC+FEM;SG
指示	brugsanvisning	指示	brugsanvisning	V	N;INDF;MASC+FEM;SG
指示	instrukser	指示	instrukse	V	N;INDF;MASC+FEM;PL
指示	vejledning	指示	vejledning	V	N;INDF;MASC+FEM;SG
東南	sydøstlige	東南	sydøstlig	N	ADJ;PL
揚	jan	揚	jan	PROPN	PROPN
天然	natural	天然	natural	ADJ	
打破	pause	打破	pause	V	N;INDF;MASC+FEM;SG
打破	break	打破	break	V	
打破	breaking	打破	breaking	V	N;INDF;MASC+FEM;SG
駕駛	chauffør	駕駛	chauffør	V	N;INDF;MASC+FEM;SG
駕駛	føreren	駕駛	fører	V	N;DEF;MASC+FEM;SG
駕駛	drive	駕駛	drive	V	N;INDF;MASC+FEM;SG
駕駛	bilkørsel	駕駛	bilkørsel	V	N;INDF;MASC+FEM;SG
駕駛	kørsel	駕駛	kørsel	V	N;INDF;MASC+FEM;SG
特性	karakteristisk	特性	karakteristisk	N	ADJ;INDF;SG
名人	kendte	名人	kende	N	V;IND;PST;FIN;ACT
氧化	oxidation	氧化	oxidation	V	N;INDF;MASC+FEM;SG
氧化	oxid	氧化	oxid	V	N;INDF;NEUT;SG
戰車	stridsvogne	戰車	stridsvogn	N	ADJ;PL
笑	smiler	笑	smile	N	V;IND;PRS;FIN;ACT
笑	smile	笑	smile	N	V;NFIN;ACT
笑	grine	笑	grine	N	V;NFIN;ACT
笑	le	笑	le	N	
笑	griner	笑	grine	N	V;IND;PRS;FIN;ACT
通訊	comm	通訊	comm	N	
商店	shop	商店	shop	N	
商店	shoppe	商店	shoppe	N	V;NFIN;ACT
商店	opbevares	商店	opbevare	N	V;IND;PRS;FIN;PASS
延長	udvidelse	延長	udvidelse	V	N;INDF;MASC+FEM;SG
延長	forlængelse	延長	forlængelse	V	N;INDF;MASC+FEM;SG
司馬	sima	司馬	sima	PROPN	
焦	jiao	焦	jiao		
醫療	medicinsk	醫療	medicinsk	N	ADV
患者	tålmodig	患者	tålmodig	N	ADJ;INDF;MASC+FEM;SG
勤	flittig	勤	flittig	PROPN	ADJ;INDF;MASC+FEM;SG
勤	flittige	勤	flittig	PROPN	ADJ;PL
勤	påpasselig	勤	påpasselig	PROPN	ADJ;INDF;MASC+FEM;SG
勤	omhyggelig	勤	omhyggelig	PROPN	ADJ;INDF;MASC+FEM;SG
斌	bin	斌	bin	PROPN	
依據	grundlaget	依據	grundlag	ADP	N;DEF;NEUT;SG
依據	grundlag	依據	grundlag	ADP	N;INDF;NEUT;SG
依據	basis	依據	basis	ADP	
抗議	protest	抗議	protest	V	N;INDF;MASC+FEM;SG
抗議	protester	抗議	protest	V	N;INDF;MASC+FEM;PL
急	presserende	急	presserende	N	V;PRS;V.PTCP
急	haster	急	haste	N	V;IND;PRS;FIN;ACT
急	rush	急	rush	N	
急	sus	急	sus	N	
典型	typisk	典型	typisk	N	ADV
典型	typiske	典型	typisk	N	ADJ;PL
中間	midterste	中間	midter	N	ADJ;DEF;RL
中間	mellemste	中間	mellem	N	ADJ;DEF;RL
中間	mellemliggende	中間	mellemliggende	N	ADJ
理查	richard	理查	richard	PROPN	
多數	højst	多數	højst	ADJ	ADV
多數	mest	多數	mest	ADJ	ADV;RL
多數	majoritet	多數	majoritet	ADJ	N;INDF;MASC+FEM;SG
多數	flertal	多數	flertal	ADJ	N;INDF;NEUT;SG
多數	flertallet	多數	flertal	ADJ	N;DEF;NEUT;SG
暫停	suspension	暫停	suspension	V	N;INDF;MASC+FEM;SG
暫停	suspendering	暫停	suspendering	V	N;INDF;MASC+FEM;SG
暫停	ophæng	暫停	ophæng	V	N;INDF;NEUT;SG
暫停	udsættelse	暫停	udsættelse	V	N;INDF;MASC+FEM;SG
暫停	pause	暫停	pause	V	N;INDF;MASC+FEM;SG
百萬	millioner	百萬	million	NUM	N;INDF;MASC+FEM;PL
百萬	millioner	百萬	million	NUM	N;INDF;MASC+FEM;PL
聲音	lyde	聲音	lyde	N	V;NFIN;ACT
聲音	sound	聲音	sound	N	
聲音	voice	聲音	voice	N	
測量	måling	測量	måling	V	N;INDF;MASC+FEM;SG
測量	måling	測量	måling	V	N;INDF;MASC+FEM;SG
測量	målinger	測量	måling	V	N;INDF;MASC+FEM;PL
測量	måling	測量	måling	V	N;INDF;MASC+FEM;SG
測量	målinger	測量	måling	V	N;INDF;MASC+FEM;PL
測量	foranstaltning	測量	foranstaltning	V	N;INDF;MASC+FEM;SG
排行	ranglisten	排行	ranglist	V	N;DEF;MASC+FEM;SG
買	køb	買	køb	V	N;INDF;NEUT;SG
買	køb	買	køb	V	N;INDF;NEUT;SG
近代	moderne	近代	moderne	N	ADJ
直播	udsendelse	直播	udsendelse	V	N;INDF;MASC+FEM;SG
直播	udsendelsen	直播	udsendelse	V	N;DEF;MASC+FEM;SG
直播	live	直播	live	V	
直播	lev	直播	lev	V	N;INDF;NEUT;SG
直播	levende	直播	levende	V	ADJ
福特	ford	福特	ford	PROPN	PROPN
游泳	svømme	游泳	svømme	N	V;NFIN;ACT
游泳	svømmer	游泳	svømme	N	V;IND;PRS;FIN;ACT
游泳	svømme	游泳	svømme	N	V;NFIN;ACT
九	september	九	september	NUM	N;INDF;MASC+FEM;SG
九	sept	九	sept	NUM	
創造	skabelse	創造	skabelse	V	N;INDF;MASC+FEM;SG
創造	oprettelse	創造	oprettelse	V	N;INDF;MASC+FEM;SG
波音	boeing	波音	boeing	PROPN	
同步	synkronisere	同步	synkronisere	N	V;NFIN;ACT
經典	klassisk	經典	klassisk	N	ADJ;INDF;SG
經典	klassiske	經典	klassisk	N	ADJ;PL
經典	classic	經典	classic	N	
教學	undervise	教學	undervise	N	V;NFIN;ACT
六	juni	六	juni	NUM	N;INDF;MASC+FEM;SG
六	june	六	jun	NUM	N;INDF;MASC+FEM;SG
公眾	offentligt	公眾	offentligt	N	ADV
公眾	offentlige	公眾	offentlig	N	ADJ;PL
公眾	offentlig	公眾	offentlig	N	ADJ;INDF;MASC+FEM;SG
工廠	factory	工廠	factory	N	
澳大利亞	australiens	澳大利亞	australie	PROPN	N;GEN;DEF;MASC+FEM;SG
澳大利亞	australien	澳大利亞	australie	PROPN	PROPN
暫時	midlertidig	暫時	midlertidig	ADV	ADJ;INDF;MASC+FEM;SG
軟	blød	軟	blød	N	ADJ;INDF;MASC+FEM;SG
軟	blødt	軟	blød	N	ADJ;INDF;NEUT;SG
軟	soft	軟	soft	N	
