auseinander	בנפרד	auseinander	בנפרד	ADV	PROPN
schoss	ירייה	schießen	ירייה	V;V.PTCP	N;FEM;SG
schoss	שוט	schießen	שוט	V;V.PTCP	
fachliteratur	ספרות	fachliteratur	ספרות	ADJ	N;FEM;SG
philosophische	פילוסופית	philosophisch	פילוסופי	ADJ;NOM;FEM;PL	N
philosophische	פילוסופי	philosophisch	פילוסופי	ADJ;NOM;FEM;PL	N
klassiker	קלאסיקות	klassik	קלאסיקה	ADJ	N;FEM;PL
klassiker	קלאסיקה	klassik	קלאסיקה	ADJ	N;FEM;SG
klassiker	קלאסית	klassik	קלאסי	ADJ	ADV
klassiker	קלאסיקה	klassik	קלאסיקה	ADJ	N;FEM;SG
klassiker	קלאסית	klassik	קלאסי	ADJ	ADV
partnerschaft	שותפות	partnerschaft	שותפות	ADJ	N;FEM;SG
partnerschaft	שותפויות	partnerschaft	שותפות	ADJ	N;FEM;PL
pauli	פאולי	pauli	פאולי	PROPN;NOM;MASC;SG	PROPN
ukrainischen	אוקראיני	ukrainisch	אוקראיני	ADJ;NOM;MASC;PL	PROPN
xiii	xiii	xiii	xiii		NUM
lehren	שיעורים	lehren	שיעור	V;NFIN	N;MASC;PL
lehren	שיעורי	lehren	שיעור	V;NFIN	N;PSSD;MASC;PL
lehren	הוראה	lehren	הוראה	V;NFIN	N;FEM;SG
lehren	לימוד	lehren	לימוד	V;NFIN	N;MASC;SG
lehren	תורתו	lehren	תורתו	V;NFIN	
marseille	מרסיי	marseill	מרסיי	PROPN;NOM;NEUT;SG	PROPN
marseille	מרסיי	marseill	מרסיי	PROPN;NOM;NEUT;SG	PROPN
hugh	יו	hagh	יו	PROPN;NOM;SG	
chen	חן	chen	חן	PROPN;NOM;MASC;SG	
leon	לאון	leon	לאון	PROPN;NOM;SG	PROPN
leon	ליאון	leon	ליאון	PROPN;NOM;SG	PROPN
ostseite	מזרחה	ostseite	מזרחה	ADJ	ADV
ostseite	המזרח	ostseite	המזרח	ADJ	PROPN
ostseite	איסט	ostseite	איסט	ADJ	PROPN
ostseite	מזרח	ostseite	מזרח	ADJ	N;MASC;SG
höfe	חוות	hofen	חווה	N;NOM;PL	N;FEM;SG
beethoven	בטהובן	beethoven	בטהובן		PROPN
mönche	נזירים	mönch	נזיר		N;MASC;PL
krefeld	קרפלד	krefeld	קרפלד	PROPN	PROPN
tommy	טומי	tommy	טומי	PROPN;NOM;MASC;SG	PROPN
ungarisch	הונגרית	ungarisch	הונגרית	ADJ	PROPN
ungarisch	הונגרי	ungarisch	הונגרי	ADJ	PROPN
tool	הכלי	tool	הכלי	N;NOM;NEUT;SG	
görlitz	גרליץ	görlitz	גרליץ	PROPN;NOM;SG	PROPN
glatt	מישור	glatt	מישור	ADJ	N;MASC;SG
glatt	חלקות	glatt	חלקת	ADJ	N;FEM;PL
glatt	חלקה	glatt	חלקה	ADJ	N;FEM;SG
glatt	חלק	glatt	חלק	ADJ	N;MASC;SG
aussicht	פרוספקט	aussechen	פרוספקט	PROPN	PROPN
aussicht	תצוגות	aussechen	תצוגה	PROPN	N;FEM;PL
aussicht	צפיות	aussechen	צפית	PROPN	N;FEM;PL
aussicht	צפי	aussechen	None	PROPN	
aussicht	צפייה	aussechen	צפייה	PROPN	N;FEM;SG
aussicht	צפה	aussechen	צפה	PROPN	PROPN
aussicht	תצוגה	aussechen	תצוגה	PROPN	N;FEM;SG
aussicht	הצג	aussechen	הצג	PROPN	
erwerb	לרכישה	erwerben	לרכישה	N	
portugiesischer	פורטוגזית	portugiesisch	פורטוגזי	ADJ	PROPN
portugiesischer	בפורטוגזית	portugiesisch	בפורטוגזית	ADJ	PROPN
run	רוץ	run	רוץ	PROPN	PROPN
run	ריצה	run	ריצה	PROPN	N;FEM;SG
anime	אנימה	anime	אנימה		PROPN
kairo	קהיר	kairo	קהיר	PROPN;NOM;MASC;SG	PROPN
bittet	הזמנות	bitten	הזמנה	V;IND;SG;3;PRS;FIN	N;FEM;PL
bittet	שואל	bitten	שאל	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
bittet	שואלת	bitten	שאל	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
bittet	מתחננת	bitten	התחנן	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
bittet	התחנן	bitten	התחנן	V;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST
olaf	אולף	olaf	אולף	PROPN;NOM;MASC;SG	PROPN
bewusstsein	מצפון	bewußtsein	מצפון	V;IND;SG;3;PRS;FIN	
bewusstsein	מודעות	bewußtsein	מודעה	V;IND;SG;3;PRS;FIN	N;FEM;PL
bewusstsein	המודעות	bewußtsein	המודעות	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	התודעה	bewußtsein	התודעה	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	תודעה	bewußtsein	תודעה	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	בהכרה	bewußtsein	בהכרה	V;IND;SG;3;PRS;FIN	
bewusstsein	מודע	bewußtsein	מודע	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
bewusstsein	תודעה	bewußtsein	תודעה	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	מודעת	bewußtsein	מודעה	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
apostolischen	האפוסטולית	apostolisch	האפוסטולי	ADJ;MASC;SG	PROPN
erlauben	אפשר	erlauben	אפשר	V;NFIN	V
erlauben	הפעל	erlauben	הפעל	V;NFIN	PROPN
erlauben	אפשר	erlauben	אפשר	V;NFIN	V
porträts	דיוקנאות	porträts	דיוקן		N;MASC;PL
porträts	דיוקן	porträts	דיוקן		N;MASC;SG
porträts	הדיוקן	porträts	הדיוקן		N;MASC;SG
ausgegangen	מיום	ausgehen	מיום	V;V.PTCP	
avenue	שדרות	avenue	שדרה	PROPN;SG	N;FEM;PL
avenue	שדרה	avenue	שדרה	PROPN;SG	N;FEM;SG
avenue	אבניו	avenue	אבניו	PROPN;SG	
let	תן	let	תן	PROPN	
let	תנו	let	תנו	PROPN	
schumann	שומאן	schumann	שומן	PROPN;SG	PROPN
remix	רמיקס	remix	רמיקס	PROPN	PROPN
lorenzo	לורנזו	lorenzo	לורנזו	PROPN;NOM;SG	PROPN
lorenzo	לורנצו	lorenzo	לורנץ	PROPN;NOM;SG	PROPN
masters	מאסטרס	masters	המאסטרס	PROPN	PROPN
masters	אדונים	masters	אדון	PROPN	N;MASC;PL
opern	אופרה	opern	אופרה		N;FEM;SG
opern	אופרת	opern	אפר		N;FEM;SG
opern	האופרה	opern	האופרה		PROPN
opern	אופרות	opern	אופרות		N;FEM;PL
angebote	ספיישל	angebit	ספיישל	ADJ;NOM;PL	PROPN
angebote	הצעות	angebit	הצעה	ADJ;NOM;PL	N;FEM;PL
angebote	עסקאות	angebit	עסקאות	ADJ;NOM;PL	N;FEM;PL
angebote	מבצעים	angebit	מבצע	ADJ;NOM;PL	N;MASC;PL
zugewiesen	שהוקצה	zuweisen	שהוקצה	V;V.PTCP	PROPN
zugewiesen	שהוקצה	zuweisen	שהוקצה	V;V.PTCP	PROPN
zugewiesen	המיוחסות	zuweisen	המיוחסות	V;V.PTCP	PROPN
zugewiesen	המוקצב	zuweisen	המוקצב	V;V.PTCP	PROPN
grundlegend	ביסודה	grundlegend	ביסודה	ADJ	PROPN
kriegen	המלחמות	kriegen	המלחמות	V;NFIN	N;FEM;PL
kriegen	מלחמות	kriegen	מלחמה	V;NFIN	N;FEM;PL
reifen	צמיגים	reif	צמיג		N;MASC;PL
reifen	צמיגי	reif	צמיגי		PROPN
reifen	צמיגים	reif	צמיג		N;MASC;PL
reifen	צמיג	reif	צמיג		PROPN
reifen	צמיג	reif	צמיג		PROPN
reifen	הצמיג	reif	הצמיג		N;MASC;SG
reifen	בוגר	reif	בוגר		
reifen	בוגרת	reif	בוגר		N;FEM;SG
wolfram	טונגסטן	wolfram	טונגסטן		PROPN
wolfram	וולפרם	wolfram	וולפרם		PROPN
roberts	רוברטס	roberts	רוברטס	PROPN	PROPN
komitee	ועדת	komit	ועדה		N;FEM;SG
komitee	הוועדה	komit	הוועד		PROPN
komitee	ועדה	komit	ועדה		N;FEM;SG
hirsch	צבי	hirsch	צבי		PROPN
hirsch	אייל	hirsch	אייל		PROPN
hirsch	הירש	hirsch	הירש		PROPN
ludwigs	לודוויג	ludwigs	לודוויג		PROPN
umstand	נסיבות	umstand	נסיבה	ADV	N;FEM;PL
ermittlungen	חקירות	ermittlung	חקירה	V;PL	N;FEM;PL
ermittlungen	חקירה	ermittlung	חקירה	V;PL	N;FEM;SG
speicher	אחסון	speich	אחסון	ADJ	N;MASC;SG
speicher	איחסון	speich	איחסון	ADJ	N;MASC;SG
speicher	מחסן	speich	מחסן	ADJ	N;MASC;SG
speicher	הזיכרון	speich	הזיכרון	ADJ	PROPN
speicher	זיכרון	speich	זיכרון	ADJ	N;MASC;SG
speicher	זכרון	speich	זיכרון	ADJ	PROPN
nancy	ננסי	nancy	ניסה	PROPN;NOM;SG	PROPN
hunter	הנטר	hunter	הנטר	PROPN	PROPN
hunter	האנטר	hunter	האנטר	PROPN	PROPN
hunter	צייד	hunter	צייד	PROPN	PROPN
verschieden	שונה	verschieden	שונה	ADJ	
verschieden	מגוונים	verschieden	מגוון	ADJ	N;MASC;PL
krieger	לוחמי	krieg	לוחם		PROPN
krieger	לוחמות	krieg	לוחם		N;FEM;PL
krieger	לוחמים	krieg	לוחם		N;MASC;PL
krieger	קריגר	krieg	קריגר		PROPN
krieger	לוחמת	krieg	לוחם		N;FEM;SG
krieger	לוחם	krieg	לוחם		N;MASC;SG
systematisch	בשיטתיות	systematisch	בשיטתי	ADJ	N;FEM;PL
systematisch	שיטתית	systematisch	שיטתי	ADJ	ADV
ehepaar	זוג	ehepaar	זוג	ADJ	
delta	דלתא	delta	דלתא		PROPN
delta	דלתה	delta	דלת		PROPN
durchführen	ביצוע	durchfahren|durchführen	ביצוע	V;NFIN	N;MASC;SG
armin	ארמין	armin	ארמין	PROPN;NOM;MASC;SG	PROPN
ivan	איוואן	ivan	איוואן	PROPN;NOM;MASC;SG	PROPN
ivan	איוון	ivan	איוון	PROPN;NOM;MASC;SG	PROPN
erwünscht	הרצוי	erwünscht	הרצוי	ADJ	PROPN
erwünscht	מוערך	erwünscht	הוערך	ADJ	V;MASC;SG;V.PTCP;PASS
erwünscht	מוערכת	erwünscht	הוערך	ADJ	V;FEM;SG;V.PTCP;PASS
erwünscht	רצה	erwünscht	רצה	ADJ	V;MASC;SG;3;PST;ACT
konzentriert	ממוקדת	konzentrieren	ממוקד	V;V.PTCP	ADJ;FEM;SG
konzentriert	ממוקד	konzentrieren	ממוקד	V;V.PTCP	PROPN
edwin	אדווין	edwin	אדווין	PROPN;NOM;MASC;SG	PROPN
kent	קנט	kent	קנט	PROPN	PROPN
matthäus	מתיו	matthäus	מתיו	PROPN	PROPN
bond	בונד	bond	בונד	PROPN;NOM;MASC;SG	PROPN
aluminium	אלומיניום	aluminium	אלומיניום	ADJ	N;MASC;SG
aluminium	אלומיניום	aluminium	אלומיניום	ADJ	N;MASC;SG
dimension	מימד	dimension	ממד		N;MASC;SG
dimension	ממד	dimension	ממד		N;MASC;SG
schönheit	היופי	schönheit	היופי	ADJ;NOM;FEM;SG	PROPN
sauerstoff	חמצן	sauerstoff	חמצן	PROPN;SG	N;MASC;SG
erstellte	הידור	erstellt	הידור	V;IND;SG;3;PST;FIN	
erstellte	נוצרו	erstellt	נוצר	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
erstellte	יצרת	erstellt	יצרת	V;IND;SG;3;PST;FIN	N;FEM;SG
erstellte	יצר	erstellt	יצר	V;IND;SG;3;PST;FIN	N;MASC;SG
mitchell	מיטשל	mitchell	מיטשל	PROPN	PROPN
marion	מריון	marion	מריון	PROPN;NOM;SG	PROPN
rasse	גזעי	rassen	גזעי		N;MASC;PL
rasse	גזע	rassen	גזע		N;MASC;SG
rasse	מרוץ	rassen	מרוץ		N;MASC;SG
rasse	גזע	rassen	גזע		N;MASC;SG
rasse	מירוץ	rassen	מירוץ		N;MASC;SG
rasse	הגזע	rassen	הגזע		PROPN
ingolstadt	אינגולשטאט	ingolstadt	אינגולשטאט	PROPN;NOM;SG	PROPN
geäußert	עיצור	äußern	עיצור	V;V.PTCP	PROPN
zähne	שן	zähnen	שן	N;NOM;SG	
zähne	שיניים	zähnen	שן	N;NOM;SG	N;FEM;PL
basierend	מבוסס	basierend	None	ADJ	V;MASC;SG;V.PTCP
cottbus	קוטבוס	cottbus	קוטבוס	PROPN;NOM;SG	PROPN
gültig	תקף	gültig	תקף	ADJ	V;MASC;SG;3;PST;ACT
gültig	בתוקף	gültig	בתוקף	ADJ	
gültig	תקפה	gültig	תקפה	ADJ	N;FEM;SG
gültig	יפוג	gültig	פג	ADJ	PROPN
statthalter	המושל	statthalter	המושל	ADJ	PROPN
statthalter	מושל	statthalter	מושל	ADJ	PROPN
sri	סרי	sri	סרי		PROPN
systematische	שיטתי	systematisch	שיטתי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
systematische	שיטתית	systematisch	שיטתי	ADJ;NOM;FEM;PL	ADV
satelliten	לווינים	satellit	לווין	V;FIN	N;MASC;PL
satelliten	לוויינים	satellit	לוויין	V;FIN	N;MASC;PL
satelliten	לוויין	satellit	None	V;FIN	PROPN
satelliten	לווין	satellit	לווין	V;FIN	PROPN
umgehen	מעקף	umgehen	מעקף	V;NFIN	PROPN
umgehen	מעקפים	umgehen	מעקף	V;NFIN	N;MASC;PL
symbole	סמלים	symbol	סמל		N;MASC;PL
symbole	סמלים	symbol	סמל		N;MASC;PL
theo	תיאו	theo	תיאו	PROPN;NOM;MASC;SG	PROPN
medaillen	מדליית	medaill	מדליה	V;NFIN	N;PSSD;FEM;SG
medaillen	עיטור	medaill	עיטור	V;NFIN	N;MASC;SG
medaillen	מדליה	medaill	מדליה	V;NFIN	N;FEM;SG
medaillen	מדליות	medaill	מדלית	V;NFIN	N;FEM;PL
abbruch	בטל	abbruch	בטל	N;SG	
spannungen	מתח	spannungen	מתח	V;NFIN	N;MASC;SG
spannungen	מתיחות	spannungen	מתיחות	V;NFIN	N;FEM;SG
spannungen	מתחים	spannungen	מתחים	V;NFIN	N;MASC;PL
resultat	תוצאות	resultat	תוצאה	ADJ	N;FEM;PL
resultat	תוצאה	resultat	תוצאה	ADJ	N;FEM;SG
bricht	שובר	brechen	שובר	V;IND;SG;3;PRS;FIN	PROPN
bricht	הפסקות	brechen	הפסקה	V;IND;SG;3;PRS;FIN	N;FEM;PL
sony	סוני	sony	סוני	PROPN;NOM;SG	PROPN
verarbeitung	מעבד	verarbeitung	מעבד	N;NOM;FEM;SG	PROPN
sechste	שישי	sechst	שישי	ADJ;NOM	PROPN
sechste	שישית	sechst	שישית	ADJ;NOM	ADV
sechste	השישית	sechst	השישית	ADJ;NOM	ADV
sechste	השישי	sechst	השישי	ADJ;NOM	PROPN
empfohlen	הצעות	empfehlen	הצעה	V;V.PTCP	N;FEM;PL
empfohlen	הצעת	empfehlen	הצעה	V;V.PTCP	N;PSSD;FEM;SG
empfohlen	הצעה	empfehlen	הצעה	V;V.PTCP	N;FEM;SG
empfohlen	המלצת	empfehlen	המלצה	V;V.PTCP	N;FEM;SG
empfohlen	המלצה	empfehlen	המלצה	V;V.PTCP	N;FEM;SG
empfohlen	מומלץ	empfehlen	מומלץ	V;V.PTCP	ADJ;MASC;SG
five	חמישה	fiv	חמישה	PROPN;NOM;SG	NUM;MASC;SG
five	חמש	fiv	חמש	PROPN;NOM;SG	NUM;FEM;SG
five	five	fiv	five	PROPN;NOM;SG	
vernichtet	הרס	vernichten	הרס	V;V.PTCP	N;MASC;SG
vernichtet	הרוס	vernichten	הרוס	V;V.PTCP	
vernichtet	השמד	vernichten	השמד	V;V.PTCP	
frühling	אביב	frühling	אביב	ADJ	N;MASC;SG
frühling	מעיין	frühling	מעיין	ADJ	PROPN
frühling	האביב	frühling	האביב	ADJ	V;MASC;SG;3;PST;ACT
frühling	קפיץ	frühling	קפיץ	ADJ	N;MASC;SG
romanischen	רומנסקית	romanisch	רומנסקי	ADJ	PROPN
raf	ראפ	rafen	ראפ	PROPN;NOM;SG	PROPN
akzeptieren	קבלת	akzeptieren	קבלה	V;NFIN	N;FEM;SG
akzeptieren	קבל	akzeptieren	קבל	V;NFIN	PROPN
akzeptieren	קבלי	akzeptieren	קבל	V;NFIN	PROPN
gräber	קברים	grab	קבר		N;MASC;PL
gräber	גרייבס	grab	גרייבס		PROPN
gräber	קברים	grab	קבר		N;MASC;PL
renovierung	השיפוץ	renovierung	השיפוץ	N;NOM;FEM;SG	PROPN
renovierung	שיפוצים	renovierung	שיפוץ	N;NOM;FEM;SG	N;MASC;PL
collins	קולינס	collins	קולינס	PROPN;NOM;MASC;SG	PROPN
collins	קולין	collins	קולין	PROPN;NOM;MASC;SG	PROPN
einander	הדדי	einander	הדדי		PROPN
übersehen	החמצת	übersehen	החמצה	V;V.PTCP	N;PSSD;FEM;SG
wäldern	וודס	wäldern	ודס		PROPN
wäldern	יערות	wäldern	עירה		N;MASC;PL
massiven	מאסיב	massiv	מאסיב	ADJ;PL	PROPN
massiven	מסיבית	massiv	מסיבית	ADJ;PL	ADV
massiven	מסיבי	massiv	מסיב	ADJ;PL	ADJ;MASC;SG
terry	טרי	terry	טרי	PROPN;NOM;MASC;SG	
sockel	קאפ	sockel	קאפ		PROPN
sockel	כובע	sockel	כובע		N;MASC;SG
erlaubte	מותרת	erlauben	הותר	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erlaubte	מותרת	erlauben	הותר	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erlaubte	מותר	erlauben	מותר	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
erlaubte	מורשה	erlauben	מורשה	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;PASS
mögen	כמו	mögen	כמו	V;FIN	ADP
mögen	כאילו	mögen	כאילו	V;FIN	CONJ
mögen	לייקים	mögen	לייק	V;FIN	PROPN
traditionen	מסורת	tradition	מסורת	V;NFIN	N;FEM;SG
traditionen	מסורות	tradition	מסור	V;NFIN	N;FEM;PL
traditionen	מסורת	tradition	מסורת	V;NFIN	N;FEM;SG
traditionen	המסורת	tradition	המסורה	V;NFIN	PROPN
behauptete	טענה	behaupten	טענה	V;IND;SG;3;PST;FIN	N;FEM;SG
behauptete	לכאורה	behaupten	לכאורה	V;IND;SG;3;PST;FIN	ADV
behauptete	כביכול	behaupten	כביכול	V;IND;SG;3;PST;FIN	
six	שש	six	שש		NUM;FEM;SG
six	שישה	six	שישה		NUM;MASC;SG
hunde	כלבים	hund	כלב		N;MASC;PL
hunde	כלב	hund	כלב		PROPN
hunde	דוג	hund	דוג		PROPN
krebs	קרבס	krebs	קרבס		PROPN
krebs	סרטן	krebs	סרטן		N;MASC;SG
verfolgen	מעקב	verfolgen	מעקב	V;NFIN	N;MASC;SG
verfolgen	איתור	verfolgen	איתור	V;NFIN	
virus	נגיף	virus	נגיף		PROPN
virus	וירוס	virus	וירוס		N;MASC;SG
girls	בנות	girls	בת	PROPN	N;FEM;PL
girls	נערות	girls	נערה	PROPN	N;FEM;PL
girls	ילדות	girls	ילד	PROPN	N;FEM;PL
unit	יחידה	unit	יחידה		N;FEM;SG
fett	שומנים	fett	שמן		N;MASC;PL
fett	גריז	fett	גריז		PROPN
fett	אמיץ	fett	אמיץ		ADJ;MASC;SG
fett	נועזת	fett	נועז		ADJ;FEM;SG
fett	נועז	fett	נועז		ADJ;MASC;SG
fett	שמן	fett	שמן		N;MASC;SG
fett	שמנים	fett	שמן		N;MASC;PL
fett	שמנה	fett	שמנה		PROPN
fett	שומן	fett	שומן		N;MASC;SG
direkter	ישיר	direkt	ישיר	ADJ	
direkter	ישירות	direkt	ישירות	ADJ	
direkter	ישירה	direkt	ישיר	ADJ	ADV
anzeigen	תצוגה	anzeigen	תצוגה	V;NFIN	N;FEM;SG
anzeigen	הצג	anzeigen	הצג	V;NFIN	
anzeigen	צפי	anzeigen	None	V;NFIN	
anzeigen	צפייה	anzeigen	צפייה	V;NFIN	N;FEM;SG
anzeigen	צפה	anzeigen	צפה	V;NFIN	PROPN
anzeigen	תצוגה	anzeigen	תצוגה	V;NFIN	N;FEM;SG
anzeigen	הצג	anzeigen	הצג	V;NFIN	
anzeigen	מודעות	anzeigen	מודעה	V;NFIN	N;FEM;PL
anzeigen	הצגה	anzeigen	הצגה	V;NFIN	N;FEM;SG
anzeigen	הצג	anzeigen	הצג	V;NFIN	
blättern	עלים	blättern	על	V;NFIN	N;MASC;PL
blättern	גלילה	blättern	גלילה	V;NFIN	PROPN
blättern	מגלגל	blättern	מגלגל	V;NFIN	
blättern	מגילה	blättern	הגיל	V;NFIN	N;FEM;SG
angetrieben	מוטיבציה	antreiben	מוטיבציה	V;V.PTCP	N;FEM;SG
angetrieben	מונע	antreiben	מונע	V;V.PTCP	
wiederholen	חזור	wiederholen	חזור	V;NFIN	
wiederholen	חוזר	wiederholen	חזר	V;NFIN	PROPN
wiederholen	החוזר	wiederholen	החוזר	V;NFIN	ADV
historique	היסטוריק	historique	היסטוריק	ADJ	PROPN
astronomie	אסטרונומיה	astronomie	אסטרונומיה		PROPN
stadtzentrum	המרכז	stadtzentrum	המרכז	V;V.PTCP	PROPN
stadtzentrum	מרכז	stadtzentrum	מרכז	V;V.PTCP	N;MASC;SG
decke	תקרות	decken	תקרה		N;FEM;PL
decke	שמיכה	decken	שמיכה		N;FEM;SG
decke	השמיכה	decken	השמיך		ADV
decke	שמיכה	decken	שמיכה		N;FEM;SG
decke	שמיכות	decken	שמיכות		N;FEM;PL
decke	תקרה	decken	תקרה		N;FEM;SG
decke	התקרה	decken	התקרה		V;MASC;SG;3;PST
decke	תקרת	decken	תקרת		N;FEM;SG
decke	גג	decken	גג		PROPN
wohnt	שוכן	wohnen	שכן	V;IND;SG;3;PRS;FIN	PROPN
schritte	צעדים	schritt	צעד		N;MASC;PL
schritte	מדרגות	schritt	מדרגה		N;FEM;PL
schritte	צעדים	schritt	צעד		N;MASC;PL
schritte	צעדי	schritt	צעד		PROPN
schritte	שלבים	schritt	שלב		N;MASC;PL
wachsenden	גדל	wachsend	גדל	V;PL;FIN	
wachsenden	גדלים	wachsend	גודל	V;PL;FIN	N;MASC;PL
wachsenden	צומח	wachsend	צומח	V;PL;FIN	
wachsenden	הגדלה	wachsend	הגדלה	V;PL;FIN	N;FEM;SG
geschafft	מנוהל	schaffen	מנוהל	V;V.PTCP	PROPN
geschafft	סגור	schaffen	סגור	V;V.PTCP	
michail	מיכאיל	michail	מיכאיל	PROPN;NOM;MASC;SG	PROPN
linden	לינדן	linden	לינדן		PROPN
globe	גלובוס	glob	גלובוס	PROPN;NOM;SG	PROPN
globe	הגלובוס	glob	הגלובוס	PROPN;NOM;SG	PROPN
ulrike	שרה	ulrike	שרה	PROPN;NOM;FEM;SG	
ulrike	אולריקה	ulrike	אולריקה	PROPN;NOM;FEM;SG	PROPN
ulrike	יוליה	ulrike	יוליה	PROPN;NOM;FEM;SG	PROPN
ulrike	חוליה	ulrike	חוליה	PROPN;NOM;FEM;SG	N;FEM;SG
nicholas	ניקולאס	nicholas	ניקולאס	PROPN;NOM;SG	PROPN
nicholas	ניקולס	nicholas	ניקולס	PROPN;NOM;SG	PROPN
schnabel	מקור	schnabel	מקור	ADJ	N;MASC;SG
schriftlich	נכתב	schriftlich	נכתב	ADJ	V;MASC;SG;3;PST;MID
schriftlich	כתובה	schriftlich	כתוב	ADJ	N;FEM;SG
schriftlich	נכתבה	schriftlich	נכתב	ADJ	V;FEM;SG;3;PST;MID
schriftlich	כתובים	schriftlich	כתוב	ADJ	N;MASC;PL
schriftlich	כתוב	schriftlich	כתב	ADJ	
schriftlich	כתיבה	schriftlich	כתיבה	ADJ	N;FEM;SG
schriftlich	כותבת	schriftlich	כתב	ADJ	V;FEM;SG;V.PTCP;ACT
schriftlich	כותב	schriftlich	כתב	ADJ	V;MASC;SG;V.PTCP;ACT
palästina	פלסטין	palästina	פלסטין	PROPN;NOM;SG	PROPN
palästina	פלסטינים	palästina	פלסטיני	PROPN;NOM;SG	N;MASC;PL
palästina	פלסטיני	palästina	פלסטיני	PROPN;NOM;SG	N;MASC;SG
klärung	הבהרה	klärung	הבהרה	ADJ	N;FEM;SG
klärung	מבהיר	klärung	הבהיר	ADJ	V;MASC;SG;V.PTCP;ACT
klärung	הבהרה	klärung	הבהרה	ADJ	N;FEM;SG
klärung	להבהיר	klärung	הבהיר	ADJ	V;NFIN;ACT
klärung	הבהרה	klärung	הבהרה	ADJ	N;FEM;SG
wilfried	ווילפרד	wilfrieden	ווילפרד	PROPN;NOM;MASC;SG	PROPN
verfolgte	במעקב	verfolgen	במעקב	V;IND;SG;3;PST;FIN	
verfolgte	איתר	verfolgen	איתר	V;IND;SG;3;PST;FIN	N;MASC;SG
verfolgte	רדף	verfolgen	רדף	V;IND;SG;3;PST;FIN	N;MASC;SG
verfolgte	נרדף	verfolgen	נרדף	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;MID
verfolgte	רדוף	verfolgen	רדוף	V;IND;SG;3;PST;FIN	PROPN
verfolgte	נרדף	verfolgen	נרדף	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;MID
verfolgte	נרדף	verfolgen	נרדף	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;MID
angewandt	מועמדות	anwenden	הועמד	V;V.PTCP	
zehnten	עשירי	zehnt	עשירי	ADJ	PROPN
zehnten	עשירית	zehnt	עשירית	ADJ	NUM;FEM;SG
zehnten	tenth	zehnt	tenth	ADJ	
zehnten	העשירי	zehnt	העשיר	ADJ	PROPN
still	עדיין	still	עדיין	ADJ	ADV
eingeleitet	יזם	einleiten	יזם	V;V.PTCP	PROPN
beobachter	הצופים	beobachter	הצוף	ADJ	N;MASC;PL
beobachter	צופים	beobachter	צופה	ADJ	N;MASC;PL
beobachter	מוניטור	beobachter	מוניטור	ADJ	PROPN
beobachter	צופה	beobachter	צפה	ADJ	V;MASC;SG;V.PTCP;ACT
beobachter	הצופה	beobachter	הצופה	ADJ	
beobachter	משקיף	beobachter	משקיף	ADJ	N;MASC;SG
bilanz	איזון	bilanz	איזון		N;MASC;SG
produkten	מוצרים	produkt	מוצר	V;IND;PL;3;FIN	N;MASC;PL
indirekt	בעקיפין	indirekt	בעקיפין	ADJ	ADV
mtv	mtv	mtv	mtv	PROPN;NOM	PROPN
alias	כינוי	alias	כינוי	PROPN;NOM;SG	N;MASC;SG
alias	aka	alias	aka	PROPN;NOM;SG	
bestätigung	אשר	Bestätigung	אשר	N;NOM;FEM;SG	CONJ
bestätigung	לאשר	Bestätigung	אישר	N;NOM;FEM;SG	V;NFIN;ACT
bestätigung	אשרי	Bestätigung	אשר	N;NOM;FEM;SG	
bestätigung	אימות	Bestätigung	אימות	N;NOM;FEM;SG	
mühlen	מיל	mühlen	מיל	V;NFIN	PROPN
mühlen	הטחנות	mühlen	הטחנה	V;NFIN	N;FEM;PL
mühlen	מילס	mühlen	מילס	V;NFIN	PROPN
mühlen	מטחנות	mühlen	מטחנה	V;NFIN	N;FEM;PL
wiederherstellen	שיחזור	wiederherstellen	שיחזור	V;NFIN	PROPN
wiederherstellen	שחזר	wiederherstellen	שחזר	V;NFIN	PROPN
massaker	טבח	massaker	טבח	ADJ	N;MASC;SG
massaker	טבח	massaker	טבח	ADJ	N;MASC;SG
rudolph	רודולף	rudolph	רודולף	PROPN;NOM;MASC;SG	PROPN
