til	برای	til	برای	ADV	ADP
ribe	ریبه	ribe	ریبه	PROPN	N;SG
fremme	ترویج	fremme	ترویج	ADV	N;SG
fremme	ارتقاء	fremme	ارتقاءء	ADV	N;SG
fremme	ترفیع	fremme	ترفیع	ADV	N;SG
fremme	تبلیغ	fremme	تبلیغ	ADV	N;SG
fremme	ارتقای	fremme	ارتقا	ADV	N;SG
fremme	ارتقا	fremme	ارتقا	ADV	N;SG
fremme	ترویج	fremme	ترویج	ADV	N;SG
fremme	ارتقاء	fremme	ارتقاءء	ADV	N;SG
fremme	ترفیع	fremme	ترفیع	ADV	N;SG
fremme	ارتقا	fremme	ارتقا	ADV	N;SG
fremme	تبلیغ	fremme	تبلیغ	ADV	N;SG
fremme	ارتقاء	fremme	ارتقاءء	ADV	N;SG
fremme	ترفیع	fremme	ترفیع	ADV	N;SG
udsat	عرضه	udsætte	عرضه	V;INDF;SG;PST;V.PTCP	N;SG
jylland	یوتلاند	jylland	یوتلاند		N;SG
knap	دکمه	knap	دکمه	ADJ;INDF;MASC+FEM;SG	N;SG
ungdom	جوانان	ungdom	جوان	N;INDF;MASC+FEM;SG	N;PL
solen	سان	sol	سان	N;DEF;MASC+FEM;SG	
perioder	دوران	periode	دوره	N;INDF;MASC+FEM;PL	N;SG
indiske	سرخپوست	indisk	سرخپوست	ADJ;PL	N;SG
indiske	هندی	indisk	هندی	ADJ;PL	N;SG
force	زور	force	زور		N;SG
force	اجباری	force	اجباری		N;SG
force	نیرو	force	نیرو		N;SG
force	اجبار	force	اجبار		N;SG
varme	گرم	varme	گرم	N;INDF;MASC+FEM;SG	ADJ
varme	گرم	varme	گرم	N;INDF;MASC+FEM;SG	ADJ
tag	برچسب	tage	برچسب	V;IMP	
tag	تگ	tage	تگ	V;IMP	N;SG
tag	برداشت	tage	برداشت	V;IMP	N;SG
tag	بگیرد	tage	گرفت#گیر	V;IMP	V;SBJV;SG;3;PRS
tag	بگیرید	tage	None	V;IMP	V;SBJV;PL;2;PRS
tag	سقف	tage	سقف	V;IMP	N;SG
tag	بام	tage	None	V;IMP	N;SG
oversigt	خلاصۀ	oversigt	خلاصۀ	V;IMP	N;SG
oversigt	خلاصه	oversigt	خلاصه	V;IMP	N;SG
oversigt	خلاصۀ	oversigt	خلاصۀ	V;IMP	N;SG
oversigt	خلاصه	oversigt	خلاصه	V;IMP	N;SG
hårdt	خروشان	hård	خروش	ADJ;INDF;NEUT;SG	N;SG
hårdt	سخت	hård	سخت	ADJ;INDF;NEUT;SG	ADV
hårdt	عالیست	hård	عالیست	ADJ;INDF;NEUT;SG	N;SG
kalder	فراخوانی	kalde	فراخوانی	V;IND;PRS;FIN;ACT	N;SG
træer	درخت	træ	درخت	N;INDF;NEUT;PL	N;SG
geografisk	جغرافیایی	geografisk	None	ADV	N;SG
geografisk	جغرافی	geografisk	جغرافی	ADV	N;SG
geografisk	جغرافیایی	geografisk	None	ADV	N;SG
fange	زندانی	fange	زندانی	V;NFIN;ACT	N;SG
fange	اسیر	fange	اسیر	V;NFIN;ACT	N;SG
fange	گرفتن	fange	گرفتن	V;NFIN;ACT	N;SG
fange	کچ	fange	کچ	V;NFIN;ACT	N;SG
fange	محکوم	fange	محکوم	V;NFIN;ACT	ADJ
fange	دستگیر	fange	دستگیر	V;NFIN;ACT	ADJ
fange	دستگیری	fange	دستگیری	V;NFIN;ACT	N;SG
fuldstændig	تکمیل	fuldstændig	تکمیل	ADV	N;SG
ledende	رهبری	lede	رهبر	V;PRS;V.PTCP	N;SG
drevet	پاور	drive	پاور	V;INDF;SG;PST;V.PTCP	N;SG
drevet	powered	drive	powered	V;INDF;SG;PST;V.PTCP	
besøg	برسد	besøg	رسید#رس	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS
undersøgelse	تحقیقات	undersøgelse	تحقیق	N;INDF;MASC+FEM;SG	N;PL
erklærede	معین	erklære	معین	V;IND;PST;FIN;ACT	N;SG
stof	مادهای	stof	ماد	N;INDF;NEUT;SG	N;PL
stof	اموال	stof	مال	N;INDF;NEUT;SG	N;PL
ukraine	اوکراین	ukrain	None	PROPN	N;SG
leve	living	leve	None	V;NFIN;ACT	N;SG
leve	وزندگی	leve	وزندگی	V;NFIN;ACT	N;SG
leve	زندگی	leve	زندگی	V;NFIN;ACT	N;SG
mulige	امکان	mulig	امکان	ADJ;PL	N;SG
automatisk	خودکار	automatisk	خودکار	ADJ;INDF;SG	N;SG
automatisk	اتوماتیک	automatisk	اتوماتیک	ADJ;INDF;SG	N;SG
automatisk	خودکار	automatisk	خودکار	ADJ;INDF;SG	N;SG
indsat	چسبانده	indsætte	چسبانده	V;INDF;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
chicago	شیکاگو	chicago	شیکاگو		N;SG
dsb	dsb	dsb	dsb		
anlæg	گیاهان	anlæg	گیاه	N;INDF;NEUT;SG	N;PL
british	بریتانیایی	british	بریتانی		N;SG
british	بریتانیا	british	None		N;SG
villa	ویا	villa	ویا	N;INDF;MASC+FEM;SG	CONJ
sveriges	سوئد	sverig	سوئد	N;GEN;INDF;MASC+FEM;PL	N;SG
wales	ولز	wales	ولز		N;SG
wales	ویلز	wales	ویلز		N;SG
udvalgte	برگزیده	udvælge	برگزیده	V;PL;PST;V.PTCP	V;SG;3;V.PTCP
forbi	past	forbi	past	ADV	N;SG
forbi	گذشته	forbi	گذشته	ADV	N;SG
vende	معکوس	vende	معکوس	V;NFIN;ACT	N;SG
att	att	att	att	ADJ;INDF;SG	N;SG
skåne	حیا	skåne	None		N;SG
skåne	زاپاس	skåne	زاپاس		N;SG
tilstand	شرایط	tilstand	شرایط	N;INDF;MASC+FEM;SG	N;PL
involveret	درگیر	involvere	درگیر	V;INDF;SG;PST;V.PTCP	ADJ
involveret	دخیل	involvere	دخیل	V;INDF;SG;PST;V.PTCP	N;SG
bill	بیل	bill	بیل		N;SG
arrangeret	ترتیب	arrangere	ترتیب	V;INDF;SG;PST;V.PTCP	N;SG
dækket	ورق	dække	ورق	V;INDF;SG;PST;V.PTCP	N;SG
dækket	عرشه	dække	عرشه	V;INDF;SG;PST;V.PTCP	N;SG
fifa	فیفا	fifa	None		N;SG
sende	فرستادن	sende	None	V;NFIN;ACT	N;SG
sende	ارسال	sende	ارسال	V;NFIN;ACT	N;SG
sende	ارسال	sende	ارسال	V;NFIN;ACT	N;SG
luften	هوایی	luft	هوایی	N;DEF;MASC+FEM;SG	ADJ
passagerer	مسافر	passager	مسافر	N;INDF;MASC+FEM;PL	N;SG
passagerer	سرنشین	passager	سرنشین	N;INDF;MASC+FEM;PL	N;SG
passagerer	مسافر	passager	مسافر	N;INDF;MASC+FEM;PL	N;SG
kraftig	سنگینی	kraftig	سنگینی	ADJ;INDF;MASC+FEM;SG	N;SG
joe	جو	joe	جو		N;SG
civile	civil	civil	civil	ADJ;PL	N;SG
civile	مدنی	civil	مدنی	ADJ;PL	N;SG
civile	غیرنظامی	civil	غیرنظامی	ADJ;PL	N;SG
civile	میگرد	civil	گرفت#گیر	ADJ;PL	V;SG;3;PRS
fortsætte	ادامه	fortsætte	ادامه	V;NFIN;ACT	N;SG
besøgte	بازدید	besøge	None	V;IND;PST;FIN;ACT	N;SG
grøn	گرین	grøn	گرین	ADJ;INDF;MASC+FEM;SG	N;SG
orkester	b	orkester	b	N;INDF;NEUT;SG	INTJ
orkester	نوازندگان	orkester	None	N;INDF;NEUT;SG	N;PL
tønder	بشکه	tønde	بشکه	N;INDF;MASC+FEM;PL	N;SG
tønder	طبل	tønde	طبل	N;INDF;MASC+FEM;PL	N;SG
tønder	درامز	tønde	درامز	N;INDF;MASC+FEM;PL	N;SG
søge	جستجو	søge	None	V;NFIN;ACT	N;SG
søge	طلب	søge	طلب	V;NFIN;ACT	N;SG
forlade	رها	forlade	رها	V;NFIN;ACT	N;SG
forlade	برار	forlade	برار	V;NFIN;ACT	
forlade	ترک	forlade	ترک	V;NFIN;ACT	N;SG
state	حالت	state	حالت		N;SG
state	استیت	state	استیت		N;SG
state	دولت	state	دولت		N;SG
state	وضعیت	state	وضعیت		N;SG
state	ایالت	state	ایالت		N;SG
østrigske	اتریش	østrigsk	اتریش	ADJ;PL	N;SG
østrigske	اتریشی	østrigsk	اتریشی	ADJ;PL	N;SG
modtager	دریافت	modtage	دریافت	V;IND;PRS;FIN;ACT	N;SG
modtager	دریافت	modtage	دریافت	V;IND;PRS;FIN;ACT	N;SG
modtager	گیرنده	modtage	گیرنده	V;IND;PRS;FIN;ACT	N;SG
modtager	گیرنده	modtage	گیرنده	V;IND;PRS;FIN;ACT	N;SG
hel	کل	hel	کل		ADJ
steve	استیو	steve	استیو		N;SG
medicin	داروها	medicin	دارو	N;INDF;MASC+FEM;SG	N;PL
opdelt	تقسیم	opdele	تقسیم	V;INDF;SG;PST;V.PTCP	N;SG
opdelt	شکافتن	opdele	شکافتن	V;INDF;SG;PST;V.PTCP	N;SG
mia	mia	mia	mia		N;SG
mia	میا	mia	میا		N;SG
mia	میلیارد	mia	میلیارد		N;SG
mia	بیلیون	mia	بیلیون		N;SG
aage	آگه	aage	آگه		
minder	خاطرات	minde	خاطره	V;IND;PRS;FIN;ACT	N;PL
minder	خاطره	minde	خاطره	V;IND;PRS;FIN;ACT	N;SG
minder	حافظه	minde	حافظه	V;IND;PRS;FIN;ACT	N;SG
ford	فورد	ford	فورد	PROPN	N;SG
times	زمانهای	time	زمان	N;GEN;INDF;MASC+FEM;SG	N;PL
times	times	time	times	N;GEN;INDF;MASC+FEM;SG	
times	دفعات	time	دفعه	N;GEN;INDF;MASC+FEM;SG	N;PL
litauen	لیتوانی	litaue	لیتوانی	PROPN	N;SG
like	شبیه	like	شبیه		ADJ
like	لایک	like	لایک		N;SG
like	مثل	like	مثل		ADV
like	like	like	like		
like	مانند	like	مانند		ADV
flod	رود	flod	رفت#رو	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS
europæisk	جاده	europæisk	جاده	ADJ;INDF;SG	N;SG
europæisk	اروپایی	europæisk	اروپایی	ADJ;INDF;SG	N;SG
skaber	صورتگر	skabe	صورتگر	V;IND;PRS;FIN;ACT	N;SG
skaber	سازنده	skabe	سازنده	V;IND;PRS;FIN;ACT	N;SG
skaber	آفریدگار	skabe	آفریدگار	V;IND;PRS;FIN;ACT	N;SG
skaber	سازنده	skabe	سازنده	V;IND;PRS;FIN;ACT	N;SG
skaber	آفریننده	skabe	آفریننده	V;IND;PRS;FIN;ACT	N;SG
skaber	خالق	skabe	None	V;IND;PRS;FIN;ACT	N;SG
lord	پروردگارا	lord	پروردگار	N;INDF;MASC+FEM;SG	V;IMP
dobbelt	دابل	dobbel	دابل	ADJ;INDF;NEUT;SG	N;SG
dobbelt	دوگانه	dobbel	دوگانه	ADJ;INDF;NEUT;SG	N;SG
dobbelt	دوتایی	dobbel	دوتایی	ADJ;INDF;NEUT;SG	N;SG
dobbelt	دوبار	dobbel	دوبار	ADJ;INDF;NEUT;SG	N;SG
betale	تاوان	betale	تاوان	V;NFIN;ACT	N;SG
betale	پرداخت	betale	پرداخت	V;NFIN;ACT	N;SG
dan	دن	dan	دن		N;SG
net	تورها	ne	تور	N;INDF;NEUT;SG	N;PL
anvendte	کاربردی	anvende	کاربردی	V;PL;PST;V.PTCP	N;SG
mike	مایک	mike	مایک		N;SG
gule	زرد	gul	زرد	ADJ;PL	N;SG
vender	بگرداند	vende	گرد#گان	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
teatret	تئاتر	teater	None	N;DEF;NEUT;SG	N;PL
teatret	سینماها	teater	سینما	N;DEF;NEUT;SG	N;PL
teatret	تئاتر	teater	None	N;DEF;NEUT;SG	N;PL
fredet	محفوظ	fred	None	V;INDF;SG;PST;V.PTCP	ADJ
franz	فرانتس	franz	فرانتس		N;SG
øjne	چشم	øje	چشم	N;INDF;NEUT;PL	N;SG
øjne	چشم	øje	چشم	N;INDF;NEUT;PL	N;SG
øjne	چشمی	øje	چشم	N;INDF;NEUT;PL	N;SG
udstyr	تجهیزات	udstyr	تجهیزات	N;INDF;NEUT;SG	N;PL
udstyr	وسایل	udstyr	وسیله	N;INDF;NEUT;SG	N;PL
kommende	اینده	komme	اینده	V;PRS;V.PTCP	
kommende	future	komme	future	V;PRS;V.PTCP	N;SG
kommende	آینده	komme	آینده	V;PRS;V.PTCP	N;SG
bent	بنت	bente	بنت	PROPN	N;SG
bent	خمیده	bente	None	PROPN	N;SG
åbent	آشکارا	åben	آشکارا	ADJ;INDF;NEUT;SG	ADV
krævede	لازم	kræve	لازم	V;PL;PST;V.PTCP	ADJ
krævede	نیاز	kræve	نیاز	V;PL;PST;V.PTCP	N;SG
helst	ترجیحا	helst	ترجیحا	ADV	N;SG
dræbte	کشته	dræbe	کشت#کش	V;PL;PST;V.PTCP	V;SG;3;V.PTCP
hollandsk	هلندی	hollandsk	هلندی	ADJ;INDF;SG	N;SG
hollandsk	داچ	hollandsk	داچ	ADJ;INDF;SG	N;SG
hollandsk	هلند	hollandsk	هلند	ADJ;INDF;SG	N;SG
bornholm	برنهلم	bornholm	رسنهلم		N;SG
mytologi	اساطیر	mytologi	اساطیر	ADJ;INDF;MASC+FEM;SG	N;SG
mytologi	اسطوره	mytologi	اسطوره	ADJ;INDF;MASC+FEM;SG	N;SG
old	پیر	old	پیر		N;SG
old	قدیمی	old	قدیمی		N;SG
old	قدمت	old	قدمت		N;SG
old	کهنه	old	کهنه		ADJ
lægge	لای	lægge	لای	V;NFIN;ACT	N;SG
drev	شناور	drive	None	V;IND;PST;FIN;ACT	N;SG
mandlige	مذکر	mandlig	None	ADJ;PL	N;SG
mandlige	نر	mandlig	نر	ADJ;PL	N;SG
beskytte	محافظت	beskytte	محافظت	V;NFIN;ACT	N;SG
beskytte	محافظت	beskytte	محافظت	V;NFIN;ACT	N;SG
hentet	بارگیری	hente	بارگیری	V;INDF;SG;PST;V.PTCP	N;SG
lukkede	بسته	lukke	بسته	V;PL;PST;V.PTCP	ADJ;SG;3;V.PTCP
sejre	پیروزی	sejr	پیروزی	N;INDF;MASC+FEM;PL	N;SG
sejre	پیروز	sejr	پیروز	N;INDF;MASC+FEM;PL	ADJ
sejre	فتح	sejr	فتح	N;INDF;MASC+FEM;PL	N;SG
fisk	ماهیان	fisk	ماهیان	N;INDF;MASC+FEM;SG	N;PL
fisk	ماهیها	fisk	ماهی	N;INDF;MASC+FEM;SG	N;PL
fisk	ماهیان	fisk	ماهیان	N;INDF;MASC+FEM;SG	N;PL
købt	خریدار	købe	خریدار	V;INDF;SG;PST;V.PTCP	N;SG
købt	خریداری	købe	خریداری	V;INDF;SG;PST;V.PTCP	N;SG
gældende	کاربردی	gælde	کاربردی	V;PRS;V.PTCP	N;SG
traditionelt	سنتی	traditionelt	سنت	ADV	N;SG
teknik	تکنیکهای	teknik	تکنیک	N;INDF;MASC+FEM;SG	N;PL
opslag	پستها	opslag	پست	N;INDF;NEUT;SG	N;PL
lig	جسدها	lig	جسد	N;INDF;NEUT;SG	N;PL
lig	اجساد	lig	جسد	N;INDF;NEUT;SG	N;PL
lig	اجساد	lig	جسد	N;INDF;NEUT;SG	N;PL
luft	هوایی	luft	هوایی	N;INDF;MASC+FEM;SG	ADJ
proces	مراحل	proces	مرحله	N;INDF;MASC+FEM;SG	N;PL
støttede	پشتیبانی	støtte	پشتیبانی	V;IND;PST;FIN;ACT	N;SG
delvis	جزئی	delvis	جزئی	ADV	N;SG
kurt	کورت	kurt	کورت		N;SG
kurt	کرت	kurt	کرت		N;SG
strækker	امتداد	strække	امتداد	V;IND;PRS;FIN;ACT	N;SG
evner	توانایی	evne	توانایی	N;INDF;MASC+FEM;PL	N;SG
evner	قابلیت	evne	قابلیت	N;INDF;MASC+FEM;PL	N;SG
evner	قابلیت	evne	قابلیت	N;INDF;MASC+FEM;PL	N;SG
virkelig	رئال	virkelig	رئال	ADV	N;SG
virkelig	حقیقی	virkelig	حقیقی	ADV	N;SG
virkelig	واقعی	virkelig	واقعی	ADV	ADJ
oblast	اوبلاست	oblast	اوبلاست		N;SG
lettere	فندک	let	فندک	ADJ;CMPR	N;SG
philip	فلیپ	philip	فلیپ		N;SG
philip	فیلیپ	philip	None		N;SG
magnus	ماگنوس	magnus	ماگنوس		N;SG
nat	شبها	nat	شب	N;INDF;MASC+FEM;SG	N;PL
nat	شبانه	nat	شبانه	N;INDF;MASC+FEM;SG	ADV
main	main	main	main		N;SG
main	اصلی	main	اصلی		ADJ
main	ماین	main	ماین		N;SG
modsat	مخالف	modsat	مخالف	ADV	N;SG
society	اجتماع	society	None		N;SG
society	جامعه	society	جامعه		N;SG
society	انجمن	society	انجمن		N;SG
home	خانه	home	خانه		N;SG
home	وطن	home	وطن		N;SG
home	خونه	home	خونه		N;SG
home	آغازه	home	آغازه		N;SG
fysisk	جسمی	fysisk	None	ADV	N;SG
fysisk	بدنی	fysisk	بدنی	ADV	N;SG
fysisk	فیزیکی	fysisk	None	ADV	N;SG
figurer	شکلی	figur	شکل	N;INDF;MASC+FEM;PL	N;SG
figurer	نویسه	figur	نویسه	N;INDF;MASC+FEM;PL	N;SG
voksne	بزرگسال	voksen	بزرگسال	ADJ;PL	N;SG
voksne	بزرگسالان	voksen	بزرگسال	ADJ;PL	N;PL
voksne	بزرگترها	voksen	بزرگتر	ADJ;PL	N;PL
voksne	بزرگسال	voksen	بزرگسال	ADJ;PL	N;SG
voksne	بزرگسالان	voksen	بزرگسال	ADJ;PL	N;PL
konkurrencen	رقابتهای	konkurrence	رقابت	N;DEF;MASC+FEM;SG	N;PL
konkurrencen	رقابتها	konkurrence	رقابت	N;DEF;MASC+FEM;SG	N;PL
delvist	جزئی	delvist	جزئی	ADV	N;SG
finsk	فنلاندی	finsk	None	ADJ;INDF;SG	N;SG
finsk	فنلاند	finsk	None	ADJ;INDF;SG	N;SG
salg	sale	salg	sale	N;INDF;NEUT;SG	
zealand	زلاند	zealand	زلاند#زلان		N;SG
specielle	مخصوص	speciel	مخصوص	ADJ;PL	N;SG
specielle	خاص	speciel	خاص	ADJ;PL	N;SG
specielle	استثنایی	speciel	استثنایی	ADJ;PL	N;SG
specielle	خاصه	speciel	خاصه	ADJ;PL	N;SG
turnering	مسابقات	turnering	مسابقه	N;INDF;MASC+FEM;SG	N;PL
endelige	نهائی	endelig	نهائی	ADJ;PL	N;SG
endelige	پایانی	endelig	پایان	ADJ;PL	N;SG
endelige	آخرین	endelig	آخرین	ADJ;PL	ADJ;RL
endelige	فاینال	endelig	فاینال	ADJ;PL	N;SG
hurtig	سریع	hurtig	سریع	ADJ;INDF;MASC+FEM;SG	ADV
hurtig	سریع	hurtig	سریع	ADJ;INDF;MASC+FEM;SG	ADV
hurtig	روزه	hurtig	روزه	ADJ;INDF;MASC+FEM;SG	N;SG
hurtig	بسرعت	hurtig	بسرعت	ADJ;INDF;MASC+FEM;SG	ADV
støtter	حامیان	støtte	حامی	V;IND;PRS;FIN;ACT	N;PL
konstant	دائماً	konstant	دائماً	ADJ;INDF;SG	ADV
konstant	دائما	konstant	دائما	ADJ;INDF;SG	ADV
konstant	دائم	konstant	دائم	ADJ;INDF;SG	
konstant	مداوم	konstant	مداوم	ADJ;INDF;SG	N;SG
nået	رسید	nå	رسید#رس	V;INDF;SG;PST;V.PTCP	N;SG
true	تهدید	true	تهدید	V;NFIN;ACT	N;SG
true	راست	true	راست	V;NFIN;ACT	ADJ
true	حقیقی	true	حقیقی	V;NFIN;ACT	N;SG
true	درست	true	درست	V;NFIN;ACT	ADJ
true	true	true	true	V;NFIN;ACT	N;SG
repræsenterer	معرف	repræsentere	None	V;IND;PRS;FIN;ACT	N;SG
klare	گرداندن	klar	None	ADJ;PL	N;SG
klare	دستگیره	klar	دستگیره	ADJ;PL	N;SG
brev	نامهای	brev	نامه	N;INDF;NEUT;SG	N;PL
danish	دانمارکی	danish	دانمارکی		N;SG
danish	دانمارک	danish	دانمارک		N;SG
bergen	برگن	bergen	برگن		N;SG
familier	خانواده	familie	خانواده	N;INDF;MASC+FEM;PL	N;SG
bladene	برگ	blad	برگ	N;DEF;NEUT;PL	N;SG
brøndby	brøndby	brøndby	None	PROPN	N;SG
vises	ظاهر	vise	ظاهر	V;IND;PRS;FIN;PASS	N;SG
skader	جراحت	skade	جراحت	N;INDF;MASC+FEM;PL	N;SG
skader	آزاری	skade	آزاری	N;INDF;MASC+FEM;PL	N;SG
skader	زخم	skade	زخم	N;INDF;MASC+FEM;PL	N;SG
skader	صدمه	skade	صدمه	N;INDF;MASC+FEM;PL	N;SG
skader	آسیب	skade	آسیب	N;INDF;MASC+FEM;PL	N;SG
letland	لتونی	letland	لتونی		N;SG
købe	خرید	købe	خرید	V;NFIN;ACT	N;SG
købe	خریدن	købe	خریدن	V;NFIN;ACT	N;SG
købe	خرید	købe	خرید	V;NFIN;ACT	N;SG
skønt	عالیه	skøn	عالیه	ADJ;INDF;NEUT;SG	N;SG
skønt	هرچند	skøn	هرچند	ADJ;INDF;NEUT;SG	CONJ
skønt	اگرچه	skøn	اگرچه	ADJ;INDF;NEUT;SG	CONJ
skønt	گرچه	skøn	گرچه	ADJ;INDF;NEUT;SG	CONJ
skønt	هرچند	skøn	هرچند	ADJ;INDF;NEUT;SG	CONJ
skønt	اگرچه	skøn	اگرچه	ADJ;INDF;NEUT;SG	CONJ
skønt	گرچه	skøn	گرچه	ADJ;INDF;NEUT;SG	CONJ
populært	عامه	populær	عامه	ADJ;INDF;NEUT;SG	N;SG
populært	محبوبه	populær	محبوبه	ADJ;INDF;NEUT;SG	N;SG
populært	محبوب	populær	محبوب	ADJ;INDF;NEUT;SG	N;SG
gul	زرد	gul	زرد	ADJ;INDF;MASC+FEM;SG	N;SG
slette	حذف	slette	حذف	V;NFIN;ACT	N;SG
slette	حذف	slette	حذف	V;NFIN;ACT	N;SG
santa	سانتا	santa	سانتا		N;SG
santa	بابانوئل	santa	بابانوئل		N;SG
santa	santa	santa	santa		N;SG
taylor	تیلر	taylor	تیلر		N;SG
taylor	تایلور	taylor	تایلور		N;SG
taylor	تیلور	taylor	تیلور		N;SG
demokratiske	دمکراتیک	demokratisk	None	ADJ;PL	N;SG
demokratiske	دموکراتیک	demokratisk	دموکراتیک	ADJ;PL	N;SG
demokratiske	دموکرات	demokratisk	دموکر	ADJ;PL	N;SG
norden	اسکاندیناوی	norden	اسکاندیناوی		N;SG
norden	نوردیک	norden	نوردیک		N;SG
personlig	شخصی	personlig	شخص	ADJ;INDF;MASC+FEM;SG	N;SG
personlig	شخصا	personlig	None	ADJ;INDF;MASC+FEM;SG	ADV
personlig	شخصاً	personlig	شخصاً	ADJ;INDF;MASC+FEM;SG	ADV
jyske	یوتلاند	jysk	یوتلاند	ADJ;DEF;SG	N;SG
johnny	جانی	johnny	جانی		N;SG
opdagede	کشف	opdage	کشف	V;IND;PST;FIN;ACT	N;SG
hjemsted	صندلی	hjemsted	صندلی	ADJ	N;SG
sand	راست	sand	راست	N;INDF;MASC+FEM;SG	ADJ
sand	درست	sand	درست	N;INDF;MASC+FEM;SG	ADJ
brown	قهوهای	brown	قهو		N;PL
brown	براون	brown	براون		N;SG
stykker	قطعه	stykke	قطعه	N;INDF;NEUT;PL	N;SG
prøver	تلاش	prøve	تلاش	V;IND;PRS;FIN;ACT	N;SG
prøver	سعی	prøve	سعی	V;IND;PRS;FIN;ACT	N;SG
nikolaj	نیکلای	nikolaj	نیکل		N;SG
nikolaj	نیکولای	nikolaj	نیکول		N;SG
dårligt	b	dårligt	b	ADV	N;SG
dårligt	بد	dårligt	بد	ADV	ADJ
litterære	ادبی	litterære	ادبی	ADJ;PL	N;SG
victoria	ویکتوریا	victoria	ویکتوریا		N;SG
fysiske	جسمی	fysisk	None	ADJ;PL	N;SG
fysiske	بدنی	fysisk	بدنی	ADJ;PL	N;SG
fysiske	فیزیکی	fysisk	None	ADJ;PL	N;SG
rumænien	رومانی	rumænie	رومانی	PROPN	N;SG
modsatte	مخالف	modsat	مخالف	ADJ;PL	N;SG
naturligt	natural	naturlig	natural	ADJ;INDF;NEUT;SG	N;SG
naturligt	طبیعتا	naturlig	None	ADJ;INDF;NEUT;SG	ADV
interesser	دلبستگی	interesse	دلبستگی	N;INDF;MASC+FEM;PL	N;SG
interesser	ربا	interesse	ربا	N;INDF;MASC+FEM;PL	N;SG
interesser	علاقه	interesse	علاقه	N;INDF;MASC+FEM;PL	N;SG
interesser	بهره	interesse	بهره	N;INDF;MASC+FEM;PL	N;SG
øget	افزایش	øge	افزایش	V;INDF;SG;PST;V.PTCP	N;SG
portræt	پرتره	portræt	پرتره	N;INDF;NEUT;SG	ADJ;CMPR
herre	پروردگارا	herre	پروردگار	N;INDF;MASC+FEM;SG	V;IMP
rødder	ریشه	rod	ریشه	N;INDF;MASC+FEM;PL	N;SG
francisco	فرانسیسکو	francisco	فرانسیسکو		N;SG
francisco	فرانچسکو	francisco	فرانچسکو		N;SG
medarbejdere	کارمند	medarbejder	کارمند	N;INDF;MASC+FEM;PL	N;SG
medarbejdere	ستاد	medarbejder	ستاد	N;INDF;MASC+FEM;PL	N;SG
medarbejdere	عصای	medarbejder	عصا	N;INDF;MASC+FEM;PL	N;SG
bay	بای	bay	با	N;INDF;MASC+FEM;SG	
sur	خشمگین	sur	خشمگین	ADJ;INDF;MASC+FEM;SG	N;SG
sur	خشمناک	sur	خشمناک	ADJ;INDF;MASC+FEM;SG	N;SG
sur	ترش	sur	ترش	ADJ;INDF;MASC+FEM;SG	N;SG
sur	مجنون	sur	مجنون	ADJ;INDF;MASC+FEM;SG	N;SG
sur	دیوانه	sur	دیوانه	ADJ;INDF;MASC+FEM;SG	N;SG
sur	سور	sur	سور	ADJ;INDF;MASC+FEM;SG	N;SG
kampvogne	تانک	kampvogne	None	N;INDF;MASC+FEM;PL	N;SG
udpeget	معین	udpege	معین	V;INDF;SG;PST;V.PTCP	N;SG
port	دروازه	port	دروازه		N;SG
port	گیت	port	گرفت#گیر		N;SG
port	دری	port	دری		N;SG
port	درگاه	port	درگاه		N;SG
port	بندر	port	بندر		N;SG
arabisk	عربی	arabisk	عربی	ADJ;INDF;SG	N;SG
arabisk	تازی	arabisk	تازی	ADJ;INDF;SG	N;SG
mødes	ملاقات	mødes	ملاقات	V;NFIN;ACT	N;SG
mødes	دیدار	mødes	دیدار	V;NFIN;ACT	N;SG
mødes	ملاقات	mødes	ملاقات	V;NFIN;ACT	N;SG
mødes	جلسه	mødes	جلسه	V;NFIN;ACT	N;SG
mødes	دیدار	mødes	دیدار	V;NFIN;ACT	N;SG
skilt	نشان	skilt	نشان	V;INDF;SG;PST;V.PTCP	N;SG
skilt	مطلقه	skilt	مطلقه	V;INDF;SG;PST;V.PTCP	N;SG
skilt	طلاق	skilt	طلاق	V;INDF;SG;PST;V.PTCP	N;SG
lokal	محلی	lokal	محل	ADJ;INDF;MASC+FEM;SG	N;SG
praktisk	هندی	praktisk	هندی	ADJ;INDF;SG	N;SG
kulturelle	فرهنگی	kulturel	فرهنگی	ADJ;PL	N;SG
musikere	نوازنده	musiker	نوازنده	N;INDF;MASC+FEM;PL	N;SG
tårn	رُخ	tårn	رُخ	N;INDF;NEUT;SG	
brede	پهناور	bred	پهناور	ADJ;PL	N;SG
brede	پهنا	bred	پهنا	ADJ;PL	N;SG
brede	وسیع	bred	وسیع	ADJ;PL	N;SG
driver	شناور	drive	None	V;IND;PRS;FIN;ACT	N;SG
driver	راننده	drive	راننده	V;IND;PRS;FIN;ACT	N;SG
driver	گرداننده	drive	گرداننده	V;IND;PRS;FIN;ACT	N;SG
oxford	آکسفورد	oxford	آکسفورد		N;SG
funktioner	توابع	funktion	توابع	N;INDF;MASC+FEM;PL	N;SG
