של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
שלטונו	regera	שלטונו	regera		V;IMP;FIN;ACT
שלטונו	härska	שלטונו	härsk		V;IMP;FIN;ACT
שמן	fet	שמן	fet	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
שמן	tjock	שמן	tjock	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ינואר	januari	ינואר	januari	PROPN	N;NOM;INDF;MASC+FEM;SG
גילוי	upptäckt	גילוי	upptäcka	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
גילוי	upptäckt	גילוי	upptäcka	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
גילוי	upptäckter	גילוי	upptäckt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
לחיים	skål	לחיים	skål		N;NOM;INDF;MASC+FEM;SG
לדבר	föredrag	דיבר	föredrag	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
לדבר	prat	דיבר	prat	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
לדבר	talk	דיבר	talk	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
הצעה	föreslog	הצעה	föreslå	N;FEM;SG	V;IND;PST;FIN;ACT
הצעה	föreslagen	הצעה	föreslag	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הצעה	föreslaget	הצעה	föreslåg	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הצעה	föreslagna	הצעה	föreslagen	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
הצעה	förslag	הצעה	förslag	N;FEM;SG	N;NOM;INDF;NEUT;PL
הצעה	förslag	הצעה	förslag	N;FEM;SG	N;NOM;INDF;NEUT;PL
הצעה	erbjudande	הצעה	erbjudande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
ביטחון	självförtroende	ביטחון	självförtroende	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
שלם	betalar	שלם	betala	ADJ;MASC;SG	V;IND;PRS;FIN;ACT
שלם	betala	שלם	betala	ADJ;MASC;SG	V;IMP;FIN;ACT
שלם	kompletta	שלם	komplett	ADJ;MASC;SG	ADJ;NOM;PL
שלם	fullständigt	שלם	fullständig	ADJ;MASC;SG	ADV
שלם	slutför	שלם	slutför	ADJ;MASC;SG	V;IMP;FIN;ACT
הכיבוש	yrke	הכיבוש	yrke	V;PL;3;PST;ACT	N;NOM;INDF;NEUT;SG
הכיבוש	ockupationen	הכיבוש	ockupation	V;PL;3;PST;ACT	N;NOM;DEF;MASC+FEM;SG
הכיבוש	ockupation	הכיבוש	ockupation	V;PL;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
סימון	simone	סימון	simon	PROPN	PROPN;NOM
סימון	simon	סימון	simon	PROPN	N;NOM;INDF;MASC+FEM;SG
ארתור	arthur	ארתור	arthur	PROPN	PROPN;NOM
ארתור	artur	ארתור	artur	PROPN	PROPN;NOM
חשובים	viktig	חשוב	viktig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
חשובים	viktigt	חשוב	viktig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
אמת	sann	אמת	sann	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
נוצרים	kristna	נוצר	kristen	V;MASC;PL;V.PTCP;MID	ADJ;NOM;PL
בי	bea	ב	bea	PROPN	PROPN;NOM
בי	bi	ב	bi	PROPN	N;NOM;INDF;MASC+FEM;SG
בי	bee	ב	bee	PROPN	N;NOM;INDF;MASC+FEM;SG
תוכנה	programmera	תוכנה	programmera	N;FEM;SG	V;IMP;FIN;ACT
זוגות	par	זוג	par	N;MASC;PL	N;NOM;INDF;NEUT;SG
זוגות	par	זוג	par	N;MASC;PL	N;NOM;INDF;NEUT;SG
מורכבת	sammansatt	הורכב	sammansatt	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מורכבת	sammansatta	הורכב	sammansatta	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מורכבת	komplext	הורכב	komplext	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
מורכבת	komplicerad	הורכב	komplicerad	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מורכבת	komplex	הורכב	komplex	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
מורכבת	komplexa	הורכב	komplex	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL
מורכבת	komplicerat	הורכב	komplicerad	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
משותף	delats	משותף	delata	ADJ;MASC;SG	V;V.CVB;PASS
משותף	delas	משותף	dela	ADJ;MASC;SG	V;IND;PRS;FIN;PASS
משותף	delade	משותף	delad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
משותף	vanliga	משותף	vanlig	ADJ;MASC;SG	ADJ;NOM;PL
משותף	gemensamma	משותף	gemensam	ADJ;MASC;SG	ADJ;NOM;PL
חברתי	sociala	חברתי	social	ADJ;MASC;SG	ADJ;NOM;PL
הוצאה	utgifter	הוצאה	utgift	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
הוצאה	utgifterna	הוצאה	utgift	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
הוצאה	spenderar	הוצאה	spendera	N;FEM;SG	V;IND;PRS;FIN;ACT
הוצאה	spendera	הוצאה	spendera	N;FEM;SG	V;IMP;FIN;ACT
הירח	måne	הירח	måne	PROPN	N;NOM;INDF;MASC+FEM;SG
הירח	månen	הירח	måne	PROPN	N;NOM;DEF;MASC+FEM;SG
הירח	moon	הירח	moon	PROPN	N;NOM;INDF;MASC+FEM;SG
צלב	korsa	צלב	korsa	N;MASC;SG	V;IMP;FIN;ACT
באדר	baader	באדר	baad	PROPN	N;NOM;INDF;MASC+FEM;PL
בינלאומי	internationalen	בינלאומי	international	PROPN	N;NOM;DEF;MASC+FEM;SG
בינלאומי	international	בינלאומי	international	PROPN	N;NOM;INDF;MASC+FEM;SG
בינלאומי	internationell	בינלאומי	internationell	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בינלאומי	internationella	בינלאומי	internationell	PROPN	ADJ;NOM;PL
בינלאומי	internationellt	בינלאומי	internationell	PROPN	ADJ;NOM;INDF;NEUT;SG
כלכלי	ekonomiska	כלכלי	ekonomisk	ADJ;MASC;SG	ADJ;NOM;PL
שוודיה	sweden	שוודיה	söede	PROPN	N;NOM;INDF;MASC+FEM;SG
שוודיה	sverige	שוודיה	sverige	PROPN	PROPN;NOM
ישיבה	sittplatser	ישיבה	sittplats	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
איראן	iran	איראן	iran	PROPN	PROPN;NOM
יצירה	skapande	יצירה	skapande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
קוד	code	קוד	code		N;NOM;INDF;MASC+FEM;SG
קוד	kod	קוד	kod		N;NOM;INDF;MASC+FEM;SG
קוד	koder	קוד	kod		N;NOM;INDF;MASC+FEM;PL
קוד	koderna	קוד	kod		N;NOM;DEF;MASC+FEM;PL
דתית	religiöst	דתי	religiös	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
דתית	religiösa	דתי	religiös	N;FEM;SG	ADJ;NOM;PL
דתית	religiös	דתי	religiös	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
דפי	daffy	דף	daffy	PROPN	PROPN;NOM
תלמידים	studerande	תלמיד	studerande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
חלל	mellanslag	חלל	mellanslag	N;MASC;SG	N;NOM;INDF;NEUT;PL
מהיר	snabbt	מהיר	snabb		ADV
מהיר	snabb	מהיר	snabb		ADJ;NOM;INDF;MASC+FEM;SG
מהיר	snabba	מהיר	snabb		ADJ;NOM;PL
מהיר	swift	מהיר	swift		PROPN;NOM
מהיר	snabbt	מהיר	snabb		ADV
מהיר	snabb	מהיר	snabb		ADJ;NOM;INDF;MASC+FEM;SG
מהיר	snabba	מהיר	snabb		ADJ;NOM;PL
מות	död	מוות	död		N;NOM;INDF;MASC+FEM;SG
מות	döden	מוות	död		N;NOM;DEF;MASC+FEM;SG
מות	death	מוות	death		N;NOM;INDF;NEUT;SG
מות	dödsfall	מוות	dödsfall		N;NOM;INDF;NEUT;PL
מות	mot	מוות	mot		ADP
השכונה	grannskap	השכונה	grannskap		N;NOM;INDF;NEUT;SG
השכונה	stadsdel	השכונה	stadsdel		N;NOM;INDF;MASC+FEM;SG
פרידריך	friedrich	פרידריך	friedrich	PROPN	PROPN;NOM
מציג	tittare	הציג	titta	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מציג	visare	הציג	visa	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מציג	shower	הציג	showa	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מציג	bildskärmar	הציג	bildskärm	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
הכהן	präst	הכהן	präst	PROPN	N;NOM;INDF;MASC+FEM;SG
החליטה	beslutat	החליט	besluta	V;FEM;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
במחלוקת	omtvistade	במחלוקת	omtvistad	ADV	ADJ;NOM;PL;PST;V.PTCP
במחלוקת	ifrågasatta	במחלוקת	ifrågasätta	ADV	ADJ;NOM;PL;PST;V.PTCP
במחלוקת	omstridda	במחלוקת	omstridd	ADV	ADJ;NOM;PL;PST;V.PTCP
במחלוקת	ifrågasatt	במחלוקת	ifrågasätta	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ברציפות	fortlöpande	ברציפות	fortlöpande		ADJ;NOM;PRS;V.PTCP
ברציפות	kontinuerligt	ברציפות	kontinuerlig		ADV
ברציפות	oavbrutet	ברציפות	oavbruten		ADV
פרוץ	utbrott	None	utbrott		N;NOM;INDF;NEUT;SG
פרוץ	utbrottet	None	utbrott		N;NOM;DEF;NEUT;SG
פרוץ	hackad	None	hacka		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
פרוץ	hackat	None	hacka		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
פרוץ	hackade	None	hacka		V;PST;V.PTCP;ACT
מחלוקת	meningsskiljaktigheter	מחלוקת	meningsskiljaktighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
מחלוקת	tvister	מחלוקת	tvist	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
מחלוקת	omtvistade	מחלוקת	omtvistad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
מחלוקת	ifrågasatta	מחלוקת	ifrågasätta	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
מחלוקת	omstridda	מחלוקת	omstridd	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
מחלוקת	ifrågasatt	מחלוקת	ifrågasätta	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מחלוקת	kontroverser	מחלוקת	kontrovers	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
טענה	påstod	טענה	påstod	N;FEM;SG	V;IND;PST;FIN;ACT
טענה	hävdade	טענה	hävda	N;FEM;SG	V;IND;PST;V.PTCP;ACT
עותקים	exemplar	עותק	exempel	N;MASC;PL	N;NOM;INDF;NEUT;SG
עותקים	kopierar	עותק	kopiera	N;MASC;PL	V;IND;PRS;FIN;ACT
חזקה	starkt	חזק	stark	ADJ;FEM;SG	ADV
חזקה	strong	חזק	strong	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
חזקה	starka	חזק	stark	ADJ;FEM;SG	ADJ;NOM;PL
חזקה	mäktiga	חזק	mäktig	ADJ;FEM;SG	ADJ;NOM;PL
רובם	mest	None	mycket	N;MASC;SG	ADV;RL
צדק	jupiter	צדק	jupit	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
יי	yee	יי	yee	PROPN	V;IMP;FIN;ACT
טקס	ceremonier	טקס	ceremoni	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
טקס	ritualer	טקס	ritual	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
חיה	odjuret	None	odjur	V;FEM;SG;V.PTCP;ACT	N;NOM;DEF;NEUT;SG
חיה	odjur	None	odjur	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
חיה	djur	None	djur	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;PL
פברואר	februari	פברואר	februari	PROPN	N;NOM;INDF;MASC+FEM;SG
פברואר	feb	פברואר	feb	PROPN	N
נשא	bärare	נשא	bärare	V;MASC;SG;3;PST	N;NOM;INDF;MASC+FEM;PL
נשא	medföras	נשא	medföra	V;MASC;SG;3;PST	V;IND;PRS;FIN;PASS
התנהגות	beteenden	התנהגות	beteende	N;FEM;SG	N;NOM;INDF;NEUT;PL
התנהגות	beteenden	התנהגות	beteende	N;FEM;SG	N;NOM;INDF;NEUT;PL
אפשרי	möjliga	אפשרי	möjlig	ADJ;MASC;SG	ADJ;NOM;PL
לתקן	fix	תיקן	fix	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
לתקן	fixa	תיקן	fixa	V;NFIN;ACT	ADJ;NOM;PL
תכנון	planera	תכנון	planera	N;MASC;SG	V;IMP;FIN;ACT
תכנון	planerar	תכנון	planera	N;MASC;SG	V;IND;PRS;FIN;ACT
העלילה	komplott	העליל	komplott	V;FEM;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
שינה	förändrad	שינה	förändra	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שינה	ändrat	שינה	ändra	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שינה	bytt	שינה	byta	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שינה	byttes	שינה	byta	PROPN	V;IND;PST;FIN;PASS
שינה	förändrats	שינה	förändra	PROPN	V;V.CVB;PASS
שינה	ändrats	שינה	ändra	PROPN	V;V.CVB;PASS
שינה	viloläge	שינה	viloläge	PROPN	N;NOM;DEF;MASC+FEM;SG
שינה	sova	שינה	sova	PROPN	V;IMP;FIN;ACT
שינה	sömn	שינה	sömn	PROPN	N;NOM;INDF;MASC+FEM;SG
שינה	sov	שינה	sov	PROPN	V;IMP;FIN;ACT
שינה	sheena	שינה	sheena	PROPN	N;NOM;DEF;MASC+FEM;PL
שינה	sova	שינה	sova	PROPN	V;IMP;FIN;ACT
שינה	sömn	שינה	sömn	PROPN	N;NOM;INDF;MASC+FEM;SG
שינה	sover	שינה	sova	PROPN	V;IND;PRS;FIN;ACT
שינה	sovande	שינה	sovande	PROPN	ADJ;NOM;PRS;V.PTCP
הציע	föreslagen	הציע	föreslag	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הציע	föreslaget	הציע	föreslåg	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הציע	föreslagna	הציע	föreslagen	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
עצמאי	självständiga	עצמאי	självständig	ADJ;MASC;SG	ADJ;NOM;PL
נבחרה	utvald	נבחר	utvälja	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחרה	valda	נבחר	välja	V;FEM;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחרה	utvalda	נבחר	utvalja	V;FEM;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחרה	vald	נבחר	välja	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחרה	markerade	נבחר	markera	V;FEM;SG;3;PST;MID	V;NOM;PL;PST;V.PTCP
נבחרה	markerad	נבחר	markerad	V;FEM;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
מטרות	mål	מטרה	mål	N;FEM;PL	N;NOM;INDF;NEUT;SG
מטרות	mål	מטרה	mål	N;FEM;PL	N;NOM;INDF;NEUT;SG
מטרות	goals	מטרה	goal	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
אנטי	anti	אנטי	anti	ADV	V;IMP;FIN;ACT
רות	ruth	רות	ruth	PROPN	PROPN;NOM
רות	rut	רות	rut	PROPN	N;NOM;INDF;MASC+FEM;SG
ידועים	kända	ידוע	känd	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
ידועים	känd	ידוע	känd	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ידועים	känt	ידוע	känd	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נקודה	dot	נקודה	dot	N;FEM;SG	NUM;NOM
נקודה	peka	נקודה	peka	N;FEM;SG	V;IMP;FIN;ACT
בשר	kött	בשר	kött		N;NOM;INDF;NEUT;SG
בשר	kött	בשר	kött		N;NOM;INDF;NEUT;SG
חיפוש	sök	חיפוש	sök	N;MASC;SG	V;IMP;FIN;ACT
חיפוש	söka	חיפוש	söka	N;MASC;SG	V;IMP;FIN;ACT
חיפוש	söker	חיפוש	söka	N;MASC;SG	V;IND;PRS;FIN;ACT
חיפוש	söka	חיפוש	söka	N;MASC;SG	V;IMP;FIN;ACT
דופן	dauphin	דופן	dauphin		PROPN;NOM
האיים	öar	האיים	öar	PROPN	N;NOM;INDF;MASC+FEM;PL
האיים	öarna	האיים	öare	PROPN	N;NOM;INDF;MASC+FEM;PL
לפתח	utvecklas	פיתח	utveckla	V;NFIN;ACT	V;IND;FIN;PASS
אנה	ana	אנה	ana	PROPN	V;IMP;FIN;ACT
אנה	anna	אנה	anna	PROPN	PROPN;NOM
התפקיד	rollen	התפקיד	roll	V;PL;1;PST;ACT	N;NOM;DEF;MASC+FEM;SG
התפקיד	roll	התפקיד	roll	V;PL;1;PST;ACT	N;NOM;INDF;MASC+FEM;SG
ענק	jättestor	ענק	jättestor	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ענק	enorm	ענק	enorm	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ענק	enormt	ענק	enorm	N;MASC;SG	ADV
ענק	enorma	ענק	enorm	N;MASC;SG	ADJ;NOM;PL
נפרד	åtskilda	נפרד	åtskilja	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
נפרד	separerade	נפרד	separera	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
נפרד	avskilda	נפרד	avskild	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
נפרד	separata	נפרד	separat	ADJ;MASC;SG	ADJ;NOM;PL
נפרד	separera	נפרד	separera	ADJ;MASC;SG	V;IMP;NFIN;ACT
אחדות	enhetlighet	אחדים	enhetlighet	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
אחדות	enighet	אחדים	enighet	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
בחירות	val	בחירות	val	N;FEM;PL	N;NOM;INDF;NEUT;SG
בחירות	val	בחירות	val	N;FEM;PL	N;NOM;INDF;NEUT;SG
זרם	aktuell	זרם	aktuell	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
זרם	nuvarande	זרם	nuvarande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
זרם	aktuellt	זרם	aktuell	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
זרם	aktuella	זרם	aktuell	N;MASC;SG	ADJ;NOM;PL
בחזרה	tillbaks	בחזרה	tillbaks		ADV
בחזרה	tillbaka	בחזרה	tillbaka		ADV
בחזרה	bakåt	בחזרה	bakåt		ADV
בחזרה	rygg	בחזרה	rygg		N;NOM;INDF;MASC+FEM;SG
בחזרה	backa	בחזרה	backa		V;IMP;FIN;ACT
נתון	givet	נתון	giv	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נתון	given	נתון	given	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נתון	givna	נתון	givna	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
נתון	underordnat	נתון	underordnad	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
כאילו	gilla	כאילו	gilla	CONJ	V;IMP;FIN;ACT
כאילו	gillar	כאילו	gilla	CONJ	V;IND;PRS;FIN;ACT
כאילו	som	כאילו	som	CONJ	CONJ
כאילו	like	כאילו	like	CONJ	V;IMP;FIN;ACT
מלון	meloner	מלון	melon	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
רחל	rachel	רחל	rachel	PROPN	PROPN;NOM
לשון	tungor	לשון	tungo		N;NOM;INDF;MASC+FEM;PL
לשון	tungan	לשון	tung		N;NOM;DEF;MASC+FEM;SG
לשון	tunga	לשון	tung		ADJ;NOM;PL
מדריד	madrid	מדריד	madrid	PROPN	PROPN;NOM
עצמאית	självständig	עצמאי	självständig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
עצמאית	självständiga	עצמאי	självständig	ADV	ADJ;NOM;PL
עצמאית	oberoende	עצמאי	oberoende	ADV	ADJ;NOM;PRS;V.PTCP
עצמאית	självständigt	עצמאי	självständig	ADV	ADJ;NOM;INDF;NEUT;SG
עצמאית	fristående	עצמאי	fristående	ADV	ADJ;NOM;PRS;V.PTCP
לוחמי	krigare	לוחם	krig	PROPN	N;NOM;INDF;MASC+FEM;PL
לוחמי	fighters	לוחם	fight	PROPN	N;NOM;INDF;MASC+FEM;PL
לוחמי	jaktplan	לוחם	jaktplan	PROPN	N;NOM;INDF;NEUT;SG
לוחמי	boxare	לוחם	boxare	PROPN	N;NOM;INDF;MASC+FEM;PL
עיבוד	bearbetar	עיבוד	bearbeta	N;MASC;SG	V;IND;PRS;FIN;ACT
העליונה	upper	העליונה	upper	PROPN	N;NOM;MASC+FEM;SG
העליונה	övre	העליונה	övre	PROPN	ADJ;NOM;CMPR
ערבית	arabisk	ערבי	arabisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ערבית	arabiska	ערבי	arabisk	PROPN	N;NOM;INDF;MASC+FEM;SG
השבת	lördag	השבת	lördag	ADV	N;NOM;INDF;MASC+FEM;SG
השבת	sabbaten	השבת	sabbat	ADV	N;NOM;DEF;MASC+FEM;SG
השבת	sabbat	השבת	sabba	ADV	N;NOM;INDF;MASC+FEM;SG
קרקע	landa	קרקע	landa	N;FEM;SG	V;IMP;FIN;ACT
לכאורה	påstådd	לכאורה	påstådd	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
לכאורה	påstådd	לכאורה	påstådd	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
לכאורה	påstått	לכאורה	påstå	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
לכאורה	påstådda	לכאורה	påstå	ADV	ADJ;NOM;PL;PST;V.PTCP
לכאורה	påstod	לכאורה	påstod	ADV	V;IND;PST;FIN;ACT
לכאורה	påstått	לכאורה	påstå	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
לכאורה	påstås	לכאורה	påstås	ADV	V;NFIN;PASS
מעניין	intressanta	מעניין	intressant	ADJ;MASC;SG	ADJ;NOM;PL
צורה	bilda	צורה	bilda	N;FEM;SG	V;IMP;FIN;ACT
קצב	tempo	קצב	tempo	PROPN	N;NOM;INDF;NEUT;SG
קצב	slaktare	קצב	slakt	PROPN	N;NOM;INDF;MASC+FEM;PL
קצב	rytm	קצב	rytm	PROPN	N;NOM;INDF;MASC+FEM;SG
חקר	prospektering	חקר	prospektering		N;NOM;INDF;MASC+FEM;SG
חקר	utforskning	חקר	utforskning		N;NOM;INDF;MASC+FEM;SG
הצלב	korsa	הצלב	korsa	N;MASC;SG	V;IMP;FIN;ACT
חשובה	viktiga	חשוב	viktig	ADJ;FEM;SG	ADJ;NOM;PL
צרפתית	fransk	צרפתית	fransk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
צרפתית	franska	צרפתית	fransk	PROPN	N;NOM;INDF;MASC+FEM;SG
צרפתית	franskt	צרפתית	fransk	PROPN	ADJ;NOM;INDF;NEUT;SG
צרפתית	fransmän	צרפתית	fransman	PROPN	N;NOM;INDF;MASC+FEM;PL
נחום	nahum	נחום	nahum	PROPN	N;NOM;INDF;MASC+FEM;SG
המטרה	målsättning	המטרה	målsättning	PROPN	N;NOM;INDF;MASC+FEM;SG
המטרה	objektiv	המטרה	objektiv	PROPN	N;NOM;INDF;MASC+FEM;SG
המטרה	objektivt	המטרה	objektiv	PROPN	ADJ;NOM;INDF;NEUT;SG
המטרה	målet	המטרה	måle	PROPN	N;NOM;DEF;NEUT;SG
המטרה	target	המטרה	targ	PROPN	N;NOM;DEF;NEUT;SG
המטרה	måltavla	המטרה	måltavla	PROPN	N;NOM;INDF;MASC+FEM;SG
טל	tal	טל	tal	PROPN	N;NOM;INDF;NEUT;SG
טל	tel	טל	tel	PROPN	N
טל	dagg	טל	dagg	PROPN	N;NOM;INDF;MASC+FEM;SG
עיתון	tidningspapper	עיתון	tidningspapper	N;MASC;SG	N;NOM;INDF;NEUT;PL
להקות	band	הקה	band	N;FEM;PL	N;NOM;INDF;NEUT;SG
טעם	smaka	טעם	smaka	N;MASC;SG	V;IMP;FIN;ACT
טעם	smakar	טעם	smaka	N;MASC;SG	V;IND;PRS;FIN;ACT
מפורטת	detaljerade	פורט	detaljera	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מפורטת	detaljerat	פורט	detaljerad	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מפורטת	detaljerad	פורט	detaljerad	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מפורטת	utförlig	פורט	utförlig	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
שכר	löner	שכר	lön	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
שכר	anlitade	שכר	anlita	N;MASC;SG	V;PST;V.PTCP;ACT
דודו	dodo	דודו	dodo	PROPN	N;NOM;INDF;NEUT;SG
דודו	dudu	דודו	dudu	PROPN	N;NOM;INDF;MASC+FEM;SG
מחבר	författaren	מחבר	författare		N;NOM;DEF;MASC+FEM;SG
מחבר	upphovsman	מחבר	upphovsman		N;NOM;INDF;MASC+FEM;SG
מחבר	författare	מחבר	författare		N;NOM;INDF;MASC+FEM;PL
האירוע	händelse	האירוע	händelse	PROPN	N;NOM;INDF;MASC+FEM;SG
האירוע	evenemang	האירוע	evenemang	PROPN	N;NOM;INDF;NEUT;SG
האירוע	event	האירוע	event	PROPN	N;NOM;INDF;NEUT;SG
האירוע	evenemanget	האירוע	evenemang	PROPN	N;NOM;DEF;NEUT;SG
חשבון	aritmetiska	חשבון	aritmetisk	N;MASC;SG	ADJ;NOM;PL
מחיקה	radera	מחיקה	radera	N;FEM;SG	V;IMP;FIN;ACT
מחיקה	stryka	מחיקה	stryka	N;FEM;SG	V;IMP;FIN;ACT
מחיקה	stryk	מחיקה	stryk	N;FEM;SG	V;IMP;FIN;ACT
מחיקה	radera	מחיקה	radera	N;FEM;SG	V;IMP;FIN;ACT
מפת	karta	מפה	karta		N;NOM;INDF;NEUT;SG
מפת	kartlägga	מפה	kartlägga		V;IMP;NFIN;ACT
מפת	kartan	מפה	karta		N;NOM;DEF;MASC+FEM;SG
