در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
جوان	młoda	جوان	młody	N;SG	ADJ;NOM;FEM;SG
جوان	młody	جوان	młody	N;SG	ADJ;NOM;MASC;SG
جوان	młode	جوان	młody	N;SG	ADJ;NOM;NEUT;SG
جوان	młodzi	جوان	młody	N;SG	N;NOM;MASC;PL
جوان	young	جوان	young	N;SG	
سرطان	nowotwory	سرطان	nowotwór	N;SG	N;NOM;MASC;PL
سرطان	raka	سرطان	raka	N;SG	
مشابه	podobni	مشابه	podobnie	ADJ	V;IPFV;MASC;IND;PL;PST;FIN;ACT
دانشمندان	uczeni	دانشمند	uczenić	N;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
جشن	świętuje	جشن	świętować	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
جشن	imprezy	جشن	impreza	N;SG	
جشن	uczcić	جشن	uczcić	N;SG	V;PFV;NFIN;ACT
جشن	świętować	جشن	świętować	N;SG	V;IPFV;NFIN;ACT
نظیر	peer	نظیر	peer	ADV	V;IPFV;IND;SG;2;PRS;FIN;ACT
جمهور	prezydentów	جمهور	prezydent	N;SG	N;ACC;MASC;PL
جمهور	przewodniczących	جمهور	przewodniczyć	N;SG	N;GEN;MASC;PL
جمهور	prezydenci	جمهور	prezydent	N;SG	N;NOM;MASC;PL
کلمه	slowo	کلمه	slowo	N;SG	V;IPFV;IND;SG;FIN;ACT
آینده	przyszł	آینده	przyjść	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
اسپانیایی	hiszpanie	اسپانیایی	hiszpan	N;SG	N;NOM;MASC;PL
اسپانیایی	hiszpańskie	اسپانیایی	hiszpański	N;SG	ADJ;NOM;NEUT;SG
اسپانیایی	hiszpańska	اسپانیایی	hiszpański	N;SG	ADJ;NOM;FEM;SG
اسپانیایی	hiszpański	اسپانیایی	hiszpański	N;SG	ADJ;NOM;MASC;SG
اوکراین	ukrainy	None	ukrainy	N;SG	
اوکراین	ukraina	None	ukrainać	N;SG	
اوکراین	ukrainie	None	ukrać	N;SG	
قطع	cięcie	قطع	cięcie	N;SG	
رد	czerwień	رد	czerwień	N;SG	
رد	czerwony	رد	czerwony	N;SG	ADJ;NOM;MASC;SG
رد	czerwona	رد	czerwony	N;SG	ADJ;NOM;FEM;SG
رد	czerwone	رد	czerwony	N;SG	ADJ;NOM;NEUT;SG
مازندران	mazandaran	مازندران	mazandaran	N;SG	
مازندران	kaspijskiego	مازندران	kaspijski	N;SG	ADJ;ACC;MASC;SG
اخیر	niedawno	اخیر	niedawno	ADJ	ADV
اخیر	najnowsze	اخیر	nowy	ADJ	ADJ;NOM;CMPR;MASC;SG
اخیر	ostatnio	اخیر	ostatnio	ADJ	ADV
تصاویر	zdjecia	تصویر	zdjecie	N;PL	V;PFV;IND;SG;FIN;ACT
تدوین	montaż	تدوین	montaż	N;SG	
جوانان	młodzież	جوان	młodzież	N;PL	N;NOM;FEM;SG
جوانان	młodzieży	جوان	młodzież	N;PL	
جوانان	młodości	جوان	młodość	N;PL	N;GEN;FEM;SG
جوانان	młodość	جوان	młodość	N;PL	N;NOM;FEM;SG
تازه	świeże	تازه	świeży	ADV	ADJ;NOM;NEUT;SG
تازه	świeża	تازه	świeży	ADV	ADJ;NOM;FEM;SG
تازه	świeży	تازه	świeży	ADV	
تازه	nowości	تازه	nowość	ADV	N;ACC;FEM;PL
تازه	nowe	تازه	nowy	ADV	ADJ;NOM;NEUT;SG
تازه	nowość	تازه	nowość	ADV	N;NOM;FEM;SG
تازه	nowy	تازه	nowy	ADV	ADJ;NOM;MASC;SG
تازه	nowa	تازه	nowy	ADV	
سرخ	czerwień	سرخ	czerwień	N;SG	
سرخ	czerwony	سرخ	czerwony	N;SG	ADJ;NOM;MASC;SG
سرخ	czerwona	سرخ	czerwony	N;SG	ADJ;NOM;FEM;SG
سرخ	czerwone	سرخ	czerwony	N;SG	ADJ;NOM;NEUT;SG
کودک	child	کودک	child	N;SG	
فرایند	procesy	فرایند	proces	N;SG	N;NOM;MASC;PL
دل	heart	دل	heart	N;SG	
دل	del	دل	del	N;SG	
دل	dell	دل	dell	N;SG	
دل	della	دل	dell	N;SG	
دل	hearts	دل	hearts	N;SG	
دل	serc	دل	serc	N;SG	
صدای	glos	صدا	glos	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
رهبر	leader	رهبر	leader	N;SG	
ناشر	wydawców	ناشر	wydawca	N;SG	N;ACC;MASC;PL
دیگران	inne	دیگری	inny	PRO	ADJ;NOM;NEUT;SG
دیگران	pozostał	دیگری	pozostać	PRO	V;PFV;MASC;IND;SG;PST;FIN;ACT
دیگران	inni	دیگری	inny	PRO	ADJ;NOM;MASC;PL
واقعی	real	واقعی	real	ADJ	
هواپیمایی	airlines	هواپیمایی	airlines	N;SG	
مشارکت	udział	مشارکت	udział	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
فیلمبرداری	nakręcony	فیلمبرداری	nakręcić	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
فیلمبرداری	strzelać	فیلمبرداری	strzelać	N;SG	V;IPFV;NFIN;ACT
جایگزین	uzupełnień	جایگزین	uzupełnienie	ADJ	N;GEN;NEUT;PL
جایگزین	alternatywa	جایگزین	alternatywa	ADJ	N;NOM;FEM;SG
جایگزین	alternatywnie	جایگزین	alternatywnie	ADJ	ADV
جایگزین	wymiana	جایگزین	wymianać	ADJ	N;NOM;FEM;SG
جایگزین	zastąpienia	جایگزین	zastąpić	ADJ	N;NOM;NEUT;SG
جایگزین	zastępstwo	جایگزین	zastępstwo	ADJ	N;NOM;NEUT;SG
جایگزین	zastąpienie	جایگزین	zastąpienie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
جایگزین	zastąpiła	جایگزین	zastąpić	ADJ	V;PFV;FEM;IND;SG;PST;FIN;ACT
جایگزین	zastąpił	جایگزین	zastąpić	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
جایگزین	zastąpić	جایگزین	zastąpić	ADJ	V;PFV;NFIN;ACT
جایگزین	zamień	جایگزین	zamień	ADJ	V;PFV;IMP;SG;2;FIN;ACT
جایگزین	zastąpić	جایگزین	zastąpić	ADJ	V;PFV;NFIN;ACT
حفاظت	ochrony	حفاظت	ochrona	N;SG	
شبیه	jak	شبیه	jak	ADJ	ADV
شبیه	like	شبیه	lik	ADJ	
معادل	równowartość	معادل	równowartość	ADJ	N;ACC;FEM;SG
معادل	odpowiednik	معادل	odpowiednik	ADJ	N;NOM;MASC;SG
معادل	ekwiwalent	معادل	ekwiwalent	ADJ	N;NOM;MASC;SG
بافت	tkanki	بافت	tkanka	N;SG	N;ACC;FEM;PL
بافت	tekstury	بافت	tekstura	N;SG	N;ACC;MASC;PL
مسائل	kwestii	مسأله	kwestia	N;PL	N;GEN;FEM;SG
بهبود	poprawa	بهبود	poprawa	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
بهبود	poprawa	بهبود	poprawa	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
بهبود	poprawa	بهبود	poprawa	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
کانزاس	kansas	کانزاس	kansas	N;SG	PROPN;NOM;MASC;SG
پنسیلوانیا	pensylwanii	None	pensylwania	N;SG	
داکوتای	dakota	داکوتا	dakotać	N;SG	
ایرانیان	perski	ایرانی	perski	N;PL	ADJ;NOM;MASC;SG
ایرانیان	irański	ایرانی	irański	N;PL	ADJ;NOM;MASC;SG
عبدالله	abdullah	عبدالله	abdullah	N;SG	PROPN;NOM;MASC;SG
عبدالله	abdulla	عبدالله	abdulla	N;SG	
تک	jednolitego	تک	jednolity	N;SG	ADJ;GEN;MASC;SG
تک	single	تک	singło	N;SG	
تک	pojedynczy	تک	pojedynczy	N;SG	ADJ;NOM;MASC;SG
تک	pojedyncze	تک	pojedynczy	N;SG	ADJ;NOM;NEUT;SG
گفتگو	rozmowy	گفتگو	rozmowa	N;SG	N;ACC;FEM;PL
رومانی	rumuński	رومانی	rumuński	N;SG	ADJ;NOM;MASC;SG
رومانی	rumunii	رومانی	rumunia	N;SG	
رومانی	rumunia	رومانی	rumunia	N;SG	
استادان	masters	استاد	masters	N;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
نهایی	finał	نهایی	finał	ADJ	N;NOM;MASC;SG
نهایی	ultimate	نهایی	ultimaty	ADJ	
سومین	trzecia	سومین	trzeci	ADJ;RL	ADJ;NOM;FEM;SG
سومین	trzeci	سومین	trzeci	ADJ;RL	ADJ;NOM;MASC;SG
سومین	trzecie	سومین	trzeci	ADJ;RL	
فلزی	metale	فلزی	metal	N;SG	N;NOM;MASC;PL
فلزی	metalowe	فلزی	metalowy	N;SG	ADJ;NOM;NEUT;SG
فلزی	metalowy	فلزی	metalowy	N;SG	ADJ;NOM;MASC;SG
فلزی	metalowy	فلزی	metalowy	N;SG	ADJ;NOM;MASC;SG
فلزی	metalowe	فلزی	metalowy	N;SG	ADJ;NOM;NEUT;SG
ژاپنی	japońska	ژاپنی	japoński	N;SG	ADJ;NOM;FEM;SG
ژاپنی	japoński	ژاپنی	japoński	N;SG	ADJ;NOM;MASC;SG
ژاپنی	japońskie	ژاپنی	japoński	N;SG	ADJ;NOM;NEUT;SG
ژاپنی	japończycy	ژاپنی	japończyk	N;SG	ADJ;NOM;MASC;PL
هنرهای	sztuki	هنر	sztuka	N;PL	
هنرهای	arts	هنر	arts	N;PL	
پرچم	flag	پرچم	flag	N;SG	
پرچم	flag	پرچم	flag	N;SG	
کاخ	palazzo	کاخ	palazzo	N;SG	
تحصیلات	kształcenie	تحصیل	kształcenie	N;PL	N;NOM;NEUT;SG
تحصیلات	edukacji	تحصیل	edukacja	N;PL	N;GEN;FEM;SG
تحصیلات	wykształcenie	تحصیل	wykształcenie	N;PL	N;NOM;NEUT;SG
تحصیلات	edukacja	تحصیل	edukacja	N;PL	N;NOM;FEM;SG
واکنش	reakcje	واکنش	reakcja	N;SG	N;NOM;FEM;PL
واکنش	odpowiedzi	واکنش	odpowiedź	N;SG	N;ACC;FEM;PL
اکثر	większość	اکثر	większość	ADJ	N;NOM;FEM;SG
اکثر	najczęściej	اکثر	często	ADJ	ADV;RL
اکثر	większości	اکثر	większość	ADJ	N;GEN;FEM;SG
اکثر	najbardziej	اکثر	bardzo	ADJ	ADV;RL
ورودی	wejściowe	ورودی	wejściowy	N;SG	ADJ;NOM;NEUT;SG
روشن	light	روشن	light	ADJ	
روشن	światło	روشن	światło	ADJ	N;NOM;NEUT;SG
روشن	światła	روشن	światło	ADJ	N;NOM;NEUT;SG
روشن	czysto	روشن	czysto	ADJ	
روشن	roshan	روشن	roshan	ADJ	
صورتی	różowy	صورت	różowy	N;SG	
صورتی	różowa	صورت	różowy	N;SG	ADJ;NOM;FEM;SG
صورتی	róż	صورت	róż	N;SG	
صورتی	różowe	صورت	różowy	N;SG	ADJ;NOM;NEUT;SG
صورتی	różowo	صورت	różowo	N;SG	ADV
ساسانیان	indo	ساسانی	indo	N;PL	
اجرایی	executive	اجرایی	executiv	ADJ	
اجرایی	exec	اجرایی	exec	ADJ	
پست	wysłany	پست	wysłać	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
پست	opublikowane	پست	opublikować	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پست	opublikowano	پست	opublikować	N;SG	V;PFV;IND;0;PST;FIN;ACT
پست	opublikował	پست	opublikować	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
پست	zamieszczone	پست	zamieścić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
امی	amy	امی	amy	N;SG	PROPN;NOM;FEM;SG
بشر	ludzie	بشر	człowiek	N;SG	N;NOM;MASC;PL
بشر	ludzkie	بشر	ludzki	N;SG	ADJ;NOM;NEUT;SG
بشر	ludzka	بشر	ludzki	N;SG	ADJ;NOM;FEM;SG
بشر	ludzki	بشر	ludzki	N;SG	ADJ;NOM;MASC;SG
بشر	human	بشر	human	N;SG	
مدار	obwody	مدار	obwód	N;SG	N;NOM;MASC;PL
کدام	które	کدام	który	N;SG	DET;ACC;MASC;SG
کدام	która	کدام	który	N;SG	DET;NOM;FEM;SG
کدام	który	کدام	który	N;SG	DET;NOM;MASC;SG
بهره	odsetki	بهره	odsetka	N;SG	N;NOM;FEM;PL
بهره	zainteresowania	بهره	zainteresowanie	N;SG	N;NOM;NEUT;PL
باب	bab	باب	bab	N;SG	
اروپایی	europejska	اروپایی	europejski	N;SG	ADJ;NOM;FEM;SG
اروپایی	europejski	اروپایی	europejski	N;SG	ADJ;NOM;MASC;SG
اروپایی	europejskiej	اروپایی	europejski	N;SG	ADJ;GEN;FEM;SG
اروپایی	europejskie	اروپایی	europejski	N;SG	ADJ;NOM;NEUT;SG
اروپایی	european	اروپایی	european	N;SG	
گرمی	ciepła	گرمی	ciepło	N;SG	
گرمی	ciepło	گرمی	ciepło	N;SG	
رفتار	działające	رفتار	działać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
رفتار	stanowiąc	رفتار	stanowić	N;SG	V;IPFV;PRS;V.CVB;ACT
نوری	nuri	نوری	nuri	N;SG	
نوری	light	نوری	light	N;SG	
نوری	lekka	نوری	lekki	N;SG	ADJ;NOM;FEM;SG
نوری	lekki	نوری	lekki	N;SG	ADJ;NOM;MASC;SG
نوری	optyczne	نوری	optyczny	N;SG	ADJ;NOM;NEUT;SG
نوری	optyczny	نوری	optyczny	N;SG	ADJ;NOM;MASC;SG
زیبا	pięknie	زیبا	pięknie	ADJ	ADV
مربیان	zarządcy	مربی	zarządca	N;PL	
محور	osi	محور	oś	N;SG	
محور	oś	محور	oś	N;SG	
محور	osi	محور	oś	N;SG	
محور	osie	محور	osa	N;SG	
محور	oś	محور	oś	N;SG	
حمل	nosić	حمل	nosić	N;SG	V;IPFV;NFIN;ACT
حمل	nieść	حمل	nieść	N;SG	V;IPFV;NFIN;ACT
حمل	przewożących	حمل	przewózący	N;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
دینی	religijny	دین	religijny	N;SG	ADJ;NOM;MASC;SG
دینی	religijnych	دین	religijny	N;SG	ADJ;GEN;MASC;PL
دینی	religijna	دین	religijny	N;SG	ADJ;NOM;FEM;SG
دینی	religijne	دین	religijny	N;SG	ADJ;NOM;NEUT;SG
مسلمانان	muzułmańskich	مسلمان	muzułmański	N;PL	ADJ;GEN;MASC;PL
آهن	żelazna	آهن	żelazny	N;SG	ADJ;NOM;FEM;SG
آهن	żelaza	آهن	żelazo	N;SG	
آهن	iron	آهن	iron	N;SG	
پیشین	były	پیشین	być	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پیشین	poprzedni	پیشین	poprzedni	N;SG	ADJ;NOM;MASC;SG
پیشین	dawne	پیشین	dawny	N;SG	ADJ;NOM;NEUT;SG
پیشین	poprzednie	پیشین	poprzednie	N;SG	
پیشین	poprzednia	پیشین	poprzedniać	N;SG	
پیشین	poprzedni	پیشین	poprzedni	N;SG	ADJ;NOM;MASC;SG
پیشین	poprzednie	پیشین	poprzednie	N;SG	
پیشین	wcześniejsze	پیشین	wczesny	N;SG	ADJ;NOM;CMPR;NEUT;SG
مقایسه	porównaj	مقایسه	porównać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
مقایسه	porównać	مقایسه	porównać	N;SG	V;PFV;NFIN;ACT
رسیدن	dotarły	رسیدن	dotrzeć	N;SG	V;PFV;FEM;IND;PL;PST;FIN;ACT
رسیدن	przybyła	رسیدن	przybyły	N;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
رسیدن	przybyli	رسیدن	przybyć	N;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
رسیدن	przybył	رسیدن	przybyć	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ابزار	narzędzia	ابزار	narzędzie	N;SG	N;NOM;NEUT;PL
ابزار	narzędzia	ابزار	narzędzie	N;SG	N;NOM;NEUT;PL
مقاومت	oprzeć	مقاومت	oprzeć	N;SG	V;PFV;NFIN;ACT
سینمایی	filmu	سینمایی	film	ADJ	N;GEN;MASC;SG
سینمایی	film	سینمایی	film	ADJ	N;ACC;MASC;SG
سینمایی	cinematic	سینمایی	cinematic	ADJ	
بیمارستان	szpitalne	بیمارستان	szpitalny	N;SG	ADJ;NOM;NEUT;SG
بیمارستان	szpitale	بیمارستان	szpital	N;SG	N;NOM;MASC;PL
پا	stopy	پا	stopa	N;SG	
پا	nogi	پا	noga	N;SG	N;NOM;FEM;PL
پا	nóżki	پا	nóżka	N;SG	
پا	nóg	پا	noga	N;SG	
اصول	podstawowe	اصل	podstawowy	N;PL	ADJ;NOM;NEUT;SG
کن	ken	کرد#کن	ken	V;IMP;SG;2	
کن	kena	کرد#کن	kena	V;IMP;SG;2	
مجموع	sum	مجموع	suma	N;SG	
مجموع	sumy	مجموع	suma	N;SG	
مجموع	całkowita	مجموع	całkowity	N;SG	ADJ;NOM;FEM;SG
مجموع	łącznie	مجموع	łącznie	N;SG	ADV
تفاوت	diff	تفاوت	diff	N;SG	
تفاوت	różnice	تفاوت	różnica	N;SG	N;NOM;FEM;PL
تفاوت	różnice	تفاوت	różnica	N;SG	N;NOM;FEM;PL
دیدگاه	aspektów	دیدگاه	aspekt	N;SG	N;GEN;MASC;PL
دیدگاه	aspekty	دیدگاه	aspekt	N;SG	N;NOM;MASC;PL
دانمارک	danii	دانمارک	danie	N;SG	
دانمارک	duńskie	دانمارک	duński	N;SG	ADJ;NOM;NEUT;SG
دانمارک	duński	دانمارک	duński	N;SG	ADJ;NOM;MASC;SG
دانمارک	duńskim	دانمارک	duński	N;SG	ADJ;INS;MASC;SG
نوشتن	piszcie	نوشتن	pisać	N;SG	V;IPFV;IMP;PL;2;FIN;ACT
نوشتن	pisać	نوشتن	pisać	N;SG	V;IPFV;NFIN;ACT
نوشتن	napisać	نوشتن	napisać	N;SG	V;PFV;NFIN;ACT
نوشتن	napisz	نوشتن	napisać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
نوشتن	pisz	نوشتن	pisać	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
نوشتن	pisać	نوشتن	pisać	N;SG	V;IPFV;NFIN;ACT
اختلاف	różnice	اختلاف	różnica	N;SG	N;NOM;FEM;PL
لبنان	libańską	لبنان	libański	N;SG	ADJ;ACC;FEM;SG
لبنان	libanu	لبنان	liban	N;SG	PROPN;GEN;MASC;SG
هشت	ośmiu	هشت	osiem	NUM	
هشت	ósemka	هشت	ósemka	NUM	N;NOM;FEM;SG
هشت	osiem	هشت	osiem	NUM	
نوبل	noble	نوبل	nobly	N;SG	
نوبل	szlachetnych	نوبل	szlachetny	N;SG	ADJ;GEN;MASC;PL
نوبل	szlachetne	نوبل	szlachetny	N;SG	ADJ;NOM;NEUT;SG
نوبل	szlachetna	نوبل	szlachetny	N;SG	ADJ;NOM;FEM;SG
نوبل	szlachetny	نوبل	szlachetny	N;SG	ADJ;NOM;MASC;SG
نوبل	nobla	نوبل	nobel	N;SG	
بسکتبال	koszykówki	بسکتبال	koszykówka	N;SG	N;NOM;FEM;PL
بسکتبال	kosza	بسکتبال	kosza	N;SG	
سخت	twardy	سخت	twardy	ADV	N;NOM;MASC;SG
سخت	hard	سخت	hard	ADV	
سخت	twarde	سخت	twardy	ADV	
سخت	twarda	سخت	twarda	ADV	N;NOM;FEM;SG
سخت	trudna	سخت	trudny	ADV	ADJ;NOM;FEM;SG
سخت	trudny	سخت	trudny	ADV	ADJ;NOM;MASC;SG
سخت	trudne	سخت	trudny	ADV	
سامانه	systemowe	سامانه	systemowy	N;SG	ADJ;NOM;NEUT;SG
هدایت	wytyczne	هدایت	wytyczny	N;SG	ADJ;NOM;NEUT;SG
تخیلی	fiction	تخیل	fiction	N;SG	
پیام	wiadomości	پیام	wiadomość	N;SG	N;ACC;FEM;PL
پیام	komunikaty	پیام	komunikat	N;SG	N;NOM;MASC;PL
پیام	wiadomości	پیام	wiadomość	N;SG	N;ACC;FEM;PL
گیتار	gitary	گیتار	gitar	N;SG	
گیتار	gitarze	گیتار	gitarz	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
پلیس	police	پلیس	polic	N;SG	
چیز	rzeczy	چیز	rzecz	N;SG	N;ACC;FEM;PL
خطی	liniowe	خطی	liniowy	N;SG	ADJ;NOM;NEUT;SG
خوانده	czytaj	خواند#خوان	czytać	V;SG;3;V.PTCP	V;IPFV;IMP;SG;2;FIN;ACT
خوانده	przeczytaj	خواند#خوان	przeczytać	V;SG;3;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
گردد	staje	گشت#گرد	stawać	V;SBJV;SG;3;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
بنده	służący	بنده	służąc	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
بنده	służąca	بنده	służącać	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
بنده	niewolnicy	بنده	niewolnik	N;SG	N;NOM;MASC;PL
کمیته	komitety	کمیته	komitet	N;SG	N;NOM;MASC;PL
کمیته	komisje	کمیته	komisja	N;SG	N;NOM;FEM;PL
ژان	jean	ژان	jean	N;SG	PROPN;NOM;MASC;SG
ژان	jeana	ژان	jeany	N;SG	
ژان	joan	ژان	joan	N;SG	PROPN;NOM;MASC;SG
ژان	joanna	ژان	joanna	N;SG	ADJ;NOM;FEM;SG
ژان	jeanne	ژان	jeanny	N;SG	PROPN;NOM;FEM;SG
اسماعیل	ismail	اسماعیل	ismail	N;SG	PROPN;NOM;MASC;SG
اسماعیل	ismael	اسماعیل	ismael	N;SG	PROPN;NOM;MASC;SG
تنظیم	ustaw	تنظیم	ustawa	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
تنظیم	set	تنظیم	set	N;SG	
خلاصه	przegląd	خلاصه	przegląd	N;SG	
خلاصه	krótkie	خلاصه	krótki	N;SG	ADJ;NOM;NEUT;SG
خلاصه	krótki	خلاصه	krótki	N;SG	ADJ;NOM;MASC;SG
خلاصه	krótko	خلاصه	krótko	N;SG	ADV
خلاصه	krótka	خلاصه	krótki	N;SG	ADJ;NOM;FEM;SG
ساکن	uspokaja	ساکن	uspokajać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ساکن	stacjonarny	ساکن	stacjonarny	N;SG	ADJ;NOM;MASC;SG
ساکن	stacjonarne	ساکن	stacjonarny	N;SG	ADJ;NOM;NEUT;SG
الکتریکی	elektryczny	الکتریکی	elektryczny	N;SG	ADJ;NOM;MASC;SG
الکتریکی	elektryczne	الکتریکی	elektryczny	N;SG	ADJ;NOM;NEUT;SG
الکتریکی	elektryczny	الکتریکی	elektryczny	N;SG	ADJ;NOM;MASC;SG
الکتریکی	elektryczne	الکتریکی	elektryczny	N;SG	ADJ;NOM;NEUT;SG
الکتریکی	electric	الکتریکی	electric	N;SG	
رایانه	komputery	رایانه	komputer	N;SG	N;NOM;MASC;PL
رایانه	komputerów	رایانه	komputer	N;SG	N;GEN;MASC;PL
رایانه	komputery	رایانه	komputer	N;SG	N;NOM;MASC;PL
رایانه	informatyka	رایانه	informatyka	N;SG	
عبور	tranzytowe	عبور	tranzytowy	N;SG	ADJ;NOM;NEUT;SG
عبور	cross	عبور	cross	N;SG	
عبور	pass	عبور	pass	N;SG	
عبور	podaj	عبور	podać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
ششم	szóste	ششم	szósty	ADJ	
لی	lee	None	lee		PROPN;NOM;MASC;SG
هنرمند	artyści	هنرمند	artysta	N;SG	N;NOM;MASC;PL
گوناگون	rozmaite	گوناگون	rozmaity	ADJ	
مدرن	nowoczesne	مدرن	nowoczesny	N;SG	ADJ;NOM;NEUT;SG
مدرن	nowocześnie	مدرن	nowocześnie	N;SG	ADV
مدرن	nowoczesny	مدرن	nowoczesny	N;SG	ADJ;NOM;MASC;SG
مدرن	nowoczesna	مدرن	nowoczesny	N;SG	ADJ;NOM;FEM;SG
ماشین	machine	ماشین	machina	N;SG	
ماشین	maszyny	ماشین	maszyna	N;SG	N;ACC;FEM;PL
ماشین	car	ماشین	car	N;SG	
ماشین	pojazdy	ماشین	pojazd	N;SG	N;NOM;MASC;PL
یونایتد	zjednoczone	یونایت#یونا	zjednoczyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
یونایتد	united	یونایت#یونا	united	N;SG	
یونایتد	zjednoczona	یونایت#یونا	zjednoczyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
یونایتد	zjednoczeni	یونایت#یونا	zjednoczyć	N;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
یونایتد	zjednoczonych	یونایت#یونا	zjednoczyć	N;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
گلدن	złote	گلدن	złoty	N;SG	
گلدن	golden	گلدن	golden	N;SG	
گلدن	złoty	گلدن	złoty	N;SG	
گلدن	złota	گلدن	złoty	N;SG	
شدید	poważna	شدید	poważny	N;SG	ADJ;NOM;FEM;SG
شدید	poważne	شدید	poważny	N;SG	ADJ;NOM;NEUT;SG
شدید	intensywny	شدید	intensywny	N;SG	ADJ;NOM;MASC;SG
شدید	intensywna	شدید	intensywny	N;SG	ADJ;NOM;FEM;SG
شدید	intensywne	شدید	intensywny	N;SG	ADJ;NOM;NEUT;SG
شدید	intensywnie	شدید	intensywnie	N;SG	ADV
آذر	azar	آذر	azar	N;SG	
سخن	slowo	سخن	slowo	N;SG	V;IPFV;IND;SG;FIN;ACT
نقد	cash	نقد	cashać	N;SG	
محافظت	chronić	محافظت	chronić	N;SG	V;IPFV;NFIN;ACT
محافظت	chroń	محافظت	chroń	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
محافظت	ochrony	محافظت	ochrona	N;SG	
بهار	wiosenny	بهار	wiosenny	N;SG	ADJ;NOM;MASC;SG
بهار	spring	بهار	spring	N;SG	
بهار	wiosna	بهار	wiosna	N;SG	
بهار	bahar	بهار	bahar	N;SG	
قانونی	legalnie	قانونی	legalnie	N;SG	ADV
قانونی	legalny	قانونی	legalny	N;SG	ADJ;NOM;MASC;SG
قانونی	legalna	قانونی	legalny	N;SG	ADJ;NOM;FEM;SG
قانونی	legalne	قانونی	legalny	N;SG	ADJ;NOM;NEUT;SG
قانونی	legalnie	قانونی	legalnie	N;SG	ADV
قانونی	prawny	قانونی	prawny	N;SG	ADJ;NOM;MASC;SG
قانونی	prawne	قانونی	prawny	N;SG	ADJ;NOM;NEUT;SG
قانونی	legalne	قانونی	legalny	N;SG	ADJ;NOM;NEUT;SG
حکم	zdania	حکم	zdanie	N;SG	N;NOM;NEUT;PL
قصد	intencje	قصد	intencja	N;SG	N;NOM;FEM;PL
قصد	zamiar	قصد	zamiar	N;SG	V;PFV;IND;PRS;FIN;ACT
قصد	zamiarów	قصد	zamiar	N;SG	N;GEN;MASC;PL
قصد	zamiar	قصد	zamiar	N;SG	V;PFV;IND;PRS;FIN;ACT
قصد	zamiary	قصد	zamiar	N;SG	N;NOM;MASC;PL
قصد	intencje	قصد	intencja	N;SG	N;NOM;FEM;PL
قصد	zamierzone	قصد	zamierzyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
قصد	przeznaczona	قصد	przeznaczyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
قصد	przeznaczony	قصد	przeznaczyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
قصد	przeznaczone	قصد	przeznaczyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
