operze	opéra	operz	opéra		N;MASC;SG
schemat	diagrammes	schemat	diagramme	N;NOM;MASC;SG	N;MASC;PL
schemat	schématique	schemat	schématique	N;NOM;MASC;SG	ADJ;MASC;SG
oczywiste	évident	oczywisty	évident	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;MASC;SG
oczywiste	évidence	oczywisty	évidence	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
oczywiste	évidente	oczywisty	évident	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;FEM;SG
fotografia	photographique	fotografia	photographique	N;NOM;FEM;SG	ADJ;MASC;SG
fotografia	photographier	fotografia	photographier	N;NOM;FEM;SG	V;NFIN
gmt	gmt	gętić	gmt	PROPN;NOM;MASC;SG	PROPN
przekierowanie	rediriger	przekierować	rediriger	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
przekierowanie	réorienter	przekierować	réorienter	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
przekierowanie	redirigé	przekierować	rediriger	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;PST;V.PTCP
przekierowanie	réorienter	przekierować	réorienter	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
krajobraz	paysages	krajobraz	paysage	N;NOM;MASC;SG	N;MASC;PL
ted	ted	ted	ted		PROPN
tramwaj	tramways	tramwa	tramways	N;NOM;MASC;SG	N;MASC;PL
zdecydowała	décidés	zdecydować	décider	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
belgradzie	belgrade	belgrad	belgrade	PROPN;DAT;MASC;SG	PROPN
podstawowego	basiques	podstawowy	basique	ADJ;ACC;MASC;SG	ADJ;MASC;PL
podstawowego	basic	podstawowy	basic	ADJ;ACC;MASC;SG	N;MASC;SG
skuteczność	performances	skuteczność	performance	N;NOM;FEM;SG	N;FEM;PL
erich	erich	erich	erich	PROPN;NOM;MASC;SG	PROPN
dama	madame	dam	Monsieur		N;FEM;SG
dama	dame	dam	dame		N;FEM;SG
ślad	tracé	ślad	tracer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
ślad	traces	ślad	trace	N;NOM;MASC;SG	N;FEM;PL
ślad	tracer	ślad	tracer	N;NOM;MASC;SG	V;NFIN
przyjęte	acceptées	przyjąć	accepter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
przyjęte	acceptés	przyjąć	accepter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przyjęte	acceptée	przyjąć	accepter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przyjęte	accepté	przyjąć	accepter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przyjęte	adoptées	przyjąć	adopter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
przyjęte	adoptée	przyjąć	adopter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przyjęte	adopté	przyjąć	adopter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przyjęte	adoptés	przyjąć	adopter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
niska	basses	niska	bas		ADJ;FEM;PL
niska	basse	niska	bas		ADJ;FEM;SG
niska	faible	niska	faible		ADJ;MASC;SG
niska	faibles	niska	faible		ADJ;MASC;PL
niska	bas	niska	bas		ADJ;MASC;SG
twierdzą	réclamation	twierdzić	réclamation	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
twierdzą	revendication	twierdzić	revendication	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
berg	berg	berg	berg	PROPN;NOM;MASC;SG	PROPN
anhalt	anhalt	anhalt	anhalt	PROPN;NOM;MASC;SG	PROPN
podobieństwo	ressemblances	podobieństwo	ressemblance	N;NOM;NEUT;SG	N;FEM;PL
mitsubishi	mitsubishi	mitsubisha	mitsubishi		N;MASC;SG
przedni	antérieure	przednia	antérieur	N;NOM;MASC;SG	ADJ;FEM;SG
przedni	antérieur	przednia	antérieur	N;NOM;MASC;SG	ADJ;MASC;SG
zatrudnienie	emplois	zatrudnienie	emploi	N;NOM;NEUT;SG	N;MASC;PL
zatrudnienie	embaucher	zatrudnienie	embaucher	N;NOM;NEUT;SG	V;NFIN
technologia	technologique	technologia	technologique	N;NOM;FEM;SG	ADJ;MASC;SG
technologia	technologies	technologia	technologie	N;NOM;FEM;SG	N;FEM;PL
oklahoma	oklahoma	oklahy	oklahoma	N;NOM;NEUT;SG	PROPN
konkretne	spécifiques	konkretny	spécifique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
konkretne	concrètes	konkretny	concret	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
konkretne	béton	konkretny	béton	ADJ;NOM;NEUT;SG	N;MASC;SG
konflikty	conflit	konflikt	conflit	N;NOM;MASC;PL	N;MASC;SG
konflikty	conflit	konflikt	conflit	N;NOM;MASC;PL	N;MASC;SG
kings	rois	kings	roi		N;MASC;PL
kings	kings	kings	king		N;MASC;PL
dokładne	précises	dokładny	précis	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
dokładne	précises	dokładny	précis	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
dokładne	exactement	dokładny	exactement	ADJ;NOM;NEUT;SG	ADV
dokładne	exactes	dokładny	exact	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
podziemia	underground	podziemiać	underground		N;MASC;SG
podziemia	souterraine	podziemiać	souterrain		ADJ;FEM;SG
podziemia	souterrain	podziemiać	souterrain		N;MASC;SG
podziemia	souterrains	podziemiać	souterrain		N;MASC;PL
podziemia	enfers	podziemiać	enfer		N;MASC;PL
podziemia	pègre	podziemiać	pègre		N;FEM;SG
poprawę	améliorer	poprawa	améliorer	N;ACC;FEM;SG	V;NFIN
architektów	architecte	architekt	architecte	N;ACC;MASC;PL	N;MASC;SG
muza	muse	muza	muse		N;FEM;SG
czytać	lecture	czytać	lecture	V;IPFV;NFIN;ACT	N;FEM;SG
dopuszczalna	acceptables	dopuścizalny	acceptable	ADJ;NOM;FEM;SG	ADJ;MASC;PL
dopuszczalna	recevables	dopuścizalny	recevable	ADJ;NOM;FEM;SG	ADJ;MASC;PL
spada	chutes	spadać	chute	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
spada	falls	spadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
dramatyczny	dramatiques	dramatyczny	dramatique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
siódmego	septième	siódmy	septième	N;GEN;MASC;SG	ADJ;MASC;SG
zapasy	approvisionnement	zapas	approvisionnement	N;NOM;MASC;PL	N;MASC;SG
zapasy	catch	zapas	catch	N;NOM;MASC;PL	N;MASC;SG
zapasy	lutte	zapas	lutte	N;NOM;MASC;PL	N;FEM;SG
zapasy	wrestling	zapas	wrestling	N;NOM;MASC;PL	N;MASC;SG
zapasy	lutter	zapas	lutter	N;NOM;MASC;PL	V;NFIN
zapasy	stock	zapas	stock	N;NOM;MASC;PL	N;MASC;SG
żyły	veines	żyły	veine	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;FEM;PL
żyły	veine	żyły	veine	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;FEM;SG
donieck	donetsk	donieck	donetsk	PROPN;NOM;MASC;SG	PROPN
cesarzem	empereurs	cesarz	empereur	N;INS;MASC;SG	N;MASC;PL
organiczny	bio	organiczny	bio	ADJ;NOM;MASC;SG	N;MASC;SG
organiczny	biologiques	organiczny	biologique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
organiczny	organiques	organiczny	organique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
make	faites	maka	faire		V;FEM;PL;PST;V.PTCP
make	faire	maka	faire		V;NFIN
instrukcji	consignes	instrukcja	consigne	N;GEN;FEM;SG	N;FEM;PL
instrukcji	instructions	instrukcja	instruction	N;GEN;FEM;SG	N;FEM;PL
hope	espère	hopy	espérer		V;IND;SG;3;PRS;FIN
hope	espoirs	hopy	espoir		N;MASC;PL
hope	espérer	hopy	espérer		V;NFIN
hope	espoir	hopy	espoir		N;MASC;SG
hope	espérance	hopy	espérance		N;FEM;SG
zgoda	accepté	zgoda	accepter	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
zgoda	convenu	zgoda	convenu	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
face	visage	faka	visage		N;MASC;SG
face	face	faka	face		N;FEM;SG
opada	chutes	opadać	chute	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
opada	falls	opadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
genewie	genève	genew	genève	N;NOM;MASC;SG	ADJ;FEM;SG
zapewnienie	assurant	zapewnić	assurer	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PRS;V.PTCP
zapewnienie	assurez	zapewnić	assurer	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IMP;PL;2;PRS;FIN
barwa	coloris	barwa	coloris	N;NOM;FEM;SG	N;MASC;PL
barwa	couleurs	barwa	couleur	N;NOM;FEM;SG	N;FEM;PL
barwa	coloris	barwa	coloris	N;NOM;FEM;SG	N;MASC;PL
barwa	couleurs	barwa	couleur	N;NOM;FEM;SG	N;FEM;PL
inżynieria	ingénieurs	inżynierie	ingénieur	N;NOM;FEM;SG	N;MASC;PL
turbo	turbo	turbo	turbo		N;MASC;SG
sale	vente	sala	vente	N;NOM;FEM;PL	N;FEM;SG
dat	dat	dat	dat		
siatkówki	rétinienne	siatkówka	rétinien	N;NOM;FEM;SG	ADJ;FEM;SG
design	dessin	design	dessin		N;MASC;SG
design	design	design	design		N;MASC;SG
design	conception	design	conception		N;FEM;SG
seweryn	seweryn	seweryn	seweryn	N;NOM;MASC;SG	PROPN
concacaf	concacaf	concacaf	concacaf	N;GEN;MASC;SG	PROPN
maks	max	maks	max		N;MASC;SG
maks	maxi	maks	maxi		N;MASC;SG
maks	maxime	maks	maxime		PROPN
maks	maximum	maks	maximum		ADJ;MASC;SG
majewski	majewski	majewski	majewski	ADJ;NOM;MASC;SG	PROPN
buffalo	buffles	buffalo	buffle	N;NOM;MASC;SG	N;MASC;PL
buffalo	buffalo	buffalo	buffalo	N;NOM;MASC;SG	PROPN
buffalo	bisons	buffalo	bison	N;NOM;MASC;SG	N;MASC;PL
uzupełnić	recharge	uzupełnić	recharge	V;PFV;NFIN;ACT	N;FEM;SG
prawdopodobieństwo	probabilités	prawdopodobieństwo	probabilité	N;NOM;NEUT;SG	N;FEM;PL
hetman	hetman	hetman	hetman		N;MASC;SG
zwłoki	cadavre	zwłoki	cadavre	N;ACC;NEUT;PL	N;MASC;SG
zwłoki	cadavre	zwłoki	cadavre	N;ACC;NEUT;PL	N;MASC;SG
pokoleń	générations	pokolenie	génération		N;FEM;PL
wieczny	eternel	wieczny	eternel	ADJ;NOM;MASC;SG	N;MASC;SG
wieczny	éternels	wieczny	éternel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
wieczny	eternel	wieczny	eternel	ADJ;NOM;MASC;SG	N;MASC;SG
stężenie	concentrations	stężyć	concentration	N;NOM;NEUT;SG	N;FEM;PL
zrobione	prises	zrobić	prendre	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zrobione	taken	zrobić	taken	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
zrobione	pris	zrobić	prendre	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zrobione	prise	zrobić	prendre	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zrobione	fait	zrobić	faire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zrobione	fabriqués	zrobić	fabriquer	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zrobione	faite	zrobić	faire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zrobione	fabriqué	zrobić	fabriquer	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zrobione	fait	zrobić	faire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zrobione	faite	zrobić	faire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
inżynierów	ingénieur	inżynier	ingénieur	N;ACC;MASC;PL	N;MASC;SG
bonaparte	bonaparte	bonaparty	bonaparte		N;MASC;SG
odwołany	annulée	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
odwołany	annulé	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
odwołany	annulés	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
odwołany	annulée	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
odwołany	annulé	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
odwołany	annulés	odwołać	annuler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
żyła	veine	żyć	veine	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;FEM;SG
zjednoczenie	unity	zjednoczenie	unity	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN
zjednoczenie	retrouvailles	zjednoczenie	retrouvaille	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
wnioski	conclusion	wniosek	conclusion	N;NOM;MASC;PL	N;FEM;SG
podłoża	substrats	podłoże	substrat		N;MASC;PL
radiowy	radio	radiowy	radio	ADJ;NOM;MASC;SG	N;FEM;SG
emi	ime	em	ime		N;MASC;SG
emi	emi	em	emi		PROPN
sauber	sauber	sauber	sauber	N;NOM;MASC;SG	PROPN
somerset	somerset	somerset	somerset	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
atlantyku	atlantique	atlantyk	atlantique	N;GEN;MASC;SG	ADJ;MASC;SG
pytaj	demandez	pytać	demander	V;IPFV;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
pytaj	demande	pytać	demande	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;SG
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	PROPN
parki	parc	park	parc	N;NOM;MASC;PL	N;MASC;SG
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
rain	pluies	raina	pluie		N;FEM;PL
rain	rain	raina	rain		PROPN
rain	pluie	raina	pluie		N;FEM;SG
jam	jam	ja	jam		PROPN
jam	confiture	ja	confiture		N;FEM;SG
jam	confitures	ja	confiture		N;FEM;PL
połączyć	fusion	połączyć	fusion	V;PFV;NFIN;ACT	N;FEM;SG
pozytywne	positives	pozytywny	positif	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
pozytywne	positifs	pozytywny	positif	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
pętli	boucles	pętla	boucle		N;FEM;PL
pętli	looping	pętla	looping		N;MASC;SG
pętli	boucles	pętla	boucle		N;FEM;PL
pętli	boucle	pętla	boucle		N;FEM;SG
historie	histoires	histora	histoire	N;NOM;FEM;SG	N;FEM;PL
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;MASC;SG	PROPN
intensywnie	intense	intensywnie	intense	ADV	ADJ;FEM;SG
intensywnie	intenses	intensywnie	intense	ADV	ADJ;MASC;PL
niepełnosprawnych	handicapé	niepełnosprawny	handicapé	ADJ;GEN;MASC;PL	V;MASC;SG;PST;V.PTCP
niepełnosprawnych	handicapés	niepełnosprawny	handicaper	ADJ;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
niepełnosprawnych	désactivés	niepełnosprawny	désactiver	ADJ;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
niepełnosprawnych	désactivée	niepełnosprawny	désactiver	ADJ;GEN;MASC;PL	V;FEM;SG;PST;V.PTCP
niepełnosprawnych	désactivé	niepełnosprawny	désactiver	ADJ;GEN;MASC;PL	V;MASC;SG;PST;V.PTCP
niepełnosprawnych	handicapé	niepełnosprawny	handicapé	ADJ;GEN;MASC;PL	V;MASC;SG;PST;V.PTCP
niepełnosprawnych	handicapés	niepełnosprawny	handicaper	ADJ;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
niepełnosprawnych	handicapée	niepełnosprawny	handicapé	ADJ;GEN;MASC;PL	V;FEM;SG;PST;V.PTCP
niepełnosprawnych	handicapées	niepełnosprawny	handicapé	ADJ;GEN;MASC;PL	V;FEM;PL;PST;V.PTCP
magnus	magnus	magnus	magnu	N;NOM;MASC;SG	PROPN
przejęcia	acquisitions	przejąć	acquisition	N;NOM;NEUT;SG	N;FEM;PL
libii	libye	libić	libye	PROPN;GEN;FEM;SG	N;FEM;SG
fizyka	physique	fizyk	physique		ADJ;MASC;SG
islamu	islam	islam	islam		N;MASC;SG
sporów	contentieux	spór	contentieux		N;MASC;SG
sporów	litiges	spór	litige		N;MASC;PL
sporów	conflits	spór	conflit		N;MASC;PL
sporów	différends	spór	différend		N;MASC;PL
jeremy	jérémie	jeremć	jérémie	PROPN;NOM;MASC;SG	PROPN
jeremy	jeremy	jeremć	jeremy	PROPN;NOM;MASC;SG	PROPN
jeremy	jérémy	jeremć	jérémy	PROPN;NOM;MASC;SG	PROPN
nagrobek	tombes	nagrobek	tombe	N;ACC;MASC;SG	N;FEM;PL
nagrobek	tombe	nagrobek	tomber	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
haiti	haiti	haiti	haitir		PROPN
haiti	haïti	haiti	haïti		PROPN
haiti	haïtienne	haiti	haïtien		ADJ;FEM;SG
haiti	haïtien	haiti	haïtien		ADJ;MASC;SG
haiti	haïtiens	haiti	haïtien		ADJ;MASC;PL
calcio	calcio	calcio	calcio	INTJ	N;MASC;SG
przekształcenia	transformations	przekształcenie	transformation	N;NOM;NEUT;SG	N;FEM;PL
wiara	faith	wiara	faire	N;NOM;FEM;SG	PROPN
wiara	croire	wiara	croire	N;NOM;FEM;SG	V;NFIN
jesień	automne	jesień	automne		N;MASC;SG
jesień	tomber	jesień	tomber		V;NFIN
jesień	automne	jesień	automne		N;MASC;SG
jesień	chute	jesień	chute		N;FEM;SG
jesień	fall	jesień	fall		INTJ
rejestracji	enregistrements	rejestracja	enregistrement	N;GEN;FEM;SG	N;MASC;PL
rejestracji	inscriptions	rejestracja	inscription	N;GEN;FEM;SG	N;FEM;PL
myślenia	réfléchir	myślenie	réfléchir	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
myślenia	pensant	myślenie	penser	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PRS;V.PTCP
myślenia	penser	myślenie	penser	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
prześladowań	persécuter	prześladowanie	persécuter	N;GEN;NEUT;PL	V;NFIN
prześladowań	persécution	prześladowanie	persécution	N;GEN;NEUT;PL	N;FEM;SG
kolorado	colorado	kolorado	colorado		N;MASC;SG
mks	mks	mksieć	mk		N;MASC;SG
bezpośredni	directe	bezpośredni	direct		ADJ;FEM;SG
bezpośredni	directement	bezpośredni	directement		ADV
bezpośredni	direct	bezpośredni	direct		ADJ;MASC;SG
bezpośredni	directs	bezpośredni	direct		ADJ;MASC;PL
błony	membranes	błon	membrane		N;FEM;PL
derby	derby	derba	derby		N;MASC;SG
głębokie	profonds	głęboki	profond	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
głębokie	deep	głęboki	deep	ADJ;NOM;NEUT;SG	PROPN
głębokie	profonds	głęboki	profond	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
pieszych	piéton	pieszy	piéton		N;MASC;SG
pieszych	piétons	pieszy	piéton		N;MASC;PL
pieszych	piétonne	pieszy	piétonne		N;FEM;SG
pieszych	piétons	pieszy	piéton		N;MASC;PL
pieszych	piéton	pieszy	piéton		N;MASC;SG
laurent	laurent	laurent	laurer	PROPN;NOM;MASC;SG	PROPN
przedstawiona	présentés	przedstawić	présenter	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przedstawiona	présentées	przedstawić	présenter	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
przedstawiona	présentée	przedstawić	présenter	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przedstawiona	présenté	przedstawić	présenter	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
plakat	poster	plakat	poster	N;NOM;MASC;SG	V;NFIN
plakat	affiches	plakat	affiche	N;NOM;MASC;SG	N;FEM;PL
palermo	palerme	palermo	palerme	PROPN;NOM;MASC;SG	PROPN
wdowa	veuves	wdowa	veuve	N;NOM;FEM;SG	N;FEM;PL
wdowa	veuf	wdowa	voufr	N;NOM;FEM;SG	ADJ;MASC;SG
cole	cole	cól	cole		PROPN
kulturowe	culturels	kulturowy	culturel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
mma	mma	mma	mmatore		N;MASC;SG
prywatny	privée	prywatny	priver	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
prywatny	privés	prywatny	priver	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
wójcik	wójcik	wójcik	wójcik	PROPN;NOM;MASC;SG	
gil	gil	gil	gil	PROPN;NOM;MASC;SG	PROPN
boliwii	boliviens	boliwia	bolivien		ADJ;MASC;PL
boliwii	bolivienne	boliwia	bolivien		ADJ;FEM;SG
boliwii	bolivien	boliwia	bolivien		ADJ;MASC;SG
boliwii	bolivie	boliwia	bolivie		PROPN
boliwii	bolivie	boliwia	bolivie		PROPN
wyrażenia	phrases	wyrażenie	phrase	N;NOM;NEUT;SG	N;FEM;PL
wyrażenia	expressions	wyrażenie	expression	N;NOM;NEUT;SG	N;FEM;PL
wyrażenia	expressions	wyrażenie	expression	N;NOM;NEUT;SG	N;FEM;PL
gazy	gaz	gaz	gaz	N;NOM;MASC;PL	N;MASC;SG
gazy	gaza	gaz	gaza	N;NOM;MASC;PL	PROPN
edu	edu	edeb	edu		
nasion	semences	nasiono	semence		N;FEM;PL
nasion	graines	nasiono	graine		N;FEM;PL
nasion	graine	nasiono	graine		N;FEM;SG
nasion	semences	nasiono	semence		N;FEM;PL
nasion	seed	nasiono	seed		PROPN
nasion	graines	nasiono	graine		N;FEM;PL
nasion	semence	nasiono	semence		N;FEM;SG
flora	flora	flor	flora		PROPN
flora	flore	flor	flore		N;FEM;SG
śródziemnego	méditerranée	śródziemny	méditerranée	ADJ;ACC;MASC;SG	N;FEM;SG
siódme	septième	siódmy	septième		ADJ;MASC;SG
siódme	seventh	siódmy	seventh		N;MASC;SG
starsza	âgées	stary	âgé	ADJ;NOM;CMPR;FEM;SG	ADJ;FEM;PL
esp	esp	espy	esp		
porównania	comparaisons	porównanie	comparaison	N;NOM;NEUT;SG	N;FEM;PL
porównania	comparaisons	porównanie	comparaison	N;NOM;NEUT;SG	N;FEM;PL
porównania	comparatifs	porównanie	comparatif	N;NOM;NEUT;SG	ADJ;MASC;PL
phillips	philips	phillips	philip	PROPN;NOM;MASC;SG	PROPN
phillips	phillips	phillips	phillip	PROPN;NOM;MASC;SG	PROPN
jiří	jiří	jiří	jiří	PROPN;NOM;MASC;SG	PROPN
seine	senne	seiny	senne		N;FEM;SG
seine	seine	seiny	seine		N;FEM;SG
antwerpii	anvers	antwerpia	anvers	PROPN;NOM;MASC;SG	PROPN
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	PROPN
zarzut	allégations	zarzut	allégation	N;NOM;MASC;SG	N;FEM;PL
dialog	dialogues	dialog	dialogue	N;NOM;MASC;SG	N;MASC;PL
dialog	dialoguer	dialog	dialoguer	N;NOM;MASC;SG	V;NFIN
sztuczne	artificiels	sztuczny	artificiel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
sztuczne	artificielles	sztuczny	artificiel	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
baltimore	baltimore	baltimor	baltimore	N;NOM;MASC;SG	PROPN
uwięziony	incarcérés	uwięzić	incarcérer	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uwięziony	emprisonnés	uwięzić	emprisonner	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uwięziony	emprisonné	uwięzić	emprisonner	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uwięziony	coincé	uwięzić	coincé	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
uwięziony	piégés	uwięzić	piéger	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
uwięziony	piégée	uwięzić	piéger	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
uwięziony	piégé	uwięzić	piéger	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ogrodzie	jardins	ogród	jardin	N;DAT;MASC;SG	N;MASC;PL
robertson	robertson	robertson	robertson	PROPN;NOM;MASC;SG	PROPN
apple	pommier	appo	pommier		N;MASC;SG
apple	pommes	appo	pomme		N;FEM;PL
apple	apple	appo	apple		PROPN
apple	pomme	appo	pomme		N;FEM;SG
iwona	iwona	iwon	iwona	PROPN;NOM;FEM;SG	INTJ
iwona	yvonne	iwon	yvonne	PROPN;NOM;FEM;SG	N;FEM;SG
wiosna	spring	wiosna	spring		PROPN
wiosna	printemps	wiosna	printemps		N;MASC;SG
wiosna	ressort	wiosna	ressort		N;MASC;SG
rządowe	gouvernement	rządowy	gouvernement	ADJ;NOM;NEUT;SG	N;MASC;SG
rządowe	gouvernements	rządowy	gouvernement	ADJ;NOM;NEUT;SG	N;MASC;PL
śpiewa	chant	śpiewać	chant	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
przekonany	persuadé	przekonany	persuader	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przekonany	convaincue	przekonany	convaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przekonany	convaincu	przekonany	convaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przekonany	convaincus	przekonany	convaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
kaliber	calibre	kaliber	calibre		N;MASC;SG
kaliber	calibre	kaliber	calibre		N;MASC;SG
jessica	jessica	jessica	jessica	N;NOM;FEM;SG	PROPN
