در	porta	در	porta	ADP	N;FEM;SG
بلند	altos	بلند	alto	ADJ	N;MASC;PL
بلند	alta	بلند	alta	ADJ	N;FEM;SG
بلند	alto	بلند	alto	ADJ	ADV
ایتالیایی	italianos	ایتالیایی	italiano	N;SG	N;MASC;PL
نگاه	olhando	نگاه	olhar	N;SG	V;V.MSDR
نگاه	procurando	نگاه	procurar	N;SG	V;V.MSDR
نماینده	representativo	نماینده	representativo	N;SG	ADJ;MASC;SG
نماینده	representativa	نماینده	representativa	N;SG	ADJ;FEM;SG
نماینده	delegar	نماینده	delegar	N;SG	V;NFIN
مقدس	sagrado	مقدس	sagrado	ADJ	N;MASC;SG
مقدس	sagrados	مقدس	sagrado	ADJ	N;MASC;PL
مقدس	sagrada	مقدس	sagrada	ADJ	N;FEM;SG
مقدس	santo	مقدس	santo	ADJ	N;MASC;SG
حرف	falando	حرف	falar	N;SG	V;V.MSDR
حرف	conversando	حرف	conversar	N;SG	V;V.MSDR
حرف	conversar	حرف	conversar	N;SG	V;NFIN
حرف	fala	حرف	falar	N;SG	V;IND;SG;3;PRS;FIN
حرف	falar	حرف	falar	N;SG	V;NFIN
حرف	fale	حرف	falar	N;SG	V;SBJV;SG;3;PRS;FIN
اشتباه	errado	اشتباه	errar	N;SG	V;MASC;SG;V.PTCP
اشتباه	errada	اشتباه	errar	N;SG	V;FEM;SG;V.PTCP
جامع	abrangente	جامع	abrangente	N;SG	ADJ;MASC;SG
جامع	abrangentes	جامع	abrangente	N;SG	ADJ;MASC;PL
یونانی	gregos	یونانی	grego	N;SG	N;MASC;PL
یونانی	gregos	یونانی	grego	N;SG	N;MASC;PL
جعبه	caixas	جعبه	caixa	N;SG	N;FEM;PL
جعبه	caixotes	جعبه	caixote	N;SG	N;MASC;PL
محدود	delimitada	محدود	delimitar	ADJ	V;FEM;SG;V.PTCP
محدود	limitado	محدود	limitar	ADJ	V;MASC;SG;V.PTCP
محدود	limitados	محدود	limitar	ADJ	V;MASC;PL;V.PTCP
محدود	limitadas	محدود	limitar	ADJ	V;FEM;PL;V.PTCP
محدود	limited	محدود	limited	ADJ	N;MASC;SG
محدود	limitada	محدود	limitar	ADJ	V;FEM;SG;V.PTCP
محدود	limite	محدود	limite	ADJ	N;MASC;SG
محدود	limitar	محدود	limitar	ADJ	V;NFIN
احتمال	chances	احتمال	chance	N;SG	N;FEM;PL
احتمال	probabilidades	احتمال	probabilidade	N;SG	N;FEM;PL
احتمال	probabilidades	احتمال	probabilidade	N;SG	N;FEM;PL
نروژ	noruegueses	نروژ	norueguês	N;SG	N;MASC;PL
همیشه	always	همیشه	alway	ADV	N;MASC;SG
عشق	amo	عشق	amo	N;SG	V;IND;SG;1;PRS;FIN
مجارستان	húngaros	مجارستان	húngaro	N;SG	N;MASC;PL
ارمنی	armênios	ارمنی	armênio	N;SG	N;MASC;PL
ارمنی	armênios	ارمنی	armênio	N;SG	N;MASC;PL
ارمنی	arménios	ارمنی	arménio	N;SG	N;MASC;PL
چک	verificações	چک	verificação	N;SG	N;FEM;PL
چک	controlos	چک	controlo	N;SG	N;MASC;PL
چک	cheques	چک	cheques	N;SG	N;MASC;PL
خصوصی	privada	خصوصی	privado	N;SG	ADJ;FEM;SG
خصوصی	privado	خصوصی	privado	N;SG	ADJ;MASC;SG
ساده	simple	ساده	simple	ADJ	N;MASC;SG
ساده	plain	ساده	plain	ADJ	N;MASC;SG
ساده	planície	ساده	planície	ADJ	N;FEM;SG
ساده	simplesmente	ساده	simplesmente	ADJ	ADV
ساده	easy	ساده	easy	ADJ	N;MASC;SG
ساده	calma	ساده	calma	ADJ	N;FEM;SG
شنا	nadar	None	nadar	N;SG	V;NFIN
شنا	nadar	None	nadar	N;SG	V;NFIN
سپاه	exércitos	سپاه	exército	N;SG	N;MASC;PL
برج	torres	برج	torres	N;SG	N;FEM;PL
اسکاتلند	escoceses	اسکاتلند	escocês	N;SG	N;MASC;PL
اسید	ácidos	اسید	ácido	N;SG	N;MASC;PL
لس	los	لس	eles	N;SG	PRO;ACC;MASC;PL;3
اوایل	early	اول	early	N;PL	N;MASC;SG
اوایل	cedo	اول	cedo	N;PL	ADV
پنجم	quinta	پنجم	quinta	ADJ	N;FEM;SG
پشتیبانی	apoios	پشتیبانی	apoio	N;SG	N;MASC;PL
پشتیبانی	apoiado	پشتیبانی	apoiar	N;SG	V;MASC;SG;V.PTCP
پشتیبانی	suportados	پشتیبانی	suportar	N;SG	V;MASC;PL;V.PTCP
پشتیبانی	suportadas	پشتیبانی	suportar	N;SG	V;FEM;PL;V.PTCP
پشتیبانی	suportada	پشتیبانی	suportar	N;SG	V;FEM;SG;V.PTCP
پشتیبانی	suportado	پشتیبانی	suportar	N;SG	V;MASC;SG;V.PTCP
پشتیبانی	reforços	پشتیبانی	reforço	N;SG	N;MASC;PL
معاصر	contemporâneo	معاصر	contemporâneo	N;SG	ADJ;MASC;SG
معاصر	contemporâneos	معاصر	contemporâneo	N;SG	N;MASC;PL
معاصر	contemporâneas	معاصر	contemporâneo	N;SG	ADJ;FEM;PL
برده	escrava	برد#بر	escravar	V;SG;3;V.PTCP	N;FEM;SG
برده	escravos	برد#بر	escravo	V;SG;3;V.PTCP	N;MASC;PL
برده	escravo	برد#بر	escravo	V;SG;3;V.PTCP	N;MASC;SG
عثمانی	otomanos	عثمانی	otomano	N;SG	N;MASC;PL
توزیع	distribui	توزیع	distribuir	N;SG	V;IND;SG;3;PRS;FIN
توزیع	distribuir	توزیع	distribuir	N;SG	V;NFIN
برخورد	impactos	برخورد	impacto	N;SG	N;MASC;PL
دلایل	argumentação	دلیل	argumentação	N;PL	N;FEM;SG
صد	hundred	صد	hundred	NUM	N;MASC;SG
صد	centena	صد	centena	NUM	N;FEM;SG
عرب	árabes	عرب	árabe	N;SG	N;MASC;PL
عرب	árabes	عرب	árabe	N;SG	N;MASC;PL
پیروزی	triunfar	پیروزی	triunfar	N;SG	V;NFIN
اقیانوس	oceanos	None	oceano	N;SG	N;MASC;PL
اقیانوس	oceanos	None	oceano	N;SG	N;MASC;PL
سریع	rápido	سریع	rápido	ADV	ADJ;MASC;SG
سریع	rápido	سریع	rápido	ADV	ADJ;MASC;SG
سریع	fast	سریع	fast	ADV	N;MASC;SG
جوان	jovem	جوان	jovem	N;SG	ADJ;MASC;SG
جوان	jovens	جوان	jovem	N;SG	N;MASC;PL
مشابه	similares	مشابه	similar	ADJ	N;MASC;PL
جشن	comemorando	جشن	comemorar	N;SG	V;V.MSDR
جشن	celebrando	جشن	celebrar	N;SG	V;V.MSDR
جشن	celebrar	جشن	celebrar	N;SG	V;NFIN
جشن	celebra	جشن	celebra	N;SG	V;IND;SG;3;PRS;FIN
جشن	celebre	جشن	celebre	N;SG	V;SBJV;SG;3;PRS;FIN
جشن	comemorar	جشن	comemorar	N;SG	V;NFIN
نظیر	peer	نظیر	peer	ADV	N;MASC;SG
نظیر	nazir	نظیر	nazir	ADV	N;MASC;SG
جمهور	presidentes	جمهور	presidente	N;SG	N;MASC;PL
اعمال	aplicando	عمل	aplicar	N;SG	V;V.MSDR
آینده	futuras	آینده	futuro	N;SG	ADJ;FEM;PL
آینده	futuros	آینده	futuro	N;SG	ADJ;MASC;PL
اسپانیایی	espanhóis	اسپانیایی	espanhol	N;SG	N;MASC;PL
قطع	corta	قطع	cortar	N;SG	V;IND;SG;3;PRS;FIN
قطع	cortar	قطع	cortar	N;SG	V;NFIN
رد	vermelhas	رد	vermelho	N;SG	N;FEM;PL
رد	vermelhos	رد	vermelho	N;SG	N;MASC;PL
مازندران	mazandaran	مازندران	mazandaran	N;SG	V;IND;SG;3;PST+PRF;FIN
اخیر	recentes	اخیر	recente	ADJ	N;MASC;PL
تدوین	editando	تدوین	editar	N;SG	V;V.MSDR
جوانان	juventude	جوان	juventude	N;PL	N;FEM;SG
تازه	frescas	تازه	fresco	ADV	N;FEM;PL
تازه	fresh	تازه	fresh	ADV	N;MASC;SG
تازه	frescos	تازه	fresco	ADV	N;MASC;PL
تازه	fresco	تازه	fresco	ADV	N;MASC;SG
تازه	novo	تازه	novo	ADV	ADJ;MASC;SG
تازه	novas	تازه	novo	ADV	ADJ;FEM;PL
تازه	novos	تازه	novo	ADV	ADJ;MASC;PL
تازه	novidade	تازه	novidade	ADV	N;FEM;SG
تازه	nova	تازه	novo	ADV	ADJ;FEM;SG
سرخ	vermelhas	سرخ	vermelho	N;SG	N;FEM;PL
سرخ	vermelhos	سرخ	vermelho	N;SG	N;MASC;PL
دل	corações	دل	coração	N;SG	N;FEM;PL
دل	copas	دل	copa	N;SG	N;FEM;PL
ناشر	editoras	ناشر	editora	N;SG	N;FEM;PL
ناشر	editores	ناشر	editor	N;SG	N;MASC;PL
واقعی	real	واقعی	real	ADJ	N;MASC;SG
واقعی	reais	واقعی	real	ADJ	N;MASC;PL
فیلمبرداری	filmou	فیلمبرداری	filmar	N;SG	V;IND;SG;3;PST;FIN
فیلمبرداری	filmado	فیلمبرداری	filmar	N;SG	V;MASC;SG;V.PTCP
فیلمبرداری	filmada	فیلمبرداری	filmar	N;SG	V;FEM;SG;V.PTCP
فیلمبرداری	filmados	فیلمبرداری	filmar	N;SG	V;MASC;PL;V.PTCP
فیلمبرداری	atirando	فیلمبرداری	atirar	N;SG	V;V.MSDR
فیلمبرداری	filmando	فیلمبرداری	filmar	N;SG	V;V.MSDR
فیلمبرداری	filmar	فیلمبرداری	filmar	N;SG	V;NFIN
فیلمبرداری	filmagens	فیلمبرداری	filmagem	N;SG	N;FEM;PL
آورده	trouxeram	آورد#آور	trouxer	V;SG;3;V.PTCP	V;IND;PL;3;FIN
جایگزین	substitutos	جایگزین	substituto	ADJ	N;MASC;PL
جایگزین	substituições	جایگزین	substituição	ADJ	N;FEM;PL
جایگزین	alternativas	جایگزین	alternativa	ADJ	N;FEM;PL
جایگزین	alternativa	جایگزین	alternativa	ADJ	N;FEM;SG
جایگزین	substituto	جایگزین	substituto	ADJ	N;MASC;SG
جایگزین	substituição	جایگزین	substituição	ADJ	N;FEM;SG
جایگزین	substituído	جایگزین	substituir	ADJ	V;MASC;SG;V.PTCP
جایگزین	substituídos	جایگزین	substituir	ADJ	V;MASC;PL;V.PTCP
جایگزین	substituída	جایگزین	substituir	ADJ	V;FEM;SG;V.PTCP
جایگزین	substituiu	جایگزین	substituir	ADJ	V;IND;SG;3;PST;FIN
جایگزین	substituir	جایگزین	substituir	ADJ	V;NFIN
جایگزین	substitui	جایگزین	substituir	ADJ	V;IND;SG;3;PRS;FIN
جایگزین	substitua	جایگزین	substituar	ADJ	V;SBJV;SG;3;PRS;FIN
جایگزین	substituição	جایگزین	substituição	ADJ	N;FEM;SG
شبیه	like	شبیه	like	ADJ	N;MASC;SG
شبیه	como	شبیه	como	ADJ	ADV
بافت	tecidos	بافت	tecido	N;SG	N;MASC;PL
بافت	texturas	بافت	textura	N;SG	N;FEM;PL
بهبود	melhorar	بهبود	melhorar	N;SG	V;NFIN
بهبود	melhorando	بهبود	melhorar	N;SG	V;V.MSDR
بهبود	melhorias	بهبود	melhoria	N;SG	N;FEM;PL
بهبود	recuperando	بهبود	recuperar	N;SG	V;V.MSDR
بهبود	melhorar	بهبود	melhorar	N;SG	V;NFIN
بهبود	melhore	بهبود	melhore	N;SG	V;SBJV;SG;3;PRS;FIN
ایرانیان	persa	ایرانی	persa	N;PL	N;MASC;SG
ایرانیان	iraniana	ایرانی	iraniano	N;PL	N;FEM;SG
ایرانیان	iraniano	ایرانی	iraniano	N;PL	N;MASC;SG
رومانی	romenos	رومانی	romeno	N;SG	N;MASC;PL
استادان	masters	استاد	master	N;PL	N;MASC;SG
استادان	mestrado	استاد	mestrado	N;PL	N;MASC;SG
نهایی	finais	نهایی	final	ADJ	N;MASC;PL
نهایی	final	نهایی	final	ADJ	N;MASC;SG
نهایی	ultimate	نهایی	ultimate	ADJ	N;MASC;SG
فلزی	metais	فلزی	metal	N;SG	N;MASC;PL
فلزی	metálicas	فلزی	metálico	N;SG	N;FEM;PL
فلزی	metálicos	فلزی	metálico	N;SG	N;MASC;PL
ژاپنی	japoneses	ژاپنی	japonês	N;SG	N;MASC;PL
هنرهای	arts	هنر	art	N;PL	N;MASC;SG
پرچم	bandeiras	پرچم	bandeira	N;SG	N;FEM;PL
تحصیلات	educação	تحصیل	educação	N;PL	N;FEM;SG
تحصیلات	ensino	تحصیل	ensino	N;PL	N;MASC;SG
اکثر	most	اکثر	most	ADJ	N;MASC;SG
روشن	light	روشن	light	ADJ	N;MASC;SG
روشن	luz	روشن	luz	ADJ	N;FEM;SG
روشن	leve	روشن	levar	ADJ	V;SBJV;SG;3;PRS;FIN
روشن	clear	روشن	clear	ADJ	N;MASC;SG
روشن	limpar	روشن	limpar	ADJ	V;NFIN
روشن	roshan	روشن	roshan	ADJ	N;MASC;SG
سعی	tentar	سعی	tentar	N;SG	V;NFIN
سعی	tentando	سعی	tentar	N;SG	V;V.MSDR
ساسانیان	indo	ساسانی	ir	N;PL	V;V.MSDR
اجرایی	executivo	اجرایی	executivo	ADJ	N;MASC;SG
اجرایی	executivos	اجرایی	executivo	ADJ	N;MASC;PL
اجرایی	executiva	اجرایی	executivo	ADJ	N;FEM;SG
پست	postar	پست	postar	N;SG	V;NFIN
پست	publicar	پست	publicar	N;SG	V;NFIN
پست	publicado	پست	publicar	N;SG	V;MASC;SG;V.PTCP
پست	postado	پست	postar	N;SG	V;MASC;SG;V.PTCP
پست	postou	پست	postar	N;SG	V;IND;SG;3;PST;FIN
پست	postei	پست	postar	N;SG	V;IND;SG;1;PST;FIN
پست	publicou	پست	publicar	N;SG	V;IND;SG;3;PST;FIN
بشر	humanos	بشر	humano	N;SG	N;MASC;PL
بشر	humano	بشر	humano	N;SG	ADJ;MASC;SG
بشر	humanas	بشر	humano	N;SG	N;FEM;PL
بشر	humana	بشر	humano	N;SG	ADJ;FEM;SG
مدار	circuitos	مدار	circuito	N;SG	N;MASC;PL
کدام	qual	کدام	qual	N;SG	PRO;MASC;SG
نگهداری	mantendo	نگهداری	manter	N;SG	V;V.MSDR
نگهداری	manter	نگهداری	manter	N;SG	V;NFIN
بهره	juros	بهره	juro	N;SG	N;MASC;PL
اروپایی	europeias	اروپایی	europeia	N;SG	N;FEM;PL
رفتار	comportamentos	رفتار	comportamento	N;SG	N;MASC;PL
رفتار	deliberando	رفتار	deliberar	N;SG	V;V.MSDR
رفتار	atuando	رفتار	atuar	N;SG	V;V.MSDR
رفتار	comportamentos	رفتار	comportamento	N;SG	N;MASC;PL
نوری	leve	نوری	levar	N;SG	V;SBJV;SG;3;PRS;FIN
نوری	ópticos	نوری	óptico	N;SG	N;MASC;PL
محور	eixos	محور	eixo	N;SG	N;MASC;PL
حمل	transportando	حمل	transportar	N;SG	V;V.MSDR
دینی	religiosos	دین	religioso	N;SG	ADJ;MASC;PL
دینی	religiosa	دین	religioso	N;SG	ADJ;FEM;SG
دینی	religioso	دین	religioso	N;SG	ADJ;MASC;SG
دینی	religiosas	دین	religioso	N;SG	ADJ;FEM;PL
مسلمانان	muçulmano	مسلمان	muçulmano	N;PL	N;MASC;SG
مسلمانان	muçulmana	مسلمان	muçulmano	N;PL	N;FEM;SG
پیشین	anterior	پیشین	anterior	N;SG	ADJ;MASC;SG
پیشین	anteriores	پیشین	anterior	N;SG	ADJ;MASC;PL
مقایسه	comparar	مقایسه	comparar	N;SG	V;NFIN
مقایسه	compare	مقایسه	comparar	N;SG	N;MASC;PL
مقایسه	comparado	مقایسه	comparar	N;SG	V;MASC;SG;V.PTCP
مقایسه	comparada	مقایسه	comparar	N;SG	V;FEM;SG;V.PTCP
مقایسه	comparados	مقایسه	comparar	N;SG	V;MASC;PL;V.PTCP
رسیدن	chegou	رسیدن	chegar	N;SG	V;IND;SG;3;PST;FIN
رسیدن	chegaram	رسیدن	chegar	N;SG	V;IND;PL;3;FIN
رسیدن	cheguei	رسیدن	chegar	N;SG	V;IND;SG;1;PST;FIN
ابزار	ferramentas	ابزار	ferramenta	N;SG	N;FEM;PL
مهاجرت	migrar	مهاجرت	migrar	N;SG	V;NFIN
مهاجرت	migrações	مهاجرت	migração	N;SG	N;FEM;PL
مقاومت	resiste	مقاومت	resistir	N;SG	V;IND;SG;3;PRS;FIN
مقاومت	resistir	مقاومت	resistir	N;SG	V;NFIN
مقاومت	resista	مقاومت	resistar	N;SG	V;SBJV;SG;3;PRS;FIN
مقاومت	resistindo	مقاومت	resistir	N;SG	V;V.MSDR
مقاومت	resistências	مقاومت	resistência	N;SG	N;FEM;PL
سینمایی	filme	سینمایی	filme	ADJ	N;MASC;SG
بیمارستان	hospitalares	بیمارستان	hospitalar	N;SG	N;MASC;PL
بیمارستان	hospitalar	بیمارستان	hospitalar	N;SG	ADJ;MASC;SG
بیمارستان	hospitais	بیمارستان	hospital	N;SG	N;MASC;PL
پا	pernas	پا	perna	N;SG	N;FEM;PL
اصول	básico	اصل	básico	N;PL	ADJ;MASC;SG
کن	ken	کرد#کن	ken	V;IMP;SG;2	N;MASC;SG
تفاوت	diferenças	تفاوت	diferença	N;SG	N;FEM;PL
تفاوت	divergências	تفاوت	divergência	N;SG	N;FEM;PL
تفاوت	diferenças	تفاوت	diferença	N;SG	N;FEM;PL
تفاوت	diferenças	تفاوت	diferença	N;SG	N;FEM;PL
دیدگاه	aspetos	دیدگاه	aspeto	N;SG	N;MASC;PL
دیدگاه	aspectos	دیدگاه	aspecto	N;SG	N;MASC;PL
گمر	gmr	گمر	gmr		N;MASC;SG
دانمارک	dinamarqueses	دانمارک	dinamarquês	N;SG	N;MASC;PL
نوشتن	escreve	نوشتن	escrever	N;SG	V;IND;SG;3;PRS;FIN
نوشتن	escreva	نوشتن	escrever	N;SG	V;SBJV;SG;3;PRS;FIN
نوشتن	escrever	نوشتن	escrever	N;SG	V;NFIN
نوشتن	escrevendo	نوشتن	escrever	N;SG	V;V.MSDR
نوشتن	escrever	نوشتن	escrever	N;SG	V;NFIN
اختلاف	discordar	اختلاف	discordar	N;SG	V;NFIN
اختلاف	discorda	اختلاف	discordar	N;SG	V;IND;SG;3;PRS;FIN
اختلاف	discordo	اختلاف	discordo	N;SG	V;IND;SG;1;PRS;FIN
اختلاف	divergências	اختلاف	divergência	N;SG	N;FEM;PL
اختلاف	diferenças	اختلاف	diferença	N;SG	N;FEM;PL
لبنان	libaneses	لبنان	libanês	N;SG	N;MASC;PL
هشت	eight	هشت	eight	NUM	N;MASC;SG
نوبل	nobres	نوبل	nobre	N;SG	N;MASC;PL
سخت	duro	سخت	duro	ADV	ADJ;MASC;SG
سخت	hard	سخت	hard	ADV	N;MASC;SG
سخت	difícil	سخت	difícil	ADV	ADJ;MASC;SG
سخت	dura	سخت	durar	ADV	V;IND;SG;3;PRS;FIN
سخت	dificil	سخت	dificil	ADV	ADJ;MASC;SG
سخت	difíceis	سخت	difícil	ADV	ADJ;MASC;PL
سخت	difícil	سخت	difícil	ADV	ADJ;MASC;SG
هدایت	orientações	هدایت	orientação	N;SG	N;FEM;PL
پیام	mensagens	پیام	mensagem	N;SG	N;FEM;PL
چیز	coisas	چیز	coisa	N;SG	N;FEM;PL
خطی	lineares	خطی	lineare	N;SG	N;MASC;PL
خوانده	lidos	خواند#خوان	ler	V;SG;3;V.PTCP	V;MASC;PL;V.PTCP
بنده	escravos	بنده	escravo	N;SG	N;MASC;PL
کمیته	comitês	کمیته	comitê	N;SG	N;MASC;PL
کمیته	comissões	کمیته	comissão	N;SG	N;FEM;PL
کمیته	comités	کمیته	comités	N;SG	N;MASC;PL
تنظیم	definir	تنظیم	definir	N;SG	V;NFIN
تنظیم	definido	تنظیم	definir	N;SG	V;MASC;SG;V.PTCP
خلاصه	breves	خلاصه	breve	N;SG	N;MASC;PL
خلاصه	sumário	خلاصه	sumário	N;SG	ADJ;MASC;SG
ساکن	acalma	ساکن	acalmar	N;SG	V;IND;SG;3;PRS;FIN
ساکن	residente	ساکن	residente	N;SG	ADJ;MASC;SG
ساکن	residentes	ساکن	residente	N;SG	N;MASC;PL
ساکن	ocupantes	ساکن	ocupante	N;SG	N;MASC;PL
ساکن	estacionário	ساکن	estacionário	N;SG	ADJ;MASC;SG
ساکن	estacionária	ساکن	estacionário	N;SG	ADJ;FEM;SG
گسترده	espalhe	گسترده	espalhe	ADJ	V;SBJV;SG;3;PRS;FIN
گسترده	propagação	گسترده	propagação	ADJ	N;FEM;SG
گسترده	espalhar	گسترده	espalhar	ADJ	V;NFIN
گسترده	expandido	گسترده	expander	ADJ	V;MASC;SG;V.PTCP
گسترده	ampliado	گسترده	ampliar	ADJ	V;MASC;SG;V.PTCP
گسترده	expandida	گسترده	expander	ADJ	V;FEM;SG;V.PTCP
گسترده	expandiu	گسترده	expandir	ADJ	V;IND;SG;3;PST;FIN
گسترده	estendida	گسترده	estender	ADJ	V;FEM;SG;V.PTCP
گسترده	prolongado	گسترده	prolongar	ADJ	V;MASC;SG;V.PTCP
گسترده	estendido	گسترده	estender	ADJ	V;MASC;SG;V.PTCP
گسترده	alargado	گسترده	alargar	ADJ	V;MASC;SG;V.PTCP
گسترده	difundido	گسترده	difundir	ADJ	V;MASC;SG;V.PTCP
گسترده	difundida	گسترده	difundir	ADJ	V;FEM;SG;V.PTCP
گسترده	generalizada	گسترده	generalizado	ADJ	V;FEM;SG;V.PTCP
الکتریکی	elétricos	الکتریکی	elétrico	N;SG	N;MASC;PL
الکتریکی	elétricos	الکتریکی	elétrico	N;SG	N;MASC;PL
الکتریکی	eléctricos	الکتریکی	eléctrico	N;SG	N;MASC;PL
رایانه	computadores	رایانه	computador	N;SG	N;MASC;PL
عبور	passe	عبور	passar	N;SG	V;SBJV;SG;3;PRS;FIN
عبور	passar	عبور	passar	N;SG	V;NFIN
عبور	passa	عبور	passar	N;SG	V;IND;SG;3;PRS;FIN
ششم	sexta	ششم	sexta	ADJ	N;FEM;SG
لی	lee	None	lee		N;MASC;SG
گوناگون	diversificado	گوناگون	diversificar	ADJ	V;MASC;SG;V.PTCP
گوناگون	vários	گوناگون	vários	ADJ	PRO;MASC;PL
گوناگون	várias	گوناگون	várias	ADJ	PRO;FEM;PL
مدرن	modernas	مدرن	moderno	N;SG	N;FEM;PL
مدرن	moderno	مدرن	moderno	N;SG	ADJ;MASC;SG
ماشین	maquinas	ماشین	maquina	N;SG	N;FEM;PL
یونایتد	unidas	یونایت#یونا	unida	N;SG	N;FEM;PL
یونایتد	unida	یونایت#یونا	unida	N;SG	V;FEM;SG;V.PTCP
یونایتد	unidos	یونایت#یونا	unido	N;SG	N;MASC;PL
گلدن	dourada	گلدن	dourar	N;SG	V;FEM;SG;V.PTCP
گلدن	dourados	گلدن	dourar	N;SG	V;MASC;PL;V.PTCP
گلدن	dourado	گلدن	dourar	N;SG	V;MASC;SG;V.PTCP
شدید	severas	شدید	severa	N;SG	ADJ;FEM;PL
شدید	severa	شدید	severar	N;SG	ADJ;FEM;SG
شدید	grave	شدید	grave	N;SG	ADJ;MASC;SG
شدید	intensa	شدید	intenso	N;SG	ADJ;FEM;SG
شدید	intensas	شدید	intenso	N;SG	ADJ;FEM;PL
شدید	intensos	شدید	intenso	N;SG	ADJ;MASC;PL
شدید	intenso	شدید	intenso	N;SG	ADJ;MASC;SG
نقد	críticas	نقد	crítica	N;SG	N;FEM;PL
محافظت	proteger	محافظت	proteger	N;SG	V;NFIN
محافظت	protegendo	محافظت	proteger	N;SG	V;V.MSDR
محافظت	proteja	محافظت	protejar	N;SG	V;SBJV;SG;3;PRS;FIN
محافظت	protejam	محافظت	protejar	N;SG	V;SBJV;PL;3;PRS;FIN
محافظت	proteger	محافظت	proteger	N;SG	V;NFIN
محافظت	protege	محافظت	proteger	N;SG	V;IND;SG;3;PRS;FIN
قانونی	legítima	قانونی	legítimo	N;SG	ADJ;FEM;SG
قانونی	legítimo	قانونی	legítimo	N;SG	ADJ;MASC;SG
قانونی	legítimos	قانونی	legítimo	N;SG	ADJ;MASC;PL
قانونی	jurídico	قانونی	jurídico	N;SG	ADJ;MASC;SG
قانونی	legal	قانونی	legal	N;SG	ADJ;MASC;SG
قانونی	legais	قانونی	legal	N;SG	ADJ;MASC;PL
قصد	intenções	قصد	intenção	N;SG	N;FEM;PL
قصد	intenções	قصد	intenção	N;SG	N;FEM;PL
قصد	pretendida	قصد	pretender	N;SG	V;FEM;SG;V.PTCP
قصد	destinados	قصد	destinar	N;SG	V;MASC;PL;V.PTCP
قصد	pretendido	قصد	pretender	N;SG	V;MASC;SG;V.PTCP
قصد	pretendia	قصد	pretender	N;SG	V;IND;SG;3;IPFV;FIN
قصد	intenções	قصد	intenção	N;SG	N;FEM;PL
ماهی	peixes	ماهی	peixe	N;SG	N;MASC;PL
رایج	comum	رایج	comum	N;SG	ADJ;MASC;SG
رایج	frequentes	رایج	frequente	N;SG	ADJ;MASC;PL
رایج	frequente	رایج	frequente	N;SG	ADJ;MASC;SG
هماهنگ	coordenar	هماهنگ	coordenar	ADJ	V;NFIN
مهاجر	migrantes	مهاجر	migrante	N;SG	N;MASC;PL
مهاجر	refugiados	مهاجر	refugiado	N;SG	N;MASC;PL
مهاجر	imigrantes	مهاجر	imigrante	N;SG	N;MASC;PL
سالهای	years	سال	years	N;PL	N;MASC;SG
طولانی	longo	طولانی	longo	ADJ	ADV
طولانی	comprido	طولانی	comprido	ADJ	N;MASC;SG
طولانی	long	طولانی	long	ADJ	N;MASC;SG
ریشه	raízes	ریشه	raíz	N;SG	N;FEM;PL
ریشه	raízes	ریشه	raíz	N;SG	N;FEM;PL
سرد	frios	سرد	frio	N;SG	N;MASC;PL
تحقیق	investigando	تحقیق	investigar	N;SG	V;V.MSDR
تحقیق	pesquisas	تحقیق	pesquisa	N;SG	N;FEM;PL
کاتولیک	católicas	کاتولیک	católico	N;SG	N;FEM;PL
کاتولیک	católicos	کاتولیک	católico	N;SG	N;MASC;PL
جنگی	guerras	جنگی	guerra	N;SG	N;FEM;PL
متوسط	média	متوسط	média	ADJ	N;FEM;SG
متوسط	mídia	متوسط	mídia	ADJ	N;FEM;SG
متوسط	média	متوسط	média	ADJ	N;FEM;SG
متوسط	meio	متوسط	meio	ADJ	ADV
متوسط	médium	متوسط	médium	ADJ	N;MASC;SG
دموکرات	democrático	دموکر	democrático	N;SG	ADJ;MASC;SG
دموکرات	democratas	دموکر	democrata	N;SG	N;MASC;PL
شناسایی	identifique	شناسایی	identifiqar	N;SG	V;SBJV;SG;3;PRS;FIN
شناسایی	identificar	شناسایی	identificar	N;SG	V;NFIN
شناسایی	identifica	شناسایی	identificar	N;SG	V;IND;SG;3;PRS;FIN
اسم	substantivo	اسم	substantivo	N;SG	ADJ;MASC;SG
اسم	substantivos	اسم	substantivo	N;SG	N;MASC;PL
بند	dobre	بند	dobre	N;SG	V;SBJV;SG;3;PRS;FIN
بند	dobrar	بند	dobrar	N;SG	V;NFIN
بند	obrigações	بند	obrigação	N;SG	N;FEM;PL
ستارگان	stars	None	star	N;PL	N;MASC;SG
نتایج	resultado	نتیجه	resultado	N;PL	N;MASC;SG
اثبات	provar	اثبات	provar	N;SG	V;NFIN
اثبات	prove	اثبات	provar	N;SG	V;SBJV;SG;3;PRS;FIN
اثبات	provar	اثبات	provar	N;SG	V;NFIN
اثبات	provando	اثبات	provar	N;SG	V;V.MSDR
اثبات	provas	اثبات	prova	N;SG	N;FEM;PL
ادغام	fundir	None	fundir	N;SG	V;NFIN
ادغام	mesclar	None	mesclar	N;SG	V;NFIN
ادغام	fundir	None	fundir	N;SG	V;NFIN
دهم	décima	دهم	décimo	V;SBJV;SG;1;PRS	ADJ;FEM;SG
دهم	tenth	دهم	tenth	V;SBJV;SG;1;PRS	N;MASC;SG
دهم	décimo	دهم	décimo	V;SBJV;SG;1;PRS	ADJ;MASC;SG
