leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	N;NOM;MASC;SG
soprano	soprano	soprano	soprano		N;NOM;MASC;SG
atık	otpad	atık	otpad		N;NOM;MASC;SG
brooks	brooks	brooks	brooks		PROPN;NOM;MASC;SG
taşınır	pokreti	taşı	pokret	V;IPFV;IND;SG;3;POS;PASS	N;NOM;MASC;PL
taşınır	potezi	taşı	potez	V;IPFV;IND;SG;3;POS;PASS	N;NOM;MASC;PL
taşımak	nošenje	taşı	nošenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
taşımak	noseći	taşı	nositi	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADV;RL;V.CVB
seth	seth	seth	seth		N;NOM;MASC;SG
caroline	caroline	carol	carolina	N;DAT;SG;3	N;NOM;FEM;PL
caroline	karolina	carol	karolina	N;DAT;SG;3	N;NOM;FEM;SG
unix	unix	unix	unix		N;NOM;MASC;SG
devir	okretaja	devir	okretaj		N;GEN;MASC;SG
manço	manco	manço	manco	PROPN;NOM;SG;3	N;NOM;MASC;SG
abdul	abdul	abdul	abdul		PROPN;NOM;MASC;SG
boşnak	bosanska	boşnak	bosanski		ADJ;NOM;DEF;FEM;SG
boşnak	bosanski	boşnak	bosanski		ADJ;NOM;MASC;SG
boşnak	bosanskih	boşnak	bosanski		ADJ;GEN;DEF;MASC;PL
boşnak	bosanac	boşnak	bosanac		N;NOM;MASC;SG
boşnak	bošnjaka	boşnak	bošnjak		N;GEN;MASC;PL
boşnak	bošnjačke	boşnak	bošnjački		ADJ;NOM;FEM;PL
temsili	zastupljenost	temsili	zastupljenost		N;NOM;FEM;SG
temsili	zastupa	temsili	zastup		V;IND;SG;3;PRS;FIN
temsili	predstavljajući	temsili	predstavljati		ADV;RL
temsili	predstavlja	temsili	predstavljati		V;IND;SG;3;PRS;FIN
telaffuz	izgovoriti	telaffuz	izgovoriti	N;NOM;SG;3	V;NFIN
yazlık	kolibi	yazlık	kolibiti	N;NOM;SG;3	N;DAT;FEM;SG
nasır	nasir	nasır	nasir		N;NOM;MASC;SG
nasır	nasser	nasır	nasser		N;NOM;MASC;SG
kaplama	kućište	kapla	kućište		N;NOM;NEUT;SG
kaplama	premaz	kapla	premaz		N;NOM;MASC;SG
yasalar	zakone	yasa	zakon	N;NOM;PL;3	N;ACC;MASC;PL
standartları	standarde	standart	standard	ADJ;NOM;PL;3	N;ACC;MASC;PL
standartları	standardi	standart	standard	ADJ;NOM;PL;3	N;NOM;MASC;PL
standartları	standarda	standart	standard	ADJ;NOM;PL;3	N;GEN;MASC;PL
standartları	standardima	standart	standard	ADJ;NOM;PL;3	N;INS;MASC;PL
eleman	element	eleman	element		N;NOM;MASC;SG
dün	jučer	dün	jučer	N;NOM;SG;3	ADV
rossi	rossi	ross	rossiti		PROPN;NOM;MASC;SG
tanıttı	uveo	tanı	uvesti	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;SG;PST;V.PTCP;ACT
tanıttı	uvela	tanı	uvesti	V;PFV;IND;SG;3;POS;PST;CAUS	V;FEM;SG;PST;V.PTCP;ACT
tanıttı	predstavio	tanı	predstaviti	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;SG;PST;V.PTCP;ACT
vaftiz	krštenje	vaftiz	krštenje		N;NOM;NEUT;SG
vaftiz	kršten	vaftiz	kršten		ADJ;NOM;INDF;MASC;SG;V.PTCP
vaftiz	krštenje	vaftiz	krštenje		N;NOM;NEUT;SG
xander	xander	xander	xander		PROPN;NOM;MASC;SG
vfb	vfb	vfb	vfb		N;NOM;MASC;SG
gelecekteki	budućnosti	gel	budućnost	V;PFV;IND;SG;3;POS;FUT	N;INS;FEM;SG
gelecekteki	budućnost	gel	budućnost	V;PFV;IND;SG;3;POS;FUT	N;NOM;FEM;SG
laz	laz	laz	laz		N;NOM;FEM;SG
telli	string	telli	string		N;NOM;MASC;SG
bari	bari	bari	bariti		PROPN;NOM;MASC;SG
benzin	benzena	benz	benzen		N;NOM;MASC;SG
benzin	benzin	benz	benzin		N;NOM;MASC;SG
benzin	benzina	benz	benzin		N;GEN;MASC;SG
benzin	benzin	benz	benzin		N;NOM;MASC;SG
benzin	benzin	benz	benzin		N;NOM;MASC;SG
benzin	gas	benz	gas		N;NOM;MASC;SG
benzin	plin	benz	plin		N;NOM;MASC;SG
benzin	gorivo	benz	gorivo		N;NOM;NEUT;SG
benzin	goriva	benz	gorivo		N;NOM;NEUT;PL
uzunlukta	duljina	uzunluk	duljina	N;ESS;SG;3	N;NOM;FEM;SG
uzunlukta	dužina	uzunluk	dužina	N;ESS;SG;3	N;NOM;FEM;SG
uzunlukta	dužine	uzunluk	dužina	N;ESS;SG;3	N;NOM;FEM;PL
açıklık	jasnoću	açıklık	jasnoća	N;NOM;SG;3	N;ACC;FEM;SG
naruto	naruto	naruto	naruto		ADP
bağımsızlığı	nezavisnost	bağımsızlık	nezavisnost	N;ACC;SG;3	N;NOM;FEM;SG
bağımsızlığı	neovisnost	bağımsızlık	neovisnost	N;ACC;SG;3	N;NOM;FEM;SG
bağımsızlığı	neovisnosti	bağımsızlık	neovisnost	N;ACC;SG;3	N;NOM;FEM;PL
hunt	lovi	hunt	lov		V;IND;SG;3;PRS;FIN
hunt	hunt	hunt	hunt		ADP
hunt	lov	hunt	lov		N;NOM;MASC;SG
bastia	bastia	bastia	basti	PROPN;NOM;SG;3	N;NOM;MASC;SG
niçin	zašto	niçin	zašto		ADV
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
ulaşılabilir	dostupna	ulaş	dostupan	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;DEF;FEM;SG
zorluk	poteškoće	zorluk	poteškoća	N;NOM;SG;3	N;NOM;FEM;PL
zorluk	poteškoća	zorluk	poteškoća	N;NOM;SG;3	N;NOM;FEM;PL
zorluk	poteškoće	zorluk	poteškoća	N;NOM;SG;3	N;NOM;FEM;PL
zorluk	teškoće	zorluk	teškoća	N;NOM;SG;3	N;NOM;FEM;PL
zorluk	teškoće	zorluk	teškoća	N;NOM;SG;3	N;NOM;FEM;PL
wells	wales	wells	wales	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
wells	wellsa	wells	wells	PROPN;NOM;SG;3	N;GEN;MASC;SG
wells	wells	wells	wells	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
wells	bunara	wells	bunar	PROPN;NOM;SG;3	N;NOM;FEM;SG
mahir	mahir	mahir	mahir		N;NOM;MASC;SG
huzur	spokoj	huzur	spok		N;NOM;MASC;SG
huzur	mir	huzur	mir		N;NOM;MASC;SG
huzur	spokoj	huzur	spok		N;NOM;MASC;SG
huzur	serenity	huzur	serenity		PROPN;NOM;MASC;SG
huzur	mirno	huzur	mirno		ADV
huzur	mirna	huzur	miran		ADJ;NOM;DEF;FEM;SG
gömülü	zakopano	göm	zakopati		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
gömülü	sahranjen	göm	sahraniti		ADJ;NOM;MASC;SG;V.PTCP;PASS
gömülü	pokopan	göm	pokopati		ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
gömülü	zakopan	göm	zakopati		ADJ;NOM;MASC;SG;V.PTCP
gömülü	ugrađen	göm	ugraditi		ADJ;NOM;MASC;SG;V.PTCP
gömülü	ugrađeni	göm	ugraditi		ADJ;NOM;DEF;MASC;PL;V.PTCP
spencer	spencer	spencer	spencer	PROPN;NOM;SG;3	N;NOM;MASC;SG
spencer	spenser	spencer	spenser	PROPN;NOM;SG;3	N;NOM;MASC;SG
mia	mia	mia	mia		PROPN;NOM;FEM;SG
düşünceler	misli	düşünce	misliti	N;NOM;PL;3	V;IND;SG;3;PRS;FIN
düşünceler	mislima	düşünce	misao	N;NOM;PL;3	N;INS;FEM;PL
saatler	sati	saat	sat	N;NOM;PL;3	N;GEN;MASC;PL
saatler	satima	saat	sat	N;NOM;PL;3	N;DAT;MASC;PL
saatler	satova	saat	sat	N;NOM;PL;3	N;GEN;MASC;PL
saatler	satova	saat	sat	N;NOM;PL;3	N;GEN;MASC;PL
saatler	satove	saat	sat	N;NOM;PL;3	N;ACC;MASC;PL
swing	zamah	swing	zamah		N;NOM;MASC;SG
foto	fotografiju	foto	fotografija		N;ACC;FEM;SG
foto	fotografija	foto	fotografija		N;NOM;FEM;SG
foto	slika	foto	slika		N;NOM;FEM;SG
kabuk	ljuske	kabuk	ljuska		N;NOM;FEM;PL
kabuk	shell	kabuk	shell		N;NOM;MASC;SG
kabuk	ljuska	kabuk	ljuska		N;NOM;FEM;SG
kabuk	školjka	kabuk	školjka		N;NOM;FEM;SG
kabuk	kore	kabuk	kora		N;NOM;FEM;PL
kabuk	kori	kabuk	kora		N;DAT;FEM;SG
kabuk	kora	kabuk	kor		N;NOM;FEM;SG
kabuk	korica	kabuk	korica		N;NOM;FEM;SG
kabuk	granate	kabuk	granata		N;NOM;FEM;PL
kabuk	školjke	kabuk	školjka		N;NOM;FEM;PL
kabuk	čahure	kabuk	čahura		N;NOM;FEM;PL
stalingrad	staljingrad	stalingrad	staljingrad		N;NOM;MASC;SG
birleştiren	kombinirajući	birleş	kombinirati	V;PFV;IND;POS;PRS;V.PTCP;CAUS	ADV;RL
kutlu	blagoslovljen	kutlu	blagosloviti		ADJ;NOM;INDF;MASC;SG;V.PTCP
salim	salim	salim	sal		V;IND;SG;1;PRS;FIN
marş	himna	marş	himan		N;NOM;FEM;SG
marş	himnu	marş	himan		N;ACC;FEM;SG
marş	himne	marş	himan		N;NOM;FEM;PL
marş	ožujka	marş	ožujak		N;GEN;MASC;SG
marş	ožujak	marş	ožujak		N;NOM;MASC;SG
marş	marš	marş	marš		N;NOM;MASC;SG
saltanat	vladavinu	saltanat	vladavina	N;NOM;SG;3	N;ACC;FEM;SG
gömüldü	zakopano	göm	zakopati	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
gömüldü	sahranjen	göm	sahraniti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
gömüldü	pokopan	göm	pokopati	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
gömüldü	zakopan	göm	zakopati	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP
joker	joker	joker	joker		N;NOM;MASC;SG
kağanlığı	kaganat	kağanlık	kaganat	N;ACC;SG;3	N;NOM;MASC;SG
siena	sieni	sinna	siena	PROPN;NOM;SG;3	N;DAT;FEM;SG
melez	hibridi	melez	hibrid		N;NOM;MASC;PL
melez	hibrida	melez	hibrid		N;ACC;MASC;SG
melez	hibrida	melez	hibrid		N;ACC;MASC;SG
melez	hibrid	melez	hibrid		N;NOM;MASC;SG
melez	mješanac	melez	mješanac		N;NOM;MASC;SG
derek	derek	derek	derek		N;NOM;MASC;SG
kuzu	janje	kuz	janja		N;NOM;NEUT;SG
kuzu	janjetina	kuz	janjetina		N;NOM;FEM;SG
yeryüzü	zemlja	yeryüzü	zemlja		N;NOM;FEM;SG
jpeg	jpeg	jpeg	jpeg		N;NOM;MASC;SG
yar	yar	yar	yar		PROPN;NOM;MASC;SG
sınırlıdır	ograničene	sınırlı	ograničen		ADJ;NOM;DEF;FEM;PL;V.PTCP
sınırlıdır	ograničeno	sınırlı	ograničiti		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
sınırlıdır	ograničena	sınırlı	ograničen		ADJ;NOM;DEF;FEM;SG;V.PTCP
sınırlıdır	ograničen	sınırlı	ograničiti		ADJ;NOM;MASC;SG;V.PTCP
işsizlik	nezaposlenosti	işsizlik	nezaposlenost	N;NOM;SG;3	N;NOM;FEM;PL
ihtiyaçları	treba	ihtiyaç	trebati	N;NOM;PL;3	V;IND;SG;3;PRS;FIN
fiyatı	cijena	fiyat	cijena	N;ACC;SG;3	N;NOM;FEM;SG
fiyatı	cena	fiyat	cena	N;ACC;SG;3	N;NOM;FEM;SG
fiyatı	price	fiyat	price	N;ACC;SG;3	N;NOM;FEM;PL
akabinde	naknadno	akabin	naknadno	N;ESS;SG;3	ADV
kombine	kombinaciji	kombine	kombinacija		N;DAT;FEM;SG
kombine	kombinacija	kombine	kombinacija		N;NOM;FEM;SG
gil	gil	gil	gil		PROPN;NOM;MASC;SG
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;NOM;MASC;SG
led	vodio	i	voditi		V;MASC;SG;PST;V.PTCP;ACT
çocukluğu	djetinjstva	çocukluk	djetinjstvo	N;NOM;SG;3	N;NOM;NEUT;PL
oruç	postom	oruç	postom		N;INS;MASC;SG
oruç	posta	oruç	posta		N;GEN;MASC;SG
gerçi	iako	gerçi	iako		CONJ
gerçi	iako	gerçi	iako		CONJ
belirtildi	navedeno	belir	navesti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
belirtildi	naveden	belir	navesti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
belirtildi	navedena	belir	navesti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
uzlaşma	pomirenja	uzlaş	pomirenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;PL
uzlaşma	pomirenje	uzlaş	pomirenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
uzlaşma	konsenzus	uzlaş	konsenzus	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
uzlaşma	kompromis	uzlaş	kompromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
uzlaşma	kompromisa	uzlaş	kompromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;GEN;MASC;SG
kâr	profit	kâr	profit		N;NOM;MASC;SG
kâr	zarade	kâr	zarada		N;NOM;FEM;PL
kâr	zarada	kâr	zarada		N;NOM;FEM;SG
kâr	profit	kâr	profit		N;NOM;MASC;SG
kâr	zarade	kâr	zarada		N;NOM;FEM;PL
kâr	zarada	kâr	zarada		N;NOM;FEM;SG
leslie	leslie	lesli	leslia		PROPN;NOM;MASC;SG
fonu	fond	fonu	fond		N;NOM;MASC;SG
çaylak	početnik	çaylak	početnik		N;NOM;MASC;SG
çaylak	rookie	çaylak	rook		N;ACC;MASC;SG
mayo	kupaći	mayo	kupaći		ADV
mühendisleri	inženjeri	mühendis	inženjer	N;ACC;PL;3	N;NOM;MASC;PL
kökleri	korijene	kök	korijen	N;NOM;PL;3	N;ACC;MASC;PL
kökleri	korijenje	kök	korijenje	N;NOM;PL;3	N;NOM;NEUT;SG
kökleri	korijena	kök	korijen	N;NOM;PL;3	N;GEN;MASC;SG
ortaklık	partnerstva	ortaklık	partnerstvo	N;NOM;SG;3	N;NOM;NEUT;PL
freud	freud	freud	freud		N;NOM;MASC;SG
met	upoznao	met	upoznati		V;MASC;SG;PST;V.PTCP;ACT
met	met	met	met		PROPN;NOM;MASC;SG
mevlana	rumi	mevlan	ruma		N;NOM;MASC;SG
ronaldo	ronaldo	ronal	ronaldo		N;NOM;MASC;SG
dostlar	drugari	dost	drugar	ADJ;NOM;PL;3	N;NOM;MASC;PL
dostlar	prijateljice	dost	prijateljica	ADJ;NOM;PL;3	N;NOM;FEM;PL
dostlar	prijatelji	dost	prijatelj	ADJ;NOM;PL;3	N;NOM;MASC;PL
dostlar	prijatelje	dost	prijatelj	ADJ;NOM;PL;3	N;ACC;MASC;PL
stevens	stevens	stevens	stevens		N;NOM;MASC;SG
juliet	juliet	juliet	juliet		N;NOM;FEM;SG
juliet	julija	juliet	julij		N;NOM;FEM;SG
sarhoş	pijano	sarhoş	pijano		ADJ;NOM;DEF;NEUT;SG
sarhoş	pijani	sarhoş	pijan		ADJ;NOM;DEF;MASC;PL
sarhoş	pijan	sarhoş	pijan		N;NOM;MASC;SG
sarhoş	pijana	sarhoş	pijan		N;NOM;FEM;SG
eğilimi	sklonost	eğ	sklonost	N;ACC;SG;3	N;NOM;FEM;SG
yankı	jeka	yankı	jek		N;NOM;FEM;SG
yankı	odjekuje	yankı	odjekovati		V;IND;SG;3;PRS;FIN
yankı	reverb	yankı	reverb		ADP
yankı	eho	yankı	eho		N;NOM;MASC;SG
yankı	jeka	yankı	jek		N;NOM;FEM;SG
yankı	odjek	yankı	odjek		N;NOM;MASC;SG
yankı	echo	yankı	echo		N;NOM;MASC;SG
keşiş	fratar	keşiş	fratar		N;NOM;MASC;SG
keşiş	redovnik	keşiş	redovnik		N;NOM;MASC;SG
keşiş	monk	keşiş	monk		N;NOM;MASC;SG
temsilci	predstavnica	temsilci	predstavnica		N;NOM;FEM;SG
temsilci	predstavnik	temsilci	predstavnik		N;NOM;MASC;SG
temsilci	agent	temsilci	agent		N;NOM;MASC;SG
yaratır	kreira	yarat	kreirati	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
yaratır	stvara	yarat	stvarati	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
sansür	cenzura	sansür	cenzur		N;NOM;FEM;SG
resimli	illustrated	resimli	illustrated		ADP
strauss	strauss	strauss	strauss		N;NOM;MASC;SG
faktör	čimbenik	faktör	čimbenik		N;NOM;MASC;SG
faktör	faktor	faktör	faktor		N;NOM;MASC;SG
sevinç	veselje	sevinç	veselja		N;NOM;NEUT;SG
sevinç	joy	sevinç	joy		ADP
sevinç	radosti	sevinç	radost		N;NOM;FEM;PL
sevinç	radost	sevinç	radost		N;NOM;FEM;SG
canlılar	stvorenja	canlı	stvorenje	ADJ;NOM;PL;3	N;NOM;NEUT;PL
canlılar	bića	canlı	biće	ADJ;NOM;PL;3	N;NOM;FEM;SG
yayıncı	izdavača	yayıncı	izdavač		N;ACC;MASC;SG
yayıncı	izdavač	yayıncı	izdavač		N;NOM;MASC;SG
tazminat	naknada	tazminat	naknada		N;NOM;FEM;SG
tazminat	naknade	tazminat	naknada		N;NOM;FEM;PL
tazminat	naknadu	tazminat	naknada		N;ACC;FEM;SG
tazminat	odšteta	tazminat	odštetati		N;NOM;FEM;SG
dışarıda	vani	dışarı	vani	N;ESS;SG;3	ADV
dışarıda	izvana	dışarı	izvana	N;ESS;SG;3	ADV
joão	joao	joão	joao	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
manzara	pejzaže	manzara	pejzaga	N;NOM;SG;3	N;ACC;MASC;PL
manzara	prikaži	manzara	prikaž	N;NOM;SG;3	V;IMP;SG;3;PRS;FIN
banks	banks	banks	banks		ADP
banks	banke	banks	banka		N;NOM;FEM;PL
sitede	site	site	site	N;ESS;SG;3	N;NOM;MASC;SG
sitede	sajt	site	sajt	N;ESS;SG;3	N;NOM;MASC;SG
göçmenler	migranata	göçmen	migrant	ADJ;NOM;PL;3	N;GEN;MASC;PL
göçmenler	imigranti	göçmen	imigrant	ADJ;NOM;PL;3	N;NOM;MASC;PL
göçmenler	imigrante	göçmen	imigrant	ADJ;NOM;PL;3	N;ACC;MASC;PL
göçmenler	imigranata	göçmen	imigrant	ADJ;NOM;PL;3	N;GEN;MASC;PL
yerleştirilmiş	podmetnuo	yerleş	podmetnuti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
doom	propast	doom	propasti		N;NOM;FEM;SG
doom	doom	doom	doom		ADP
lynn	lynn	li	lynn	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
amt	amt	amt	amt		PROPN;NOM;MASC;SG
jake	jake	jake	jak		ADJ;NOM;DEF;FEM;PL
eduardo	eduardo	et	eduardo		N;NOM;MASC;SG
anlayış	uvid	anlayış	uvid		N;NOM;MASC;SG
anlayış	shvaćanje	anlayış	shvaćanje		N;NOM;NEUT;SG
anlayış	razumijevanje	anlayış	razumijevanje		N;NOM;NEUT;SG
görünmez	nevidljiv	görün	nevidljiv	V;IPFV;IND;SG;3;NEG	ADJ;NOM;INDF;MASC;SG
görünmez	nevidljivo	görün	nevidljiv	V;IPFV;IND;SG;3;NEG	ADJ;NOM;DEF;NEUT;SG
görünmez	nevidljivi	görün	nevidljiv	V;IPFV;IND;SG;3;NEG	ADJ;NOM;DEF;MASC;SG
görünmez	nevidljiva	görün	nevidljiv	V;IPFV;IND;SG;3;NEG	ADJ;NOM;DEF;FEM;SG
bileşenleri	komponente	bileş	komponenta	N;ACC;PL;3	N;NOM;FEM;PL
dahası	nadalje	daha	nadalje		ADV
imkansız	nemoguće	imkânsız	nemoguće	ADJ	ADV
değirmen	mlin	değir	mlin		N;NOM;MASC;SG
değirmen	mill	değir	mill		PROPN;NOM;MASC;SG
değirmen	mills	değir	mills		PROPN;NOM;MASC;SG
sawyer	sawyer	sawyer	sawyer		N;NOM;MASC;SG
inanan	vjernika	inan	vjernik		N;GEN;MASC;PL
inanan	vjernik	inan	vjernik		N;NOM;MASC;SG
powell	powell	powell	powell	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
estádio	estádio	es	estadio	PROPN;NOM;SG;3	N;NOM;MASC;SG
valilik	guverneru	valilik	guverner	N;NOM;SG;3	N;DAT;MASC;SG
pensilvanya	pennsylvania	pensilvanya	pennsylvan	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
pensilvanya	pennsylvaniji	pensilvanya	pennsylvan	PROPN;NOM;SG;3	ADJ;NOM;DEF;CMPR;MASC;SG
belirleyici	odlučan	belirleyici	odlučan		ADJ;NOM;INDF;MASC;SG
belirleyici	odlučujući	belirleyici	odlučivati		ADV;RL
kil	gline	kil	glina		N;NOM;FEM;PL
kil	glina	kil	glina		N;NOM;FEM;SG
kil	clay	kil	clay		PROPN;NOM;MASC;SG
kanye	kanye	kany	kanye		PROPN;NOM;MASC;SG
masum	nevine	masum	nevini		ADJ;NOM;DEF;FEM;PL
masum	nevin	masum	nevin		ADJ;NOM;INDF;MASC;SG
masum	nevina	masum	nevin		ADJ;NOM;DEF;FEM;SG
masum	nevini	masum	nevina		ADJ;NOM;DEF;MASC;PL
truva	troy	truv	troy		PROPN;NOM;MASC;SG
truva	troja	truv	troj		N;NOM;FEM;SG
truva	trojanski	truv	trojanski		ADJ;NOM;DEF;MASC;SG
yaya	yaya	yaya	yaya		PROPN;NOM;MASC;SG
yaya	pješaka	yaya	pješak		N;GEN;MASC;PL
anavatan	domovina	anavat	domovina		N;NOM;FEM;SG
anavatan	domovinu	anavat	domovina		N;ACC;FEM;SG
okuyucu	čitač	okuyucu	čitač		N;NOM;MASC;SG
okuyucu	reader	okuyucu	reader		N;NOM;MASC;SG
binaların	građevine	bina	građevina	N;GEN;PL;3	N;NOM;FEM;PL
binaların	zgrade	bina	zgrada	N;GEN;PL;3	N;NOM;FEM;SG
euler	euler	eu	euler		N;NOM;MASC;SG
yorkshire	yorkshire	yorkshire	yorkshire	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
drive	pogon	driv	pogon		N;NOM;MASC;SG
drive	vozi	driv	voziti		V;IND;SG;3;PRS;FIN
hannibal	hannibal	hannibal	hannibal		N;NOM;MASC;SG
limon	limun	limon	limun		N;NOM;MASC;SG
limon	limuna	limon	limuna		N;GEN;MASC;SG
limon	limun	limon	limun		N;NOM;MASC;SG
limon	lime	limon	lima		PROPN;NOM;MASC;SG
valentine	valentinovo	valent	valentinov	N;NOM;SG;3	ADJ;NOM;DEF;NEUT;SG
valentine	valentine	valent	valentina	N;NOM;SG;3	N;NOM;FEM;PL
filip	filipa	fil	filip		N;ACC;MASC;SG
filip	philip	fil	philip		PROPN;NOM;MASC;SG
filip	filip	fil	filip		N;NOM;MASC;SG
filip	filip	fil	filip		N;NOM;MASC;SG
yazıcı	pisač	yazıcı	pisač		N;NOM;MASC;SG
yazıcı	pisači	yazıcı	pisač		N;NOM;MASC;PL
karayip	karibima	karay	karib	ADV	N;DAT;MASC;PL
karayip	kariba	karay	kariba	ADV	N;GEN;MASC;SG
şampiyona	prvenstva	şampiyon	prvenstvo	N;DAT;SG;3	N;NOM;NEUT;PL
şampiyona	prvenstvo	şampiyon	prvenstvo	N;DAT;SG;3	N;NOM;NEUT;SG
stereo	stereo	stereo	stere		N;NOM;MASC;SG
sinek	leti	sinek	leti		V;IND;SG;3;PRS;FIN
sinek	fly	sinek	fly		ADP
sinek	poleti	sinek	poleti		V;IND;SG;3;PRS;FIN
sinek	muha	sinek	muh		N;NOM;FEM;SG
sinek	leti	sinek	leti		V;IND;SG;3;PRS;FIN
sinek	muhe	sinek	muh		N;NOM;FEM;PL
sinek	mušice	sinek	mušica		N;NOM;FEM;PL
yarbay	pukovnik	yarbay	pukovnik		N;NOM;MASC;SG
tutarlı	skladu	tutarlı	sklad		N;DAT;MASC;SG
tutarlı	dosljedan	tutarlı	dosljedan		ADJ;NOM;INDF;MASC;SG
mussolini	mussolini	mussol	mussolina		N;NOM;MASC;SG
mitoloji	mitologiji	mitoloji	mitologija		N;DAT;FEM;SG
mitoloji	mitologija	mitoloji	mitologija		N;NOM;FEM;SG
anlaşılan	navodno	anlaş	navodno	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
tükenmiş	iscrpljen	tüken	iscrpiti	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
tükenmiş	burnout	tüken	burnout	V;PFV;NFH;IND;POS;PST;V.PTCP	N;NOM;MASC;SG
tükenmiş	osiromašeni	tüken	osiromašiti	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	N;NOM;MASC;SG
çorba	juhu	çorb	juha	N;NOM;SG;3	N;ACC;FEM;SG
çorba	juhe	çorb	juha	N;NOM;SG;3	N;NOM;FEM;PL
carey	carey	carey	carey		PROPN;NOM;MASC;SG
coruña	coruña	coru	coruka		N;NOM;MASC;SG
auf	auf	auf	auf		ADP
fermi	fermi	fermi	ferma		N;NOM;MASC;SG
motors	motors	motors	motors	PROPN;NOM;SG;3	N;NOM;MASC;SG
sally	sali	sally	sal		N;NOM;MASC;SG
sally	sally	sally	sally		PROPN;NOM;MASC;SG
suçlar	zločine	suç	zločin	N;NOM;PL;3	N;ACC;MASC;PL
suçlar	zločin	suç	zločin	N;NOM;PL;3	N;NOM;MASC;SG
suçlar	kriminal	suç	kriminal	N;NOM;PL;3	N;NOM;MASC;SG
büyücü	čarobnica	büyücü	čarobnica		N;NOM;FEM;SG
büyücü	čarobnice	büyücü	čarobnica		N;NOM;FEM;PL
büyücü	vještac	büyücü	vještac		N;NOM;MASC;SG
büyücü	čarobnjak	büyücü	čarobnjak		N;NOM;MASC;SG
koku	miris	koku	miris		N;NOM;MASC;SG
koku	miris	koku	miris		N;NOM;MASC;SG
koku	miris	koku	miris		N;NOM;MASC;SG
umman	oman	umman	oman		PROPN;NOM;MASC;SG
kamyon	kamion	kamyon	kamion		N;NOM;MASC;SG
kamyon	kamioni	kamyon	kamion		N;NOM;MASC;PL
kamyon	kamiona	kamyon	kamion		N;NOM;MASC;SG
kırılma	lomi	kır	lom	V;PFV;NOM;IMP;POS;PRS;PASS	V;IND;SG;3;PRS;FIN
kırılma	razbijanje	kır	razbijanje	V;PFV;NOM;IMP;POS;PRS;PASS	N;NOM;NEUT;SG
kırılma	refrakcija	kır	refrakcija	V;PFV;NOM;IMP;POS;PRS;PASS	N;NOM;FEM;SG
ruanda	ruandi	rua	ruanda		N;DAT;FEM;SG
