til	for	til	for	ADV	
bestående	meglevő	bestå	meglevő	V;PRS;V.PTCP	
bestående	létező	bestå	létező	V;PRS;V.PTCP	
praksis	gyakorlatok	praksis	gyakorlat	N;INDF;MASC+FEM;SG	N;NOM;PL
tro	hitem	tro	hít	V;NFIN;ACT	N;NOM;SG
tro	faith	tro	faith	V;NFIN;ACT	
tro	hit	tro	hi	V;NFIN;ACT	N;NOM;SG
tro	hittel	tro	hit	V;NFIN;ACT	N;INS;SG
tro	hitet	tro	hít	V;NFIN;ACT	N;ACC;SG
tro	hit	tro	hi	V;NFIN;ACT	N;NOM;SG
peder	peder	peder	peder		
indien	india	indien	india	PROPN	
jack	jack	jack	jack		
stykke	darabka	stykke	darabka	N;INDF;NEUT;SG	
stykke	darab	stykke	darab	N;INDF;NEUT;SG	
punkt	pont	punkt	pont	N;INDF;NEUT;SG	
punkt	point	punkt	point	N;INDF;NEUT;SG	
lund	lund	lund	lund		
projektet	projekt	projekt	projekt	N;DEF;NEUT;SG	
projektet	project	projekt	projec	N;DEF;NEUT;SG	
nogensinde	valaha	nogensinde	valaha	ADV	
foråret	tavaszi	forår	tavaszi	N;DEF;NEUT;SG	
sophie	sophie	sophie	sophie	N;INDF;MASC+FEM;SG	
udelukkende	kizárólagosan	udelukkende	kizárólagos	ADV	ADJ;FRML;SG
udelukkende	kizárólag	udelukkende	kizárólag	ADV	
israel	izraeli	israel	izraeli		
israel	izrael	israel	izrael		
brød	tört	brød	tört	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
brød	eltört	brød	eltört	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
brød	összetört	brød	összetört	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
brød	eltörte	brød	el+tör	N;INDF;NEUT;SG	V;DEF;IND;SG;3;PST;FIN;ACT
mødte	met	møde	met	V;IND;PST;FIN;ACT	
økonomi	közgazdasági	økonomi	közgazdasági	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
økonomi	gazdaságos	økonomi	gazdaságos	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
månen	hold	mån	hold	N;DEF;MASC+FEM;SG	
månen	holdon	mån	hold	N;DEF;MASC+FEM;SG	
månen	moon	mån	moon	N;DEF;MASC+FEM;SG	
morten	morten	morten	morten	PROPN	
californien	kaliforniai	californi	kaliforniai	N;DEF;MASC+FEM;SG	V;DEF;IND;SG;3;PRS;NFIN;ACT
californien	california	californi	california	N;DEF;MASC+FEM;SG	
californien	kalifornia	californi	kalifornia	N;DEF;MASC+FEM;SG	
resultater	eredmény	resultat	eredmény	N;INDF;NEUT;PL	N;NOM;SG
delt	közös	delt	közös	V;INDF;SG;PST;V.PTCP	
delt	megosztotta	delt	megoszt	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
delt	megosztva	delt	megosztva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
optræder	teljesítő	optræde	teljesítő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
bred	széles	bred	széles	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
bred	tág	bred	tág	ADJ;INDF;MASC+FEM;SG	
bred	széles	bred	széles	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
design	terveket	design	terv	N;INDF;NEUT;SG	N;ACC;PL
design	tervek	design	terv	N;INDF;NEUT;SG	N;NOM;PL
design	tervezési	design	tervezési	N;INDF;NEUT;SG	ADJ;NOM;SG
design	design	design	design	N;INDF;NEUT;SG	
osv	stb	osv	stb	ADV	
fejl	tévedés	fejl	tévedés	N;INDF;MASC+FEM;PL	N;NOM;SG
fejl	hiba	fejl	hiba	N;INDF;MASC+FEM;PL	N;NOM;SG
fejl	tévedés	fejl	tévedés	N;INDF;MASC+FEM;PL	N;NOM;SG
fejl	hiba	fejl	hiba	N;INDF;MASC+FEM;PL	N;NOM;SG
sølv	silver	sølv	silver	N;INDF;NEUT;SG	
sølv	ezüst	sølv	ezüst	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
kontrol	vezérlő	kontrol	vezérlő	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
kontrol	ellenőrzési	kontrol	ellenőrzési	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
kontrol	ellenőrzések	kontrol	ellenőrzés	N;INDF;MASC+FEM;SG	N;NOM;PL
særlige	különleges	særlig	különleges	ADJ;PL	
særlige	speciális	særlig	speciális	ADJ;PL	ADJ;NOM;SG
online	online	onlin	online	N;INDF;NEUT;SG	
niveau	szintű	niveau	szintű	N;INDF;NEUT;SG	
ben	lábát	ben	lába	N;INDF;NEUT;PL	N;ACC;SG
ben	láb	ben	láb	N;INDF;NEUT;PL	N;NOM;SG
ben	ben	ben	ben	N;INDF;NEUT;PL	
ben	lábat	ben	láb	N;INDF;NEUT;PL	N;ACC;SG
ben	lábát	ben	lába	N;INDF;NEUT;PL	N;ACC;SG
ben	láb	ben	láb	N;INDF;NEUT;PL	N;NOM;SG
daniel	dániel	daniel	dániel	N;INDF;MASC+FEM;SG	
daniel	daniel	daniel	daniel	N;INDF;MASC+FEM;SG	
belgien	belgium	belgien	belgium	PROPN	PROPN;NOM;SG
vores	miénk	vores	miénk	DET;1	
træ	fa	træ	fa	N;INDF;NEUT;SG	
træ	wood	træ	wood	N;INDF;NEUT;SG	
træ	erdő	træ	erdő	N;INDF;NEUT;SG	
træ	fán	træ	fán	N;INDF;NEUT;SG	
træ	fa	træ	fa	N;INDF;NEUT;SG	
træ	fák	træ	fák	N;INDF;NEUT;SG	
gustav	gustav	gustav	gustav	N;INDF;MASC+FEM;SG	
gustav	gustaf	gustav	gustaf	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
hjælpe	segítség	hjælpe	segítség	V;NFIN;ACT	N;NOM;SG
life	élet	life	élet		N;NOM;SG
life	életem	life	élet		N;NOM;SG
life	life	life	life		
udviklingen	fejlesztési	udvikling	fejlesztési	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
udviklingen	fejlemények	udvikling	fejlemény	N;DEF;MASC+FEM;SG	N;NOM;PL
udviklingen	fejlesztések	udvikling	fejlesztés	N;DEF;MASC+FEM;SG	N;NOM;PL
don	don	don	don		
start	start	start	start	N;INDF;MASC+FEM;SG	
start	kezdeni	start	kezd	N;INDF;MASC+FEM;SG	V;NFIN;ACT
start	kezdem	start	kezdem	N;INDF;MASC+FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
start	kezdő	start	kezdő	N;INDF;MASC+FEM;SG	
mexico	mexikó	mexico	mexikó	PROPN	
mistede	lost	miste	lost	V;IND;PST;FIN;ACT	
max	max	max	max	N;INDF;NEUT;SG	
kim	kim	kim	kim	PROPN	
tidligt	korán	tidligt	korán	ADV	
tidligt	korai	tidligt	korai	ADV	
taler	beszélő	tale	beszélő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
taler	beszédek	tale	beszéd	V;IND;PRS;FIN;ACT	N;NOM;PL
taler	szónok	tale	szó	V;IND;PRS;FIN;ACT	N;NOM;SG
taler	felszólaló	tale	felszólaló	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
taler	beszélő	tale	beszélő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
oversat	fordítás	oversat	fordítás	V;INDF;SG;PST;V.PTCP	N;NOM;SG
møder	találkozók	møde	találkozó	V;IND;PRS;FIN;ACT	N;NOM;PL
møder	ülésein	møde	ülés	V;IND;PRS;FIN;ACT	N;ON+ESS;PL
møder	ülései	møde	ülés	V;IND;PRS;FIN;ACT	N;NOM;PL
møder	ülések	møde	ülés	V;IND;PRS;FIN;ACT	N;NOM;PL
møder	megbeszélések	møde	megbeszélés	V;IND;PRS;FIN;ACT	N;NOM;PL
møder	gyűlés	møde	gyűlés	V;IND;PRS;FIN;ACT	N;NOM;SG
møder	találkozás	møde	találkozás	V;IND;PRS;FIN;ACT	N;NOM;SG
møder	találkozó	møde	találkozó	V;IND;PRS;FIN;ACT	N;NOM;SG
møder	megbeszélés	møde	megbeszélés	V;IND;PRS;FIN;ACT	N;NOM;SG
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	
afgørende	nélkülözhetetlen	afgørende	nélkülözhetetlen	ADJ	
afgørende	lényeges	afgørende	lényeges	ADJ	
afgørende	alapvető	afgørende	alapvető	ADJ	
ernst	ernst	ernst	erns	N;INDF;MASC+FEM;SG	
standard	normál	standard	normál	N;INDF;MASC+FEM;SG	
standard	standard	standard	standard	N;INDF;MASC+FEM;SG	
dækker	borító	dække	borító	V;IND;PRS;FIN;ACT	N;NOM;SG
dækker	takaró	dække	takaró	V;IND;PRS;FIN;ACT	N;NOM;SG
populære	népszerű	populær	népszerű	ADJ;PL	
populære	aktuális	populær	aktuális	ADJ;PL	ADJ;NOM;SG
pris	árak	pris	ár	N;INDF;MASC+FEM;SG	N;NOM;PL
pris	ár	pris	ár	N;INDF;MASC+FEM;SG	
pris	költségek	pris	költség	N;INDF;MASC+FEM;SG	N;NOM;PL
school	suli	school	suli	N;INDF;MASC+FEM;SG	
nomineret	jelöltek	nominere	jelöl	V;INDF;SG;PST;V.PTCP	N;NOM;PL
nomineret	jelölt	nominere	jelöl	V;INDF;SG;PST;V.PTCP	
ungarn	hungary	ungarn	hungary		
ungarn	magyarország	ungarn	magyarország		N;NOM;SG
stærk	erős	stærk	erős	ADJ;INDF;MASC+FEM;SG	
stærk	erősek	stærk	erős	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
albert	albert	albert	albert		
harald	harald	harald	harald		
harald	jon	harald	jon		
uger	hetek	uge	het	N;INDF;MASC+FEM;PL	N;NOM;SG
ændringer	módosítás	ændringe	módosítás	N;INDF;MASC+FEM;PL	N;NOM;SG
ændringer	változás	ændringe	változás	N;INDF;MASC+FEM;PL	N;NOM;SG
ændringer	változtatás	ændringe	változtatás	N;INDF;MASC+FEM;PL	N;NOM;SG
sjælland	zéland	sjælland	zéland		N;NOM;SG
problem	gond	problem	gond	N;INDF;NEUT;SG	
problem	baj	problem	baj	N;INDF;NEUT;SG	
institut	alap	institut	alap	N;INDF;MASC+FEM;SG	
institut	institut	institut	institut	N;INDF;MASC+FEM;SG	
bidrag	hozzájárulások	bidrag	hozzájárulás	N;INDF;NEUT;SG	N;NOM;PL
bidrag	járulékok	bidrag	járulék	N;INDF;NEUT;SG	N;NOM;PL
hotel	szálloda	hotel	szálloda	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
hotel	hotel	hotel	hotel	N;INDF;NEUT;SG	
hotel	hotelek	hotel	hotel	N;INDF;NEUT;SG	N;NOM;PL
hotel	szállások	hotel	szállás	N;INDF;NEUT;SG	N;NOM;PL
hotel	szállodák	hotel	szállodák	N;INDF;NEUT;SG	N;NOM;PL
skib	hajón	skib	hajó	N;INDF;NEUT;SG	
tilknyttet	kapcsolódó	tilknytte	kapcsolódó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
tilknyttet	csatolt	tilknytte	csatolt	V;INDF;SG;PST;V.PTCP	
tilknyttet	csatolva	tilknytte	csatolva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
søen	tavi	søe	tavi	N;DEF;MASC+FEM;SG	
post	mail	post	mail	N;INDF;MASC+FEM;SG	
post	levelek	post	levél	N;INDF;MASC+FEM;SG	N;NOM;PL
post	posta	post	posta	N;INDF;MASC+FEM;SG	
post	posta	post	posta	N;INDF;MASC+FEM;SG	
post	post	post	post	N;INDF;MASC+FEM;SG	
will	will	will	will		
will	fog	will	fog		V;INDF;IND;SG;3;PRS;ACT
will	akarat	will	akarat		N;NOM;SG
afrika	afrikai	afrika	afrikai		
afrika	afrika	afrika	afrika		
afrika	afrikai	afrika	afrikai		
greve	gróf	grev	gróf	N;INDF;MASC+FEM;SG	
alias	alias	alias	alias	N;INDF;NEUT;SG	
trommer	dobolás	tromme	dobolás	N;INDF;MASC+FEM;PL	N;NOM;SG
trommer	dob	tromme	dob	N;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
regler	szabály	regel	szabály	N;INDF;MASC+FEM;PL	N;NOM;SG
regler	szabályzat	regel	szabályzat	N;INDF;MASC+FEM;PL	N;NOM;SG
adam	adam	adam	adam	N;INDF;MASC+FEM;SG	
oscar	oscar	oscar	oscar	N;INDF;MASC+FEM;SG	
sendte	elküldve	sende	elküldve	V;IND;PST;FIN;ACT	N;NOM;SG
landsby	falusi	landsby	falusi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
svend	svend	svend	svend		PROPN;NOM;SG
museet	museum	museum	museum	N;DEF;NEUT;SG	
grækenland	görögország	grækenland	görögország	PROPN	N;NOM;SG
japansk	japán	japansk	japán	ADJ;INDF;SG	
japansk	japánok	japansk	japán	ADJ;INDF;SG	N;NOM;PL
modstand	ellenálló	modstand	ellenálló	N;INDF;MASC+FEM;SG	
modstand	ellenzéki	modstand	ellenzéki	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
projekt	projekt	projekt	projekt	N;INDF;NEUT;SG	
projekt	project	projekt	projec	N;INDF;NEUT;SG	
militær	katonaság	militær	katonaság	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
militær	hadsereg	militær	hadsereg	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
knyttet	csatolt	knytte	csatolt	V;INDF;SG;PST;V.PTCP	
knyttet	csatolva	knytte	csatolva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
knyttet	kapcsolt	knytte	kapcsolt	V;INDF;SG;PST;V.PTCP	
knyttet	kapcsolódó	knytte	kapcsolódó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
knyttet	összekapcsolt	knytte	összekapcsolt	V;INDF;SG;PST;V.PTCP	
nærheden	közeli	nærhed	közeli	N;DEF;MASC+FEM;SG	
udenfor	kint	udenfor	kint	ADV	
udenfor	kívül	udenfor	kívül	ADV	
beskrivelse	leírás	beskrivelse	leírás	N;INDF;MASC+FEM;SG	
can	tud	cinke	tud		V;INDF;IND;SG;3;PRS;FIN;ACT
can	can	cinke	can		
can	lehet	cinke	lesz		V;INDF;POT;SG;3;PRS;FIN;ACT
beskæftigelse	foglalkoztatási	beskæftigelse	foglalkoztatási	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
digte	vers	digte	vers	N;INDF;MASC+FEM;PL	N;NOM;SG
digte	költészet	digte	költészet	N;INDF;MASC+FEM;PL	N;NOM;SG
mængde	volumen	mængde	volumen	N;INDF;MASC+FEM;SG	
producer	gyártó	producer	gyártó	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
producer	termelő	producer	termelő	N;INDF;MASC+FEM;SG	
producer	termelői	producer	termelő	N;INDF;MASC+FEM;SG	N;NOM;PL
beskrevet	leírt	beskrive	leírt	V;INDF;SG;PST;V.PTCP	
kolding	kolding	kolding	kolding		PROPN;NOM;SG
grundlag	alapítványok	grundlag	alapítvány	N;INDF;NEUT;SG	N;NOM;PL
tider	idők	tid	idő	N;INDF;MASC+FEM;PL	
tider	times	tid	times	N;INDF;MASC+FEM;PL	N;NOM;SG
fred	béke	fred	béke	N;INDF;MASC+FEM;SG	
fred	fred	fred	fred	N;INDF;MASC+FEM;SG	
forskning	kutatások	forskning	kutatás	N;INDF;MASC+FEM;SG	N;NOM;PL
tæthed	bőséges	tæthed	bőséges	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
tæthed	bőség	tæthed	bőség	N;INDF;MASC+FEM;SG	
spansk	spanyolul	spansk	spanyolul	N;INDF;NEUT;SG	
spansk	spanyolok	spansk	spanyol	N;INDF;NEUT;SG	N;NOM;PL
spansk	spanyol	spansk	spanyol	N;INDF;NEUT;SG	
handel	kereskedelmi	handel	kereskedelmi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
handel	kereskedelmi	handel	kereskedelmi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
river	folyami	rive	folyami	N;INDF;MASC+FEM;PL	N;NOM;SG
river	folyó	rive	folyó	N;INDF;MASC+FEM;PL	
aktive	aktív	aktiv	aktív	ADJ;PL	
aktive	aktívak	aktiv	aktív	ADJ;PL	N;NOM;PL
biografi	bio	biografi	bio	N;INDF;MASC+FEM;SG	
sammenhæng	összhang	sammenhæng	összhang	N;INDF	
sammenhæng	összhang	sammenhæng	összhang	N;INDF	
rent	tiszta	ren	tiszta	ADJ;INDF;NEUT;SG	
rent	clean	ren	clean	ADJ;INDF;NEUT;SG	
rent	tisztán	ren	tiszta	ADJ;INDF;NEUT;SG	
rent	tiszta	ren	tiszta	ADJ;INDF;NEUT;SG	
slottet	vár	slotte	vár	N;DEF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
slottet	castle	slotte	castle	N;DEF;NEUT;SG	
sandsynligvis	valószínű	sandsynligvis	valószínű	ADV	
sandsynligvis	valószínűleg	sandsynligvis	valószínűleg	ADV	
sandsynligvis	valószínű	sandsynligvis	valószínű	ADV	
sandsynligvis	valószínűleg	sandsynligvis	valószínűleg	ADV	
page	oldalt	page	oldal		N;ACC;SG
page	oldal	page	oldal		N;NOM;SG
opera	opera	opera	opera	N;INDF;MASC+FEM;SG	
eksemplarer	másolatot	eksemplar	másolat	N;INDF;NEUT;PL	N;ACC;SG
farve	színek	farve	szín	N;INDF;MASC+FEM;SG	N;NOM;PL
viden	ismeretek	viden	ismeret	N;INDF;MASC+FEM;SG	N;NOM;PL
skotland	skócia	skotland	skócia	PROPN	N;NOM;SG
råd	tanácsok	råd	tanács	N;INDF;NEUT;SG	N;NOM;PL
horsens	horsens	horsens	horsens	PROPN	N;NOM;SG
hall	terem	hall	terem		N;NOM;SG
hall	hall	hall	hall		
hall	csarnok	hall	csarnok		N;NOM;SG
angeles	angeles	angeles	angeles	N;INDF;MASC+FEM;SG	
tegn	rajzolni	tegn	rajzol	N;INDF;NEUT;SG	V;NFIN;ACT
tegn	rajzol	tegn	rajzol	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
tegn	karakterek	tegn	karakter	N;INDF;NEUT;SG	N;NOM;PL
tegn	szereplők	tegn	szereplő	N;INDF;NEUT;SG	N;NOM;PL
tegn	jelek	tegn	jelek	N;INDF;NEUT;SG	N;NOM;PL
tegn	jelzések	tegn	jelzés	N;INDF;NEUT;SG	N;NOM;PL
tegn	táblák	tegn	táblák	N;INDF;NEUT;SG	N;NOM;PL
fremstillet	gyártottak	fremstille	gyárt	V;INDF;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
simon	simon	simon	simon		
bevaret	megőrizte	bevare	megőriz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
sydvest	délnyugat	sydvest	délnyug	N;INDF	
erstattet	helyébe	erstatte	hely	V;INDF;SG;PST;V.PTCP	N;IN+ALL;SG
undgå	elkerülése	undgå	elkerülés	V;NFIN;ACT	N;NOM;SG
undgå	elkerülése	undgå	elkerülés	V;NFIN;ACT	N;NOM;SG
øverste	felső	øvre	felső	ADJ;DEF;RL	
øverste	felül	øvre	felül	ADJ;DEF;RL	
øverste	top	øvre	top	ADJ;DEF;RL	
øverste	csúcs	øvre	csúcs	ADJ;DEF;RL	
øverste	felső	øvre	felső	ADJ;DEF;RL	
øverste	legfelső	øvre	legfelső	ADJ;DEF;RL	
jakob	jakob	jakob	ja		
jakob	jacob	jakob	jac		
brasilien	brazília	brasilie	brazília	N;DEF;MASC+FEM;SG	
elisabeth	elizabeth	elisabeth	elizabeth	N;INDF;MASC+FEM;SG	
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;MASC+FEM;SG	
ansatte	alkalmazottak	ansætte	alkalmazott	V;PL;PST;V.PTCP	N;NOM;PL
ansatte	munkavállalók	ansætte	munkavállaló	V;PL;PST;V.PTCP	N;NOM;PL
ansatte	munkatársak	ansætte	munkatárs	V;PL;PST;V.PTCP	N;NOM;PL
ansatte	alkalmazottak	ansætte	alkalmazott	V;PL;PST;V.PTCP	N;NOM;PL
ansatte	személyzet	ansætte	személyzet	V;PL;PST;V.PTCP	N;NOM;SG
ansatte	munkatársak	ansætte	munkatárs	V;PL;PST;V.PTCP	N;NOM;PL
debut	debütáló	debut	debütáló	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
blade	penge	blad	penge	N;INDF;NEUT;PL	N;NOM;SG
blade	pengét	blad	peng	N;INDF;NEUT;PL	N;ACC;SG
blade	levél	blad	levél	N;INDF;NEUT;PL	N;NOM;SG
levende	élni	levende	él	ADJ	V;NFIN;ACT
levende	élő	levende	élő	ADJ	
levende	live	levende	live	ADJ	
levende	élni	levende	él	ADJ	V;NFIN;ACT
levende	élőben	levende	élő	ADJ	N;IN+ESS;SG
levende	élő	levende	élő	ADJ	
rød	piros	rød	piros	ADJ;INDF;MASC+FEM;SG	
rød	piroska	rød	piroska	ADJ;INDF;MASC+FEM;SG	
rød	vörös	rød	vörös	ADJ;INDF;MASC+FEM;SG	
kvindelige	nőnemű	kvindelig	nőnemű	ADJ;PL	
kvindelige	nő	kvindelig	nő	ADJ;PL	N;NOM;SG
kvindelige	női	kvindelig	női	ADJ;PL	
kvindelige	nőstény	kvindelig	nőstény	ADJ;PL	N;NOM;SG
kører	vezetés	køre	vezetés	V;IND;PRS;FIN;ACT	N;NOM;SG
kører	vezetési	køre	vezetési	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
kører	futás	køre	futás	V;IND;PRS;FIN;ACT	N;NOM;SG
kører	futó	køre	futó	V;IND;PRS;FIN;ACT	
madsen	madsen	mads	madsen	N;DEF;MASC+FEM;SG	
ukendt	ismeretlenek	ukendt	ismeretlen	ADJ;INDF;SG	ADJ;NOM;PL
ukendt	ismeretlen	ukendt	ismeretlen	ADJ;INDF;SG	
betydelig	jelentős	betydelig	jelentős	ADJ;INDF;MASC+FEM;SG	
betydelig	jelentős	betydelig	jelentős	ADJ;INDF;MASC+FEM;SG	
betydelig	szignifikáns	betydelig	szignifikáns	ADJ;INDF;MASC+FEM;SG	N;ON+ESS;SG
nederlag	legyőzni	nederlag	legyőz	N;INDF;NEUT;SG	V;NFIN;ACT
louise	louise	louis	louis	N;INDF;MASC+FEM;SG	
præst	pásztor	præst	pásztor	N;INDF;MASC+FEM;SG	
jones	jones	jone	jones	N;INDF;MASC+FEM;SG	
stille	néma	stille	néma	ADJ	
stille	csendes	stille	csendes	ADJ	
omgang	kerek	omgang	kér	N;INDF;MASC+FEM;SG	
omgang	körbe	omgang	kör	N;INDF;MASC+FEM;SG	ADV
forsvar	védelmi	forsvar	védelmi	N;INDF;NEUT;SG	
forsvar	védelmi	forsvar	védelmi	N;INDF;NEUT;SG	
traditionelle	hagyományos	traditionel	hagyományos	ADJ;PL	
traditionelle	tradicionális	traditionel	tradicionális	ADJ;PL	ADJ;NOM;SG
afdeling	megye	afdeling	megye	N;INDF;MASC+FEM;SG	
korte	rövid	kort	rövid	ADJ;PL	
korte	alacsony	kort	alacsony	ADJ;PL	ADJ;NOM;SG
korte	röviden	kort	röviden	ADJ;PL	
opnå	megszerzése	opnå	megszerzés	V;NFIN;ACT	N;NOM;SG
læge	orvosi	læge	orvosi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
out	ki	out	ki		PRO;NOM;SG;3
indspillet	rögzítve	indspille	rögzítve	V;INDF;SG;PST;V.PTCP	N;NOM;SG
mangler	eltűnt	mangle	el+tűnik	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
mangler	hiányzó	mangle	hiányzó	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
hovedsageligt	főként	hovedsageligt	főként	ADV	
hovedsageligt	főleg	hovedsageligt	főleg	ADV	
hovedsageligt	túlnyomórészt	hovedsageligt	túlnyomórész	ADV	
irland	írország	irland	írország	PROPN	N;NOM;SG
religiøse	vallásos	religiøs	vallásos	ADJ;PL	
religiøse	vallás	religiøs	vallás	ADJ;PL	N;NOM;SG
religiøse	vallási	religiøs	vallási	ADJ;PL	ADJ;NOM;SG
imellem	között	imellem	között	ADV	ADP
big	nagyok	big	nagy		N;NOM;PL
big	nagy	big	nagy		ADJ;NOM;SG
rejser	utazás	rejse	utazás	N;INDF;MASC+FEM;PL	N;NOM;SG
rejser	utazási	rejse	utazási	N;INDF;MASC+FEM;PL	N;NOM;SG
rejser	utazik	rejse	utazik	N;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
rejser	utazás	rejse	utazás	N;INDF;MASC+FEM;PL	N;NOM;SG
rejser	utazik	rejse	utazik	N;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
rejser	utazó	rejse	utazó	N;INDF;MASC+FEM;PL	
rejser	utazás	rejse	utazás	N;INDF;MASC+FEM;PL	N;NOM;SG
rejser	utazó	rejse	utazó	N;INDF;MASC+FEM;PL	
rejser	utazni	rejse	utazik	N;INDF;MASC+FEM;PL	V;NFIN;ACT
mary	mary	mary	mary	N;INDF;MASC+FEM;SG	
mary	mária	mary	mária	N;INDF;MASC+FEM;SG	
ender	ender	ende	ender	V;IND;PRS;FIN;ACT	
straks	azonnal	straks	azonnal	ADV	
lære	tanulok	lære	tanul	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
lære	tanul	lære	tanul	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
lære	tanulni	lære	tanul	N;INDF;MASC+FEM;SG	V;NFIN;ACT
lære	tanuljon	lære	tanul	N;INDF;MASC+FEM;SG	V;INDF;IMP;SG;3;PRS;FIN;ACT
lære	tanul	lære	tanul	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
arthur	artúr	arthur	artúr	N;INDF;MASC+FEM;SG	
arthur	arthur	arthur	arthur	N;INDF;MASC+FEM;SG	
havn	kikötők	havn	ki+kötő	N;INDF;MASC+FEM;SG	N;NOM;PL
havn	port	havn	por	N;INDF;MASC+FEM;SG	
havn	harbour	havn	harbour	N;INDF;MASC+FEM;SG	
awards	díjak	award	díj		N;NOM;PL
awards	gála	award	gála		N;NOM;SG
org	org	org	org		N;NOM;SG
katolske	katolikus	katolsk	katolikus	ADJ;PL	
katolske	katolikusok	katolsk	katolikus	ADJ;PL	N;NOM;PL
song	dal	song	dal		N;NOM;SG
song	dalt	song	dalt		N;ACC;SG
song	song	song	song		
systemet	system	system	system	N;DEF;NEUT;SG	
skrifter	szentírás	skrift	szentírás	N;INDF;MASC+FEM;PL	N;NOM;SG
begrænset	korlátozott	begrænse	korlátozott	V;INDF;SG;PST;V.PTCP	
begrænset	korlátozottak	begrænse	korlátozott	V;INDF;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
begrænset	limited	begrænse	limited	V;INDF;SG;PST;V.PTCP	
begrænset	limitált	begrænse	limitál	V;INDF;SG;PST;V.PTCP	
begrænset	korlátozott	begrænse	korlátozott	V;INDF;SG;PST;V.PTCP	
svarer	reagálás	svare	reagálás	V;IND;PRS;FIN;ACT	N;NOM;SG
jacobsen	jacobsen	jacobsen	jacobsen	N;DEF;MASC+FEM;SG	PROPN;ON+ESS;SG
manchester	manchester	manchester	manchester	N;INDF;MASC+FEM;PL	N;NOM;SG
hjemme	otthon	hjemme	otthon	ADV	
hjemme	itthon	hjemme	itthon	ADV	
hjemme	haza	hjemme	haza	ADV	
social	társadalmi	social	társadalmi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
chris	chris	chris	chris		
selvstændig	független	selvstændig	független	ADJ;INDF;MASC+FEM;SG	
selvstændig	önálló	selvstændig	önálló	ADJ;INDF;MASC+FEM;SG	
