और	oraz	और	oraz		CONJ
मार्ग	trasy	मार्ग	trasa	N;NOM;MASC;SG;3	N;ACC;FEM;PL
मार्ग	way	मार्ग	wy	N;NOM;MASC;SG;3	
मार्ग	sposób	मार्ग	sposób	N;NOM;MASC;SG;3	V;IND;PRS;FIN
पर्यटन	turystyki	पर्यटन	turystyka	N;NOM;MASC;SG;3	N;GEN;FEM;SG
ज्ञान	wiedzy	ज्ञान	wiedza	N;NOM;MASC;SG;3	N;GEN;FEM;SG
ज्ञान	wiedzę	ज्ञान	wiedza	N;NOM;MASC;SG;3	N;ACC;FEM;SG
लगा	czuł	लगा	czuć	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
लगा	czuła	लगा	czuć	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
लगा	czuł	लगा	czuć	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
दिसम्बर	grudzień	दिसम्बर	grudzienie	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
दिसम्बर	grudnia	दिसम्बर	grudzień	PROPN;NOM;MASC;SG;3	
दिसम्बर	grudniu	दिसम्बर	grudzień	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
दिसम्बर	grudzień	दिसम्बर	grudzienie	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
दिसम्बर	dec	दिसम्बर	dec	PROPN;NOM;MASC;SG;3	
प्रदर्शित	wyświetlacz	प्रदर्शित	wyświetlacz	ADJ	N;NOM;MASC;SG
प्रदर्शित	wyświetlanie	प्रदर्शित	wyświetlać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
प्रदर्शित	wyświetlania	प्रदर्शित	wyświetlanie	ADJ	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
अक्सर	czesto	अक्सर	czesto	ADV	
सहायता	pomoc	सहायता	pomoc	N;NOM;FEM;SG;3	V;IPFV;IND;SG;2;FIN;ACT
सहायता	pomocy	सहायता	pomoc	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सहायता	pomoc	सहायता	pomoc	N;NOM;FEM;SG;3	V;IPFV;IND;SG;2;FIN;ACT
सहायता	pomocy	सहायता	pomoc	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सहायता	pomoc	सहायता	pomoc	N;NOM;FEM;SG;3	V;IPFV;IND;SG;2;FIN;ACT
सहायता	pomocy	सहायता	pomoc	N;NOM;FEM;SG;3	N;GEN;FEM;SG
पहला	najpierw	पहला	najpierw	ADJ;NOM;MASC;SG	ADV
मृत्यु	śmierci	मृत्यु	śmierć	N;NOM;FEM;SG;3	N;GEN;FEM;SG
मृत्यु	death	मृत्यु	death	N;NOM;FEM;SG;3	
मृत्यु	śmiertelności	मृत्यु	śmiertelność	N;NOM;FEM;SG;3	N;GEN;FEM;SG
स्वयं	siebie	स्वयं	siebie		PRO;GEN;REFL
स्वयं	własne	स्वयं	własny		ADJ;NOM;NEUT;SG
स्वयं	własny	स्वयं	własny		ADJ;NOM;MASC;SG
स्वयं	własna	स्वयं	własny		ADJ;NOM;FEM;SG
विकिपीडिया	wiki	विकिपीडिया	wik	PROPN;NOM;MASC;SG;3	
विकिपीडिया	wikipedia	विकिपीडिया	wikipediać	PROPN;NOM;MASC;SG;3	
आवश्यक	pilne	आवश्यक	pilny	ADJ	
देखा	wyglądała	देख	wyglądać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
देखा	wyglądały	देख	wyglądać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;PL;PST;FIN;ACT
देखा	wyglądał	देख	wyglądać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
देखा	obserwowana	देख	obserwować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
देखा	obserwowane	देख	obserwować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
देखा	obserwowany	देख	obserwować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
देखा	obserwował	देख	obserwować	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
देखा	widział	देख	widzieć	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
देखा	widziane	देख	widzieć	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
देखा	widziany	देख	widzieć	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
देखा	widział	देख	widzieć	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
देखा	piły	देख	pić	V;PFV;MASC;SG;V.PTCP;ACT	
देखा	piła	देख	pić	V;PFV;MASC;SG;V.PTCP;ACT	
उत्पादन	produkcji	उत्पादन	produkcja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
रोग	choroby	रोग	choroba	N;NOM;MASC;SG;3	N;ACC;FEM;PL
संबंधित	pokrewne	संबंधित	pokrewny	ADJ	
शताब्दी	wieku	शताब्दी	wiek	N;NOM;FEM;SG;3	N;GEN;MASC;SG
गये	poszedł	जा	pójść	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
गये	poszło	जा	pójść	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
चीन	china	चीन	chiny	PROPN;NOM;MASC;SG;3	
चीन	chin	चीन	chuna	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
चीन	chiny	चीन	chiny	PROPN;NOM;MASC;SG;3	
अभी	teraz	अभी	teraz	PRO;NOM	ADV
संघ	union	संघ	union	N;NOM;MASC;SG;3	
संघ	unia	संघ	unia	N;NOM;MASC;SG;3	
संघ	unii	संघ	unia	N;NOM;MASC;SG;3	
संघ	związki	संघ	związek	N;NOM;MASC;SG;3	N;NOM;MASC;PL
संघ	federacji	संघ	federacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संघ	skojarzenia	संघ	skojarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
संघ	association	संघ	association	N;NOM;MASC;SG;3	
यात्रा	podróży	यात्रा	podróż	N;NOM;FEM;SG;3	N;GEN;FEM;SG
यात्रा	podróże	यात्रा	podróż	N;NOM;FEM;SG;3	N;ACC;FEM;PL
यात्रा	trip	यात्रा	trip	N;NOM;FEM;SG;3	
मात्रा	ilości	मात्रा	ilość	N;NOM;FEM;SG;3	N;GEN;FEM;SG
रचना	tworzenie	रच	tworzyć	PROPN;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
रचना	tworzenia	रच	tworzyć	PROPN;NOM;FEM;SG;3	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
रचना	utworzenie	रच	utworzenie	PROPN;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
रचना	stworzenie	रच	stworzenie	PROPN;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
रचना	skład	रच	skład	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
जगह	odstępy	जगह	odstęp	N;NOM;FEM;SG;3	N;NOM;MASC;PL
जगह	przestrzeni	जगह	przestrzeń	N;NOM;FEM;SG;3	N;GEN;FEM;SG
जगह	kosmos	जगह	kosmos	N;NOM;FEM;SG;3	
भिन्न	dyskretnych	भिन्न	dyskretny	ADP	ADJ;GEN;MASC;PL
भिन्न	dyskretny	भिन्न	dyskretny	ADP	ADJ;NOM;MASC;SG
भिन्न	inna	भिन्न	inny	ADP	ADJ;NOM;FEM;SG
भिन्न	różne	भिन्न	różny	ADP	ADJ;NOM;NEUT;SG
भिन्न	inny	भिन्न	inny	ADP	ADJ;NOM;MASC;SG
भिन्न	różnych	भिन्न	różny	ADP	ADJ;GEN;MASC;PL
भिन्न	ułamek	भिन्न	ułamek	ADP	N;NOM;MASC;SG
भिन्न	frakcja	भिन्न	frakcja	ADP	N;NOM;FEM;SG
लोक	loka	लोक	loka	N;NOM;MASC;SG;3	
लोक	publiczne	लोक	publiczny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
लोक	public	लोक	publica	N;NOM;MASC;SG;3	
लोक	publiczna	लोक	publiczny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
लोक	publiczny	लोक	publiczny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
लोक	folk	लोक	folk	N;NOM;MASC;SG;3	
लोक	ludowa	लोक	ludowy	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सब	sab	सब	sab	N;NOM;MASC;SG;3	
सब	wszystkie	सब	wszystek	N;NOM;MASC;SG;3	DET;NOM;MASC;PL
सब	wszystko	सब	wszystko	N;NOM;MASC;SG;3	PRO;NOM;NEUT;SG
सब	all	सब	all	N;NOM;MASC;SG;3	
सब	wszyscy	सब	wszyscy	N;NOM;MASC;SG;3	PRO;NOM;MASC;PL
पूरा	full	पूरा	full	ADJ;NOM;MASC;SG	
पूरा	pełen	पूरा	pełen	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
पूरा	pełne	पूरा	pełny	ADJ;NOM;MASC;SG	
पूरा	całość	पूरा	całość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
पूरा	cał	पूरा	cał	ADJ;NOM;MASC;SG	ADV
आवश्यकता	wymagają	आवश्यकता	wymagać	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN;ACT
आवश्यकता	wymagać	आवश्यकता	wymagać	N;NOM;FEM;SG;3	V;IPFV;NFIN;ACT
प्रकाश	light	प्रकाश	light	PROPN;NOM;MASC;SG;3	
प्रकाश	światło	प्रकाश	światło	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रकाश	światła	प्रकाश	światło	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रकाश	lekka	प्रकाश	lekki	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रकाश	lekki	प्रकाश	lekki	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
प्रकाश	prakash	प्रकाश	prakash	PROPN;NOM;MASC;SG;3	
प्रकाश	światła	प्रकाश	światło	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
नई	nowości	नया	nowość	ADJ;NOM;FEM;SG	N;ACC;FEM;PL
नई	nowość	नया	nowość	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
नई	nowa	नया	nowy	ADJ;NOM;FEM;SG	
नई	nowsze	नया	nowy	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;FIN;ACT
चिकित्सा	medyczna	चिकित्सा	medyczny	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
चिकित्सा	medyczny	चिकित्सा	medyczny	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
चिकित्सा	medyczne	चिकित्सा	medyczny	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
चिकित्सा	terapie	चिकित्सा	terap	N;NOM;FEM;SG;3	N;NOM;MASC;PL
चिकित्सा	terapię	चिकित्सा	terapia	N;NOM;FEM;SG;3	N;ACC;FEM;SG
चिकित्सा	terapii	चिकित्सा	terapia	N;NOM;FEM;SG;3	N;GEN;FEM;SG
कार्यक्रम	programów	कार्यक्रम	program	N;NOM;MASC;SG;3	N;GEN;MASC;PL
कार्यक्रम	programy	कार्यक्रम	program	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कार्यक्रम	wydarzenia	कार्यक्रम	wydarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कार्यक्रम	imprezy	कार्यक्रम	impreza	N;NOM;MASC;SG;3	
कार्यक्रम	wydarzeń	कार्यक्रम	wydarzenie	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
कार्यक्रम	imprez	कार्यक्रम	impreza	N;NOM;MASC;SG;3	
कार्यक्रम	programu	कार्यक्रम	program	N;NOM;MASC;SG;3	N;GEN;MASC;SG
कार्यक्रम	programy	कार्यक्रम	program	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कार्यक्रम	wydarzenia	कार्यक्रम	wydarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कार्यक्रम	programu	कार्यक्रम	program	N;NOM;MASC;SG;3	N;GEN;MASC;SG
पुराने	stare	पुराना	stary	ADJ;MASC;PL	
पुराने	stary	पुराना	stary	ADJ;MASC;PL	ADJ;NOM;MASC;SG
पुराने	old	पुराना	old	ADJ;MASC;PL	
पुराने	stara	पुराना	stary	ADJ;MASC;PL	
पुराने	starsza	पुराना	stary	ADJ;MASC;PL	ADJ;NOM;CMPR;FEM;SG
पुराने	starsze	पुराना	stary	ADJ;MASC;PL	ADJ;NOM;CMPR;NEUT;SG
पुराने	starszy	पुराना	stary	ADJ;MASC;PL	ADJ;NOM;CMPR;MASC;SG
सदी	wieku	सदी	wiek	PROPN;NOM;FEM;SG;3	N;GEN;MASC;SG
सदी	wiek	सदी	wiek	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
भगवान	boże	भगवान	boży	N;NOM;MASC;SG;3	
भगवान	jezu	भगवान	jezus	N;NOM;MASC;SG;3	
भगवान	panie	भगवान	pan	N;NOM;MASC;SG;3	
लिखा	napisane	लिख	napisać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
लिखा	pisemne	लिख	pisemny	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
लिखा	zapisane	लिख	zapisać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
लिखा	napisali	लिख	napisać	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
लिखा	pisał	लिख	pisać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
संस्थान	instytutu	संस्थान	instytut	N;NOM;MASC;PL;3	N;GEN;MASC;SG
संस्थान	institute	संस्थान	institut	N;NOM;MASC;PL;3	
संस्थान	instytut	संस्थान	instytut	N;NOM;MASC;PL;3	N;NOM;MASC;SG
संस्थान	instytutów	संस्थान	instytut	N;NOM;MASC;PL;3	N;GEN;MASC;PL
संस्कृति	kultury	संस्कृति	kultura	N;NOM;FEM;SG;3	N;GEN;FEM;SG
अंग्रेज़ी	angielski	अंग्रेजी	angielski	PROPN;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
अंग्रेज़ी	anglik	अंग्रेजी	anglik	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
पूर्ण	idealna	पूर्ण	idealny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पूर्ण	idealne	पूर्ण	idealny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पूर्ण	idealnie	पूर्ण	idealnie	PROPN;NOM;MASC;SG;3	ADV
पूर्ण	idealny	पूर्ण	idealny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
पूर्ण	pełna	पूर्ण	pełny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पूर्ण	full	पूर्ण	full	PROPN;NOM;MASC;SG;3	
पूर्ण	pełen	पूर्ण	pełen	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
पूर्ण	pełne	पूर्ण	pełny	PROPN;NOM;MASC;SG;3	
पूर्ण	pełny	पूर्ण	pełny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
पूर्ण	kompletny	पूर्ण	kompletny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
पूर्ण	kompletna	पूर्ण	kompletny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पूर्ण	kompletne	पूर्ण	kompletny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पूर्ण	zrealizowane	पूर्ण	zrealizować	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूर्ण	zakończone	पूर्ण	zakończyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूर्ण	zakończona	पूर्ण	zakończyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
पूर्ण	zaliczone	पूर्ण	zaliczyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूर्ण	ukończone	पूर्ण	ukończyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
परिवर्तन	konwersji	परिवर्तन	konwersja	N;NOM;MASC;SG;3	
परिवर्तन	zamiana	परिवर्तन	zamiana	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
परिवर्तन	konwersja	परिवर्तन	konwersja	N;NOM;MASC;SG;3	
परिवर्तन	konwersje	परिवर्तन	konwersja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
परिवर्तन	przejścia	परिवर्तन	przejście	N;NOM;MASC;SG;3	
परिवर्तन	przejściowy	परिवर्तन	przejściowy	N;NOM;MASC;SG;3	ADJ;ACC;MASC;SG
परिवर्तन	zmiany	परिवर्तन	zmiana	N;NOM;MASC;SG;3	N;ACC;FEM;PL
परिवर्तन	zmian	परिवर्तन	zmiana	N;NOM;MASC;SG;3	
परिवर्तन	przemiany	परिवर्तन	przemiać	N;NOM;MASC;SG;3	N;ACC;FEM;SG
परिवर्तन	transformacji	परिवर्तन	transformacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
परिवर्तन	zmiany	परिवर्तन	zmiana	N;NOM;MASC;SG;3	N;ACC;FEM;PL
परिवर्तन	zmienić	परिवर्तन	zmienić	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
परिवर्तन	zmień	परिवर्तन	zmień	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN;ACT
टीम	zespoły	टीम	zespół	N;NOM;FEM;SG;3	N;NOM;MASC;PL
टीम	zespołów	टीम	zespół	N;NOM;FEM;SG;3	N;GEN;MASC;PL
टीम	drużyny	टीम	drużyna	N;NOM;FEM;SG;3	N;ACC;FEM;PL
टीम	ekipy	टीम	ekipa	N;NOM;FEM;SG;3	N;NOM;FEM;PL
टीम	team	टीम	team	N;NOM;FEM;SG;3	
टीम	drużyny	टीम	drużyna	N;NOM;FEM;SG;3	N;ACC;FEM;PL
चर्चा	dyskusji	चर्चा	dyskusja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
चर्चा	dyskusje	चर्चा	dyskusja	N;NOM;FEM;SG;3	N;NOM;FEM;PL
चर्चा	dyskusję	चर्चा	dyskusja	N;NOM;FEM;SG;3	N;ACC;FEM;SG
संगठन	organizacji	संगठन	organizacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संगठन	organizacji	संगठन	organizacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संगठन	organizacje	संगठन	organizacja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अगर	agar	अगर	agar	CONJ	
शैली	style	शैली	style	N;NOM;FEM;SG;3	
शैली	shelly	शैली	shelly	N;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
स्कूल	szkół	स्कूल	szkół	N;NOM;MASC;SG;3	
स्कूल	szkoły	स्कूल	szkoła	N;NOM;MASC;SG;3	N;GEN;FEM;SG
स्कूल	szkoły	स्कूल	szkoła	N;NOM;MASC;SG;3	N;GEN;FEM;SG
पुस्तक	książkę	पुस्तक	książka	N;NOM;FEM;SG;3	N;ACC;FEM;SG
पुस्तक	książki	पुस्तक	książka	N;NOM;FEM;SG;3	N;NOM;FEM;PL
पुस्तक	księga	पुस्तक	ksiągać	N;NOM;FEM;SG;3	
लेखक	autor	लेखक	autor	N;NOM;MASC;SG;3	V;IPFV;IND;SG;PST;FIN;ACT
लेखक	autorzy	लेखक	autor	N;NOM;MASC;SG;3	N;NOM;MASC;PL
लेखक	autorów	लेखक	autor	N;NOM;MASC;SG;3	N;GEN;MASC;PL
लेखक	pisarzy	लेखक	pisarz	N;NOM;MASC;SG;3	N;GEN;MASC;PL
लेखक	pisarze	लेखक	pisarz	N;NOM;MASC;SG;3	N;NOM;MASC;PL
लेखक	autor	लेखक	autor	N;NOM;MASC;SG;3	V;IPFV;IND;SG;PST;FIN;ACT
लेखक	autora	लेखक	autor	N;NOM;MASC;SG;3	
संस्करण	wyd	संस्करण	wyd	N;NOM;MASC;SG;3	
संस्करण	wersji	संस्करण	wersja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संस्करण	wersjach	संस्करण	wersja	N;NOM;MASC;SG;3	N;DAT;FEM;PL
संस्करण	wersje	संस्करण	wersać	N;NOM;MASC;SG;3	N;NOM;FEM;PL
संस्करण	wersji	संस्करण	wersja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संस्करण	wersję	संस्करण	wersja	N;NOM;MASC;SG;3	N;ACC;FEM;SG
संस्करण	edycje	संस्करण	edycja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
संस्करण	wydania	संस्करण	wydać	N;NOM;MASC;SG;3	N;PFV;GEN;NEUT;SG;POS;V.MSDR
खिलाड़ी	zawodnicy	खिलाडी	zawodnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
खिलाड़ी	graczy	खिलाडी	gracz	N;NOM;MASC;SG;3	N;ACC;MASC;PL
खिलाड़ी	gracze	खिलाडी	gracz	N;NOM;MASC;SG;3	N;NOM;MASC;PL
खिलाड़ी	player	खिलाडी	player	N;NOM;MASC;SG;3	
खिलाड़ी	gracza	खिलाडी	gracza	N;NOM;MASC;SG;3	N;ACC;MASC;SG
ट्रेन	pociągiem	ट्रेन	pociąg	N;NOM;FEM;SG;3	N;INS;MASC;SG
ट्रेन	pociągu	ट्रेन	pociąg	N;NOM;FEM;SG;3	N;GEN;MASC;SG
ट्रेन	pociągi	ट्रेन	pociąg	N;NOM;FEM;SG;3	N;NOM;MASC;PL
ट्रेन	pociągów	ट्रेन	pociąg	N;NOM;FEM;SG;3	N;GEN;MASC;PL
ट्रेन	pociągi	ट्रेन	pociąg	N;NOM;FEM;SG;3	N;NOM;MASC;PL
आकार	figury	आकार	figura	N;NOM;MASC;SG;3	N;ACC;FEM;PL
आकार	kształty	आकार	kształt	N;NOM;MASC;SG;3	N;NOM;MASC;PL
आकार	kształtu	आकार	kształt	N;NOM;MASC;SG;3	N;GEN;MASC;SG
आकार	wielkości	आकार	wielkość	N;NOM;MASC;SG;3	N;GEN;FEM;SG
आकार	rozmiary	आकार	rozmiar	N;NOM;MASC;SG;3	N;NOM;MASC;PL
आकार	wielkość	आकार	wielkość	N;NOM;MASC;SG;3	N;ACC;FEM;SG
आकार	rozmiary	आकार	rozmiar	N;NOM;MASC;SG;3	N;NOM;MASC;PL
उत्तरी	północ	उत्तरी	północ	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
उत्तरी	północna	उत्तरी	północny	PROPN;NOM;MASC;SG;3	
उत्तरी	północne	उत्तरी	północny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
उत्तरी	północnej	उत्तरी	północny	PROPN;NOM;MASC;SG;3	ADJ;GEN;FEM;SG
उत्तरी	północny	उत्तरी	północny	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
सीमा	sima	सीमा	sima	N;NOM;FEM;SG;3	N;ACC;MASC;SG
सीमा	granice	सीमा	granica	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सीमा	granicy	सीमा	granica	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सीमा	granicę	सीमा	granica	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सीमा	zasięgu	सीमा	zasiąg	N;NOM;FEM;SG;3	N;GEN;MASC;SG
सीमा	odległość	सीमा	odległość	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सीमा	granice	सीमा	granica	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सीमा	limity	सीमा	limita	N;NOM;FEM;SG;3	N;NOM;MASC;PL
पश्चिमी	zachodnia	पश्चिमी	zachodni	ADJ	
पश्चिमी	zachodni	पश्चिमी	zachodni	ADJ	N;NOM;MASC;SG
पश्चिमी	western	पश्चिमी	western	ADJ	
राजधानी	stolice	राजधानी	stolica	N;NOM;FEM;SG;3	N;NOM;FEM;PL
राजधानी	kapitał	राजधानी	kapitał	N;NOM;FEM;SG;3	N;ACC;MASC;SG
राजधानी	kapitału	राजधानी	kapitał	N;NOM;FEM;SG;3	N;GEN;MASC;SG
राजधानी	stolicy	राजधानी	stolica	N;NOM;FEM;SG;3	
राजधानी	capital	राजधानी	capital	N;NOM;FEM;SG;3	
दर्शन	filozofii	दर्शन	filozofia	N;NOM;MASC;SG;3	N;GEN;FEM;SG
दर्शन	wizji	दर्शन	wizja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
वहाँ	tam	वहाँ	tam	PRO;NOM	ADV
विधि	sposoby	विधि	sposób	N;NOM;FEM;SG;3	N;NOM;MASC;PL
विधि	metody	विधि	metoda	N;NOM;FEM;SG;3	N;ACC;FEM;PL
विधि	metod	विधि	metod	N;NOM;FEM;SG;3	N;GEN;FEM;PL
विधि	prawa	विधि	prawo	N;NOM;FEM;SG;3	
विधि	metody	विधि	metoda	N;NOM;FEM;SG;3	N;ACC;FEM;PL
विधि	sposób	विधि	sposób	N;NOM;FEM;SG;3	V;IND;PRS;FIN
अवधि	okresy	अवधि	okres	N;NOM;FEM;SG;3	N;NOM;MASC;PL
अवधि	okresów	अवधि	okres	N;NOM;FEM;SG;3	N;GEN;MASC;PL
दृष्टि	wizualne	दृष्टि	wizualny	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
दृष्टि	wizji	दृष्टि	wizja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सिद्धांत	teorie	सिद्धान्त	teoria	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सिद्धांत	teorii	सिद्धान्त	teoria	N;NOM;MASC;SG;3	N;GEN;FEM;SG
सिद्धांत	zasady	सिद्धान्त	zasada	N;NOM;MASC;SG;3	N;ACC;FEM;PL
सिद्धांत	zasadami	सिद्धान्त	zasada	N;NOM;MASC;SG;3	N;INS;FEM;PL
कलाकार	artystów	कलाकार	artysta	N;NOM;MASC;SG;3	N;ACC;MASC;PL
कलाकार	artyści	कलाकार	artysta	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कलाकार	wykonawcy	कलाकार	wykonawca	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कलाकार	artyści	कलाकार	artysta	N;NOM;MASC;SG;3	N;NOM;MASC;PL
बैंक	banks	बैंक	banks	N;NOM;MASC;SG;3	
