और	ve	और	ve		CONJ
बैंक	bankalar	बैंक	banka	N;NOM;MASC;SG;3	N;NOM;PL;3
बैंक	bank	बैंक	bank	N;NOM;MASC;SG;3	
ज्यादा	daha	ज्यादा	daha	DET	ADV
ज्यादा	devamı	ज्यादा	devam	DET	
ज्यादा	more	ज्यादा	more	DET	
अंतिम	sonuncusu	अंतिम	sonuncu	ADJ;NOM	NUM;NOM;SG;3
अंतिम	last	अंतिम	last	ADJ;NOM	
अंतिम	sonuncu	अंतिम	sonuncu	ADJ;NOM	
अंतिम	son	अंतिम	son	ADJ;NOM	
अंतिम	final	अंतिम	final	ADJ;NOM	
विशिष्ट	spesifik	विशिष्ट	spesifik	ADJ	
विशिष्ट	belirli	विशिष्ट	belirli	ADJ	
विशिष्ट	seçkin	विशिष्ट	seçkin	ADJ	
लाल	kırmızı	लाल	kırmızı		ADJ
पूर्वी	doğu	पूर्वी	doğu	ADJ	
पूर्वी	doğuda	पूर्वी	doğu	ADJ	N;ESS;SG;3
पूर्वी	doğulu	पूर्वी	doğul	ADJ	
पूर्वी	doğu	पूर्वी	doğu	ADJ	
समर्थन	destekle	समर्थन	destek	N;NOM;MASC;SG;3	N;INS;SG;3
समर्थन	destek	समर्थन	destek	N;NOM;MASC;SG;3	
समर्थन	destekler	समर्थन	destek	N;NOM;MASC;SG;3	N;NOM;PL;3
व्यापार	takas	व्यापार	takas	N;NOM;MASC;SG;3	
व्यापार	ticaret	व्यापार	ticaret	N;NOM;MASC;SG;3	
व्यापार	business	व्यापार	business	N;NOM;MASC;SG;3	
व्यापार	işletme	व्यापार	işle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
व्यापार	ticaret	व्यापार	ticaret	N;NOM;MASC;SG;3	
व्यापार	takas	व्यापार	takas	N;NOM;MASC;SG;3	
व्यापार	ticaret	व्यापार	ticaret	N;NOM;MASC;SG;3	
प्रयास	denemeler	प्रयास	dene	N;NOM;MASC;SG;3	
प्रयास	girişimleri	प्रयास	girişim	N;NOM;MASC;SG;3	N;ACC;PL;3
प्रयास	gayret	प्रयास	gayret	N;NOM;MASC;SG;3	
प्रयास	emek	प्रयास	emek	N;NOM;MASC;SG;3	
प्रयास	çaba	प्रयास	çaba	N;NOM;MASC;SG;3	
महिला	kadin	महिला	kadin	N;NOM;FEM;SG;3	
महिला	kadın	महिला	kadın	N;NOM;FEM;SG;3	
महिला	lady	महिला	lady	N;NOM;FEM;SG;3	
महिला	hanım	महिला	hanım	N;NOM;FEM;SG;3	
महिला	bayan	महिला	bayan	N;NOM;FEM;SG;3	
महिला	kadın	महिला	kadın	N;NOM;FEM;SG;3	
महिला	dişi	महिला	dişi	N;NOM;FEM;SG;3	
परियोजना	proje	परियोजना	proje	N;NOM;FEM;SG;3	
जीवित	hayatta	जीवित	hayat	PROPN;NOM;MASC;SG;3	N;ESS;SG;3
जीवित	canlı	जीवित	canlı	PROPN;NOM;MASC;SG;3	
अभिनेता	aktörler	अभिनेता	aktör	N;NOM;MASC;SG;3	N;NOM;PL;3
अभिनेता	oyuncular	अभिनेता	oyuncu	N;NOM;MASC;SG;3	N;NOM;PL;3
अभिनेता	aktör	अभिनेता	aktör	N;NOM;MASC;SG;3	
अभिनेता	oyuncu	अभिनेता	oyuncu	N;NOM;MASC;SG;3	
क्षमता	kapasite	क्षमता	kapasit	N;NOM;FEM;SG;3	
क्षमता	potansiyel	क्षमता	potansiyel	N;NOM;FEM;SG;3	
पाया	bulunmuş	पा	bul	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
स्पष्ट	bariz	स्पष्ट	bariz	ADJ	
पृथ्वी	earth	पृथ्वी	earth	PROPN;NOM;FEM;SG;3	
पृथ्वी	toprak	पृथ्वी	toprak	PROPN;NOM;FEM;SG;3	
पृथ्वी	dünya	पृथ्वी	dünya	PROPN;NOM;FEM;SG;3	
पृथ्वी	yeryüzü	पृथ्वी	yeryüzü	PROPN;NOM;FEM;SG;3	
गति	hız	गति	hız	N;NOM;FEM;SG;3	
गति	hızlı	गति	hızlı	N;NOM;FEM;SG;3	ADJ
गति	hız	गति	hız	N;NOM;FEM;SG;3	
गति	speed	गति	speed	N;NOM;FEM;SG;3	
गति	hızı	गति	hız	N;NOM;FEM;SG;3	
गति	tohumlama	गति	tohumlama	N;NOM;FEM;SG;3	
गति	hareketler	गति	hareket	N;NOM;FEM;SG;3	N;NOM;PL;3
परिणाम	sonuç	परिणाम	sonuç	N;NOM;MASC;PL;3	
परिणाम	sonuçları	परिणाम	sonuç	N;NOM;MASC;PL;3	N;ACC;PL;3
परिणाम	sonuç	परिणाम	sonuç	N;NOM;MASC;PL;3	
राजस्थान	rajasthan	राजस्थान	rajasthan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
होगा	will	हो	will	V;MASC;IND;SG;3;FUT;FIN;ACT	
भर	dolmuş	भर	dol	PART	
भर	doldu	भर	dol	PART	V;PFV;IND;SG;3;POS;PST
भर	dolu	भर	dolu	PART	
भर	doldurulmuş	भर	dol	PART	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
पुत्र	oğul	पुत्र	oğul	N;NOM;MASC;SG;3	
पुत्र	evlat	पुत्र	evlat	N;NOM;MASC;SG;3	
सहित	dahil	सहित	dahil	CONJ	
शासन	kural	शासन	kural	N;NOM;MASC;SG;3	
शासन	yönetim	शासन	yönetim	N;NOM;MASC;SG;3	
शासन	rejim	शासन	rejim	N;NOM;MASC;SG;3	
शासन	rejimi	शासन	rejim	N;NOM;MASC;SG;3	N;ACC;SG;3
नियंत्रण	kontrol	नियंत्रण	kontrol	N;NOM;MASC;SG;3	
नियंत्रण	control	नियंत्रण	control	N;NOM;MASC;SG;3	
नियंत्रण	denetim	नियंत्रण	denetim	N;NOM;MASC;SG;3	
नियंत्रण	kontroller	नियंत्रण	kontrol	N;NOM;MASC;SG;3	N;NOM;PL;3
नियंत्रण	kontrolleri	नियंत्रण	kontrol	N;NOM;MASC;SG;3	N;ACC;PL;3
प्रभावित	etkilendi	प्रभावित	etkile	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
प्रभावित	etkilenmiş	प्रभावित	etkile	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
प्रभावित	etkilenen	प्रभावित	etkile	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
प्रभावित	etkilenmiş	प्रभावित	etkile	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
प्रभावित	etkilemek	प्रभावित	etkile	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
वर्णन	tanım	वर्णन	tanım	N;NOM;MASC;SG;3	
वर्णन	açıklama	वर्णन	açıkla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
वर्णन	tanımlama	वर्णन	tanımla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
वर्णन	tarif	वर्णन	tarif	N;NOM;MASC;SG;3	
वर्णन	açıklaması	वर्णन	açıkla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
वर्णन	ediniz	वर्णन	et	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
क्रिकेट	çekirge	क्रिकेट	çekirge	N;NOM;MASC;SG;3	
क्रिकेट	kriket	क्रिकेट	kriket	N;NOM;MASC;SG;3	
योजना	entrika	योजना	entrika	N;NOM;FEM;SG;3	
योजना	plân	योजना	pl	N;NOM;FEM;SG;3	
योजना	planla	योजना	plan	N;NOM;FEM;SG;3	
योजना	plan	योजना	plan	N;NOM;FEM;SG;3	
योजना	planı	योजना	plan	N;NOM;FEM;SG;3	N;ACC;SG;3
आरम्भ	başlangıcı	आरम्भ	başlangıç	N;NOM;MASC;SG;3	N;ACC;SG;3
आरम्भ	başlangıç	आरम्भ	başlangıç	N;NOM;MASC;SG;3	
एशिया	anadolu	एशिया	anadolu	PROPN;NOM;MASC;SG;3	
एशिया	asya	एशिया	asya	PROPN;NOM;MASC;SG;3	
सन	güneşe	सन	güneş	PROPN;NOM;MASC;SG;3	N;DAT;SG;3
सन	sun	सन	sun	PROPN;NOM;MASC;SG;3	
सन	güneş	सन	güneş	PROPN;NOM;MASC;SG;3	
सन	günes	सन	günes	PROPN;NOM;MASC;SG;3	
सन	güneşi	सन	güneş	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
राजनीतिक	siyasi	राजनीतिक	siyasi	ADJ;NOM	
राजनीतिक	politik	राजनीतिक	politik	ADJ;NOM	
राजनीतिक	siyasal	राजनीतिक	siyasal	ADJ;NOM	
प्राकृतिक	doğal	प्राकृतिक	doğal	PROPN;NOM;SG;3	
प्राकृतिक	dogal	प्राकृतिक	dogal	PROPN;NOM;SG;3	
स्थानीय	yerli	स्थानीय	yerli	ADJ;NOM	
स्थानीय	lokal	स्थानीय	lokal	ADJ;NOM	
स्थानीय	yöresel	स्थानीय	yöresel	ADJ;NOM	
स्थानीय	yerel	स्थानीय	yerel	ADJ;NOM	
कहानी	hikâye	कहानी	hiku	N;NOM;FEM;SG;3	
कहानी	öykü	कहानी	öykü	N;NOM;FEM;SG;3	
कहानी	masal	कहानी	masal	N;NOM;FEM;SG;3	
कहानी	anlatım	कहानी	anlatım	N;NOM;FEM;SG;3	
कहानी	öykü	कहानी	öykü	N;NOM;FEM;SG;3	
वृद्धि	yüksel	वृद्धि	yüksel	N;NOM;FEM;SG;3	
वृद्धि	kalkın	वृद्धि	kalk	N;NOM;FEM;SG;3	V;PFV;IMP;PL;2;POS;PRS
वृद्धि	yükseliş	वृद्धि	yükseliş	N;NOM;FEM;SG;3	
वृद्धि	artış	वृद्धि	artış	N;NOM;FEM;SG;3	
वृद्धि	artırma	वृद्धि	artırma	N;NOM;FEM;SG;3	
वृद्धि	kaldırın	वृद्धि	kal	N;NOM;FEM;SG;3	V;PFV;IMP;PL;2;POS;PRS;CAUS
वृद्धि	kaldırma	वृद्धि	kaldırma	N;NOM;FEM;SG;3	
वृद्धि	yükseliş	वृद्धि	yükseliş	N;NOM;FEM;SG;3	
वृद्धि	kaldır	वृद्धि	kal	N;NOM;FEM;SG;3	
वृद्धि	büyüme	वृद्धि	büyü	N;NOM;FEM;SG;3	
वृद्धि	büyümek	वृद्धि	büyü	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
वृद्धि	arttırma	वृद्धि	art	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
सुरक्षा	koruma	सुरक्षा	koru	N;NOM;FEM;SG;3	
सुरक्षा	korunmak	सुरक्षा	korun	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
सुरक्षा	korunma	सुरक्षा	korun	N;NOM;FEM;SG;3	
सुरक्षा	emniyeti	सुरक्षा	emniyet	N;NOM;FEM;SG;3	N;ACC;SG;3
लोकप्रिय	popüler	लोकप्रिय	popü	ADJ	
लोकप्रिय	sevilen	लोकप्रिय	sev	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
कवि	şair	कवि	şair	N;NOM;MASC;SG;3	
हिस्सा	kısım	हिस्सा	kısım	N;NOM;MASC;SG;3	
हिस्सा	bölüm	हिस्सा	bölüm	N;NOM;MASC;SG;3	
हिस्सा	part	हिस्सा	part	N;NOM;MASC;SG;3	
हिस्सा	kısmen	हिस्सा	kısmen	N;NOM;MASC;SG;3	
पद	mevki	पद	mevki	N;NOM;MASC;SG;3	
पद	pozisyon	पद	pozisyon	N;NOM;MASC;SG;3	
पद	terimi	पद	terim	N;NOM;MASC;SG;3	
पद	terim	पद	terim	N;NOM;MASC;SG;3	
पद	dönem	पद	dön	N;NOM;MASC;SG;3	
पद	sıralama	पद	sıralama	N;NOM;MASC;SG;3	
हाथ	eller	हाथ	el	N;NOM;MASC;SG;3	N;NOM;PL;3
हाथ	elleri	हाथ	el	N;NOM;MASC;SG;3	N;ACC;PL;3
जनता	halk	जनता	halk	N;NOM;FEM;SG;3	
विस्तार	genişleme	विस्तार	genişle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
विस्तार	eklentileri	विस्तार	eklenti	N;NOM;MASC;SG;3	N;NOM;PL;3
विस्तार	uzatma	विस्तार	uza	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
विस्तार	dahili	विस्तार	dahil	N;NOM;MASC;SG;3	
विस्तार	genişlet	विस्तार	genişlet	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
विस्तार	genişletmek	विस्तार	genişle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
पूरे	tüm	पूरा	tüm	ADJ;MASC;PL	DET
पूरे	tamamı	पूरा	tamam	ADJ;MASC;PL	
युग	yuga	युग	yuga	N;NOM;MASC;SG;3	
द्वितीय	ikinci	द्वितीय	ikinci	PROPN;NOM;MASC;SG;3	ADJ
द्वितीय	ikincisi	द्वितीय	ikinci	PROPN;NOM;MASC;SG;3	NUM;NOM;SG;3
चुनाव	seçim	चुनाव	seçim	N;NOM;MASC;SG;3	
चुनाव	seçimler	चुनाव	seçim	N;NOM;MASC;SG;3	N;NOM;PL;3
चुनाव	seçenekler	चुनाव	seçenek	N;NOM;MASC;SG;3	N;NOM;PL;3
चुनाव	tercihler	चुनाव	tercih	N;NOM;MASC;SG;3	N;NOM;PL;3
चुनाव	seçimler	चुनाव	seçim	N;NOM;MASC;SG;3	N;NOM;PL;3
चुनाव	seçim	चुनाव	seçim	N;NOM;MASC;SG;3	
चुनाव	seçimler	चुनाव	seçim	N;NOM;MASC;SG;3	N;NOM;PL;3
चुनाव	seçim	चुनाव	seçim	N;NOM;MASC;SG;3	
चुनाव	tercih	चुनाव	tercih	N;NOM;MASC;SG;3	
चुनाव	seçenek	चुनाव	seçenek	N;NOM;MASC;SG;3	
व्यक्तिगत	şahsi	व्यक्तिगत	şahsi	ADJ	
व्यक्तिगत	kişisel	व्यक्तिगत	kişisel	ADJ	
व्यक्तिगत	bireysel	व्यक्तिगत	bireysel	ADJ	
व्यक्तिगत	birey	व्यक्तिगत	birey	ADJ	
व्यक्तिगत	bireysellik	व्यक्तिगत	bireysellik	ADJ	N;NOM;SG;3
मेल	postalar	मेल	posta	N;NOM;FEM;SG;3	N;NOM;PL;3
मेल	mail	मेल	mail	N;NOM;FEM;SG;3	
मेल	posta	मेल	posta	N;NOM;FEM;SG;3	
दूसरा	ikincisi	दूसरा	ikinci	ADJ;NOM;MASC;SG	NUM;NOM;SG;3
प्रवेश	girişi	प्रवेश	giriş	N;NOM;MASC;SG;3	
प्रवेश	giriyor	प्रवेश	gir	N;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
प्रवेश	giriyorum	प्रवेश	gir	N;NOM;MASC;SG;3	V;PROG;IND;SG;1;POS;INFM;PRS
प्रवेश	girmek	प्रवेश	gir	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
प्रवेश	girerken	प्रवेश	gir	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;V.CVB
यूरोप	avrupa	यूरोप	avrupa	PROPN;NOM;MASC;SG;3	
शुरुआत	başlangıcı	शुरुआत	başlangıç	N;NOM;FEM;SG;3	N;ACC;SG;3
शुरुआत	başlangıç	शुरुआत	başlangıç	N;NOM;FEM;SG;3	
दूरी	mesafeler	दूरी	mesafe	N;NOM;FEM;SG;3	N;NOM;PL;3
दूरी	boşluklar	दूरी	boşluk	N;NOM;FEM;SG;3	N;NOM;PL;3
दूरी	boşluk	दूरी	boşluk	N;NOM;FEM;SG;3	
निर्मित	inşa	निर्मित	inşa	ADJ	
निर्मित	yaratılmış	निर्मित	yarat	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
निर्मित	oluşturuldu	निर्मित	oluş	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
निर्मित	yaratıldı	निर्मित	yarat	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
निर्मित	yarattı	निर्मित	yarat	ADJ	V;PFV;IND;SG;3;POS;PST
निर्मित	oluşturulan	निर्मित	oluş	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
सामग्री	içeriğe	सामग्री	içerik	N;NOM;FEM;SG;3	N;DAT;SG;3
सामग्री	içerik	सामग्री	içerik	N;NOM;FEM;SG;3	
सामग्री	içerikler	सामग्री	içerik	N;NOM;FEM;SG;3	N;NOM;PL;3
सामग्री	materyal	सामग्री	materyal	N;NOM;FEM;SG;3	
सामग्री	malzeme	सामग्री	malzem	N;NOM;FEM;SG;3	
सामग्री	içindekiler	सामग्री	içindeki	N;NOM;FEM;SG;3	ADJ;NOM;PL;3
सामग्री	içerik	सामग्री	içerik	N;NOM;FEM;SG;3	
सामग्री	içerikler	सामग्री	içerik	N;NOM;FEM;SG;3	N;NOM;PL;3
सामग्री	malzeme	सामग्री	malzem	N;NOM;FEM;SG;3	
सामग्री	malzemeler	सामग्री	malzeme	N;NOM;FEM;SG;3	N;NOM;PL;3
ऊर्जा	enerji	ऊर्जा	enerji	N;NOM;FEM;SG;3	
ऊर्जा	enerjisi	ऊर्जा	enerji	N;NOM;FEM;SG;3	
घटनाएँ	etkinlik	घटना	etkinlik	N;NOM;FEM;PL;3	N;NOM;SG;3
ली	lee	ले	None	V;PFV;FEM;SG;V.PTCP;ACT	
वैज्ञानिक	bilimadamı	वैज्ञानिक	bil	N;NOM;MASC;PL;3	
वैज्ञानिक	bilimsel	वैज्ञानिक	bilimsel	N;NOM;MASC;PL;3	ADJ
वैज्ञानिक	bilimadamları	वैज्ञानिक	bil	N;NOM;MASC;PL;3	N;ACC;PL;3
कुमार	kumar	कुमार	kumar	PROPN;NOM;MASC;SG;3	
उद्देश्य	amaçları	उद्देश्य	amaç	N;NOM;MASC;SG;3	N;ACC;PL;3
उद्देश्य	amaçlar	उद्देश्य	amaç	N;NOM;MASC;SG;3	N;NOM;PL;3
उद्देश्य	amaçlar	उद्देश्य	amaç	N;NOM;MASC;SG;3	N;NOM;PL;3
उद्देश्य	nişan	उद्देश्य	nişan	N;NOM;MASC;SG;3	
उद्देश्य	hedef	उद्देश्य	hedef	N;NOM;MASC;SG;3	
उद्देश्य	amaç	उद्देश्य	amaç	N;NOM;MASC;SG;3	
उद्देश्य	amaç	उद्देश्य	amaç	N;NOM;MASC;SG;3	
उद्देश्य	objektif	उद्देश्य	objektif	N;NOM;MASC;SG;3	
प्रस्तुत	sunuldu	प्रस्तुत	sun	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
प्रस्तुत	sunulan	प्रस्तुत	sun	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
प्रस्तुत	sundu	प्रस्तुत	sun	ADJ	V;PFV;IND;SG;3;POS;PST
प्रान्त	il	प्रान्त	il	N;NOM;MASC;SG;3	
ऐतिहासिक	tarihi	ऐतिहासिक	tarih	ADJ	
ऐतिहासिक	tarihsel	ऐतिहासिक	tarihsel	ADJ	
सर्वश्रेष्ठ	best	सर्वश्रेष्ठ	best	PROPN;NOM;MASC;SG;3	
धार्मिक	dindar	धार्मिक	dindar	ADJ;NOM	
धार्मिक	dinsel	धार्मिक	dinsel	ADJ;NOM	
धार्मिक	dini	धार्मिक	din	ADJ;NOM	
द्वीप	ada	द्वीप	ada	N;NOM;MASC;SG;3	
केंद्र	merkezi	केंद्र	merkez	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
केंद्र	merkez	केंद्र	merkez	PROPN;NOM;MASC;SG;3	
केंद्र	center	केंद्र	center	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
केंद्र	orta	केंद्र	orta	PROPN;NOM;MASC;SG;3	
केंद्र	merkezi	केंद्र	merkez	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
केंद्र	merkez	केंद्र	merkez	PROPN;NOM;MASC;SG;3	
केंद्र	orta	केंद्र	orta	PROPN;NOM;MASC;SG;3	
केंद्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जनसंख्या	nüfusu	जनसंख्या	nüfus	N;NOM;FEM;SG;3	N;ACC;SG;3
जनसंख्या	nüfus	जनसंख्या	nüfus	N;NOM;FEM;SG;3	
यही	emsal	यह	emsal	PRO;NOM;SG;3	
दर	oran	दर	oran	N;NOM;FEM;SG;3	
सामने	öne	सामने	ön	ADV;NOM;MASC;SG;3	
सामने	cephe	सामने	cephe	ADV;NOM;MASC;SG;3	
सामने	ön	सामने	ön	ADV;NOM;MASC;SG;3	
ठीक	tamam	ठीक	tamam	PART	ADJ;NOM;SG;3
ठीक	iyi	ठीक	iyi	PART	
रेल	demiryolları	रेल	demiryol	N;NOM;FEM;SG;3	N;NOM;PL;3
रेल	demiryolu	रेल	demiryolu	N;NOM;FEM;SG;3	
रेल	demiryolu	रेल	demiryolu	N;NOM;FEM;SG;3	
रेल	trenler	रेल	tren	N;NOM;FEM;SG;3	N;NOM;PL;3
रेल	trenleri	रेल	tren	N;NOM;FEM;SG;3	N;ACC;PL;3
रेल	tren	रेल	tren	N;NOM;FEM;SG;3	
दिए	verildi	दे	ver	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
दिए	verilmiş	दे	ver	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
दिए	verilen	दे	ver	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
पदार्थ	materyal	पदार्थ	materyal	N;NOM;MASC;SG;3	
पदार्थ	malzeme	पदार्थ	malzem	N;NOM;MASC;SG;3	
पदार्थ	malzeme	पदार्थ	malzem	N;NOM;MASC;SG;3	
पदार्थ	malzemeler	पदार्थ	malzeme	N;NOM;MASC;SG;3	N;NOM;PL;3
तथ्य	gerçekler	तथ्य	gerçek	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
तथ्य	gerçekleri	तथ्य	gerçek	N;NOM;MASC;SG;3	ADJ;ACC;PL;3
तथ्य	gerçek	तथ्य	gerçek	N;NOM;MASC;SG;3	
लाभ	fayda	लाभ	fayda	N;NOM;MASC;SG;3	
लाभ	faydaları	लाभ	fayda	N;NOM;MASC;SG;3	N;NOM;PL;3
लाभ	avantajları	लाभ	avantaj	N;NOM;MASC;SG;3	N;NOM;PL;3
लाभ	yararları	लाभ	yarar	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
लाभ	avantajı	लाभ	avantajı	N;NOM;MASC;SG;3	
लाभ	avantajlı	लाभ	avantajlı	N;NOM;MASC;SG;3	ADJ
लाभ	avantaj	लाभ	avantaj	N;NOM;MASC;SG;3	
लाभ	kâr	लाभ	kâr	N;NOM;MASC;SG;3	
लाभ	kar	लाभ	kar	N;NOM;MASC;SG;3	
लाभ	fayda	लाभ	fayda	N;NOM;MASC;SG;3	
लाभ	avantajları	लाभ	avantaj	N;NOM;MASC;SG;3	N;NOM;PL;3
लाभ	avantaj	लाभ	avantaj	N;NOM;MASC;SG;3	
साम्राज्य	empire	साम्राज्य	empir	N;NOM;MASC;SG;3	
सदस्यों	üye	सदस्य	üye	N;ACC;MASC;PL;3	
सदस्यों	üyeler	सदस्य	üye	N;ACC;MASC;PL;3	N;NOM;PL;3
सदस्यों	üyeleri	सदस्य	üye	N;ACC;MASC;PL;3	N;NOM;PL;3
देवी	tanrıça	देवी	tanrıç	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
देवी	devi	देवी	devi	PROPN;NOM;FEM;SG;3	
