iranian	پشتو	iranian	پشتو	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sandy	ریتیلا.	sandy	ریتیلا.	PROPN	PROPN;NOM;MASC;SG;3
eliminare	رکھنے	eliminare	رکھ	N;INDF;FEM;SG	V;NFIN
eliminare	تنظیم	eliminare	تنظیم	N;INDF;FEM;SG	N;NOM;FEM;SG;3
eliminare	ترتیب	eliminare	ترتیب	N;INDF;FEM;SG	N;NOM;FEM;SG;3
eliminare	ڈھنگ	eliminare	ڈھنگ	N;INDF;FEM;SG	V;ACT
ieftin	معمولی	ieftin	معمولی	ADV	ADJ
ieftin	کمتر	ieftin	کمتر	ADV	ADJ
ieftin	ادنیٰ	ieftin	ادنیٰ	ADV	PROPN;NOM;MASC;SG;3
ieftin	معمولی	ieftin	معمولی	ADV	ADJ
ieftin	کمتر	ieftin	کمتر	ADV	ADJ
ieftin	ادنیٰ	ieftin	ادنیٰ	ADV	PROPN;NOM;MASC;SG;3
ieftin	گھٹیا	ieftin	گھٹیا	ADV	ADJ
taxa	فیس.	taxă	فیس.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
taxa	معاوضہ	taxă	معاوضہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	محنتانہ	taxă	محنتانہ	N;DEF;FEM;SG	ADJ
taxa	محصول	taxă	محصول	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	مکلف	taxă	مکلف	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	دباؤ.	taxă	دباؤ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
taxa	ٹیکس	taxă	ٹیکس	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	مکلف	taxă	مکلف	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	دباؤ.	taxă	دباؤ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
taxa	کر	taxă	کر	N;DEF;FEM;SG	V
taxa	محصول	taxă	محصول	N;DEF;FEM;SG	N;NOM;MASC;SG;3
taxa	ٹیکس	taxă	ٹیکس	N;DEF;FEM;SG	N;NOM;MASC;SG;3
stilistice	اسلوب	stilistic	اسلوب	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
stilistice	انداز	stilistic	انداز	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
minunat	بارعب	minunat	بارعب	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
nelegitim	غلط	nelegitim	غلط	N;INDF;MASC;SG	ADJ
nelegitim	ناواجب	nelegitim	ناواجب	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
nelegitim	حرامی.	nelegitim	حرامین	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
nelegitim	نامناسب.	nelegitim	نامناسب.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
nelegitim	ناجائز	nelegitim	ناجائز	N;INDF;MASC;SG	ADJ
confiscarea	ضبطی	confiscare	ضبطی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
botul	نکو.	bot	نکو.	N;DEF;MASC;SG	
botul	مُخبر.	bot	مُخبر.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
aga	گیس	agă	گیس		N;NOM;MASC;SG;3
florale	پھولدار	floral	پھولدار	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
florale	مشجّر	floral	مشجّر	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
florale	منقش	floral	منقش	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
spontane	رواں.	spontan	رواں.	ADJ;INDF;FEM;PL	
spontane	خودرو	spontan	خودرو	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
spontane	ازخود	spontan	ازخود	ADJ;INDF;FEM;PL	
spontane	اضطراری	spontan	اضطراری	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
nasul	شراب	nas	شراب	N;DEF;MASC;SG	N;NOM;MASC;SG;3
nasul	چونچ.	nas	چونچ.	N;DEF;MASC;SG	
nasul	بینی	nas	بین	N;DEF;MASC;SG	ADJ
nasul	ناک	nas	ناک	N;DEF;MASC;SG	
angaja	کرایہ	angaja	کرایہ	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG;3
angaja	کرائے	angaja	کرا	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;PL;V.PTCP;ACT
haiku	ہائیکو	haiku	ہائیکو	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	علامتی.	mistic	علامتی	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;PL;3
mistic	مخفی.	mistic	مخفی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	مراقبہ	mistic	مراقبہ	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
mistic	روحانی.	mistic	روحانی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	صوفی	mistic	صوفی	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	رمزیہ	mistic	رمزیہ	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	عارف	mistic	عارف	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	سالک	mistic	سالک	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mistic	سرّی	mistic	سرّی	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
varsta	پیڑھی.	varsta	پیڑھی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
varsta	بڑھاپا.	varsta	بڑھاپا.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
varsta	عمر	varsta	عمر	N;DEF;FEM;SG	N;NOM;MASC;SG;3
rivalul	رقیب.	rival	رقیب.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
rivalul	ہمرتبہ	rival	ہمرتبہ	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
rivalul	ہمسر	rival	ہمسر	N;DEF;MASC;SG	N;NOM;MASC;SG;3
rivalul	ہمسری	rival	ہمسری	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
neoclasic	آرٹ	neoclasic	آرٹ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
manifestul	منشور	manifest	منشور	N;DEF;MASC;SG	N;NOM;MASC;SG;3
capodoperă	شاہکار.	capodoperă	شاہکار.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
cerb	آہو	cerb	آہو	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
cerb	چکارا	cerb	چکار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
polară	قطبی.	polar	قطبی.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
abrupt	اچانک	abrupt	اچانک	ADJ;INDF;MASC;SG	ADV
abrupt	نشیب.	abrupt	نشیب.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
abrupt	ڈھالو	abrupt	ڈھالو	ADJ;INDF;MASC;SG	
abrupt	اتار	abrupt	اتار	ADJ;INDF;MASC;SG	V;ACT
abrupt	(	abrupt	(	ADJ;INDF;MASC;SG	
abrupt	ڈھلان	abrupt	ڈھلان	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
schemă	ترتیب	schemă	ترتیب	N;INDF;FEM;SG	N;NOM;FEM;SG;3
schemă	چال.	schemă	چال.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
schemă	سازش	schemă	سازش	N;INDF;FEM;SG	N;NOM;FEM;SG;3
schemă	دستور	schemă	دستور	N;INDF;FEM;SG	N;NOM;MASC;SG;3
schemă	ڈھنگ	schemă	ڈھنگ	N;INDF;FEM;SG	V;ACT
audit	پڑتال.	audi	پڑتالؤ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
turlă	مخروطی	turlă	مخروطی	N;INDF;FEM;SG	ADJ
optzeci	lxxx	optzeci	lxxx	NUM;PL	PROPN;NOM;MASC;SG;3
inventarul	فرد	inventar	فرد	N;DEF;MASC;SG	N;NOM;MASC;SG;3
inventarul	سیاہہ.	inventar	سیاہہ.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
disperată	متشدّد	dispera	متشدّد	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
disperată	جابر	dispera	جابر	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
disperată	نڈر	dispera	نڈر	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
vitală	توانا	vital	توانا	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
dinte	سن	dinte	سن	N;INDF;MASC;SG	
dinte	دنداں	dinte	دنداں	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
dinte	سن	dinte	سن	N;INDF;MASC;SG	
dinte	دنداں	dinte	دنداں	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mărturia	شہادت	mărturie	شہادت	N;DEF;FEM;SG	N;NOM;MASC;SG;3
perimetru	گھیر	perimetru	گھیر	N;INDF;MASC;SG	V;ACT
naveta	نال	naveta	نال	N;DEF;FEM;SG	
incolor	پھیکا	incolor	پھیک	N;INDF;MASC;SG	
alert	متوجہ.	alert	متوجہ.	ADV	ADJ
alert	چوکنّا	alert	چوکنّا	ADV	PROPN;NOM;MASC;SG;3
alert	خبردار	alert	خبردار	ADV	ADJ
alert	باخبر	alert	باخبر	ADV	N;NOM;MASC;SG;3
alert	متوجہ.	alert	متوجہ.	ADV	ADJ
alert	ہوشیار	alert	ہوشیار	ADV	PROPN;NOM;MASC;SG;3
alert	چوکنّا	alert	چوکنّا	ADV	PROPN;NOM;MASC;SG;3
alert	خبردار	alert	خبردار	ADV	ADJ
button	ٹانکنا-	button	ٹانکنا-	N;INDF;MASC;SG	
button	تکمہ	button	تکمہ	N;INDF;MASC;SG	
button	شمشیرزنی	button	شمشیرزنی	N;INDF;MASC;SG	ADJ
button	ٹانکنا-	button	ٹانکنا-	N;INDF;MASC;SG	
button	تکمہ	button	تکمہ	N;INDF;MASC;SG	
button	بٹن	button	بٹن	N;INDF;MASC;SG	
button	شمشیرزنی	button	شمشیرزنی	N;INDF;MASC;SG	ADJ
clip	فرّاٹا.	clip	فرّاٹا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
clip	(	clip	(	N;INDF;MASC;SG	
clip	فرّاٹا.	clip	فرّاٹا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
clip	کاٹنا	clip	کاٹنا	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
clip	(	clip	(	N;INDF;MASC;SG	
elice	چرخی	elica	چرخی	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
elice	دھکیلنے	elica	دھکیل	N;INDF;FEM;PL	V;ACC;NFIN
wade	ہیلنا	wadă	ہیلنا	PROPN	PROPN;NOM;MASC;SG;3
wade	برف	wadă	برف	PROPN	N;NOM;MASC;SG;3
wade	ڈوبے	wadă	ڈوبا	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
vapor	چڑھانا.	vapor	چڑھاناؤ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
vapor	مسافروں	vapor	مسافر	N;INDF;MASC;SG	N;ACC;MASC;PL;3
compară	موازنہ	compara	موازنہ	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
compară	مقابلہ	compara	مقابلہ	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
rozătoare	گلہری	rozător	گلہری	ADJ;INDF;FEM	PROPN;NOM;MASC;SG;3
rozătoare	سیہہ.	rozător	سیہہ.	ADJ;INDF;FEM	PROPN;NOM;MASC;SG;3
ego	انانیت.	ego	انانیت.		PROPN;NOM;MASC;SG;3
ego	خودی	ego	خودی		N;NOM;MASC;SG;3
ego	ایغو.	ego	ایغو.		PROPN;NOM;MASC;SG;3
ego	انا	ego	انا		PROPN;NOM;MASC;SG;3
ego	انانیت.	ego	انانیت.		PROPN;NOM;MASC;SG;3
ego	خودی	ego	خودی		N;NOM;MASC;SG;3
ego	ایغو.	ego	ایغو.		PROPN;NOM;MASC;SG;3
orizontul	تجربے	orizont	تجربہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
conversație	گفتگو	conversație	گفتگو	N;INDF;FEM;SG	N;NOM;MASC;SG;3
conversație	مکالمہ.	conversație	مکالمہ.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
făină	آرد	făină	آرد	N;INDF;FEM;SG	
făină	آٹا	făină	آٹا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
marcator	جیتنے	marcator	جیت	N;INDF;MASC;SG	V;NFIN;ACT
smart	ممتاز.	smart	ممتاز.	N;INDF;MASC;SG	ADJ
smart	درست	smart	درست	N;INDF;MASC;SG	ADJ
smart	ہوشیار	smart	ہوشیار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
smart	پھرتیلا.	smart	پھرتیلا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
smart	پھرتی	smart	پھرتی	N;INDF;MASC;SG	ADJ;FEM
smart	طرار	smart	طرار	N;INDF;MASC;SG	
smart	تیز	smart	تیز	N;INDF;MASC;SG	ADJ
smart	خلش.	smart	خلش.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
smart	عیار	smart	عیار	N;INDF;MASC;SG	
smart	طرحدار	smart	طرحدار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
smart	زوردار.	smart	زوردار.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sfinx	ببون	sfinx	ببون	N;INDF;MASC;SG	
sfinx	عجیب	sfinx	عجیب	N;INDF;MASC;SG	ADJ
cioc	ٹونٹی.	cioc	ٹونٹی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
cioc	مجسٹریٹ.	cioc	مجسٹریٹ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
anunțul	اعلان	anunț	اعلان	N;DEF;MASC;SG	N;NOM;MASC;SG;3
suferi	بھگتنا	suferi	بھگت		V;SG;ACT
suferi	تبدیلی	suferi	تبدیلی		N;NOM;FEM;SG;3
suferi	تکلیف	suferi	تکلیف		N;NOM;FEM;SG;3
suferi	رنج	suferi	رنج		N;NOM;MASC;SG;3
noble	عمدہ	noble	عمدہ	N;INDF;MASC;SG	ADJ
noble	عظیم	noble	عظیم	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
noble	خوب	noble	خوب	N;INDF;MASC;SG	
pompă	پھونکنا.	pompă	پھونکنا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
pompă	up	pompă	up	N;INDF;FEM;SG	
pompă	out	pompă	out	N;INDF;FEM;SG	
duty	برآمد	duty	برآمد	N;INDF;MASC;SG	ADJ
duty	سعادتمندی	duty	سعادتمندی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
duty	برآمد	duty	برآمد	N;INDF;MASC;SG	ADJ
duty	سعادتمندی	duty	سعادتمندی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
afirme	جتانا	afirma	جتا		V;MASC;SG;NFIN;ACT
fapta	حقیقی	faptă	حقیقی	N;DEF;FEM;SG	ADJ
soc	کھانا	soc	کھا	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
soc	صدمانا.	soc	صدمان	N;INDF;MASC;SG	N;NOM;MASC;PL;3
soc	(	soc	(	N;INDF;MASC;SG	
soc	ہلچل.	soc	ہلچل.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
simpatie	شرکت	simpatie	شرکت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
simpatie	اکثربعدہ	simpatie	اکثربعدہ	N;INDF;FEM;SG	ADJ
simpatie	ہمدردی.	simpatie	ہمدردی.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
simpatie	تعزیت.	simpatie	تعزیت.	N;INDF;FEM;SG	ADJ
epidemii	وبائی	epidemie	وبائی	N;INDF;FEM;PL	ADJ
observare	مشاہدہ	observare	مشاہدہ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
observare	تبصرہ	observare	تبصرہ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
observare	ادراک	observare	ادراک	N;INDF;FEM;SG	N;NOM;MASC;SG;3
instantaneu	فوری	instantaneu	فوری	ADV	ADJ
instantaneu	فوری	instantaneu	فوری	ADV	ADJ
molid	ہونا.	molid	ہونا.	N;INDF;MASC;SG	
molid	چُست	molid	چُست	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
molid	چالاکی	molid	چالاکی	N;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
corectarea	تعزیر	corectare	تعزیر	N;DEF;FEM;SG	N;NOM;MASC;SG;3
corectarea	اصلاح	corectare	اصلاح	N;DEF;FEM;SG	N;NOM;MASC;SG;3
corectarea	سزا	corectare	سزا	N;DEF;FEM;SG	N;NOM;MASC;SG;3
shore	دیوار	shore	دیوار	PROPN	N;NOM;FEM;SG;3
shore	تٹ.	shore	تٹ.	PROPN	
shore	اڑواڑ.	shore	اڑواڑؤ	PROPN	PROPN;NOM;MASC;SG;3
shore	جہاز	shore	جہاز	PROPN	N;NOM;MASC;SG;3
shore	(	shore	(	PROPN	
shore	دریا	shore	دریا	PROPN	N;NOM;MASC;SG;3
pet	چہیتاشخص.	pet	چہیتاشخص.		ADJ
pet	خفگی	pet	خفگی		PROPN;NOM;MASC;SG;3
pet	مخصوص	pet	مخصوص		ADJ
pet	پالتو	pet	پالتو		N;NOM;MASC;SG;3
pet	چہیتاشخص.	pet	چہیتاشخص.		ADJ
pet	خفگی	pet	خفگی		PROPN;NOM;MASC;SG;3
pet	مخصوص	pet	مخصوص		ADJ
talpa	اکیلا	talpă	اکیلا	N;DEF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
talpa	تلوا	talpă	تلوا	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
talpa	ہل	talpă	ہل	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
talpa	جوتے	talpă	جو	N;DEF;FEM;SG	V;IPFV;MASC;PL;V.PTCP;ACT
oaspete	ریڈیو	oaspete	ریڈیو	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
reformator	مصلح	reformator	مصلح	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
buretele	over	burete	over	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
buretele	پیوٹ.	burete	پیوٹ.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
buretele	on	burete	on	N;DEF;MASC;SG	
buretele	out	burete	out	N;DEF;MASC;SG	
buretele	اسفنج	burete	اسفنج	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
tulburare	ناسازی.	tulburare	ناسازی.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
tulburare	انتشار	tulburare	انتشار	N;INDF;FEM;SG	N;NOM;MASC;SG;3
tulburare	ہنگامہ	tulburare	ہنگامہ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
tulburare	ہلچل.	tulburare	ہلچل.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
tulburare	بلوہ	tulburare	بلوہ	N;INDF;FEM;SG	
tulburare	ابترکرنا	tulburare	ابترکرنا	N;INDF;FEM;SG	V;NFIN;ACT
tulburare	پراگندگی.	tulburare	پراگندگی.	N;INDF;FEM;SG	V;MASC;IND;SG;3;FUT;FIN
carpenter	نجّار	carpenter	نجّار	PROPN	PROPN;NOM;MASC;SG;3
carpenter	بڑھئی	carpenter	بڑھئی	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
carpenter	ترکھان	carpenter	ترکھان	PROPN	N;NOM;FEM;SG;3
ierarhie	فرشتے.	ierarhie	فرشتے.	N;INDF;FEM;SG	V;IPFV;MASC;PL;V.PTCP;ACT
contabil	محاسبی.	contabil	محاسبی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
contabil	محاسب	contabil	محاسب	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
alter	بدلنا	alter	بدل	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
homosexual	وارہ	homosexual	وارہ	ADJ;INDF;MASC;SG	
homosexual	بدچلن	homosexual	بدچلن	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
homosexual	بدکار.	homosexual	بدکار.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
homosexual	بافراغت	homosexual	بافراغت	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
decisive	چُکانے	decisiv	چُکا	ADJ;INDF;FEM;PL	V;ACC;NFIN
decisive	حتمی	decisiv	حتمی	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
statică	ساکت	static	ساکت	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
statică	مجہول.	static	مجہول.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
shaggy	گھنے	shaggy	گھنا	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
shaggy	گھنے	shaggy	گھنا	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
shaggy	جھبرا	shaggy	جھبرا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
brută	کچا	brut	کچا	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
brută	ناشائستہ	brut	ناشائستہ	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	بونگا	brut	بونگا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	پھپّس-	brut	پھپّس-	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	غبی	brut	غبی	ADJ;INDF;FEM;SG	
brută	گرس.	brut	گرس.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	ٹھوس.	brut	ٹھوس.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	گاڑھا	brut	گاڑھا	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
brută	جملہ	brut	جملہ	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
brută	گرز	brut	گرز	ADJ;INDF;FEM;SG	
brută	کل	brut	کل	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
brută	موٹا	brut	موٹا	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
brută	پھپّس-	brut	پھپّس-	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	غبی	brut	غبی	ADJ;INDF;FEM;SG	
brută	گرس.	brut	گرس.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	ٹھوس.	brut	ٹھوس.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
brută	گاڑھا	brut	گاڑھا	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
brută	جملہ	brut	جملہ	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
brută	گرز	brut	گرز	ADJ;INDF;FEM;SG	
brută	کل	brut	کل	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
progresivă	پنپتا	progresiv	پنپتا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
spade	تیشہ	spăda	تیشہ	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
spade	پھاوڑا.	spăda	پھاوڑا.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
hooker	طوائف.	hooker	طوائف.	PROPN	N;NOM;MASC;SG;3
hooker	بیسوا	hooker	بیسوا	PROPN	PROPN;NOM;MASC;SG;3
relevantă	متعلق	relevant	متعلق	ADJ;INDF;FEM;SG	ADP
relevantă	برمحل.	relevant	برمحل.	ADJ;INDF;FEM;SG	ADP
consimțământul	رضا	consimțământ	رضا	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
definitive	معاہدہ	definitiv	معاہدہ	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
wing	شہپرلگانا.	wing	شہپرلگان	PROPN	PROPN;NOM;MASC;SG;3
wing	کار	wing	کار	PROPN	
wing	پر	wing	پر	PROPN	ADP
wing	چلانا.	wing	چلاناؤ	PROPN	V;MASC;SG;NFIN;ACT
wing	بازو	wing	بازو	PROPN	N;NOM;MASC;SG;3
dona	محبوبہ.	donă	محبوبہ.	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
dona	عورت	donă	عورت	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG;3
faimă	شہرت	faimă	شہرت	N;INDF;FEM;SG	N;NOM;FEM;SG;3
faimă	رُسوائی	faimă	رُسوائی	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
faimă	معروف	faimă	معروف	N;INDF;FEM;SG	ADJ
faimă	مشہوری.	faimă	مشہوری.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
faimă	ناموری	faimă	ناموری	N;INDF;FEM;SG	ADJ
faimă	شہرت	faimă	شہرت	N;INDF;FEM;SG	N;NOM;FEM;SG;3
faimă	رُسوائی	faimă	رُسوائی	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
faimă	معروف	faimă	معروف	N;INDF;FEM;SG	ADJ
faimă	مشہوری.	faimă	مشہوری.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
vorbirea	گویائی	vorbire	گویائی	N;DEF;FEM;SG	ADJ
vorbirea	خطاب.	vorbire	خطاب.	N;DEF;FEM;SG	
vorbirea	چھیڑنا.	vorbire	چھیڑنا.	N;DEF;FEM;SG	V;NFIN;ACT
vorbirea	فقرہ	vorbire	فقرہ	N;DEF;FEM;SG	
vorbirea	گویائی	vorbire	گویائی	N;DEF;FEM;SG	ADJ
vorbirea	خطاب.	vorbire	خطاب.	N;DEF;FEM;SG	
vorbirea	تقریر	vorbire	تقریر	N;DEF;FEM;SG	N;NOM;FEM;SG;3
vorbirea	چھیڑنا.	vorbire	چھیڑنا.	N;DEF;FEM;SG	V;NFIN;ACT
vorbirea	فقرہ	vorbire	فقرہ	N;DEF;FEM;SG	
oval	بیضوی	oval	بیضوی	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
aviz	جانچ-	aviz	جانچ	N;INDF;MASC;SG	
aviz	جانچ-	aviz	جانچ	N;INDF;MASC;SG	
ilustra	مثال	ilustra	مثال	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG;3
burgess	بَرا	burgess	بَرا	PROPN	
iubitor	گرویدہ.	iubitor	گرویدہ.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
iubitor	محبت	iubitor	محبت	ADJ;INDF;MASC;SG	N;NOM;FEM;SG;3
iubitor	بامحبت	iubitor	بامحبت	ADJ;INDF;MASC;SG	ADP
amestecate	مرکب.	amestecat	مرکب.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
amestecate	مرکب.	amestecat	مرکب.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
desenată	خوف	desenat	خوف	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
desenată	اکڑا	desenat	اکڑا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
luare	یافت	luare	یافت	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
eroic	شجیع	eroic	شجیع	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
eroic	ڈرامائی	eroic	ڈرامائی	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
monstrul	عفریت	monstru	عفریت	N;DEF;MASC;SG	N;NOM;MASC;SG;3
monstrul	راکشس.	monstru	راکشس.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
