और	dan	और	dan		CONJ
तल	bottom	तल	bottom	N;NOM;MASC;SG;3	PROPN
पू	poo	पू	poo	PROPN;NOM;MASC;SG;3	PROPN
पू	kotoran	पू	kotoran	PROPN;NOM;MASC;SG;3	N;SG
ऋण	minus	ऋण	minus	N;NOM;MASC;SG;3	PROPN
ऋण	dikurangi	ऋण	dikurangi	N;NOM;MASC;SG;3	V;SG;PASS
दास	das	दास	das	PROPN;NOM;MASC;SG;3	PROPN
नंबर	nomer	नंबर	nomer	N;NOM;MASC;SG;3	PROPN;SG
त्वचा	skin	त्वचा	skin	N;NOM;FEM;SG;3	PROPN
नोबेल	nobel	नोबेल	nobel	PROPN;NOM;MASC;SG;3	PROPN
अधिकारियों	otoritas	अधिकारी	otoritas	N;ACC;MASC;PL;3	N;SG
अधिकारियों	berwenang	अधिकारी	berwenang	N;ACC;MASC;PL;3	V;SG;ACT
अधिकारियों	pejabat	अधिकारी	pejabat	N;ACC;MASC;PL;3	N;SG
अधिकारियों	petugas	अधिकारी	petugas	N;ACC;MASC;PL;3	N;SG
अधिकारियों	perwira	अधिकारी	perwira	N;ACC;MASC;PL;3	N;SG
अधिकारियों	eksekutif	अधिकारी	eksekutif	N;ACC;MASC;PL;3	N;SG
जटिल	menguraikan	जटिल	menkuraikan	ADJ	V;SG;ACT
जटिल	komplek	जटिल	komplek	ADJ	N;SG
जटिल	complex	जटिल	complex	ADJ	PROPN
जटिल	kompleks	जटिल	kompleks	ADJ	N;SG
हमला	menyerang	हमला	menserang	N;NOM;MASC;SG;3	V;SG;ACT
हमला	serang	हमला	serang	N;NOM;MASC;SG;3	
आपूर्ति	memasok	आपूर्ति	menpasok	N;NOM;FEM;SG;3	V;SG;ACT
आपूर्ति	supply	आपूर्ति	supply	N;NOM;FEM;SG;3	PROPN
अर्थशास्त्र	economics	अर्थशास्त्र	economics	N;NOM;MASC;SG;3	PROPN
दर्ज	direkam	दर्ज	direkam	ADJ	V;SG;PASS
दर्ज	merekam	दर्ज	menrekam	ADJ	V;SG;ACT
दर्ज	dicatat	दर्ज	dicatat	ADJ	V;SG;PASS
दर्ज	terekam	दर्ज	terrekam	ADJ	V;SG;PASS
हस्ताक्षर	menandatangani	हस्ताक्षर	mentandatangani	N;NOM;MASC;PL;3	V;SG;ACT
हस्ताक्षर	penandatanganan	हस्ताक्षर	pentandatanganan	N;NOM;MASC;PL;3	N;SG
हस्ताक्षर	signature	हस्ताक्षर	signature	N;NOM;MASC;PL;3	PROPN
हस्ताक्षर	tandatangan	हस्ताक्षर	tandatangan	N;NOM;MASC;PL;3	N;SG
हस्ताक्षर	signature	हस्ताक्षर	signature	N;NOM;MASC;PL;3	PROPN
कानूनी	hukum	कानूनी	hukum	ADJ;NOM	N;SG;ACT
टिप्पणी	comment	टिप्पणी	comment	N;NOM;FEM;SG;3	PROPN
टिप्पणी	notes	टिप्पणी	notes	N;NOM;FEM;SG;3	PROPN
डे	dey	डे	dey	N;NOM;MASC;SG;3	PROPN
स्मृति	memory	स्मृति	memory	N;NOM;FEM;SG;3	PROPN
वेद	weda	वेद	weda		PROPN
वेद	ved	वेद	ved		PROPN
वेद	veda	वेद	veda		N
तीव्र	fast	तीव्र	fast		PROPN
तीव्र	cepat	तीव्र	cepat		ADJ;SG
तीव्र	puasa	तीव्र	puasa		PROPN;SG
तीव्र	tropical	तीव्र	tropical		PROPN
तीव्र	tropis	तीव्र	tropis		N;SG
तीव्र	intens	तीव्र	intens		ADJ;SG
तीव्र	menegangkan	तीव्र	mentegangkan		V;SG;ACT
सम्बन्धित	berhubungan	संबन्धित	berhubungan	ADJ	V;SG;ACT
सम्बन्धित	berkaitan	संबन्धित	berkaitan	ADJ	V;SG;ACT
सम्बन्धित	terkait	संबन्धित	terkait	ADJ	V;SG;PASS
यूनानी	greek	यूनानी	greek	PROPN;NOM;MASC;SG;3	PROPN
यूनानी	yunani	यूनानी	yunani	PROPN;NOM;MASC;SG;3	PROPN;SG
यूनानी	yunani	यूनानी	yunani	PROPN;NOM;MASC;SG;3	PROPN;SG
जॉर्ज	george	जॉर्ज	george	PROPN;NOM;MASC;SG;3	PROPN
डीवीडी	dvd	डीवीडी	dvd	N;NOM;MASC;SG;3	PROPN
स्वर्ण	emas	स्वर्ण	emas		N;SG
स्वर्ण	gold	स्वर्ण	gold		PROPN
ठोस	solid	ठोस	solid	PROPN;NOM;MASC;SG;3	PROPN
ठोस	padat	ठोस	padat	PROPN;NOM;MASC;SG;3	ADJ;SG
ठोस	berwujud	ठोस	berwujud	PROPN;NOM;MASC;SG;3	V;SG;ACT
विदेश	asing	विदेश	asing	N;NOM;MASC;SG;3	ADJ;SG
विदेश	foreign	विदेश	foreign	N;NOM;MASC;SG;3	PROPN
ऋषि	rishi	ऋषि	rishi	PROPN;NOM;MASC;SG;3	PROPN
ऋषि	resi	ऋषि	resi	PROPN;NOM;MASC;SG;3	PROPN
ऋषि	bijak	ऋषि	bijak	PROPN;NOM;MASC;SG;3	ADJ;SG
ऋषि	sage	ऋषि	sage	PROPN;NOM;MASC;SG;3	PROPN
शेयर	bagikan	शेयर	bagikan	N;NOM;MASC;SG;3	V;SG;ACT
शेयर	berbagi	शेयर	berbagi	N;NOM;MASC;SG;3	V;SG;ACT
शेयर	dibagikan	शेयर	dibagikan	N;NOM;MASC;SG;3	V;SG;PASS
गर्म	hot	गर्म	hot	ADJ;NOM	PROPN
सौर	solar	सौर	solar	N;NOM;MASC	PROPN
पंथ	creed	पंथ	creed	N;NOM;MASC;SG;3	PROPN
एशियाई	asian	एशियाई	asian	PROPN;NOM;SG;3	PROPN
एशियाई	asia	एशियाई	asia	PROPN;NOM;SG;3	PROPN;SG
पति	husband	पति	husband	N;NOM;MASC;SG;3	PROPN
सफेद	white	सफेद	white		PROPN
सफेद	putih	सफेद	putih		ADJ;SG
वैकल्पिक	alternative	वैकल्पिक	alternative	ADJ;NOM	N;SG
वैकल्पिक	alternatif	वैकल्पिक	alternatif	ADJ;NOM	N;SG
वैकल्पिक	alternative	वैकल्पिक	alternative	ADJ;NOM	N;SG
वैकल्पिक	alternatif	वैकल्पिक	alternatif	ADJ;NOM	N;SG
वैकल्पिक	opsional	वैकल्पिक	opsional	ADJ;NOM	N
वैकल्पिक	pilihan	वैकल्पिक	pilihan	ADJ;NOM	N;SG
जयपुर	jaipur	जयपुर	jaipur	PROPN;NOM;MASC;SG;3	PROPN
हार	mengalahkan	हार	menkalahkan	N;NOM;FEM;SG;3	V;SG;ACT
हार	kalahkan	हार	kalahkan	N;NOM;FEM;SG;3	V;SG;ACT
जेल	prison	जेल	prison	N;NOM;FEM;SG;3	PROPN
जोड़ा	couple	जोड़	couple	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
हिमालय	himalaya	हिमालय	himalaya	PROPN;NOM;MASC;SG;3	N
हिमालय	himalaya	हिमालय	himalaya	PROPN;NOM;MASC;SG;3	N
राजमार्ग	highway	राजमार्ग	highway	N;NOM;MASC;SG;3	PROPN
पेड़	tree	पेड़	tree	N;NOM;MASC;SG;3	PROPN
कैरियर	berkarir	कैरियर	berkarir	N;NOM;MASC;SG;3	V;SG;ACT
कैरियर	carrier	कैरियर	carrier	N;NOM;MASC;SG;3	PROPN
इंच	inch	इंच	inch	N;NOM;MASC;SG;3	PROPN
श्रेष्ठ	superior	श्रेष्ठ	superior	PROPN;NOM;MASC;SG;3	PROPN
श्रेष्ठ	unggul	श्रेष्ठ	unggul	PROPN;NOM;MASC;SG;3	ADJ;SG
निगम	nigam	निगम	nigam	N;NOM;MASC;SG;3	PROPN
निगम	corporation	निगम	corporation	N;NOM;MASC;SG;3	PROPN
आग	fire	आग	fire	N;NOM;FEM;SG;3	PROPN
शराब	wine	शराब	wine	N;NOM;FEM;SG;3	PROPN
पौधे	tanaman	पौधा	tanaman	N;NOM;MASC;PL;3	N;SG
पौधे	tumbuhan	पौधा	tumbuhan	N;NOM;MASC;PL;3	N;SG
पौधे	tanaman	पौधा	tanaman	N;NOM;MASC;PL;3	N;SG
पौधे	plant	पौधा	plant	N;NOM;MASC;PL;3	PROPN
पौधे	tumbuhan	पौधा	tumbuhan	N;NOM;MASC;PL;3	N;SG
जमीन	land	जमीन	land	N;NOM;FEM;SG;3	PROPN
जमीन	ground	जमीन	ground	N;NOM;FEM;SG;3	PROPN
खाने	makan	खा	makan	V;MASC;SG;FIN;ACT	N;SG;ACT
हाथों	hands	हाथ	hands	V;MASC;SBJV;PL;FIN;ACT	PROPN
हाथों	tangan	हाथ	tangan	V;MASC;SBJV;PL;FIN;ACT	N;SG
बाज़ार	bazar	बाज़ार	bazar	N;NOM;MASC;SG;3	PROPN
बाज़ार	bazaar	बाज़ार	bazaar	N;NOM;MASC;SG;3	PROPN
आदमी	man	आदमी	man	N;NOM;MASC;SG;3	PROPN
नुकसान	damage	नुकसान	damage	N;NOM;MASC;SG;3	PROPN
नुकसान	merusak	नुकसान	menrusak	N;NOM;MASC;SG;3	V;SG;ACT
महाराज	maharaj	महाराज	maharaj	PROPN;NOM;MASC;SG;3	PROPN
लाने	tangkap	ला	tangkap	V;NFIN;ACT	N;SG;ACT
रस	juice	रस	juice	N;NOM;MASC;SG;3	PROPN
ऑनलाइन	online	ऑनलाइन	online	N;NOM;MASC;SG;3	PROPN
सेट	tetapkan	सेट	tetapkan	N;NOM;MASC;SG;3	V;SG;ACT
सेट	set	सेट	set	N;NOM;MASC;SG;3	PROPN;SG
सेट	atur	सेट	atur	N;NOM;MASC;SG;3	;ACT
सेट	set	सेट	set	N;NOM;MASC;SG;3	PROPN;SG
भेद	secret	भेद	secret	N;NOM;MASC;SG;3	PROPN
फोन	phone	फोन	phone	N;NOM;MASC;SG;3	PROPN
मनोविज्ञान	psychology	मनोविज्ञान	psychology	N;NOM;MASC;SG;3	PROPN
मगध	magadha	मगध	magadha	PROPN;NOM;MASC;SG;3	PROPN
शक्तिशाली	ampuh	शक्तिशाली	ampuh	N;NOM;MASC;SG;3	ADJ;SG
शक्तिशाली	kuat	शक्तिशाली	kuat	N;NOM;MASC;SG;3	ADJ;SG
कौन	who	कौन	who	PRO	PROPN
चिह्न	simbol	चिह्न	simbol		N;SG
चिह्न	simbol	चिह्न	simbol		N;SG
चिह्न	tanda	चिह्न	tanda		N;SG
चिह्न	tandatangani	चिह्न	tandatangani		N;SG
चिह्न	menandatangani	चिह्न	mentandatangani		V;SG;ACT
चिह्न	icon	चिह्न	icon		N
चिह्न	ikon	चिह्न	ikon		N
जोड़	tambahan	जोड़	tambahan	V;SG;FIN;ACT	N;SG
जोड़	penambahan	जोड़	pentambahan	V;SG;FIN;ACT	N;SG
उड़ान	flight	उडान	flight	N;NOM;FEM;SG;3	PROPN
महासागर	samudera	महासागर	samudera	PROPN;NOM;MASC;SG;3	PROPN;SG
महासागर	samudra	महासागर	samudra	PROPN;NOM;MASC;SG;3	PROPN;SG
महासागर	lautan	महासागर	lautan	PROPN;NOM;MASC;SG;3	N;SG
महासागर	samudera	महासागर	samudera	PROPN;NOM;MASC;SG;3	PROPN;SG
महासागर	samudra	महासागर	samudra	PROPN;NOM;MASC;SG;3	PROPN;SG
महासागर	lautan	महासागर	lautan	PROPN;NOM;MASC;SG;3	N;SG
महासागर	laut	महासागर	laut	PROPN;NOM;MASC;SG;3	N;SG
महासागर	ocean	महासागर	ocean	PROPN;NOM;MASC;SG;3	PROPN
महसूस	feel	महसूस	feel	ADJ	PROPN
महसूस	merasa	महसूस	menrasa	ADJ	V;SG;ACT
महसूस	rasakan	महसूस	rasakan	ADJ	V;SG;ACT
विमानक्षेत्र	airport	विमानक्षेत्र	airport	N;NOM;MASC;SG;3	PROPN
दान	disumbangkan	दान	disumbangkan	N;NOM;MASC;SG;3	V;SG;PASS
दान	menyumbang	दान	mensumbang	N;NOM;MASC;SG;3	V;SG;ACT
दान	sumbang	दान	sumbang	N;NOM;MASC;SG;3	PROPN;SG;ACT
दान	menyumbang	दान	mensumbang	N;NOM;MASC;SG;3	V;SG;ACT
दान	sumbangkan	दान	sumbangkan	N;NOM;MASC;SG;3	V;SG;ACT
दान	bersedekah	दान	bersedekah	N;NOM;MASC;SG;3	V;SG;ACT
करे	kare	कर	kare	V;SBJV;SG;3;FIN;ACT	PROPN
अनुपात	gradien	अनुपात	gradien		PROPN
अनुपात	gradasi	अनुपात	gradasi		N;SG
अनुपात	gradien	अनुपात	gradien		PROPN
अनुपात	gradasi	अनुपात	gradasi		N;SG
अनुपात	rasio	अनुपात	rasio		N;SG
विद्रोह	memberontak	विद्रोह	menberontak	N;NOM;MASC;SG;3	V;SG;ACT
कक्षा	class	कक्षा	class	N;NOM;FEM;SG;3	PROPN
स्नातक	lulus	स्नातक	lulus	N;NOM;MASC;SG;3	V;SG
स्नातक	bachelor	स्नातक	bachelor	N;NOM;MASC;SG;3	PROPN
स्नातक	lulus	स्नातक	lulus	N;NOM;MASC;SG;3	V;SG
स्नातक	graduate	स्नातक	graduate	N;NOM;MASC;SG;3	PROPN
मराठी	marathi	मराठी	marathi	PROPN;NOM;MASC;SG;3	PROPN
माइकल	michael	माइकल	michael	PROPN;NOM;MASC;SG;3	PROPN
माइकल	mikail	माइकल	mikail	PROPN;NOM;MASC;SG;3	N
संस्थापक	founder	संस्थापक	founder	N;NOM;MASC;SG;3	PROPN
इलाज	menyembuhkan	इलाज	mensembuhkan	N;NOM;MASC;SG;3	V;SG;ACT
इलाज	cure	इलाज	cure	N;NOM;MASC;SG;3	PROPN
इलाज	mengobati	इलाज	menobati	N;NOM;MASC;SG;3	V;SG;ACT
अभ्यास	berlatih	अभ्यास	berlatih	N;NOM;MASC;SG;3	V;SG;ACT
शाही	royal	शाही	royal	PROPN;NOM;MASC;SG;3	PROPN
शाही	shahi	शाही	shahi	PROPN;NOM;MASC;SG;3	PROPN
पाकिस्तानी	pakistan	पाकिस्तानी	pakistan	N;NOM;MASC;SG;3	PROPN
पाकिस्तानी	pakistan	पाकिस्तानी	pakistan	N;NOM;MASC;SG;3	PROPN
ब्लैक	hitam	ब्लैक	hitam		ADJ;SG
ब्लैक	black	ब्लैक	black		PROPN
भेजा	dikirim	भेज	dikirim	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
भेजा	terkirim	भेज	terkirim	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
भेजा	dikirimkan	भेज	dikirimkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
देवनागरी	devanagari	देवनागरी	devanagari	PROPN;NOM;MASC;SG;3	N
जीन	gene	जीन	gene	N;NOM;MASC;SG;3	PROPN
मजबूत	strong	मजबूत	strong	ADJ	PROPN
मिश्रित	mixed	मिश्रित	mixed		PROPN
मिश्रित	bercampur	मिश्रित	bercampur		V;SG;ACT
मिश्रित	campuran	मिश्रित	campuran		N;SG
मिश्रित	campur	मिश्रित	campur		N;SG;ACT
मिश्रित	mixer	मिश्रित	mixer		N
निरंतर	berkelanjutan	निरन्तर	berkelanjutan	ADV	V;SG;ACT
निरंतर	kontinu	निरन्तर	kontinu	ADV	PROPN;SG
निरंतर	constant	निरन्तर	constant	ADV	PROPN
निरंतर	konstanta	निरन्तर	konstanta	ADV	N
निरंतर	konstan	निरन्तर	konstan	ADV	
प्रबंध	mengelola	प्रबंध	menkelola	N;NOM;MASC;SG;3	V;SG;ACT
प्रबंध	kelola	प्रबंध	kelola	N;NOM;MASC;SG;3	PROPN;SG
प्रबंध	mengelola	प्रबंध	menkelola	N;NOM;MASC;SG;3	V;SG;ACT
परिस्थितियों	situasi	परिस्थिति	situasi	N;ACC;FEM;PL;3	N;SG
जमा	deposito	जमा	deposito	V;FIN;ACT	N;SG
जमा	deposit	जमा	deposit	V;FIN;ACT	PROPN
जमा	setoran	जमा	setoran	V;FIN;ACT	N;SG
जमा	deposito	जमा	deposito	V;FIN;ACT	N;SG
जमा	setoran	जमा	setoran	V;FIN;ACT	N;SG
स्त्री	woman	स्त्री	woman	N;NOM;FEM;SG;3	PROPN
स्त्री	female	स्त्री	female	N;NOM;FEM;SG;3	PROPN
चित्रण	draw	चित्रण	draw	N;NOM;MASC;SG;3	PROPN
चित्रण	menggambar	चित्रण	mengambar	N;NOM;MASC;SG;3	V;SG;ACT
यातायात	transport	यातायात	transport	N;NOM;MASC;SG;3	PROPN
सूक्ष्म	halus	सूक्ष्म	halus		ADJ;SG
सूक्ष्म	mikro	सूक्ष्म	mikro		N;SG
सूक्ष्म	micro	सूक्ष्म	micro		PROPN
लंबाई	panjang	लंबाई	panjang	N;NOM;FEM;SG;3	ADJ;SG
हेनरी	henry	हे	henry	PROPN;NOM;MASC;SG;3	PROPN
डाला	dimasukkan	डाल	dimasukkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
समीक्षा	review	समीक्षा	review	N;NOM;FEM;SG;3	PROPN
समीक्षा	review	समीक्षा	review	N;NOM;FEM;SG;3	PROPN
समीक्षा	tinjau	समीक्षा	tinjau	N;NOM;FEM;SG;3	V;SG;ACT
समीक्षा	ulas	समीक्षा	ulas	N;NOM;FEM;SG;3	V;SG;ACT
समीक्षा	meninjau	समीक्षा	mentinjau	N;NOM;FEM;SG;3	V;SG;ACT
कर्मचारियों	karyawan	कर्मचारी	karyawan	N;ACC;MASC;PL;3	N;MASC;SG
हमले	menyerang	हमला	menserang	N;NOM;MASC;PL;3	V;SG;ACT
हमले	serangan	हमला	serangan	N;NOM;MASC;PL;3	N;SG
हमले	penyerangan	हमला	penserangan	N;NOM;MASC;PL;3	N;SG
हमले	menyerang	हमला	menserang	N;NOM;MASC;PL;3	V;SG;ACT
हमले	serangan	हमला	serangan	N;NOM;MASC;PL;3	N;SG
हमले	serang	हमला	serang	N;NOM;MASC;PL;3	
हमले	penyerangan	हमला	penserangan	N;NOM;MASC;PL;3	N;SG
अक्षर	letters	अक्षर	letters	N;NOM;MASC;SG;3	PROPN
अक्षर	character	अक्षर	character	N;NOM;MASC;SG;3	PROPN
अक्षर	letter	अक्षर	letter	N;NOM;MASC;SG;3	PROPN
कारक	factor	कारक	factor	N;NOM;MASC;SG;3	PROPN
किंगडम	kingdom	किंगडम	kingdom	PROPN;NOM;MASC;SG;3	PROPN
किंगडम	kerajaan	किंगडम	kerajaan	PROPN;NOM;MASC;SG;3	PROPN;SG
हिन्द	indo	हिन्द	indo	PROPN;NOM;MASC;SG;3	PROPN
हिन्द	hind	हिन्द	hind	PROPN;NOM;MASC;SG;3	PROPN
बीज	seed	बीज	seed	N;NOM;MASC;SG;3	PROPN
जल्दी	ngakak	जल्दी	ngakak	ADV	N
जल्दी	cepat	जल्दी	cepat	ADV	ADJ;SG
जल्दी	early	जल्दी	early	ADV	PROPN
जल्दी	dini	जल्दी	dini	ADV	ADJ;SG
जल्दी	awal	जल्दी	awal	ADV	ADJ;SG
जल्दी	cepat	जल्दी	cepat	ADV	ADJ;SG
घाट	ghat	घाट	ghat	N;NOM;MASC;SG;3	PROPN
घाट	ford	घाट	ford	N;NOM;MASC;SG;3	PROPN
कर्म	karma	कर्म	karma	N;NOM;MASC;SG;3	PROPN
कदम	step	कदम	step	N;NOM;MASC;PL;3	PROPN
कदम	langkah	कदम	langkah	N;NOM;MASC;PL;3	N;SG
कदम	melangkah	कदम	menlangkah	N;NOM;MASC;PL;3	V;SG;ACT
कदम	langkah	कदम	langkah	N;NOM;MASC;PL;3	N;SG
साथी	partner	साथी	partner	N;NOM;MASC;SG;3	PROPN
ऊपरी	upper	ऊपरी	upper	ADJ;NOM	PROPN
ऊपरी	atas	ऊपरी	atas	ADJ;NOM	ADP;SG
पुस्तकों	pembukuan	पुस्तक	penbukuan	N;ACC;FEM;PL;3	N;SG
पुस्तकों	buku	पुस्तक	buku	N;ACC;FEM;PL;3	N;SG
आशा	harapan	आशा	harapan	PROPN;NOM;FEM;SG;3	N;SG
आशा	asa	आशा	asa	PROPN;NOM;FEM;SG;3	PROPN;SG
आशा	hope	आशा	hope	PROPN;NOM;FEM;SG;3	PROPN
नौ	nine	नौ	nine	NUM	PROPN
रचित	terdiri	रचित	terdiri		V;SG;PASS
शिक्षण	mengajarkan	शिक्षण	menajarkan	N;NOM;MASC;SG;3	V;SG;ACT
शिक्षण	mengajari	शिक्षण	menajari	N;NOM;MASC;SG;3	V;SG;ACT
शिक्षण	mengajar	शिक्षण	menajar	N;NOM;MASC;SG;3	V;SG;ACT
ऊँचाई	tinggi	ऊँचाई	tinggi	N;NOM;FEM;SG;3	ADJ;SG
आकर्षण	attraction	आकर्षण	attraction	N;NOM;MASC;SG;3	PROPN
आकर्षण	dkk	आकर्षण	dkk	N;NOM;MASC;SG;3	PROPN
आकर्षण	kharisma	आकर्षण	kharisma	N;NOM;MASC;SG;3	PROPN;SG
हद	boros	हद	boros	N;NOM;FEM;SG;3	ADJ;SG
मुहम्मद	muhammad	मुहम्मद	muhammad	PROPN;NOM;MASC;SG;3	PROPN;SG
मुहम्मद	muhammed	मुहम्मद	muhammed	PROPN;NOM;MASC;SG;3	PROPN
राज्यपाल	gubernur	राज्यपाल	gubernur	PROPN;NOM;MASC;SG;3	PROPN;SG
रोगियों	pasien	रोगी	pasien	N;ACC;MASC;PL;3	N;SG
गेंद	ball	गेंद	ball	N;NOM;FEM;SG;3	PROPN
राजाओं	kings	राजा	kings	N;ACC;MASC;PL;3	PROPN
बॉलीवुड	bollywood	बॉलीवुड	bollywood	PROPN;NOM;MASC;SG;3	N
सिनेमा	cinema	सिनेमा	cinema	N;NOM;MASC;SG;3	PROPN
प्राणी	animal	प्राणी	animal	N;NOM;MASC;SG;3	PROPN
अंग्रेजों	britania	अंग्रेज	britania	N;ACC;MASC;PL;3	PROPN
अंग्रेजों	british	अंग्रेज	british	N;ACC;MASC;PL;3	PROPN
कर्मचारी	karyawan	कर्मचारी	karyawan	N;NOM;MASC;PL;3	N;MASC;SG
कर्मचारी	karyawan	कर्मचारी	karyawan	N;NOM;MASC;PL;3	N;MASC;SG
कर्मचारी	pekerja	कर्मचारी	pekerja	N;NOM;MASC;PL;3	N;SG
काले	hitam	काला	hitam	ADJ;NOM;MASC;PL	ADJ;SG
काले	black	काला	black	ADJ;NOM;MASC;PL	PROPN
