sejler	voile	sejle	voile	V;IND;PRS;FIN;ACT	N;FEM;SG
købes	acheté	købe	acheter	V;IND;PRS;NFIN;PASS	V;MASC;SG;PST;V.PTCP
købes	achetées	købe	acheter	V;IND;PRS;NFIN;PASS	V;FEM;PL;PST;V.PTCP
købes	achetés	købe	acheter	V;IND;PRS;NFIN;PASS	V;MASC;PL;PST;V.PTCP
købes	achetées	købe	acheter	V;IND;PRS;NFIN;PASS	V;FEM;PL;PST;V.PTCP
købes	achetée	købe	acheter	V;IND;PRS;NFIN;PASS	V;FEM;SG;PST;V.PTCP
købes	achetés	købe	acheter	V;IND;PRS;NFIN;PASS	V;MASC;PL;PST;V.PTCP
købes	acheté	købe	acheter	V;IND;PRS;NFIN;PASS	V;MASC;SG;PST;V.PTCP
janeiro	janeiro	janeiro	janeiro		PROPN
gotha	gotha	gotha	gotha		N;MASC;SG
forbeholdt	réservés	forbeholde	réserver	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
indvandring	migrations	indvandring	migration	N;INDF;MASC+FEM;SG	N;FEM;PL
hjalmar	hjalmar	hjalmar	hjalmar		PROPN
helte	héros	helt	héros	N;INDF;MASC+FEM;PL	N;MASC;SG
helte	heroes	helt	heroe	N;INDF;MASC+FEM;PL	PROPN
salvador	salvador	salvador	salvador		N;MASC;SG
duke	duke	duke	duke		PROPN
duke	duc	duke	duc		N;MASC;SG
isaac	isaac	isaac	isaac		PROPN
step	step	step	step	N;INDF;NEUT;SG	PROPN
forhandle	négociateurs	forhandle	négociateur	V;NFIN;ACT	N;MASC;PL
forhandle	négociations	forhandle	négociation	V;NFIN;ACT	N;FEM;PL
forhandle	négociation	forhandle	négociation	V;NFIN;ACT	N;FEM;SG
lis	liz	lis	liz		PROPN
lis	lis	lis	lire		V;IND;SG;1;PRS;FIN
pour	verser	pour	verser		V;NFIN
pour	verse	pour	verser		V;IND;SG;3;PRS;FIN
indtjening	gains	indtjening	gain	N;INDF;MASC+FEM;SG	N;MASC;PL
tyk	épaisses	tyk	épais	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
påvirkede	influencé	påvirke	influencer	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
påvirkede	influencée	påvirke	influencer	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirkede	affectée	påvirke	affecter	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirkede	touchée	påvirke	toucher	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirkede	affecté	påvirke	affecter	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
påvirkede	touché	påvirke	toucher	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
marstrand	marstrand	marstrand	marstrand	N;INDF;NEUT;SG	PROPN
bachelor	célibataire	bachelor	célibataire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
grafik	graphiques	grafik	graphique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
grafik	graphique	grafik	graphique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
grafik	oeuvres	grafik	oeuvre	N;INDF;MASC+FEM;SG	N;FEM;PL
grafik	graphiques	grafik	graphique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
grafik	graphique	grafik	graphique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
grafik	graphismes	grafik	graphisme	N;INDF;MASC+FEM;SG	N;MASC;PL
forældet	obsolète	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forældet	obsolètes	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
forældet	obsolète	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forældet	obsolètes	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
forældet	démodé	forælde	démoder	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forældet	obsolète	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forældet	obsolètes	forælde	obsolète	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
fantasi	imaginaire	fantasi	imaginaire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	PROPN
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	
mos	mousses	mos	mousse	N;INDF;MASC+FEM;SG	N;FEM;PL
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	PROPN
farvel	bye	farvel	bye	N;INDF;NEUT;SG	
farvel	adieu	farvel	adieu	N;INDF;NEUT;SG	
farvel	adieux	farvel	adieux	N;INDF;NEUT;SG	N;MASC;PL
farvel	adieu	farvel	adieu	N;INDF;NEUT;SG	
farvel	adieux	farvel	adieux	N;INDF;NEUT;SG	N;MASC;PL
specialiserede	spécialisé	specialisere	spécialiser	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
specialiserede	spécialisée	specialisere	spécialiser	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
specialiserede	spécialisé	specialisere	spécialiser	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
specialiserede	spécialisée	specialisere	spécialiser	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
geologisk	géologique	geologisk	géologique	ADV	ADJ;MASC;SG
geologisk	géologiques	geologisk	géologique	ADV	ADJ;MASC;PL
jin	jin	jin	jin		PROPN
vandret	horizontalement	vandret	horizontalement	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontales	vandret	horizontal	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
vandret	horizontaux	vandret	horizontal	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
vandret	horizontal	vandret	horizontal	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
vandret	horizontalement	vandret	horizontalement	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontale	vandret	horizontal	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
homoseksuelle	homosexuel	homoseksuel	homosexuel	ADJ;PL	ADJ;MASC;SG
ukrainsk	ukrainiennes	ukrainsk	ukrainien	ADJ;INDF;SG	ADJ;FEM;PL
ukrainsk	ukrainiens	ukrainsk	ukrainien	ADJ;INDF;SG	ADJ;MASC;PL
tanzania	tanzanienne	tanzania	tanzanien		ADJ;FEM;SG
tanzania	tanzanien	tanzania	tanzanien		ADJ;MASC;SG
tanzania	tanzanie	tanzania	tanzanie		PROPN
miguel	miguel	miguel	miguel		PROPN
rosen	rosen	rose	rosen	N;DEF;MASC+FEM;SG	PROPN
herskede	régnait	herske	régner	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
usikker	incertitude	usikker	incertitude	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
usikker	insécurité	usikker	insécurité	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
usikker	incertains	usikker	incertain	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
clinton	clinton	clinton	clinton		PROPN
reagerer	réagis	reagere	réagis	V;IND;PRS;FIN;ACT	
uddrag	extrait	uddrag	extraire	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
uddrag	extraits	uddrag	extraire	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
uddrag	extraire	uddrag	extraire	N;INDF;NEUT;SG	V;NFIN
uddrag	extraits	uddrag	extraire	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
uddrag	extrait	uddrag	extraire	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
uddrag	extraits	uddrag	extraire	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
rimelig	équitablement	rimelig	équitablement	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	foire	rimelig	foire	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
rimelig	justes	rimelig	juste	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
rimelig	équitables	rimelig	équitable	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
rimelig	raisonnablement	rimelig	raisonnablement	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	raisonnables	rimelig	raisonnable	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
ødelæggelse	ravages	ødelæggelse	ravage	N;INDF;MASC+FEM;SG	N;MASC;PL
ødelæggelse	destructions	ødelæggelse	destruction	N;INDF;MASC+FEM;SG	N;FEM;PL
lander	terres	land	terre	V;IND;PRS;FIN;ACT	N;FEM;PL
lander	länder	land	länder	V;IND;PRS;FIN;ACT	N;MASC;PL
lander	lander	land	lander	V;IND;PRS;FIN;ACT	PROPN
lander	atterrissage	land	atterrissage	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	débarquement	land	débarquement	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	landing	land	landing	V;IND;PRS;FIN;ACT	PROPN
lander	terre	land	terre	V;IND;PRS;FIN;ACT	N;FEM;SG
lander	terrain	land	terrain	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	terres	land	terre	V;IND;PRS;FIN;ACT	N;FEM;PL
kids	enfants	kids	enfant	N;INDF;NEUT;SG	N;MASC;PL
hang	hung	hænge	hung	V;IMP	PROPN
hang	pendaison	hænge	pendaison	V;IMP	N;FEM;SG
ålborg	aalborg	ålborg	aalborg		PROPN
ioc	coi	ioc	coi	PROPN	PROPN
ioc	cio	ioc	cio	PROPN	N;MASC;SG
mai	mai	mai	mai		N;MASC;SG
mai	maï	mai	maï		
metadata	métadonnées	metadata	métadonner	N;INDF;NEUT;SG	V;FEM;PL;PST;V.PTCP
altona	altona	altona	altona	PROPN	N;MASC;SG
udrustet	équipés	udruste	équiper	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udrustet	équipées	udruste	équiper	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tænkning	réfléchir	tænkning	réfléchir	N;INDF;MASC+FEM;SG	V;NFIN
tænkning	pensant	tænkning	penser	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
tænkning	penser	tænkning	penser	N;INDF;MASC+FEM;SG	V;NFIN
bismarck	bismarck	bismarck	bismarck	N;INDF;MASC+FEM;SG	PROPN
tilhørsforhold	affinités	tilhørsforhold	affinité	N;INDF;NEUT;SG	N;FEM;PL
village	village	villag	village		N;MASC;SG
straffe	peine	straffe	peine	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	pénalité	straffe	pénalité	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	sanction	straffe	sanction	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	punir	straffe	punir	N;INDF;MASC+FEM;PL	V;NFIN
straffe	sanctionner	straffe	sanctionner	N;INDF;MASC+FEM;PL	V;NFIN
straffe	pénalité	straffe	pénalité	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	punition	straffe	punition	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	châtiment	straffe	châtiment	N;INDF;MASC+FEM;PL	N;MASC;SG
straffe	sanction	straffe	sanction	N;INDF;MASC+FEM;PL	N;FEM;SG
fladt	plats	fladt	plat	ADV	N;MASC;PL
fladt	plat	fladt	plat	ADV	N;MASC;SG
raw	cru	raw	cru		V;MASC;SG;PST;V.PTCP
raw	premières	raw	premier		ADJ;FEM;PL
raw	brut	raw	brut		ADJ;MASC;SG
raw	crue	raw	crue		N;FEM;SG
raw	raw	raw	raw		N;MASC;SG
raw	crus	raw	cru		N;MASC;PL
psykiske	psychologique	psykisk	psychologique	ADJ;PL	ADJ;MASC;SG
psykiske	mentale	psykisk	mental	ADJ;PL	ADJ;FEM;SG
psykiske	mental	psykisk	mental	ADJ;PL	ADJ;MASC;SG
georgien	géorgie	georgi	géorgie	PROPN	PROPN
georgien	georgie	georgi	georgie	PROPN	N;FEM;SG
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	PROPN
aps	llc	aps	llc	N;INDF;NEUT;SG	PROPN
aps	sarl	aps	sarl	N;INDF;NEUT;SG	PROPN
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	PROPN
kommercielt	commercial	kommercielt	commercial	ADV	ADJ;MASC;SG
kommercielt	commerciaux	kommercielt	commercial	ADV	ADJ;MASC;PL
kommercielt	commerciales	kommercielt	commercial	ADV	ADJ;FEM;PL
kommercielt	commerciale	kommercielt	commercial	ADV	ADJ;FEM;SG
ørkenen	désertique	ørken	désertique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
værelse	chambres	værelse	chambre	N;INDF;NEUT;SG	N;FEM;PL
monroe	monroe	monroe	monroe		PROPN
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
connecticut	connecticut	connecticut	connecticut	N;INDF;MASC+FEM;SG	PROPN
gibraltar	gibraltar	gibraltar	gibraltar	ADJ;INDF;SG	PROPN
gudinde	déesses	gudinde	déesse	N;INDF;MASC+FEM;SG	N;FEM;PL
kristina	kristina	kristina	kristina		PROPN
pittsburgh	pittsburgh	pittsburgh	pittsburgh		N;MASC;PL
plessen	plessen	plesse	plessen	N;DEF;MASC+FEM;SG	PROPN
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	PROPN
gennemsnitlig	moyennes	gennemsnitlig	moyen	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
gennemsnitlig	moyenne	gennemsnitlig	moyenne	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
mile	mile	mil	mile		N;MASC;SG
katedralen	cathédrales	katedral	cathédrale	N;DEF;MASC+FEM;SG	N;FEM;PL
bristol	bristol	bristol	bristol		N;MASC;SG
blokere	blocage	blok	blocage	V;NFIN;ACT	N;MASC;SG
blokere	block	blok	block	V;NFIN;ACT	PROPN
blokere	bloc	blok	bloc	V;NFIN;ACT	N;MASC;SG
blokere	blocage	blok	blocage	V;NFIN;ACT	N;MASC;SG
rimeligt	raisonnablement	rimelig	raisonnablement	ADJ;INDF;NEUT;SG	ADV
rimeligt	foire	rimelig	foire	ADJ;INDF;NEUT;SG	N;FEM;SG
rimeligt	justes	rimelig	juste	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
rimeligt	équitables	rimelig	équitable	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
rimeligt	raisonnablement	rimelig	raisonnablement	ADJ;INDF;NEUT;SG	ADV
rimeligt	raisonnables	rimelig	raisonnable	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
trolle	trolle	trolle	trolle		V;IND;SG;3;PRS;FIN
distance	distances	distance	distance	N;INDF;MASC+FEM;SG	N;FEM;PL
stab	poignarder	stab	poignarder	N;INDF;MASC+FEM;SG	V;NFIN
stab	poignarde	stab	poignarde	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
forberedt	préparés	forberede	préparer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
forberedt	préparées	forberede	préparer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
negativt	négative	negativt	négatif	ADV	ADJ;FEM;SG
negativt	négatif	negativt	négatif	ADV	ADJ;MASC;SG
negativt	négatives	negativt	négatif	ADV	ADJ;FEM;PL
negativt	négatifs	negativt	négatif	ADV	ADJ;MASC;PL
efterladte	survivants	efterlade	survivant	V;PL;PST;V.PTCP	N;MASC;PL
efterladte	survivant	efterlade	survivant	V;PL;PST;V.PTCP	V;PRS;V.PTCP
kompliceret	complexes	kompliceret	complexe	ADJ;INDF;SG	ADJ;MASC;PL
kompliceret	compliqué	kompliceret	compliquer	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
kompliceret	compliquées	kompliceret	compliquer	ADJ;INDF;SG	V;FEM;PL;PST;V.PTCP
kompliceret	complique	kompliceret	compliquer	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN
kompliceret	compliquée	kompliceret	compliquer	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
bonus	primes	bonus	prime	N;INDF;MASC+FEM;SG	N;FEM;PL
ghana	ghana	ghana	ghana	PROPN	N;MASC;SG
giuseppe	giuseppe	giuseppe	giuseppe	N;INDF;MASC+FEM;SG	PROPN
orienteret	informés	orientere	informer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
oplyst	lumineux	oplyse	lumineux	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
oplyst	informés	oplyse	informer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
oplyst	allumés	oplyse	allumer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
eugen	eugen	eugen	eugen	N;DEF;MASC+FEM;SG	PROPN
serv	servir	serv	servir	N;INDF;MASC+FEM;SG	V;NFIN
serv	sers	serv	ser	N;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
serv	servez	serv	servir	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
skovene	forêt	skov	forêt	N;DEF;MASC+FEM;PL	N;FEM;SG
mon	mon	mon	son	ADV	DET;MASC;SG
mon	lun	mon	lun	ADV	N;MASC;SG
mon	émerveillement	mon	émerveillement	ADV	N;MASC;SG
mon	merveille	mon	merveille	ADV	N;FEM;SG
mon	wonder	mon	wonder	ADV	PROPN
lily	lily	lily	lily		PROPN
lily	lys	lily	lys		N;MASC;SG
medie	médias	medie	média	N;INDF;NEUT;SG	N;MASC;PL
medie	moyen	medie	moyen	N;INDF;NEUT;SG	ADJ;MASC;SG
medie	moyennes	medie	moyen	N;INDF;NEUT;SG	ADJ;FEM;PL
gene	gènes	gene	gène	N;INDF;MASC+FEM;SG	N;MASC;PL
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	PROPN
holte	holte	holte	holte	PROPN	PROPN
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	PROPN
fester	fétide	fest	fétide	N;INDF;MASC+FEM;PL	ADJ;FEM;SG
fester	fester	fest	fester	N;INDF;MASC+FEM;PL	V;NFIN
håkon	haakon	håkon	haakon		N;MASC;SG
muhammad	muhammad	muhammad	muhammad	N;INDF;MASC+FEM;SG	PROPN
bøde	amendes	bøde	amende	N;INDF;MASC+FEM;SG	N;FEM;PL
bøde	fines	bøde	fin	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
beholder	récipient	beholde	récipient	V;IND;PRS;FIN;ACT	N;MASC;SG
beholder	conteneur	beholde	conteneur	V;IND;PRS;FIN;ACT	N;MASC;SG
relief	soulagé	relief	soulager	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
mallorca	majorque	mallorca	majorque		PROPN
mallorca	mallorca	mallorca	mallorca		PROPN
fejre	célébration	fejre	célébration	V;NFIN;ACT	N;FEM;SG
dogg	dogg	dogg	dogg		PROPN
dimensioner	dimension	dimension	dimension	N;INDF;MASC+FEM;PL	N;FEM;SG
severin	severin	severin	severin	N;INDF;MASC+FEM;SG	PROPN
mediawiki	mediawiki	mediawiki	mediawiki	N;INDF;NEUT;SG	PROPN
radioen	radiophonique	radio	radiophonique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
madonna	madone	madonna	madone		N;FEM;SG
madonna	madonna	madonna	madonna		PROPN
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	N;MASC;SG
skinner	rampes	skinne	rampe	V;IND;PRS;FIN;ACT	N;FEM;PL
skinner	rails	skinne	rail	V;IND;PRS;FIN;ACT	N;MASC;PL
hjort	cerf	hjort	cerf		N;MASC;SG
hjort	cerfs	hjort	cerf		N;MASC;PL
hjort	daim	hjort	daim		N;MASC;SG
hjort	biche	hjort	biche		N;FEM;SG
hjort	chevreuil	hjort	chevreuil		N;MASC;SG
rapporteret	signalés	rapportere	signaler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
puerto	puerto	puerto	puerto		PROPN
kalmar	kalmar	kalmar	kalmar	N;INDF;MASC+FEM;SG	PROPN
stabile	stabilité	stabil	stabilité	ADJ;PL	N;FEM;SG
stabile	écurie	stabil	écurie	ADJ;PL	N;FEM;SG
stabile	stable	stabil	stable	ADJ;PL	ADJ;MASC;SG
regnede	pleut	regne	pleuvoir	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
internt	internes	internt	interne	ADV	ADJ;MASC;PL
internt	interne	internt	interne	ADV	ADJ;MASC;SG
internt	interne	internt	interne	ADV	ADJ;MASC;SG
melchior	melchior	melchior	melchior	N;INDF;MASC+FEM;SG	PROPN
betjent	flic	betjene	flic	ADJ;INDF;SG	N;MASC;SG
betjent	policier	betjene	policier	ADJ;INDF;SG	N;MASC;SG
betjent	officier	betjene	officier	ADJ;INDF;SG	N;MASC;SG
flash	instantané	flash	instantané	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
flash	flashs	flash	flash	N;INDF;MASC+FEM;SG	N;MASC;PL
horne	horne	horne	horne		N;MASC;SG
identiske	identique	identisk	identique	ADJ;PL	ADJ;MASC;SG
udtrykke	exprès	udtrykke	exprès	V;NFIN;ACT	INTJ
udtrykke	express	udtrykke	express	V;NFIN;ACT	N;MASC;SG
udtrykke	expresse	udtrykke	expresser	V;NFIN;ACT	ADJ;FEM;SG
husk	souviens	husk	souvenir	V;IMP	V;IND;SG;1;IPFV;FIN
rotterdam	rotterdam	rotterdam	rotterdam	N;INDF;MASC+FEM;SG	PROPN
hvile	repos	hvile	repos	V;NFIN;ACT	ADJ;MASC;SG
challenge	gageure	challenge	gageure	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
metaller	métal	metal	métal	N;INDF;NEUT;PL	N;MASC;SG
metaller	metal	metal	metal	N;INDF;NEUT;PL	N;MASC;SG
metaller	métallique	metal	métallique	N;INDF;NEUT;PL	ADJ;MASC;SG
metaller	métalliques	metal	métallique	N;INDF;NEUT;PL	ADJ;MASC;PL
tilskud	subventions	tilskud	subvention	N;INDF;NEUT;SG	N;FEM;PL
tilskud	bourses	tilskud	bourse	N;INDF;NEUT;SG	N;FEM;PL
tilskud	subventions	tilskud	subvention	N;INDF;NEUT;SG	N;FEM;PL
tilskud	grant	tilskud	grant	N;INDF;NEUT;SG	PROPN
gorm	gorm	gorm	gorm		PROPN
alla	alla	alla	aller	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
graf	graphique	graf	graphique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
graf	graf	graf	graf	N;INDF;MASC+FEM;SG	PROPN
tynd	maigres	tynd	maigre	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tynd	minces	tynd	mince	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
cook	cuisiner	cook	cuisiner		V;NFIN
cook	cuisinier	cook	cuisinier		N;MASC;SG
cook	cuire	cook	cuire		V;NFIN
cook	cook	cook	cook		PROPN
cook	cuisinière	cook	cuisinier		N;FEM;SG
trøndelag	trøndelag	trøndelag	trøndelag		PROPN
somalia	somalie	somalia	somalie		ADJ;FEM;SG
somalia	somalien	somalia	somalien		ADJ;MASC;SG
kære	chers	kære	cher	ADJ;DEF;SG	ADJ;MASC;PL
styrmand	pilot	styrmand	pilot	N;INDF;MASC+FEM;SG	PROPN
styrmand	pilotes	styrmand	pilote	N;INDF;MASC+FEM;SG	N;MASC;PL
udløbet	périmés	udløb	périmer	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
udløbet	périmé	udløb	périmer	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
udløbet	expiré	udløb	expirer	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
kunstige	artificiel	kunstig	artificiel	ADJ;PL	ADJ;MASC;SG
kunstige	artificielle	kunstig	artificiel	ADJ;PL	ADJ;FEM;SG
vinci	vinci	vinci	vinci		PROPN
katolikker	catholiques	katolik	catholique	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
fangerne	prisonnières	fange	prisonnier	N;DEF;MASC+FEM;PL	ADJ;FEM;PL
fangerne	détenus	fange	détenir	N;DEF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
udviser	expositions	udvise	exposition	V;IND;PRS;FIN;ACT	N;FEM;PL
afc	afc	afc	afc	PROPN	PROPN
guddommelige	divine	guddommelig	divin	ADJ;PL	ADJ;FEM;SG
guddommelige	divin	guddommelig	divin	ADJ;PL	ADJ;MASC;SG
nabo	voisine	nabo	voisin	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
nabo	voisin	nabo	voisin	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
nabo	voisine	nabo	voisin	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
nabo	voisin	nabo	voisin	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
forsinket	tardive	forsinke	tardif	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forsinket	tardif	forsinke	tardif	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forsinket	retard	forsinke	retard	V;INDF;SG;PST;V.PTCP	N;MASC;SG
forsinket	tard	forsinke	tard	V;INDF;SG;PST;V.PTCP	ADV
forsinket	retard	forsinke	retard	V;INDF;SG;PST;V.PTCP	N;MASC;SG
forsinket	retardés	forsinke	retarder	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
forsinket	tardive	forsinke	tardif	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
baltimore	baltimore	baltimor	baltimore		PROPN
franco	franco	franco	franco		N;MASC;SG
jag	jag	jag	jag	N;INDF;MASC+FEM;SG	
striber	rayé	stribe	rayer	N;INDF;MASC+FEM;PL	V;MASC;SG;PST;V.PTCP
edda	edda	edda	edda	N;INDF;MASC+FEM;SG	PROPN
triumf	triompher	triumf	triompher	N;INDF;MASC+FEM;SG	V;NFIN
