scandal	scandales	scandal	scandale	N;INDF;MASC;SG	N;MASC;PL
transferata	transférées	transferat	transférer	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
transferata	transférés	transferat	transférer	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
transferata	transférée	transferat	transférer	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
transferata	transféré	transferat	transférer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
musulman	musulmans	musulman	musulman	ADJ;INDF;MASC;SG	N;MASC;PL
omagiu	hommages	omagiu	hommage	N;INDF;MASC;SG	N;MASC;PL
negativa	négatives	negativa	négatif	ADJ;DEF;FEM;SG	ADJ;FEM;PL
negativa	négatifs	negativa	négatif	ADJ;DEF;FEM;SG	ADJ;MASC;PL
estimeaza	estimation	estimează	estimation	V;IND;SG;3;IPFV;FIN	N;FEM;SG
estimeaza	devis	estimează	devis	V;IND;SG;3;IPFV;FIN	N;MASC;SG
estimeaza	estimations	estimează	estimation	V;IND;SG;3;IPFV;FIN	N;FEM;PL
dezvaluit	divulguées	dezvalui	divulguer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
dezvaluit	divulgué	dezvalui	divulguer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	révélé	dezvalui	révéler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	dévoilée	dezvalui	dévoiler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
dezvaluit	dévoilé	dezvalui	dévoiler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	révélés	dezvalui	révéler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
dezvaluit	révélé	dezvalui	révéler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	dévoilé	dezvalui	dévoiler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	révélées	dezvalui	révéler	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
dezvaluit	révélée	dezvalui	révéler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
dezvaluit	révélés	dezvalui	révéler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
dezvaluit	révélé	dezvalui	révéler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	dévoilé	dezvalui	dévoiler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dezvaluit	révélées	dezvalui	révéler	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
dezvaluit	révélée	dezvalui	révéler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
maritim	maritimes	maritim	maritime	ADJ;INDF;MASC;SG	ADJ;MASC;PL
nixon	nixon	nixon	nixon	PROPN	PROPN
arcade	arcade	arcade	arcade	N;INDF;FEM;PL	N;FEM;SG
voluntar	volontaires	voluntar	volontaire	ADJ;INDF;MASC;SG	ADJ;MASC;PL
voluntar	volontaires	voluntar	volontaire	ADJ;INDF;MASC;SG	ADJ;MASC;PL
voluntar	bénévolat	voluntar	bénévolat	ADJ;INDF;MASC;SG	N;MASC;SG
voluntar	bénévoles	voluntar	bénévole	ADJ;INDF;MASC;SG	ADJ;MASC;PL
tramvai	tramways	tramvai	tramways	N;INDF;MASC;SG	N;MASC;PL
responsabilitatea	responsabilités	responsabilitate	responsabilité	N;DEF;FEM;SG	N;FEM;PL
ceh	tchèque	ceh	tchèque	ADJ;INDF;MASC;SG	N;MASC;SG
ceh	tchèques	ceh	tchèque	ADJ;INDF;MASC;SG	ADJ;MASC;PL
elias	elias	elias	elias	PROPN	PROPN
stanca	rocheux	stancă	rocheux	N;DEF;FEM;SG	ADJ;MASC;SG
stanca	rocheux	stancă	rocheux	N;DEF;FEM;SG	ADJ;MASC;SG
violente	violent	violent	violent	ADJ;INDF;FEM;PL	ADJ;MASC;SG
violente	violente	violent	violent	ADJ;INDF;FEM;PL	ADJ;FEM;SG
aducand	apportant	aduca	apporter		V;PRS;V.PTCP
esec	raté	esec	rater	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
esec	échoué	esec	échouer	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
cannes	cannes	cannes	canne	N;INDF;MASC;SG	N;FEM;PL
varna	varna	varnă	varnaître	PROPN	PROPN
confirma	confirmez	confirma	confirmer	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
confirma	confirmation	confirma	confirmation	V;IND;SG;3;IPFV;FIN	N;FEM;SG
confirma	confirmez	confirma	confirmer	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
confirma	confirmation	confirma	confirmation	V;IND;SG;3;IPFV;FIN	N;FEM;SG
houston	houston	houston	houston	PROPN	PROPN
yeung	yeung	yeung	yeung		PROPN
eficienta	efficaces	eficient	efficace	ADJ;DEF;FEM;SG	ADJ;MASC;PL
eficienta	efficaces	eficient	efficace	ADJ;DEF;FEM;SG	ADJ;MASC;PL
eficienta	efficacité	eficient	efficacité	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	efficience	eficient	efficience	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	rendement	eficient	rendement	ADJ;DEF;FEM;SG	N;MASC;SG
eficienta	efficacité	eficient	efficacité	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	efficience	eficient	efficience	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	rendement	eficient	rendement	ADJ;DEF;FEM;SG	N;MASC;SG
eficienta	efficaces	eficient	efficace	ADJ;DEF;FEM;SG	ADJ;MASC;PL
eficienta	efficacité	eficient	efficacité	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	efficience	eficient	efficience	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	rendement	eficient	rendement	ADJ;DEF;FEM;SG	N;MASC;SG
proiectare	concevoir	proiectare	concevoir	N;INDF;FEM;SG	V;NFIN
marche	marche	marche	marche	N;INDF;FEM;PL	N;FEM;SG
sancho	sancho	sancho	sancho	N;INDF;MASC;SG	PROPN
violenta	violences	violentă	violence	N;DEF;FEM;SG	N;FEM;PL
violenta	violentes	violentă	violent	N;DEF;FEM;SG	ADJ;FEM;PL
violenta	violent	violentă	violent	N;DEF;FEM;SG	ADJ;MASC;SG
violenta	violents	violentă	violent	N;DEF;FEM;SG	ADJ;MASC;PL
violenta	violente	violentă	violent	N;DEF;FEM;SG	ADJ;FEM;SG
violenta	violences	violentă	violence	N;DEF;FEM;SG	N;FEM;PL
violenta	violences	violentă	violence	N;DEF;FEM;SG	N;FEM;PL
eleanor	eleanor	eleanor	eleanor	PROPN	PROPN
oferta	offrir	ofertă	offrir	N;DEF;FEM;SG	V;NFIN
oferta	offrir	ofertă	offrir	N;DEF;FEM;SG	V;NFIN
favorabile	favorable	favorabil	favorable	ADJ;INDF;FEM;PL	ADJ;MASC;SG
favorabile	propice	favorabil	propice	ADJ;INDF;FEM;PL	ADJ;MASC;SG
favorabile	favorable	favorabil	favorable	ADJ;INDF;FEM;PL	ADJ;MASC;SG
castro	castro	castro	castro	PROPN	PROPN
geologice	géologique	geologic	géologique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
geologice	géologique	geologic	géologique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
franc	franc	franc	franc	N;INDF;MASC;SG	ADJ;MASC;SG
franc	francs	franc	franc	N;INDF;MASC;SG	N;MASC;PL
flavius	flavius	flaviu	flavius	PROPN	PROPN
koch	koch	koch	koch	PROPN	PROPN
israeliene	israélien	israelian	israélien	ADJ;INDF;FEM;PL	ADJ;MASC;SG
israeliene	israélienne	israelian	israélien	ADJ;INDF;FEM;PL	ADJ;FEM;SG
furtuna	storm	furtună	storm	N;DEF;FEM;SG	
furtuna	storm	furtună	storm	N;DEF;FEM;SG	
ken	ken	ken	ken	PROPN	PROPN
remarcabil	remarquables	remarcabil	remarquable	ADJ;INDF;MASC;SG	ADJ;MASC;PL
remarcabil	remarquables	remarcabil	remarquable	ADJ;INDF;MASC;SG	ADJ;MASC;PL
subdivizate	subdivisé	subdiviza	subdiviser	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
subdivizate	subdivisés	subdiviza	subdiviser	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
biologice	biologique	biologic	biologique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
stiut	saviez	sti	savoir	ADJ;INDF;MASC;SG	V;IMP;PL;2;PRS;FIN
stiut	savait	sti	savoir	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
stiut	savais	sti	savoir	ADJ;INDF;MASC;SG	V;IND;SG;1;IPFV;FIN
stiut	savaient	sti	savoir	ADJ;INDF;MASC;SG	V;IND;PL;3;IPFV;FIN
regulate	ordinaire	regulat	ordinaire	ADJ;INDF;FEM;PL	ADJ;MASC;SG
regulate	régulière	regulat	régulier	ADJ;INDF;FEM;PL	ADJ;FEM;SG
regulate	régulier	regulat	régulier	ADJ;INDF;FEM;PL	ADJ;MASC;SG
lusignan	lusignan	lusignan	lusignan	N;INDF;MASC;SG	PROPN
rwanda	rwanda	rwanda	rwander	PROPN	N;MASC;SG
ciudat	étrange	ciudat	étrange	ADV	ADJ;MASC;SG
ciudat	bizarre	ciudat	bizarre	ADV	ADJ;MASC;SG
ciudat	strange	ciudat	strange	ADV	PROPN
ciudat	etrange	ciudat	etrange	ADV	ADJ;MASC;SG
ciudat	étrange	ciudat	étrange	ADV	ADJ;MASC;SG
ciudat	bizarre	ciudat	bizarre	ADV	ADJ;MASC;SG
ciudat	etrange	ciudat	etrange	ADV	ADJ;MASC;SG
ciudat	etrange	ciudat	etrange	ADV	ADJ;MASC;SG
ciudat	impair	ciudat	impair	ADV	N;MASC;SG
ciudat	étrange	ciudat	étrange	ADV	ADJ;MASC;SG
ciudat	bizarre	ciudat	bizarre	ADV	ADJ;MASC;SG
ciudat	odd	ciudat	odd	ADV	PROPN
productions	productions	productions	production	N;INDF;MASC;SG	N;FEM;PL
mal	mal	mal	mal	N;INDF;MASC;SG	ADV
adapost	abris	adapost	abri	N;INDF;MASC;SG	N;MASC;PL
adapost	abris	adapost	abri	N;INDF;MASC;SG	N;MASC;PL
tower	tour	tower	tour	PROPN	N;MASC;SG
tower	tower	tower	tower	PROPN	PROPN
prada	proies	pradă	proie	N;DEF;FEM;SG	N;FEM;PL
prada	piller	pradă	piller	N;DEF;FEM;SG	V;NFIN
prada	proies	pradă	proie	N;DEF;FEM;SG	N;FEM;PL
prada	prada	pradă	prader	N;DEF;FEM;SG	PROPN
feb	fév	feb	fév		N;MASC;SG
feb	février	feb	février		N;MASC;SG
artista	artistes	artista	artiste	N;DEF;FEM;SG	N;MASC;PL
artista	artistes	artista	artiste	N;DEF;FEM;SG	N;MASC;PL
marci	marci	marcă	marci	N;INDF;FEM;PL	PROPN
ozn	ovnis	ozn	ovnis	N;INDF;MASC;SG	N;MASC;PL
exceptii	exception	except	exception	N;INDF;FEM;PL	N;FEM;SG
valabil	valables	valabil	valable	ADJ;INDF;MASC;SG	ADJ;MASC;PL
valabil	valides	valabil	valide	ADJ;INDF;MASC;SG	ADJ;MASC;PL
monroe	monroe	monroe	monroe	PROPN	PROPN
colubridae	colubrid	colubridae	colubrid	N;DEF;FEM;SG	PROPN
facultate	universitaire	facultate	universitaire	N;INDF;FEM;SG	ADJ;MASC;SG
facultate	professeurs	facultate	professeur	N;INDF;FEM;SG	N;MASC;PL
neptun	neptune	neptun	neptune	PROPN	N;MASC;SG
apache	apaches	apache	apache	N;INDF;MASC;SG	N;MASC;PL
rezistat	résisté	rezista	résister	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rome	rome	romă	rome	N;INDF;MASC;SG	PROPN
manuscrise	manuscrits	manuscris	manuscrit	N;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
teologice	théologique	teologic	théologique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
radacini	racine	radacin	racine	N;INDF;FEM;PL	N;FEM;SG
radacini	racine	radacin	racine	N;INDF;FEM;PL	N;FEM;SG
negocieri	négociation	negociere	négociation	N;INDF;FEM;PL	N;FEM;SG
raf	raf	raf	raf	PROPN	N;MASC;SG
saraci	pauvre	sarac	pauvre		ADJ;MASC;SG
saraci	médiocre	sarac	médiocre		ADJ;MASC;SG
saraci	pauvres	sarac	pauvre		ADJ;MASC;PL
randy	randy	randy	randy	PROPN	PROPN
bibliografice	bibliographique	bibliografic	bibliographique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
provocate	provoqués	provocat	provoquer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
provocate	provoqué	provocat	provoquer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
provocate	provoquée	provocat	provoquer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
provocate	provoquées	provocat	provoquer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
colorate	coloré	colorat	coloré	N;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
colorate	colorée	colorat	colorer	N;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
colorate	coloré	colorat	coloré	N;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
colorate	colorée	colorat	colorer	N;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
colorate	colorés	colorat	coloré	N;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
far	phare	far	phare	N;INDF;MASC;SG	ADJ;MASC;SG
seven	sept	seven	sept	N;INDF;MASC;SG	NUM
luftwaffe	luftwaffe	luftwaffă	luftwaffe	PROPN	N;FEM;SG
dorita	désirée	dorita	désirer		V;FEM;SG;PST;V.PTCP
dorita	désiré	dorita	désirer		V;MASC;SG;PST;V.PTCP
dorita	souhaités	dorita	souhaiter		V;MASC;PL;PST;V.PTCP
dorita	souhaitée	dorita	souhaiter		V;FEM;SG;PST;V.PTCP
dorita	souhaité	dorita	souhaiter		V;MASC;SG;PST;V.PTCP
dorita	recherchés	dorita	rechercher		V;MASC;PL;PST;V.PTCP
dorita	recherché	dorita	rechercher		V;MASC;SG;PST;V.PTCP
dorita	recherchée	dorita	rechercher		V;FEM;SG;PST;V.PTCP
dorita	voulu	dorita	vouloir		V;MASC;SG;PST;V.PTCP
dorita	voulait	dorita	vouloir		V;IND;SG;3;IPFV;FIN
dorita	désirée	dorita	désirer		V;FEM;SG;PST;V.PTCP
dorita	désiré	dorita	désirer		V;MASC;SG;PST;V.PTCP
dorita	souhaités	dorita	souhaiter		V;MASC;PL;PST;V.PTCP
dorita	souhaitée	dorita	souhaiter		V;FEM;SG;PST;V.PTCP
dorita	souhaité	dorita	souhaiter		V;MASC;SG;PST;V.PTCP
pasarea	oiseaux	pasare	oiseau	N;DEF;FEM;SG	N;MASC;PL
pasarea	bird	pasare	bird	N;DEF;FEM;SG	PROPN
tei	linden	tei	linden		PROPN
tei	lime	tei	lime		N;FEM;SG
tei	chaux	tei	chaux		N;FEM;SG
tei	citron	tei	citron		N;MASC;SG
vaduva	veuves	vaduva	veuve	N;DEF;FEM;SG	N;FEM;PL
vaduva	veuf	vaduva	voufr	N;DEF;FEM;SG	ADJ;MASC;SG
vaduva	veuves	vaduva	veuve	N;DEF;FEM;SG	N;FEM;PL
vaduva	veuf	vaduva	voufr	N;DEF;FEM;SG	ADJ;MASC;SG
vaduva	veufs	vaduva	voufre	N;DEF;FEM;SG	N;MASC;PL
vaduva	veuves	vaduva	veuve	N;DEF;FEM;SG	N;FEM;PL
vaduva	veuf	vaduva	voufr	N;DEF;FEM;SG	ADJ;MASC;SG
vaduva	veuves	vaduva	veuve	N;DEF;FEM;SG	N;FEM;PL
vaduva	veuf	vaduva	voufr	N;DEF;FEM;SG	ADJ;MASC;SG
garcia	garcia	garcia	garcia	PROPN	PROPN
ark	ark	ark	ark	N;INDF;MASC;SG	PROPN
musical	musicale	musical	musical	N;INDF;MASC;SG	ADJ;FEM;SG
musical	musical	musical	musical	N;INDF;MASC;SG	ADJ;MASC;SG
gyula	gyula	gyula	gyula	PROPN	PROPN
fericit	heureuses	fericit	heureux	ADJ;INDF;MASC;SG	ADJ;FEM;PL
olimpia	olimpia	olimpie	olimpier	N;DEF;FEM;SG	PROPN
insotita	accompagné	insotita	accompagner	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
insotita	accompagnée	insotita	accompagner	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
insotita	accompagnées	insotita	accompagner	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
insotita	accompagnés	insotita	accompagner	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
patriei	patrie	patrie	patrie	PROPN;DEF;FEM;SG	N;FEM;SG
procent	pourcentages	procent	pourcentage	N;INDF;MASC;SG	N;MASC;PL
unguri	hongrois	ungur	hongrois	N;INDF;MASC;PL	ADJ;MASC;SG
armat	armés	armat	armer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
armat	armées	armat	armer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
armat	armé	armat	armer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
armat	renforcé	armat	renforcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
armat	renforcés	armat	renforcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
armat	renforcée	armat	renforcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
armat	renforcées	armat	renforcer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
sodiu	sodique	sodiu	sodique	N;INDF;MASC;SG	ADJ;MASC;SG
prenume	nom	prenume	nom		N;MASC;SG
prenume	patronyme	prenume	patronyme		N;MASC;SG
tentativa	essayé	tentativa	essayer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
tentativa	tentatives	tentativa	tentative	N;DEF;FEM;SG	N;FEM;PL
tentativa	tentée	tentativa	tenter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
tentativa	tenté	tentativa	tenter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
tentativa	hésitante	tentativa	hésitant	N;DEF;FEM;SG	ADJ;FEM;SG
tentativa	essayé	tentativa	essayer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
tentativa	tentatives	tentativa	tentative	N;DEF;FEM;SG	N;FEM;PL
tentativa	tentée	tentativa	tenter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
tentativa	tenté	tentativa	tenter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
prinde	captures	prinde	capture	V;IND;SG;3;PRS;FIN	N;FEM;PL
valdemar	valdemar	valdemar	valdemar	PROPN	N;MASC;SG
lut	argileux	lut	argileux	N;INDF;MASC;SG	ADJ;MASC;SG
lut	clay	lut	clay	N;INDF;MASC;SG	PROPN
istria	istrie	istrie	istrie	PROPN	N;FEM;SG
judecat	jugée	judeca	juger	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
judecat	jugés	judeca	juger	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
judecat	jugé	judeca	juger	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dieter	dieter	dieter	dieter	PROPN	PROPN
raspandire	répandre	raspandire	répandre	N;INDF;FEM;SG	V;NFIN
raspandire	répandre	raspandire	répandre	N;INDF;FEM;SG	V;NFIN
patricia	patricia	patricie	patricier	N;DEF;FEM;SG	PROPN
liberty	liberty	liberty	liberty	N;INDF;MASC;SG	PROPN
cetatenia	nationalités	cetatenie	nationalité	N;DEF;FEM;SG	N;FEM;PL
nice	sympa	nice	sympa		ADJ;MASC;SG
nice	gentil	nice	gentil		ADJ;MASC;SG
nice	joli	nice	joli		ADJ;MASC;SG
nice	jolie	nice	joli		ADJ;FEM;SG
nice	nice	nice	nice		PROPN
beatrice	beatrice	beatric	beatrice	N;INDF;FEM;PL	N;FEM;SG
beatrice	béatrice	beatric	béatrice	N;INDF;FEM;PL	N;FEM;SG
atasat	attachée	atasa	attacher	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
atasat	attaché	atasa	attacher	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
atasat	attachées	atasa	attacher	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
atasat	attachés	atasa	attacher	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
atasat	attachée	atasa	attacher	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
atasat	attaché	atasa	attacher	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
atasat	attachées	atasa	attacher	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
atasat	attachés	atasa	attacher	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
bolivia	bolivie	bolivie	bolivie	PROPN	PROPN
ciuperci	champignon	ciupercă	champignon	N;INDF;FEM;PL	N;MASC;SG
ciuperci	champignon	ciupercă	champignon	N;INDF;FEM;PL	N;MASC;SG
ciuperci	champignon	ciupercă	champignon	N;INDF;FEM;PL	N;MASC;SG
maryland	maryland	maryland	maryland	N;INDF;MASC;SG	PROPN
colaboreaza	collaborent	colaborează	collaborer	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
colaboreaza	collabore	colaborează	collaborer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
goga	goga	gogă	goga	PROPN	PROPN
performante	performance	performant	performance	N;INDF;FEM;PL	N;FEM;SG
performante	rendement	performant	rendement	N;INDF;FEM;PL	N;MASC;SG
pakistan	pakistan	pakistan	pakistan	PROPN	N;MASC;SG
optica	optique	optic	optique	N;DEF;FEM;SG	ADJ;MASC;SG
optica	optiques	optic	optique	N;DEF;FEM;SG	ADJ;MASC;PL
optica	optique	optic	optique	N;DEF;FEM;SG	ADJ;MASC;SG
optica	optiques	optic	optique	N;DEF;FEM;SG	ADJ;MASC;PL
optica	optique	optic	optique	N;DEF;FEM;SG	ADJ;MASC;SG
optica	optiques	optic	optique	N;DEF;FEM;SG	ADJ;MASC;PL
profesoara	enseignante	profesoară	enseignant	N;DEF;FEM;SG	ADJ;FEM;SG
nad	nad	nade	nad	PROPN	PROPN
éditions	éditions	éditions	édition	PROPN	N;FEM;PL
anolis	anolis	anolis	anolis	PROPN	PROPN
solide	massif	solid	massif	ADJ;INDF;FEM;PL	N;MASC;SG
solide	solide	solid	solide	ADJ;INDF;FEM;PL	ADJ;MASC;SG
artificiala	artificiels	artificială	artificiel	ADJ;DEF;FEM;SG	ADJ;MASC;PL
artificiala	artificielles	artificială	artificiel	ADJ;DEF;FEM;SG	ADJ;FEM;PL
artificiala	artificiels	artificială	artificiel	ADJ;DEF;FEM;SG	ADJ;MASC;PL
artificiala	artificielles	artificială	artificiel	ADJ;DEF;FEM;SG	ADJ;FEM;PL
banks	banques	banks	banque	PROPN	N;FEM;PL
generali	généraux	general	général	N;INDF;MASC;PL	ADJ;MASC;PL
adige	adige	adige	adiger	N;INDF;FEM;SG	PROPN
generic	génériques	generic	générique	ADV	ADJ;MASC;PL
generic	générique	generic	générique	ADV	ADJ;MASC;SG
amonte	amont	amonte	amont		N;MASC;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	PROPN
flacara	flammes	flacară	flamme	N;DEF;FEM;SG	N;FEM;PL
flacara	flammes	flacară	flamme	N;DEF;FEM;SG	N;FEM;PL
flacara	flammes	flacară	flamme	N;DEF;FEM;SG	N;FEM;PL
marion	marion	marion	marion	PROPN	PROPN
dinti	dentition	dinti	dentition	N;INDF;MASC;PL	N;FEM;SG
liège	liège	liège	liège	PROPN	PROPN
evidenta	évident	evident	évident	N;DEF;FEM;SG	ADJ;MASC;SG
evidenta	évidente	evident	évident	N;DEF;FEM;SG	ADJ;FEM;SG
evidenta	évident	evident	évident	N;DEF;FEM;SG	ADJ;MASC;SG
evidenta	évidente	evident	évident	N;DEF;FEM;SG	ADJ;FEM;SG
distinctia	distinguer	distinctie	distinguer	N;DEF;FEM;SG	V;NFIN
distinctia	distinctions	distinctie	distinction	N;DEF;FEM;SG	N;FEM;PL
selo	selo	selo	selo	N;INDF;MASC;SG	PROPN
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN
geniu	génies	geniu	génie	N;INDF;MASC;SG	N;MASC;PL
broadway	broadway	broadway	broadway	PROPN	PROPN
intreprinderea	entreprise	intreprindere	entreprendre	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
toledo	tolède	toledo	tolède	PROPN	N;FEM;SG
toledo	toledo	toledo	toledo	PROPN	PROPN
abdul	abdul	abdu	abdul	PROPN	PROPN
abdul	abdel	abdu	abdel	PROPN	N;MASC;SG
burgas	burgas	burgas	burgas	PROPN	N;MASC;SG
ciuc	ciuc	ciuc	ciuc	PROPN	PROPN
evanghelia	évangélique	evanghelie	évangélique	N;DEF;FEM;SG	ADJ;MASC;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	N;MASC;SG
caracteristic	caractéristique	caracteristic	caractéristique	ADV	ADJ;FEM;SG
concursuri	concours	concurs	concours	N;INDF;FEM;PL	N;MASC;SG
concursuri	concours	concurs	concours	N;INDF;FEM;PL	N;MASC;SG
dobandit	acquise	dobandi	acquise	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
dobandit	acquises	dobandi	acquérir	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
dobandit	acquis	dobandi	acquérir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
onorific	honoraire	onorific	honoraire	N;INDF;MASC;SG	ADJ;MASC;SG
onorific	honorifique	onorific	honorifique	N;INDF;MASC;SG	ADJ;MASC;SG
onorific	honorifiques	onorific	honorifique	N;INDF;MASC;SG	ADJ;MASC;PL
combinat	combiné	combina	combiner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
combinat	combinée	combina	combiner	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
combinat	combinées	combina	combiner	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
combinat	combinés	combina	combiné	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
grey	gris	grey	gris	PROPN	N;MASC;SG
grey	grise	grey	grise	PROPN	ADJ;FEM;SG
como	como	como	como	N;INDF;MASC;SG	PROPN
como	côme	como	côme	N;INDF;MASC;SG	PROPN
stand	stand	sta	stand		N;MASC;SG
stand	assise	sta	asseoir		V;FEM;SG;PST;V.PTCP
stand	assis	sta	assis		V;MASC;SG;PST;V.PTCP
sanse	chances	sansă	chance		N;FEM;PL
sanse	hasard	sansă	hasard		N;MASC;SG
sanse	chance	sansă	chance		N;FEM;SG
sanse	chances	sansă	chance		N;FEM;PL
sanse	hasard	sansă	hasard		N;MASC;SG
sanse	chance	sansă	chance		N;FEM;SG
sanse	probabilités	sansă	probabilité		N;FEM;PL
sanse	chances	sansă	chance		N;FEM;PL
sanse	cotes	sansă	cote		N;FEM;PL
ward	ward	ward	ward	PROPN	PROPN
ward	pupille	ward	pupille	PROPN	N;FEM;SG
localnicilor	locaux	localnic	local	N;DEF;MASC;PL	ADJ;MASC;PL
nevada	nevada	nevada	nevada	PROPN	PROPN
iarba	graminées	iarbă	graminée	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
iarba	weed	iarbă	weedtre	N;DEF;FEM;SG	PROPN
