den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
entsprechende	αντίστοιχο	entsprechend	αντίστοιχος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
entsprechende	αντίστοιχος	entsprechend	αντίστοιχος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
entsprechende	αντίστοιχη	entsprechend	αντίστοιχος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
weißen	άσπρο	weiß	άσπρο	ADJ	N;NOM;NEUT;SG
weißen	λευκό	weiß	λευκός	ADJ	N;NOM;NEUT;SG
weißen	λευκά	weiß	λευκός	ADJ	N;NOM;NEUT;PL
auflösung	περάτωση	auflösung	περάτωση	N;NOM;FEM;SG	N;ACC;FEM;SG
auflösung	λήξη	auflösung	λήξη	N;NOM;FEM;SG	N;ACC;FEM;SG
salzburg	σάλτσμπουργκ	salzburg	σάλτσμπουργκ	PROPN	PROPN;NOM;NEUT;SG
tritt	κλωτσιές	treten	κλωτσιά	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
tritt	κλωτσιές	treten	κλωτσιά	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
tritt	κλωτσιά	treten	κλωτσιά	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
wissenschaftlichen	επιστημονικά	wissenschaftlich	επιστημονικά	ADJ	ADV
übertragen	μεταφορά	übertragen	μεταφορά	V;V.PTCP	N;NOM;FEM;SG
übertragen	μετάθεση	übertragen	μετάθεση	V;V.PTCP	N;ACC;FEM;SG
übertragen	μεταβίβαση	übertragen	μεταβίβαση	V;V.PTCP	N;ACC;FEM;SG
übertragen	μετάδοση	übertragen	μετάδοση	V;V.PTCP	N;ACC;FEM;SG
übertragen	εκπομπή	übertragen	εκπομπή	V;V.PTCP	N;ACC;FEM;SG
fahrzeuge	κύλισης	fahrzeug	κύλιση	N;NOM;PL	N;GEN;FEM;SG
portal	πύλη	portal	πύλη		N;NOM;FEM;SG
erstellt	παραγόμενα	erstellen	παραγόμενος	V;V.PTCP	ADV
schiffe	σκάφος	schiff	σκάφος	N;NOM;NEUT;PL	N;NOM;NEUT;SG
schiffe	αγγείο	schiff	αγγείο	N;NOM;NEUT;PL	N;NOM;NEUT;SG
schiffe	πλοίο	schiff	πλοίο	N;NOM;NEUT;PL	N;NOM;NEUT;SG
schiffe	δοχείο	schiff	δοχείο	N;NOM;NEUT;PL	N;NOM;NEUT;SG
schiffe	πλοια	schiff	πλοιο	N;NOM;NEUT;PL	DET;NOM;DEF;NEUT;PL
gingen	πήγε	gehen	πηγαίνω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
pfarrer	παπάς	pfarr	παπάς	ADJ	N;NOM;MASC;SG
pfarrer	παπά	pfarr	παπά	ADJ	PROPN;NOM;MASC;SG
pfarrer	ιερέας	pfarr	ιερία	ADJ	N;NOM;MASC;SG
pfarrer	ιερέα	pfarr	ιερία	ADJ	N;ACC;MASC;SG
pfarrer	πάστορα	pfarr	πάστορα	ADJ	N;NOM;MASC;SG
schwester	sis	schwester	sis	ADJ	
schwester	αδελφή	schwester	αδελφή	ADJ	N;NOM;FEM;SG
schwester	αδερφή	schwester	αδερφή	ADJ	N;NOM;FEM;SG
schwester	νοσοκόμα	schwester	νοσοκόμα	ADJ	N;NOM;FEM;SG
schwester	νοσοκόμος	schwester	νοσοκόμος	ADJ	N;NOM;MASC;SG
augen	μάτι	augen	μάτι	N;NOM;NEUT;PL	N;NOM;NEUT;SG
augen	ματι	augen	ματι	N;NOM;NEUT;PL	N;NOM;NEUT;SG
augen	οφθαλμός	augen	οφθαλμός	N;NOM;NEUT;PL	N;NOM;MASC;SG
augen	eye	augen	eye	N;NOM;NEUT;PL	
min	λεπτά	min	λεπτό		ADV
min	μιν	min	μιν		
min	min	min	min		
theologe	θεολόγος	theolog	θεολόγος	ADJ	N;NOM;MASC;SG
wirkung	επίπτωση	wirkung	επίπτωση	N;NOM;FEM;SG	N;ACC;FEM;SG
wirkung	επιπτώσεις	wirkung	επίπτωση	N;NOM;FEM;SG	N;NOM;FEM;PL
wirkung	εφέ	wirkung	εφέ	N;NOM;FEM;SG	
wirkung	αποτέλεσμα	wirkung	αποτέλεσμα	N;NOM;FEM;SG	N;ACC;NEUT;SG
wirkung	επίδραση	wirkung	επίδραση	N;NOM;FEM;SG	N;ACC;FEM;SG
wirkung	επιπτώσεις	wirkung	επίπτωση	N;NOM;FEM;SG	N;NOM;FEM;PL
wirkung	επιδράσεις	wirkung	επίδραση	N;NOM;FEM;SG	N;NOM;FEM;PL
wirkung	εφέ	wirkung	εφέ	N;NOM;FEM;SG	
notwendig	χρειαζόταν	notwendig	χρειάζομαι	ADJ	V;IPFV;IND;SG;3;PST;FIN;PASS
notwendig	απαιτούμενη	notwendig	απαιτούμενος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
notwendig	απαιτούμενα	notwendig	απαιτούμενος	ADJ	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
notwendig	απαιτούμενος	notwendig	απαιτούμενος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
notwendig	απαιτείται	notwendig	απαιτώ	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
notwendig	απαιτούμενο	notwendig	απαιτούμενος	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
gleiche	ίσης	gleich	ίσος	ADJ;NOM;FEM;PL	ADJ;GEN;FEM;SG
gleiche	ίσο	gleich	ίσο	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
gleiche	ίση	gleich	ίσος	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
gleiche	ισότητα	gleich	ισότητα	ADJ;NOM;FEM;PL	N;ACC;FEM;SG
gleiche	ιδια	gleich	ιδιος	ADJ;NOM;FEM;PL	ADV
gleiche	ίδια	gleich	ίδιος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
gleiche	ίδιο	gleich	ίδιος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
simon	σιμόν	simon	σιμόν	PROPN;NOM;MASC;SG	
simon	σάιμον	simon	σάιμον	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
don	ντον	don	ντον	PROPN;NOM;MASC;SG	
don	don	don	don	PROPN;NOM;MASC;SG	
don	ντόν	don	ντόν	PROPN;NOM;MASC;SG	N
don	δον	don	δον	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
präsidenten	πρόεδροι	präsident	πρόεδρος	ADJ;PL	N;NOM;MASC;PL
präsidenten	προέδρων	präsident	πρόεδρος	ADJ;PL	N;GEN;MASC;PL
präsidenten	προέδρους	präsident	πρόεδρος	ADJ;PL	N;NOM;MASC;PL
präsidenten	πρόεδρος	präsident	πρόεδρος	ADJ;PL	N;ACC;MASC;SG
präsidenten	πρόεδρε	präsident	πρόεδρος	ADJ;PL	N;VOC;MASC;SG
präsidenten	πρόεδρο	präsident	πρόεδρος	ADJ;PL	N;ACC;MASC;SG
antrag	κίνηση	antragen	κίνηση	ADJ	N;ACC;FEM;SG
antrag	παράπονο	antragen	παράπονο	ADJ	N;NOM;NEUT;SG
antrag	καταγγελία	antragen	καταγγελία	ADJ	N;NOM;FEM;SG
antrag	παράκληση	antragen	παράκληση	ADJ	N;ACC;FEM;SG
antrag	αίτηση	antragen	αίτηση	ADJ	N;NOM;FEM;SG
antrag	αίτημα	antragen	αίτημα	ADJ	N;NOM;NEUT;SG
julius	τζούλιους	julius	τζούλιος	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nominiert	υποψηφιότητα	nominieren	υποψηφιότητα	V;V.PTCP	N;ACC;FEM;SG
nominiert	διορισμός	nominieren	διορισμός	V;V.PTCP	N;NOM;MASC;SG
anwendung	app	anwendung	app	N;NOM;FEM;SG	
lieber	αγαπητέ	lieb	αγαπητός		V;IPFV;IND;SG;1;PRS;FIN;ACT
lieber	αγαπητή	lieb	αγαπητός		ADJ;NOM;FEM;SG
lieber	προτιμάτε	lieb	προτιμώ		V;IPFV;IND;PL;2;PRS;FIN;ACT
lieber	προτιμούν	lieb	προτιμώ		V;IPFV;IND;PL;3;PRS;FIN;ACT
lake	λίμνη	laken	λίμνη	PROPN;SG	N;NOM;FEM;SG
formel	formula	formel	formula		
formel	τύπος	formel	τύπος		N;NOM;MASC;SG
formel	φόρμουλα	formel	φόρμουλος		N;NOM;MASC;SG
santa	σάντα	santa	σάντα	PROPN;NOM;SG	
label	ετικέτα	label	ετικέτα		N;NOM;FEM;SG
red	κόκκινη	red	κόκκινος	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
red	κόκκινα	red	κόκκινος	PROPN;NOM;MASC;SG	ADJ;NOM;NEUT;PL
red	κόκκινος	red	κόκκινος	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
red	κόκκινο	red	κόκκινος	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
red	κοκκινο	red	κοκκινός	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
älteste	γηραιοί	alt	γηραιός	ADJ;NOM;FEM;PL	N
älteste	παλαιότερη	alt	παλιός	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
älteste	παλαιότερο	alt	παλιά	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
älteste	πρεσβύτερος	alt	πρεσβύς	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
älteste	γέροντας	alt	γέρω	ADJ;NOM;FEM;PL	V;IPFV;V.CVB;ACT
älteste	γέροντα	alt	γέρω	ADJ;NOM;FEM;PL	N;VOC;MASC;SG
geburtstag	γενέθλια	geburtstag	γενέθλιο	ADJ	N;NOM;NEUT;PL
geburtstag	γενέθλια	geburtstag	γενέθλιο	ADJ	N;NOM;NEUT;PL
nationale	εθνικός	national	εθνικός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nationale	εθνικό	national	εθνικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
nationale	εθνικη	national	εθνικη	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
nationale	εθνική	national	εθνικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
nationale	nationale	national	nationale	ADJ;NOM;FEM;PL	
niederlage	ήττα	niederlage	ήττα	N;NOM;FEM;SG	N;ACC;FEM;SG
chicago	σικάγο	chicago	σικάγος	PROPN;NOM;SG	
chicago	chicago	chicago	chicago	PROPN;NOM;SG	
institute	ινστιτούτο	institut	ινστιτούτο		N;NOM;NEUT;SG
institute	institute	institut	institute		
institute	ινστιτούτα	institut	ινστιτούτα		N;NOM;NEUT;PL
sankt	san	sanken	san		
formen	σχήματα	formen	σχήμα	V;NFIN	N;NOM;NEUT;PL
formen	σχημάτων	formen	σχήμα	V;NFIN	N;GEN;NEUT;PL
formen	μορφές	formen	μορφή	V;NFIN	N;NOM;FEM;PL
formen	φόρμες	formen	φόρμος	V;NFIN	N;NOM;FEM;PL
formen	έντυπα	formen	έντυπο	V;NFIN	N;NOM;NEUT;PL
formen	καλούπια	formen	καλούπιο	V;NFIN	N;NOM;NEUT;PL
formen	μήτρες	formen	μήτρα	V;NFIN	N;NOM;FEM;PL
formen	μούχλα	formen	μούχλα	V;NFIN	N;NOM;FEM;SG
formen	καλούπι	formen	καλώ	V;NFIN	N;NOM;NEUT;SG
formen	καλούπια	formen	καλούπιο	V;NFIN	N;NOM;NEUT;PL
orgel	όργανο	orgel	όργανο		N;NOM;NEUT;SG
video	video	video	video	N;NOM;NEUT;SG	
versehen	επίβλεψη	versehen	επίβλεψη	V;V.PTCP	N;ACC;FEM;SG
versehen	εποπτεία	versehen	εποπτεία	V;V.PTCP	N;NOM;FEM;SG
wolf	λύκος	wolf	λύκος	;SG	N;NOM;MASC;SG
wolf	γουλφ	wolf	γουλφ	;SG	
wolf	wolf	wolf	wolf	;SG	
elf	eleven	elf	eleven	NUM	
elf	ένδεκα	elf	ένδεκα	NUM	ADV
elf	ξωτικό	elf	ξωτικός	NUM	ADJ;NOM;NEUT;SG
aufgelöst	διαλυμένο	auflösen	διαλύω	V;V.PTCP	N;NOM;NEUT;SG
unterschiedliche	διαφορετικός	unterschiedlich	διαφορετικός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
unterschiedliche	διαφορετικά	unterschiedlich	διαφορετικά	ADJ;NOM;FEM;PL	ADV
unterschiedliche	διαφορετική	unterschiedlich	διαφορετικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
unterschiedliche	διαφορετικό	unterschiedlich	διαφορετικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
öffentlichkeit	δημοσιότητα	öffentlichkeit	δημοσιότητα	ADJ	N;ACC;FEM;SG
spanischen	ισπανοί	spanisch	ισπανός	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;PL
spanischen	ισπανός	spanisch	ισπανός	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
spanischen	ισπανικά	spanisch	ισπανικά	ADJ;NOM;MASC;PL	ADV
spanischen	ισπανική	spanisch	ισπανικός	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
mädchen	κοπέλα	mädchen	κοπέλα	N;NOM;FEM;PL	N;NOM;FEM;SG
mädchen	κορίτσι	mädchen	κορίτσι	N;NOM;FEM;PL	N;NOM;NEUT;SG
glaube	πίστη	glauben	πίστα		N;NOM;FEM;SG
glaube	φέιθ	glauben	φέιθ		N
glaube	πιστέψτε	glauben	πιστέψτε		V;PFV;IND;PL;2;PST;FIN;ACT
glaube	πίστεψε	glauben	πιστεύω		V;PFV;IND;SG;3;PST;FIN;ACT
glaube	πεποίθηση	glauben	πεποίθηση		N;ACC;FEM;SG
rote	κόκκινη	rot	κόκκινος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
rote	κόκκινος	rot	κόκκινος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
rote	κόκκινο	rot	κόκκινος	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
rote	κοκκινο	rot	κοκκινός	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
suchen	αναζητήσεις	suchen	αναζήτηση	V;NFIN	N;NOM;FEM;PL
suchen	αναζήτηση	suchen	αναζήτηση	V;NFIN	N;NOM;FEM;SG
wissenschaften	επιστήμες	wissenschaft	επιστήμα	ADJ	N;NOM;FEM;PL
wissenschaften	επιστήμη	wissenschaft	επιστήμα	ADJ	N;NOM;FEM;SG
wissenschaften	επιστήμες	wissenschaft	επιστήμα	ADJ	N;NOM;FEM;PL
einzigen	single	einzig	single	ADJ;NOM;PL	
einzigen	ενιαία	einzig	ενιαίος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
einzigen	μόνον	einzig	μόνο	ADJ;NOM;PL	ADV
einzigen	μόνο	einzig	μόνο	ADJ;NOM;PL	ADV
einzigen	μονο	einzig	μονο	ADJ;NOM;PL	ADV
architekten	αρχιτέκτονας	architekt	αρχιτέκτονας	ADJ	N;NOM;MASC;SG
architekten	αρχιτέκτονα	architekt	αρχιτέκτονας	ADJ	N;ACC;MASC;SG
architekten	αρχιτέκτονες	architekt	αρχιτέκτονας	ADJ	N;NOM;MASC;PL
foto	φώτο	foto	φώτος		N;ACC;FEM;SG
foto	photo	foto	photo		
foto	φωτογραφία	foto	φωτογραφία		N;ACC;FEM;SG
foto	φωτό	foto	φωτός		N;ACC;FEM;SG
foto	φωτογραφια	foto	φωτογραφια		N;NOM;FEM;SG
foto	φωτογραφία	foto	φωτογραφία		N;ACC;FEM;SG
ergänzt	συμπληρώματα	ergänzen	συμπλήρωμα	V;V.PTCP	N;NOM;NEUT;PL
einzel	singles	einzel	singles		
einzel	μονά	einzel	μονά		
einzel	single	einzel	single		
einzel	ενιαία	einzel	ενιαίος		ADJ;NOM;FEM;SG
einzel	ατομική	einzel	ατομικός		ADJ;NOM;FEM;SG
einzel	ατομικό	einzel	ατομικός		ADJ;NOM;NEUT;SG
einzel	μεμονωμένα	einzel	μεμονωμένος		ADV
einzel	ατομικά	einzel	ατομικά		ADV
einzel	επιμέρους	einzel	επιμέρος		N;NOM;FEM;PL
eduard	έντουαρντ	eduard	έντουαρντ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
eduard	edward	eduard	edward	PROPN;NOM;MASC;SG	
eduard	εντουαρντ	eduard	εντουαρντ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
eduard	εντουάρ	eduard	εντουάρ	PROPN;NOM;MASC;SG	
evangelischen	ευαγγελική	evangelisch	ευαγγελικός	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
evangelischen	προτεστάντης	evangelisch	προτεστάντης	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
evangelischen	προτεστάντες	evangelisch	προτεστάν	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
herausgeber	εκδότη	herausgeber	εκδότης	ADJ	N;VOC;MASC;SG
herausgeber	εκδότης	herausgeber	εκδότης	ADJ	N;NOM;MASC;SG
herausgeber	εκδότες	herausgeber	εκδότης	ADJ	N;NOM;MASC;PL
herausgeber	συντάκτες	herausgeber	συντάκτης	ADJ	N;NOM;MASC;PL
herausgeber	συντάκτης	herausgeber	συντάκτης	ADJ	N;NOM;MASC;SG
herausgeber	εκδότη	herausgeber	εκδότης	ADJ	N;VOC;MASC;SG
herausgeber	επεξεργαστής	herausgeber	επεξεργαστής	ADJ	N;NOM;MASC;SG
herausgeber	εκδότης	herausgeber	εκδότης	ADJ	N;NOM;MASC;SG
herausgeber	εκδότες	herausgeber	εκδότης	ADJ	N;NOM;MASC;PL
herausgeber	εκδοτών	herausgeber	εκδότης	ADJ	N;GEN;MASC;PL
einheit	ομάδα	einheit	ομάδα	N;NOM;FEM;SG	N;ACC;FEM;SG
nordosten	βορειοανατολική	nordosten	βορειοανατολικός	V;FIN	ADJ;NOM;FEM;SG
nordosten	βορειοανατολικά	nordosten	βορειοανατολικά	V;FIN	ADV
nordosten	βορειοανατολική	nordosten	βορειοανατολικός	V;FIN	ADJ;NOM;FEM;SG
nordosten	βορρά	nordosten	βορράς	V;FIN	N;ACC;MASC;SG
nordosten	βορεια	nordosten	βορεια	V;FIN	N;NOM;FEM;SG
nordosten	βόρεια	nordosten	βόρεια	V;FIN	ADV
nordosten	βορράς	nordosten	βορράς	V;FIN	N;NOM;MASC;SG
ritter	νάιτ	ritter	νάιτ	PROPN;NOM;SG	
ritter	ιππότης	ritter	ιππότης	PROPN;NOM;SG	N;NOM;MASC;SG
ritter	ιππότη	ritter	ιππότης	PROPN;NOM;SG	N;NOM;MASC;SG
ritter	ρίτερ	ritter	ρίτερ	PROPN;NOM;SG	N
ritter	ιππότες	ritter	ιππότης	PROPN;NOM;SG	N;NOM;MASC;PL
hersteller	παραγωγών	hersteller	παραγωγός	ADJ	N;GEN;MASC;PL
hersteller	παραγωγοί	hersteller	παραγωγός	ADJ	N;NOM;MASC;PL
hersteller	κατασκευαστής	hersteller	κατασκευαστής	ADJ	N;NOM;MASC;SG
hersteller	κατασκευαστή	hersteller	κατασκευαστής	ADJ	N;ACC;MASC;SG
hersteller	παραγωγός	hersteller	παραγωγός	ADJ	N;NOM;MASC;SG
hersteller	κατασκευάζει	hersteller	κατασκευάζω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
hersteller	παραγωγός	hersteller	παραγωγός	ADJ	N;NOM;MASC;SG
hersteller	κατασκευαστές	hersteller	κατασκευαστής	ADJ	N;NOM;MASC;PL
lief	έτρεξα	laufen	χτρεύδα	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
rückkehr	επιστροφή	rückkehr	επιστροφή		N;ACC;FEM;SG
rückkehr	επιστρέφοντας	rückkehr	επιστρέφω		V;IPFV;V.CVB;ACT
darmstadt	darmstadt	darmstadt	darmstadt	PROPN;NOM;NEUT;SG	
bringt	φέρτε	bringen	φέρω	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;PRS;FIN;ACT
lebens	life	lebens	life	N;NOM;PL	
lebens	ζωή	lebens	ζωή	N;NOM;PL	N;ACC;FEM;SG
lebens	ζωη	lebens	ζωη	N;NOM;PL	N;ACC;FEM;SG
stellung	στίγμα	Stellung	στίγμα		N;NOM;NEUT;SG
stellung	θεση	Stellung	θεση		N;ACC;FEM;SG
stellung	θέση	Stellung	θέση		N;ACC;FEM;SG
angeles	άντζελες	angeles	άντζελος	PROPN;NOM;NEUT;SG	PROPN;NOM;FEM;PL
zeitraum	διάρκεια	zeitraum	διάρκεια	ADV	N;ACC;FEM;SG
zeitraum	διαρκεια	zeitraum	διαρκεια	ADV	N;ACC;FEM;SG
zeitraum	χρόνος	zeitraum	χρόνος	ADV	N;NOM;MASC;SG
zeitraum	χρονος	zeitraum	χρονος	ADV	DET;NOM;DEF;MASC;SG
zeitraum	ώρα	zeitraum	ώρα	ADV	N;ACC;FEM;SG
zeitraum	φορά	zeitraum	φορά	ADV	N;ACC;FEM;SG
zeitraum	ωρα	zeitraum	ωρα	ADV	N;ACC;FEM;SG
zeitraum	χρόνο	zeitraum	χρόνος	ADV	N;ACC;MASC;SG
zeitraum	διάστημα	zeitraum	διάστημα	ADV	N;NOM;NEUT;SG
zeitraum	περίοδος	zeitraum	περίοδος	ADV	N;NOM;FEM;SG
zeitraum	περίοδο	zeitraum	περίοδος	ADV	N;ACC;FEM;SG
tom	τόμ	tom	τόμ	PROPN;NOM;MASC;SG	N
tom	τομ	tom	τομ	PROPN;NOM;MASC;SG	
tom	tom	tom	tom	PROPN;NOM;MASC;SG	
menge	όγκο	mengen	όγκος	N;NOM;FEM;SG	N;ACC;MASC;SG
menge	πλήθη	mengen	πλήθη	N;NOM;FEM;SG	N;NOM;NEUT;PL
menge	ποσότητες	mengen	ποσότητα	N;NOM;FEM;SG	N;NOM;FEM;PL
zentimeter	εκατοστά	zentimeter	εκατοστά	ADV	N;NOM;NEUT;PL
zentimeter	ίντσες	zentimeter	ίντσος	ADV	N;NOM;FEM;SG
zentimeter	ίντσα	zentimeter	ίντσα	ADV	N;NOM;FEM;SG
zentimeter	εκατοστά	zentimeter	εκατοστά	ADV	N;NOM;NEUT;PL
zentimeter	εκατοστό	zentimeter	εκατοστό	ADV	N;NOM;NEUT;SG
zentimeter	εκατοστό	zentimeter	εκατοστό	ADV	N;NOM;NEUT;SG
versuchte	απόπειρα	versuchen	απόπειρα	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
hotel	hotel	Hotel	hotel	N;NOM;NEUT;SG	
tübingen	tübingen	tübingen	tübingen	PROPN;NOM;SG	
breit	πλατύ	breit	πλατύ	ADJ	ADV
breit	ευρύ	breit	ευρύς	ADJ	N;NOM;NEUT;SG
breit	πλάτος	breit	πλάτος	ADJ	N;ACC;NEUT;SG
breit	ευρέως	breit	ευρέως	ADJ	ADV
energie	ενέργειας	energie	ενέργεια		N;GEN;FEM;SG
energie	ενέργεια	energie	ενέργεια		N;NOM;FEM;SG
energie	energie	energie	energie		
energie	power	energie	power		
energie	εξουσία	energie	εξουσία		N;NOM;FEM;SG
energie	δύναμη	energie	δύναμη		N;ACC;FEM;SG
energie	ισχύς	energie	ισχύς		N;NOM;FEM;SG
wesentlichen	ουσιώδες	wesentlich	ουσιώδης	ADJ	ADV
bürger	πολίτες	bürger	πολίτης		N;NOM;MASC;PL
bürger	πολίτη	bürger	πολίτης		N;VOC;MASC;SG
bürger	πολίτης	bürger	πολίτης		N;NOM;MASC;SG
standen	στεκόταν	stehen	στέκω	V;IND;PL;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
aktuelle	νυν	aktuell	νυν	ADJ;NOM;FEM;PL	N
aktuelle	τρέχουσα	aktuell	τρέχων	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
aktuelle	ρεύμα	aktuell	ρεύμα	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
aktuelle	τρέχον	aktuell	τρέχον	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
aktuelle	επίκαιρο	aktuell	επίκαιρος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
aktuelle	πρόσφατα	aktuell	πρόσφατα	ADJ;NOM;FEM;PL	ADV
aktuelle	πρόσφατο	aktuell	πρόσφατος	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
aktuelle	πρόσφατη	aktuell	πρόσφατος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
arthur	arthur	arthur	arthur	PROPN;NOM;MASC;SG	
arthur	άρθουρ	arthur	άρθουρ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
life	life	life	life	PROPN	
life	ζωή	life	ζωή	PROPN	N;ACC;FEM;SG
life	ζωη	life	ζωη	PROPN	N;ACC;FEM;SG
leistungen	υπηρεσίες	leistung	υπηρεσία	V;PL	N;NOM;FEM;PL
leistungen	επιτεύγματα	leistung	επίτευγμα	V;PL	N;NOM;NEUT;PL
leistungen	κατορθώματα	leistung	κατόρθωμα	V;PL	N;NOM;NEUT;PL
leistungen	επιτεύγματα	leistung	επίτευγμα	V;PL	N;NOM;NEUT;PL
leistungen	πλεονεκτήματα	leistung	πλεονέκτημα	V;PL	N;NOM;NEUT;PL
leistungen	επιδόματα	leistung	επίδομα	V;PL	N;NOM;NEUT;PL
leistungen	παροχές	leistung	παροχή	V;PL	N;NOM;FEM;PL
leistungen	οφέλη	leistung	όφελος	V;PL	N;NOM;NEUT;PL
leistungen	παραστάσεις	leistung	παράσταση	V;PL	N;NOM;FEM;PL
frühjahr	ελατήριο	frühjahr	ελατήριο	ADV	N;NOM;NEUT;SG
frühjahr	ανοιξιάτικες	frühjahr	ανοιξιάτικος	ADV	ADJ;NOM;FEM;PL
frühjahr	άνοιξη	frühjahr	άνοιξη	ADV	N;NOM;FEM;SG
frühjahr	ανοιξη	frühjahr	ανοιξη	ADV	N;NOM;FEM;SG
holstein	holstein	holstein	holstein	PROPN;NOM;SG	
auszeichnungen	τιμά	auszeichnangen	τιμά	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
auszeichnungen	διακόσμηση	auszeichnangen	διακόσμηση	N;NOM;FEM;PL	N;NOM;FEM;SG
teilnahme	συμμετέχοντας	teilnahme	συμμετέχων	ADV	V;IPFV;V.CVB;ACT
teilnahme	συμμετοχή	teilnahme	συμμετοχή	ADV	N;NOM;FEM;SG
teilnahme	συμμετοχη	teilnahme	συμμετοχή	ADV	N;NOM;FEM;SG
besuch	επισκέπτες	besuchen	επισκέπτης	V;IND;SG;3;PST;FIN	N;NOM;MASC;PL
besuch	επισκεφθείτε	besuchen	επισκέπτομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;2;FIN;PASS
besuch	επίσκεψη	besuchen	επίσκεψη	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
besuch	επισκέπτης	besuchen	επισκέπτης	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
besuch	επισκέπτη	besuchen	επισκέπτης	V;IND;SG;3;PST;FIN	N;ACC;MASC;SG
besuch	επισκέπτης	besuchen	επισκέπτης	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
definition	ορισμός	definition	ορισμός	ADJ	N;NOM;MASC;SG
definition	ορισμοί	definition	ορισμός	ADJ	N;NOM;MASC;PL
original	πρωτότυπο	original	πρωτότυπο	ADJ	N;NOM;NEUT;SG
original	πρωτότυπα	original	πρωτότυπο	ADJ	ADV
vaters	μπαμπά	vaters	μπαμπά		
vaters	πατεράδες	vaters	πατεράδα		N;NOM;MASC;PL
