ofiarą	áldozat	ofiara	áldozat	N;INS;FEM;SG	N;NOM;SG
podkategorii	alkategória	podkategoria	alkategória	N;GEN;FEM;SG	N;NOM;SG
wagon	szekér	wagon	szekér	N;NOM;MASC;SG	
wagon	szekeret	wagon	szekeret	N;NOM;MASC;SG	N;ACC;SG
rodzeństwa	testvérek	rodzeństwo	testvér	N;NOM;NEUT;SG	N;NOM;PL
dialogu	párbeszédre	dialog	párbeszéd	N;GEN;MASC;SG	N;ON+ALL;SG
dialogu	párbeszéd	dialog	párbeszéd	N;GEN;MASC;SG	N;NOM;SG
historycznie	történelmileg	historycznie	történelmi	ADV	
christine	christine	christiny	christine	N;NOM;FEM;SG	
marynarka	kabátot	marynarka	kabát	N;NOM;FEM;SG	N;ACC;SG
stężenia	koncentrációt	stężyć	koncentráció	N;NOM;NEUT;SG	N;ACC;SG
wyjaśnienie	magyarázatot	wyjaśnić	magyarázat	N;NOM;NEUT;SG	N;ACC;SG
polo	póló	polo	póló		N;NOM;SG
polo	vízilabda	polo	vízilabda		N;NOM;SG
czynne	aktív	czynny	aktív	ADJ;NOM;NEUT;SG	
czynne	aktívak	czynny	aktív	ADJ;NOM;NEUT;SG	N;NOM;PL
odbiór	át	odbiór	át	N;NOM;MASC;SG	ADV
odbiór	átvevő	odbiór	átvevő	N;NOM;MASC;SG	ADJ;NOM;SG
odbiór	recepció	odbiór	recepció	N;NOM;MASC;SG	
odbiór	pickup	odbiór	pickup	N;NOM;MASC;SG	
represji	elnyomás	represja	elnyomás	N;GEN;FEM;SG	N;NOM;SG
wicehrabia	vikomt	wicehrabia	vikom	N;NOM;MASC;SG	
czeskie	csehország	czeski	csehország	ADJ;NOM;NEUT;SG	
ashley	ashley	ashley	ashley	PROPN;NOM;FEM;SG	
obywatele	polgár	obywatele	polgár	N;NOM;MASC;PL	
obywatele	állampolgár	obywatele	állampolgár	N;NOM;MASC;PL	N;NOM;SG
salon	szalonban	salon	szalonban	N;NOM;MASC;SG	N;IN+ESS;SG
ain	ain	ain	ai	PROPN;NOM;MASC;SG	PROPN;NOM;SG
mięsa	húsok	mięso	hús	N;GEN;NEUT;SG	N;NOM;PL
mięsa	hús	mięso	hús	N;GEN;NEUT;SG	N;NOM;SG
mięsa	húst	mięso	húst	N;GEN;NEUT;SG	N;ACC;SG
mięsa	húsok	mięso	hús	N;GEN;NEUT;SG	N;NOM;PL
speedway	speedway	speedway	speedway		N;NOM;SG
mechaniczne	mechanikai	mechaniczny	mechanikai	ADJ;NOM;NEUT;SG	N;NOM;SG
mechaniczne	mechanikus	mechaniczny	mechanikus	ADJ;NOM;NEUT;SG	N;NOM;SG
nbc	nbc	nbc	nbc		N;NOM;SG
wasilij	vaszilij	wasilać	vaszilij	PROPN;NOM;MASC;SG	
podłoże	szubsztrát	podłoże	szubsztr	N;NOM;NEUT;SG	
podłoże	hordozó	podłoże	hordozó	N;NOM;NEUT;SG	ADJ;NOM;SG
mauzoleum	mauzóleum	mauzoleum	mauzóleum		N;NOM;SG
butler	komornyik	butler	komornyik		N;NOM;SG
zlewni	vízgyűjtő	zlewnić	vízgyűjtő		N;NOM;SG
liczebności	bőséges	liczebność	bőséges	N;GEN;FEM;SG	ADJ;NOM;SG
liczebności	bőség	liczebność	bőség	N;GEN;FEM;SG	
obserwuje	megfigyelési	obserwować	megfigyelési	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;SG
obserwuje	megfigyelés	obserwować	megfigyelés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
obserwuje	nézem	obserwować	néz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
tunezji	tunézia	tunezja	tunézia	PROPN;GEN;FEM;SG	N;NOM;SG
tunezji	tunéziai	tunezja	tunéziai	PROPN;GEN;FEM;SG	ADJ;NOM;SG
samuela	samuel	samuel	samuel	N;GEN;MASC;SG	
piłsudski	piłsudski	piłsudski	piłsudski	ADJ;NOM;MASC;SG	
skuteczności	hatékonysága	skuteczność	hatékonyság	N;GEN;FEM;SG	N;NOM;SG
skuteczności	hatékonyságát	skuteczność	hatékonyság	N;GEN;FEM;SG	N;ACC;SG
skuteczności	hatékonyság	skuteczność	hatékonyság	N;GEN;FEM;SG	N;NOM;SG
skuteczności	hatékonysági	skuteczność	hatékonysági	N;GEN;FEM;SG	N;NOM;SG
skuteczności	hatékonyság	skuteczność	hatékonyság	N;GEN;FEM;SG	N;NOM;SG
zatrudnienia	foglalkoztatottság	zatrudnienie	foglalkoztatottság	N;GEN;NEUT;SG	N;NOM;SG
zatrudnienia	foglalkoztatási	zatrudnienie	foglalkoztatási	N;GEN;NEUT;SG	ADJ;NOM;SG
zatrudnienia	foglalkoztatás	zatrudnienie	foglalkoztatás	N;GEN;NEUT;SG	N;NOM;SG
tokyo	tokiói	tokyo	tokiói		ADJ;NOM;SG
okno	ablak	okno	ablak	N;NOM;NEUT;SG	
okno	ablakon	okno	ablak	N;NOM;NEUT;SG	
uroczyście	ünnepélyesen	uroczyście	ünnepélyes	ADV	ADJ;FRML;SG
kolumbia	kolumbia	kolumbia	kolumbia	V;IPFV;IND;SG;PRS;FIN;ACT	
kolumbia	columbia	kolumbia	columbia	V;IPFV;IND;SG;PRS;FIN;ACT	
kolumbia	kolumbia	kolumbia	kolumbia	V;IPFV;IND;SG;PRS;FIN;ACT	
cameron	cameron	cameron	camer	PROPN;NOM;MASC;SG	
motorsport	motorsport	motorsport	motorsport	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;SG
germain	germain	germain	germain		N;NOM;SG
glenn	glenn	glenny	glenn	PROPN;NOM;MASC;SG	
treningi	tréning	trening	tréning	N;NOM;MASC;PL	N;NOM;SG
treningi	képzési	trening	képzési	N;NOM;MASC;PL	ADJ;NOM;SG
treningi	kiképzés	trening	kiképzés	N;NOM;MASC;PL	N;NOM;SG
treningi	képzés	trening	képzés	N;NOM;MASC;PL	N;NOM;SG
treningi	edzés	trening	edzés	N;NOM;MASC;PL	N;NOM;SG
leeds	leeds	leeds	leeds	PROPN;NOM;MASC;SG	N;NOM;SG
kwiat	blossom	kwiat	blossom	N;NOM;MASC;SG	
kwiat	virágos	kwiat	virágos	N;NOM;MASC;SG	
wieki	évszázadok	wiek	évszázad	N;ACC;MASC;PL	N;NOM;PL
wieki	évszázadokkal	wiek	évszázad	N;ACC;MASC;PL	N;INS;PL
aaron	aaron	aaron	aaron	PROPN;NOM;MASC;SG	
aaron	áron	aaron	ár	PROPN;NOM;MASC;SG	N;ON+ESS;SG
operacyjnych	működési	operacyjny	működési	ADJ;GEN;MASC;PL	N;NOM;SG
operacyjnych	operatív	operacyjny	operatív	ADJ;GEN;MASC;PL	ADJ;NOM;SG
council	tanács	council	tanács		N;NOM;SG
camp	tábor	campa	tábor		N;NOM;SG
fabio	fabio	fabio	fabio	PROPN;NOM;MASC;SG	N;NOM;SG
ręczny	kézifék	ręczny	kézifék	ADJ;NOM;MASC;SG	N;NOM;SG
komiksów	képregények	komiks	képregény	N;GEN;MASC;PL	N;NOM;PL
komiksów	képregény	komiks	képregény	N;GEN;MASC;PL	N;NOM;SG
komiksów	képregényeket	komiks	képregény	N;GEN;MASC;PL	N;ACC;PL
mann	mann	mann	mann	PROPN;NOM;MASC;SG	
zwykły	rendszeresen	zwykły	rendszeres	ADJ;NOM;MASC;SG	ADJ;FRML;SG
zwykły	rendszeres	zwykły	rendszeres	ADJ;NOM;MASC;SG	
zwykły	normál	zwykły	normál	ADJ;NOM;MASC;SG	
zwykły	közönséges	zwykły	közönséges	ADJ;NOM;MASC;SG	N;NOM;SG
misje	misszió	misja	misszió	N;NOM;FEM;PL	N;NOM;SG
misje	feladat	misja	feladat	N;NOM;FEM;PL	N;NOM;SG
misje	küldetés	misja	küldetés	N;NOM;FEM;PL	N;NOM;SG
rycerzy	lovagok	rycerz	lovag	N;ACC;MASC;PL	N;NOM;PL
demokratów	demokraták	demokrat	demokrata	N;ACC;MASC;PL	N;NOM;PL
demokratów	demokraták	demokrat	demokrata	N;ACC;MASC;PL	N;NOM;PL
demokratów	demokrata	demokrat	demokrata	N;ACC;MASC;PL	N;NOM;SG
pokonany	megverték	pokonać	megver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
pokonany	megvert	pokonać	megver	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
pokonany	legyőzte	pokonać	legyőz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
pokonany	legyőzött	pokonać	legyőz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
charków	harkov	chark	harkov	PROPN;NOM;MASC;SG	N;NOM;SG
norm	normák	norma	norma		N;NOM;PL
norm	standardok	norma	standard		N;NOM;PL
norm	előírások	norma	előírás		N;NOM;PL
norm	szabványok	norma	szabvány		N;NOM;PL
norm	norm	norma	norm		N;NOM;SG
peugeot	peugeot	peugeot	peugeot		N;NOM;SG
węgiel	szenet	węgiel	szenet	N;NOM;MASC;SG	N;ACC;SG
bass	basszus	bass	basszus		N;NOM;SG
automatyczna	automata	automatyczny	automata	ADJ;NOM;FEM;SG	
automatyczna	automatikus	automatyczny	automatikus	ADJ;NOM;FEM;SG	N;NOM;SG
aspekty	szempont	aspekt	szempont	N;NOM;MASC;PL	N;NOM;SG
prezentacji	megjelenítés	prezentacja	megjelenítés	N;GEN;FEM;SG	N;NOM;SG
prezentacji	bemutatása	prezentacja	bemutatás	N;GEN;FEM;SG	N;NOM;SG
prezentacji	bemutató	prezentacja	bemutató	N;GEN;FEM;SG	
prezentacji	előadások	prezentacja	előadás	N;GEN;FEM;SG	N;NOM;PL
stefano	stefano	stefać	stefano	PROPN;NOM;MASC;SG	
domeny	tartományok	domen	tartomány		N;NOM;PL
domeny	tartomány	domen	tartomány		N;NOM;SG
pracujący	dolgozik	pracować	dolgozik	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
pracujący	dolgozom	pracować	dolgozik	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
pracujący	dolgozok	pracować	dolgozik	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
ostrowski	ostrowski	ostrowski	ostrowski	ADJ;NOM;MASC;SG	
wzory	modelleket	wzór	modellek	N;NOM;MASC;PL	N;ACC;PL
wzory	mintákat	wzór	minta	N;NOM;MASC;PL	N;ACC;PL
wzory	terveket	wzór	terv	N;NOM;MASC;PL	N;ACC;PL
joel	joel	joel	joel	PROPN;NOM;MASC;SG	
porównanie	összehasonlítás	porównać	összehasonlítás	N;NOM;NEUT;SG	
porównanie	összehasonlítani	porównać	összehasonlít	N;NOM;NEUT;SG	V;NFIN;ACT
porównanie	összehasonlítás	porównać	összehasonlítás	N;NOM;NEUT;SG	
dell	dell	dell	dell		PROPN;NOM;SG
ewy	éva	ewy	év		N;NOM;SG
carmen	carmen	carmen	carmen	PROPN;NOM;MASC;SG	
montgomery	montgomery	montgomer	montgomery	N;ACC;MASC;SG	
kompozytorów	zeneszerzők	kompozytor	zeneszerző	N;GEN;MASC;PL	N;NOM;PL
jądro	kernel	jądro	ker		N;NOM;SG
następcę	utódja	następca	utód	N;ACC;MASC;SG	N;NOM;SG
pearl	gyöngy	pearl	gyöngy		N;NOM;SG
wiktoria	viktoria	wiktoria	viktoria	PROPN;NOM;FEM;SG	
wiktoria	viktória	wiktoria	viktória	PROPN;NOM;FEM;SG	N;NOM;SG
wiktoria	victoria	wiktoria	victoria	PROPN;NOM;FEM;SG	N;NOM;SG
przodków	őseink	przodek	őseink	N;ACC;MASC;PL	N;NOM;PL
przodków	ősök	przodek	ősök	N;ACC;MASC;PL	N;NOM;PL
chińskie	kínai	chiński	kínai	ADJ;NOM;NEUT;SG	
chińskie	kínaiak	chiński	kínai	ADJ;NOM;NEUT;SG	N;NOM;PL
kielicha	kehely	kielicha	kehely		N;NOM;SG
lodu	jég	lód	jég	N;GEN;MASC;SG	N;NOM;SG
lodu	ice	lód	ice	N;GEN;MASC;SG	
przydatne	hasznos	przydatny	hasznos	ADJ;NOM;NEUT;SG	
jowisza	jupiter	jowiszo	jupiter	N;ACC;MASC;SG	
rzemiosła	kézműves	rzemieść	kézműves	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NOM;SG
kompetencji	alkalmasság	kompetencja	alkalmasság	N;GEN;FEM;SG	N;NOM;SG
kompetencji	képesítő	kompetencja	képesítő	N;GEN;FEM;SG	
kompetencji	szakértelem	kompetencja	szakértelem	N;GEN;FEM;SG	N;NOM;SG
kompetencji	hatáskör	kompetencja	hatáskör	N;GEN;FEM;SG	N;NOM;SG
kompetencji	hatásköre	kompetencja	hatásköre	N;GEN;FEM;SG	N;NOM;SG
kompetencji	hatáskörök	kompetencja	hatáskörök	N;GEN;FEM;SG	N;NOM;PL
kompetencji	hatáskör	kompetencja	hatáskör	N;GEN;FEM;SG	N;NOM;SG
zapach	illatok	zapach	illat	N;NOM;MASC;SG	N;NOM;PL
żyjący	élni	żyć	él	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;NFIN;ACT
żyjący	élő	żyć	élő	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
rozszerzenie	bővítési	rozszerzenie	bővítési	N;NOM;NEUT;SG	ADJ;NOM;SG
mercury	higany	mercura	higany		N;NOM;SG
turków	törökök	turek	török	N;ACC;MASC;PL	N;NOM;PL
prezentowane	kiemelt	prezentować	kiemelt	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
prezentowane	bemutatott	prezentować	bemutatott	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
kazań	kazan	kazanie	kazan	N;GEN;NEUT;PL	
uroczyste	ünnepélyesen	uroczysty	ünnepélyes	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
uroczyste	ünnepélyes	uroczysty	ünnepélyes	ADJ;NOM;NEUT;SG	
uroczyste	ünnepi	uroczysty	ünnepi	ADJ;NOM;NEUT;SG	N;NOM;SG
uroczyste	ünnepélyes	uroczysty	ünnepélyes	ADJ;NOM;NEUT;SG	
greckie	görög	grecki	görög	ADJ;NOM;NEUT;SG	
venus	vénusz	venus	vénusz		N;NOM;SG
armata	cannon	armat	cannon	N;NOM;FEM;SG	
homo	buzi	homo	buzi		N;NOM;SG
homo	homokos	homo	homokos		N;NOM;SG
herbie	herbie	herba	her	V;IPFV;IND;SG;1;PRS;FIN;ACT	
wien	wien	wien	wien	PROPN;NOM;MASC;SG	
bergen	bergen	bergen	bergen	PROPN;NOM;MASC;SG	
ciemne	sötét	ciemny	söt	ADJ;NOM;NEUT;SG	
lokalnie	helyben	lokalnie	hely	ADV	N;IN+ESS;SG
lokalnie	helyileg	lokalnie	helyi	ADV	
zawarty	tartalmazta	zawarty	tartalmaz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
zawarty	tartalmazott	zawarty	tartalmazott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wymagane	igényelt	wymagać	igényelt	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wymagane	kérte	wymagać	kér	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
wymagane	kért	wymagać	kér	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
metry	méter	metr	méter	N;ACC;MASC;SG	N;NOM;SG
metry	méter	metr	méter	N;ACC;MASC;SG	N;NOM;SG
tunelu	alagút	tunel	alagút	N;GEN;MASC;SG	N;NOM;SG
ekspertów	szakértők	ekspert	szakértő	N;ACC;MASC;PL	N;NOM;PL
ekspertów	szakember	ekspert	szakember	N;ACC;MASC;PL	N;NOM;SG
ekspertów	szakértő	ekspert	szakértő	N;ACC;MASC;PL	
sparta	spárta	sparty	spár		N;NOM;SG
dorosłe	felnőtt	dorosły	felnőtt	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
dorosłe	felnőtteknek	dorosły	felnőtt	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;DAT;PL
dorosłe	felnőttek	dorosły	felnőt	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;NOM;PL
ściana	wall	ściana	wall	N;NOM;FEM;SG	
ściana	falat	ściana	fal	N;NOM;FEM;SG	
newton	newton	newton	newton	PROPN;NOM;MASC;SG	
pzl	pzl	pzl	pzl		N;NOM;SG
personelu	személyzet	personel	személyzet	N;GEN;MASC;SG	N;NOM;SG
personelu	alkalmazottak	personel	alkalmazott	N;GEN;MASC;SG	N;NOM;PL
personelu	személyzet	personel	személyzet	N;GEN;MASC;SG	N;NOM;SG
personelu	munkatársak	personel	munkatárs	N;GEN;MASC;SG	N;NOM;PL
con	átverés	con	átverés		N;NOM;SG
tylny	hátsó	tylny	hátsó	ADJ;NOM;MASC;SG	
wiązanie	kötelező	wiązanie	kötelező	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	bond	wiązanie	bond	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	
dublin	dublini	dublina	dublini	PROPN;NOM;MASC;SG	
dublin	dublin	dublina	dublin	PROPN;NOM;MASC;SG	N;NOM;SG
przeglądu	felülvizsgálat	przegląd	felülvizsgálat	N;GEN;MASC;SG	N;NOM;SG
przeglądu	kritika	przegląd	kritika	N;GEN;MASC;SG	N;NOM;SG
andre	andre	andra	andre	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andre	andré	andra	andré	PROPN;NOM;MASC;SG	
andre	andre	andra	andre	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andre	andré	andra	andré	PROPN;NOM;MASC;SG	
tymczasowego	ideiglenes	tymczasowy	ideiglenes	ADJ;ACC;MASC;SG	ADJ;NOM;SG
niebie	mennyben	niebo	menny	N;DAT;NEUT;SG	ADV
niebie	mennyország	niebo	mennyország	N;DAT;NEUT;SG	N;NOM;SG
niebie	menny	niebo	menny	N;DAT;NEUT;SG	
niebie	égbolt	niebo	égbol	N;DAT;NEUT;SG	N;NOM;SG
niebie	sky	niebo	sky	N;DAT;NEUT;SG	
niebie	ég	niebo	ég	N;DAT;NEUT;SG	
nocny	éjjeli	nocny	éjjeli	ADJ;NOM;MASC;SG	
nocny	éj	nocny	éj	ADJ;NOM;MASC;SG	
nocny	este	nocny	este	ADJ;NOM;MASC;SG	ADV
nocny	éjjel	nocny	éjjel	ADJ;NOM;MASC;SG	
nocny	éjszaka	nocny	éjszaka	ADJ;NOM;MASC;SG	N;NOM;SG
gleb	talaj	gleb	talaj		N;NOM;SG
umysłu	elme	umysł	elem	N;GEN;MASC;SG	N;NOM;SG
josh	josh	josh	josh	PROPN;NOM;MASC;SG	
gwatemali	guatemala	gwatemać	guatemala	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
gwatemali	guatemalai	gwatemać	guatemalai	V;IPFV;MASC;IND;PL;PST;FIN;ACT	ADJ;NOM;SG
zastrzeżenia	ellenvetés	zastrzeżenie	ellenvetés	N;NOM;NEUT;PL	
sądy	igazságszolgáltatás	sąd	igazságszolgáltatás	N;NOM;MASC;PL	N;NOM;SG
jasności	egyértelműség	jasność	egyértelműség	N;GEN;FEM;SG	
jasności	fényerő	jasność	fényerő	N;GEN;FEM;SG	N;NOM;SG
traktowane	kezelt	traktować	kezelt	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
sobota	szombaton	sobota	szombat		N;ON+ESS;SG
sobota	szombat	sobota	szombat		N;NOM;SG
wrogów	ellenségek	wróg	ellenség	N;ACC;MASC;PL	N;NOM;PL
wrogów	ellenségei	wróg	ellenség	N;ACC;MASC;PL	N;NOM;PL
wrogów	ellenség	wróg	ellenség	N;ACC;MASC;PL	N;NOM;SG
chirurgii	műtét	chirurgia	műtét	N;GEN;FEM;SG	N;NOM;SG
chirurgii	sebészet	chirurgia	sebészet	N;GEN;FEM;SG	N;NOM;SG
chirurgii	sebészi	chirurgia	sebészi	N;GEN;FEM;SG	N;NOM;SG
chirurgii	sebészeti	chirurgia	sebészeti	N;GEN;FEM;SG	N;NOM;SG
uczucia	érzéseit	uczucie	érzés	N;NOM;NEUT;PL	N;ACC;PL
rolnej	agrár	rolny	agrár	ADJ;GEN;FEM;SG	
elektronów	elektron	elektron	elektron	N;GEN;MASC;PL	N;NOM;SG
nintendo	nintendo	nintendo	nintendo		N;NOM;SG
filozoficzne	filozófiai	filozoficzny	filozófiai	ADJ;NOM;NEUT;SG	N;NOM;SG
cezar	cézár	cezar	cézár	V;IPFV;IND;SG;PRS;FIN;ACT	
cezar	caesar	cezar	caesar	V;IPFV;IND;SG;PRS;FIN;ACT	
klasycznego	klasszikus	klasyczny	klasszikus	ADJ;ACC;MASC;SG	
podłogi	padló	podłoga	padló	N;ACC;FEM;SG	N;NOM;SG
podłogi	padló	podłoga	padló	N;ACC;FEM;SG	N;NOM;SG
komety	üstökös	kometa	üstökös		N;NOM;SG
komety	üstökösök	kometa	üstökös		N;NOM;PL
lahti	lahti	lahta	laszt	PROPN;NOM;MASC;SG	
boca	boca	boca	boca	PROPN;NOM;MASC;SG	PROPN;NOM;SG
piasku	homok	piasek	hom	N;GEN;MASC;SG	N;NOM;SG
oznaczone	megjelöltek	oznaczyć	meg+jelöl	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
oznaczone	megjelölt	oznaczyć	megjelölt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
oznaczone	jelölt	oznaczyć	jelöl	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
oznaczone	megjelöltek	oznaczyć	meg+jelöl	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
oznaczone	megjelölt	oznaczyć	megjelölt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
oznaczone	megjelölve	oznaczyć	megjelölve	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
kota	kota	kot	kota	N;ACC;MASC;SG	
nestor	nestor	nestor	nestor	PROPN;NOM;MASC;SG	
sodu	nátrium	sód	nátrium		N;NOM;SG
leśnictwa	erdészeti	leśnictwo	erdészeti	N;GEN;NEUT;SG	ADJ;NOM;SG
tempo	lépést	tempo	lépés	N;NOM;NEUT;SG	N;ACC;SG
tempo	tempó	tempo	tempó	N;NOM;NEUT;SG	
językowej	nyelvi	językowy	nyelvi	ADJ;GEN;FEM;SG	N;NOM;SG
konfrontacji	konfrontáció	konfrontacja	konfrontáció	N;GEN;FEM;SG	N;NOM;SG
konfrontacji	összecsapás	konfrontacja	összecsapás	N;GEN;FEM;SG	N;NOM;SG
konfrontacji	konfrontáció	konfrontacja	konfrontáció	N;GEN;FEM;SG	N;NOM;SG
volkswagen	volkswagen	volkswagen	volkspag		N;NOM;SG
zrozumienia	megértés	zrozumienie	megértés	N;GEN;NEUT;SG	N;NOM;SG
zrozumienia	egyetértés	zrozumienie	egyetértés	N;GEN;NEUT;SG	
zrozumienia	megértő	zrozumienie	megértő	N;GEN;NEUT;SG	
zrozumienia	megértést	zrozumienie	megértés	N;GEN;NEUT;SG	N;ACC;SG
ronnie	ronnie	ronnąć	ronnie	ADV	
przeznaczenie	rendeltetési	przeznaczenie	rendeltetési	N;NOM;NEUT;SG	ADJ;NOM;SG
biblia	bibliát	biblia	biblia	N;NOM;FEM;SG	N;ACC;SG
soczi	szocsi	soczeć	szocsi	PROPN;NOM;MASC;SG	N;NOM;SG
liderów	vezetői	lider	vezető	N;GEN;MASC;PL	N;NOM;PL
liderów	vezetők	lider	vezető	N;GEN;MASC;PL	N;NOM;PL
warta	érdemes	warta	érdemes		ADJ;NOM;SG
zmienione	átdolgozott	zmienić	átdolgozott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zmienione	módosított	zmienić	módosított	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	felülvizsgált	zmienić	felülvizsgált	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	megváltozott	zmienić	megváltozott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	változott	zmienić	változik	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	módosult	zmienić	módosul	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	módosult	zmienić	módosul	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	átalakított	zmienić	átalakított	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	módosított	zmienić	módosított	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	módosítva	zmienić	módosítva	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
zmienione	módosított	zmienić	módosított	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmienione	módosítva	zmienić	módosítva	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
sin	bűn	sin	bűn		N;NOM;SG
paryskiej	párizsi	paryski	párizsi	ADJ;GEN;FEM;SG	
rozpoznanie	felderítő	rozpoznać	felderítő	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;SG
rozpoznanie	felderítő	rozpoznać	felderítő	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;SG
ciekawy	különös	ciekawy	különös	ADJ;NOM;MASC;SG	
ciekawy	kiváncsi	ciekawy	kiváncsi	ADJ;NOM;MASC;SG	
ciekawy	kíváncsi	ciekawy	kíváncsi	ADJ;NOM;MASC;SG	
dale	dale	dal	dale		PROPN;NOM;SG
potrzebuje	szükséges	potrzebować	szükséges	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;SG
potrzebuje	szükséglet	potrzebować	szükséglet	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
potrzebuje	szükségletei	potrzebować	szükséglet	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
potrzebuje	szükségletek	potrzebować	szükséglet	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
cat	cica	cat	cica		N;NOM;SG
cat	macska	cat	macska		N;NOM;SG
zwykłych	közönséges	zwykły	közönséges	ADJ;GEN;MASC;PL	N;NOM;SG
