aus	aus	aus	aus		N;MASC;SG
cook	cozinheiro	cook	cozinheiro		N;MASC;SG
trøndelag	trøndelag	trøndelag	trendelag		N;FEM;SG
somalia	somália	somalia	somália		N;FEM;SG
kære	querido	kære	querer	ADJ;DEF;SG	V;MASC;SG;V.PTCP
kære	queridos	kære	querer	ADJ;DEF;SG	V;MASC;PL;V.PTCP
kære	querida	kære	querer	ADJ;DEF;SG	V;FEM;SG;V.PTCP
udløbet	expirado	udløb	expirar	N;DEF;NEUT;SG	V;MASC;SG;V.PTCP
udløbet	expirou	udløb	expirar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
kunstige	artificiais	kunstig	artificial	ADJ;PL	N;MASC;PL
kunstige	artificial	kunstig	artificial	ADJ;PL	ADJ;MASC;SG
vinci	vinci	vinci	vinci		N;FEM;SG
udviser	exposições	udvise	exposição	V;IND;PRS;FIN;ACT	N;FEM;PL
afc	caf	afc	caf	PROPN	N;MASC;SG
afc	afc	afc	afc	PROPN	N;MASC;SG
konventionen	convenções	konvention	convenção	N;DEF;MASC+FEM;SG	N;FEM;PL
guddommelige	divino	guddommelig	divino	ADJ;PL	N;MASC;SG
guddommelige	divina	guddommelig	divino	ADJ;PL	N;FEM;SG
forsinket	tarde	forsinke	tarde	V;INDF;SG;PST;V.PTCP	ADV
forsinket	tardia	forsinke	tardio	V;INDF;SG;PST;V.PTCP	N;FEM;SG
forsinket	atrasados	forsinke	atrasar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
forsinket	atraso	forsinke	atraso	V;INDF;SG;PST;V.PTCP	N;MASC;SG
baltimore	baltimore	baltimor	baltimore		N;MASC;SG
franco	franco	franco	franco		N;MASC;SG
