политехнический	politehnični	политехнический	politehničen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
новичков	novince	новичок	novinec	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
новичков	novinci	новичок	novinec	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
фазы	faz	фаза	faz	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
рекорды	evidenca	рекорд	evidenca	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
меню	meni	меню	meniti	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
меню	meniji	меню	menij	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
вилли	willy	вилль	willy	N;ANIM;NOM;MASC;SG	
вилли	willi	вилль	will	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
вилли	willie	вилль	willeti	N;ANIM;NOM;MASC;SG	
хлеба	kruh	хлеб	kruh	N;INAN;GEN;MASC;SG	N;INAN;ACC;MASC;SG
владельцев	lastniki	владелец	lastnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
кислот	kisline	кислота	kislina	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
археологических	arheološki	археологический	arheološki	ADJ;GEN;PL	ADJ;NOM;MASC;PL
археологических	arheološki	археологический	arheološki	ADJ;GEN;PL	ADJ;NOM;MASC;PL
сорока	forty	сорок	forty	NUM;NOM	N;NOM;MASC;SG
сорока	sraka	сорок	srak	NUM;NOM	N;NOM;FEM;SG
соблюдать	opazuj	соблюдать	opazuj	V;IPFV;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
приносит	prinese	приносить	prinesti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
инициатором	pobudnik	инициатор	pobudnik	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
глеб	gleb	глеб	gleb	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
голода	lakote	голод	lakota	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
голода	lakota	голод	lakota	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
голода	lakote	голод	lakota	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
голода	lakoto	голод	lakota	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
испанию	španija	испание	španija	N;INAN;ACC;NEUT;SG	N;NOM;FEM;SG
ассамблеи	skupščina	ассамблея	skupščina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ассамблеи	sklop	ассамблея	sklop	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
ассамблеи	sestavljanje	ассамблея	sestavljanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
ассамблеи	sestav	ассамблея	sestav	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
фернандес	fernández	фернандес	fernández	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
отмечена	označena	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
отмечена	označeni	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
отмечена	označen	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
отмечена	označene	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
отмечена	označeno	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
отмечена	označena	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
отмечена	označeni	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
отмечена	označene	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
отмечена	označeno	отметить	označen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
баскетбол	košarko	баскетбол	košarka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
предпочтение	prednostno	предпочтение	prednostno	N;INAN;NOM;NEUT;SG	ADV
предпочтение	zaželeno	предпочтение	zaželen	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
встретились	izpolnjeni	встретиться	izpolnjen	V;PFV;IND;PL;PST;FIN;MID	ADJ;NOM;MASC;PL;V.PTCP
встретились	srečal	встретиться	srečati	V;PFV;IND;PL;PST;FIN;MID	V;PFV;MASC;SG;V.PTCP
встретились	met	встретиться	met	V;PFV;IND;PL;PST;FIN;MID	
встретились	spoznal	встретиться	spoznati	V;PFV;IND;PL;PST;FIN;MID	V;MASC;SG;V.PTCP
джефф	geoff	джефф	geoff	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джефф	jeff	джефф	jeff	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
абд	abd	абд	abd	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
противоречия	nasprotij	противоречие	nasprotje	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
противоречия	protislovje	противоречие	protislovje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
противоречия	nasprotju	противоречие	nasprotje	N;INAN;NOM;NEUT;PL	N;DAT;NEUT;SG
амстердам	amsterdam	амстерд	amsterda	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
амстердам	amsterdamu	амстерд	amsterda	N;INAN;NOM;MASC;PL	N;DAT;MASC;SG
эми	amy	эмот	amy	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
философские	filozofski	философский	filozofski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
частная	privat	частный	privati	ADJ;NOM;FEM;SG	
частная	zasebnega	частный	zaseben	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
цру	cia	цру	ciaa	N;INAN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
цру	cia	цру	ciaa	N;INAN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
калия	kalij	калий	kalija	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
калия	kalija	калий	kalija	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
ленте	krma	лента	krma	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
ленте	krmo	лента	krma	N;INAN;DAT;FEM;SG	N;ACC;FEM;SG
мигель	miguel	мигель	migul	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
равных	enaka	равный	enak	ADJ;GEN;PL	DET;NOM;FEM;SG
равных	enaki	равный	enak	ADJ;GEN;PL	DET;NOM;MASC;PL
равных	enako	равный	enako	ADJ;GEN;PL	ADV
коммуне	komune	коммун	komun	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
арк	lok	арк	lok		N;NOM;MASC;SG
арк	arc	арк	arce		N;NOM;MASC;SG
арк	barko	арк	barka		N;ACC;FEM;SG
арк	skrinja	арк	skrinja		N;NOM;FEM;SG
чай	tea	чай	tea	N;INAN;NOM;MASC;SG	
этапы	faz	этап	faz	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
этапы	fazah	этап	faza	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
размягчения	mehčanje	размягчение	mehčanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
интерьер	notranjosti	интерьер	notranjost	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
интерьер	notranja	интерьер	notranji	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
интерьер	notranje	интерьер	notranji	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
интерьер	notranji	интерьер	notranji	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
уничтожено	uničena	уничтожить	uničen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
уничтожено	uničeni	уничтожить	uničen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
уничтожено	uničene	уничтожить	uničen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
уничтожено	uničen	уничтожить	uničen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
уничтожено	uničeno	уничтожить	uničen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
мэтт	matt	мэтт	matt	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
блоки	bloke	блок	blok	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	
склоне	naklon	склон	naklon	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
склоне	nagib	склон	nagib	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
нормальная	običajno	нормальный	običajno	ADJ;NOM;FEM;SG	ADV
нос	nosom	нос	nos	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
нос	nosu	нос	nos	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
наследника	dedič	наследник	dedič	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
наследника	naslednik	наследник	naslednik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
наследника	dediča	наследник	dedič	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
пит	pete	пит	peti	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
адама	adam	адам	adam	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
ионизации	ionizacijski	ионизация	ionizacijski	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
уверенно	samozavesten	уверенно	samozavesten	ADV	ADJ;NOM;INDF;MASC;SG
уверенно	samozavestna	уверенно	samozavesten	ADV	ADJ;NOM;FEM;SG
уверенно	samozavestni	уверенно	samozavesten	ADV	ADJ;NOM;MASC;PL
анп	anp	анп	anp	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
абрамович	abramovič	абрамович	abramovič	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
кукол	punčke	кукла	punčka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
кукол	lutke	кукла	lutka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
зерна	žito	зерно	žito	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
зерна	zrnje	зерно	zrnje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
зерна	zrnje	зерно	zrnje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
марг	marg	марг	marga		N;NOM;MASC;SG
еврейские	judovski	еврейский	judovski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
еврейские	židovski	еврейский	židovski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
еврейские	žid	еврейский	žid	ADJ;NOM;PL	N;NOM;MASC;SG
еврейские	judje	еврейский	judja	ADJ;NOM;PL	N;NOM;MASC;PL
габриэль	gabrielle	габриэль	gabriell	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
тенденции	trende	тенденция	trend	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
монархии	monarhija	монархия	monarhija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
разбил	razbita	разбить	razbit	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
пекин	pekingu	пекин	peking	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
девочек	punce	девочка	punca	N;ANIM;GEN;FEM;PL	N;NOM;FEM;PL
девочек	dekleta	девочка	dekle	N;ANIM;GEN;FEM;PL	N;NOM;NEUT;PL
девочек	punci	девочка	punca	N;ANIM;GEN;FEM;PL	N;NOM;FEM;SG
девочек	deklice	девочка	deklica	N;ANIM;GEN;FEM;PL	N;NOM;FEM;PL
жозе	jose	жозе	josa	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
жозе	jose	жозе	josa	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
поставки	pošiljk	поставка	pošiljka	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
поставки	oskrba	поставка	oskrba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поставки	dobava	поставка	dobava	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поставки	dobava	поставка	dobava	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
грудь	prsi	грудь	prsi	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
грудь	prsi	грудь	prsi	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
грудь	prsi	грудь	prsi	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
новиков	novikov	новик	novik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
интересует	zainteresirani	интересовать	zainteresiran	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
интересует	zainteresirana	интересовать	zainteresiran	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
интересует	zainteresirane	интересовать	zainteresiran	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
бросил	zapuščen	бросить	zapuščen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
бросил	zapuščena	бросить	zapuščen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
бросил	zapuščeni	бросить	zapuščen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
бросил	zapuščeno	бросить	zapuščen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
самолет	zrakoplovi	самолет	zrakoplov	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
самолет	letala	самолет	letalo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
картер	carterjeva	картер	carterjev	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
противостояние	nasprotovanja	противостояние	nasprotovanje	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
противостояние	opozicije	противостояние	opozicija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
изабелла	isabel	изабелла	isabi	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
союзники	zaveznika	союзник	zaveznik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;SG
заговора	zarota	заговор	zarota	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
заговора	zarote	заговор	zarota	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
заговора	zaroto	заговор	zarota	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
противники	nasprotnike	противник	nasprotnik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
противники	nasprotnikov	противник	nasprotnik	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
тула	tula	туло	tul	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
расчёт	izračunati	расчет	izračunati	N;INAN;NOM;MASC;SG	V;PFV;NFIN
хотела	iskani	хотеть	iskan	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG;V.PTCP
хотела	iskana	хотеть	iskan	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
чудо	čudežni	чудо	čudežen	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
чудо	čudežna	чудо	čudežen	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
юристы	odvetnike	юрист	odvetnik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
четвёртая	četrtič	четвертый	četrtič	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
рак	raku	рак	rak	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
рак	raka	рак	rak	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
редкие	redko	редкий	redko	ADJ;NOM;PL	ADV
доходы	prihodek	доход	prihodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	dohodek	доход	dohodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	dohodka	доход	dohodek	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
доходы	prihodek	доход	prihodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
поддерживается	podprta	поддерживать	podprt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
поддерживается	podprte	поддерживать	podprt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
поддерживается	podprti	поддерживать	podprt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
поддерживается	podprt	поддерживать	podprt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
поддерживается	podprto	поддерживать	podprt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
потребления	potrošnja	потребление	potrošnja	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
потребления	poraba	потребление	poraba	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
женское	ženska	женский	ženska	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
женское	samica	женский	samica	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
женское	žensko	женский	ženska	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
университеты	univerz	университет	univerza	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
университеты	univerzami	университет	univerza	N;INAN;NOM;MASC;PL	N;DAT;FEM;PL
привлечения	pritegniti	привлечение	pritegniti	N;INAN;NOM;NEUT;SG	V;PFV;NFIN
привлечения	pritegnili	привлечение	pritegniti	N;INAN;NOM;NEUT;SG	V;PFV;MASC;PL;V.PTCP
привлечения	privabiti	привлечение	privabiti	N;INAN;NOM;NEUT;SG	V;PFV;NFIN
вместимость	zmogljivosti	вместимость	zmogljivost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
заговор	zaroto	заговор	zarota	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
заговор	zarote	заговор	zarota	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
заговор	zaroto	заговор	zarota	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
добавлен	dodana	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
добавлен	dodane	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
добавлен	dodanih	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
добавлен	dodan	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
добавлен	dodani	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
добавлен	dodano	добавить	dodan	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
монтаж	montažo	монтаж	montaža	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
монтаж	vgradnjo	монтаж	vgradnja	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
защищал	branili	защищать	braniti	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
торжественно	slovesni	торжественно	slovesen	ADV	ADJ;NOM;DEF;MASC;SG
торжественно	svečano	торжественно	svečano	ADV	ADJ;NOM;NEUT;SG;V.PTCP
священников	duhovniki	священник	duhovnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
священников	duhovnikov	священник	duhovnik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
вселенная	vesolju	вселенная	vesolje	N;INAN;NOM;FEM;SG	N;DAT;NEUT;SG
панели	armatura	панель	armatura	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
панели	plošča	панель	plošča	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
панели	pult	панель	pult	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
панели	ploščo	панель	plošča	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
панели	ploskev	панель	ploskv	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
резерва	rezerva	резерв	rezerva	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
резерва	rezervo	резерв	rezerva	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
резерва	rezerve	резерв	rezerva	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
зимние	zimska	зимний	zimski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
зимние	zimsko	зимний	zimski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
зимние	zimo	зимний	zima	ADJ;NOM;PL	N;ACC;FEM;SG
зимние	zima	зимний	zima	ADJ;NOM;PL	N;NOM;FEM;SG
зимние	winter	зимний	winter	ADJ;NOM;PL	N;NOM;MASC;SG
бич	plažo	бич	plaža	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
оливер	oliverja	оливер	oliver	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
сун	sonca	сун	sonce	PART	N;GEN;NEUT;SG
сун	soncem	сун	sonce	PART	N;DAT;NEUT;PL
сун	sonce	сун	sonce	PART	N;NOM;NEUT;SG
сун	soncu	сун	sonce	PART	N;DAT;NEUT;SG
горький	gorky	горький	gorky	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
горький	grenko	горький	grenko	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
горький	grenka	горький	grenko	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
горький	grenak	горький	grenak	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
удобно	udobno	удобный	udoben	ADJ;NEUT;SG	ADV
удобно	udobno	удобный	udoben	ADJ;NEUT;SG	ADV
лёгкие	pljučna	люгкий	pljučen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
лёгкие	pljuč	люгкий	pljuč	ADJ;NOM;PL	N;NOM;MASC;SG
лёгкие	pljuča	люгкий	pljuč	ADJ;NOM;PL	N;NOM;MASC;SG
лёгкие	pljuč	люгкий	pljuč	ADJ;NOM;PL	N;NOM;MASC;SG
лёгкие	pljuča	люгкий	pljuč	ADJ;NOM;PL	N;NOM;MASC;SG
произведено	proizvedena	произвести	proizveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
произведено	proizvedeno	произвести	proizveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
произведено	proizveden	произвести	proizveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
океании	oceaniji	океание	oceanija	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
скрипка	violino	скрипка	violina	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
молекулы	molekul	молекула	molekul	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
допускается	dovoljeno	допускать	dovoljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
допускается	dovoljen	допускать	dovoljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
допускается	dovoljeno	допускать	dovoljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
допускается	dovoljen	допускать	dovoljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
формах	oblike	форма	oblika	N;INAN;ESS;FEM;PL	N;NOM;FEM;PL
формах	obrazci	форма	obrazec	N;INAN;ESS;FEM;PL	N;NOM;MASC;PL
формах	obrazca	форма	obrazec	N;INAN;ESS;FEM;PL	N;GEN;MASC;SG
собраний	sklopi	собрание	sklop	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL
померания	pomorjansko	померание	pomorjanski	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
терминологии	terminologije	терминология	terminologija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
сложнее	močneje	сложный	močno	ADJ;CMPR	ADV;CMPR
сложнее	težje	сложный	težko	ADJ;CMPR	ADV;CMPR
монреаль	montrealu	монреаль	montreal	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
вены	dunaj	вена	dunaj	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
вены	dunajski	вена	dunajski	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
ирак	irak	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ирак	iraku	ирак	irak	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
стамбул	istanbulu	стамбул	istanbulel	N;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
стамбул	istanbul	стамбул	istanbul	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
гнездо	gnezda	гнездо	gnezda	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
индию	indija	индия	indija	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
стратегия	strategijo	стратегия	strategija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
парламентские	parlamentarna	парламентский	parlamentarna	ADJ;NOM;PL	ADJ;NOM;FEM;SG
парламентские	parlamentarno	парламентский	parlamentaren	ADJ;NOM;PL	ADV
парламентские	parlamentarni	парламентский	parlamentaren	ADJ;NOM;PL	ADJ;NOM;MASC;SG
массе	maso	масса	masa	N;INAN;DAT;FEM;SG	N;ACC;FEM;SG
массе	mase	масса	masa	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
массе	mass	масса	mass	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG
массе	masa	масса	mas	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
местная	lokalno	местный	lokalen	ADJ;NOM;FEM;SG	ADV
сообщили	poročali	сообщить	poročati	V;PFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
