של	shel	של	shel	PART;GEN	N
קפטן	capitan	קפטן	capitano	PROPN	N;SG
הניצחון	vittoria	הניצחון	vittoria	PROPN	N;FEM;SG
תרגם	traduci	תרגם	tradurre	PROPN	V;IMP;SG;2;PRS;FIN
תרגם	tradurre	תרגם	tradurre	PROPN	V;NFIN
הופעה	prestazioni	הופעה	prestazione	N;FEM;SG	N;FEM;PL
הציג	introdotte	הציג	introdotto	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הציג	introdotti	הציג	introdurre	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
קולומביה	columbia	קולומביה	columbia	PROPN	N;FEM;SG
קולומביה	colombia	קולומביה	colombia	PROPN	N;FEM;SG
קולומביה	colombia	קולומביה	colombia	PROPN	N;FEM;SG
להחליף	switch	החליף	switch	V;NFIN;ACT	N;MASC
להחליף	commutatore	החליף	commutatore	V;NFIN;ACT	N;MASC;SG
להחליף	interruttore	החליף	interruttore	V;NFIN;ACT	N;MASC;SG
ובמיוחד	sopratutto	ובמיוחד	sopratutto	PROPN	ADJ;MASC;SG
ובמיוחד	soprattutto	ובמיוחד	soprattutto	PROPN	ADV
ובמיוחד	specialmente	ובמיוחד	specialmente	PROPN	ADV
לאומית	nazionale	לאומי	nazionale	ADV	ADJ;SG
לאומית	national	לאומי	nationale	ADV	N
יתום	orfano	יתום	orfano		ADJ;MASC;SG
יתום	orfani	יתום	orfano		N;MASC;PL
יתום	orfana	יתום	orfano		N;FEM;SG
יתום	orfano	יתום	orfano		ADJ;MASC;SG
יתום	orfani	יתום	orfano		N;MASC;PL
יתום	orfana	יתום	orfano		N;FEM;SG
רע	cattiva	רע	cattivo	N;MASC;SG	ADJ;FEM;SG
רע	pessimo	רע	pessimo	N;MASC;SG	ADJ;MASC;SG
רע	cattivi	רע	cattivo	N;MASC;SG	ADJ;MASC;PL
רע	male	רע	male	N;MASC;SG	ADV
רע	cattivo	רע	cattivo	N;MASC;SG	ADJ;MASC;SG
החורף	inverno	החורף	inverno	ADV	N;MASC;SG
החורף	invernali	החורף	invernale	ADV	N;MASC;PL
ביצע	eseguiti	ביצע	eseguire	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
ביצע	commessi	ביצע	commettere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
ביצע	commessa	ביצע	commettere	V;MASC;SG;3;PST;ACT	N;FEM;SG
ביצע	impegnato	ביצע	impegnare	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG
מקומית	locale	מקומית	locale	ADV	ADJ;SG
מקומית	local	מקומית	local	ADV	N
העלה	caricate	העלה	caricato	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
העלה	caricati	העלה	caricare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
העלה	foglia	העלה	foglia	V;MASC;SG;3;PST;ACT	N;FEM;SG
העלה	foglie	העלה	foglia	V;MASC;SG;3;PST;ACT	N;FEM;PL
העלה	caricamento	העלה	caricamento	V;MASC;SG;3;PST;ACT	N;MASC;SG
העלה	upload	העלה	upload	V;MASC;SG;3;PST;ACT	N;MASC
העלה	carica	העלה	carica	V;MASC;SG;3;PST;ACT	N;FEM;SG
הציוני	sionista	הציון	sionista	PROPN	N;SG
הזיכרון	memoria	הזיכרון	memoria	PROPN	N;FEM;SG
הזיכרון	memory	הזיכרון	memory	PROPN	N
בריאות	sano	בריאות	sano	N;FEM;SG	ADJ;MASC;SG
בריאות	sana	בריאות	sano	N;FEM;SG	ADJ;FEM;SG
בריאות	sani	בריאות	sano	N;FEM;SG	ADJ;MASC;PL
בקלות	facilmente	בקלה	facilmente		ADV
בקלות	facile	בקלה	facile		ADJ;SG
בקלות	facilità	בקלה	facilità		N;FEM
בקלות	easy	בקלה	easy		N
כינוי	soprannomi	כינוי	soprannomo	N;MASC;SG	N;MASC;PL
פירושונים	disambigua	פירושונים	disambiguo	N	ADJ;MASC;PL
דיין	danese	דיין	danese	PROPN	ADJ;SG
דיין	dane	דיין	dana	PROPN	N;SG
דיין	dayan	דיין	dayan	PROPN	N;MASC
השמיני	vili	השמין	vile	PROPN	ADJ;MASC;PL
השמיני	viii	השמין	viiio	PROPN	ADJ;SG
בשיר	bashir	בשיר	bashire		N;MASC
פנה	turn	פנה	turn	V;MASC;SG;3;PST;ACT	N
לוס	los	לוס	los	PROPN	PROPN
לוס	luce	לוס	luce	PROPN	N;FEM;SG
נובמבר	novembre	נובמבר	novembre	PROPN	N;MASC;SG
תרופות	droga	תרופה	droga	N;FEM;PL	N;FEM;SG
אליזבת	elisabetta	אליזבת	elisabetta	PROPN	N;FEM;SG
אליזבת	elisabeth	אליזבת	elisabeth	PROPN	N;FEM;SG
אליזבת	elisabetta	אליזבת	elisabetta	PROPN	N;FEM;SG
דתי	religiosa	דתי	religioso	N;MASC;SG	ADJ;FEM;SG
דתי	religioso	דתי	religioso	N;MASC;SG	ADJ;MASC;SG
דתי	religiosi	דתי	religioso	N;MASC;SG	ADJ;MASC;PL
בכיר	senior	בכיר	seniore	ADJ;MASC;SG	N;MASC;SG
מדויק	precisi	מדויק	preciso	ADJ;MASC;SG	ADJ;MASC;PL
מדויק	precisa	מדויק	precisare	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
תיבות	scatole	תיבה	scatola		N;FEM;PL
תיבות	caselle	תיבה	casella		N;FEM;PL
תיבות	riquadri	תיבה	riquadro		N;MASC;PL
תיבות	casse	תיבה	cassa		N;FEM;PL
בקשת	richiedi	בקשה	richiedere	N;FEM;SG	V;IMP;SG;2;PRS;FIN
ורשה	varsavia	ורשה	varsavia	PROPN	N;FEM;SG
מינית	sessualmente	מיני	sessualmente	N;FEM;SG	ADV
אמיתי	real	אמיתי	real	ADJ;MASC;SG	N
אמיתי	reali	אמיתי	reale	ADJ;MASC;SG	ADJ;PL
אמיתי	veri	אמיתי	vero	ADJ;MASC;SG	ADJ;MASC;PL
מאפיינים	caratteristiche	אפיין	caratteristica	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
מאפיינים	attributi	אפיין	attributo	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מאפיינים	caratteristiche	אפיין	caratteristica	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
מאפיינים	proprietà	אפיין	proprietà	V;MASC;PL;V.PTCP;ACT	N;FEM
מאפיינים	immobili	אפיין	immobile	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
עדות	testimonianze	עדות	testimonianza	N;FEM;SG	N;FEM;PL
הגן	gene	הגן	gene		N;MASC
הגן	giardino	הגן	giardino		N;MASC;SG
אחרונות	ultima	אחרון	ultimo	N;FEM;PL	ADJ;FEM;SG
אחרונות	ultimo	אחרון	ultimo	N;FEM;PL	ADJ;MASC;SG
אחרונות	ultimi	אחרון	ultimo	N;FEM;PL	ADJ;MASC;PL
אחרונות	ultime	אחרון	ultimo	N;FEM;PL	ADJ;FEM;PL
אחרונות	recente	אחרון	recente	N;FEM;PL	ADJ;SG
אחרונות	recenti	אחרון	recente	N;FEM;PL	ADJ;PL
המבצע	operazione	המבצע	operazione	PROPN	N;FEM;SG
המבצע	funzionamento	המבצע	funzionamento	PROPN	N;MASC;SG
טיסה	volare	טיסה	volare	N;FEM;SG	V;NFIN
מטען	carichi	מטען	carico	N;MASC;SG	N;MASC;PL
מטען	bagagli	מטען	bagaglio	N;MASC;SG	N;MASC;PL
מטען	valigie	מטען	valigia	N;MASC;SG	N;FEM;PL
לוין	levin	לוין	levin	PROPN	N;MASC
לוין	lewin	לוין	lewin	PROPN	N;MASC
לוין	levine	לוין	levino	PROPN	N;FEM;SG
בקיבוץ	kibbutz	בקיבוץ	kibbutz		N;MASC
משמאל	sinistro	משמאל	sinistro	PROPN	N;MASC;SG
משמאל	sinistra	משמאל	sinistra	PROPN	N;FEM;SG
משמאל	lasciato	משמאל	lasciare	PROPN	V;MASC;SG;PST;V.PTCP
בתנאי	fornito	בתנאי	fornire		V;MASC;SG;PST;V.PTCP
הגליל	galilea	הגליל	galilea	PROPN	N;FEM;SG
הגליל	cilindro	הגליל	cilindro	PROPN	N;MASC;SG
הגליל	cilindri	הגליל	cilindro	PROPN	N;MASC;PL
הגליל	bombola	הגליל	bombola	PROPN	N;FEM;SG
מג	meg	מג	meg		N;FEM;SG
מג	mag	מג	mag		N
רבין	rabin	רבין	rabin	PROPN	N;MASC
השתמש	uso	השתמש	uso	V;MASC;SG;3;PST	N;MASC;SG
השתמש	utilizzo	השתמש	utilizzo	V;MASC;SG;3;PST	N;MASC;SG
השתמש	usi	השתמש	uso	V;MASC;SG;3;PST	N;MASC;PL
פרופיל	profili	פרופיל	profilo	N;MASC;SG	N;MASC;PL
פרופיל	profilati	פרופיל	profilare	N;MASC;SG	N;MASC;PL
נע	trasloco	נע	trasloco		N;MASC;SG
אחרון	ultimi	אחרון	ultimo	ADJ;MASC;SG	ADJ;MASC;PL
אחרון	ultime	אחרון	ultimo	ADJ;MASC;SG	ADJ;FEM;PL
ניסו	provò	ניסה	provare	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
ניסו	provato	ניסה	provare	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ניסו	tentato	ניסה	tentare	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
לחיות	vivi	None	vivo	V;NFIN	ADJ;MASC;PL
לחיות	live	None	live	V;NFIN	N;MASC
המשטר	regime	המשטר	regime	PROPN	N;MASC;SG
אזורי	regionali	אזור	regionale	N;MASC;PL	ADJ;PL
אזורי	regionale	אזור	regionale	N;MASC;PL	ADJ;SG
יונייטד	united	יונייטד	united	PROPN	N;FEM;PL
יונייטד	uniti	יונייטד	unito	PROPN	ADJ;MASC;PL
בואו	vieni	בא	venire		V;IND;SG;2;PRS;FIN
בואו	venite	בא	venita		V;IND;PL;2;PRS;FIN
התקבל	ricevuta	התקבל	ricevuta	V;MASC;SG;3;PST	N;FEM;SG
התקבל	ricevute	התקבל	ricevuta	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התקבל	ricevuti	התקבל	ricevuto	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התקבל	accettate	התקבל	accettare	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התקבל	accettati	התקבל	accettare	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
ירדן	giordano	ירדן	giordare	PROPN	N;MASC;SG
ירדן	jordan	ירדן	jordan	PROPN	N;FEM;SG
ירדן	giordania	ירדן	giordania	PROPN	N;FEM;SG
לפיכך	pertanto	לפיכך	pertanto	CONJ	ADV
בולט	bolt	בולט	bolt	ADJ;MASC;SG	N;MASC
בולט	bullone	בולט	bullone	ADJ;MASC;SG	N;MASC;SG
שוכן	risiede	שכן	risiedere	PROPN	V;IND;SG;3;PRS;FIN
ההחלטה	decisione	ההחלטה	decisione	PROPN	N;FEM;SG
אגם	laghetto	אגם	laghetto	PROPN	N;MASC;SG
אגם	pond	אגם	pond	PROPN	N
אגם	stagno	אגם	stagno	PROPN	N;MASC;SG
אגם	lago	אגם	lago	PROPN	N;MASC;SG
הבין	capito	הבין	capire	ADV	V;MASC;SG;PST;V.PTCP
הבין	realizzata	הבין	realizzare	ADV	V;FEM;SG;PST;V.PTCP
הבין	realizzato	הבין	realizzare	ADV	V;MASC;SG;PST;V.PTCP
גלובוס	globo	גלובוס	globo	PROPN	N;MASC;SG
גלובוס	globe	גלובוס	globa	PROPN	N;MASC
הוענק	concessi	הוענק	concedere	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוענק	concesse	הוענק	concedere	V;MASC;SG;3;PST;PASS	V;IND;PL;3;PST;FIN
הוענק	aggiudicati	הוענק	aggiudicare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
מתי	when	מתי	when	ADV	
הקיץ	estate	הקיץ	estate	PROPN	N;FEM;SG
הקומוניסטית	comunista	הקומוניסטי	comunista	N	ADJ;SG
פרץ	peretz	פרץ	peretz	V;MASC;SG;3;PST;ACT	N;MASC
פרץ	hacker	פרץ	hacker	V;MASC;SG;3;PST;ACT	N
מקווה	speranze	קיווה	speranza	V;MASC;SG;V.PTCP;ACT	N;FEM;PL
מקווה	speri	קיווה	spero	V;MASC;SG;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
מקווה	hope	קיווה	hope	V;MASC;SG;V.PTCP;ACT	N
מקווה	speranza	קיווה	speranza	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מקווה	auguro	קיווה	augurare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מקווה	speriamo	קיווה	sperare	V;MASC;SG;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
משותפת	condivisi	משותף	condividere	ADJ;FEM;SG	ADJ;MASC;PL
משותפת	condiviso	משותף	condividere	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
המצרי	egiziana	המצרי	egiziano	PROPN	ADJ;FEM;SG
המצרי	egizia	המצרי	egiziare	PROPN	N;FEM;SG
המצרי	egiziano	המצרי	egiziare	PROPN	ADJ;MASC;SG
המצרי	egizio	המצרי	egizio	PROPN	ADJ;MASC;SG
דיסני	disney	דיסני	disney	PROPN	N;MASC
ראובן	reuven	ראובן	reuveno	PROPN	N;MASC;SG
ראובן	reuben	ראובן	reuben	PROPN	N;MASC
ראובן	ruben	ראובן	rubendere	PROPN	N;SG
ראובן	ruben	ראובן	rubendere	PROPN	N;SG
אלוהים	god	אלוהים	god	N;MASC;SG	
השופט	giudica	השופט	giudicare	PROPN	V;IND;SG;3;PRS;FIN
השופט	giudicare	השופט	giudicare	PROPN	V;NFIN
השופט	giudice	השופט	giudice	PROPN	N;MASC;SG
באייר	bayer	באייר	bayer	PROPN	N;FEM;SG
מקומי	localmente	מקומי	localmente	PROPN	ADV
מקומי	locale	מקומי	locale	PROPN	ADJ;SG
מקומי	local	מקומי	local	PROPN	N
תופעה	fenomeni	תופעה	fenomeno	N;FEM;SG	N;MASC;PL
התקיים	esisteva	התקיים	esistere	V;MASC;SG;3;PST	V;IND;SG;3;IPFV;FIN
התקיים	esistiti	התקיים	esistere	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התקיים	esistevano	התקיים	esistere	V;MASC;SG;3;PST	V;IND;PL;3;IPFV;FIN
מהלך	sposta	מהלך	spostare	N;MASC;SG	V;IND;SG;3;PRS;FIN
מהלך	muovi	מהלך	muovere	N;MASC;SG	V;IND;SG;2;PRS;FIN
מהלך	muoversi	מהלך	muoverso	N;MASC;SG	
מהלך	spostati	מהלך	spostato	N;MASC;SG	V;MASC;PL;PST;V.PTCP
צי	flotte	צי	flotta	N;MASC;SG	N;FEM;PL
נפטרה	deceduti	נפטר	decedere	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
שריון	armature	שריון	armatura	N;MASC;SG	N;FEM;PL
הועלה	caricate	הועלה	caricato	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
הועלה	caricati	הועלה	caricare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
פונקציה	funzioni	פונקציה	funzione	N;FEM;SG	N;FEM;PL
פונקציה	funzioni	פונקציה	funzione	N;FEM;SG	N;FEM;PL
השידור	broadcast	השידור	broadcast	PROPN	N
השידור	trasmissione	השידור	trasmissione	PROPN	N;FEM;SG
בחיים	vivi	בחיים	vivo		ADJ;MASC;PL
בחיים	viva	בחיים	vivo		ADJ;FEM;SG
בחיים	vivo	בחיים	vivo		ADJ;MASC;SG
בחיים	alive	בחיים	alivo		N
מוקדם	early	מוקדם	early	ADV	N
להצביע	voto	הצביע	voto	V;NFIN;ACT	N;MASC;SG
להצביע	votazione	הצביע	votazione	V;NFIN;ACT	N;FEM;SG
הסובייטי	soviet	הסובייטי	soviet	PROPN	N
הסובייטי	sovietici	הסובייטי	sovietico	PROPN	ADJ;MASC;PL
הסובייטי	sovietico	הסובייטי	sovietico	PROPN	ADJ;MASC;SG
הסובייטי	sovietica	הסובייטי	sovietica	PROPN	ADJ;FEM;SG
נסע	viaggiato	נסע	viaggiare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
משפטים	legge	משפט	legge	N;MASC;PL	N;FEM;SG
משפטים	diritto	משפט	diritto	N;MASC;PL	N;MASC;SG
אמן	artista	אמן	artista		N;SG
אמן	amen	אמן	amere		INTJ
מייסד	fondatore	ייסד	fondatore	PROPN	N;MASC;SG
מייסד	fondatrice	ייסד	fondatore	PROPN	N;FEM;SG
שכונת	quartiere	שכונה	quartiere	PROPN	N;MASC;SG
שכונת	vicinato	שכונה	vicinare	PROPN	N;MASC;SG
המשרד	office	המשרד	office	PROPN	N
המשרד	ufficio	המשרד	ufficio	PROPN	N;MASC;SG
רחבה	larghi	רחבה	largo	N;FEM;SG	ADJ;MASC;PL
רחבה	ampia	רחבה	ampio	N;FEM;SG	ADJ;FEM;SG
רחבה	ampio	רחבה	ampio	N;FEM;SG	ADJ;MASC;SG
מהדורה	edizioni	מהדורה	edizione	N;FEM;SG	N;FEM;PL
בחלקו	parzialmente	בחלק	parzialmente		ADV
המפורסם	famosi	המפורסם	famoso	PROPN	ADJ;MASC;PL
המפורסם	famosa	המפורסם	famoso	PROPN	ADJ;FEM;SG
המפורסם	celebre	המפורסם	celebre	PROPN	ADJ;SG
המפורסם	famose	המפורסם	famoso	PROPN	ADJ;FEM;PL
המפורסם	famoso	המפורסם	famoso	PROPN	ADJ;MASC;SG
מהר	quick	מהר	quick	ADV	N
מהר	veloci	מהר	veloce	ADV	ADJ;PL
מהר	rapido	מהר	rapido	ADV	ADJ;MASC;SG
מהר	veloce	מהר	veloce	ADV	ADJ;SG
מהר	veloce	מהר	veloce	ADV	ADJ;SG
כלב	cane	כלב	cane	PROPN	N;MASC;SG
בטענה	rivendicazione	בטענה	rivendicazione		N;FEM;SG
בטענה	reclamare	בטענה	reclamare		V;NFIN
בטענה	rivendicare	בטענה	rivendicare		V;NFIN
האויב	nemico	האויב	nemico	PROPN	N;MASC;SG
האויב	nemica	האויב	nemica	PROPN	ADJ;FEM;SG
האויב	nemici	האויב	nemico	PROPN	N;MASC;PL
מזרחי	mizrahi	מזרחי	mizraoe	PROPN	N;FEM
מזרחי	orientale	מזרחי	orientale	PROPN	ADJ;SG
מזרחי	orientali	מזרחי	orientale	PROPN	N;MASC;PL
מזרחי	oriental	מזרחי	oriental	PROPN	N;SG
רכש	acquisite	רכש	acquisire	PROPN	V;FEM;PL;PST;V.PTCP
רכש	acquisita	רכש	acquisire	PROPN	V;FEM;SG;PST;V.PTCP
רכש	acquisito	רכש	acquisire	PROPN	V;MASC;SG;PST;V.PTCP
רכש	acquisiti	רכש	acquisire	PROPN	V;MASC;PL;PST;V.PTCP
רכש	acquisto	רכש	acquisto	PROPN	N;MASC;SG
רכש	acquisti	רכש	acquisto	PROPN	N;MASC;PL
רכש	acquistati	רכש	acquistare	PROPN	V;MASC;PL;PST;V.PTCP
רכש	acquistato	רכש	acquistare	PROPN	V;MASC;SG;PST;V.PTCP
רכש	acquistata	רכש	acquistare	PROPN	V;FEM;SG;PST;V.PTCP
רכש	acquistate	רכש	acquistare	PROPN	V;FEM;PL;PST;V.PTCP
הבנק	banca	הבנק	banca		N;FEM;SG
הבנק	bank	הבנק	bank		N
גוגל	google	גוגל	googliere	PROPN	N;MASC
השקט	pacifico	השקט	pacifico		ADJ;MASC;SG
השקט	pacific	השקט	pacifico		N;MASC
קנדי	canadese	קנדי	canadese	PROPN	N;SG
קנדי	canadesi	קנדי	canadese	PROPN	N;PL
קנדי	canadian	קנדי	canadian	PROPN	N;FEM;SG
קנדי	caramelle	קנדי	caramella	PROPN	N;FEM;PL
קנדי	candy	קנדי	candy	PROPN	N
קנדי	caramella	קנדי	caramella	PROPN	N;FEM;SG
קנדי	kennedy	קנדי	kennedy	PROPN	N;MASC
לאו	lau	None	lau		N;MASC;SG
לאו	lao	None	lao		N;MASC
לאו	leone	None	leone		N;MASC;SG
לאו	leo	None	leo		N;SG
רפואה	medicine	רפואה	medicina	N;FEM;SG	N;FEM;PL
שהפך	trasformato	שהפך	trasformare		V;MASC;SG;PST;V.PTCP
רוסי	russi	רוסי	russo	N;MASC;SG	N;MASC;PL
רוסי	russo	רוסי	russo	N;MASC;SG	ADJ;MASC;SG
רוסי	russa	רוסי	russo	N;MASC;SG	ADJ;FEM;SG
רוסי	rossi	רוסי	rosso	N;MASC;SG	ADJ;MASC;PL
קריאה	leggere	קריאה	leggere	N;FEM;SG	V;NFIN
קריאה	leggete	קריאה	leggere	N;FEM;SG	V;IMP;PL;2;PRS;FIN
קריאה	leggo	קריאה	leggo	N;FEM;SG	V;IND;SG;1;PRS;FIN
קריאה	leggi	קריאה	legge	N;FEM;SG	N;FEM;PL
קריאה	leggere	קריאה	leggere	N;FEM;SG	V;NFIN
קריאה	letture	קריאה	lettura	N;FEM;SG	N;FEM;PL
וילהלם	wilhelm	וילהלם	wilhelm	PROPN	N;MASC;SG
לזהות	identificarsi	זיהה	identificare	V;NFIN;ACT	ADJ;MASC;PL
חן	chen	חן	chen		N;SG
חן	gallina	חן	gallina		N;FEM;SG
מלכי	sire	מלכי	sire	PROPN	N;MASC
הטורניר	torneo	הטורניר	torneo	PROPN	N;MASC;SG
הטורניר	tornei	הטורניר	torneo	PROPN	N;MASC;PL
אסף	raccolte	אסף	raccogliere	PROPN	V;FEM;PL;PST;V.PTCP
אסף	raccolto	אסף	raccogliere	PROPN	V;MASC;SG;PST;V.PTCP
אסף	raccolti	אסף	raccogliere	PROPN	V;MASC;PL;PST;V.PTCP
אסף	asaf	אסף	asaf	PROPN	N;MASC;SG
אסף	raccolti	אסף	raccogliere	PROPN	V;MASC;PL;PST;V.PTCP
רפואי	medicinale	רפואי	medicinale	ADJ;MASC;SG	N;MASC;SG
רפואי	medico	רפואי	medico	ADJ;MASC;SG	N;MASC;SG
לרגל	pellegrinaggio	לרגל	pellegrinaggio	ADP	N;MASC;SG
מקומיים	locale	מקומי	locale	ADJ;MASC;PL	ADJ;SG
מקומיים	local	מקומי	local	ADJ;MASC;PL	N
הרצל	herzl	הרצל	herzl	PROPN	N;MASC
המערב	occidentale	המערב	occidentale	PROPN	ADJ;SG
המערב	west	המערב	west	PROPN	N;MASC
המערב	ovest	המערב	ovest	PROPN	N;MASC;SG
המערב	occidente	המערב	occidente	PROPN	N;SG
ונסון	johnson	ונסון	johnson	PROPN	N;MASC;SG
ההלכה	hadith	ההלכה	hadith		N;MASC
אבא	papà	אבא	papà		N;MASC
אבא	papino	אבא	papino		N;MASC;SG
אבא	papà	אבא	papà		N;MASC
אבא	padre	אבא	padre		N;MASC;SG
מימי	mimi	מימי	mima		N;MASC;SG
טון	tonnellate	טון	tonnellare	N;MASC;SG	N;FEM;PL
נפוליאון	napoleone	נפוליאון	napoleone	PROPN	N;MASC;SG
בינלאומית	internazionali	בינלאומית	internazionale	PROPN	ADJ;PL
בינלאומית	internazionale	בינלאומית	internazionale	PROPN	ADJ;SG
בינלאומית	international	בינלאומית	international	PROPN	N;FEM
פרידמן	friedman	פרידמן	friedman	PROPN	N
מטאל	metalli	מטאל	metallo	PROPN	N;MASC;PL
מטאל	metal	מטאל	metal	PROPN	N
מטאל	metallo	מטאל	metallo	PROPN	N;MASC;SG
מטאל	metallico	מטאל	metallico	PROPN	ADJ;MASC;SG
הכול	tutto	הכול	tutto		PRO;MASC;SG
הכול	everything	הכול	everything		N
בהדרגה	gradualmente	בהדרגה	gradualmente		ADV
בהדרגה	progressivamente	בהדרגה	progressivamente		ADV
התהליך	process	התהליך	process	V;MASC;SG;3;PST;ACT	N
התהליך	processo	התהליך	processo	V;MASC;SG;3;PST;ACT	N;MASC;SG
מק	mac	מק	mac	PROPN	N
מק	mack	מק	mack	PROPN	N;MASC
אהרון	aaron	אהרון	aaron	PROPN	N;MASC;SG
אהרון	aronne	אהרון	aronna	PROPN	N;MASC;PL
אהרון	aron	אהרון	aron	PROPN	N;MASC;SG
ערבי	arabi	ערבי	arabo	N;MASC;SG	N;MASC;PL
ערבי	araba	ערבי	arabo	N;MASC;SG	ADJ;FEM;SG
ערבי	arabo	ערבי	arabo	N;MASC;SG	ADJ;MASC;SG
בל	belle	בל	bello		ADJ;FEM;PL
בל	campana	בל	campana		N;FEM;SG
בל	campanella	בל	campanella		N;FEM;SG
בל	campanello	בל	campanello		N;MASC;SG
בל	bell	בל	bell		N;MASC;SG
בנייה	costruire	בנייה	costruire	N;FEM;SG	V;NFIN
בנייה	costruzioni	בנייה	costruzione	N;FEM;SG	N;FEM;PL
חשש	paure	חשש	paura	N;MASC;SG	N;FEM;PL
חשש	temuto	חשש	temuto	N;MASC;SG	ADJ;MASC;SG
חשש	temevano	חשש	temere	N;MASC;SG	V;IND;PL;3;IPFV;FIN
חשש	temeva	חשש	temere	N;MASC;SG	V;IND;SG;3;IPFV;FIN
האסלאם	islam	האסלאם	islam	PROPN	N;MASC
פוטר	potter	פוטר	pottere	PROPN	N;FEM;SG
דתיים	religiosa	דתי	religioso	N;MASC;PL	ADJ;FEM;SG
דתיים	religioso	דתי	religioso	N;MASC;PL	ADJ;MASC;SG
דתיים	religiosi	דתי	religioso	N;MASC;PL	ADJ;MASC;PL
קורא	chiamando	קורא	chiamare	N;MASC;SG	V;V.MSDR
קורא	leggere	קורא	leggere	N;MASC;SG	V;NFIN
קורא	letture	קורא	lettura	N;MASC;SG	N;FEM;PL
קורא	lettori	קורא	lettore	N;MASC;SG	N;MASC;PL
שליט	righello	שליט	righello	PROPN	N;MASC;SG
שליט	sovrana	שליט	sovrano	PROPN	ADJ;FEM;SG
שליט	sovrani	שליט	sovrano	PROPN	N;MASC;PL
שליט	sovrano	שליט	sovrano	PROPN	N;MASC;SG
שליט	sovrane	שליט	sovrano	PROPN	ADJ;FEM;PL
הרחב	espandere	הרחב	espandere		V;NFIN
לאחרונה	recente	לאחרונה	recente	ADV	ADJ;SG
לאחרונה	recenti	לאחרונה	recente	ADV	ADJ;PL
ירי	sparatoria	ירי	sparatoria	PROPN	N;FEM;SG
ירי	shooting	ירי	shooting	PROPN	N
ירי	tiro	ירי	tiro	PROPN	N;MASC;SG
ירי	riprese	ירי	riprendere	PROPN	N;FEM;PL
אזרחי	civile	אזרח	civile	N;MASC;PL	ADJ;SG
אזרחי	civile	אזרח	civile	N;MASC;PL	ADJ;SG
שישי	sesto	שישי	sesto	PROPN	ADJ;MASC;SG
שישי	sesta	שישי	sesto	PROPN	ADJ;FEM;SG
שישי	venerdì	שישי	venerdì	PROPN	N;MASC
שישי	venerdi	שישי	venerde	PROPN	N;MASC;PL
גיליון	lenzuolo	גיליון	lenzuolo	PROPN	N;MASC;SG
גיליון	fogli	גיליון	foglio	PROPN	N;MASC;PL
גיליון	foglio	גיליון	foglio	PROPN	N;MASC;SG
לכבוש	conquista	כבש	conquista	V;NFIN;ACT	N;FEM;SG
להרוג	kill	הרג	kill	V;NFIN;ACT	N
בוגר	adulto	בוגר	adulto		ADJ;MASC;SG
בוגר	adulti	בוגר	adulto		N;MASC;PL
בוגר	matura	בוגר	maturo		ADJ;FEM;SG
בוגר	maturo	בוגר	maturo		ADJ;MASC;SG
בוגר	maturi	בוגר	maturo		ADJ;MASC;PL
ייסד	fondato	ייסד	fondare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
ייסד	fondata	ייסד	fondare	N;MASC;SG	V;FEM;SG;PST;V.PTCP
מינכן	monaco	מינכן	monaco	PROPN	N;MASC;SG
השרון	hasharon	השרון	hasharon	PROPN	N;MASC;SG
ילה	cile	ילה	cila	ADV	N;MASC;SG
רון	runa	רון	runa	PROPN	N;FEM;SG
