right	सही	righta	सही		ADJ
scott	स्कॉट	scott	स्कॉट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
main	मुख्य	main	मुख्य		PROPN;NOM;MASC;SG;3
main	मेन	main	मेन		
main	प्रमुख	main	प्रमुख		N;NOM;MASC;SG;3
matrika	मेट्रिक्स	matrik	मेट्रिक्स	N;NOM;FEM;SG	
majhna	छोटे	majhen	छोटा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
služil	परोसा	služiti	परोसा	V;IPFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
poznan	ज्ञात	poznan	ज्ञात	ADJ;NOM;INDF;MASC;SG;V.PTCP	
gledališki	नाट्य	gledališki	नाट्य	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
desno	सही	desno	सही	ADV	ADJ
sredstva	निधि	sredstvo	निधि	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
sredstva	संपत्ति	sredstvo	संपत्ति	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
sredstva	एसेट	sredstvo	एसेट	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
sredstva	प्रसाधन	sredstvo	प्रसाधन	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
sredstva	संसाधन	sredstvo	संसाधन	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
lesa	वुड	les	वुड	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
lesa	लकड़ी	les	लकडी	N;GEN;MASC;SG	N;NOM;FEM;SG;3
lesa	लकडी	les	लकडी	N;GEN;MASC;SG	
notranjosti	आंतरिक	notranjost	आंतरिक	N;GEN;FEM;SG	ADJ;NOM
mimo	दर्रा	mimo	दर्रा	ADP;GEN	N;NOM;MASC;SG;3
mimo	पास	mimo	पास	ADP;GEN	ADV;NOM;MASC;SG;3
mimo	pass	mimo	pass	ADP;GEN	
della	डेल	delo	डेल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
della	देला	delo	देल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
klemen	सहनशील	klemen	सहनशील	N;NOM;MASC;SG	
poljsko	पालिश	poljski	पालिश	ADJ;NOM;NEUT;SG	
poljsko	पोलिश	poljski	पोलिश	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
poljsko	पॉलिश	poljski	पॉलिश	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
poljsko	पोलैंड	poljski	पोलैंड	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
poljsko	कैंडल	poljski	कैंडल	ADJ;NOM;NEUT;SG	
noči	राते	noč	रा	N;NOM;FEM;PL	V;IPFV;MASC;SG;V.PTCP;ACT
noči	रातों	noč	रात	N;NOM;FEM;PL	N;ACC;FEM;PL;3
državno	अवस्था	državen	अवस्था	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
državno	स्टेट	državen	स्टेट	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
državno	स्थिति	državen	स्थिति	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
državno	राज्य	državen	राज्य	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
auto	स्वतः	auta	स्वतः	N;NOM;MASC;SG	
auto	auto	auta	auto	N;NOM;MASC;SG	
auto	स्वचालित	auta	स्वचालित	N;NOM;MASC;SG	ADJ;NOM
spoznal	met	spoznati	met	V;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
kritik	आलोचनाओं	kritik	आलोचना	N;NOM;MASC;SG	N;ACC;FEM;PL;3
hrvaško	क्रोएशियाई	hrvaški	क्रोएशियाई	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
andreja	आंद्रेई	andreja	आंद्रेई	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
andreja	एंड्रयू	andreja	एंड्रयू	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
toronto	टोरंटो	toronto	टोरंटो	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
luna	चन्द्र	luna	चन्द्र	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
luna	चांद	luna	चांद	N;NOM;FEM;SG	
luna	चंद्रमा	luna	चंद्रमा	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dogodkov	घटनाएँ	dogodek	घटना	N;GEN;MASC;PL	N;NOM;FEM;PL;3
dogodkov	ईवेंट	dogodek	ईवेंट	N;GEN;MASC;PL	N;NOM;MASC;SG;3
dogodkov	कार्यक्रम	dogodek	कार्यक्रम	N;GEN;MASC;PL	N;NOM;MASC;SG;3
črne	काला	črn	काला	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
črne	ब्लैक	črn	ब्लैक	ADJ;NOM;FEM;PL	
bill	बिल	biti	बिल	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
bill	विधेयक	biti	विधेयक	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
operacije	संचालन	operacija	संचालन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
operacije	परिचालन	operacija	परिचालन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
operacije	सर्जरी	operacija	सर्जरी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
srednja	मध्य	srednji	मध्य	ADJ;NOM;FEM;SG	
srednja	मध्यम	srednji	मध्यम	ADJ;NOM;FEM;SG	
srednja	माध्यम	srednji	माध्यम	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
srednja	मीडियम	srednji	मीडियम	ADJ;NOM;FEM;SG	
remix	रिमिक्स	remixa	रिमिक्स	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
madžarski	हंगरी	madžarski	हंगरी	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
madžarski	हंगेरियाई	madžarski	हंगेरियाई	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
naprave	स्थापना	naprava	स्थापना	N;NOM;FEM;PL	N;NOM;FEM;SG;3
naprave	संस्थापना	naprava	संस्थापना	N;NOM;FEM;PL	N;NOM;FEM;SG;3
naprave	युक्ति	naprava	युक्ति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
naprave	औज़ार	naprava	औज़ार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
naprave	डिवाइस	naprava	डिवाइस	N;NOM;FEM;PL	N;NOM;MASC;SG;3
dobesedno	सचमुच	dobesedno	सचमुच	ADV	
dobesedno	शाब्दिक	dobesedno	शाब्दिक	ADV	PROPN;NOM;MASC;SG;3
dobesedno	शब्दश	dobesedno	शब्दश	ADV	
preprosto	सिंपल	preprosto	सिंपल	ADV	
preprosto	साधारण	preprosto	साधारण	ADV	PROPN;NOM;MASC;SG;3
preprosto	सरल	preprosto	सरल	ADV	
preprosto	बस	preprosto	बस	ADV	N;NOM;FEM;SG;3
žene	पत्नियों	žena	पत्नी	N;NOM;FEM;PL	N;ACC;FEM;PL;3
mnenje	राय	mnenje	राय	N;NOM;NEUT;SG	PROPN;NOM;SG;3
bell	बेल	bell	बेल	N;NOM;MASC;SG	
josé	जोस	josé	जोस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
josé	जोस	josé	जोस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vzhod	पूर्वी	vzhod	पूर्वी	N;NOM;MASC;SG	ADJ
vzhod	पूर्व	vzhod	पूर्व	N;NOM;MASC;SG	ADV;NOM;MASC;SG;3
vzhod	ईस्ट	vzhod	ईस्ट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ustrezno	उपयुक्त	ustrezno	उपयुक्त	ADV	ADJ
ustrezno	उचित	ustrezno	उचित	ADV	ADJ;NOM
ustrezno	पर्याप्त	ustrezno	पर्याप्त	ADV	CONJ
dosežke	उपलब्धियाँ	dosežek	उपलब्धि	N;ACC;MASC;PL	N;NOM;FEM;PL;3
teme	विषयों	tema	विषय	N;NOM;FEM;PL	N;ACC;MASC;PL;3
teme	विषय	tema	विषय	N;NOM;FEM;PL	N;NOM;MASC;SG;3
teme	प्रसंग	tema	प्रसंग	N;NOM;FEM;PL	N;NOM;MASC;SG;3
teme	थीम	tema	थीम	N;NOM;FEM;PL	
teme	विषयवस्तु	tema	विषयवस्तु	N;NOM;FEM;PL	N;NOM;FEM;SG;3
kratko	छोटा	kratko	छोटा	ADV	ADJ;NOM;MASC;SG
kratko	छोटी	kratko	छोटा	ADV	ADJ;FEM;SG
politična	राजनैतिक	političen	राजनैतिक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
aleš	अलेक्स	ali	अलेक्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
aleš	एलेक्स	ali	एलेक्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cevi	पाइप	cev	पाइप	N;NOM;FEM;PL	N;NOM;MASC;SG;3
cevi	पाइप	cev	पाइप	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ženski	स्त्री	ženski	स्त्री	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;3
ženski	महिला	ženski	महिला	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;3
ženski	मादा	ženski	मादा	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
standard	मानक	standard	मानक	N;NOM;MASC;SG	
palača	राजमहल	palača	राजमहल	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
izključno	एक्सक्लूसिव	izključno	एक्सक्लूसिव	ADV	N;NOM;MASC;SG;3
izključno	exclusive	izključno	exclusive	ADV	N;NOM;MASC;SG;3
izključno	अनन्य	izključno	अनन्य	ADV	
izključno	विशेष	izključno	विशेष	ADV	ADJ;NOM
premagal	बीट	premagati	बीट	V;PFV;MASC;SG;V.PTCP	
premagal	धड़कन	premagati	धड़कन	V;PFV;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
premagal	ताल	premagati	ताल	V;PFV;MASC;SG;V.PTCP	
jima	जिम	on	जिम	PRO;DAT;MASC;DU;3	N;NOM;MASC;SG;3
krat	गुना	krat	गुना	ADV	ADP;NOM;MASC;SG
krat	मोड़ें	krat	मोड़	ADV	V;SBJV;PL;3;FIN;ACT
krat	बार	krat	बार	ADV	N;NOM;FEM;SG;3
krat	टाइम्स	krat	टाइम्स	ADV	PROPN;NOM;MASC;SG;3
luka	ल्यूक	luka	ल्यूक	N;NOM;FEM;SG	
luka	लूका	luka	लूका	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
žensk	औरतों	ženska	औरत	N;GEN;FEM;PL	N;ACC;FEM;PL;3
žensk	स्त्रियाँ	ženska	स्त्री	N;GEN;FEM;PL	N;NOM;FEM;PL;3
žensk	महिलाएँ	ženska	महिला	N;GEN;FEM;PL	N;NOM;FEM;PL;3
žensk	महिलाएं	ženska	महिला	N;GEN;FEM;PL	N;NOM;FEM;PL;3
žensk	महिलाओं	ženska	महिला	N;GEN;FEM;PL	N;ACC;FEM;PL;3
andrea	एंड्रिया	andrea	एंड्रिया	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ustanovljeno	संस्थापित	ustanovljen	संस्थापित	ADJ;NOM;NEUT;SG;V.PTCP	PROPN;NOM;SG;3
močan	मज़बूत	močen	मज़बूत	ADJ;NOM;INDF;MASC;SG	CONJ
močan	बलवान	močen	बलवान	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
močan	दमदार	močen	दमदार	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
močan	शक्तिशाली	močen	शक्तिशाली	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG;3
predstavniki	प्रतिनिधियों	predstavnik	प्रतिनिधि	N;NOM;MASC;PL	N;ACC;MASC;PL;3
predstavniki	प्रतिनिधि	predstavnik	प्रतिनिधि	N;NOM;MASC;PL	N;NOM;MASC;SG;3
odkritje	डिस्कवरी	odkritje	डिस्कवरी	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
otoki	द्वीपसमूह	otok	द्वीपसमूह	N;NOM;MASC;PL	N;NOM;MASC;SG;3
otoki	आइलैंड्स	otok	आइलैंड	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
male	छोटा	mali	छोटा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
male	लिटिल	mali	लिटिल	ADJ;NOM;FEM;PL	
male	छोटी	mali	छोटा	ADJ;NOM;FEM;PL	ADJ;FEM;SG
oxford	ऑक्सफोर्ड	osford	ऑक्सफोर्ड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
upokojil	रिटायर	upokojiti	रिटायर	V;PFV;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
nizozemski	नीदरलैंड	nizozemski	नीदरलैंड	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nizozemski	नीदरलैंड्स	nizozemski	नीदरलैंड्स	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nizozemski	डच	nizozemski	डच	ADJ;NOM;MASC;SG	
ideje	विचारों	ideja	विचार	N;NOM;FEM;PL	N;ACC;MASC;PL;3
ideje	विचार	ideja	विचार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
učinki	प्रभाव	učinek	प्रभाव	N;NOM;MASC;PL	N;NOM;MASC;SG;3
plovila	बरतन	plovilo	बरतन	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
izdan	विश्वासघात	izdan	विश्वासघात	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
izdan	गद्दारी	izdan	गद्दारी	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
rek	नहरें	reka	नहर	N;NOM;MASC;SG	N;NOM;FEM;PL;3
rek	नदियाँ	reka	नदी	N;NOM;MASC;SG	N;NOM;FEM;PL;3
kanal	नहरों	kanal	नहर	N;NOM;MASC;SG	N;ACC;FEM;PL;3
kanal	नहरें	kanal	नहर	N;NOM;MASC;SG	N;NOM;FEM;PL;3
kanal	कनाल	kanal	कनाल	N;NOM;MASC;SG	
inc	इंक	ince	इंक	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
inc	inc	ince	inc	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
splošni	जनरल	splošen	जनरल	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
splošni	साधारण	splošen	साधारण	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
splošni	सामान्य	splošen	सामान्य	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
spodaj	बॉटम	spodaj	बॉटम	ADV	
spodaj	तल	spodaj	तल	ADV	N;NOM;MASC;SG;3
šport	स्पोर्ट्स	šport	स्पोर्ट	N;NOM;MASC;SG	N;NOM;MASC;PL;3
igrala	निभाई	igrati	निभा	V;IPFV;FEM;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
samostana	मठ	samostan	मठ	N;GEN;MASC;SG	N;NOM;MASC;SG;3
uprave	प्रशासन	uprava	प्रशासन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
srca	दिलों	srce	दिल	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
formula	सूत्र	formul	सूत्र	N;NOM;FEM;SG	N;NOM;MASC;PL;3
živeli	लाइव	živeti	लाइव	V;IPFV;MASC;PL;V.PTCP	N;NOM;MASC;SG;3
živeli	सजीव	živeti	सजीव	V;IPFV;MASC;PL;V.PTCP	
živeli	जिया	živeti	जिया	V;IPFV;MASC;PL;V.PTCP	
rhin	rhin	rhin	ओप	PROPN;NOM;MASC;SG	
levo	बायां	levo	बायां	ADV	
levo	शेष	levo	शेष	ADV	ADJ
levo	बाएं	levo	बाएं	ADV	N;NOM;MASC;SG;3
levo	बाएँ	levo	बाएं	ADV	
široko	वाइड	široko	वाइड	ADV	N;NOM;MASC;SG;3
široko	व्यापक	široko	व्यापक	ADV	PROPN;NOM;SG;3
široko	चौड़ी	široko	चौड़ी	ADV	ADJ;NOM;FEM;SG
široko	ब्रॉड	široko	ब्रॉड	ADV	
široko	व्यापक	široko	व्यापक	ADV	PROPN;NOM;SG;3
mihael	माइकल	mihati	माइकल	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
live	सजीव	liva	सजीव	N;NOM;FEM;SG	
okraj	काउंटी	okraj	काउंटी	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zgornje	upper	zgornji	upper	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
zgornje	अपर	zgornji	अपर	ADJ;NOM;FEM;PL	
kalifornija	कैलिफोर्निया	kalifornija	कैलिफोर्निया	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
kalifornija	कैलिफ़ोर्निया	kalifornija	कैलिफ़ोर्निया	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
plošče	प्लेटों	plošča	प्लेट	N;NOM;FEM;PL	N;ACC;MASC;PL;3
športni	क्रीड़ा	športen	क्रीड़ा	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
športni	खेलकूद	športen	खेलकूद	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
športni	स्पोर्ट्स	športen	स्पोर्ट	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
športni	खेल	športen	खेल	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
uporabnik	उपयोगकर्ता	uporabnik	उपयोगकर्ता	N;NOM;MASC;SG	N;NOM;MASC;PL;3
cerkveni	ecclesiastical	cerkven	ecclesiastical	ADJ;NOM;DEF;MASC;SG	V;IPFV;MASC;PL;V.PTCP;ACT
umre	मरता	umra	मर	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
prijatelj	dost	prijatelj	dost	N;NOM;MASC;SG	
dejstvo	फैक्ट	dejstvo	फैक्ट	N;NOM;NEUT;SG	
začasno	अस्थायी	začasno	अस्थायी	ADV	N;NOM;MASC;SG;3
začasno	अस्थाई	začasno	अस्थायी	ADV	
notranjost	आंतरिक	notranjost	आंतरिक	N;NOM;FEM;SG	ADJ;NOM
zdravljenja	इलाज	zdravljenje	इलाज	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
zdravljenja	उपचार	zdravljenje	उपचार	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
zdravljenja	उपचार	zdravljenje	उपचार	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
vera	वेरा	vera	वेरा	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
vera	वीरा	vera	वीरा	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
vera	मजहब	vera	मजहब	N;NOM;FEM;SG	
spodnja	निम्नतर	spodnji	निम्नतर	ADJ;NOM;FEM;SG	
hudo	खराब	hudo	खराब	ADV	ADJ
hudo	ख़राब	hudo	ख़राब	ADV	PROPN;NOM;MASC;SG;3
hudo	कठोर	hudo	कठोर	ADV	ADJ
vozila	वाहनों	vozilo	वाहन	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
funkcij	फंक्शन्स	funkcija	फंक्शन्स	N;GEN;FEM;PL	N;NOM;MASC;PL;3
funkcij	कृत्यों	funkcija	कृत्य	N;GEN;FEM;PL	N;ACC;MASC;PL;3
tehnike	तकनीक	tehnika	तकनीक	N;NOM;FEM;PL	N;NOM;FEM;SG;3
tehnike	तकनीकों	tehnika	तकनीक	N;NOM;FEM;PL	N;ACC;FEM;PL;3
družbo	सोसायटी	družba	सोसायटी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
družbo	समाज	družba	समाज	N;ACC;FEM;SG	N;NOM;MASC;SG;3
družbo	कंपनी	družba	कंपनी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
družbo	कम्पनी	družba	कम्पनी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
leopold	लियोपोल्ड	leopold	लियोपोल्ड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
oddaja	प्रसारण	oddajati	प्रसारण	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
oddaja	ब्रॉडकास्ट	oddajati	ब्रॉडकास्ट	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
oddaja	दिखाओ	oddajati	दिखा	V;IPFV;IND;SG;3;PRS;FIN	V;SBJV;SG;FIN;ACT
oddaja	शो	oddajati	शो	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
oddaja	दिखाएं	oddajati	दिखा	V;IPFV;IND;SG;3;PRS;FIN	V;SBJV;PL;FIN;ACT
oddaja	दिखाएँ	oddajati	दिखा	V;IPFV;IND;SG;3;PRS;FIN	V;SBJV;PL;FIN;ACT
norveška	नॉर्वेजियाई	norveški	नॉर्वेजियाई	ADJ;NOM;FEM;SG	
norveška	नॉर्वे	norveški	नॉर्वे	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
norveška	नार्वे	norveški	नार्वे	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dna	डीएनए	dno	डीएनए	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
kategorije	श्रेणी	kategorija	श्रेणी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
mnenja	राय	mnenje	राय	N;NOM;NEUT;PL	PROPN;NOM;SG;3
mnenja	राय	mnenje	राय	N;NOM;NEUT;PL	PROPN;NOM;SG;3
mnenja	दृश्य	mnenje	दृश्य	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
aleksandra	एलेक्जेंड्रा	aleksander	एलेक्जेंड्रा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
aleksandra	अलेक्जेंडर	aleksander	अलेक्जेंडर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
aleksandra	सिकंदर	aleksander	सिकंदर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sobota	शनिवार	sobota	शनिवार	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
carlo	कार्लो	carel	कार्लो	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lastne	अपनी	lasten	अपना	ADJ;NOM;FEM;PL	PRO;NOM;FEM
lastne	खुद	lasten	खुद	ADJ;NOM;FEM;PL	PRO;NOM
lastne	स्वयं	lasten	स्वयं	ADJ;NOM;FEM;PL	
lastne	अपने	lasten	अपना	ADJ;NOM;FEM;PL	PRO;NOM;MASC
lastne	अपना	lasten	अपना	ADJ;NOM;FEM;PL	PRO;NOM;MASC;SG
ure	घंटे	ura	घंटा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ure	घंटा	ura	घंटा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
ure	कार्यकाल	ura	कार्यकाल	N;NOM;FEM;PL	N;NOM;MASC;SG;3
uporabniki	उपयोगकर्ताओं	uporabnik	उपयोगकर्ता	N;NOM;MASC;PL	N;ACC;MASC;PL;3
uporabniki	उपयोक्ता	uporabnik	उपयोक्ता	N;NOM;MASC;PL	N;NOM;MASC;SG;3
okužbe	संक्रमण	okužba	संक्रमण	N;NOM;FEM;PL	N;NOM;MASC;SG;3
točki	बिंदु	točka	बिंदु	N;NOM;FEM;DU	N;NOM;MASC;SG;3
točki	पॉइंट	točka	पॉइंट	N;NOM;FEM;DU	N;NOM;MASC;SG;3
točki	अंक	točka	अंक	N;NOM;FEM;DU	N;NOM;MASC;SG;3
katarina	कैथरीन	katarina	कैथरीन	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
katarina	कैथरीन	katarina	कैथरीन	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
politike	राजनीति	politika	राजनीति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
politike	पॉलिटिक्स	politika	पॉलिटिक्स	N;NOM;FEM;PL	N;NOM;MASC;SG;3
politike	राजनीती	politika	राजनीती	N;NOM;FEM;PL	PROPN;NOM;FEM;SG;3
politike	नीतियों	politika	नीति	N;NOM;FEM;PL	N;ACC;FEM;PL;3
bruno	ब्रूनो	bruno	ब्रूनो	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
strah	डर	strah	डर	N;NOM;MASC;SG	
strah	ख़ौफ़	strah	ख़ौफ़	N;NOM;MASC;SG	
točko	बिंदु	točka	बिंदु	N;ACC;FEM;SG	N;NOM;MASC;SG;3
točko	बिन्दु	točka	बिंदु	N;ACC;FEM;SG	N;NOM;MASC;SG;3
točko	पॉइंट	točka	पॉइंट	N;ACC;FEM;SG	N;NOM;MASC;SG;3
točko	पाइंट	točka	पाइंट	N;ACC;FEM;SG	
prost	prost	prost	prost	ADJ;NOM;INDF;MASC;SG	
oltar	वेदी	oltar	वेदी	N;NOM;MASC;SG	
kitajsko	चीन	kitajski	चीन	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
kitajsko	चीनी	kitajski	चीनी	ADJ;NOM;NEUT;SG	
kitajsko	चाइनीज	kitajski	चाइनीज	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ludwig	लुडविग	ludwig	लुडविग	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
tenisu	टेनिस	tenis	टेनिस	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
dežela	land	dežela	land	N;NOM;FEM;SG	
dežela	लैंड	dežela	लैंड	N;NOM;FEM;SG	
praga	दहलीज	praga	दहलीज	N;NOM;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
praga	प्राग	praga	प्राग	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
bob	बॉब	bob	बॉब	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
bob	bob	bob	bob	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mojster	निपुण	mojster	निपुण	N;NOM;MASC;SG	ADP
švicarski	स्विस	švicarski	स्विस	ADJ;NOM;MASC;SG	
avtorji	रचयिता	avtor	रचयिता	N;NOM;MASC;PL	N;NOM;MASC;SG;3
avtorji	लेखक	avtor	लेखक	N;NOM;MASC;PL	N;NOM;MASC;SG;3
gustav	गुस्ताव	gustava	गुस्ताव	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
raje	बजाय	raje	बजाय	ADV;CMPR	
raje	बल्कि	raje	बल्कि	ADV;CMPR	CONJ
idr	आदि	idr	आदि	N;NOM;MASC;SG	PART
idr	etc	idr	etc	N;NOM;MASC;SG	
idr	इत्यादि	idr	इत्यादि	N;NOM;MASC;SG	
windows	खिड़कियाँ	windows	खिड़की	N;NOM;MASC;SG	N;NOM;FEM;PL;3
chicago	शिकागो	chicag	शिकागो	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
