dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
sværere	tvrdšie	svær	tvrdý	ADJ;CMPR	ADV;CMPR
sværere	silnejšie	svær	silne	ADJ;CMPR	ADV;CMPR
pablo	pablo	pablo	pabnúť		PROPN;ANIM;NOM;MASC;SG
split	rozdeliť	split	rozdeliť		V;PFV;POS;NFIN
split	rozdelenie	split	rozdelenie		N;NOM;NEUT;SG
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffa	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
begrænsninger	obmedzenie	begrænsning	obmedzenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
gaver	predkladá	gave	predkladať	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
gaver	prezentuje	gave	prezentovať	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
oplevelse	skúsenosti	oplevelse	skúsenosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
oplevelse	zažiť	oplevelse	zažiť	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
mystiske	tajomný	mystisk	tajomný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
mystiske	záhadné	mystisk	záhadný	ADJ;PL	ADJ;NOM;NEUT;SG
mystiske	tajomná	mystisk	tajomný	ADJ;PL	ADJ;NOM;FEM;SG
mystiske	záhadná	mystisk	záhadný	ADJ;PL	ADJ;NOM;FEM;SG
mystiske	tajomné	mystisk	tajomný	ADJ;PL	ADJ;NOM;NEUT;SG
mystiske	mystické	mystisk	mystický	ADJ;PL	ADJ;NOM;NEUT;SG
mystiske	mystic	mystisk	mystica	ADJ;PL	N;NOM;FEM;SG
paradise	paradise	paradis	paradisa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sri	sri	sri	sri	PROPN	N;INAN;NOM;MASC;SG
sri	srí	sri	srať	PROPN	N;INAN;NOM;MASC;SG
kvartfinalen	štvrťfinále	kvartfinale	štvrťfinál	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
filosofisk	filozofické	filosofisk	filozofický	ADV	ADJ;NOM;NEUT;SG
glade	šťastný	glad	šťastný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
glade	šťastne	glad	šťastne	ADJ;PL	ADV
glade	šťastné	glad	šťastný	ADJ;PL	ADJ;NOM;NEUT;SG
bestilt	zadané	bestille	zadaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bestilt	rezervované	bestille	rezervovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bestilt	objednané	bestille	objednaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bestilt	objednali	bestille	objednať	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
cola	kokaín	cola	kokain		N;INAN;NOM;MASC;SG
cola	colu	cola	cola		N;ACC;FEM;SG
cola	koks	cola	koks		N;INAN;NOM;MASC;SG
cola	cola	cola	cola		N;NOM;FEM;SG
cola	cola	cola	cola		N;NOM;FEM;SG
queens	kráľovné	que	kráľovná	N;GEN;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;PL
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG
afsluttende	dokončovacie	afslutte	dokončovací	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
afsluttende	uzavretie	afslutte	uzavretie	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	zatvorenie	afslutte	zatvorenie	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	zatváranie	afslutte	zatváranie	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	konečné	afslutte	konečný	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
afsluttende	konečná	afslutte	konečný	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
afsluttende	záverečná	afslutte	záverečná	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
afsluttende	konečný	afslutte	konečný	V;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG
afsluttende	záverečné	afslutte	záverečný	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
emilie	emilie	emilie	emilie		PROPN;NOM;FEM;SG
utah	utahu	utah	utah		N;INAN;GEN;MASC;SG
joint	kĺb	joint	kĺb		N;INAN;NOM;MASC;SG
joint	joint	joint	joint		N;INAN;NOM;MASC;SG
joint	spoločné	joint	spoločný		ADJ;NOM;NEUT;SG
joint	spoločná	joint	spoločný		ADJ;NOM;FEM;SG
joint	spoločný	joint	spoločný		ADJ;INAN;NOM;MASC;SG
ondt	zlo	ondt	zlo	ADV	N;NOM;NEUT;SG
ondt	zla	ondt	zlo	ADV	N;GEN;NEUT;SG
ondt	zlom	ondt	zlom	ADV	N;INS;NEUT;SG
ondt	zranená	ondt	zranený	ADV	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ondt	zranený	ondt	zranený	ADV	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ondt	ublížiť	ondt	ublížiť	ADV	V;PFV;POS;NFIN
ondt	krutý	ondt	krutý	ADV	ADJ;ANIM;NOM;MASC;SG
ondt	krutá	ondt	krutý	ADV	ADJ;NOM;FEM;SG
ondt	kruté	ondt	krutý	ADV	ADJ;NOM;NEUT;SG
fattig	chudobných	fattig	chudobný	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
fattig	chudák	fattig	chudák	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fattig	chudobní	fattig	chudobniť	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;PL
funktionen	funkcie	funktion	funkcia	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
mainsnak	mainsnak	mainsnak	mainsnak		ADV
avanceret	pokročilý	avanceret	pokročilý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG
avanceret	pokročilé	avanceret	pokročilý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
avanceret	rozšírené	avanceret	rozšírený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fauna	fauny	fauna	fauna	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
udsatte	odložiť	udsat	odložiť	ADJ;PL	V;PFV;POS;NFIN
udsatte	odložené	udsat	odložený	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udsatte	odložený	udsat	odložený	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
udsatte	odložiť	udsat	odložiť	ADJ;PL	V;PFV;POS;NFIN
udsatte	odložené	udsat	odložený	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udsatte	odložili	udsat	odložiť	ADJ;PL	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
udsatte	zraniteľné	udsat	zraniteľný	ADJ;PL	ADJ;NOM;NEUT;SG
udsatte	zraniteľná	udsat	zraniteľný	ADJ;PL	ADJ;NOM;FEM;SG
udsatte	zraniteľný	udsat	zraniteľný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
craig	craig	craig	craig		PROPN;ANIM;NOM;MASC;SG
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	
stjernen	hviezdny	stjerne	hviezdny	N;DEF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
bonn	bonne	bonn	bonne	PROPN	PROPN;NOM;MASC;SG
mekaniske	mechanické	mekanisk	mechanický	ADJ;PL	ADJ;NOM;NEUT;SG
mekaniske	mechanická	mekanisk	mechanický	ADJ;PL	ADJ;NOM;FEM;SG
mekaniske	mechanický	mekanisk	mechanický	ADJ;PL	ADJ;INAN;NOM;MASC;SG
flytning	premiestnenia	flytning	premiestnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
undersøgte	preskúmané	undersøge	preskúmaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
undersøgte	skúmané	undersøge	skúmaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
undersøgte	skúmaných	undersøge	skúmaný	V;IND;PST;FIN;ACT	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
gottlieb	gottlieb	gottlie	gottleb	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
jung	jung	jung	jung		N;ANIM;NOM;MASC;SG
sheffield	sheffield	sheffield	sheffield		N;INAN;NOM;MASC;SG
offensiven	urážlivé	offensiv	urážlivý	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
truman	truman	truman	truman		N;ANIM;NOM;MASC;SG
harbor	harbor	harbor	harbor		N;INAN;NOM;MASC;SG
harbor	prístav	harbor	prístava		N;INAN;NOM;MASC;SG
påstande	tvrdí	påstande	tvrdiť	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
påstande	obvinení	påstande	obvinenie	N;INDF;MASC+FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
eftermiddagen	poobede	eftermiddag	poobede	N;DEF;MASC+FEM;SG	ADV
eftermiddagen	popoludní	eftermiddag	popoludní	N;DEF;MASC+FEM;SG	ADV
cm³	cm³	cm³	cm³		PROPN;ANIM;NOM;MASC;SG
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
crystal	crystal	crystal	crystať		PROPN;ANIM;NOM;MASC;SG
crystal	kryštál	crystal	kryštál		N;INAN;NOM;MASC;SG
vedligeholdelse	údržby	vedligeholdelse	údržey	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
homo	homo	homo	homo		N;INAN;NOM;MASC;SG
malcolm	malcolm	malcolm	malcol		N;ANIM;NOM;MASC;SG
perfekt	perfektne	perfekt	perfektne	ADJ;INDF;SG	ADV
fugtige	vlhké	fugtig	vlhký	ADJ;PL	ADJ;NOM;NEUT;SG
fugtige	vlhký	fugtig	vlhký	ADJ;PL	ADJ;INAN;NOM;MASC;SG
fugtige	vlhké	fugtig	vlhký	ADJ;PL	ADJ;NOM;NEUT;SG
fugtige	vlhko	fugtig	vlhko	ADJ;PL	N;NOM;NEUT;SG
cat	kocúr	cat	kocúr		N;ANIM;NOM;MASC;SG
cat	mačka	cat	mačka		N;NOM;FEM;SG
cat	cat	cat	cat		PROPN;ANIM;VOC;MASC;SG
sild	slede	sild	sled	N;INDF;MASC+FEM;PL	ADV
udfald	výsledky	udfald	výsledok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
udfald	výstupy	udfald	výstup	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
commonwealth	spoločenstva	commonwealth	spoločenstvo		N;NOM;NEUT;PL
commonwealth	spoločenstvo	commonwealth	spoločenstvo		N;NOM;NEUT;SG
kunstig	umelých	kunstig	umelý	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
dos	dos	dos	dos		PROPN;ANIM;NOM;MASC;SG
fods	pešo	fod	pešo	N;INDF	ADV
oregon	oregon	oregon	oregon		PROPN;ANIM;NOM;MASC;SG
bordeaux	bordeaux	bordeaux	bordeaux		N;INAN;NOM;MASC;SG
earl	earl	earl	earl		PROPN;ANIM;NOM;MASC;SG
bæres	nosenie	bære	nosenie	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
fotos	photos	fotos	photos	N;INDF;NEUT;PL	N;NOM;MASC;SG
mistanke	podozrenia	mistanke	podozrenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
mistanke	podozrivé	mistanke	podozrivý	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mistanke	podozrivý	mistanke	podozrivý	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
mistanke	podozrivá	mistanke	podozrivý	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mistanke	podozrivý	mistanke	podozrivý	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
mistanke	podozrenia	mistanke	podozrenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
antager	predpokladajme	antage	predpokladať	V;IND;PRS;FIN;ACT	V;IPFV;IMP;PL;1;POS;FIN
paradis	paradise	paradis	paradisa	N;INDF;NEUT;SG	N;NOM;FEM;PL
svømmer	kúpanie	svømme	kúpanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
svømmer	plávanie	svømme	plávanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
svømmer	plávajúce	svømme	plávajúci	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
svømmer	záchranár	svømme	záchranár	V;IND;PRS;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
svømmer	plavec	svømme	plavec	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
maine	maine	maine	maina	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
afgrænset	definovaný	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
afgrænset	vymedzená	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	definované	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afgrænset	definovaná	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	vymedzených	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
afgrænset	vymedzená	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	vymedzené	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afgrænset	vymedzenú	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;ACC;FEM;SG;POS;V.PTCP;PASS
afgrænset	vymedzená	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	vymedzená	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	vymedzenú	afgrænse	vymedzený	V;INDF;SG;PST;V.PTCP	ADJ;ACC;FEM;SG;POS;V.PTCP;PASS
afgrænset	ohraničená	afgrænse	ohraničený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afgrænset	ohraničené	afgrænse	ohraničený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afgrænset	ohraničenú	afgrænse	ohraničený	V;INDF;SG;PST;V.PTCP	ADJ;ACC;FEM;SG;POS;V.PTCP;PASS
moderat	stredne	moderat	strednúť	ADJ;INDF;MASC+FEM;SG	ADV
moderat	pomerne	moderat	pomerne	ADJ;INDF;MASC+FEM;SG	PART
moderat	mierne	moderat	mierne	ADJ;INDF;MASC+FEM;SG	ADV
moderat	stredne	moderat	strednúť	ADJ;INDF;MASC+FEM;SG	ADV
brændende	pálenie	brænde	pálenie	V;PRS;V.PTCP	N;NOM;NEUT;SG
brændende	spaľovanie	brænde	spaľovanie	V;PRS;V.PTCP	N;NOM;NEUT;SG
friends	priatelia	friends	priateľ	V;PRS;V.PTCP	N;ANIM;NOM;MASC;PL
friends	priateľov	friends	priateľ	V;PRS;V.PTCP	N;ANIM;ACC;MASC;PL
friends	kamaráti	friends	kamarát	V;PRS;V.PTCP	N;ANIM;NOM;MASC;PL
dedikeret	venovaná	dedikere	venovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gemt	ukryté	gemme	ukrytý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gemt	skrytý	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
gemt	skrytá	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gemt	skryté	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gemt	uložená	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gemt	uložené	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gemt	zachránený	gemme	zachránený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gemt	zachránili	gemme	zachrániť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
oplyste	osvietený	oplyse	osvietený	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	INTJ
opretter	vytvorte	oprette	vytvoriť	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
opretter	vytváranie	oprette	vytváranie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
opretter	vytvorenie	oprette	vytvorenie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
opretter	stvoriteľ	oprette	stvoriteľ	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
opretter	tvorca	oprette	tvorca	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
midterste	blízkom	midter	blízky	ADJ;DEF;RL	ADJ;INS;NEUT;SG
midterste	stredný	midter	stredný	ADJ;DEF;RL	ADJ;ANIM;NOM;MASC;SG
midterste	stredné	midter	stredný	ADJ;DEF;RL	ADJ;NOM;NEUT;SG
midterste	stredná	midter	stredný	ADJ;DEF;RL	ADJ;NOM;FEM;SG
midterste	stred	midter	stred	ADJ;DEF;RL	N;INAN;NOM;MASC;SG
forkerte	nesprávna	forkert	správny	ADJ;PL	ADJ;NOM;FEM;SG
forkerte	zle	forkert	zle	ADJ;PL	ADV
forkerte	nesprávne	forkert	nesprávny	ADJ;PL	ADV
forkerte	nesprávny	forkert	nesprávny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
affald	odpady	affald	odpad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
affald	odpady	affald	odpad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
maximilian	maximilian	maximilian	maximilian	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
suzuki	suzuki	suzuki	suzuk		N;INAN;NOM;MASC;SG
jelena	jelena	jelena	jeleno		N;NOM;FEM;SG
lægen	doctor	læge	doctor	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
taktik	taktiky	taktik	taktika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
medina	medina	medina	medina		PROPN;ANIM;NOM;MASC;SG
munden	papule	mund	papuľa	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
munden	ústa	mund	ústa	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
konrad	konrad	konrad	konrad		PROPN;ANIM;NOM;MASC;SG
kæmpet	bojovali	kæmpe	bojovať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
filmet	natočené	film	natočený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
arkiveret	archivované	arkivere	archivovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
arkiveret	podané	arkivere	podaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
arkiveret	podaná	arkivere	podaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
larsson	larsson	larsson	larsson		PROPN;ANIM;NOM;MASC;SG
bemærkede	zaznamenaná	bemærket	zaznamenaný	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bemærkede	zaznamenané	bemærket	zaznamenaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sorg	zial	sorg	ziať	N;INDF;MASC+FEM;SG	INTJ
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
olof	olof	olof	olof	PROPN	PROPN;ANIM;NOM;MASC;SG
wulff	wulff	wulff	wulff		PROPN;ANIM;NOM;MASC;SG
smed	kováč	smide	kováč	V;IND;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
absolutte	absolútna	absolutte	absolútny	ADJ;PL	ADJ;NOM;FEM;SG
absolutte	absolútnu	absolutte	absolútny	ADJ;PL	N;ACC;FEM;SG
absolutte	absolútne	absolutte	absolútny	ADJ;PL	ADV
absolutte	absolútny	absolutte	absolútny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
aske	ash	aske	ash	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
davies	davies	davie	daviesť		PROPN;ANIM;NOM;MASC;SG
sår	rany	sår	rana	N;INDF;NEUT;SG	N;NOM;FEM;PL
sår	rán	sår	rán	N;INDF;NEUT;SG	N;GEN;FEM;PL
sår	poranenia	sår	poranenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
sår	rany	sår	rana	N;INDF;NEUT;SG	N;NOM;FEM;PL
kulturarv	dedičstva	kulturarv	dedičstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
trine	katka	trine	katka		N;NOM;FEM;SG
alliancen	aliancie	alliance	aliancia	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
identificeret	identifikovaná	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
identificeret	identifikované	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
identificeret	identifikovaný	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
identificeret	identifikovaných	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
afskediget	prepustený	afskedige	prepustený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
afskediget	odvolaný	afskedige	odvolaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
afskediget	zamietnuté	afskedige	zamietnutý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
money	money	money	money		N;INAN;NOM;MASC;SG
money	peňazí	money	peniaze		N;INAN;GEN;MASC;PL
money	peniaze	money	peniaz		N;INAN;NOM;MASC;PL
knut	knut	knut	knut		PROPN;ANIM;NOM;MASC;SG
leeds	leeds	leeds	leeds		PROPN;INAN;NOM;MASC;SG
protein	bielkovín	protein	bielkovina	N;INDF;NEUT;SG	N;GEN;FEM;PL
protein	proteíny	protein	proteina	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
protein	bielkoviny	protein	bielkovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
protein	proteíny	protein	proteina	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
protein	bielkoviny	protein	bielkovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
netværket	siete	netværk	sieť	N;DEF;NEUT;SG	N;NOM;FEM;PL
netværket	sieťové	netværk	sieťový	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
roberto	roberto	roberto	roberto		PROPN;ANIM;NOM;MASC;SG
genetisk	geneticky	genetisk	geneticky	ADJ;INDF;SG	ADV
tømmer	drevo	tømme	drevo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
intellektuelle	intelektuálov	intellektuel	intelektuál	ADJ;PL	N;INAN;GEN;MASC;PL
intellektuelle	intelektuálne	intellektuel	intelektuálne	ADJ;PL	ADV
intellektuelle	duševného	intellektuel	duševný	ADJ;PL	ADJ;GEN;NEUT;SG
intellektuelle	duševné	intellektuel	duševný	ADJ;PL	ADJ;NOM;NEUT;SG
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	
udtrykt	vyjadrené	udtrykke	vyjadrený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udtrykt	vyjadrený	udtrykke	vyjadrený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
berkeley	berkeley	berkeley	berkeley		N;NOM;FEM;PL
indkomst	príjmy	indkomst	príjmy	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
indkomst	výnosy	indkomst	výnos	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
faldne	padol	falden	padnúť	ADJ;PL	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
faldne	padli	falden	padnúť	ADJ;PL	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
tegneserie	kreslené	tegneserie	kreslený	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
bedrifter	držba	bedrifter	držba	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
koalition	koalície	koalition	koalícia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forever	navždy	foreve	navždy	N;INDF;MASC+FEM;SG	ADV
forever	naveky	foreve	naveky	N;INDF;MASC+FEM;SG	ADV
perron	platformy	perron	platforma	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
omar	omar	omar	omar	PROPN	PROPN;ANIM;NOM;MASC;SG
blok	blokovať	blok	blokovať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
blok	zablokovať	blok	zablokovať	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
spænder	spony	spænde	spon	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
spænder	uzávery	spænde	uzáver	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
klinisk	klinických	klinisk	klinický	ADV	ADJ;GEN;MASC;PL
klinisk	klinická	klinisk	klinický	ADV	ADJ;NOM;FEM;SG
klinisk	klinického	klinisk	klinický	ADV	ADJ;GEN;NEUT;SG
klinisk	klinické	klinisk	klinický	ADV	ADJ;NOM;NEUT;SG
klinisk	klinický	klinisk	klinický	ADV	ADJ;ANIM;NOM;MASC;SG
