ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
topluluk	المجتمع	topluluk	مُجتَمَع		N;NOM;DEF;SG
topluluk	الجماعة	topluluk	جَمَاعَة		N;NOM;DEF;SG
topluluk	مجتمع	topluluk	مُجتَمَع		N;NOM;INDF;SG
topluluk	المجتمع	topluluk	مُجتَمَع		N;NOM;DEF;SG
topluluk	الجمعية	topluluk	جَمعِيَّة		N;NOM;DEF;SG
asyalı	الاسيوي	asyalı	آسِيَوِيّ		ADJ;NOM;DEF;MASC;SG
asyalı	اسيا	asyalı	آسِيَا		
asyalı	الاسيوية	asyalı	آسِيَوِيّ		ADJ;NOM;DEF;FEM;SG
geçerek	عبر	geç	عَبرَ	V;PFV;IND;POS;PRS;V.CVB	ADP;ACC
geçerek	خلال	geç	خِلَالَ	V;PFV;IND;POS;PRS;V.CVB	ADP;ACC
kesinlikle	بالضبط	kesinlik	بَالضبط	N;INS;SG;3	N;NOM;DEF;SG
tanınan	المعترف	tanı	مُعتَرَف	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
tanınan	معترف	tanı	مُعتَرَف	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
karısı	زوجه	karı	زُوجَة	N;NOM;SG;3	
matematik	رياضيات	matematik	رياضيات	N;NOM;SG;3	N;NOM;INDF;PL
matematik	الرياضيات	matematik	رِيَاضِيّ	N;NOM;SG;3	N;NOM;DEF;PL
matematik	رياضيات	matematik	رياضيات	N;NOM;SG;3	N;NOM;INDF;PL
matematik	الرياضيات	matematik	رِيَاضِيّ	N;NOM;SG;3	N;NOM;DEF;PL
matematik	رياضيات	matematik	رياضيات	N;NOM;SG;3	N;NOM;INDF;PL
matematik	الرياضيات	matematik	رِيَاضِيّ	N;NOM;SG;3	N;NOM;DEF;PL
düşünce	اعتقدت	düşünce	اِعتَقَد		V;PFV;FEM;SG;3;ACT
düşünce	ظننت	düşünce	ظَنَّن		V;PFV;MASC;SG;1;ACT
düşünce	الفكر	düşünce	فِكر		N;NOM;DEF;SG
düşünce	ظن	düşünce	ظِن		
düşünce	فكرت	düşünce	فكرت		V;PFV;FEM;SG;3;ACT
düşünce	افكر	düşünce	افكر		
düşünce	التفكير	düşünce	تَفكِير		N;NOM;DEF;SG
düşünce	تفكير	düşünce	تَفكِير		N;NOM;INDF;SG
düşünce	تفكر	düşünce	فَكَّر		V;IPFV;MASC;IND;SG;2;FIN;ACT
düşünce	افكار	düşünce	فِكر		N;NOM;INDF;PL
düşünce	الافكار	düşünce	فِكر		N;NOM;DEF;PL
kat	الطبقات	kat	طَبَقَة		N;NOM;DEF;PL
kat	طبقات	kat	طَبَقَة		N;NOM;INDF;PL
kat	اضعاف	kat	ضِعف		N;NOM;INDF;PL
kat	طي	kat	طَيّ		
kat	ارضية	kat	أَرضِيّ		ADJ;NOM;INDF;FEM;SG
kat	طابق	kat	طَابِق		N;NOM;INDF;SG
kat	الارضية	kat	أَرضِيّ		
kat	الطابق	kat	طَابِق		N;NOM;DEF;SG
iskoçya	اسكتلندا	iskoçya	إِسكُتلَندَا	PROPN;NOM;SG;3	
hızı	سبيد	hız	سبيد		
hızı	السرعة	hız	سُرعَة		N;NOM;DEF;SG
hızı	سرعة	hız	سُرعَة		N;NOM;INDF;SG
salonu	القاعة	salon	قَاعَة	N;ACC;SG;3	N;NOM;DEF;SG
salonu	هول	salon	هُول	N;ACC;SG;3	
salonu	قاعة	salon	قَاعَة	N;ACC;SG;3	N;NOM;INDF;SG
salonu	صالة	salon	صَالَة	N;ACC;SG;3	N;NOM;INDF;SG
politika	السياسات	politika	سِيَاسَة		N;NOM;DEF;PL
politika	السياسة	politika	سِيَاسَة		N;NOM;DEF;SG
politika	سياسة	politika	سِيَاسَة		N;NOM;INDF;SG
politika	السياسات	politika	سِيَاسَة		N;NOM;DEF;PL
politika	السياسة	politika	سِيَاسَة		N;NOM;DEF;SG
politika	سياسة	politika	سِيَاسَة		N;NOM;INDF;SG
görsel	صورة	görsel	صُورَة		N;NOM;INDF;SG
görsel	الصورة	görsel	صُورَة		N;NOM;DEF;SG
görsel	بصري	görsel	بَصَرِيّ		
görsel	بصرية	görsel	بَصَرِيّ		ADJ;NOM;INDF;FEM;SG
görsel	البصرية	görsel	بَصَرِيّ		ADJ;NOM;DEF;FEM;SG
görsel	مرئي	görsel	مرئي		N;NOM;INDF;SG
arazi	ارض	arazi	ارض		
arazi	اراض	arazi	أَرض		N;NOM;INDF;PL
arazi	الارض	arazi	أَرض		N;NOM;DEF;SG
arazi	الاراضي	arazi	أَرض		N;NOM;DEF;PL
arazi	التضاريس	arazi	تَضرِيس		N;NOM;DEF;PL
seçilen	مختار	seç	مختار	V;PFV;IND;POS;PRS;V.PTCP;PASS	
seçilen	المختار	seç	المختار	V;PFV;IND;POS;PRS;V.PTCP;PASS	
seçilen	مختار	seç	مختار	V;PFV;IND;POS;PRS;V.PTCP;PASS	
seçilen	مختارة	seç	مختارة	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
seçilen	المختار	seç	المختار	V;PFV;IND;POS;PRS;V.PTCP;PASS	
evlendi	متزوجة	evlen	مُتَزَوِّج	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;FEM;SG
evlendi	متزوجه	evlen	متزوجه	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
evlendi	متزوج	evlen	مُتَزَوِّج	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
anayasa	الدستورية	anayasa	دُستُورِيّ		ADJ;NOM;DEF;FEM;SG
anayasa	دستورية	anayasa	دُستُورِيّ		ADJ;NOM;INDF;FEM;SG
anayasa	دستوري	anayasa	دُستُورِيّ		ADJ;NOM;INDF;MASC;SG
anayasa	الدستور	anayasa	دُستُور		N;NOM;DEF;SG
anayasa	دستور	anayasa	دستور		N;NOM;INDF;SG
kariyer	مسير	kariyer	مَسِير		N;NOM;INDF;SG
kariyer	المهنة	kariyer	مُهَنِّئ		N;NOM;DEF;SG
kariyer	مهنة	kariyer	مِهنَة		N;NOM;INDF;SG
kariyer	المهن	kariyer	مِهنَة		N;NOM;DEF;PL
kariyer	مهن	kariyer	مهن		N;NOM;INDF;PL
üstünde	اعلاه	üst	إِعلَاه	ADJ;ESS;SG;3	
hedef	المرمى	hedef	مَرمَى		N;NOM;DEF;SG
hedef	هدف	hedef	هَدَف		N;NOM;INDF;SG
hedef	الهدف	hedef	هَدَف		N;NOM;DEF;SG
hedef	الاتجاه	hedef	اِتِّجَاه		N;NOM;DEF;SG
hedef	وجهة	hedef	وِجهَة		N;NOM;INDF;SG
hedef	المقصد	hedef	مُقَصَّد		N;NOM;DEF;SG
hedef	الوجهة	hedef	وِجهَة		N;NOM;DEF;SG
hedef	التصويب	hedef	تَصوِيب		N;NOM;DEF;SG
hedef	هدف	hedef	هَدَف		N;NOM;INDF;SG
hedef	الهدف	hedef	هَدَف		N;NOM;DEF;SG
hedef	استهداف	hedef	اِستِهدَاف		N;NOM;INDF;SG
yaşadı	عشت	yaşa	عَشَى	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;2;ACT
örgütü	منظمة	örgüt	مُنَظَّمَة		N;NOM;INDF;SG
örgütü	المنظمة	örgüt	مُنَظَّمَة		N;NOM;DEF;SG
örgütü	التنظيم	örgüt	تَنظِيم		N;NOM;DEF;SG
kalır	يبقى	kal	بَقِي		V;IPFV;MASC;IND;SG;3;FIN;ACT
takımlar	البدل	takım	بَدَل	N;NOM;PL;3	N;NOM;DEF;SG
takımlar	الفرق	takım	فِرقَة	N;NOM;PL;3	N;NOM;DEF;SG
kılıç	بليد	kılıç	بَلِيد		
kılıç	نصل	kılıç	وَصَل		PRO;NOM;MASC;PL;1
kılıç	السيوف	kılıç	سَيفَ		N;NOM;DEF;PL
kılıç	سيوف	kılıç	سيوف		N;NOM;INDF;PL
kılıç	السيف	kılıç	سَيف		N;NOM;DEF;SG
kılıç	سيف	kılıç	سيف		
kılıç	سيفا	kılıç	سيفا		
am	كس	am	كس		
am	مهبل	am	مُهبِل		
am	بوسي	am	بوسي		
london	لندن	lon	لَندَن	PROPN;NOM;SG;3	
hariç	باستبعاد	hariç	باستبعاد		
hariç	عدا	hariç	عَدَا		
hariç	الا	hariç	إِلَّا		PART
hariç	ماعدا	hariç	مَاعِد		ADJ;ACC;INDF;MASC;SG
hariç	باستثناء	hariç	باستثناء		
hariç	استبعاد	hariç	اِستِبعَاد		N;NOM;INDF;SG
hariç	مستبعدة	hariç	مُستَبعَدَة		ADJ;NOM;INDF;FEM;SG
hariç	استثناء	hariç	اِستِثنَاء		N;NOM;INDF;SG
hariç	استبعاد	hariç	اِستِبعَاد		N;NOM;INDF;SG
venedik	فينسيا	vene	فِينسِيَا		
venedik	فينيس	vene	فِينِيس		
venedik	فينيسيا	vene	فِينِيسِيَا		
venedik	البندقية	vene	بُندُقِيّ		N;NOM;DEF;SG
ağrı	الالم	ağrı	أَلم		N;NOM;DEF;SG
ağrı	الم	ağrı	إِلم		N;NOM;DEF;SG
teorisi	النظرية	teori	نَظَرِيَّة	N;NOM;SG;3	
mary	مريم	mary	مريم		
mary	ماري	mary	مَارِي		
mary	مارى	mary	مَارِي		
santa	سانتا	san	سَانتَا	PROPN;NOM;SG;3	
numara	تريك	numar	تَرَيَّك		
numara	عدد	numar	عَدَد		N;NOM;INDF;SG
numara	العدد	numar	عَدَد		N;NOM;DEF;SG
numara	الرقم	numar	رَقم		N;NOM;DEF;SG
numara	رقم	numar	رَقم		N;NOM;INDF;SG
kimya	كيميائية	kimya	كِيمِيَائَة		ADJ;NOM;INDF;FEM;SG
kimya	كيميائي	kimya	كِيمِيَائِيّ		ADJ;NOM;INDF;MASC;SG
kimya	الكيماويات	kimya	كِيمَاوِيَّات		N;NOM;DEF;PL
kimya	كيمياء	kimya	كِيمِيَاء		
kimya	الكيمياء	kimya	كِيمِيَاء		
house	المنزل	hou	مَنزِل	PROPN;NOM;SG;3	N;NOM;DEF;SG
house	منزل	hou	مَنزِل	PROPN;NOM;SG;3	N;NOM;INDF;SG
house	هاوس	hou	هاوس	PROPN;NOM;SG;3	
house	البيت	hou	بَيت	PROPN;NOM;SG;3	N;NOM;DEF;SG
yarım	نصف	yarım	نِصف		N;NOM;INDF;SG
yarım	النصف	yarım	نِصف		N;NOM;DEF;SG
harita	خريطه	harit	خريطه	N;NOM;SG;3	PRO;NOM;MASC;SG;3
harita	الخرائط	harit	خَرِيطَة	N;NOM;SG;3	N;NOM;DEF;PL
harita	خرائط	harit	خَرِيطَة	N;NOM;SG;3	N;NOM;INDF;PL
carlos	كارلوس	carlos	كَارلُوس	PROPN;NOM;SG;3	
kuvvet	قوة	kuvvet	قُوَّة		N;NOM;INDF;SG
kuvvet	القوة	kuvvet	قُوَّة		N;NOM;DEF;SG
kuvvet	قوة	kuvvet	قُوَّة		N;NOM;INDF;SG
kuvvet	القوة	kuvvet	قُوَّة		N;NOM;DEF;SG
türkler	تركس	türk	رَكَس	N;NOM;PL;3	
sam	سام	sam	سَام		
uzunluğu	طول	uzunluk	طُول	N;ACC;SG;3	N;NOM;INDF;SG
uzunluğu	الطول	uzunluk	طُول	N;ACC;SG;3	N;NOM;DEF;SG
çekilen	صورت	çek	صُورت	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
kanun	القانون	kanun	قَانُون		N;NOM;DEF;SG
kanun	قانون	kanun	قَانُون		N;NOM;INDF;SG
kanun	law	kanun	شَصِم		
ayrılmıştır	محفوظة	ayrıl	مَحفُوظ	V;PFV;NFH;SG;3;POS;PST	N;NOM;INDF;SG
ayrılmıştır	محجوز	ayrıl	محجوز	V;PFV;NFH;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
ayrılmıştır	محجوزة	ayrıl	مَحجُوز	V;PFV;NFH;SG;3;POS;PST	ADJ;NOM;INDF;FEM;SG
reklam	الاعلانات	reklam	إِعلَان		N;NOM;DEF;PL
reklam	اعلانات	reklam	إِعلَان		N;NOM;INDF;PL
reklam	التجاري	reklam	تِجَارِيّ		ADJ;NOM;DEF;MASC;SG
reklam	تجاري	reklam	تِجَارِيّ		ADJ;NOM;INDF;MASC;SG
reklam	تجارية	reklam	تِجَارِيّ		ADJ;NOM;INDF;FEM;SG
reklam	الدعاية	reklam	دِعَايَة		N;NOM;DEF;SG
reklam	الاعلانات	reklam	إِعلَان		N;NOM;DEF;PL
reklam	الاعلان	reklam	إِعلَان		N;NOM;DEF;SG
reklam	اعلان	reklam	إِعلَان		N;NOM;INDF;SG
reklam	اعلانات	reklam	إِعلَان		N;NOM;INDF;PL
şeyler	الامور	şey	الامور	N;NOM;PL;3	
şeyler	امور	şey	أَمر	N;NOM;PL;3	N;NOM;INDF;SG
otomobil	للسيارات	otomobil	للسيارات	N;NOM;SG;3	N;GEN;DEF;SG
otomobil	اوتو	otomobil	أُوتُو	N;NOM;SG;3	
batman	باتمان	bat	باتمان		
devre	الدائرة	devre	دَائِرَة		N;NOM;DEF;SG
devre	حلبة	devre	حَلبَة		N;NOM;INDF;SG
devre	دائرة	devre	دَائِرَة		N;NOM;INDF;SG
uçuş	رحلات	uçuş	رِحلَة		N;NOM;INDF;PL
uçuş	الرحلات	uçuş	رِحلَة		N;NOM;DEF;PL
uçuş	الرحلة	uçuş	رِحلَة		N;NOM;DEF;SG
uçuş	طيران	uçuş	طَيَرَان		N;NOM;INDF;SG
uçuş	الطيران	uçuş	طَيَرَان		N;NOM;DEF;SG
kutusu	مربع	kutu	مُرَبَّع	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
kutusu	بوكس	kutu	بوكس	N;NOM;SG;3	
aşık	اعجاب	aşık	عَجَب		N;NOM;INDF;PL
aşık	سحق	aşık	سَحق		V;PFV;MASC;SG;3;ACT
aşık	حبيب	aşık	حبيب		
aşık	الحبيب	aşık	الحبيب		N;NOM;DEF;SG
aşık	عاشقة	aşık	عَاشِق		N;NOM;INDF;SG
aşık	عاشق	aşık	عَاشِق		
aşık	العاشق	aşık	عَاشِق		N;NOM;DEF;SG
yarışma	المنافسة	yarış	مُنَافَسَة		N;NOM;DEF;SG
yarışma	تنافس	yarış	نَافَس		V;IPFV;FEM;IND;SG;3;FIN;ACT
yarışma	منافسة	yarış	مُنَافَسَة		N;NOM;INDF;SG
yarışma	مسابقة	yarış	مُسَابَقَة		N;NOM;INDF;SG
yarışma	المسابقة	yarış	مُسَابَقَة		N;NOM;DEF;SG
yarışma	مسابقه	yarış	مسابقه		PRO;NOM;FEM;SG;3
yarışma	المسابقة	yarış	مُسَابَقَة		N;NOM;DEF;SG
yarışma	مسابقة	yarış	مُسَابَقَة		N;NOM;INDF;SG
latince	اللاتينية	latince	اللاتينية		
latince	لاتينية	latince	لاتينية		ADJ;NOM;INDF;FEM;SG
dönüş	العودة	dönüş	عَودَة		N;NOM;DEF;SG
dönüş	عودة	dönüş	عَودَة		N;NOM;INDF;SG
dönüş	الدوران	dönüş	دَوَرَان		N;NOM;DEF;SG
dönüş	تناوب	dönüş	تَنَاوُب		N;NOM;INDF;SG
dönüş	دوران	dönüş	دَوَرَان		N;NOM;INDF;SG
dönüş	التناوب	dönüş	تَنَاوُب		N;NOM;DEF;SG
dönüş	سبين	dönüş	سَبَين		
dönüş	تدور	dönüş	دَار		V;IPFV;FEM;IND;SG;3;FIN;ACT
dönüş	الدوران	dönüş	دَوَرَان		N;NOM;DEF;SG
öncesinde	قبل	önce	قَبلَ	N;ESS;SG;3	ADP;ACC
şahin	فالكون	şahin	فالكون	PROPN;NOM;SG;3	
şahin	الصقر	şahin	صَقر	PROPN;NOM;SG;3	N;NOM;DEF;SG
şahin	صقر	şahin	صَقَر	PROPN;NOM;SG;3	
şahin	الصقر	şahin	صَقر	PROPN;NOM;SG;3	N;NOM;DEF;SG
şahin	صقر	şahin	صَقَر	PROPN;NOM;SG;3	
şahin	هوك	şahin	هُوك	PROPN;NOM;SG;3	
sayfada	صفحة	sayfa	صَفحَة	N;ESS;SG;3	N;NOM;INDF;SG
sayfada	الصفحة	sayfa	صَفحَة	N;ESS;SG;3	N;NOM;DEF;SG
pasifik	الهادي	pasifik	الهادي		
işlem	معاملة	işlem	مُعَامَلَة		N;NOM;INDF;SG
işlem	المعاملة	işlem	مُعَامَلَة		N;NOM;DEF;SG
işlem	المعاملات	işlem	مُعَامَلَة		N;NOM;DEF;PL
işlem	العملية	işlem	عَمَلِيَّة		N;NOM;DEF;SG
işlem	عملية	işlem	عَمَلِيَّة		N;NOM;INDF;SG
işlem	معالجة	işlem	مُعَالَجَة		N;NOM;INDF;SG
işlem	التجهيز	işlem	تَجهِيز		N;NOM;DEF;SG
işlem	المعالجة	işlem	مُعَالَجَة		N;NOM;DEF;SG
işlem	تجهيز	işlem	تَجهِيز		N;NOM;INDF;SG
işlem	العملية	işlem	عَمَلِيَّة		N;NOM;DEF;SG
işlem	العمليات	işlem	عَمَلِيَّة		N;NOM;DEF;PL
işlem	عملية	işlem	عَمَلِيَّة		N;NOM;INDF;SG
zafer	نصر	zafer	نصر		
zafer	النصر	zafer	النصر		
zafer	الانتصار	zafer	اِنتِصَار		N;NOM;DEF;SG
zafer	انتصار	zafer	اِنتِصَار		N;NOM;INDF;SG
zafer	المجد	zafer	مَجد		N;NOM;DEF;SG
zafer	مجد	zafer	مجد		
zafer	انتصار	zafer	اِنتِصَار		N;NOM;INDF;SG
html	htm	html	أَرَأ		
arama	ابحث	ara	بَحَث		V;MASC;IMP;SG;FIN
arama	البحث	ara	بَحث		N;NOM;DEF;SG
arama	بحث	ara	بَحَث		V;PFV;MASC;SG;3;ACT
arama	اتصل	ara	اِتَّصَل		
arama	مكالمة	ara	مُكَالَمَة		N;NOM;INDF;SG
arama	نداء	ara	نِدَاء		N;NOM;INDF;SG
arama	الاتصال	ara	اِتِّصَال		N;NOM;DEF;SG
ufak	صغيره	ufak	صغيره		PRO;NOM;FEM;SG;3
ufak	صغير	ufak	صَغِير		ADJ;NOM;INDF;MASC;SG
ufak	صغر	ufak	صَغَر		N;NOM;INDF;SG
ufak	صغيرة	ufak	صَغِير		ADJ;NOM;INDF;FEM;SG
öncelikle	اول	öncelik	أَوَّل	N;INS;SG;3	ADJ;NOM;INDF;MASC;SG
öncelikle	اولا	öncelik	أَوَّل	N;INS;SG;3	ADJ;ACC;INDF;MASC;SG
öncelikle	الاول	öncelik	أَوَّل	N;INS;SG;3	ADJ;NOM;DEF;MASC;SG
öncelikle	الاولى	öncelik	أَوَّل	N;INS;SG;3	ADJ;NOM;DEF;FEM;SG
istiyorum	اريد	iste	اريد	V;PROG;IND;SG;1;POS;INFM;PRS	
kısım	القسم	kısım	قِسم		N;NOM;DEF;SG
kısım	قسم	kısım	قِسم		N;NOM;INDF;SG
kısım	الفرع	kısım	فَرع		N;NOM;DEF;SG
kısım	جزء	kısım	جُزء		N;NOM;INDF;SG
kısım	الجزء	kısım	جُزء		N;NOM;DEF;SG
aktris	ممثله	aktris	ممثله		PRO;NOM;MASC;SG;3
aktris	الممثلة	aktris	مُمَثَّل		N;NOM;DEF;SG
aktris	ممثلة	aktris	مُمَثِّلَة		N;NOM;INDF;SG
hata	الخطا	hata	خَطَا		N;NOM;DEF;SG
hata	خطا	hata	خَطّ		N;NOM;INDF;SG
hata	غلطة	hata	غلطة		N;NOM;INDF;SG
hata	باغ	hata	بَاغ		
hata	باج	hata	باج		
hata	علة	hata	عَلَّة		N;NOM;INDF;SG
hata	الخطا	hata	خَطَا		N;NOM;DEF;SG
hata	خطا	hata	خَطّ		N;NOM;INDF;SG
kullanıldı	استعمل	kullan	اِستَعمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
kullanıldı	استخدم	kullan	اِستَخدَم	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
kullanıldı	مستخدم	kullan	مُستَخدَم	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
blue	بلو	blue	بِلُو	N;NOM;SG;3	
blue	ازرق	blue	أَزرَق	N;NOM;SG;3	
blue	الزرقاء	blue	أَزرَق	N;NOM;SG;3	
blue	زرقاء	blue	زَرِيق	N;NOM;SG;3	N;NOM;INDF;PL
ilişkileri	علاقات	ilişki	عَلَاقَة	N;ACC;PL;3	N;NOM;INDF;PL
ilişkileri	العلاقات	ilişki	عَلَاقَة	N;ACC;PL;3	N;NOM;DEF;PL
ilişkileri	علاقات	ilişki	عَلَاقَة	N;ACC;PL;3	N;NOM;INDF;PL
ilişkileri	العلاقات	ilişki	عَلَاقَة	N;ACC;PL;3	N;NOM;DEF;PL
oylama	التصويت	oyla	تَصوِيت	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
oylama	تصويت	oyla	تَصوِيت	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
oylama	التصويت	oyla	تَصوِيت	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
oylama	تصويت	oyla	تَصوِيت	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
bina	البناء	bina	بِنَاء		N;NOM;DEF;SG
bina	المبنى	bina	مَبنَى		N;NOM;DEF;SG
bina	بناء	bina	بِنَاء		N;ACC;INDF;SG
bina	مبنى	bina	مَبنَى		N;NOM;INDF;SG
bina	البناية	bina	بِنَايَة		N;NOM;DEF;SG
buffy	بافي	buffy	بافي		
uzanan	التمدد	uza	تَمَدُّد	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;DEF;SG
uzanan	يمدد	uza	مَدَّد	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
uzanan	تمتد	uza	اِمتَدّ	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
yes	حاضر	yes	حَاضِر		
yes	اجل	yes	اجل		
yes	بلى	yes	بَلَى		
yes	نعم	yes	نَعَم		
microsoft	مايكروسوفت	microsoft	مَايكرُوسُوفت		
satış	المبيعات	satış	مَبِيعَات		N;NOM;DEF;PL
satış	مبيعات	satış	مَبِيعَات		N;NOM;INDF;PL
satış	البيع	satış	بَيع		N;NOM;DEF;SG
satış	بيع	satış	بَيع		N;NOM;INDF;SG
satış	البيع	satış	بَيع		N;NOM;DEF;SG
satış	تخفيضات	satış	تَخفِيض		N;NOM;INDF;PL
küresel	كروية	küresel	كُروِيّ		ADJ;NOM;INDF;FEM;SG
küresel	عالميا	küresel	عَالَمِيّ		ADJ;ACC;INDF;MASC;SG
küresel	عالمي	küresel	عَالَمِيّ		ADJ;NOM;INDF;MASC;SG
küresel	عالمية	küresel	عَالَمِيّ		ADJ;NOM;INDF;FEM;SG
küresel	عالميا	küresel	عَالَمِيّ		ADJ;ACC;INDF;MASC;SG
küresel	العالمي	küresel	عَالَمِيّ		ADJ;NOM;DEF;MASC;SG
küresel	العالمية	küresel	عَالَمِيّ		ADJ;NOM;DEF;FEM;SG
reality	واقع	reality	وَاقِع		N;NOM;INDF;SG
reality	واقعا	reality	وَاقِع		N;ACC;INDF;SG
reality	الواقع	reality	وَاقِع		N;NOM;DEF;SG
hız	سبيد	hız	سبيد		
hız	السرعة	hız	سُرعَة		N;NOM;DEF;SG
hız	سرعة	hız	سُرعَة		N;NOM;INDF;SG
toplu	دفعة	toplu	دَفعَة		N;NOM;INDF;SG
toplu	الدفعة	toplu	دَفعَة		N;NOM;DEF;SG
toplu	جملة	toplu	جُملَة		N;NOM;INDF;SG
toplu	الكتلة	toplu	كُتلَة		N;NOM;DEF;SG
toplu	كتلة	toplu	كُتلَة		N;NOM;INDF;SG
toplu	قداس	toplu	قداس		N;NOM;INDF;SG
toplu	القداس	toplu	قِدَاس		N;NOM;DEF;SG
toplu	الاجمالي	toplu	إِجمَالِيّ		ADJ;NOM;DEF;MASC;SG
toplu	مجمعة	toplu	مُجَمَّع		ADJ;NOM;INDF;FEM;SG
arasına	بين	ara	بَينَ	ADJ;DAT;SG;3	ADP;ACC
tarzı	ستايل	tarz	ستايل		
tarzı	اسلوب	tarz	أُسلُوب		N;NOM;INDF;SG
tarzı	النمط	tarz	نَمَط		N;NOM;DEF;SG
tarzı	الاسلوب	tarz	أُسلُوب		N;NOM;DEF;SG
sekreteri	سكرتيرة	sekreter	سِكرِتِيرَة	N;ACC;SG;3	N;NOM;INDF;SG
sekreteri	الامين	sekreter	أَمِين	N;ACC;SG;3	N;NOM;DEF;SG
sekreteri	سكرتير	sekreter	سِكرِتِير	N;ACC;SG;3	N;NOM;INDF;SG
sekreteri	السكرتير	sekreter	سِكرِتِير	N;ACC;SG;3	N;NOM;DEF;SG
simon	سايمون	simon	سَايمُون		
simon	سيمون	simon	سيمون		
yüksekliği	الطول	yükseklik	طُول	N;ACC;SG;3	N;NOM;DEF;SG
yüksekliği	الارتفاع	yükseklik	اِرتِفَاع	N;ACC;SG;3	N;NOM;DEF;SG
yüksekliği	ارتفاع	yükseklik	اِرتِفَاع	N;ACC;SG;3	N;NOM;INDF;SG
komşu	الجار	komşu	جَار		N;NOM;DEF;SG
komşu	الجيران	komşu	جِيرَان		N;NOM;DEF;SG
komşu	جيران	komşu	جِيرَان		
komşu	الجيران	komşu	جِيرَان		N;NOM;DEF;SG
komşu	الجار	komşu	جَار		N;NOM;DEF;SG
komşu	جار	komşu	جَار		
komşu	جارة	komşu	جارة		N;NOM;INDF;SG
işaret	فهرس	işaret	فهرس		N;NOM;INDF;SG
işaret	مؤشر	işaret	مُؤَشِّر		N;NOM;INDF;SG
işaret	الاشارة	işaret	إِشَارَة		N;NOM;DEF;SG
işaret	اشارة	işaret	إِشَارَة		N;NOM;INDF;SG
işaret	العلامة	işaret	عَلَامَة		N;NOM;DEF;SG
işaret	مارك	işaret	مَارك		
işaret	علامة	işaret	عَلَامَة		N;NOM;INDF;SG
işaret	علامة	işaret	عَلَامَة		N;NOM;INDF;SG
işaret	وقع	işaret	وَقَع		V;PFV;MASC;SG;3;ACT
işaret	اشارة	işaret	إِشَارَة		N;NOM;INDF;SG
işaret	توقع	işaret	تَوَقَّع		V;MASC;IMP;SG
işaret	التوقيع	işaret	تَوقِيع		N;NOM;DEF;SG
şeker	الحلوى	şeker	حَلوَى		N;NOM;DEF;SG
şeker	كاندي	şeker	كاندي		
şeker	حلوى	şeker	حَلوَى		N;NOM;INDF;SG
şeker	سكر	şeker	سُكر		N;NOM;INDF;SG
şeker	السكر	şeker	سُكَّر		N;NOM;DEF;SG
karanlık	ظلام	karanlık	ظَلَام		N;NOM;INDF;SG
karanlık	مظلم	karanlık	مُظلِم		ADJ;NOM;INDF;MASC;SG
karanlık	الظلام	karanlık	ظَلَام		N;NOM;DEF;SG
karanlık	مظلمة	karanlık	مُظلِم		ADJ;NOM;INDF;FEM;SG
karanlık	ظلام	karanlık	ظَلَام		N;NOM;INDF;SG
karanlık	الظلام	karanlık	ظَلَام		N;NOM;DEF;SG
karanlık	ظلمة	karanlık	ظِلمَة		N;NOM;INDF;SG
youtube	youtu	youtup	مَكبَر		
youtube	اليوتيوب	youtup	اليوتيوب		N;NOM;DEF;SG
youtube	يوتيوب	youtup	يُوتِيُوب		
youtube	يوتوب	youtup	يُوتُوب		
başarısız	فشل	başarısız	فَشَل	ADJ	N;NOM;INDF;SG
başarısız	تفشل	başarısız	شَشَل	ADJ	V;IPFV;FEM;IND;SG;3;FIN;ACT
başarısız	فشل	başarısız	فَشَل	ADJ	N;NOM;INDF;SG
başarısız	فشلت	başarısız	فَشِل	ADJ	V;PFV;FEM;SG;3;ACT
