úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
absence	отсъствия	absence	отсъствие	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
sestavil	съставен	sestavit	съставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sestavil	съставено	sestavit	съставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
koupila	купена	koupit	купен	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
koupila	купих	koupit	купя	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
koupila	купил	koupit	купя	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
koupila	купен	koupit	купен	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
proveden	екзекутиран	provedený	екзекутирам	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
proveden	изпълнено	provedený	изпълня-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
proveden	екзекутирани	provedený	екзекутирам	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
army	армията	arma	армия	PROPN;FEM;POS	N;DEF;FEM;SG
army	армеец	arma	армеец	PROPN;FEM;POS	N;INDF;MASC;SG
army	армия	arma	армия	PROPN;FEM;POS	N;INDF;FEM;SG
army	армейски	arma	армейски	PROPN;FEM;POS	ADJ;INDF;MASC;SG
mag	маг	mag	маг	PROPN;FEM;POS	N;INDF;MASC;SG
počítat	брой	počítat	брой	V;IPFV;POS;NFIN	N;INDF;MASC;SG
počítat	броене	počítat	броене	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
benz	бенц	benza	бенц	PROPN;INAN;MASC;POS	N;INDF;MASC;SG
biologické	биологично	biologický	биологично	ADJ;NOM;MASC;SG;POS	ADV
biologické	биологични	biologický	биологичен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
kapacity	капацитет	kapacita	капацитет	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
kapacity	способност	kapacita	способност	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
kapacity	вместимост	kapacita	вместимост	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
děla	оръдия	dělo	оръди	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
děla	кенън	dělo	кенън	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
děla	оръдия	dělo	оръди	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
poklad	съкровища	poklad	съкровище	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;PL
vyvinut	разработена	vyvinutý	разработя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyvinut	разработени	vyvinutý	разработя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
vyvinut	разработен	vyvinutý	разработя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyvinut	развитите	vyvinutý	развия-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;DEF;PL;V.PTCP;PASS
vyvinut	развита	vyvinutý	развитам	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fed	нахрани	fed	нахраня-(се)	PROPN;ANIM;NOM;MASC;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
fed	федерален	fed	федерален	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
miguel	мигел	miguel	мигел	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vyrovnání	компенсира	vyrovnání	компенсирам	N;NOM;NEUT;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
pistole	пистолетите	pistole	пистолет	N;NOM;FEM;SG;POS	N;DEF;MASC;PL
pistole	пистолети	pistole	пистолет	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
vzácný	рядко	vzácný	рядко	ADJ;INAN;NOM;MASC;SG;POS	ADV
vzácný	редки	vzácný	редка	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
vzácný	рядкост	vzácný	рядкост	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
složený	сгънати	složený	сгъна-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
sung	сунг	sung	сунг	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
kings	царе	kings	царе	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
kings	кингс	kings	кингс	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kings	кралете	kings	крал	PROPN;INAN;NOM;MASC;SG;POS	N;DEF;MASC;PL
kings	крале	kings	крал	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
empire	империята	empire	империя	PROPN;MASC;SG;POS	N;DEF;FEM;SG
empire	емпайър	empire	емпайър	PROPN;MASC;SG;POS	N;INDF;MASC;SG
empire	империя	empire	империя	PROPN;MASC;SG;POS	N;INDF;FEM;SG
investice	инвестиране	investice	инвестиране	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
investice	инвестирането	investice	инвестиране	N;NOM;FEM;PL;POS	N;DEF;NEUT;SG
investice	инвестиране	investice	инвестиране	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
investice	инвестиция	investice	инвестиция	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
collins	колинс	collins	колинс	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
navštívit	визита	navštívit	визита	V;PFV;POS;NFIN	N;INDF;FEM;SG
navštívit	посещение	navštívit	посещение	V;PFV;POS;NFIN	N;INDF;NEUT;SG
soares	соарес	soares	соарес	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
dokázat	доказването	dokázat	доказване	V;POS;NFIN	N;DEF;NEUT;SG
dokázat	доказване	dokázat	доказване	V;POS;NFIN	N;INDF;NEUT;SG
ronald	роналд	ronald	роналд	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
hlasuje	гласове	hlasovat	глас	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;MASC;PL
hlasuje	вот	hlasovat	вот	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;MASC;SG
marně	суетен	marně	суетен	ADV;POS	ADJ;INDF;MASC;SG
čekal	очаквано	čekat	очаквам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
čekal	очаквани	čekat	очаквам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
čekal	очакван	čekat	очаквам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
čekal	очаквана	čekat	очаквам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
chung	чунг	chung	чунг	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
chung	чун	chung	чун	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
kolekce	колекции	kolekce	колекция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
křídy	креда	křída	креда	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
jater	дроб	játra	дроб	N;NOM;NEUT;PL;POS	N;INDF;MASC;SG
dílčí	частична	dílčí	частичен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
dílčí	частичен	dílčí	частичен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
dílčí	частично	dílčí	частичен	ADJ;NOM;MASC;PL;POS	ADV
schváleno	одобрено	schválený	одобря	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
schváleno	одобрен	schválený	одобря	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
schváleno	одобрени	schválený	одобря	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
schváleno	одобрена	schválený	одобря	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sie	sie	sie	sie	N;FEM;SG;POS	INTJ
nedávné	скорошни	dávný	скорошен	ADJ;NOM;NEUT;SG;NEG	ADJ;INDF;PL
nedávné	скорошно	dávný	скорошен	ADJ;NOM;NEUT;SG;NEG	ADV
nedávné	отскоро	dávný	отскоро	ADJ;NOM;NEUT;SG;NEG	ADV
kansas	канзас	kansas	канзас	PROPN;NOM;NEUT;SG;POS	N;INDF;MASC;SG
povoleno	разрешен	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
povoleno	разрешена	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
povoleno	разрешено	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
povoleno	разрешени	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
povoleno	включено	povolený	включа-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
povoleno	включена	povolený	включа-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
povoleno	разрешен	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
povoleno	разрешена	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
povoleno	позволено	povolený	позволя-(си)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
povoleno	разрешени	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
povoleno	разрешено	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
povoleno	разрешени	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
povoleno	позволено	povolený	позволя-(си)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
povoleno	позволени	povolený	позволя-(си)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
povoleno	разрешено	povolený	разреша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ráj	раят	ráj	рай	N;INAN;NOM;MASC;SG;POS	ADV
polák	поляк	polák	поляк	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
polák	полски	polák	полски	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
polák	полска	polák	полски	PROPN;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
polák	прът	polák	прът	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
polák	стълб	polák	стълб	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
polák	полюс	polák	полюс	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
polák	поляк	polák	поляк	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
polák	пилон	polák	пилон	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
esa	аса	eso	аса	PROPN;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
esa	емв	eso	емв	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;PL
nancy	нанси	nanc	нанса	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
protein	протеини	protein	протея	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
nfl	нфл	nfl	нфл	PROPN;MASC;POS	PROPN;INDF;FEM;PL
vily	villa	vila	villa	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
vily	вила	vila	вила	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chemická	химикал	chemický	химикал	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
létající	летене	létající	летене	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	N;INDF;NEUT;SG
létající	летящи	létající	летящ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
létající	лети	létající	летя	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
důsledek	последици	důsledek	последица	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
důsledek	последствия	důsledek	последствие	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;PL
důsledek	последствие	důsledek	последствие	N;INAN;NOM;MASC;SG;POS	ADV
anjou	анжу	anja	анжу	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
karen	карен	kárný	карен	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
karen	керън	kárný	керън	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
karen	карън	kárný	карън	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
mare	кобила	mare	кобия-(се)	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
sloučit	обединяване	sloučit	обединяване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
sloučit	сливане	sloučit	сливане	V;PFV;POS;NFIN	N;INDF;NEUT;SG
reforma	реформи	reforma	реформа	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
žádoucí	желани	žádoucí	желая	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;PL;V.PTCP;PASS
žádoucí	желан	žádoucí	желан	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
žádoucí	желана	žádoucí	желая	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
žádoucí	желателно	žádoucí	желателен	ADJ;NOM;NEUT;SG;POS	ADV
žádoucí	желан	žádoucí	желан	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
žádoucí	желана	žádoucí	желая	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
proteiny	протеин	protein	протеин	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
proteiny	белтък	protein	белтък	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
england	англия	england	англия	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
hlášení	отчети	hlášení	отчета-(се)	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
hlášení	доклади	hlášení	доклад	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
paralelní	паралелно	paralelní	паралелно	ADJ;NOM;MASC;SG;POS	ADV
paralelní	успоредно	paralelní	успореден	ADJ;NOM;MASC;SG;POS	ADV
paralelní	успоредни	paralelní	успореден	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
paralelní	паралелни	paralelní	паралелен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
raketoplán	совалки	raketoplán	совалка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
přesnost	прецизно	přesnost	прецизно	N;NOM;FEM;SG;POS	ADV
vertikální	вертикално	vertikální	вертикално	ADJ;NOM;MASC;SG;POS	ADV
vertikální	вертикални	vertikální	вертикален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
podnět	жалби	podnět	жалба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
podnět	стимули	podnět	стимул	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
podnět	стимули	podnět	стимул	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
vytvořeno	създадени	vytvořený	създам	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
vytvořeno	създадено	vytvořený	създам	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vytvořeno	създадена	vytvořený	създам	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vytvořeno	създаде	vytvořený	създам	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
vytvořeno	създаден	vytvořený	създам	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ball	топка	ballo	топка	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
ball	бал	ballo	бал	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
ball	бол	ballo	бол	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
dramatické	драматично	dramatický	драматично	ADJ;NOM;NEUT;SG;POS	ADV
dramatické	драматични	dramatický	драматичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
příslušný	компетентни	příslušný	компетентен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
železná	желязо	železný	желяз	ADJ;NOM;FEM;SG;POS	N;INDF;NEUT;SG
železná	железни	železný	железен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
eleonora	елеонора	eleonor	елеонор	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
zabití	убивам	zabití	убивам	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
mont	мон	mont	мон	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;NEUT;SG
ilegální	нелегално	ilegální	нелегално	ADJ;NOM;MASC;SG;POS	ADV
ilegální	незаконно	ilegální	незаконно	ADJ;NOM;MASC;SG;POS	ADV
ilegální	незаконни	ilegální	незаконен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
deutschen	deutschen	deutsche	deutschen	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
čistá	чисто	čistý	чисто	ADJ;NOM;FEM;SG;POS	ADV
čistá	чисти	čistý	чистя	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
čistá	чисто	čistý	чисто	ADJ;NOM;FEM;SG;POS	ADV
řekla	каза	říci	кажа	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
řekla	саид	říci	саид	V;PFV;POS;PST;V.PTCP;ACT	N;INDF;MASC;SG
vydaný	издадена	vydaný	издам-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vydaný	издаден	vydaný	издам-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vydaný	емитирани	vydaný	емитирам	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
vydaný	издадени	vydaný	издам-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
vydaný	издадено	vydaný	издам-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sta	ста	sto	стадън	N;NOM;NEUT;PL;POS	PROPN;INDF;MASC;SG
istanbulu	истанбул	istanbula	истанбул	PROPN;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
tržní	пазар	tržní	пазар	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
agresivní	агресивни	agresivní	агресивен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
agresivní	агресивно	agresivní	агресивно	ADJ;NOM;MASC;SG;POS	ADV
dean	дийн	dean	дийн	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
campbell	кембъл	campbell	кембъл	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
ulrich	улрих	ulrich	улра	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
životnost	доживотен	životnost	доживотен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
alain	ален	alain	ален	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pochopil	разбрано	pochopit	разбера-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
omylem	инцидентно	omyl	инцидентно	N;INAN;INS;MASC;SG;POS	ADV
omylem	случайно	omyl	случайно	N;INAN;INS;MASC;SG;POS	ADV
mrtvý	мъртви	mrtvý	мъртъв	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
mrtvý	мъртъв	mrtvý	мъртъв	ADJ;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
vysílat	излъчване	vysílat	излъчване	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
phoenix	феникс	phoenix	феникс	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
phoenix	финикс	phoenix	финикс	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
anti	анти	anti	анти	PROPN;NOM;MASC;SG;POS	ADV
řez	режи	řez	режа	N;INAN;NOM;MASC;SG;POS	V;IPFV;IMP;SG;2;FIN
cruz	круз	cruz	круз	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
cruz	крус	cruz	крус	PROPN;NOM;FEM;SG;POS	PROPN
nesprávně	неправилен	správně	неправилен	ADV;NEG	ADJ;INDF;MASC;SG
nesprávně	неправилна	správně	неправилен	ADV;NEG	ADJ;INDF;FEM;SG
tepelné	топлинна	tepelný	топлинен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
tanečnice	танцьорки	tanečnice	танцьорка	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
tanečnice	танцьори	tanečnice	танцьор	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
tanečnice	танцьорите	tanečnice	танцьор	N;NOM;FEM;SG;POS	N;DEF;MASC;PL
prodat	продава	prodat	продавам	V;PFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dennis	денис	dennis	денис	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
palais	пале	palais	пале	PROPN;MASC;SG;POS	N;INDF;MASC;SG
rumunské	румъния	rumunský	румъния	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;FEM;SG
pete	пийт	pete	пийт	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
pete	пит	pete	пит	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
cska	цска	cska	цски	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
objektivní	обективни	objektivní	обективен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
objektivní	цел	objektivní	цел	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
optimální	оптимално	optimální	оптимално	ADJ;NOM;MASC;SG;POS	ADV
optimální	оптимално	optimální	оптимално	ADJ;NOM;MASC;SG;POS	ADV
obydlí	жилища	obydlí	жилище	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
libanonu	ливан	libanon	ливан	PROPN;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
překvapení	изненади	překvapení	изненада	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
překvapení	изненадите	překvapení	изненада	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
minimum	минимален	minimum	минимален	N;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
minimum	минимално	minimum	минимален	N;NOM;NEUT;SG;POS	ADV
minimum	минимална	minimum	минимален	N;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
galaxií	галактиките	galaxie	галактика	N;INS;FEM;SG;POS	N;DEF;FEM;PL
galaxií	галактики	galaxie	галактика	N;INS;FEM;SG;POS	N;INDF;FEM;PL
blesk	светкавици	blesk	светкавица	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
blesk	светкавици	blesk	светкавица	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
edgar	едгар	edgar	едгар	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
productions	постановки	productions	постановка	N;NOM;MASC;SG;POS	N;INDF;FEM;PL
productions	продукции	productions	продукция	N;NOM;MASC;SG;POS	N;INDF;FEM;PL
chu	чу	chu	чуя	PROPN;ANIM;NOM;MASC;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
lorenzo	лоренцо	lorenzo	лоренцо	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
maximum	максимална	maximum	максимален	N;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
maximum	максимален	maximum	максимален	N;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
maximum	максимално	maximum	максимално	N;NOM;NEUT;SG;POS	ADV
třináct	тринадесет	třináct	тринадесет	NUM;NOM;SG	NUM;INDF;PL
třináct	тринайсет	třináct	тринайсет	NUM;NOM;SG	NUM;INDF;PL
třináct	thirteen	třináct	thirteen	NUM;NOM;SG	PROPN;INDF;MASC;SG
ochoten	желаещи	ochotný	желая	ADJ;MASC;SG;POS	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
vinné	винена	vinný	винен	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
optické	оптични	optický	оптичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
vystaven	изложен	vystavený	изложа-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vystaven	изложени	vystavený	изложа-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
vystaven	разкрита	vystavený	разкрия-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hollywood	холивудски	hollywood	холивудски	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
houston	хюстън	houston	хюстън	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
ovlivněna	повлиян	ovlivněný	повлиян-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ovlivněna	повлияни	ovlivněný	повлияя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
jakob	якоб	jakob	якоб	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
tvrdě	твърд	tvrdě	твърд	ADV	ADJ;INDF;MASC;SG
jámy	поти	jáma	потя	N;NOM;FEM;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
