nie	non	nie	non	PART;NEG	ADV
małgorzata	margherita	małgorzata	margherita	PROPN;NOM;FEM;SG	N;FEM;SG
małgorzata	małgorzata	małgorzata	maugorzare	PROPN;NOM;FEM;SG	ADJ;FEM;SG
małgorzata	margarita	małgorzata	margarita	PROPN;NOM;FEM;SG	N;FEM;SG
wybrzeża	coste	wybrzeże	costa	N;GEN;NEUT;SG	N;FEM;PL
witold	witold	witold	witold	PROPN;NOM;MASC;SG	N;MASC;SG
kolonii	colonia	kolonia	colonia		N;FEM;SG
kolonii	colonie	kolonia	colonia		N;FEM;PL
kolonii	colonia	kolonia	colonia		N;FEM;SG
kolonii	colonie	kolonia	colonia		N;FEM;PL
podstawowe	primarie	podstawowy	primario	ADJ;NOM;NEUT;SG	N;FEM;PL
podstawowe	primari	podstawowy	primario	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
podstawowe	basic	podstawowy	basic	ADJ;NOM;NEUT;SG	N
finlandii	finlandia	finlandia	finlandia	PROPN;GEN;FEM;SG	N;FEM;SG
moje	miniera	mój	miniera	DET;NOM;NEUT;SG;1	N;FEM;SG
moje	mine	mój	mina	DET;NOM;NEUT;SG;1	N;FEM;PL
ulic	strade	ulica	strada		N;FEM;PL
house	casa	housy	casa		N;FEM;SG
metal	metalli	metal	metallo	N;NOM;MASC;SG	N;MASC;PL
metal	metallico	metal	metallico	N;NOM;MASC;SG	ADJ;MASC;SG
krótki	corti	krótki	corto	ADJ;NOM;MASC;SG	N;MASC;PL
krótki	short	krótki	short	ADJ;NOM;MASC;SG	N
series	serie	series	serie		N;FEM
wspólnego	articolazione	wspólny	articolazione	ADJ;ACC;MASC;SG	N;FEM;SG
używa	utilizzi	używać	utilizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
iso	iso	iso	iso		N
christian	cristiano	christianin	cristiano	N;NOM;MASC;SG	ADJ;MASC;SG
christian	cristiani	christianin	cristiano	N;NOM;MASC;SG	N;MASC;PL
christian	cristiana	christianin	cristiano	N;NOM;MASC;SG	ADJ;FEM;SG
niewielkie	piccole	niewielki	piccolo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
niewielkie	piccoli	niewielki	piccolo	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
potok	potok	potok	potok		N;MASC;SG
potok	torrente	potok	torrente		N;MASC;SG
potok	torrent	potok	torrent		N;MASC
potok	flusso	potok	flusso		N;MASC;SG
potok	stream	potok	stream		N;MASC
państwowego	sovrani	państwowy	sovrano	ADJ;ACC;MASC;SG	N;MASC;PL
państwowego	sovrano	państwowy	sovrano	ADJ;ACC;MASC;SG	N;MASC;SG
państwowego	sovrane	państwowy	sovrano	ADJ;ACC;MASC;SG	ADJ;FEM;PL
artur	artù	artura	artù	PROPN;NOM;MASC;SG	N;MASC;SG
artur	arturo	artura	arturo	PROPN;NOM;MASC;SG	N;MASC;SG
artur	artur	artura	arturé	PROPN;NOM;MASC;SG	N;MASC;SG
zadania	incarichi	zadanie	incarico	N;NOM;NEUT;SG	N;MASC;PL
zadania	assegnazioni	zadanie	assegnazione	N;NOM;NEUT;SG	N;FEM;PL
zadania	compiti	zadanie	compito	N;NOM;NEUT;SG	N;MASC;PL
young	giovani	young	giovane		N;PL
young	giovane	young	giovane		N;SG
young	young	young	young		N
miejski	urban	miejski	urbano	ADJ;NOM;MASC;SG	N
miejski	urbane	miejski	urbano	ADJ;NOM;MASC;SG	ADJ;FEM;PL
błąd	errori	błąd	errore	N;NOM;MASC;SG	N;MASC;PL
sydney	sydney	sydney	sydney		N;MASC
skazany	condannato	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
skazany	condannati	skazać	condannato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
skazany	condannata	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
skazany	condannato	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
skazany	condannati	skazać	condannato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
skazany	condannata	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
skazany	condannato	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
skazany	condannati	skazać	condannato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
skazany	condannata	skazać	condannare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
populacji	popolazioni	populacja	popolazione	N;GEN;FEM;SG	N;FEM;PL
materiał	materiali	materiał	materiale	N;NOM;MASC;SG	N;MASC;PL
waga	bilancia	waga	bilancia		N;FEM;SG
waga	peso	waga	peso		N;MASC;SG
mając	avendo	mieć	avere	V;IPFV;PRS;V.CVB;ACT	V;V.MSDR
turcji	tacchino	turcja	tacchino	PROPN;GEN;FEM;SG	N;MASC;SG
turcji	turchia	turcja	turchia	PROPN;GEN;FEM;SG	N;FEM;SG
dziecko	piccola	dziecko	piccolo	N;NOM;NEUT;SG	ADJ;FEM;SG
zanim	prima	zanim	prima	CONJ	ADV
zanim	before	zanim	before	CONJ	
podstawowa	primario	podstawowy	primario		ADJ;MASC;SG
podstawowa	primarie	podstawowy	primario		N;FEM;PL
podstawowa	primari	podstawowy	primario		ADJ;MASC;PL
podstawowa	primaria	podstawowy	primario		ADJ;FEM;SG
podstawowa	basic	podstawowy	basic		N
lake	lago	raka	lago	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
dostępne	disponibili	dostępny	disponibile	ADJ;NOM;NEUT;SG	ADJ;PL
dostępne	accessibili	dostępny	accessibile	ADJ;NOM;NEUT;SG	ADJ;PL
przyszłości	futuro	przyszłość	futuro	N;DAT;FEM;SG	ADJ;MASC;SG
przyszłości	futura	przyszłość	futuro	N;DAT;FEM;SG	ADJ;FEM;SG
przyszłości	future	przyszłość	futuro	N;DAT;FEM;SG	ADJ;FEM;PL
przyszłości	futuri	przyszłość	futuro	N;DAT;FEM;SG	ADJ;MASC;PL
wolny	gratis	wolny	gratis	ADJ;NOM;MASC;SG	N
wolny	liberi	wolny	libero	ADJ;NOM;MASC;SG	ADJ;MASC;PL
wolny	free	wolny	frendere	ADJ;NOM;MASC;SG	N
zbudowana	costruite	zbudować	costruire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zbudowana	costruito	zbudować	costruire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zbudowana	costruita	zbudować	costruire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zbudowana	costruiti	zbudować	costruire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
jakości	qualità	jakość	qualità		N;FEM
kop	scavo	kop	scavo		N;MASC;SG
kop	dig	kop	dig		N
kop	scavare	kop	scavare		V;NFIN
kop	scava	kop	scavare		V;IMP;SG;3;PRS;FIN
kop	scavi	kop	scavo		N;MASC;PL
kop	calci	kop	calco		N;MASC;PL
kop	kick	kop	kick		N;MASC
ben	ben	ben	bene		ADV
jakuba	jacob	jakub	jacob		N;MASC;SG
jakuba	giacomo	jakub	giacomo		N;MASC;SG
jakuba	giacobbe	jakub	giacobbere		N;MASC;SG
jakuba	giacomo	jakub	giacomo		N;MASC;SG
jakuba	james	jakub	james		N;SG
dowodził	comandati	dowodzić	comandare	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
przeszłości	passati	przeszłość	passare	N;GEN;FEM;SG	V;MASC;PL;PST;V.PTCP
plac	quadrati	plac	quadrato	N;NOM;MASC;SG	N;MASC;PL
plac	quadrato	plac	quadrato	N;NOM;MASC;SG	ADJ;MASC;SG
bazy	basi	baza	base	N;GEN;FEM;SG	N;FEM;PL
czerwone	red	czerwony	red	ADJ;NOM;NEUT;SG	N
portugalii	portoghesi	portugalia	portoghese		N;PL
portugalii	portoghese	portugalia	portoghese		ADJ;SG
muszą	devono	musieć	dovere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
muszą	mosto	musieć	mosto	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;MASC;SG
muszą	deve	musieć	dovere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
muszą	must	musieć	must	V;IPFV;IND;PL;3;PRS;FIN;ACT	N
klasa	classe	klasa	classe	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
wersję	version	wersja	version	N;ACC;FEM;SG	
oznaczenie	marcature	oznaczenie	marcatura	N;NOM;NEUT;SG	N;FEM;PL
pewnie	probabilmente	pewnie	probabilmente	PART	ADV
wykonane	eseguito	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonane	eseguiti	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykonane	giustiziato	wykonać	giustiziare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonane	eseguita	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wykonane	fatto	wykonać	fare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonane	fatta	wykonać	fare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wykonane	made	wykonać	made	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N
wykonane	eseguito	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonane	eseguiti	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykonane	eseguita	wykonać	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zastąpił	sostituiti	zastąpić	sostituire	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
für	für	fra	für	V;IPFV;IND;SG;2;PRS;FIN;ACT	
dvd	dvd	dvd	dvd		N;MASC
dvd	dvd	dvd	dvd		N;MASC
korei	coreani	korea	coreano		N;MASC;PL
korei	coreano	korea	coreano		ADJ;MASC;SG
lasy	bosco	las	bosco	N;NOM;MASC;PL	N;MASC;SG
lasy	foresta	las	foresta	N;NOM;MASC;PL	N;FEM;SG
lasy	foresta	las	foresta	N;NOM;MASC;PL	N;FEM;SG
polityka	politici	polityka	politico	N;NOM;FEM;SG	N;MASC;PL
polityka	politico	polityka	politico	N;NOM;FEM;SG	ADJ;MASC;SG
stworzył	create	stworzyć	creare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;PST;V.PTCP
stworzył	creati	stworzyć	creare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
użytkownika	utenti	użytkownik	utente	N;ACC;MASC;SG	N;PL
pieśni	brani	pieśń	brano		N;MASC;PL
pieśni	canzoni	pieśń	canzone		N;FEM;PL
pieśni	canti	pieśń	canto		N;MASC;PL
pieśni	songs	pieśń	songs		N;MASC
textcolor	textcolor	textcolor	textcolor		N;MASC;SG
czerwony	red	czerwony	red	ADJ;NOM;MASC;SG	N
wojskowe	militari	wojskowy	militare	ADJ;NOM;NEUT;SG	N;PL
wojskowe	esercito	wojskowy	esercito	ADJ;NOM;NEUT;SG	N;MASC;SG
wybudowany	costruite	wybudować	costruire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
wybudowany	costruito	wybudować	costruire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wybudowany	costruita	wybudować	costruire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wybudowany	costruiti	wybudować	costruire	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
centralnego	central	centralny	central	ADJ;ACC;MASC;SG	N
centralnego	centrale	centralny	centrale	ADJ;ACC;MASC;SG	N;MASC;SG
rośnie	rising	rosnąć	rising	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
rośnie	crescente	rosnąć	crescente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
stali	steel	stać	steel	V;IPFV;MASC;IND;PL;PST;FIN;ACT	N
stali	acciaio	stać	acciaio	V;IPFV;MASC;IND;PL;PST;FIN;ACT	N;MASC;SG
drzewa	albero	drzewo	albero	N;NOM;NEUT;PL	N;MASC;SG
fort	forte	fort	forte	N;NOM;MASC;SG	ADJ;SG
play	giocare	pla	giocare		V;NFIN
play	giocate	pla	giocare		V;FEM;PL;PST;V.PTCP
play	gioca	pla	giocare		V;IND;SG;3;PRS;FIN
estonii	estone	estonia	estone		ADJ;SG
estonii	estonia	estonia	estonia		N;FEM;SG
miejskich	urban	miejski	urbano	ADJ;GEN;MASC;PL	N
miejskich	urbano	miejski	urbano	ADJ;GEN;MASC;PL	ADJ;MASC;SG
island	isola	island	isola		N;FEM;SG
łukasz	luke	łukasz	luka	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC
łukasz	luca	łukasz	luca	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
łukasz	wayne	łukasz	wayne	V;IPFV;IND;SG;2;PRS;FIN;ACT	N
łukasz	luca	łukasz	luca	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
łukasz	lucas	łukasz	lucas	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM;SG
łukasz	łukasz	łukasz	łukasz	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
łukasz	lukas	łukasz	lukas	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
museum	museo	museum	museo		N;MASC;SG
szczecin	stettino	szczecin	stettare		N;MASC;SG
nkwd	nkvd	nkwd	nkvd	PROPN;NOM;MASC;SG	N;MASC
agnieszka	agnieszka	agnieszka	agnieszka	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM
agnieszka	agnese	agnieszka	agnesa	V;IPFV;IND;SG;2;PRS;FIN;ACT	ADJ;SG
agnieszka	agnes	agnieszka	agnes	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM;SG
skok	salti	skok	salto	N;NOM;MASC;SG	N;MASC;PL
skok	salta	skok	saltare	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
skok	saltate	skok	saltare	N;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
skok	saltare	skok	saltare	N;NOM;MASC;SG	V;NFIN
skok	saltare	skok	saltare	N;NOM;MASC;SG	V;NFIN
zmarła	deceduti	zemrzeć	decedere	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
mieszkał	vissuti	mieszkać	vivere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
podstawowych	fondamentale	podstawowy	fondamentale	ADJ;GEN;MASC;PL	ADJ;SG
społeczny	social	społeczny	social	ADJ;NOM;MASC;SG	N
siedmiu	seven	siedem	seven		N
siedmiu	sette	siedem	sette		NUM
biuro	bureau	biuro	bureau		N;MASC;SG
biuro	office	biuro	office		N
biuro	ufficio	biuro	ufficio		N;MASC;SG
wielkość	dimensioni	wielkość	dimensione	N;ACC;FEM;SG	N;FEM;PL
zdania	frase	zdanie	frase	N;NOM;NEUT;PL	N;FEM;SG
zdania	condanna	zdanie	condanna	N;NOM;NEUT;PL	N;FEM;SG
zdania	sentenza	zdanie	sentenza	N;NOM;NEUT;PL	N;FEM;SG
całość	intero	całość	intero	N;NOM;FEM;SG	ADJ;MASC;SG
całość	interi	całość	intero	N;NOM;FEM;SG	ADJ;MASC;PL
całość	intera	całość	intero	N;NOM;FEM;SG	ADJ;FEM;SG
paryż	paris	paryż	paris		
paryż	parigi	paryż	parigo		N;MASC;SG
par	coppie	par	coppia		N;FEM;PL
par	par	par	par		V;IND;SG;3;PRS;FIN
par	coppie	par	coppia		N;FEM;PL
par	paia	par	paia		N;FEM;PL
podróży	viaggi	podróż	viaggio	N;GEN;FEM;SG	N;MASC;PL
podróży	viaggiare	podróż	viaggiare	N;GEN;FEM;SG	V;NFIN
podróży	viaggiare	podróż	viaggiare	N;GEN;FEM;SG	V;NFIN
podróży	viaggiare	podróż	viaggiare	N;GEN;FEM;SG	V;NFIN
trasa	itinerari	trasa	itinerario	N;NOM;FEM;SG	N;MASC;PL
zdecydował	decisi	zdecydować	decidere	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
włączono	iscritti	włączyć	iscritto	V;PFV;IND;0;PST;FIN;ACT	N;MASC;PL
włączono	iscritto	włączyć	iscritto	V;PFV;IND;0;PST;FIN;ACT	N;MASC;SG
umiejętności	competenze	umiejętność	competenza	N;ACC;FEM;SG	N;FEM;PL
wybrana	scelto	wybrać	scegliere	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wybrana	scelti	wybrać	scegliere	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wybrana	selezionato	wybrać	selezionato	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wybrana	selezionati	wybrać	selezionato	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
wybrana	selezionate	wybrać	selezionato	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
wybrana	selezionata	wybrać	selezionato	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
chile	cile	chily	cila	PROPN;NOM;MASC;SG	N;MASC;SG
ukryj	nascondersi	ukryj	nasconderse	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
ukryj	nascondi	ukryj	nascondere	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;2;PRS;FIN
skali	scala	skala	scala		N;FEM;SG
lokalnych	locale	lokalny	locale	ADJ;GEN;MASC;PL	ADJ;SG
lokalnych	local	lokalny	local	ADJ;GEN;MASC;PL	N
stoi	standing	stać	standing	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
stoi	stand	stać	stand	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC
związana	vincolato	związać	vincolare	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
związana	legato	związać	legare	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
związana	pareggiato	związać	pareggiare	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
związana	legata	związać	legare	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
vol	vol	vol	vol		N;SG
biał	bianca	biać	bianco	PROPN;NOM;MASC;SG	ADJ;FEM;SG
biał	white	biać	white	PROPN;NOM;MASC;SG	N
biał	bianchi	biać	bianco	PROPN;NOM;MASC;SG	N;MASC;PL
biał	bianco	biać	bianco	PROPN;NOM;MASC;SG	ADJ;MASC;SG
biał	bianche	biać	bianco	PROPN;NOM;MASC;SG	ADJ;FEM;PL
dolinie	valle	dolin	valle		N;FEM;SG
wniosek	richiedi	wniosek	richiedere	N;NOM;MASC;SG	V;IMP;SG;2;PRS;FIN
wniosek	conclusioni	wniosek	conclusione	N;NOM;MASC;SG	N;FEM;PL
długo	lungo	długo	lungo	ADV	ADJ;MASC;SG
długo	lunghe	długo	lungo	ADV	ADJ;FEM;PL
długo	lunga	długo	lungo	ADV	ADJ;FEM;SG
długo	long	długo	long	ADV	N
długo	lunghi	długo	lungo	ADV	ADJ;MASC;PL
przedsiębiorstwa	aziende	przedsiębiorstwa	azienda	N;NOM;NEUT;SG	N;FEM;PL
alfred	alfredo	alfred	alfredo	PROPN;NOM;MASC;SG	N;MASC;SG
alfred	alfred	alfred	alfred	PROPN;NOM;MASC;SG	N;MASC;SG
rankingu	classificato	ranking	classificato	N;DAT;MASC;SG	V;MASC;SG;PST;V.PTCP
osiem	eight	osiem	eight		N;SG
osiem	otto	osiem	otto		NUM
szkocji	scozia	szkocja	scozia	PROPN;GEN;FEM;SG	N;FEM;SG
inna	differenti	inny	differente	ADJ;NOM;FEM;SG	ADJ;PL
inna	diverse	inny	diverso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
inna	diversa	inny	diverso	ADJ;NOM;FEM;SG	DET;FEM;SG
inna	diversi	inny	diverso	ADJ;NOM;FEM;SG	DET;MASC;PL
inna	inna	inny	inna	ADJ;NOM;FEM;SG	N;MASC;SG
małżeństwa	matrimoni	małżeństwo	matrimonio	N;NOM;NEUT;SG	N;MASC;PL
flaga	bandiere	flaga	bandiera	N;NOM;FEM;SG	N;FEM;PL
brytyjska	british	brytyjski	british	ADJ;NOM;FEM;SG	N;MASC
brytyjska	inglesi	brytyjski	inglese	ADJ;NOM;FEM;SG	N;PL
brytyjska	britannici	brytyjski	britannico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
spółki	aziende	spółka	azienda		N;FEM;PL
nam	nam	my	nam	PRO;DAT;MASC;PL;1	
instytucji	istituzioni	instytucja	istituzione	N;GEN;FEM;SG	N;FEM;PL
indywidualnie	individuo	indywidualnie	individuo	ADV	N;MASC;SG
indywidualnie	individuali	indywidualnie	individuale	ADV	ADJ;PL
indywidualnie	singoli	indywidualnie	singolo	ADV	ADJ;MASC;PL
indywidualnie	individuale	indywidualnie	individuale	ADV	ADJ;SG
east	orientale	east	orientale	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;SG
east	east	east	east	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC
east	est	east	est	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
east	oriente	east	oriente	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;SG
front	anteriore	front	anteriore	N;NOM;MASC;SG	ADJ;SG
front	frontale	front	frontale	N;NOM;MASC;SG	ADJ;SG
opublikował	inviato	opublikować	inviato	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
paulo	paulo	paulo	paulo	PROPN;NOM;MASC;SG	N;MASC;SG
rosja	russia	rosja	russia		N;FEM;SG
para	coppia	para	coppia		N;FEM;SG
para	coppia	para	coppia		N;FEM;SG
para	vapore	para	vapore		N;MASC;SG
para	steam	para	steam		N
para	para	para	para		V;IND;SG;2;PRS;FIN
wprowadzenie	introducendo	wprowadzić	introdurre	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
czarne	neri	czarny	nero	ADJ;NOM;NEUT;SG	N;MASC;PL
czarne	black	czarny	black	ADJ;NOM;NEUT;SG	N
strefy	zona	strefa	zona	N;ACC;FEM;PL	N;FEM;SG
specjalne	speciali	specjalny	speciale	ADJ;NOM;NEUT;SG	ADJ;PL
specjalne	special	specjalny	special	ADJ;NOM;NEUT;SG	N;FEM;SG
artystyczny	artistiche	artystyczny	artistico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
artystyczny	artistici	artystyczny	artistico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
urządzenia	dispositivo	urządzenie	dispositivo	N;NOM;NEUT;PL	N;MASC;SG
pismo	scrivere	pismo	scrivere	N;NOM;NEUT;SG	V;NFIN
mocno	stretta	mocno	stretto	ADV	ADJ;FEM;SG
mocno	stretto	mocno	stretto	ADV	ADJ;MASC;SG
królowa	queen	królowa	queen	N;NOM;FEM;SG	ADJ;SG
off	spento	off	spento		ADJ;MASC;SG
off	off	off	off		ADJ;SG
off	spenta	off	spengere		V;FEM;SG;PST;V.PTCP
węgierski	ungheresi	węgierski	ungherese	ADJ;NOM;MASC;SG	N;PL
can	possono	can	potere		V;IND;PL;3;PRS;FIN
can	can	can	can		
can	può	can	potere		V;IND;SG;3;PRS;FIN
fazy	fase	faza	fase	N;ACC;FEM;PL	N;FEM;SG
długi	indebitamento	długi	indebitamento		N;MASC;SG
długi	debiti	długi	debito		N;MASC;PL
długi	debito	długi	debito		N;MASC;SG
długi	debiti	długi	debito		N;MASC;PL
długi	lungo	długi	lungo		ADJ;MASC;SG
długi	lunghe	długi	lungo		ADJ;FEM;PL
długi	lunga	długi	lungo		ADJ;FEM;SG
długi	long	długi	long		N
długi	lunghi	długi	lungo		ADJ;MASC;PL
fips	fips	fips	fips		N
filip	phillip	filip	phillip	PROPN;NOM;MASC;SG	N;MASC;SG
filip	filippo	filip	filippo	PROPN;NOM;MASC;SG	N;MASC;SG
filip	filippo	filip	filippo	PROPN;NOM;MASC;SG	N;MASC;SG
filip	philippe	filip	philippo	PROPN;NOM;MASC;SG	N;MASC
filip	filip	filip	filip	PROPN;NOM;MASC;SG	N;MASC;SG
współpracę	collaborazioni	współpraca	collaborazione	N;ACC;FEM;SG	N;FEM;PL
ściany	parete	ściana	parete	N;ACC;FEM;PL	N;FEM;SG
ściany	muraglia	ściana	muraglia	N;ACC;FEM;PL	N;FEM;SG
ściany	muro	ściana	muro	N;ACC;FEM;PL	N;MASC;SG
pop	pop	pop	pop		N;MASC
gości	invitati	gość	invitare	N;ACC;MASC;PL	V;MASC;PL;PST;V.PTCP
uzbrojenie	armi	uzbrojenie	arma	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
uzbrojenie	armamenti	uzbrojenie	armamento	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;MASC;PL
uzbrojenie	armamenti	uzbrojenie	armamento	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;MASC;PL
night	notte	night	notte		N;FEM;SG
własny	propria	własny	proprio	ADJ;NOM;MASC;SG	DET;FEM;SG
własny	custom	własny	custom	ADJ;NOM;MASC;SG	N
własny	personalizzati	własny	personalizzato	ADJ;NOM;MASC;SG	ADJ;MASC;PL
reakcji	reazioni	reakcja	reazione	N;GEN;FEM;SG	N;FEM;PL
reakcji	reazioni	reakcja	reazione	N;GEN;FEM;SG	N;FEM;PL
krajowa	national	krajowy	nationale	ADJ;NOM;FEM;SG	N
podstawowej	elementari	podstawowy	elementare	ADJ;GEN;FEM;SG	N;MASC;PL
podstawowej	primarie	podstawowy	primario	ADJ;GEN;FEM;SG	N;FEM;PL
podstawowej	primari	podstawowy	primario	ADJ;GEN;FEM;SG	ADJ;MASC;PL
odznaka	badge	odznak	badge		N;MASC
odznaka	distintivo	odznak	distintivo		ADJ;MASC;SG
brown	brown	browna	brown		N;MASC
brown	marrone	browna	marrone		N;MASC;SG
brown	marroni	browna	marrone		N;MASC;PL
nord	nord	nord	nord		N;MASC;SG
usunięte	eliminata	usunąć	eliminare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
usunięte	cancellato	usunąć	cancellare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
