категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
национално	nasjonalt	национален	nasjonal	ADV	ADJ;INDF;NEUT;SG
национално	landsomfattende	национален	landsomfattende	ADV	N;INDF;NEUT;SG
счита	anser	считам-(се)	anser	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
кръст	krysse	кръст	krysse	N;INDF;MASC;SG	V;NFIN
комплекс	kompleks	комплекс	kompleks	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
дунав	donau	дунав	donau	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
предишна	tidligere	предишен	tidligere	ADJ;INDF;FEM;SG	N;INDF;FEM;SG
предишна	førre	предишен	førre	ADJ;INDF;FEM;SG	DET;DEF
предишна	forrige	предишен	forrige	ADJ;INDF;FEM;SG	ADJ;PL
издадена	utstedt	издам-(се)	utstedje	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
полета	felt	поле	felt	N;INDF;NEUT;PL	N;INDF;NEUT;SG
полета	åkre	поле	åkre	N;INDF;NEUT;PL	N;INDF;MASC;SG
полета	flyreise	поле	flyreise	N;INDF;NEUT;PL	N;INDF;FEM;SG
полета	flytur	поле	flytur	N;INDF;NEUT;PL	N;INDF;MASC;SG
полета	flyging	поле	flyging	N;INDF;NEUT;PL	N;INDF;FEM;SG
гори	brannsår	гора	brannså	N;INDF;FEM;PL	N;INDF;NEUT;SG
гори	burns	гора	burns	N;INDF;FEM;PL	N;INDF;MASC;SG
гори	brenner	гора	brenner	N;INDF;FEM;PL	V;IND;PRS;FIN
гори	brenne	гора	brenne	N;INDF;FEM;PL	V;NFIN
гори	burn	гора	burn	N;INDF;FEM;PL	N;INDF;NEUT;SG
гори	brenn	гора	brenne	N;INDF;FEM;PL	V;IND;PRS;FIN
гори	brenner	гора	brenner	N;INDF;FEM;PL	V;IND;PRS;FIN
гори	brennende	гора	brennende	N;INDF;FEM;PL	N;INDF;NEUT;SG
гори	burning	гора	burning	N;INDF;FEM;PL	N;INDF;FEM;SG
гори	brenning	гора	brenning	N;INDF;FEM;PL	N;INDF;FEM;SG
майкъл	mikael	майкъл	mikael	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
майкъл	michael	майкъл	michael	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
съоръжения	anlegg	съоръжение	anlegg	N;INDF;NEUT;PL	N;INDF;NEUT;SG
построен	bygget	построя-(се)	bygg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
построен	bygde	построя-(се)	byggje	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
построен	bygd	построя-(се)	byggje	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
рядко	sjelden	рядко	sjelden	ADV	ADJ;INDF;SG
рядко	sjelden	рядко	sjelden	ADV	ADJ;INDF;SG
рядко	sjeldent	рядко	sjeldent	ADV	N;INDF;MASC;SG
рядко	skjelden	рядко	skjeld	ADV	N;DEF;MASC;SG
рядко	sjelden	рядко	sjelden	ADV	ADJ;INDF;SG
рядко	sjeldent	рядко	sjeldent	ADV	N;INDF;MASC;SG
рядко	sjeldne	рядко	sjeldan	ADV	ADJ;PL
петко	femmer	петко	femme	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
търговски	reklamefilm	търговски	reklamefilm	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
комисия	komiteen	комисия	komité	N;INDF;FEM;SG	N;DEF;MASC;SG
планински	fjell	планински	fjell	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
планински	mountain	планински	mountain	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
планински	fjellet	планински	fjell	ADJ;INDF;MASC;SG	N;DEF;NEUT;SG
тяхната	sine	наш	sin	DET;DEF;FEM;SG;3	PRO;PL
тяхната	deres	наш	deres	DET;DEF;FEM;SG;3	N;INDF;MASC;SG
тяхната	deres	наш	deres	DET;DEF;FEM;SG;3	N;INDF;MASC;SG
тяхната	dems	наш	dems	DET;DEF;FEM;SG;3	N;INDF;MASC;SG
християни	kristne	християнин	kristen	N;INDF;MASC;PL	ADJ;PL
учени	lærde	учен	lære	N;INDF;MASC;PL	V;IND;PST;FIN
учени	vitenskapsfolk	учен	vitenskapsfolk	N;INDF;MASC;PL	N;INDF;NEUT;SG
учени	forskere	учен	forskere	N;INDF;MASC;PL	V;NFIN
израел	israel	израел	israel	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
корея	korea	корей	kore	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
чета	lest	чета	lese	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
чета	les	чета	lese	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;FIN
чета	read	чета	read	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;NEUT;SG
чета	leser	чета	lese	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;SG
чета	reading	чета	reading	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
чета	lesning	чета	lesning	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
чета	lesing	чета	lesing	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
въпроси	spørsmål	въпрос	spørsmål	N;INDF;MASC;PL	N;INDF;NEUT;SG
изпълнение	gjennomføringen	изпълнение	gjennomføring	N;INDF;NEUT;SG	N;DEF;MASC;SG
изпълнение	opptreden	изпълнение	opptred	N;INDF;NEUT;SG	N;DEF;MASC;SG
изпълнение	resultater	изпълнение	resultater	N;INDF;NEUT;SG	N;INDF;FEM;PL
изпълнение	utførelse	изпълнение	utførels	N;INDF;NEUT;SG	ADJ;SG
флот	marinen	флот	marin	N;INDF;MASC;SG	N;DEF;MASC;SG
флот	fleet	флот	fle	N;INDF;MASC;SG	N;DEF;NEUT;SG
флот	flåten	флот	flåte	N;INDF;MASC;SG	N;DEF;MASC;SG
герои	heltene	герой	helte	N;INDF;MASC;PL	N;DEF;FEM;PL
герои	tegn	герой	tegn	N;INDF;MASC;PL	N;INDF;NEUT;SG
официална	official	официален	official	ADJ;INDF;FEM;SG	N
официална	offisielle	официален	offisiell	ADJ;INDF;FEM;SG	ADJ;PL
официална	formelle	официален	formell	ADJ;INDF;FEM;SG	ADJ;PL
възпитаници	alumni	възпитаник	alumni	N;INDF;MASC;PL	N;INDF;MASC;SG
мир	freden	мир	fred	N;INDF;MASC;SG	N;DEF;MASC;SG
творчество	kreativiteten	творчество	kreativitet	N;INDF;NEUT;SG	N;DEF;MASC;SG
продуцент	produsenten	продуцент	produsent	N;INDF;MASC;SG	N;DEF;MASC;SG
принц	prinsen	принц	prins	N;INDF;MASC;SG	N;DEF;MASC;SG
принц	fyrste	принц	fyrste	N;INDF;MASC;SG	ADJ;DEF;SG
разкази	tales	разказ	tales	N;INDF;MASC;PL	N;INDF;NEUT;SG
разкази	hendelser	разказ	hendelse	N;INDF;MASC;PL	N;INDF;NEUT;SG
загуби	savn	загуба	savn	N;INDF;FEM;PL	N;INDF;MASC;SG
загуби	tap	загуба	tap	N;INDF;FEM;PL	N;INDF;NEUT;SG
загуби	tapene	загуба	tape	N;INDF;FEM;PL	N;DEF;FEM;PL
загуби	tap	загуба	tap	N;INDF;FEM;PL	N;INDF;NEUT;SG
загуби	mistet	загуба	miste	N;INDF;FEM;PL	ADJ;INDF;NEUT;SG
загуби	fortapt	загуба	fortepje	N;INDF;FEM;PL	ADJ;INDF;SG;V.PTCP
загуби	tapte	загуба	tape	N;INDF;FEM;PL	ADJ;PL;V.PTCP
загуби	tapt	загуба	tape	N;INDF;FEM;PL	ADJ;INDF;NEUT;SG;V.PTCP
загуби	lost	загуба	lost	N;INDF;FEM;PL	N;INDF;NEUT;SG
дълбочина	dybden	дълбочина	dybde	N;INDF;FEM;SG	N;DEF;MASC;SG
мадрид	madrid	мадрид	madrid	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
изследване	undersøkelsen	изследване	undersøkelse	N;INDF;NEUT;SG	N;DEF;MASC;SG
изследване	studere	изследване	studere	N;INDF;NEUT;SG	V;NFIN
употреба	bruken	употреба	bruk	N;INDF;FEM;SG	N;DEF;MASC;SG
употреба	bruke	употреба	bruke	N;INDF;FEM;SG	V;NFIN
употреба	bruken	употреба	bruk	N;INDF;FEM;SG	N;DEF;MASC;SG
благоевград	blagoevgrad	благоевград	blagoevgrad	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
национални	national	национален	national	ADJ;INDF;PL	N;INDF;MASC;SG
национални	nasjonal	национален	nasjonal	ADJ;INDF;PL	ADJ;INDF;SG
национални	nasjonalt	национален	nasjonal	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
продукти	produkt	продукт	produkt	N;INDF;MASC;PL	N;INDF;NEUT;SG
продукти	produktet	продукт	produkt	N;INDF;MASC;PL	N;DEF;NEUT;SG
продукти	produktene	продукт	produkt	N;INDF;MASC;PL	N;DEF;FEM;PL
министерството	departement	министерство	departement	N;DEF;NEUT;SG	N;INDF;NEUT;SG
министерството	ministry	министерство	ministry	N;DEF;NEUT;SG	N;INDF;MASC;SG
кой	who	кой	who	PRO;NOM;MASC;SG	N
кой	hvem	кой	hvem	PRO;NOM;MASC;SG	N;INDF;MASC;SG
стари	gammelt	стар	gammel	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
стари	old	стар	old	ADJ;INDF;PL	
стари	gammel	стар	gammel	ADJ;INDF;PL	N;INDF;MASC;SG
стари	gammal	стар	gammal	ADJ;INDF;PL	ADJ;INDF;SG
албания	albania	албания	albanie	N;INDF;FEM;SG	PROPN
изкуството	art	изкуство	art	N;DEF;NEUT;SG	N;INDF;MASC;SG
изкуството	kunst	изкуство	kunst	N;DEF;NEUT;SG	N;INDF;FEM;SG
добро	flinke	добър	flink	ADV	ADJ;PL
добро	flink	добър	flink	ADV	ADJ;INDF;SG
добро	godt	добър	god	ADV	ADJ;INDF;NEUT;SG
добро	dyktig	добър	dyktig	ADV	ADJ;INDF;SG
добро	god	добър	god	ADV	ADJ;INDF;SG
добро	bra	добър	bra	ADV	ADJ;INDF;NEUT;SG
подкрепа	støtter	подкрепа	støtte	N;INDF;FEM;SG	V;IND;PRS;FIN
подкрепа	støtter	подкрепа	støtte	N;INDF;FEM;SG	V;IND;PRS;FIN
активно	aktive	активно	aktiv	ADV	ADJ;PL
активно	aktivt	активно	aktiv	ADV	ADJ;INDF;NEUT;SG
активно	aktiv	активно	aktiv	ADV	ADJ;INDF;SG
активно	active	активно	activ	ADV	N;INDF;MASC;SG
едновременно	samtidige	едновременно	samtidig	ADV	ADJ;PL
едновременно	samtidig	едновременно	samtidig	ADV	ADJ;INDF;NEUT;SG
изключение	unntaket	изключение	unntak	N;INDF;NEUT;SG	N;DEF;NEUT;SG
реките	rivers	река	rivers	N;DEF;FEM;PL	N;INDF;NEUT;SG
реките	elver	река	elv	N;DEF;FEM;PL	N;INDF;FEM;PL
снимки	bilete	снимка	bilete	N;INDF;FEM;PL	N;INDF;NEUT;SG
снимки	pictures	снимка	pictures	N;INDF;FEM;PL	N;INDF;NEUT;SG
автори	forfattere	автор	forfattere	N;INDF;MASC;PL	V;NFIN
братя	brødrene	брат	brødre	N;INDF;MASC;PL	N;DEF;FEM;PL
братя	brødre	брат	bror	N;INDF;MASC;PL	N;INDF;NEUT;SG
братя	brothers	брат	brothers	N;INDF;MASC;PL	N;INDF;MASC;SG
братя	bros	брат	bros	N;INDF;MASC;PL	N;INDF;MASC;SG
видео	videoen	видео	video	N;INDF;NEUT;SG	N;DEF;MASC;SG
успешно	vellykket	успешно	vellykk	ADV	N;DEF;NEUT;SG
успешно	vellykkede	успешно	vellykkede	ADV	N;INDF;MASC;SG
успешно	vellykket	успешно	vellykk	ADV	N;DEF;NEUT;SG
тяло	kroppen	тяло	kropp	N;INDF;NEUT;SG	N;DEF;MASC;SG
тяло	lik	тяло	lik	N;INDF;NEUT;SG	ADJ;INDF;SG
вмро	vmro	вмро	vmro	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
шаблони	maler	шаблон	male	N;INDF;MASC;PL	N;INDF;NEUT;SG
трета	tredje	трети	tredje	ADJ;INDF;FEM;SG	ADJ;DEF;SG
трета	third	трети	third	ADJ;INDF;FEM;SG	N
срещи	dato	среща	dato	N;INDF;FEM;PL	N;INDF;MASC;SG
срещи	stevnemøter	среща	stevnemøte	N;INDF;FEM;PL	N;INDF;NEUT;SG
срещи	møter	среща	møte	N;INDF;FEM;PL	V;IND;PRS;FIN
срещи	møtene	среща	møte	N;INDF;FEM;PL	N;DEF;FEM;PL
срещи	datering	среща	datering	N;INDF;FEM;PL	N;INDF;FEM;SG
срещи	dating	среща	dating	N;INDF;FEM;PL	N;INDF;FEM;SG
основна	main	основен	main	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
основна	hoved	основен	hoved	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
основна	grunnleggende	основен	grunnleggende	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
основна	basic	основен	basic	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
програмата	program	програма	program	N;DEF;FEM;SG	N;INDF;NEUT;SG
материал	materiell	материал	materiell	N;INDF;MASC;SG	ADJ;INDF;SG
възстановяване	gjenopprette	възстановяване	gjenopprette	N;INDF;NEUT;SG	V;NFIN
възстановяване	restaurasjonen	възстановяване	restaurasjon	N;INDF;NEUT;SG	N;DEF;MASC;SG
причини	formål	причина	formål	N;INDF;FEM;PL	N;INDF;NEUT;SG
кралица	dronningen	кралица	dronning	N;INDF;FEM;SG	N;DEF;MASC;SG
кралица	queen	кралица	que	N;INDF;FEM;SG	N;DEF;MASC;SG
хил	hill	хил	hill	PROPN;INDF;MASC;SG	PROPN
хил	ås	хил	ås	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
ирландия	irland	ирландия	irland	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
ирландия	ireland	ирландия	ireland	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
висок	high	висок	high	ADJ;INDF;MASC;SG	N
висок	rus	висок	rus	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
висок	høy	висок	høy	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
висок	høyt	висок	høyt	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
висок	høy	висок	høy	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
размери	dimensjoner	размер	dimensjon	N;INDF;MASC;PL	N;INDF;MASC;SG
размери	dimensjonene	размер	dimensjon	N;INDF;MASC;PL	N;DEF;FEM;PL
размери	størrelser	размер	størrelser	N;INDF;MASC;PL	N;INDF;NEUT;SG
размери	størrelse	размер	størrelse	N;INDF;MASC;PL	N;INDF;MASC;SG
размери	størrelsen	размер	størrelse	N;INDF;MASC;PL	N;DEF;MASC;SG
обратно	attende	обратно	attende	ADV	ADP
обратно	back	обратно	back	ADV	N
обратно	tilbake	обратно	tilbake	ADV	ADP
обратно	rygg	обратно	rygg	ADV	ADJ;INDF;SG
сцена	scenen	сцена	scene	N;INDF;FEM;SG	N;DEF;MASC;SG
изглед	visninger	изглед	visning	N;INDF;MASC;SG	N;INDF;FEM;PL
звезда	stjerna	звезда	stjerne	N;INDF;FEM;SG	N;DEF;FEM;SG
провинции	provinser	провинция	provinser	N;INDF;FEM;PL	N;INDF;MASC;SG
училища	skolene	училище	skole	N;INDF;NEUT;PL	N;DEF;FEM;PL
атина	aten	атина	aten	PROPN;INDF;FEM;SG	N
атина	athen	атина	athen	PROPN;INDF;FEM;SG	PROPN
атина	athene	атина	athen	PROPN;INDF;FEM;SG	N;INDF;SG
атина	athena	атина	athen	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
лично	personlig	лично	personlig	ADV	ADJ;INDF;NEUT;SG
лично	personlige	лично	personlig	ADV	ADJ;PL
лично	personlig	лично	personlig	ADV	ADJ;INDF;NEUT;SG
участник	deltaker	участник	deltaker	N;INDF;MASC;SG	N;INDF;MASC;PL
участник	deltaker	участник	deltaker	N;INDF;MASC;SG	N;INDF;MASC;PL
седем	seven	седем	seve	NUM;INDF;PL	N;INDF;NEUT;SG
седем	syv	седем	syve	NUM;INDF;PL	
седем	syver	седем	syve	NUM;INDF;PL	N;INDF;MASC;SG
общност	samfunnet	общност	samfunn	N;INDF;FEM;SG	N;DEF;NEUT;SG
общност	fellesskapet	общност	fellesskap	N;INDF;FEM;SG	N;DEF;NEUT;SG
използване	bruken	използване	bruk	N;INDF;NEUT;SG	N;DEF;MASC;SG
използване	bruke	използване	bruke	N;INDF;NEUT;SG	V;NFIN
използване	bruken	използване	bruk	N;INDF;NEUT;SG	N;DEF;MASC;SG
проблем	problem	проблем	problem	N;INDF;MASC;SG	N;INDF;NEUT;PL
проблем	problemet	проблем	problem	N;INDF;MASC;SG	N;DEF;NEUT;SG
проблем	problemer	проблем	problem	N;INDF;MASC;SG	N;INDF;MASC;PL
технически	teknisk	технически	teknisk	ADV	ADJ;INDF;NEUT;SG
технически	tekniske	технически	teknisk	ADV	ADJ;PL
лица	ansiktene	лице	ansikt	N;INDF;NEUT;PL	N;DEF;FEM;PL
лица	ansikt	лице	ansikt	N;INDF;NEUT;PL	N;INDF;NEUT;SG
габрово	gabrovo	габрово	gabrovo	ADV	N;INDF;MASC;SG
цезар	cæsar	цезар	cæse	N;INDF;MASC;SG	N;INDF;MASC;PL
словения	slovenia	словен	slovenia	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
словения	slovenias	словен	slovenias	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
труд	arbeide	труд	arbeide	N;INDF;MASC;SG	V;NFIN
труд	jobbe	труд	jobbe	N;INDF;MASC;SG	V;NFIN
труд	jobber	труд	jobbe	N;INDF;MASC;SG	N;INDF;FEM;PL
труд	slit	труд	slite	N;INDF;MASC;SG	V;IND;PRS;FIN
труд	rier	труд	rie	N;INDF;MASC;SG	N;INDF;FEM;PL
наследство	arven	наследство	arv	N;INDF;NEUT;SG	N;DEF;MASC;SG
наследство	arven	наследство	arv	N;INDF;NEUT;SG	N;DEF;MASC;SG
общ	common	общ	common	ADJ;INDF;MASC;SG	N
общ	totale	общ	total	ADJ;INDF;MASC;SG	ADJ;PL
международен	international	международен	international	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
международен	internasjonale	международен	internasjonal	ADJ;INDF;MASC;SG	ADJ;PL
ангел	engelen	ангел	engel	N;INDF;MASC;SG	N;DEF;MASC;SG
знаме	banner	знаме	bann	N;INDF;NEUT;SG	N;INDF;NEUT;PL
знаме	banneret	знаме	banner	N;INDF;NEUT;SG	N;DEF;NEUT;SG
главата	hode	глава	hode	N;DEF;FEM;SG	N;INDF;MASC;SG
главата	head	глава	head	N;DEF;FEM;SG	N;INDF;NEUT;SG
федерация	samveldet	федерация	samveldet	N;INDF;FEM;SG	N;DEF;NEUT;SG
федерация	føderasjonen	федерация	føderasjon	N;INDF;FEM;SG	N;DEF;MASC;SG
бели	hvit	бял	hvit	ADJ;INDF;PL	N;INDF;MASC;SG
бели	white	бял	white	ADJ;INDF;PL	N;INDF
бели	hvitt	бял	hvi	ADJ;INDF;PL	N;INDF;NEUT;SG
бели	hvite	бял	hvite	ADJ;INDF;PL	N;INDF;NEUT;SG
попов	popov	попов	popov	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
дълги	lang	дълъг	lang	ADJ;INDF;PL	ADJ;INDF;SG
дълги	lengter	дълъг	lengt	ADJ;INDF;PL	N;INDF;MASC;SG
дълги	long	дълъг	long	ADJ;INDF;PL	N;INDF;NEUT;SG
обществото	society	общество	society	N;DEF;NEUT;SG	N;INDF;NEUT;SG
обществото	samfunn	общество	samfunn	N;DEF;NEUT;SG	N;INDF;NEUT;SG
нейните	hennes	мой	hennes	DET;DEF;PL;3	N;INDF;MASC;SG
революционна	revolusjonære	революционен	revolusjonær	ADJ;INDF;FEM;SG	ADJ;PL
революционна	revolusjonerende	революционен	revolusjonerende	ADJ;INDF;FEM;SG	ADJ;PL;V.PTCP
революционна	revolusjonær	революционен	revolusjonær	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
кипър	kypros	кипър	kypros	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
източно	east	източно	eest	ADV	PROPN
източно	øst	източно	øs	ADV	N;INDF;NEUT;SG
източно	østlig	източно	østlig	ADV	N;INDF;MASC;SG
източно	øst	източно	øs	ADV	N;INDF;NEUT;SG
сити	byen	сит	by	N;INDF;MASC;SG	N;DEF;MASC;SG
любов	kjærligheten	любов	kjærlighet	N;INDF;FEM;SG	N;DEF;MASC;SG
любов	elsker	любов	elsker	N;INDF;FEM;SG	N;INDF;FEM;PL
галерия	galleriet	галерия	galleri	N;INDF;FEM;SG	N;DEF;NEUT;SG
камък	stone	камък	ston	N;INDF;MASC;SG	PROPN
църкви	kirker	църква	kirker	N;INDF;FEM;PL	N;INDF;NEUT;SG
древен	eldgammelt	древен	eldgammelt	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
древен	antikkens	древен	antikk	N;INDF;MASC;SG	N;GEN;DEF;MASC;SG
древен	oldtidens	древен	oldtid	N;INDF;MASC;SG	N;GEN;DEF;MASC;SG
блокиране	blokkerer	блокиране	blokkere	N;INDF;NEUT;SG	V;IND;PRS;FIN
блокиране	blokkere	блокиране	blokkere	N;INDF;NEUT;SG	V;NFIN
блокиране	blokker	блокиране	blokke	N;INDF;NEUT;SG	N;INDF;FEM;PL
блокиране	blokkere	блокиране	blokkere	N;INDF;NEUT;SG	V;NFIN
мюнхен	münchen	мюнхен	münch	N;INDF;MASC;SG	PROPN
квартал	nabolaget	квартал	nabolag	N;INDF;MASC;SG	N;DEF;NEUT;SG
квартал	strøket	квартал	strøk	N;INDF;MASC;SG	N;DEF;NEUT;SG
квартал	nabolaget	квартал	nabolag	N;INDF;MASC;SG	N;DEF;NEUT;SG
конго	kongo	конго	kongo	PROPN;INDF;MASC;SG	PROPN
открито	outdoor	открито	outdoor	ADV	N;INDF;NEUT;SG
открито	utendørs	открито	utendørs	ADV	N;INDF;MASC;SG
открито	åpenlyst	открито	åpenlyse	ADV	N;INDF;MASC;SG
защитата	forsvar	защита	forsvar	N;DEF;FEM;SG	N;INDF;NEUT;SG
защитата	defense	защита	defense	N;DEF;FEM;SG	N;INDF;MASC;SG
лекар	doktoren	лекар	doktor	N;INDF;MASC;SG	N;DEF;MASC;SG
крепостта	festning	крепост	festning	N;DEF;FEM;SG	N;INDF;FEM;SG
емил	emile	емил	emil	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
емил	émile	емил	mmil	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
емил	emil	емил	emil	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
женен	gift	женен	gift	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG
играта	spill	игра	spill	N;DEF;FEM;SG	N;INDF;NEUT;SG
играта	kampstart	игра	kampstart	N;DEF;FEM;SG	N;INDF;MASC;SG
промяна	endre	промяна	endre	N;INDF;FEM;SG	V;NFIN
собственост	eide	собственост	eide	N;INDF;FEM;SG	PROPN
собственост	eierskapet	собственост	eierskap	N;INDF;FEM;SG	N;DEF;NEUT;SG
кампания	campania	кампания	campanie	N;INDF;FEM;SG	PROPN
кампания	kampanjen	кампания	kampanje	N;INDF;FEM;SG	N;DEF;MASC;SG
жените	kvinner	жена	kvinne	N;DEF;FEM;PL	N;INDF;FEM;PL
жените	kvinnfolk	жена	kvinnfolk	N;DEF;FEM;PL	N;INDF;NEUT;SG
