die	на	die	на	DET;DEF	ADP
uitgebreide	разширено	uitbrei	разширя-(се)	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
suksesvol	успешна	suksesvol	успешен		ADJ;INDF;FEM;SG
suksesvol	успешни	suksesvol	успешен		ADJ;INDF;PL
suksesvol	успешен	suksesvol	успешен		ADJ;INDF;MASC;SG
suksesvol	успешно	suksesvol	успешно		ADV
suksesvol	успешно	suksesvol	успешно		ADV
suksesvol	успех	suksesvol	успех		N;INDF;MASC;SG
suksesvol	успехи	suksesvol	успех		N;INDF;MASC;PL
oekraïne	украйна	oekrain	украйна		PROPN;INDF;FEM;SG
skade	наранявания	skade	нараняване	N;SG	N;INDF;NEUT;PL
otto	ото	otto	ото		PROPN;INDF;MASC;SG
bedoel	означаваше	bedoel	означавам	V;PRS	V;IPFV;IND;SG;3;IPFV;FIN;ACT
innocentius	невинен	innocentius	невинен		ADJ;INDF;MASC;SG
innocentius	невинно	innocentius	невинно		ADV
innocentius	невинна	innocentius	невинен		ADJ;INDF;FEM;SG
innocentius	невинни	innocentius	невинен		ADJ;INDF;PL
valign	valign	valign	valign		PROPN;INDF;MASC;SG
more	утре	môre	утре		ADV
more	утро	môre	утро		N;INDF;NEUT;SG
more	сутрин	môre	сутрин		N;INDF;FEM;SG
pryse	ценообразуване	pryse	ценообразуване	N;PL	N;INDF;NEUT;SG
beëindig	край	beëindig	край	V;PRS	ADP
als	всички	als	всеки		PRO;NOM;PL
als	всичко	als	всеки		PRO;NOM;NEUT;SG
switserse	швейцария	switsers	швейцария	N;PL	PROPN;INDF;FEM;SG
switserse	швейцарски	switsers	швейцарски	N;PL	ADJ;INDF;MASC;SG
switserse	швейцарско	switsers	швейцарски	N;PL	ADV
switserse	швейцарска	switsers	швейцарски	N;PL	ADJ;INDF;FEM;SG
hoogs	top	hoog	top		ADV
hoogs	топ	hoog	топ		N;INDF;MASC;SG
hoogs	върха	hoog	връх		N;DEF;MASC;SG
hang	висящ	hang	вися	V;PRS	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
hang	обесване	hang	обесване	V;PRS	N;INDF;NEUT;SG
hang	висящи	hang	вися	V;PRS	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
nabygeleë	наблизо	nabylee	наблизо		ADV
tradisioneel	традиционен	tradisioneel	традиционен	ADV	ADJ;INDF;MASC;SG
tradisioneel	традиционна	tradisioneel	традиционен	ADV	ADJ;INDF;FEM;SG
tradisioneel	традиционни	tradisioneel	традиционен	ADV	ADJ;INDF;PL
elektroniese	електронно	elektronies	електронен	ADJ;NOM	ADV
dankie	мерси	dankie	мерся	PRO;NOM;SG;3	V;IPFV;IMP;SG;2;FIN
dankie	благодаря	dankie	благодаря	PRO;NOM;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
coastal	крайбрежните	coastal	крайбрежен		ADJ;DEF;PL
coastal	крайбрежни	coastal	крайбрежен		ADJ;INDF;PL
sagteware	софтуер	sagtewaar	софтуер	N;PL	N;INDF;MASC;SG
breek	прекъсване	breek	прекъсване	V;PRS	N;INDF;NEUT;SG
breek	почивка	breek	почивка	V;PRS	N;INDF;FEM;SG
chicago	чикаго	chicago	чикаго	PROPN;SG	PROPN;INDF;MASC;SG
samesteller	композитор	samesteller	композитор		N;INDF;MASC;SG
verwoes	унищожаване	verwoes	унищожаване	V;PRS	N;INDF;NEUT;SG
matt	мат	matt	мат		N;INDF;MASC;SG
elaine	елейн	elaine	елейн		N;INDF;MASC;SG
elaine	илейн	elaine	илейн		N;INDF;FEM;SG
stephen	стивън	stephen	стивън		PROPN;INDF;MASC;SG
julle	си	julle	съм	PRO;SG;2	V;IPFV;IND;SG;2;PRS;FIN;ACT
julle	ти	julle	аз	PRO;SG;2	PRO;NOM;SG;2
julle	ви	julle	аз	PRO;SG;2	PRO;ACC;SG;2
verwerp	отхвърляне	verwerp	отхвърляне	V;PRS	N;INDF;NEUT;SG
verwerp	изхвърляне	verwerp	изхвърляне	V;PRS	N;INDF;NEUT;SG
digitale	цифров	digitaal	цифров	ADJ;NOM	N;INDF;MASC;SG
digitale	цифрово	digitaal	цифров	ADJ;NOM	ADV
tak	бранч	tak	бранч	N;SG	PROPN;INDF;MASC;SG
bloed	кръвта	bloed	кръв		N;DEF;FEM;SG
bloed	кръв	bloed	кръв		N;INDF;FEM;SG
antwoord	отговори	antwoord	отговоря	N;SG	V;PFV;IND;SG;3;PST;FIN;ACT
spoorlyn	железници	spoorlyn	железница	N;SG	N;INDF;FEM;PL
spoorlyn	железопътен	spoorlyn	железопътен	N;SG	ADJ;INDF;MASC;SG
finale	краен	finaal	краен	N;SG	ADJ;INDF;MASC;SG
finale	окончателно	finaal	окончателно	N;SG	ADV
gratis	свободно	gratis	свободно	PRO;NOM	ADV
gratis	свободни	gratis	свободен	PRO;NOM	ADJ;INDF;PL
gratis	свободен	gratis	свободен	PRO;NOM	ADJ;INDF;MASC;SG
gratis	свободна	gratis	свободен	PRO;NOM	ADJ;INDF;FEM;SG
gratis	безплатни	gratis	безплатен	PRO;NOM	ADJ;INDF;PL
gratis	безплатно	gratis	безплатно	PRO;NOM	ADV
geskik	допустимо	geskik	допустим		ADV
geskik	допустим	geskik	допустя		N;INDF;MASC;SG
geskik	допустими	geskik	допустим		ADJ;INDF;PL
del	делауеър	del	делауеър		N;INDF;MASC;SG
heer	крал	heer	крал		N;INDF;MASC;SG
heer	кинг	heer	кинг		N;INDF;MASC;SG
heer	кралят	heer	крал		N;DEF;MASC;SG
heer	цар	heer	цар		N;INDF;MASC;SG
heer	краля	heer	крал		N;DEF;MASC;SG
konings	кингс	koning	кингс	N;PL	N;INDF;MASC;SG
daaropvolgende	последващ	daaropvolgend	последвам	PRO	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
daaropvolgende	последваща	daaropvolgend	последвам	PRO	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
daaropvolgende	последващо	daaropvolgend	последвам	PRO	ADV
nazi	нацистки	nazi	нацистки		ADJ;INDF;MASC;SG
nazi	нацист	nazi	нацист		N;INDF;MASC;SG
nazi	нацисти	nazi	нацист		N;INDF;MASC;PL
nazi	нацистка	nazi	нацистка		N;INDF;FEM;SG
onlangs	напоследък	onlangs	напоследък		ADV
onlangs	наскоро	onlangs	наскоро		ADV
onlangs	неотдавна	onlangs	неотдавна		ADV
grys	сив	grys	сив	ADV	PROPN;INDF;MASC;SG
grys	сива	grys	сив	ADV	ADJ;INDF;FEM;SG
grys	сиви	grys	сив	ADV	ADJ;INDF;PL
grys	грей	grys	грей	ADV	PROPN;INDF;MASC;SG
grys	сив	grys	сив	ADV	PROPN;INDF;MASC;SG
grys	сива	grys	сив	ADV	ADJ;INDF;FEM;SG
grys	сиви	grys	сив	ADV	ADJ;INDF;PL
grys	грей	grys	грей	ADV	PROPN;INDF;MASC;SG
grys	сивите	grys	сив	ADV	ADJ;DEF;PL
grey	сив	grey	сив	PROPN;SG	PROPN;INDF;MASC;SG
grey	сиво	grey	сиво	PROPN;SG	ADV
grey	сива	grey	сив	PROPN;SG	ADJ;INDF;FEM;SG
grey	сиви	grey	сив	PROPN;SG	ADJ;INDF;PL
grey	грей	grey	грей	PROPN;SG	PROPN;INDF;MASC;SG
fifa	фифа	fifa	фиф		N;INDF;MASC;SG
anne	ане	anne	ане		PROPN;INDF;MASC;SG
anne	анн	anne	анн		PROPN;INDF;FEM;SG
anne	ан	anne	ан		PROPN;INDF;FEM;SG
uitsondering	изключения	uitsondering	изключение	N;SG	N;INDF;NEUT;PL
bene	боунс	bene	боунс	N;PL	N;INDF;MASC;SG
kongo	конго	kongo	конго	PROPN;SG	PROPN;INDF;MASC;SG
bygevoeg	добавена	byvoeg	добавя		V;PFV;INDF;FEM;SG;V.PTCP;PASS
bygevoeg	добавен	byvoeg	добавен		V;PFV;INDF;MASC;SG;V.PTCP;PASS
bygevoeg	добавени	byvoeg	добавя		V;PFV;INDF;PL;V.PTCP;PASS
bygevoeg	добавено	byvoeg	добавя		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
aangeval	нападната	aanval	нападен	V;PST;V.PTCP	ADJ;DEF;FEM;SG
aangeval	нападнат	aanval	нападна	V;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
liberale	либерал	liberaal	либерам	ADJ;NOM	N;INDF;MASC;SG
bar	баварски	bar	баварски		ADJ;INDF;MASC;SG
bar	бар	bar	бар		N;INDF;MASC;SG
bar	барът	bar	бар		N;DEF;MASC;SG
gelaat	ляво	gelaat	ляв	V;PST;V.PTCP	ADV
gelaat	ляв	gelaat	ляв	V;PST;V.PTCP	N;INDF;MASC;SG
gelaat	наляво	gelaat	наляво	V;PST;V.PTCP	ADV
deursnee	диаметър	deursnee	диаметър		N;INDF;MASC;SG
road	пътят	road	път		N;DEF;MASC;SG
road	път	road	път		N;INDF;MASC;SG
road	road	road	road		N;INDF;MASC;SG
road	пътя	road	път		N;DEF;MASC;SG
cambridge	кембридж	cambridge	кембридж		N;INDF;MASC;SG
cambridge	кеймбридж	cambridge	кеймбридж		N;INDF;MASC;SG
hill	хълм	hill	хълм	PROPN;SG	N;INDF;MASC;SG
hill	хил	hill	хил	PROPN;SG	PROPN;INDF;MASC;SG
hill	hill	hill	hill	PROPN;SG	PROPN;INDF;MASC;SG
holland	холандия	holland	холандия		PROPN;INDF;FEM;SG
holland	холанд	holland	холанд		N;INDF;MASC;SG
fees	фестивала	fees	фестивал	V;PRS	N;DEF;MASC;SG
fees	фестивал	fees	фестивал	V;PRS	N;INDF;MASC;SG
fees	фестивалът	fees	фестивал	V;PRS	N;DEF;MASC;SG
toekomstige	бъдеще	toekomstig	бъдеще	ADJ;NOM	N;INDF;NEUT;SG
toekomstige	бъдещето	toekomstig	бъдеще	ADJ;NOM	N;DEF;NEUT;SG
goedere	блага	goed	благам-(се)	N;PL	N;INDF;FEM;SG
francois	франсоа	francois	франсоа		N;INDF;MASC;SG
reël	правилото	reël	правило	V;PRS	N;DEF;NEUT;SG
reël	правило	reël	правило	V;PRS	N;INDF;NEUT;SG
wyd	широки	wyd	широк	ADV	ADJ;INDF;PL
wyd	широк	wyd	широк	ADV	ADJ;INDF;MASC;SG
wyd	широка	wyd	широк	ADV	ADJ;INDF;FEM;SG
dvd	dvd	dvd	dvd	V;PRS	N;INDF;NEUT;SG
dvd	двд	dvd	двд	V;PRS	N;INDF;NEUT;SG
vriend	приятелю	vriend	приятел	N;SG	INTJ
ervaar	опитът	ervaar	опит	V;PRS	N;DEF;MASC;SG
ervaar	преживяване	ervaar	преживяване	V;PRS	N;INDF;NEUT;SG
ervaar	опит	ervaar	опит	V;PRS	N;INDF;MASC;SG
ervaar	изживяване	ervaar	изживяване	V;PRS	N;INDF;NEUT;SG
jacob	джейкъб	jacob	джейкъб	PROPN;SG	PROPN;INDF;MASC;SG
jacob	якоб	jacob	якоб	PROPN;SG	PROPN;INDF;MASC;SG
jacob	яков	jacob	яков	PROPN;SG	PROPN;INDF;MASC;SG
frankfurt	франкфурт	frankfurt	франкфурт		PROPN;INDF;MASC;SG
unieke	уникално	uniek	уникално	ADJ;NOM	ADV
aand	вечерно	aand	вечерен	N;SG	ADV
hanteer	дръжки	hanteer	дръжка	V;PRS	N;INDF;FEM;PL
hanteer	дръжката	hanteer	дръжка	V;PRS	N;DEF;FEM;SG
hanteer	дръжка	hanteer	дръжка	V;PRS	N;INDF;FEM;SG
teenwoordig	подарък	teenwoordig	подарък		N;INDF;MASC;SG
teenwoordig	настояще	teenwoordig	настояще		N;INDF;NEUT;SG
teenwoordig	присъстващи	teenwoordig	присъствам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
walter	уолтър	walter	уолтър		N;INDF;MASC;SG
walter	валтер	walter	валтер		PROPN;INDF;MASC;SG
indo	индо	indo	индо		N;INDF;MASC;SG
sigbaar	видима	sigbaar	видим		ADJ;INDF;FEM;SG
sigbaar	видими	sigbaar	видим		ADJ;INDF;PL
sigbaar	видимо	sigbaar	видимо		ADV
omstrede	спорни	omstrede	спорен	ADV	ADJ;INDF;PL
omstrede	спорна	omstrede	спорен	ADV	ADJ;INDF;FEM;SG
omstrede	спорен	omstrede	спорен	ADV	ADJ;INDF;MASC;SG
muur	стена	muur	стена	V;PRS	N;INDF;FEM;SG
muur	стената	muur	стена	V;PRS	N;DEF;FEM;SG
muur	уол	muur	уол	V;PRS	N;INDF;FEM;SG
werklik	наистина	werklik	наистина	PART	ADV
plat	плоски	plat	плоска		ADJ;INDF;PL
plat	апартамент	plat	апартамент		N;INDF;MASC;SG
plat	плоско	plat	плоско		ADV
plat	плоска	plat	плоска		N;INDF;FEM;SG
plat	плосък	plat	плосък		ADJ;INDF;MASC;SG
band	група	band	група	V;PRS	N;INDF;FEM;SG
band	оркестър	band	оркестър	V;PRS	N;INDF;MASC;SG
band	банда	band	банда	V;PRS	N;INDF;FEM;SG
band	лента	band	лента	V;PRS	N;INDF;FEM;SG
gewys	показване	wys	показване	V;PST;V.PTCP	N;INDF;NEUT;SG
pruise	прусия	pruis	прусий		N;INDF;FEM;SG
wapens	оръжие	wapens	оръжие	N;PL	N;INDF;NEUT;SG
saterdag	събота	saterdag	събота		N;INDF;FEM;SG
definisie	дефиниция	definisie	дефиниция		N;INDF;FEM;SG
definisie	определение	definisie	определение		N;INDF;NEUT;SG
cfg	cfg	cfg	cfg		PROPN;INDF;MASC;SG
rowspan	rowspan	rowspan	rowspan		N;INDF;MASC;SG
moord	убийства	moord	убийство	N;SG	N;INDF;NEUT;PL
gedeeltelik	частична	gedeeltelik	частичен	ADV	ADJ;INDF;FEM;SG
gedeeltelik	частични	gedeeltelik	частичен	ADV	ADJ;INDF;PL
gedeeltelik	частичен	gedeeltelik	частичен	ADV	ADJ;INDF;MASC;SG
verlore	изгубено	verlore	изгубя-(се)	V;PRS	ADV
verlore	изгубени	verlore	изгубен	V;PRS	ADJ;INDF;PL
verlore	изгубена	verlore	изгубя-(се)	V;PRS	ADJ;INDF;FEM;SG
verlore	загубен	verlore	загубен	V;PRS	N;INDF;MASC;SG
verlore	загуби	verlore	загуба	V;PRS	N;INDF;FEM;PL
verlore	изгубен	verlore	изгубен	V;PRS	ADJ;INDF;MASC;SG
leeftyd	доживотен	leeftyd	доживотен	N;SG	ADJ;INDF;MASC;SG
vaar	извършване	vaar	извършване	V;PRS	N;INDF;NEUT;SG
ysland	исландия	ysland	исландия	ADV	PROPN;INDF;FEM;SG
ysland	презареждане	ysland	презареждане	ADV	N;INDF;NEUT;SG
ysland	shetland	ysland	shetland	ADV	PROPN;INDF;MASC;SG
toer	турне	toer	турне		N;INDF;NEUT;SG
toer	обиколка	toer	обиколка		N;INDF;FEM;SG
toer	тур	toer	тур		N;INDF;MASC;SG
fraser	фрейзър	fraser	фрейзър		N;INDF;MASC;SG
arm	ръка	arm	ръка		N;INDF;FEM;SG
rhodes	роудс	rhode	роудс	PROPN;SG	PROPN;INDF;MASC;SG
landelike	селско	landelik	селски	ADJ;NOM	ADV
hoort	принадлежи	hoort	принадлежа		V;IPFV;IND;SG;3;PRS;FIN;ACT
hoort	принадлежат	hoort	принадлежа		V;IPFV;IND;PL;3;PRS;FIN;ACT
hamburg	хамбург	hamburg	хамбург	PROPN;SG	PROPN;INDF;MASC;SG
beperkte	ограничено	beperk	огранича		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
beperkte	ограничена	beperk	огранича-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
beperkte	limited	beperk	limited		PROPN;INDF;MASC;SG
beperkte	ограничен	beperk	огранича-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
beperkte	ограничени	beperk	огранича-(се)		V;PFV;INDF;PL;V.PTCP;PASS
khan	кхан	khan	кхан		N;INDF;MASC;SG
khan	хан	khan	хан		N;INDF;MASC;SG
khan	кан	khan	кан		PROPN;INDF;MASC;SG
sjinees	китайци	sjinees	китаец		N;INDF;MASC;PL
sjinees	китайска	sjinees	китайски		ADJ;INDF;FEM;SG
sjinees	китайско	sjinees	китайски		ADV
sjinees	китайски	sjinees	китайски		ADJ;INDF;MASC;SG
sjinees	китаец	sjinees	китаец		N;INDF;MASC;SG
joe	джо	joe	джо		PROPN;INDF;MASC;SG
waarom	защо	waarom	защо	PRO	PRO
vinnige	бързо	vinnig	бързо	ADJ;NOM	ADV
konstantinopel	константинопол	konstantinopel	константинопол		N;INDF;MASC;SG
hugo	хюго	hugo	хой		N;INDF;MASC;SG
hugo	уго	hugo	уго		PROPN;INDF;MASC;SG
hugo	юго	hugo	юго		PROPN;INDF;MASC;SG
negatiewe	отрицателно	negatief	отрицателен	ADJ;NOM	ADV
spesifiek	конкретни	spesifiek	конкретен		ADJ;INDF;PL
spesifiek	специфично	spesifiek	специфично		ADV
spesifiek	специфичен	spesifiek	специфичен		ADJ;INDF;MASC;SG
spesifiek	специфична	spesifiek	специфичен		ADJ;INDF;FEM;SG
spesifiek	специфични	spesifiek	специфичен		ADJ;INDF;PL
santa	санта	santa	санта		N;INDF;FEM;SG
bottom	дъното	bottom	дъно		N;DEF;NEUT;SG
bottom	отдолу	bottom	отдолу		ADV
bottom	дъно	bottom	дъно		N;INDF;NEUT;SG
ddr	ddr	ddr	ddr		PROPN;INDF;MASC;SG
ddr	гдр	ddr	гдр		PROPN;INDF;MASC;SG
hollandse	холандец	hollands	холандец	DET;DEF	N;INDF;MASC;SG
hollandse	нидерландски	hollands	нидерландски	DET;DEF	ADJ;INDF;MASC;SG
hollandse	дъч	hollands	дъч	DET;DEF	PROPN;INDF;MASC;SG
hollandse	холандски	hollands	холандски	DET;DEF	ADJ;INDF;MASC;SG
aloe	алое	aloe	алое	PROPN;SG	N;INDF;MASC;SG
simon	саймън	simon	саймън		PROPN;INDF;MASC;SG
simon	симон	simon	симон		PROPN;INDF;MASC;SG
don	дон	don	дон		PROPN;INDF;MASC;SG
arthur	артър	arthur	артър		N;INDF;MASC;SG
münchen	мюнхен	münchen	мюнхен		N;INDF;MASC;SG
eduard	едуард	eduard	едуард		N;INDF;MASC;SG
yster	емблематичните	yster	емблематичен	N;SG	ADJ;DEF;PL
yster	железен	yster	железен	N;SG	ADJ;INDF;MASC;SG
yster	желязна	yster	железен	N;SG	ADJ;INDF;FEM;SG
yster	железни	yster	железен	N;SG	ADJ;INDF;PL
giovanni	джовани	giovanni	джован		PROPN;INDF;MASC;SG
zambië	замбия	zambië	замбия	PROPN;SG	PROPN;INDF;FEM;SG
vlieg	лети	vlieg	летя		V;IPFV;IND;SG;3;PRS;FIN;ACT
vlieg	полети	vlieg	полет		N;INDF;MASC;PL
skuld	дългове	skuld	дълг	N;SG	N;INDF;MASC;PL
gereelde	редовно	gereeld	редовно	ADJ;NOM	ADV
aus	aus	aus	aus		PROPN;INDF;MASC;SG
wenner	печеливш	wenner	печеливш	N;SG	ADJ;INDF;MASC;SG
samuel	самюъл	samuel	самюъл		PROPN;INDF;MASC;SG
samuel	самуел	samuel	самуел		PROPN;INDF;MASC;SG
samuel	самюел	samuel	самюел		PROPN;INDF;MASC;SG
wenners	печеливши	wenners	печеливш	N;PL	ADJ;INDF;PL
wenners	печелившите	wenners	печеливш	N;PL	ADJ;DEF;PL
wind	вятърна	wind	вятърна	V;PRS	N;INDF;FEM;SG
wind	вятър	wind	вятър	V;PRS	N;INDF;MASC;SG
wind	вятъра	wind	вятър	V;PRS	N;DEF;MASC;SG
verlies	загуби	verlies	загуба	N;SG	N;INDF;FEM;PL
limpopo	лимпопо	limpopo	лимпопо	PROPN;SG	N;INDF;MASC;SG
vlaandere	фландърс	vlaander	фландърс	N;PL	N;INDF;MASC;SG
wladimir	владимир	wladimir	владимир		PROPN;INDF;MASC;SG
christene	кристиан	christene	кристиан	N;PL	N;INDF;MASC;SG
christene	кристиян	christene	кристиян	N;PL	N;INDF;MASC;SG
christene	крисчън	christene	крисчън	N;PL	PROPN;INDF;MASC;SG
christene	християнин	christene	християнин	N;PL	N;INDF;MASC;SG
bygewoon	присъстваха	bywoon	присъствам	V;PST;V.PTCP	V;IPFV;IND;PL;3;IPFV;FIN;ACT
bedreig	заплаши	bedreig	заплаша	V;PRS	V;PFV;IMP;SG;2;PST;FIN
harris	харис	harris	харис		PROPN;INDF;MASC;SG
pragtige	разкошно	pragtig	разкошно	ADJ;NOM	ADV
rock	rock	rock	rock	N;SG	PROPN;INDF;MASC;SG
rock	скали	rock	скала	N;SG	N;INDF;FEM;PL
gert	герт	gert	герт		N;INDF;MASC;SG
kommentaar	функции	kommentaar	функция	N;SG	N;INDF;FEM;PL
kommentaar	коментирайте	kommentaar	коментирам	N;SG	V;IPFV;IMP;PL;2;FIN
