especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
vecina	suseda	vecino	sused	ADJ;FEM;SG	N;ANIM;ACC;MASC;SG
angola	angola	angola	angola	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
contactos	kontaktovať	contacto	kontaktovať	N;MASC;PL	V;IPFV;POS;NFIN
contactos	kontakt	contacto	kontakt	N;MASC;PL	N;INAN;NOM;MASC;SG
contactos	kontaktujte	contacto	kontaktovať	N;MASC;PL	V;IPFV;IMP;PL;2;POS;FIN
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hormigón	konkrétny	hormigón	konkrétny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
hormigón	konkrétna	hormigón	konkrétny	N;MASC;SG	ADJ;NOM;FEM;SG
hormigón	konkrétne	hormigón	konkrétny	N;MASC;SG	ADJ;NOM;NEUT;SG
jugaron	nehral	jugar	hrať	V;IND;PL;3;PST;FIN	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
jugaron	hralo	jugar	hrať	V;IND;PL;3;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
jugaron	hrala	jugar	hrať	V;IND;PL;3;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
jugaron	hral	jugar	hrať	V;IND;PL;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
odio	nenávidieť	odio	nenávidieť	N;MASC;SG	V;IPFV;POS;NFIN
odio	nenávidím	odio	nenávidieť	N;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
odio	neznášam	odio	znášať	N;MASC;SG	V;IPFV;IND;SG;1;NEG;PRS;FIN
nocturno	noc	nocturno	noc	ADJ;MASC;SG	N;NOM;FEM;SG
celta	keltské	celta	keltský	N;SG	ADJ;NOM;NEUT;SG
celta	kelti	celta	kelt	N;SG	N;ANIM;NOM;MASC;PL
consultas	konzultácia	consulta	konzultácia	N;FEM;PL	N;NOM;FEM;SG
consultas	vyšetrovaní	consulta	vyšetrovanie	N;FEM;PL	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
consultas	vyšetrovanie	consulta	vyšetrovanie	N;FEM;PL	N;NOM;NEUT;SG
comprobar	kontrola	comprobar	kontrola	V;NFIN	N;NOM;FEM;SG
prosa	prózy	prosa	próza	N;FEM;SG	N;NOM;FEM;PL
radicales	radikálov	radical	radikál	ADJ;PL	N;ANIM;GEN;MASC;PL
radicales	radikálne	radical	radikálny	ADJ;PL	ADV
condena	odsúdenia	condena	odsúdenie	N;FEM;SG	N;NOM;NEUT;PL
condena	odsudzuje	condena	odsudzovať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
connecticut	connecticute	connecticut	connecticut	N;MASC;SG	N;NOM;FEM;PL
juzgado	dvor	juzgado	dvor	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
juzgado	súd	juzgado	súd	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
religiones	vyznanie	religión	vyznanie	N;FEM;PL	N;NOM;NEUT;SG
religiones	náboženstvo	religión	náboženstvo	N;FEM;PL	N;NOM;NEUT;SG
compañera	spolubývajúci	compañera	spolubývajúci	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
morris	morris	morri	morris	N;SG	PROPN;ANIM;NOM;MASC;SG
paolo	paolo	paolo	paonúť	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
start	začať	start	začať	N	V;PFV;POS;NFIN
start	začnite	start	začať	N	V;PFV;IMP;PL;2;POS;FIN
start	spustiť	start	spustiť	N	V;PFV;POS;NFIN
funcional	funkčnosť	funcional	funkčnosť	ADJ;SG	N;NOM;FEM;SG
guevara	guevara	guevar	guevar	V;SBJV;SG;3;IPFV;FIN	N;ANIM;NOM;MASC;SG
disparos	streľba	disparo	streľba	N;MASC;PL	N;NOM;FEM;SG
disparos	strieľať	disparo	strieľať	N;MASC;PL	V;IPFV;POS;NFIN
disparos	streľba	disparo	streľba	N;MASC;PL	N;NOM;FEM;SG
cayo	gaius	cayo	gaius	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cayo	cay	cayo	cay	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
máscara	masky	máscara	maska	N;FEM;SG	N;NOM;FEM;PL
michelle	michelle	michelle	michelle	N;FEM;SG	PROPN;NOM;FEM;SG
avanzar	dopredu	avanzar	dopredu	V;NFIN	ADV
avanzar	vopred	avanzar	vopred	V;NFIN	ADV
avanzar	predstihu	avanzar	predstih	V;NFIN	N;GEN;FEM;SG
puro	čírou	puro	číry	ADJ;MASC;SG	N;INS;FEM;SG
puro	holá	puro	holý	ADJ;MASC;SG	N;NOM;FEM;SG
puro	cigary	puro	cigara	ADJ;MASC;SG	N;NOM;FEM;PL
puro	čisto	puro	čisto	ADJ;MASC;SG	ADV
tomas	tomas	toma	tomas	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
tomas	thomas	toma	thomas	N;FEM;PL	N;ANIM;NOM;MASC;SG
tomas	tomáš	toma	tomať	N;FEM;PL	N;ANIM;NOM;MASC;SG
separada	rozdelili	separado	rozdeliť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
comprensión	chápania	comprensión	chápanie	N;FEM;SG	N;NOM;NEUT;PL
comprensión	porozumieť	comprensión	porozumieť	N;FEM;SG	V;PFV;POS;NFIN
comprensión	pochopiť	comprensión	pochopiť	N;FEM;SG	V;PFV;POS;NFIN
dándole	rozdáva	dándole	rozdávať		V;IPFV;IND;SG;3;POS;PRS;FIN
dándole	dávať	dándole	dávať		V;IPFV;POS;NFIN
dándole	dáva	dándole	dávať		V;IPFV;IND;SG;3;POS;PRS;FIN
blake	blake	blake	blak	PROPN	PROPN;ANIM;NOM;MASC;SG
medicinales	liečivé	medicinal	liečivý	ADJ;PL	ADJ;NOM;NEUT;SG
distinguir	rozlišovacie	distinguir	rozlišovací	V;NFIN	ADJ;NOM;NEUT;SG
distinguir	rozlišovanie	distinguir	rozlišovanie	V;NFIN	N;NOM;NEUT;SG
expediciones	expedícia	expedición	expedícia	N;FEM;PL	N;NOM;FEM;SG
rodeada	obkľúčení	rodeado	obkľúčený	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
compleja	komplex	complejo	komplex	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
ontario	ontario	ontario	ontario	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
chocolate	čokoládová	chocolate	čokoládový	N;MASC;SG	ADJ;NOM;FEM;SG
chocolate	čokolády	chocolate	čokoláda	N;MASC;SG	N;NOM;FEM;PL
chocolate	čokoládový	chocolate	čokoládový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
calzada	causeway	calzada	causewa	N;FEM;SG	N;INAN;NOM;MASC;PL
suya	váš	suyo	tvoj	DET;FEM;SG;3	DET;INAN;NOM;MASC;SG;2
suya	tvoje	suyo	tvoj	DET;FEM;SG;3	DET;NOM;NEUT;SG;2
suya	tvoj	suyo	tvoj	DET;FEM;SG;3	DET;ANIM;NOM;MASC;SG;2
suya	vaše	suyo	váš	DET;FEM;SG;3	DET;NOM;NEUT;SG;2
suya	tvoja	suyo	tvoj	DET;FEM;SG;3	DET;NOM;FEM;SG;2
suya	vaša	suyo	tvoj	DET;FEM;SG;3	DET;NOM;FEM;SG;2
terminada	skončili	terminado	skončiť	ADJ;FEM;SG;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
terminada	skončil	terminado	skončiť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	N;NOM;FEM;PL
inmediata	okamžite	inmediato	okamžite	ADJ;FEM;SG	ADV
jacobo	jacob	jacobo	jacob	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jacobo	jakub	jacobo	jakub	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jacobo	james	jacobo	james	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jacobo	jakub	jacobo	jakub	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
típicamente	obvykle	típicamente	obvykel	ADV	PART
dramático	dráma	dramático	dráma	ADJ;MASC;SG	N;NOM;FEM;SG
dramático	drámy	dramático	dráma	ADJ;MASC;SG	N;NOM;FEM;PL
dramático	drámu	dramático	dráma	ADJ;MASC;SG	N;ACC;FEM;SG
músculo	svaly	músculo	sval	N;MASC;SG	N;INAN;NOM;MASC;PL
músculo	svalov	músculo	sval	N;MASC;SG	N;INAN;GEN;MASC;PL
músculo	svaly	músculo	sval	N;MASC;SG	N;INAN;NOM;MASC;PL
músculo	svalov	músculo	sval	N;MASC;SG	N;INAN;GEN;MASC;PL
sul	sul	sul	sul	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
croata	chorvátska	croata	chorvátsky	N;SG	ADJ;NOM;FEM;SG
perdón	prepáčte	perdón	prepáčiť	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
perdón	prepac	perdón	prepac	N;MASC;SG	INTJ
perdón	prepáč	perdón	prepáčiť	N;MASC;SG	V;PFV;IMP;SG;2;POS;FIN
paquete	zbaliť	paquete	zbaliť	N;SG	V;PFV;POS;NFIN
paquete	balenia	paquete	balenie	N;SG	N;NOM;NEUT;PL
paquete	zabaliť	paquete	zabaliť	N;SG	V;PFV;POS;NFIN
especialistas	odborník	especialista	odborník	N;PL	N;ANIM;NOM;MASC;SG
especialistas	špecializované	especialista	špecializovaný	N;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
especialistas	špecialista	especialista	špecialista	N;PL	N;ANIM;NOM;MASC;SG
opuesto	opačne	opuesto	opačne	ADJ;MASC;SG;V.PTCP	ADV
opuesto	oproti	opuesto	oproti	ADJ;MASC;SG;V.PTCP	ADP;DAT
opuesto	opak	opuesto	opak	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
mono	mono	mono	mono	N;MASC;SG	
afectados	postihnutý	afectado	postihnutý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
afectados	ovplyvnené	afectado	ovplyvnený	N;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afectados	ovplyvnená	afectado	ovplyvnený	N;MASC;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
afectados	zasiahnuté	afectado	zasiahnutý	N;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afectados	postihnutá	afectado	postihnutý	N;MASC;PL	ADJ;NOM;FEM;SG
rehabilitación	rehabilitácie	rehabilitación	rehabilitácia	N;FEM;SG	N;NOM;FEM;PL
revelación	zverejnenia	revelación	zverejnenie	N;FEM;SG	N;NOM;NEUT;PL
aluminio	hliníkové	aluminio	hliníkový	N;MASC;SG	ADJ;NOM;NEUT;SG
aluminio	hliníkové	aluminio	hliníkový	N;MASC;SG	ADJ;NOM;NEUT;SG
satélites	satelitné	satélite	satelitný	N;MASC;PL	ADJ;NOM;NEUT;SG
satélites	satelitná	satélite	satelitný	N;MASC;PL	ADJ;NOM;FEM;SG
satélites	satelit	satélite	satelit	N;MASC;PL	N;INAN;NOM;MASC;SG
zero	nulová	zero	nulový	N	ADJ;NOM;FEM;SG
zero	zero	zero	zero	N	PROPN;ANIM;NOM;MASC;SG
zero	nulový	zero	nulový	N	ADJ;INAN;NOM;MASC;SG
zero	nulové	zero	nulový	N	ADJ;NOM;NEUT;SG
infección	infekcie	infección	infekcia	N;FEM;SG	N;NOM;FEM;PL
infección	infekcie	infección	infekcia	N;FEM;SG	N;NOM;FEM;PL
mezquita	mešity	mezquita	mešit	N;FEM;SG	N;NOM;FEM;PL
kurt	kurt	kurt	kurt	PROPN	PROPN;ANIM;NOM;MASC;SG
guardias	stráž	guardia	stráža	N;PL	N;NOM;FEM;SG
regente	regent	regente	regent	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
terrorista	teroristom	terrorista	terorista	N;SG	N;ANIM;DAT;MASC;PL
terrorista	teroristami	terrorista	terorista	N;SG	N;ANIM;INS;MASC;PL
terrorista	teroristi	terrorista	terorista	N;SG	N;ANIM;NOM;MASC;PL
terrorista	teroristov	terrorista	terorista	N;SG	N;ANIM;ACC;MASC;PL
desarrollando	rozvíjanie	desarrollar	rozvíjanie	V;V.MSDR	N;NOM;NEUT;SG
desarrollando	rozvojových	desarrollar	rozvojový	V;V.MSDR	ADJ;GEN;MASC;PL
superficial	povrch	superficial	povrch	ADJ;SG	N;INAN;NOM;MASC;SG
superficial	povrchu	superficial	povrch	ADJ;SG	N;INAN;GEN;MASC;SG
hardware	hardvér	harewar	hardvér	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
abundancia	hojnosti	abundancia	hojnosť	N;FEM;SG	N;NOM;FEM;PL
procesamiento	spracovania	procesamiento	spracovanie	N;MASC;SG	N;NOM;NEUT;PL
resultando	vyplývajúce	resultar	vyplývajúci	V;V.MSDR	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
resultando	výsledný	resultar	výsledný	V;V.MSDR	ADJ;ANIM;NOM;MASC;SG
resultando	výsledná	resultar	výsledný	V;V.MSDR	ADJ;NOM;FEM;SG
resultando	výsledné	resultar	výsledný	V;V.MSDR	ADJ;NOM;NEUT;SG
gubernamental	vládne	gubernamental	vládnuť	ADJ;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
marfil	slonoviny	marfil	slonovina		N;NOM;FEM;PL
gaspar	caspar	gaspar	caspar	PROPN	PROPN;ANIM;NOM;MASC;SG
gaspar	gaspar	gaspar	gaspar	PROPN	PROPN;ANIM;NOM;MASC;SG
secundarias	sekundárne	secundario	sekundárne	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
secundarias	sekundárna	secundario	sekundárny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
secundarias	sekundárny	secundario	sekundárny	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
secundarias	druhotné	secundario	druhotný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
excelencia	excelentnosti	excelencia	excelentnosť	N;FEM;SG	N;NOM;FEM;PL
funcionario	úradný	funcionario	úradný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
funcionario	oficiálna	funcionario	oficiálny	N;MASC;SG	ADJ;NOM;FEM;SG
funcionario	official	funcionario	officiať	N;MASC;SG	INTJ
funcionario	oficiálne	funcionario	oficiálne	N;MASC;SG	ADV
funcionario	oficiálny	funcionario	oficiálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
útiles	užitočný	útil	užitočný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
útiles	užitočné	útil	užitočný	ADJ;PL	ADJ;NOM;NEUT;SG
útiles	užitočná	útil	užitočný	ADJ;PL	ADJ;NOM;FEM;SG
útiles	užitočný	útil	užitočný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
útiles	užitočné	útil	užitočný	ADJ;PL	ADJ;NOM;NEUT;SG
útiles	užitočná	útil	užitočný	ADJ;PL	ADJ;NOM;FEM;SG
interino	priebežné	interino	priebežný	N;MASC;SG	ADJ;NOM;NEUT;SG
interino	priebežná	interino	priebežný	N;MASC;SG	ADJ;NOM;FEM;SG
estimación	odhadnúť	estimación	odhadnúť	N;FEM;SG	V;PFV;POS;NFIN
estimación	odhadnúť	estimación	odhadnúť	N;FEM;SG	V;PFV;POS;NFIN
estimación	odhadovaný	estimación	odhadovaný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
estimación	odhadovaná	estimación	odhadovaný	N;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
estimación	odhadované	estimación	odhadovaný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
luigi	luigi	luigi	luiga	PROPN	PROPN;ANIM;NOM;MASC;SG
afc	afc	afc	afc	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
albania	albánsko	albania	albánsko	N;FEM;SG	ADV
area	oblasti	area	oblasť	N;FEM;SG	N;NOM;FEM;PL
dieciséis	sixteen	dieciséis	sixteen	NUM;PL	INTJ
dieciséis	šestnásť	dieciséis	šestnásť	NUM;PL	NUM;NOM;NEUT;SG
detenidos	väzňov	detenido	väzeň	ADJ;MASC;PL;V.PTCP	N;ANIM;GEN;MASC;PL
detenidos	zadržaný	detenido	zadržaný	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
detenidos	zatknutá	detenido	zatknutý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
detenidos	zatknutý	detenido	zatknutý	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
detenidos	zadržaný	detenido	zadržaný	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
detenidos	zadržané	detenido	zadržaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
esencia	esencie	esencia	esencia	N;FEM;SG	N;NOM;FEM;PL
seúl	soul	seúl	soul	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
conversaciones	konverzácia	conversación	konverzácia	N;FEM;PL	N;NOM;FEM;SG
conversaciones	rozpráva	conversación	rozprávať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
subespecies	poddruh	subespecie	poddruh	N;FEM;PL	N;INAN;NOM;MASC;SG
fundar	založenie	fundar	založenie	V;NFIN	N;NOM;NEUT;SG
fundar	zakladajúcich	fundar	zakladajúci	V;NFIN	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
cuadrada	námestie	cuadrado	námestie	ADJ;FEM;SG	N;NOM;NEUT;SG
cuadrada	štvorec	cuadrado	štvorec	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
cuadrada	square	cuadrado	squar	ADJ;FEM;SG	N;NOM;MASC;SG
cuadrada	štvorcových	cuadrado	štvorcový	ADJ;FEM;SG	ADJ;GEN;MASC;PL
artísticos	umeleckej	artístico	umelecký	ADJ;MASC;PL	ADJ;GEN;FEM;SG
artísticos	umelecký	artístico	umelecký	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
artísticos	umelecké	artístico	umelecký	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
artísticos	umelecká	artístico	umelecký	ADJ;MASC;PL	ADJ;NOM;FEM;SG
full	plné	full	plný	INTJ	ADJ;NOM;NEUT;SG
full	plná	full	plný	INTJ	ADJ;NOM;FEM;SG
full	plnú	full	plný	INTJ	N;ACC;FEM;SG
full	full	full	full	INTJ	
full	plný	full	plný	INTJ	N;INAN;NOM;MASC;SG
introduce	zavádzajú	introducir	zavádzať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
pila	batérie	pila	batéria	N;FEM;SG	N;NOM;FEM;PL
pila	kopy	pila	kopa	N;FEM;SG	N;NOM;FEM;PL
eslovenia	slovinsko	eslovenia	slovinsko	N;FEM;SG	PROPN;NOM;NEUT;SG
eslovenia	slovinské	eslovenia	slovinský	N;FEM;SG	ADJ;NOM;NEUT;SG
soccerway	soccerway	soccerway	soccerwa	N;MASC;SG	N;NOM;FEM;PL
turcos	turecká	turco	turecký	N;MASC;PL	ADJ;NOM;FEM;SG
turcos	turecké	turco	turecký	N;MASC;PL	ADJ;NOM;NEUT;SG
turcos	turecký	turco	turecký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
turcos	tureckých	turco	turecký	N;MASC;PL	ADJ;GEN;MASC;PL
sedes	veliteľstvo	sede	veliteľstvo	N;FEM;PL	N;NOM;NEUT;SG
sedes	štáb	sede	štáb	N;FEM;PL	N;INAN;NOM;MASC;SG
sedes	sídlo	sede	sídlo	N;FEM;PL	N;NOM;NEUT;SG
sedes	ústredie	sede	ústredie	N;FEM;PL	N;NOM;NEUT;SG
garganta	hrdla	garganta	hrdlo	N;FEM;SG	N;NOM;NEUT;PL
prohibido	zakázať	prohibido	zakázať	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
mitre	mitre	mitre	mitra	PROPN	PROPN;ANIM;NOM;MASC;SG
noruego	nórske	noruego	nórsky	N;MASC;SG	ADJ;NOM;NEUT;SG
noruego	nórska	noruego	nórsko	N;MASC;SG	PROPN;NOM;NEUT;SG
noruego	nórsky	noruego	nórsk	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
noruego	nórskom	noruego	nórsko	N;MASC;SG	ADJ;INS;NEUT;SG
rítmica	rytmus	rítmica	rytmus	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
rítmica	rytmu	rítmica	rytmus	ADJ;FEM;SG	N;INAN;GEN;MASC;SG
dulces	sladkosť	dulce	sladkosť	N;MASC;PL	N;NOM;FEM;SG
dulces	cukrík	dulce	cukrík	N;MASC;PL	N;INAN;NOM;MASC;SG
dulces	candy	dulce	candy	N;MASC;PL	N;VOC;FEM;SG
dulces	sladký	dulce	sladký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
dulces	sladká	dulce	sladký	N;MASC;PL	ADJ;NOM;FEM;SG
dulces	sladké	dulce	sladký	N;MASC;PL	ADJ;NOM;NEUT;SG
watson	watson	watson	watson	N;MASC;SG	PROPN;NOM;FEM;SG
cantó	sang	cantar	sang	V;IND;SG;3;PST;FIN	INTJ
cantó	spievali	cantar	spievať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
euskera	baskický	euskera	baskický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
anglo	anglo	anglo	anglo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
philadelphia	philadelphii	philadelphia	philadelphia	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
grueso	hromadne	grueso	hromadne	ADJ;MASC;SG	ADV
exceso	nadmerné	exceso	nadmerný	N;MASC;SG	ADJ;NOM;NEUT;SG
bart	bart	bart	bart	N;SG	PROPN;ANIM;NOM;MASC;SG
relativo	relatívne	relativo	relatívny	ADJ;MASC;SG	ADV
relativo	príbuzný	relativo	príbuzný	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
cama	postele	cama	posteľ	N;FEM;SG	N;NOM;FEM;PL
eficaz	efektívne	eficaz	efektívny	ADJ;SG	ADV
eficaz	účinne	eficaz	účinne	ADJ;SG	ADV
eficaz	efektívne	eficaz	efektívny	ADJ;SG	ADV
comenta	komentár	comentar	komentár	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
comenta	komentár	comentar	komentár	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
comenta	pripomienky	comentar	pripomienka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
comenta	komentáre	comentar	komentár	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
comenta	komentárov	comentar	komentár	V;IND;SG;3;PRS;FIN	N;ANIM;GEN;MASC;PL
terminando	dokončovacie	terminar	dokončovací	V;V.MSDR	ADJ;NOM;NEUT;SG
terminando	ukončenie	terminar	ukončenie	V;V.MSDR	N;NOM;NEUT;SG
terminando	koniec	terminar	koniec	V;V.MSDR	N;INAN;NOM;MASC;SG
piedad	zbožnosti	piedad	zbožnosť	N;FEM;SG	N;NOM;FEM;PL
camilo	camillo	camilo	camillo	PROPN	PROPN;ANIM;NOM;MASC;SG
camilo	camilo	camilo	camiť	PROPN	PROPN;ANIM;NOM;MASC;SG
espinosa	espinosa	espinoso	espinos	ADJ;FEM;SG	N;NOM;FEM;SG
conversación	konverzácie	conversación	konverzácia	N;FEM;SG	N;NOM;FEM;PL
dante	dante	dante	dante		PROPN;ANIM;NOM;MASC;SG
pionero	pionier	pionero	pionier	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
espinas	thorn	espina	thorn	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
ted	ted	ted	ted	PROPN	PROPN;ANIM;NOM;MASC;SG
myspace	myspace	myspace	myspaca	N;MASC;SG	N;NOM;FEM;PL
ambientales	environmentálna	ambiental	environmentálny	ADJ;PL	ADJ;NOM;FEM;SG
ambientales	environmentálny	ambiental	environmentálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
ambientales	environmentálne	ambiental	environmentálne	ADJ;PL	ADJ;NOM;NEUT;SG
arbustos	haluz	arbusto	haluz	N;MASC;PL	N;NOM;FEM;SG
aeropuertos	letisko	aeropuerto	letisko	N;MASC;PL	N;NOM;NEUT;SG
aeropuertos	letiskové	aeropuerto	letiskový	N;MASC;PL	ADJ;NOM;NEUT;SG
urbanización	urbanizácie	urbanización	urbanizácia	N;FEM;SG	N;NOM;FEM;PL
mencionados	spomenul	mencionado	spomenúť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mencionados	spomínali	mencionado	spomínať	ADJ;MASC;PL;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
mencionados	spomenula	mencionado	spomenúť	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
mencionados	spomenuli	mencionado	spomenúť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mencionados	spomenuté	mencionado	spomenutý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utc+	utc+	utco	utcť		PROPN;ANIM;NOM;MASC;SG
adjunto	priložená	adjunto	priložený	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
adjunto	pripojený	adjunto	pripojený	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
adjunto	pripojené	adjunto	pripojený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
adjunto	priložené	adjunto	priložený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cover	cover	cover	cover	N	
cover	zakryť	cover	zakryť	N	V;PFV;POS;NFIN
dennis	dennis	denni	dennis	PROPN	PROPN;ANIM;NOM;MASC;SG
dennis	denis	denni	denis	PROPN	PROPN;ANIM;NOM;MASC;SG
migración	migračné	migración	migračný	N;FEM;SG	ADJ;NOM;NEUT;SG
migración	migračných	migración	migračný	N;FEM;SG	ADJ;GEN;MASC;PL
migración	migrácie	migración	migrácia	N;FEM;SG	N;NOM;FEM;PL
box	box	box	box	N	
ola	ola	ola	olo	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
ola	vlnová	ola	vlnový	N;FEM;SG	ADJ;NOM;FEM;SG
limpieza	čistiť	limpieza	čistiť	N;FEM;SG	V;IPFV;POS;NFIN
limpieza	čistá	limpieza	čistý	N;FEM;SG	ADJ;NOM;FEM;SG
limpieza	čistý	limpieza	čistý	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
limpieza	vyčistiť	limpieza	vyčistiť	N;FEM;SG	V;PFV;POS;NFIN
limpieza	čisté	limpieza	čistý	N;FEM;SG	ADJ;NOM;NEUT;SG
marcar	značka	marcar	značka	V;NFIN	N;NOM;FEM;SG
marcar	mark	marcar	mark	V;NFIN	PROPN;ANIM;NOM;MASC;SG
teatrales	divadelné	teatral	divadelný	ADJ;PL	ADJ;NOM;NEUT;SG
cáucaso	kaukaze	cáucaso	kaukaz	ADJ;MASC;SG	N;INAN;ESS;MASC;SG
