den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
städer	міста	stad	місто	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
städer	містах	stad	місто	N;NOM;INDF;MASC+FEM;PL	N;INAN;ESS;NEUT;PL
städer	міст	stad	місто	N;NOM;INDF;MASC+FEM;PL	
lövfällande	листяних	lövfällande	листяний	ADJ;NOM;PRS;V.PTCP	ADJ;GEN;PL
ford	форд	ford	форд	PROPN;NOM	
ford	ford	ford	ford	PROPN;NOM	
val	вибране	val	вибраний	N;NOM;INDF;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
val	валь	val	валь	N;NOM;INDF;NEUT;SG	
val	вибори	val	вибори	N;NOM;INDF;NEUT;SG	N;INAN;NOM
val	актуально	val	актуально	N;NOM;INDF;NEUT;SG	ADV
val	вибори	val	вибори	N;NOM;INDF;NEUT;SG	N;INAN;NOM
val	кит	val	кит	N;NOM;INDF;NEUT;SG	
val	кити	val	кити	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
simon	симон	simon	симон	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
simon	сімон	simon	сімон	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
simon	саймон	simon	саймон	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
cruz	крус	cruz	крус	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
inre	площина	inre	площина	ADJ;NOM;CMPR	N;INAN;NOM;FEM;SG
harry	гаррі	harry	гаррі	N;NOM;INDF;MASC+FEM;SG	
harry	гарі	harry	гар	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
sten	stone	sten	stone	N;NOM;INDF;MASC+FEM;SG	
sten	стоун	sten	стоуна	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
sten	кручі	sten	круч	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
sten	rock	sten	rock	N;NOM;INDF;MASC+FEM;SG	
mängd	суму	mängd	сума	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
nederländerna	нідерланди	nederland	нідерланда	N;NOM;DEF;MASC+FEM;PL	PROPN;INAN;NOM
nederländerna	нідерландах	nederland	нідерланда	N;NOM;DEF;MASC+FEM;PL	N;INAN;ESS
nederländerna	нідерландів	nederland	нідерландіти	N;NOM;DEF;MASC+FEM;PL	PROPN;INAN;GEN
nhl	нхл	nhl	нхл.	PROPN;NOM	N;INAN;NOM;MASC;SG
månader	місяцями	månad	місяцями	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
månader	місяців	månad	місяць	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
moderna	сучасно	modern	сучасно	ADJ;NOM;PL	ADV
moderna	сучасний	modern	сучасний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
moderna	сучасне	modern	сучасне	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
tom	порожнім	tom	порожній	N;NOM;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
tom	порожнє	tom	порожній	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tom	порожня	tom	порожній	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tom	порожні	tom	порожній	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
tom	порожній	tom	порожній	N;NOM;INDF;MASC+FEM;SG	ADJ;DAT;FEM;SG
tom	тома	tom	тома	N;NOM;INDF;MASC+FEM;SG	
skriver	написання	skriva	написання	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
skriver	запис	skriva	запис	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
skriver	запису	skriva	запис	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG
ursprungliga	оригінал	ursprunglig	оригінал	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
ursprungliga	оригінальна	ursprunglig	оригінальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ursprungliga	оригінальне	ursprunglig	оригінальний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ursprungliga	початкове	ursprunglig	початковий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ursprungliga	оригінальний	ursprunglig	оригінальний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
vanligt	спільними	vanlig	спільний	ADJ;NOM;INDF;NEUT;SG	ADJ;INS;PL
vanligt	поширені	vanlig	поширений	ADJ;NOM;INDF;NEUT;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
vanligt	загальні	vanlig	загальний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
vanligt	common	vanlig	common	ADJ;NOM;INDF;NEUT;SG	
vanligt	звичайні	vanlig	звичайний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
rudolf	рудольф	rudolf	рудольф	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
vanliga	звичайну	vanlig	звичайний	ADJ;NOM;PL	ADJ;ACC;FEM;SG
vanliga	незвично	vanlig	незвично	ADJ;NOM;PL	ADV
vanliga	спільними	vanlig	спільний	ADJ;NOM;PL	ADJ;INS;PL
vanliga	спільне	vanlig	спільний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
vanliga	common	vanlig	common	ADJ;NOM;PL	
vanliga	звичний	vanlig	звичний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
kronor	крона	krona	крон	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
kronor	sek	krona	sek	N;NOM;INDF;MASC+FEM;PL	
kronor	крон	krona	крон	N;NOM;INDF;MASC+FEM;PL	
viktig	важливі	viktig	важливий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
viktig	важливо	viktig	важливо	ADJ;NOM;INDF;MASC+FEM;SG	ADV
florida	флориді	florid	флорид	PROPN;NOM	N;INAN;DAT;MASC;SG
dig	тобою	du	ти	PRO;ACC;DEF;MASC+FEM;SG	PRO;ANIM;INS;SG;2
dig	ви	du	ви	PRO;ACC;DEF;MASC+FEM;SG	PRO;ANIM;NOM;PL;2
dig	ти	du	ти	PRO;ACC;DEF;MASC+FEM;SG	PRO;ANIM;NOM;SG;2
match	гри	match	гра	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
match	гру	match	гра	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
match	сірники	match	сірник	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
föreningen	асоціації	förening	асоціація	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
parc	parc	parc	parc	N;NOM;INDF;NEUT;SG	
henri	анрі	henri	анрі	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
arthur	артур	arthur	артур	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
hotad	зникнення	hota	зникнення	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
hotad	погрожують	hota	погрожувати	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
hotad	погрожував	hota	погрожувати	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
oscar	оскар	oscar	оскар	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
livet	лайф	liv	Лайф	N;NOM;DEF;NEUT;SG	
minnesota	міннесота	minnesota	міннесота	PROPN;NOM	N;INAN;NOM;FEM;SG
sar	сар	sa	сар	N;NOM;INDF;MASC+FEM;SG	
regional	районної	regional	районний	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
regional	обласний	regional	обласний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
regional	регіональні	regional	регіональний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
regional	регіональний	regional	регіональний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
datum	дату	datum	дата	N;NOM;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
datum	датою	datum	дата	N;NOM;INDF;NEUT;SG	N;INAN;INS;FEM;SG
datum	дати	datum	дати	N;NOM;INDF;NEUT;SG	V;PFV;NFIN
tekniska	технічна	teknisk	технічний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
tekniska	технічний	teknisk	технічний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tekniska	технологічних	teknisk	технологічний	ADJ;NOM;PL	ADJ;GEN;PL
tekniska	технологічного	teknisk	технологічний	ADJ;NOM;PL	ADJ;GEN;MASC;SG
tekniska	технічного	teknisk	технічний	ADJ;NOM;PL	ADJ;GEN;MASC;SG
tekniska	технологічний	teknisk	технологічний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
leon	леон	leon	леон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
djup	глибока	djup	глибока	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
djup	deep	djup	deep	N;NOM;INDF;MASC+FEM;SG	
djup	глибоко	djup	глибоко	N;NOM;INDF;MASC+FEM;SG	ADV
djup	глибокий	djup	глибокий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
johnson	джонсон	johnson	джонсон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
höga	високий	hög	високий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
höga	висока	hög	високий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
höga	значне	hög	значний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
höga	високе	hög	високий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
tills	till	tills	till	ADV	
tills	до	tills	до	ADV	ADP;GEN
alberta	альберта	albert	альберт	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
lätt	легкі	lätt	легкий	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
lätt	легко	lätt	легко	ADJ;NOM;INDF;NEUT;SG	ADV
kairo	каїр	kairo	каїра	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
makedonska	македонська	makedonsk	македонський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
makedonska	македонський	makedonsk	македонський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
krig	війн	krig	війна	N;NOM;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
skog	лісі	skog	ліс	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
skog	лісова	skog	лісовий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
skog	ліси	skog	ліс	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
skog	лісах	skog	ліс	N;NOM;INDF;MASC+FEM;SG	N;INAN;ESS;MASC;PL
skog	лісами	skog	ліс	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;MASC;PL
beroende	залежних	beroende	залежний	ADJ;NOM;PRS;V.PTCP	ADJ;GEN;PL
beroende	залежність	beroende	залежність	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;FEM;SG
beroende	залежність	beroende	залежність	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;FEM;SG
beroende	addicted	beroende	addicted	ADJ;NOM;PRS;V.PTCP	
beroende	залежність	beroende	залежність	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;FEM;SG
bygga	будівля	bygga	будівля	V;IMP;FIN;ACT	N;INAN;NOM;FEM;SG
bygga	будівництво	bygga	будівництво	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
bygga	будуємо	bygga	будувати	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
bygga	будівельні	bygga	будівельний	V;IMP;FIN;ACT	ADJ;NOM;PL
bygga	будівлі	bygga	будівля	V;IMP;FIN;ACT	N;INAN;NOM;FEM;PL
bygga	збирання	bygga	збирання	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
leder	суглоби	leda	суглоб	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
domingo	домінго	domingo	домінго	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
bayern	bayern	bay	bayern	N;NOM;DEF;MASC+FEM;SG	
texten	текстовий	text	текстовий	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
utveckling	розвитку	utveckling	розвиток	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
utveckling	evolution	utveckling	evolution	N;NOM;INDF;MASC+FEM;SG	
utveckling	розробок	utveckling	розробка	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
spanska	іспанською	spanska	іспанський	N;NOM;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
spanska	іспанської	spanska	іспанський	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
spanska	іспанська	spanska	іспанський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
historik	історії	historik	історія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
övre	вгорі	övre	вгорі	ADJ;NOM;CMPR	
övre	верхня	övre	верхній	ADJ;NOM;CMPR	N;INAN;NOM;FEM;SG
indien	індію	indien	індія	PROPN;NOM	PROPN;INAN;ACC;FEM;SG
indien	індія	indien	індія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
indien	індії	indien	індія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
läst	прочитайте	läsa	прочитати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IMP;PL;2;FIN
läst	читати	läsa	читати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;NFIN
läst	прочитані	läsa	прочитаний	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
läst	читайте	läsa	читати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;IMP;PL;2;FIN
läst	прочитати	läsa	прочитати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NFIN
läst	читання	läsa	читання	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
åland	аландські	åland	аландський	PROPN;NOM	ADJ;NOM;PL
lee	лі	lee	лі	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
lägga	додаю	lägga	додати	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
lägga	ставимо	lägga	ставити	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
music	музики	music	музика	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
music	музик	music	музик	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
music	музиці	music	музика	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;FEM;PL
music	музику	music	музика	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
dagen	дню	dag	день	N;NOM;DEF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
dagen	дня	dag	день	N;NOM;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
song	конкурс	song	конкурс	PROPN;NOM	N;INAN;NOM;MASC;SG
song	пісня	song	пісня	PROPN;NOM	N;INAN;NOM;FEM;SG
prag	прага	prag	праго	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
bengt	бенгт	bengt	бенгт	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
michigan	michigan	michigan	michigan	PROPN;NOM	
lät	прозвучало	låta	прозвучати	V;IMP;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
lät	розмовляла	låta	розмовляти	V;IMP;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
tasmanien	тасманія	tasmaniun	тасманія	PROPN;NOM	N;INAN;NOM;FEM;SG
vem	who	vem	who	PRO;INDF;MASC+FEM;SG	
tack	дякую	tack	дякувати	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
tack	дякуємо	tack	дякувати	N;NOM;INDF;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN
final	остаточний	final	остаточний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
final	final	final	final	N;NOM;INDF;MASC+FEM;SG	
fel	неправильна	fel	неправильний	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
fel	неправильно	fel	неправильно	N;NOM;INDF;NEUT;SG	ADV
fel	неправильний	fel	неправильний	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
fel	помилки	fel	помилка	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
medverkade	пропонував	medverkad	пропонувати	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gård	ферма	gård	ферма	N;NOM;INDF;MASC+FEM;SG	
sidor	сторінок	sida	сторінка	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
sovjetunionen	срср	sovjetunionen	срср	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
jorden	землею	jord	земля	N;NOM;DEF;MASC+FEM;SG	N;INAN;INS;FEM;SG
jorden	earth	jord	earth	N;NOM;DEF;MASC+FEM;SG	
jorden	землі	jord	земля	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
yngre	молодша	ung	молодший	ADJ;NOM;CMPR	ADJ;NOM;RL;FEM;SG
yngre	молодшою	ung	молодший	ADJ;NOM;CMPR	ADJ;INS;RL;FEM;SG
yngre	молодше	ung	молодший	ADJ;NOM;CMPR	ADV;CMPR
yngre	янг	ung	янг	ADJ;NOM;CMPR	
yngre	молода	ung	молодий	ADJ;NOM;CMPR	ADJ;NOM;FEM;SG
yngre	молоді	ung	молодий	ADJ;NOM;CMPR	ADJ;NOM;PL
yngre	молодою	ung	молодий	ADJ;NOM;CMPR	ADJ;INS;FEM;SG
yngre	молодий	ung	молодий	ADJ;NOM;CMPR	ADJ;NOM;MASC;SG
yngre	молодим	ung	молодий	ADJ;NOM;CMPR	ADJ;INS;NEUT;SG
yngre	джуніор	ung	джуніор	ADJ;NOM;CMPR	PROPN;ANIM;NOM;MASC;SG
yngre	junior	ung	junior	ADJ;NOM;CMPR	
såg	плямиста	se	плямистий	V;IMP;FIN;ACT	ADJ;NOM;FEM;SG
såg	дивились	se	дивитися	V;IMP;FIN;ACT	V;IPFV;IND;PL;PST;FIN
såg	дивилися	se	дивитися	V;IMP;FIN;ACT	V;IPFV;IND;PL;PST;FIN
såg	дивився	se	дивитися	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
såg	пила	se	пити	V;IMP;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
såg	бачив	se	бачити	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
såg	побачив	se	побачити	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
såg	побачила	se	побачити	V;IMP;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
såg	побачили	se	побачити	V;IMP;FIN;ACT	V;PFV;IND;PL;PST;FIN
producent	виготовлено	producent	виготовити	N;NOM;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
drottning	цариці	drottning	царика	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
drottning	queen	drottning	queen	N;NOM;INDF;MASC+FEM;SG	
utbildning	тренінги	utbildning	тренінг	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
utbildning	освіти	utbildning	освіта	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
utbildning	education	utbildning	education	N;NOM;INDF;MASC+FEM;SG	
igenom	крізь	igenom	крізь	ADP	
igenom	наскрізь	igenom	наскрізь	ADP	ADV
igenom	передивився	igenom	передивитися	ADP	V;PFV;MASC;IND;SG;PST;FIN
konst	арт	konst	арт	N;NOM;INDF;MASC+FEM;SG	
konst	художня	konst	художній	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
jones	джонс	jon	джонс	PROPN;NOM	
hall	холл	hall	холл	N;NOM;INDF;MASC+FEM;SG	
hall	зали	hall	зала	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hall	голл	hall	голл	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
jacques	жак	jacques	жак	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
italienska	італійською	italiensk	італійський	ADJ;NOM;PL	ADJ;INS;FEM;SG
italienska	італійський	italiensk	італійський	ADJ;NOM;PL	ADJ;NOM;MASC;SG
italienska	італієць	italiensk	італієць	ADJ;NOM;PL	N;ANIM;NOM;MASC;SG
italienska	італійська	italiensk	італійський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
italienska	італійської	italiensk	італійський	ADJ;NOM;PL	ADJ;GEN;FEM;SG
hermann	герман	herman	герман	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
landskap	пейзажів	landskap	пейзаж	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
landskap	пейзажі	landskap	пейзаж	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
landskap	ландшафтний	landskap	ландшафтний	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
allmänna	генерал	allmän	генерал	ADJ;NOM;PL	N;ANIM;NOM;MASC;SG
allmänna	загальний	allmän	загальний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
allmänna	загальне	allmän	загальний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
virginia	вірджинія	virgini	вірджинія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
eric	ерік	eric	ерік	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
mästare	вчителю	mäst	вчитель	N;NOM;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
mästare	master	mäst	master	N;NOM;INDF;MASC+FEM;SG	
mästare	чемпіони	mäst	чемпіон	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
emellertid	однак	emellertid	однак	ADV	CONJ
station	станції	station	станція	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
fågel	птахи	fågel	птах	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
fågel	птаха	fågel	птах	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
minuter	хвилин	minut	хвилина	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
sports	спортивні	sport	спортивний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
sports	спорту	sport	спорт	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
kungariket	kingdom	kungarik	kingdom	N;NOM;DEF;NEUT;SG	
bildade	сформована	bilda	сформований	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
röst	голосом	röst	голос	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
röst	голосу	röst	голос	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
sofia	софійська	sofia	софійський	PROPN;NOM	ADJ;NOM;FEM;SG
sofia	софія	sofia	софія	PROPN;NOM	N;ANIM;NOM;FEM;SG
sofia	софія	sofia	софія	PROPN;NOM	N;ANIM;NOM;FEM;SG
oblast	область	oblast	область	PROPN;NOM	N;INAN;NOM;FEM;SG
lokala	локальна	lokal	локальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
lokala	локальний	lokal	локальний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
lokala	місцевий	lokal	місцевий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
precis	саме	precis	саме	ADV	PART
piano	piano	piano	piano	N;NOM;INDF;MASC+FEM;SG	
spring	запускати	spring	запускати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
spring	запустити	spring	запустити	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
spring	run	spring	run	N;NOM;INDF;MASC+FEM;SG	
spring	виконати	spring	виконати	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
samarbete	співпрацю	samarbete	співпраця	N;NOM;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
free	вільна	free	вільний	V;IMP;FIN;ACT	ADJ;NOM;FEM;SG
free	безкоштовне	free	безкоштовний	V;IMP;FIN;ACT	ADJ;NOM;NEUT;SG
free	вільний	free	вільний	V;IMP;FIN;ACT	ADJ;NOM;MASC;SG
free	безкоштовно	free	безкоштовно	V;IMP;FIN;ACT	ADV
free	вільно	free	вільно	V;IMP;FIN;ACT	ADV
försök	спробувати	försök	спробувати	N;NOM;INDF;NEUT;SG	V;PFV;NFIN
försök	try	försök	try	N;NOM;INDF;NEUT;SG	
försök	спробуйте	försök	спробувати	N;NOM;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN
oss	oss	vi	oss	PRO;ACC;DEF;MASC+FEM;PL	
eritrea	еритреї	eritre	еритрий	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;FEM;SG
följd	спадщину	följd	спадщина	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
tjänst	служби	tjänst	служба	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tjänst	service	tjänst	service	N;NOM;INDF;MASC+FEM;SG	
bidrag	субсидії	bidrag	субсидія	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
bidrag	внески	bidrag	внесок	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
frank	франк	frank	франк	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
frank	френк	frank	френк	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
frank	френку	frank	френк	PROPN;NOM	N;ANIM;DAT;MASC;SG
jesus	ісус	jesus	ісус	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
angeles	анджелесі	angeles	анджелесь	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
angeles	анджелес	angeles	анджелес	PROPN;NOM	
visa	перегляд	visa	перегляд	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
visa	вигляд	visa	вигляд	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
visa	view	visa	view	V;IMP;FIN;ACT	
visa	вид	visa	вид	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
visa	відображення	visa	відображення	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
visa	дисплей	visa	диспля	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
visa	показ	visa	показ	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
visa	шоу	visa	шоу	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
visa	show	visa	show	V;IMP;FIN;ACT	
kalmar	кальмар	kalma	кальмар	PROPN;NOM	N;INAN;NOM;MASC;SG
grupper	груп	grupp	група	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
tagit	taken	ta	taken	V;V.CVB;ACT	
kontrakt	контракти	kontrakt	контракт	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
fråga	запитати	fråga	запитати	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
fråga	питати	fråga	питати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
fråga	запитувати	fråga	запитувати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
