diana	diana	dian	dian		N;INDF;FEM;SG
muhasebe	regnskapsfører	muhasebe	regnskapsføre		N;INDF;MASC;SG
paylaştı	delte	paylaş	delte	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;SG;V.PTCP
paylaştı	delt	paylaş	dele	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;NEUT;SG;V.PTCP
paylaştı	publisert	paylaş	publisere	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;SG;V.PTCP
leopold	leopold	leopold	leopold	PROPN;NOM;SG;3	N;INDF;MASC;SG
eleştirmeni	kritiker	eleştir	kritiker	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
mektuplar	brev	mektup	brev	N;NOM;PL;3	N;INDF;NEUT;SG
sindirim	fordøyelse	sindir	fordøyelse		N;INDF;MASC;SG
sindirim	fordøyelsen	sindir	fordøyelse		N;DEF;MASC;SG
tüccar	merchant	tüccar	merchant		N
tüccar	kjøpmann	tüccar	kjøpmann		N;INDF;MASC;SG
tüccar	handelsmann	tüccar	handelsmann		N;INDF;MASC;SG
tüccar	handelsmann	tüccar	handelsmann		N;INDF;MASC;SG
motorlar	motors	motor	motors	N;NOM;PL;3	N;INDF;MASC;SG
motorlar	motorer	motor	motore	N;NOM;PL;3	N;INDF;FEM;SG
pancar	bete	pancar	bete		N;INDF;MASC;SG
pancar	rødbeter	pancar	rødbet		N;INDF;MASC;SG
tacikistan	tadsjikistan	tacikistan	tadsjikistan	PROPN;NOM;SG;3	N;INDF;MASC;SG
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	N;INDF;NEUT;SG
büyükler	voksne	büyük	voksne	ADJ;NOM;PL;3	N;INDF;NEUT;SG
dolgu	fyll	dolgu	fyll		N;INDF;NEUT;SG
dolgu	fylling	dolgu	fylling		N;INDF;FEM;SG
dolgu	fyller	dolgu	fylle		V;IND;PRS;FIN
solar	solar	solar	sol		N;INDF;MASC;PL
aydınlatma	belysning	aydınlat	belysning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	N;INDF;MASC;SG
sağlama	sjekksum	sağla	sjekksum		N;INDF;MASC;SG
soprano	soprano	soprano	soprano		N;INDF;MASC;SG
atık	avfall	atık	avfall		N;INDF;NEUT;SG
brooks	brooks	brooks	brooks		N;INDF;MASC;SG
taşınır	moves	taşı	moves	V;IPFV;IND;SG;3;POS;PASS	N
taşımak	bære	taşı	bære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IMP;NFIN
taşımak	bære	taşı	bære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IMP;NFIN
seth	seth	seth	seth		N;INDF;MASC;SG
unix	unix	unix	unix		N;INDF;NEUT;SG
devir	rpm	devir	rpm		N
manço	manco	manço	manco	PROPN;NOM;SG;3	N;INDF;MASC;SG
abdul	abdul	abdul	abdul		PROPN
boşnak	bosnisk	boşnak	bosnisk		ADJ;INDF;SG
boşnak	bosnjaker	boşnak	bosnjak		N;INDF;FEM;PL
temsili	representasjon	temsili	representasjon		N;INDF;MASC;SG
temsili	representerer	temsili	representere		V;IND;PRS;FIN
temsili	representere	temsili	representere		V;NFIN
nasır	nasir	nasır	nasir		N;INDF;MASC;SG
nasır	nasser	nasır	nasser		N;INDF;MASC;SG
kaplama	hylse	kapla	hylse		N;INDF;FEM;SG
kaplama	belegg	kapla	belegg		N;INDF;NEUT;SG
kaplama	ferniss	kapla	ferniss		N;INDF;MASC;SG
yasalar	lovgivning	yasa	lovgivning	N;NOM;PL;3	N;INDF;FEM;SG
standartları	standarder	standart	standard	ADJ;NOM;PL;3	N;INDF;FEM;PL
standartları	standarden	standart	standard	ADJ;NOM;PL;3	N;DEF;MASC;SG
eleman	grunnstoff	eleman	grunnstoff		N;INDF;NEUT;SG
eleman	element	eleman	element		N;INDF;NEUT;SG
rossi	rossi	ross	rossi		N;INDF;MASC;SG
tanıttı	introdusert	tanı	introdusere	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;INDF;SG;V.PTCP
tanıttı	introduserte	tanı	introdusere	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;PL;V.PTCP
tanıttı	innført	tanı	innføre	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;INDF;NEUT;SG;V.PTCP
tanıttı	presentert	tanı	presentere	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;INDF;SG;V.PTCP
vaftiz	dåp	vaftiz	dåp		N;INDF;MASC;SG
vaftiz	barnedåp	vaftiz	barnedåp		N;INDF;MASC;SG
vaftiz	døpt	vaftiz	døpe		ADJ;INDF;NEUT;SG;V.PTCP
vaftiz	dåp	vaftiz	dåp		N;INDF;MASC;SG
xander	xander	xander	xander		N;INDF;MASC;SG
vfb	vfb	vfb	vfb		N;INDF;MASC;SG
gelecekteki	fremtidig	gel	fremtidig	V;PFV;IND;SG;3;POS;FUT	ADJ;INDF;NEUT;SG
gelecekteki	fremtiden	gel	fremtid	V;PFV;IND;SG;3;POS;FUT	N;DEF;MASC;SG
gelecekteki	future	gel	future	V;PFV;IND;SG;3;POS;FUT	N;INDF;MASC;SG
gelecekteki	fremtid	gel	fremtid	V;PFV;IND;SG;3;POS;FUT	N;INDF;FEM;SG
gelecekteki	framtid	gel	framtid	V;PFV;IND;SG;3;POS;FUT	N;INDF;FEM;SG
gelecekteki	framtida	gel	framtid	V;PFV;IND;SG;3;POS;FUT	N;DEF;FEM;SG
laz	laz	laz	laz		N;INDF;MASC;SG
telli	streng	telli	streng		ADJ;INDF;SG
bari	bari	bari	bari		N;INDF;MASC;SG
benzin	benzen	benz	benz		N;INDF;MASC;SG
benzin	bensin	benz	bensin		N;INDF;MASC;SG
benzin	bensin	benz	bensin		N;INDF;MASC;SG
benzin	bensin	benz	bensin		N;INDF;MASC;SG
benzin	gass	benz	gass		N;INDF;MASC;SG
benzin	drivstoff	benz	drivstoff		N;INDF;NEUT;SG
açıklık	rydder	açıklık	rydde	N;NOM;SG;3	V;IND;PRS;FIN
naruto	naruto	naruto	naruto		N
hunt	jakt	hunt	jakt		N;INDF;FEM;SG
hunt	hunt	hunt	hunt		N;INDF;MASC;SG
hunt	jakte	hunt	jakte		N;INDF;FEM;SG
hunt	jakta	hunt	jakt		N;DEF;FEM;SG
bastia	bastia	bastia	basti	PROPN;NOM;SG;3	N;INDF;FEM;SG
niçin	hvorfor	niçin	hvorfor		
niçin	why	niçin	why		N
niçin	kvifor	niçin	kvifor		ADV
nagoya	nagoya	nago	nagoy	PROPN;NOM;SG;3	N;INDF;NEUT;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;SG;3	N;INDF;MASC;SG
ulaşılabilir	tilgjengelige	ulaş	tilgjengelig	V;IPFV;POT;SG;3;POS;PASS	ADJ;PL
ulaşılabilir	tilgjengelig	ulaş	tilgjengelig	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;NEUT;SG
ulaşılabilir	nås	ulaş	nås	V;IPFV;POT;SG;3;POS;PASS	N;INDF;MASC;SG
zorluk	vanskeligheter	zorluk	vanskeligheter	N;NOM;SG;3	N;INDF;FEM;PL
zorluk	vansker	zorluk	vansker	N;NOM;SG;3	N;INDF;FEM;PL
zorluk	vanskeligheter	zorluk	vanskeligheter	N;NOM;SG;3	N;INDF;FEM;PL
zorluk	vansker	zorluk	vansker	N;NOM;SG;3	N;INDF;FEM;PL
wells	brønner	wells	brønne	PROPN;NOM;SG;3	N;INDF;MASC;PL
wells	wells	wells	wells	PROPN;NOM;SG;3	PROPN
huzur	roen	huzur	ro		N;DEF;MASC;SG
huzur	peace	huzur	peace		N
huzur	freden	huzur	fred		N;DEF;MASC;SG
huzur	fred	huzur	fred		N;INDF;MASC;SG
huzur	sinnsro	huzur	sinnsro		N;INDF;MASC;SG
huzur	fredfull	huzur	fredfull		ADJ;INDF;SG
huzur	fredfylt	huzur	fredfylle		ADJ;INDF;SG;V.PTCP
huzur	fredelig	huzur	fredelig		N;INDF;MASC;SG
huzur	fredfullt	huzur	fredfull		ADJ;INDF;NEUT;SG
huzur	fredelige	huzur	fredelig		ADJ;PL
gömülü	nedgravd	göm	nedgravd		N;INDF;MASC;SG
gömülü	begravet	göm	begrav		N;DEF;NEUT;SG
gömülü	begravd	göm	begravd		ADJ;INDF;NEUT;SG;V.PTCP
gömülü	gravlagt	göm	gravleggje		ADJ;INDF;SG;V.PTCP
gömülü	innebygd	göm	innebygd		ADJ;INDF;NEUT;SG
simgeler	ikoner	simge	ikoner	N;NOM;PL;3	N;INDF;NEUT;SG
spencer	spencer	spencer	spencer	PROPN;NOM;SG;3	N;INDF;NEUT;SG
mia	mia	mia	min		N;INDF;MASC;SG
saatler	åpningstid	saat	åpningstid	N;NOM;PL;3	N;INDF;FEM;SG
saatler	armbåndsur	saat	armbåndsur	N;NOM;PL;3	N;INDF;NEUT;SG
rauf	rauf	rauf	rauf		N;INDF;MASC;SG
swing	huska	swing	huske		ADJ;INDF;SG;V.PTCP
swing	sving	swing	sving		N;INDF;MASC;SG
swing	swing	swing	swing		N;INDF;MASC;SG
foto	photo	foto	photo		N
foto	foto	foto	foto		N;INDF;NEUT;SG
foto	bilete	foto	bilete		N;INDF;NEUT;SG
foto	bilde	foto	bilde		N;INDF;NEUT;SG
foto	biletet	foto	bilete		N;DEF;NEUT;SG
kabuk	shell	kabuk	shell		PROPN
kabuk	skall	kabuk	skall		N;INDF;MASC;SG
kabuk	skorpe	kabuk	skorp		N;INDF;FEM;SG
kabuk	skjell	kabuk	skjell		N;INDF;NEUT;SG
stalingrad	stalingrad	stalingrad	stalingrad		N;INDF;FEM;SG
biçimli	formet	biçimli	form		N;DEF;NEUT;SG
biçimli	formede	biçimli	forme		N;INDF;MASC;SG
kutlu	velsignede	kutlu	velsignede		N;INDF;MASC;SG
kutlu	salige	kutlu	salig		ADJ;PL
kutlu	velsignet	kutlu	velsignet		N;INDF;NEUT;SG
kutlu	blessed	kutlu	blessed		N;INDF;MASC;SG
salim	salim	salim	salim		N;INDF;MASC;SG
marş	anthem	marş	anthem		N;INDF;MASC;SG
marş	hymne	marş	hymne		N;INDF;FEM;SG
marş	marsjer	marş	marsje		N;INDF;MASC;SG
marş	march	marş	march		N
marş	marsj	marş	marsj		N;INDF;MASC;SG
marş	mars	marş	mars		N;INDF;MASC;SG
marş	marsjere	marş	marsjere		V;NFIN
gömüldü	nedgravd	göm	nedgravd	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
gömüldü	begravet	göm	begrav	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
gömüldü	begravd	göm	begravd	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
gömüldü	gravlagt	göm	gravleggje	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
joker	joker	joker	joker		N;INDF;NEUT;SG
siena	siena	sinna	siene	PROPN;NOM;SG;3	N;INDF;FEM;SG
melez	hybrider	melez	hybride		N;INDF;NEUT;SG
melez	hybrid	melez	hybrid		N;INDF;MASC;SG
derek	derek	derek	derek		N;INDF;MASC;SG
kuzu	lamb	kuz	lamb		N;INDF;MASC;SG
kuzu	lam	kuz	lam		N;INDF;NEUT;SG
yeryüzü	jorden	yeryüzü	jord		N;DEF;MASC;SG
yeryüzü	jorda	yeryüzü	jord		N;DEF;FEM;SG
yeryüzü	jord	yeryüzü	jord		N;INDF;FEM;SG
yeryüzü	earth	yeryüzü	earth		N
jpeg	jpeg	jpeg	jpeg		N;INDF;NEUT;SG
yar	yar	yar	yar		N;INDF;MASC;SG
sınırlıdır	limited	sınırlı	limited		N;INDF;MASC;SG
sınırlıdır	begrenset	sınırlı	begrens		N;DEF;NEUT;SG
ihtiyaçları	behov	ihtiyaç	behov	N;NOM;PL;3	N;INDF;NEUT;SG
kombine	kombinert	kombine	kombinere		ADJ;INDF;SG;V.PTCP
kombine	kombinasjon	kombine	kombinasjon		N;INDF;MASC;SG
eğitimci	pedagog	eğitimci	pedagog		N;INDF;MASC;SG
gil	gil	gil	gil		N;INDF;MASC;SG
bakmak	kikker	bak	kikker	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
bakmak	looking	bak	looking	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
bakmak	titter	bak	titter	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;INDF;NEUT;SG
led	førte	i	føre		V;IND;PST;FIN
led	ledet	i	lede		N;DEF;NEUT;SG
led	led	i	led		N;INDF;MASC;SG
led	ført	i	føre		ADJ;INDF;NEUT;SG;V.PTCP
oruç	fasten	oruç	fast		N;DEF;MASC;SG
oruç	faster	oruç	fast		N;INDF;FEM;PL
oruç	faste	oruç	fast		ADJ;PL
gerçi	selvom	gerçi	selvom		N;INDF;MASC;SG
gerçi	skjønt	gerçi	skjøne		ADJ;INDF;NEUT;SG;V.PTCP
gerçi	though	gerçi	though		N
belirtildi	spesifisert	belir	spesifisere	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
belirtildi	oppgitt	belir	oppgi	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
belirtildi	angitte	belir	angitte	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;NEUT;SG
belirtildi	angitt	belir	angitt	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
uzlaşma	forsoning	uzlaş	forsoning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
uzlaşma	konsensus	uzlaş	konsensus	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
uzlaşma	kompromisser	uzlaş	kompromisser	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
uzlaşma	kompromiss	uzlaş	kompromiss	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
uzlaşma	kompromisset	uzlaş	kompromissetje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;NEUT;SG
kâr	profitt	kâr	profitt		N;INDF;MASC;SG
kâr	fortjeneste	kâr	fortjeneste		N;INDF;FEM;SG
kâr	fortjeneste	kâr	fortjeneste		N;INDF;FEM;SG
kâr	profitt	kâr	profitt		N;INDF;MASC;SG
leslie	leslie	lesli	leslie		PROPN
fonu	fund	fonu	fund		N
fonu	fond	fonu	fond		N;INDF;NEUT;SG
çaylak	novise	çaylak	novise		N;INDF;MASC;SG
çaylak	noob	çaylak	noob		N;INDF;MASC;SG
çaylak	rookie	çaylak	rookie		N;INDF;MASC;SG
mayo	badetøy	mayo	badetøy		N;INDF;NEUT;SG
mayo	badetøy	mayo	badetøy		N;INDF;NEUT;SG
mayo	badedrakt	mayo	badedrakt		N;INDF;FEM;SG
mühendisleri	ingeniører	mühendis	ingeniør	N;ACC;PL;3	N;INDF;NEUT;SG
kökleri	roots	kök	roots	N;NOM;PL;3	N;INDF;NEUT;SG
freud	freud	freud	freud		N;INDF;MASC;SG
kına	henna	kına	henne		N;INDF;MASC;SG
met	møtt	met	møte		ADJ;INDF;NEUT;SG;V.PTCP
met	møtte	met	møte		V;IND;PST;FIN
met	møttes	met	møta		V;IND;PST;FIN
met	met	met	met		N
met	traff	met	traff		V;IND;PST;FIN
met	metamfetamin	met	metamfetamin		N;INDF;NEUT;SG
mevlana	rumi	mevlan	rumi		N;INDF;MASC;SG
ronaldo	ronaldo	ronal	ronaldo		N;INDF;MASC;SG
dostlar	kompiser	dost	kompiser	ADJ;NOM;PL;3	V;IND;PRS;FIN
dostlar	kamerater	dost	kamerat	ADJ;NOM;PL;3	N;INDF;MASC;SG
dostlar	vennene	dost	venn	ADJ;NOM;PL;3	N;DEF;MASC;PL
dostlar	vener	dost	ven	ADJ;NOM;PL;3	N;INDF;MASC;PL
dostlar	venner	dost	venn	ADJ;NOM;PL;3	N;INDF;MASC;PL
dostlar	mafiabrødre	dost	mafiabrørre	ADJ;NOM;PL;3	N;INDF;MASC;SG
stevens	stevens	stevens	stevens		N;INDF;MASC;SG
juliet	juliet	juliet	juliet		N;DEF;NEUT;SG
sarhoş	fulle	sarhoş	full		ADJ;DEF;SG
sarhoş	full	sarhoş	full		ADJ;INDF;SG
sarhoş	fylla	sarhoş	fylle		ADJ;INDF;NEUT;SG;V.PTCP
sarhoş	fyllik	sarhoş	fyllik		N;INDF;MASC;SG
yankı	ekko	yankı	ekko		N;INDF;NEUT;SG
yankı	echo	yankı	echo		N
keşiş	broder	keşiş	broder		N;INDF;MASC;SG
keşiş	monk	keşiş	monk		N;INDF;MASC;SG
keşiş	munk	keşiş	munk		N;INDF;MASC;SG
temsilci	rep	temsilci	rep		N;INDF;MASC;SG
temsilci	representativt	temsilci	representativ		ADJ;INDF;NEUT;SG
temsilci	representant	temsilci	representant		N;INDF;MASC;SG
temsilci	agenten	temsilci	agent		N;DEF;MASC;SG
temsilci	agent	temsilci	agent		N;INDF;MASC;SG
yaratır	skaper	yarat	skape	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN
yaratır	opprettes	yarat	opprettes	V;IPFV;IND;SG;3;POS	N;INDF;MASC;SG
sansür	sensur	sansür	sensur		N;INDF;MASC;SG
durağan	stall	durağan	stall	ADJ	N;INDF;MASC;SG
resimli	illustrert	resimli	illustrere		ADJ;INDF;SG;V.PTCP
strauss	strauss	strauss	strauss		N;INDF;MASC;SG
faktör	factor	faktör	factor		N;INDF;MASC;SG
faktör	faktor	faktör	faktor		N;INDF;MASC;SG
sevinç	joy	sevinç	joy		N
sevinç	glede	sevinç	glede		N;INDF;FEM;SG
canlılar	skapninger	canlı	skapninger	ADJ;NOM;PL;3	N;INDF;FEM;PL
canlılar	vesener	canlı	vesen	ADJ;NOM;PL;3	N;INDF;FEM;PL
canlılar	skapningene	canlı	skapning	ADJ;NOM;PL;3	N;DEF;MASC;PL
yayıncı	utgiver	yayıncı	utgive		N;INDF;FEM;SG
yayıncı	forlegger	yayıncı	forlegg		N;INDF;MASC;SG
yayıncı	kringkasteren	yayıncı	kringkaster		N;DEF;MASC;SG
tazminat	kompensasjon	tazminat	kompensasjon		N;INDF;MASC;SG
tazminat	erstatning	tazminat	erstatning		N;INDF;FEM;SG
dışarıda	utafor	dışarı	utafor	N;ESS;SG;3	ADP
dışarıda	ute	dışarı	ute	N;ESS;SG;3	ADP
joão	joão	joão	joão	PROPN;NOM;SG;3	N;INDF;MASC;SG
banks	banks	banks	banks		N;INDF;MASC;SG
banks	banker	banks	bank		N;INDF;FEM;PL
göçmenler	innvandrerne	göçmen	innvandrern	ADJ;NOM;PL;3	N;INDF;FEM;SG
göçmenler	innvandrere	göçmen	innvandrere	ADJ;NOM;PL;3	N;INDF;FEM;SG
düğünler	bryllup	düğün	bryllup	N;NOM;PL;3	N;INDF;MASC;SG
yerleştirilmiş	sådd	yerleş	så	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
yerleştirilmiş	planta	yerleş	plante	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;FEM;SG
yerleştirilmiş	plantet	yerleş	plant	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
yerleştirilmiş	plantes	yerleş	plantes	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
doom	doom	doom	doom		N;INDF;MASC;SG
lynn	lynn	li	lynn	PROPN;NOM;SG;3	N;INDF;MASC;SG
jake	jake	jake	jake		N;INDF;MASC;SG
eduardo	eduardo	et	eduardo		N;INDF;MASC;SG
anlayış	innsikt	anlayış	innsikt		N;INDF;FEM;SG
anlayış	innblikk	anlayış	innblikk		N;INDF;NEUT;SG
anlayış	forståelse	anlayış	forståelse		N;INDF;MASC;SG
anlayış	forståelsesfull	anlayış	forståelsesfull		N;INDF;MASC;SG
anlayış	forstå	anlayış	forstå		V;NFIN
görünmez	usynlige	görün	usynlig	V;IPFV;IND;SG;3;NEG	ADJ;PL
görünmez	usynlig	görün	usynlig	V;IPFV;IND;SG;3;NEG	ADJ;INDF;NEUT;SG
bileşenleri	komponenter	bileş	komponenter	N;ACC;PL;3	N;INDF;NEUT;SG
değirmen	mølla	değir	mølle		N;DEF;FEM;SG
değirmen	mill	değir	mill.		N
değirmen	mølle	değir	møle		N;INDF;FEM;SG
değirmen	mills	değir	mills		N;INDF;MASC;SG
sawyer	sawyer	sawyer	sawye		N;INDF;MASC;SG
inanan	troende	inan	troende		N;INDF;MASC;SG
powell	powell	powell	powell	PROPN;NOM;SG;3	N;INDF;MASC;SG
estádio	estádio	es	estádio	PROPN;NOM;SG;3	N;INDF;MASC;SG
pensilvanya	pennsylvania	pensilvanya	pennsylvania	PROPN;NOM;SG;3	N;DEF;FEM;SG
belirleyici	avgjørende	belirleyici	avgjørende		N;INDF;FEM;SG
belirleyici	besluttsom	belirleyici	besluttsom		N;INDF;MASC;SG
kil	leire	kil	leire		N;INDF;MASC;SG
kil	clay	kil	clay		N
kanye	kanye	kany	kanye		N;INDF;MASC;SG
masum	uskyldige	masum	uskyldig		ADJ;PL
masum	uskyldig	masum	uskyldig		ADJ;INDF;SG
masum	innocens	masum	innocens		N
masum	uskyldige	masum	uskyldig		ADJ;PL
truva	troy	truv	troy		N;INDF;NEUT;SG
truva	troja	truv	troj		N;INDF;FEM;SG
yaya	yaya	yaya	yaya		ADJ;INDF;SG;V.PTCP
yaya	fotgjenger	yaya	fotgjenge		N;INDF;MASC;SG
anavatan	fedreland	anavat	fedreland		N;INDF;NEUT;SG
anavatan	fedrelandet	anavat	fadreland		N;DEF;NEUT;SG
anavatan	moderlandet	anavat	moderland		N;DEF;NEUT;SG
anavatan	fedreland	anavat	fedreland		N;INDF;NEUT;SG
anavatan	fedrelandet	anavat	fadreland		N;DEF;NEUT;SG
okuyucu	leser	okuyucu	lese		N;INDF;MASC;SG
yorkshire	yorkshire	yorkshire	yorkshire	PROPN;NOM;SG;3	N;INDF;MASC;SG
drive	kjøre	driv	kjøre		N;INDF;MASC;SG
drive	drive	driv	drive		ADJ;INDF;NEUT;SG;V.PTCP
drive	kjør	driv	kjør		N;INDF;MASC;SG
hannibal	hannibal	hannibal	hannibal		N;INDF;MASC;SG
limon	lemony	limon	lemony		N;INDF;MASC;SG
limon	sitron	limon	sitron		N;INDF;MASC;SG
limon	sitroner	limon	sitron		N;INDF;FEM;PL
limon	lime	limon	lime		N;INDF;MASC;SG
filip	philip	fil	philip		N;INDF;MASC;SG
filip	filip	fil	filip		N;INDF;MASC;SG
filip	filip	fil	filip		N;INDF;MASC;SG
bolca	plenty	bolca	plenty		ADJ;INDF;NEUT;SG
yazıcı	skriveren	yazıcı	skriver		N;DEF;MASC;SG
yazıcı	printer	yazıcı	printer		N;INDF;FEM;PL
yazıcı	skrivere	yazıcı	skrivere		N;INDF;FEM;SG
fıkıh	fiqh	fıkıh	fiqh		N;INDF;MASC;SG
karayip	karibia	karay	karibia	ADV	N;INDF;MASC;SG
karayip	caribbean	karay	caribbean	ADV	N;INDF;MASC;SG
karayip	karibien	karay	karibi	ADV	N;DEF;MASC;SG
karayip	karibisk	karay	karibisk	ADV	ADJ;INDF;SG
stereo	stereo	stereo	stereo		N;INDF;MASC;SG
stereo	stereoanlegg	stereo	stereoanlegg		N;INDF;NEUT;SG
sinek	fly	sinek	fly		N;INDF;NEUT;SG
sinek	flue	sinek	fluge		N;INDF;MASC;SG
sinek	flyr	sinek	fly		V;IND;PRS;FIN
sinek	fluer	sinek	flu		N;INDF;FEM;PL
yarbay	oberst	yarbay	oberst		N;INDF;MASC;SG
yarbay	oberstløytnant	yarbay	oberstløytnant		N;INDF;MASC;SG
tutarlı	enhetlig	tutarlı	enhetlig		ADJ;INDF;NEUT;SG
tutarlı	konsekvent	tutarlı	konsekvent		ADJ;INDF;NEUT;SG
tutarlı	holdbar	tutarlı	holdbar		N;INDF;MASC;SG
mussolini	mussolini	mussol	mussolini		N;INDF;MASC;SG
mitoloji	mytologi	mitoloji	mytologi		N;INDF;MASC;SG
anlaşılan	tilsynelatende	anlaş	tilsynelatende	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;INDF;FEM;SG
anlaşılan	tydligvis	anlaş	tydligvis	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
anlaşılan	visstnok	anlaş	visstnok	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;INDF;MASC;SG
anlaşılan	tydeligvis	anlaş	tydeligvis	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
tükenmiş	utslitt	tüken	utslitt	V;PFV;NFH;IND;POS;PST;V.PTCP	N;INDF;MASC;SG
tükenmiş	utslitte	tüken	utslitte	V;PFV;NFH;IND;POS;PST;V.PTCP	N;INDF;NEUT;SG
tükenmiş	utmattet	tüken	utmatt	V;PFV;NFH;IND;POS;PST;V.PTCP	N;DEF;NEUT;SG
tükenmiş	oppbrukt	tüken	oppbrukt	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
tükenmiş	burnout	tüken	burnout	V;PFV;NFH;IND;POS;PST;V.PTCP	N;INDF;NEUT;SG
tükenmiş	utbrent	tüken	utbrenne	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;SG
tükenmiş	utarmet	tüken	utarm	V;PFV;NFH;IND;POS;PST;V.PTCP	N;DEF;NEUT;SG
tükenmiş	tappet	tüken	tapp	V;PFV;NFH;IND;POS;PST;V.PTCP	N;DEF;NEUT;SG
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	N;INDF;MASC;SG
carey	carey	carey	carey		N;INDF;MASC;SG
coruña	coruña	coru	coruz		N;INDF;NEUT;SG
auf	auf	auf	auf		N;INDF;SG
fermi	fermi	fermi	ferm		N;INDF;MASC;SG
motors	motors	motors	motors	PROPN;NOM;SG;3	N;INDF;MASC;SG
sally	sally	sally	sally		N;INDF;MASC;SG
suçlar	forbrytelser	suç	forbrytelser	N;NOM;PL;3	N;INDF;NEUT;SG
suçlar	kriminalitet	suç	kriminalitet	N;NOM;PL;3	N;INDF;MASC;SG
suçlar	forbrytelse	suç	forbrytelse	N;NOM;PL;3	N;INDF;MASC;SG
büyücü	trollkvinne	büyücü	trollkvinne		N;INDF;FEM;SG
büyücü	veiviseren	büyücü	veiviser		N;DEF;MASC;SG
büyücü	trollmann	büyücü	trollmann		N;INDF;MASC;SG
koku	lukt	koku	lukt		N;INDF;FEM;SG
koku	lukte	koku	luke		V;NFIN
koku	lukter	koku	lukt		N;INDF;FEM;PL
koku	duft	koku	duft		N;INDF;FEM;SG
koku	duft	koku	duft		N;INDF;FEM;SG
umman	oman	umman	oman		N
kamyon	lastebil	kamyon	lastebil		N;INDF;MASC;SG
kamyon	lastebiler	kamyon	lastebiler		N;INDF;FEM;PL
kırılma	bryter	kır	bryte	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;NEUT;SG
kırılma	brekke	kır	brekke	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;NEUT;SG
kırılma	breaking	kır	breaking	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;FEM;SG
kırılma	lysbrytning	kır	lysbrytning	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;FEM;SG
ayakları	fot	ayak	fot	N;NOM;PL;3	N;INDF;MASC;SG
ruanda	rwanda	rua	rwand		N;DEF;NEUT;PL
