של	shel	של	shel	PART;GEN	N;INDF;SG
חלקם	enkelte	חלקם	enkelt		ADJ;PL
המלוכה	monarki	המלוך	monarki	PROPN	N;INDF;NEUT;SG
המלוכה	monarkiet	המלוך	monarki	PROPN	N;DEF;NEUT;SG
נשלח	innlevert	נשלח	innlevere	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נשלח	innsendte	נשלח	innsende	V;MASC;SG;3;PST;MID	ADJ;PL;V.PTCP
נשלח	sendt	נשלח	sende	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נשלח	fraktet	נשלח	frakt	V;MASC;SG;3;PST;MID	N;DEF;NEUT;SG
נשלח	sendes	נשלח	sendes	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
נשלח	sendt	נשלח	sende	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נשלח	sendt	נשלח	sende	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
עדיף	flinkere	עדיף	flinkere	ADJ;MASC;SG	V;IMP;NFIN
עדיף	better	עדיף	better	ADJ;MASC;SG	N;INDF;MASC;SG
עדיף	bedre	עדיף	bedre	ADJ;MASC;SG	N;INDF;NEUT;SG
לקבוע	avgjør	קבע	avgjør	V;NFIN;ACT	N;INDF;MASC;SG
לקבוע	avgjøre	קבע	avgjøre	V;NFIN;ACT	N;INDF;MASC;SG
לקבוע	fastslå	קבע	fastslå	V;NFIN;ACT	N;INDF;MASC;SG
לקבוע	bestem	קבע	bestem	V;NFIN;ACT	N;INDF;MASC;SG
הכניסה	entré	הכניס	entré	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
הכניסה	inngang	הכניס	inngang	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
הכניסה	inngangen	הכניס	inngang	V;FEM;SG;3;PST;ACT	N;DEF;MASC;SG
הכניסה	entre	הכניס	entre	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
תרומות	bidrag	תרומה	bidrag	N;FEM;PL	N;INDF;NEUT;SG
תרומות	donasjoner	תרומה	donasjon	N;FEM;PL	N;INDF;MASC;SG
תרומות	bidrag	תרומה	bidrag	N;FEM;PL	N;INDF;NEUT;SG
ציבורית	offentleg	ציבורי	offentleg	ADV	ADJ;INDF;NEUT;SG
ציבורית	offentlige	ציבורי	offentlige	ADV	ADJ;PL
ציבורית	offentlig	ציבורי	offentlig	ADV	ADJ;INDF;NEUT;SG
ציבורית	offentlig	ציבורי	offentlig	ADV	ADJ;INDF;NEUT;SG
המוות	døden	המווה	død		N;DEF;MASC;SG
המוות	død	המווה	død		N;INDF;MASC;SG
המוות	death	המווה	death		N
המוות	dødsstraff	המווה	dødsstraff		N;INDF;FEM;SG
מיוחדים	spesialiteter	מיוחד	spesialitet	ADJ;MASC;PL	N;INDF;MASC;PL
מיוחדים	spesielt	מיוחד	spesiell	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
מיוחדים	special	מיוחד	special	ADJ;MASC;PL	N;INDF;MASC;SG
מיוחדים	spesiell	מיוחד	spesiell	ADJ;MASC;PL	ADJ;INDF;SG
מיוחדים	spesial	מיוחד	spesial	ADJ;MASC;PL	N;INDF;MASC;SG
מאפשר	aktiverer	None	aktivere	V;SG;V.PTCP	V;IND;PRS;FIN
מאפשר	tillater	None	tillate	V;SG;V.PTCP	V;IND;PRS;FIN
פרסים	utmerkelser	פרס	utmerkelse	N;MASC;PL	N;INDF;MASC;SG
פרסים	utdelingen	פרס	utdeling	N;MASC;PL	N;DEF;MASC;SG
פרסים	awards	פרס	Award	N;MASC;PL	N;INDF;MASC;SG
פרסים	utmerkelse	פרס	utmerkelse	N;MASC;PL	N;INDF;MASC;SG
פרסים	premier	פרס	premie	N;MASC;PL	N;INDF;MASC;SG
פרסים	persere	פרס	persere	N;MASC;PL	N;INDF;FEM;SG
קוק	kokk	קוק	kokk	PROPN	N;INDF;MASC;SG
קוק	kokke	קוק	kokke	PROPN	N;INDF;MASC;SG
קוק	steker	קוק	steker	PROPN	N;INDF;MASC;SG
קוק	cook	קוק	cook	PROPN	N;INDF;MASC;SG
קוק	kokka	קוק	kokke	PROPN	ADJ;INDF;NEUT;SG;V.PTCP
אוקטובר	oktober	אוקטובר	oktober	PROPN	N;INDF;MASC;SG
אוקטובר	october	אוקטובר	october	PROPN	N
מועמד	nominert	מועמד	nominere	N;MASC;SG	ADJ;INDF;SG;V.PTCP
ברצלונה	barça	ברצלונה	bari	PROPN	N;DEF;FEM;SG
ברצלונה	barcelonas	ברצלונה	barcelon	PROPN	N;GEN;DEF;FEM;SG
ברצלונה	barcelona	ברצלונה	barcelon	PROPN	N;INDF;FEM;SG
נפש	mental	נפש	mental	N;FEM;SG	ADJ;INDF;SG
נפש	mentale	נפש	mental	N;FEM;SG	ADJ;PL
נפש	psykisk	נפש	psykisk	N;FEM;SG	ADJ;INDF;NEUT;SG
בנה	bygget	בנה	bygg		N;DEF;NEUT;SG
בנה	bygde	בנה	byggje		ADJ;PL;V.PTCP
בנה	bygd	בנה	byggje		ADJ;INDF;SG;V.PTCP
בנה	bygge	בנה	bygge		N;INDF;NEUT;SG
בנה	bygg	בנה	bygg		N;INDF;NEUT;PL
ייצור	produsere	ייצור	produsere	N;MASC;SG	V;NFIN
הטקסט	tekst	הטקסט	tekst	PROPN	N;INDF;FEM;SG
הטקסט	teksten	הטקסט	tekst	PROPN	N;DEF;MASC;SG
הקהל	publikum	הקהל	publikum	PROPN	N;INDF;NEUT;SG
הקהל	publikummet	הקהל	publikum	PROPN	N;DEF;NEUT;SG
הקהל	folkemengde	הקהל	folkemengd	PROPN	N;INDF;FEM;SG
הקונגרס	kongressen	הקונגרס	kongress	PROPN	N;DEF;MASC;SG
הקונגרס	kongress	הקונגרס	kongress	PROPN	N;INDF;MASC;SG
קורות	gjenoppta	קורה	gjenoppte	N;FEM;PL	N;INDF;MASC;SG
קורות	cv	קורה	cv	N;FEM;PL	N;INDF;MASC;SG
ארוכה	lange	ארוך	lang	ADJ;FEM;SG	ADJ;PL
ארוכה	lengter	ארוך	lengt	ADJ;FEM;SG	N;INDF;MASC;SG
ארוכה	long	ארוך	long	ADJ;FEM;SG	N;INDF;NEUT;SG
בעצם	egentlig	בעצם	egentlig	ADV	ADJ;INDF;NEUT;SG
בעצם	faktisk	בעצם	faktisk	ADV	ADJ;INDF;NEUT;SG
תחרויות	konkurranser	תחרות	konkurranse	N;FEM;PL	N;INDF;NEUT;SG
תחרויות	konkurranser	תחרות	konkurranse	N;FEM;PL	N;INDF;NEUT;SG
הנאצים	nazister	הנאץ	nazister	N;MASC;PL	N;INDF;MASC;SG
יונה	due	יונה	due	PROPN	N;INDF;FEM;SG
יונה	yona	יונה	yona	PROPN	N;DEF;FEM;SG
יונה	due	יונה	due	PROPN	N;INDF;FEM;SG
יונה	jonah	יונה	jonah	PROPN	N;INDF;MASC;SG
זמר	sanger	זמר	sanger	PROPN	N;INDF;MASC;SG
שלח	innsending	שלח	innsending	V;MASC;SG;3;PST	N;INDF;FEM;SG
שלח	sende	שלח	sende	V;MASC;SG;3;PST	ADJ;INDF;SG;V.PTCP
השביעי	vii	השביע	vii	ADV	N
רומן	roman	רומן	roman	PROPN	N;INDF;MASC;SG
רומן	romersk	רומן	romersk	PROPN	ADJ;INDF;SG
רומן	roman	רומן	roman	PROPN	N;INDF;MASC;SG
אדלר	adler	אדלר	adler	PROPN	N;INDF;MASC;SG
עמק	dal	עמק	dal		N;INDF;MASC;SG
עמק	valley	עמק	valley		N;INDF;MASC;SG
כחול	blå	כחול	blå		ADJ;INDF;SG
כחול	blue	כחול	blu		N;INDF;MASC;SG
כחול	blått	כחול	blå		ADJ;INDF;NEUT;SG
קדם	pre	קדם	pre	ADV	N;INDF;MASC;SG
קדם	promotering	קדם	promotering	ADV	N;INDF;FEM;SG
קדם	fremme	קדם	fremme	ADV	V;NFIN
קדם	promoterer	קדם	promotere	ADV	V;IND;PRS;FIN
קדם	promotere	קדם	promotere	ADV	V;NFIN
ההצעה	tilby	ההצעה	tilby	N;FEM;SG	V;IMP;NFIN
עבריים	hebreerne	עבריים	hebreerne	N;MASC;PL	N;INDF;NEUT;SG
דור	generasjon	דור	generasjon		N;INDF;MASC;SG
יגאל	yigal	יגאל	yigal	PROPN	N;INDF;MASC;SG
מוכר	velkjent	מוכר	velkjent		ADJ;INDF;NEUT;SG
מוכר	kjenner	מוכר	kjenne		V;IND;PRS;FIN
מוכר	kjent	מוכר	kjent		ADJ;INDF;NEUT;SG
מוכר	selger	מוכר	selger		N;INDF;MASC;SG
מוכר	gjenkjent	מוכר	gjenkjent		ADJ;INDF;NEUT;SG;V.PTCP
מוכר	anerkjente	מוכר	anerkjenne		ADJ;PL;V.PTCP
מוכר	anerkjent	מוכר	anerkjent		ADJ;INDF;SG;V.PTCP
מוכר	selger	מוכר	selger		N;INDF;MASC;SG
מוכר	selgeren	מוכר	selger		N;DEF;MASC;SG
אס	ess	אס	ess	PROPN	N;INDF;NEUT;SG
אס	ace	אס	ace	PROPN	N;INDF;MASC;SG
הסבר	forklare	הסבר	forklare	N;MASC;SG	V;NFIN
הסבר	forklar	הסבר	forkle	N;MASC;SG	V;IND;PRS;FIN
באנגליה	england	באנגליה	england	PROPN	N;INDF;NEUT;SG
נותר	levninger	נותר	levning	V;MASC;SG;V.PTCP;MID	N;INDF;FEM;PL
נותר	gjenstående	נותר	gjenstående	V;MASC;SG;V.PTCP;MID	N;INDF;MASC;SG
נותר	gjenværende	נותר	gjenværende	V;MASC;SG;V.PTCP;MID	N;INDF;FEM;SG
אבו	abu	אבו	abu	PROPN	PROPN
ברזל	jern	ברזל	jern		N;INDF;NEUT;SG
ברזל	strykejern	ברזל	strykejern		N;INDF;NEUT;SG
אריק	eric	אריק	eric	PROPN	N;INDF;SG
אריק	erik	אריק	erik	PROPN	N;MASC
אריק	erik	אריק	erik	PROPN	N;MASC
חיות	beist	חיה	beise	N;FEM;PL	ADJ;INDF;NEUT;SG
חיות	animals	חיה	animals	N;FEM;PL	N;INDF;MASC;SG
חיות	dyr	חיה	dyr	N;FEM;PL	N;INDF;NEUT;SG
המעבר	overgangen	המעבר	overgang	PROPN	N;DEF;MASC;SG
המעבר	overgang	המעבר	overgang	PROPN	N;INDF;MASC;SG
בריטי	britisk	בריטי	britisk	N;MASC;SG	ADJ;INDF;SG
בריטי	britiske	בריטי	britisk	N;MASC;SG	ADJ;PL
בתים	hus	בית	hus	N;MASC;PL	N;INDF;NEUT;SG
הלב	heart	הלב	hear		N
הלב	hjerte	הלב	hjerte		N;INDF;NEUT;SG
הלב	hjertet	הלב	hjerte		N;DEF;NEUT;SG
עריכות	redigerer	עריכה	redigere	N;FEM;PL	V;IND;PRS;FIN
האב	senter	האב	senter		N;INDF;NEUT;SG
האב	hub	האב	hub		N;INDF;SG
הביאה	brakt	הביא	bryke	V;FEM;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
הביאה	bragt	הביא	bringe	V;FEM;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
חוקרים	undersøker	חוקר	undersøke	N;MASC;PL	V;IND;PRS;FIN
חוקרים	oppdagere	חוקר	oppdagere	N;MASC;PL	V;NFIN
חוקרים	oppdagelsesreisende	חוקר	oppdagelsesreisende	N;MASC;PL	N;INDF;MASC;SG
חוקרים	forskere	חוקר	forskere	N;MASC;PL	V;NFIN
חוקרים	etterforskere	חוקר	etterforskere	N;MASC;PL	V;NFIN
חוקרים	etterforskerne	חוקר	etterforskern	N;MASC;PL	N;INDF;NEUT;SG
הספרייה	bibliotek	הספרייה	bibliotek	PROPN	N;INDF;NEUT;SG
הספרייה	biblioteket	הספרייה	bibliotek	PROPN	N;DEF;NEUT;SG
רגיל	normale	רגיל	normal	ADJ;MASC;SG	ADJ;PL
רגיל	normalen	רגיל	normal	ADJ;MASC;SG	N;DEF;MASC;SG
רגיל	regelmessige	רגיל	regelmessig	ADJ;MASC;SG	ADJ;PL
מזכיר	omtaler	מזכיר	omtale	N;MASC;SG	V;IND;PRS;FIN
מזכיר	nevner	מזכיר	nevne	N;MASC;SG	V;IND;PRS;FIN
איסור	forby	איסור	forby	N;MASC;SG	V;NFIN
כיכר	firkantet	כיכר	firkant	PROPN	N;DEF;NEUT;SG
כיכר	kvm	כיכר	kvm	PROPN	N;INDF;NEUT;SG
כיכר	kvadratisk	כיכר	kvadratisk	PROPN	ADJ;INDF;NEUT;SG
כיכר	kvadrat	כיכר	kvadrat	PROPN	N;INDF;NEUT;SG
השירות	servise	השירות	servise		N;INDF;NEUT;SG
השירות	tjeneste	השירות	tjeneste		N;INDF;FEM;SG
השירות	service	השירות	service		N;INDF;MASC;SG
מספרים	tall	מספר	tall	N;MASC;PL	N;INDF;NEUT;SG
מספרים	numre	מספר	numr	N;MASC;PL	N;INDF;NEUT;SG
להלן	nedenfor	להלן	nedenfor	ADV	
להלן	below	להלן	below	ADV	N;INDF;SG
להלן	under	להלן	under	ADV	ADP
הלילה	tonight	הלילה	tonight		N;INDF;MASC;SG
הלילה	ikveld	הלילה	ikvelde		N;INDF;SG
ארגונים	organisasjoner	ארגון	organisasjon	N;MASC;PL	N;INDF;MASC;SG
ארגונים	organisasjon	ארגון	organisasjon	N;MASC;PL	N;INDF;MASC;SG
ארגונים	organisasjoner	ארגון	organisasjon	N;MASC;PL	N;INDF;MASC;SG
האופרה	opera	האופרה	opera	PROPN	N;INDF;MASC;SG
האופרה	operaen	האופרה	opera	PROPN	N;DEF;MASC;SG
נזק	skadd	נזק	skade	N;MASC;SG	ADJ;INDF;SG;V.PTCP
כדורגלנים	fotballspillere	כדורגלן	fotballspillere	N;MASC;PL	N;INDF;FEM;SG
כלכלית	økonomisk	כלכלי	økonomisk	ADV	ADJ;INDF;NEUT;SG
טורקיה	tyrkia	טורקיה	tyrki	PROPN	N;INDF;NEUT;SG
טורקיה	kalkun	טורקיה	kalkun	PROPN	N;INDF;MASC;SG
ארגנטינה	argentinas	ארגנטינה	argentinas	PROPN	N;INDF;MASC;SG
ארגנטינה	argentina	ארגנטינה	argentin	PROPN	N;INDF;MASC;SG
ארגנטינה	argentinsk	ארגנטינה	argentinsk	PROPN	ADJ;INDF;SG
סמית	smith	סמית	smith	PROPN	N;INDF;MASC;SG
מגורים	bosted	מגורים	bosted	N;MASC;PL	N;INDF;MASC;SG
מגורים	bopel	מגורים	bopel	N;MASC;PL	N;INDF;MASC;SG
מגורים	bolig	מגורים	bolig	N;MASC;PL	N;INDF;MASC;SG
מגורים	residens	מגורים	residens	N;MASC;PL	N;GEN;DEF;MASC;SG
מגורים	bolig	מגורים	bolig	N;MASC;PL	N;INDF;MASC;SG
מגורים	losji	מגורים	losji	N;MASC;PL	N;INDF;MASC;SG
סיבוב	rundt	סיבוב	rundt	N;MASC;SG	ADP
סיבוב	rund	סיבוב	rund	N;MASC;SG	ADJ;INDF;SG
האמת	sannhet	האמה	sannhet	ADV	N;INDF;MASC;SG
כלים	verktøy	כלי	verktøy	N;MASC;PL	N;INDF;NEUT;SG
כלים	oppvask	כלי	oppvask	N;MASC;PL	N;INDF;NEUT;SG
אמה	emma	אמה	emma		N;INDF;FEM;SG
המוסד	instituttet	המוסד	institutt		N;DEF;NEUT;SG
המוסד	institutt	המוסד	institutt		N;INDF;NEUT;SG
המוסד	institute	המוסד	institut		N;INDF;NEUT;SG
המוסד	institusjon	המוסד	institusjon		N;INDF;MASC;SG
המוסד	mossad	המוסד	mossad		N;INDF;MASC;SG
החזית	front	החזית	front	ADV	N;INDF;MASC;SG
החזית	foran	החזית	foran	ADV	N;INDF;MASC;SG
הפרק	episode	הפרק	episode	PROPN	N;INDF;MASC;SG
אירלנד	irland	אירלנד	irland	PROPN	N;INDF;NEUT;SG
אירלנד	ireland	אירלנד	ireland	PROPN	N;INDF;NEUT;SG
הורה	foreldre	הורה	forelder	V;MASC;SG;3;PST;ACT	N;INDF;MASC;PL
הורה	forelder	הורה	forelder	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הורה	overordnet	הורה	overordn	V;MASC;SG;3;PST;ACT	N;DEF;NEUT;SG
רי	ree	רי	ree		N;INDF;MASC;SG
התחיל	started	התחיל	started	V;MASC;SG;3;PST	N;INDF;MASC;SG
התחיל	begynt	התחיל	begynne	V;MASC;SG;3;PST	ADJ;INDF;NEUT;SG;V.PTCP
התחיל	startet	התחיל	start	V;MASC;SG;3;PST	N;DEF;NEUT;SG
התחיל	starta	התחיל	starte	V;MASC;SG;3;PST	ADJ;INDF;SG;V.PTCP
הודיע	informert	הודיע	informere	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
הודיע	annonsert	הודיע	annonsere	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
הודיע	kunngjort	הודיע	kunngjere	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
עזר	hjulpet	עזר	hjulp		N;DEF;NEUT;SG
עזר	hjalp	עזר	hjalp		V;IMP;FIN
שפירא	shapiro	שפירא	shapiro	PROPN	N;INDF;MASC;SG
הבמה	scenen	הבמה	scene		N;DEF;MASC;SG
הבמה	stage	הבמה	stage		N;INDF;NEUT;SG
טוען	påstander	טען	påstand	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
טוען	laster	טען	laster	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
טוען	lasting	טען	lasting	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
מאה	hundre	מאה	hundre	NUM;FEM;SG	NUM;PL
חזק	trang	חזק	trenge	ADJ;MASC;SG	N;INDF;MASC;SG
חזק	stramme	חזק	stram	ADJ;MASC;SG	ADJ;PL
חזק	strong	חזק	strong	ADJ;MASC;SG	N;INDF;MASC;SG
חזק	sterke	חזק	sterk	ADJ;MASC;SG	ADJ;PL
מצא	funnet	מצא	finne	V;MASC;SG;3;PST;ACT	N;DEF;NEUT;SG
מצא	funne	מצא	finne	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
מצא	finn	מצא	finne	V;MASC;SG;3;PST;ACT	V;IND;PRS;FIN
בולגריה	bulgarsk	בולגריה	bulgarsk	PROPN	N;INDF;MASC;SG
בולגריה	bulgarske	בולגריה	bulgarsk	PROPN	ADJ;PL
בולגריה	bulgaria	בולגריה	bulgari	PROPN	N;DEF;FEM;SG
מיליארד	billion	מיליארד	billion	NUM;MASC;SG	N;INDF;NEUT;SG
מיליארד	milliarder	מיליארד	milliard	NUM;MASC;SG	N;INDF;MASC;PL
מיליארד	milliard	מיליארד	milliard	NUM;MASC;SG	N;INDF;MASC;SG
מיליארד	mrd	מיליארד	mrd	NUM;MASC;SG	N;INDF;NEUT;SG
מיקום	sted	מיקום	stå	N;MASC;SG	
רגל	fot	רגל	fot		N;INDF;MASC;SG
רגל	foten	רגל	fot		N;DEF;MASC;SG
רגל	fot	רגל	fot		N;INDF;MASC;SG
רגל	føtter	רגל	føtte		N;INDF;FEM;PL
רגל	benet	רגל	ben		N;DEF;NEUT;SG
רגל	etappe	רגל	etappe		N;INDF;MASC;SG
רגל	beinet	רגל	bein		N;DEF;NEUT;SG
דומים	lignende	דומה	lignende	N;MASC;PL	N;INDF;MASC;SG
דומים	liknende	דומה	liknende	N;MASC;PL	ADJ;INDF;NEUT;SG
מאמן	trener	מאמן	trene	N;MASC;SG	N;INDF;MASC;PL
מאמן	trainer	מאמן	traine	N;MASC;SG	N;INDF;FEM;PL
מאמן	trener	מאמן	trene	N;MASC;SG	N;INDF;MASC;PL
נולדו	born	נולד	barn	V;PL;3;PST;MID	N;INDF;NEUT;PL
נולדו	født	נולד	føde	V;PL;3;PST;MID	ADJ;INDF;SG;V.PTCP
לחם	brød	לחם	brød		N;INDF;NEUT;SG
שבעה	seven	שבעה	seve	NUM;MASC;SG	N;INDF;NEUT;SG
שבעה	syv	שבעה	syve	NUM;MASC;SG	
שבעה	syver	שבעה	syve	NUM;MASC;SG	N;INDF;MASC;SG
שבעה	sju	שבעה	sju	NUM;MASC;SG	NUM;PL
ביקש	forespurte	ביקש	forespørje	V;MASC;SG;3;PST;ACT	ADJ;PL;V.PTCP
ביקש	forespurt	ביקש	forespørje	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
ביקש	bedt	ביקש	be	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
ביקש	spurt	ביקש	spørje	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
ביקש	stilt	ביקש	stille	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
ביקש	bedt	ביקש	be	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
פסל	skulptur	פסל	skulptur	PROPN	N;INDF;MASC;SG
פסל	skulpturen	פסל	skulptur	PROPN	N;DEF;MASC;SG
פסל	skulpturer	פסל	skulpture	PROPN	N;INDF;MASC;SG
פסל	skulptør	פסל	skulptør	PROPN	N;INDF;MASC;SG
פסל	statue	פסל	statue	PROPN	N;INDF;MASC;SG
קרא	lest	קרא	lese	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
קרא	read	קרא	read	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;SG
מרי	marie	מרי	marie	PROPN	N;INDF;FEM;SG
מרי	mary	מרי	mary	PROPN	N;INDF;FEM;SG
הסדר	bestille	הסדר	bestille	N;MASC;SG	V;NFIN
שלטונו	regjeringstid	שלטונו	regjeringstid		N;INDF;FEM;SG
שמן	tjukk	שמן	tjukk	N;MASC;SG	ADJ;INDF;SG
ינואר	januar	ינואר	januar	PROPN	N;INDF;MASC;SG
לחיים	skål	לחיים	skål		N;INDF;FEM;SG
לדבר	snakkes	דיבר	snakkes	V;NFIN;ACT	N;INDF;NEUT;SG
לדבר	snakk	דיבר	snakk	V;NFIN;ACT	N;INDF;NEUT;SG
לדבר	talk	דיבר	talk	V;NFIN;ACT	N;INDF;MASC;SG
שאלות	spørsmål	שאלה	spørsmål	N;FEM;PL	N;INDF;NEUT;SG
מתייחס	henviser	התייחס	henvise	V;MASC;SG;V.PTCP	N;INDF;FEM;SG
מתייחס	henviser	התייחס	henvise	V;MASC;SG;V.PTCP	N;INDF;FEM;SG
מתייחס	henvise	התייחס	henvise	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
הצעה	foreslåtte	הצעה	foreslå	N;FEM;SG	ADJ;PL;V.PTCP
הצעה	foreslått	הצעה	foreslå	N;FEM;SG	ADJ;INDF;SG;V.PTCP
הצעה	tilby	הצעה	tilby	N;FEM;SG	V;IMP;NFIN
שלם	betale	שלם	betale	ADJ;MASC;SG	V;NFIN
שלם	betal	שלם	betal	ADJ;MASC;SG	N;INDF;MASC;SG
שלם	helhet	שלם	helh	ADJ;MASC;SG	N;INDF;SG
שלם	hel	שלם	hel	ADJ;MASC;SG	N
שלם	whole	שלם	whole	ADJ;MASC;SG	N
שלם	fullføre	שלם	fullføre	ADJ;MASC;SG	V;IMP;NFIN
אלדד	eldad	אלדד	eldad	PROPN	N;INDF;MASC;SG
סימון	simone	סימון	simon	PROPN	N;INDF;MASC;SG
סימון	simon	סימון	simon	PROPN	N;MASC
סימון	simón	סימון	simón	PROPN	N;INDF;MASC;SG
ערן	eran	ערן	eran	PROPN	N;INDF;MASC;SG
ארתור	arthur	ארתור	arthur	PROPN	N;INDF;MASC;SG
חשובים	viktig	חשוב	viktig	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
אמת	ekte	אמת	ekte	N;FEM;SG	ADJ;INDF;NEUT;SG
אמת	sant	אמת	sann	N;FEM;SG	ADJ;INDF;NEUT;SG
אמת	sanne	אמת	sann	N;FEM;SG	ADJ;PL
זהר	zohar	זהר	zohar	PROPN	N;INDF;MASC;SG
נוצרים	kristne	נוצר	kristen	V;MASC;PL;V.PTCP;MID	ADJ;PL
בי	bea	ב	bea	PROPN	N;INDF;NEUT;SG
בי	bie	ב	bie	PROPN	N;INDF;MASC;SG
בי	bee	ב	be	PROPN	N;INDF;MASC;SG
זוגות	par	זוג	par	N;MASC;PL	N;INDF;NEUT;SG
זוגות	par	זוג	par	N;MASC;PL	N;INDF;NEUT;SG
מורכבת	composite	הורכב	composité	V;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
מורכבת	sammensatt	הורכב	sammensatt	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
מורכבת	kompleks	הורכב	kompleks	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
משותף	common	משותף	common	ADJ;MASC;SG	N
חברתי	sosiale	חברתי	sosial	ADJ;MASC;SG	ADJ;PL
הביאו	brakt	הביא	bryke	V;PL;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
הביאו	bragt	הביא	bringe	V;PL;3;PST;ACT	ADJ;INDF;SG;V.PTCP
הביאו	bring	הביא	bringe	V;PL;3;PST;ACT	N;INDF;MASC;SG
הביאו	bringe	הביא	bringe	V;PL;3;PST;ACT	N;INDF;FEM;SG
יובל	yuval	יובל	yuval	PROPN	N;INDF;MASC;SG
הירח	måne	הירח	måne	PROPN	N;INDF;MASC;SG
הירח	månen	הירח	måne	PROPN	N;DEF;MASC;SG
הירח	moon	הירח	moon	PROPN	N;INDF;SG
צלב	krysse	צלב	krysse	N;MASC;SG	V;NFIN
באדר	baader	באדר	baad	PROPN	N;INDF;MASC;SG
בינלאומי	international	בינלאומי	international	PROPN	N;INDF;NEUT;SG
בינלאומי	internasjonalt	בינלאומי	internasjonal	PROPN	ADJ;INDF;NEUT;SG
בינלאומי	internasjonale	בינלאומי	internasjonal	PROPN	ADJ;PL
בינלאומי	internasjonal	בינלאומי	internasjonal	PROPN	ADJ;INDF;SG
הופך	makes	הפך	makes	V;MASC;SG;V.PTCP;ACT	N
שוודיה	sweden	שוודיה	swede	PROPN	N;DEF;MASC;SG
שוודיה	sverige	שוודיה	sverige	PROPN	N;INDF;NEUT;SG
ישיבה	sitteplasser	ישיבה	sitteplasse	N;FEM;SG	N;INDF;FEM;PL
איראן	iran	איראן	iran	PROPN	N;INDF;MASC;SG
איראן	irans	איראן	irans	PROPN	N
קוד	kode	קוד	kode		N;INDF;MASC;SG
קוד	koden	קוד	kode		N;DEF;MASC;SG
קוד	kodeks	קוד	kodeks		ADJ;INDF;SG
קוד	koder	קוד	kode		N;INDF;MASC;SG
קוד	kodene	קוד	kode		N;DEF;FEM;PL
דתית	religiøst	דתי	religiøs	N;FEM;SG	ADJ;INDF;NEUT;SG
דתית	religiøse	דתי	religiøs	N;FEM;SG	ADJ;PL
דתית	religiøs	דתי	religiøs	N;FEM;SG	ADJ;INDF;SG
דפי	daffy	דף	daffy	PROPN	N;INDF;MASC;SG
תלמידים	elever	תלמיד	elev	N;MASC;PL	N;INDF;NEUT;SG
מהיר	kjapt	מהיר	kjapp		ADJ;INDF;NEUT;SG
מהיר	raskt	מהיר	rask		ADJ;INDF;NEUT;SG
מהיר	kjapp	מהיר	kjapp		N;INDF;MASC;SG
מהיר	rask	מהיר	rask		ADJ;INDF;SG
מהיר	snar	מהיר	snar		N;INDF;MASC;SG
מהיר	swift	מהיר	swift		N;INDF;MASC;SG
מהיר	kjapp	מהיר	kjapp		N;INDF;MASC;SG
מהיר	raskt	מהיר	rask		ADJ;INDF;NEUT;SG
מהיר	rask	מהיר	rask		ADJ;INDF;SG
מהיר	hurtig	מהיר	hurtig		ADJ;INDF;NEUT;SG
מהיר	raske	מהיר	rask		ADJ;PL
מהיר	fort	מהיר	fort		ADJ;INDF;NEUT;SG
