strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
xinglong	xinglong	xinglong	xinglong		N;NOM;INDF;NEUT;SG
amy	amy	amy	amy	PROPN	PROPN;NOM
klaus	klaus	klaus	klaus	PROPN	PROPN;NOM
adriana	adriana	adriană	adriana	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pasi	fotsteg	pas	fotsteg		N;NOM;INDF;NEUT;SG
pasi	steg	pas	steg		N;NOM;INDF;NEUT;SG
pasi	trappsteg	pas	trappsteg		N;NOM;INDF;NEUT;PL
pasi	fotspår	pas	fotspå		N;NOM;INDF;MASC+FEM;SG
pasi	fotsteg	pas	fotsteg		N;NOM;INDF;NEUT;SG
pasi	fotsteg	pas	fotsteg		N;NOM;INDF;NEUT;SG
pasi	steg	pas	steg		N;NOM;INDF;NEUT;SG
pasi	trappsteg	pas	trappsteg		N;NOM;INDF;NEUT;PL
spatial	rumsliga	spatial	rumslig	N;INDF;MASC;SG	ADJ;NOM;PL
spatial	rumslig	spatial	rumslig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
legislatia	lagstiftningen	legislatie	lagstiftning	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
legislatia	lagstiftning	legislatie	lagstiftning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
butler	butler	butler	butler	PROPN	N;NOM;INDF;MASC+FEM;SG
butler	betjänt	butler	betjänt	PROPN	N;NOM;INDF;MASC+FEM;SG
discutat	diskuterade	discuta	diskutera	ADJ;INDF;MASC;SG	V;NOM;PL;PST;V.PTCP
discutat	diskuterats	discuta	diskutera	ADJ;INDF;MASC;SG	V;V.CVB;PASS
discutat	diskuterades	discuta	diskutera	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
discutat	diskuteras	discuta	diskutera	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
inutil	meningslös	inutil	meningslös	ADV	ADJ;NOM;INDF;MASC+FEM;SG
inutil	meningslösa	inutil	meningslös	ADV	ADJ;NOM;PL
inutil	meningslöst	inutil	meningslös	ADV	ADJ;NOM;INDF;NEUT;SG
inutil	värdelös	inutil	värdelös	ADV	ADJ;NOM;INDF;MASC+FEM;SG
inutil	värdelöst	inutil	värdelös	ADV	ADJ;NOM;INDF;NEUT;SG
inutil	värdelösa	inutil	värdelös	ADV	ADJ;NOM;PL
inutil	oanvändbar	inutil	oanvändbar	ADV	ADJ;NOM;INDF;MASC+FEM;SG
rolling	rullning	rolling	rullning	PROPN	N;NOM;INDF;MASC+FEM;SG
rolling	rullar	rolling	rulla	PROPN	V;IND;PRS;FIN;ACT
rolling	rullande	rolling	rullande	PROPN	ADJ;NOM;PRS;V.PTCP
explicatie	förklaring	explicatie	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
explicatie	förklaringar	explicatie	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
explicatie	förklaring	explicatie	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
explicatie	förklaringar	explicatie	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
hudson	hudson	hudson	hudson	PROPN	PROPN;NOM
nori	molnen	nor	mol	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
nori	moln	nor	moln	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
edmund	edmund	edmunde	edmund	PROPN	PROPN;NOM
mercedes	mercedes	mercedes	mercedes	N;INDF;MASC;SG	PROPN;NOM
intelectuali	intellektuella	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;PL
intelectuali	intellektuellt	intelectual	intellektuell	N;INDF;MASC;PL	ADV
intelectuali	intellektuell	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
intelectuali	intellektuella	intelectual	intellektuell	N;INDF;MASC;PL	ADJ;NOM;PL
proprietari	ägarna	proprietar	ägare	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
protejat	skyddas	protejat	skydda	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
protejat	skyddade	protejat	skydda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ronald	ronald	ronald	ronal	PROPN	N;NOM;INDF;MASC+FEM;SG
alin	alin	alin	alin	PROPN	PROPN;NOM
colective	kollektivt	colectiv	kollektiv	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
colective	kollektiv	colectiv	kollektiv	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
popularitate	popularitet	popularitate	popularitet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gandit	tyckte	gandi	tycka	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
gandit	trodde	gandi	tro	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
gandit	tänkte	gandi	tänka	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
castle	borgen	castle	borgen	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
castle	slottet	castle	slott	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
droguri	knark	drog	knark	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
droguri	knark	drog	knark	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
droguri	drog	drog	drog	N;INDF;FEM;PL	V;IMP;PST;FIN;ACT
willem	willem	willem	willem	PROPN	PROPN;NOM
executie	avrättning	executie	avrättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
executie	verkställande	executie	verkställande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
executie	utförande	executie	utförande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
executie	avrättning	executie	avrättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
executie	verkställande	executie	verkställande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
executie	utförande	executie	utförande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
jucand	leker	juca	leka	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
jucand	spelar	juca	spela	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
jucand	spela	juca	spela	N;INDF;MASC;SG	V;IMP;FIN;ACT
jucand	leka	juca	leka	N;INDF;MASC;SG	V;IMP;FIN;ACT
intervenit	ingripit	interveni	ingripa	ADJ;INDF;MASC;SG	V;V.CVB;ACT
intervenit	ingrep	interveni	ingrep	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
generat	genererade	genera	generera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
succese	framgångarna	succes	framgång	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
succese	succé	succes	succé	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
succese	framgång	succes	framgång	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
bratislava	bratislava	bratislavă	bratislav	N;DEF;FEM;SG	PROPN;NOM
damasc	damaskus	damasc	damaskus	N;INDF;MASC;SG	PROPN;NOM
nuvela	novell	nuvelă	novell	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nuvela	romanen	nuvelă	roman	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
nuvela	roman	nuvelă	roman	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nuvela	novella	nuvelă	novell	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nuvela	novella	nuvelă	novell	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
card	kort	card	kort	N;INDF;MASC;SG	ADV
card	kortet	card	kort	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
reformei	reformer	reformă	reform	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
reformei	reformera	reformă	reformera	N;DEF;FEM;SG	V;IMP;FIN;ACT
reformei	reformering	reformă	reformering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reformei	reformen	reformă	reform	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reformei	reform	reformă	reform	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
necunoscute	okänd	necunoscut	okänd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
necunoscute	okänt	necunoscut	okän	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
filipine	filippinerna	filipine	filippin	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
secundara	sekundära	secundar	sekundär	ADJ;DEF;FEM;SG	ADJ;NOM;PL
secundara	sekundär	secundar	sekundär	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
secundara	sekundärt	secundar	sekundär	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
promis	utlovade	promite	utlova	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
promis	lovat	promite	lova	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
promis	lovad	promite	lovad	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rin	rhen	rin	rhen	N;INDF;MASC;SG	PROPN;NOM
semnificatia	betydelse	semnificatie	betydelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
plecare	avresa	plecare	avresa	N;INDF;FEM;SG	V;IMP;FIN;ACT
plecare	avgång	plecare	avgång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
plecare	avfärd	plecare	avfärd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gandire	tänkande	gandire	tänkande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
gandire	tänka	gandire	tänka	N;INDF;FEM;SG	V;IMP;FIN;ACT
gandire	funderar	gandire	fundera	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
gandire	tänker	gandire	tänka	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
gandire	tänkte	gandire	tänka	N;INDF;FEM;SG	V;IND;PST;FIN;ACT
identificate	identifierats	identificat	identifiera	ADJ;INDF;FEM;PL	V;V.CVB;PASS
identificate	identifierat	identificat	identifierad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
identificate	identifierades	identificat	identifiera	ADJ;INDF;FEM;PL	V;IND;PST;FIN;PASS
identificate	identifierad	identificat	identifiera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anatomia	anatomi	anatomie	anatomi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
farmacie	apotek	farmacie	apotek	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
farmacie	apoteket	farmacie	apotek	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
biti	bitar	biti	bit		N;NOM;INDF;MASC+FEM;PL
biti	bits	biti	bits		V;IMP;FIN;ACT
mexican	mexikanska	mexican	mexikansk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
five	fem	fiv	fem	N;INDF;MASC;SG	NUM;NOM
portrete	porträtt	portret	porträtt	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pictate	målade	picta	måla	ADJ;INDF;FEM;PL	V;PST;V.PTCP;ACT
pictate	målad	picta	målad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pictate	målas	picta	målas	ADJ;INDF;FEM;PL	V;NFIN;PASS
pictate	målat	picta	måla	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	PROPN;NOM
parcuri	parks	parc	park	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pozitiva	positivt	pozitivă	positiv	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
pozitiva	positiv	pozitivă	positiv	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
pozitiva	positiva	pozitivă	positiv	ADJ;DEF;FEM;SG	ADJ;NOM;PL
tiparit	tryckta	tipari	trycka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
sangele	blodet	sange	blod	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
sangele	blod	sange	blod	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
sangele	blood	sange	blood	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marchiz	markisen	marchiz	markis	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
yemen	jemen	yemen	jem	PROPN	PROPN;NOM
yemen	yemen	yemen	yemen	PROPN	N;NOM;INDF;NEUT;SG
cantand	sjungande	cantand	sjunga		ADJ;NOM;PRS;V.PTCP
cantand	sjunga	cantand	sjung		V;IMP;FIN;ACT
cantand	sång	cantand	sång		N;NOM;INDF;MASC+FEM;SG
cantand	sjungit	cantand	sjunga		V;V.CVB;ACT
cantand	sjunger	cantand	sjunga		V;IND;PRS;FIN;ACT
cantand	sjungande	cantand	sjunga		ADJ;NOM;PRS;V.PTCP
cantand	sjunga	cantand	sjung		V;IMP;FIN;ACT
cantand	sång	cantand	sång		N;NOM;INDF;MASC+FEM;SG
cantand	sjungit	cantand	sjunga		V;V.CVB;ACT
cantand	sjunger	cantand	sjunga		V;IND;PRS;FIN;ACT
stiluri	styles	stil	styla	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
protejarea	skyddar	protejare	skydda	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
protejarea	skydda	protejare	skydda	N;DEF;FEM;SG	V;IMP;FIN;ACT
norvegian	norska	norvegian	norska	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
impuscat	skjutna	impusca	skjuta	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
impuscat	skott	impusca	skott	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
impuscat	sköt	impusca	sköta	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
impuscat	skjutna	impusca	skjuta	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
impuscat	skott	impusca	skott	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
impuscat	sköt	impusca	sköta	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
salbatica	wild	salbatică	wild	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
salbatica	vilt	salbatică	vilja	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
salbatica	frilevande	salbatică	frilevande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
salbatica	vilda	salbatică	vilja	N;DEF;FEM;SG	ADJ;NOM;PL
salbatica	vild	salbatică	vilja	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
teama	fruktan	teamă	fruktan	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	skräck	teamă	skräck	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	rädsla	teamă	rädsla	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	frukta	teamă	frukt	N;DEF;FEM;SG	V;IMP;FIN;ACT
teama	fruktan	teamă	fruktan	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	skräck	teamă	skräck	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	rädsla	teamă	rädsla	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teama	frukta	teamă	frukt	N;DEF;FEM;SG	V;IMP;FIN;ACT
sambata	lördag	sambata	lördag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sambata	lördag	sambata	lördag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sambata	lördagar	sambata	lördag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
sambata	lördag	sambata	lördag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sambata	lördag	sambata	lördag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
profesionisti	yrkesutövare	profesionist	yrkesutövare	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
profesionisti	yrkesmän	profesionist	yrkesmän	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
profesionisti	proffs	profesionist	proff	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
profesionisti	yrkesutövare	profesionist	yrkesutövare	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
profesionisti	yrkesmän	profesionist	yrkesmän	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
profesionisti	proffs	profesionist	proff	ADJ;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
irlandez	iriska	irlandez	irisk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
irlandez	irländare	irlandez	irländare	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
irlandez	irländska	irlandez	irländsk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	farmor	bunică	farma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bunica	mormor	bunică	morma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lituaniei	litauen	lituanie	litauen	PROPN;DEF;FEM;SG	PROPN;NOM
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
limitate	begränsat	limitat	begränsad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
limitate	begränsad	limitat	begränsad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pereti	väggarna	pereti	vägg	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
pereti	väggarna	pereti	vägg	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
sándor	sándor	sándor	stnda	PROPN	PROPN;NOM
perry	perry	perry	perry	PROPN	PROPN;NOM
sept	septum	sept	septum		N;NOM;INDF;NEUT;SG
sept	sept	sept	sept		N
distinctie	åtskillnad	distinctie	åtskillnad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
distinctie	distinktion	distinctie	distinktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cronici	chronicles	cronică	chronicles	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
rugaciune	böner	rugaciune	böna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
rugaciune	bön	rugaciune	bön	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rugaciune	böner	rugaciune	böna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
rugaciune	bön	rugaciune	bön	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
luther	luther	luther	luther	PROPN	PROPN;NOM
personalitatea	personlighet	personalitate	personlighet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
personalitatea	personligheten	personalitate	personlighet	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
atelierul	verkstad	atelier	verkstad	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
atelierul	workshop	atelier	workshop	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
atelierul	seminarium	atelier	seminarium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
cook	cook	cook	cook	PROPN	PROPN;NOM
cook	kock	cook	kock	PROPN	N;NOM;INDF;MASC+FEM;SG
blois	blois	blois	blois	PROPN	PROPN;NOM
oleg	oleg	oleg	oleg	PROPN	PROPN;NOM
respectarea	uppfyllande	respectare	uppfyllande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
respectarea	överensstämmelse	respectare	överensstämmelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
respectarea	efterlevnad	respectare	efterlevnad	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vama	tullen	vamă	tull	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vama	tull	vamă	tull	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vama	tullen	vamă	tull	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vama	tull	vamă	tull	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adult	vuxna	adult	vuxen	N;INDF;MASC;SG	ADJ;NOM;PL
imparte	dela	imparte	dela	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
imparte	delning	imparte	delning	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
imparte	split	imparte	splita	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
imparte	delad	imparte	delad	V;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
experimental	experimentell	experimental	experimentell	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
experimental	experimentella	experimental	experimentell	ADJ;INDF;MASC;SG	ADJ;NOM;PL
dir	dir	dir	dir		N;NOM;INDF;MASC+FEM;SG
helsinki	helsingfors	helsinki	helsingfors	PROPN	PROPN;NOM
julia	julia	julie	juli	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mussolini	mussolini	mussolină	mussolini	N;INDF;MASC;PL	PROPN;NOM
faimos	kända	faimos	känd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
faimos	berömda	faimos	berömma	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
magdalena	magdalena	magdalenă	magdal	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
anastasia	anastasia	anastasie	anastasia	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
studiourile	studios	studio	studio	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
bat	fladdermus	bate	fladdermus	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
bat	bat	bate	bit	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
apr	apr	apr	apr		N
mintea	mind	minte	mind	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mintea	sinnet	minte	sinne	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
mintea	sinne	minte	sinna	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
dmitri	dmitrij	dmitru	dmitrij	PROPN	PROPN;NOM
dmitri	dmitrij	dmitru	dmitrij	PROPN	PROPN;NOM
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN;NOM
dmitri	dimitri	dmitru	dimitri	PROPN	PROPN;NOM
americanii	amerikanerna	american	amerikan	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
americanii	amerikaner	american	amerikan	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
alexei	alexei	alexe	alexei	PROPN;DEF;FEM;SG	PROPN;NOM
alexei	aleksej	alexe	aleksej	PROPN;DEF;FEM;SG	PROPN;NOM
sarb	serbiska	sarb	serbisk	PROPN	N;NOM;INDF;MASC+FEM;SG
sarb	serbiska	sarb	serbisk	PROPN	N;NOM;INDF;MASC+FEM;SG
documentul	dokumentera	document	dokumentera	N;DEF;MASC;SG	V;IMP;FIN;ACT
documentul	dokumentet	document	dokument	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
documentul	dokument	document	dokument	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
documentul	handling	document	handling	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
baba	baba	babă	baba	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
baba	baba	babă	baba	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
preocupat	berörda	preocupa	berörd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
brusc	plötsliga	brusc	plötslig	ADV	ADJ;NOM;PL
brusc	plötslig	brusc	plötslig	ADV	N;NOM;INDF;MASC+FEM;SG
japonezi	japansk	japonez	japansk	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
japonezi	japanska	japonez	japansk	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
japonezi	japanskt	japonez	japansk	N;INDF;MASC;PL	ADJ;NOM;INDF;NEUT;SG
inspirata	inspirerad	inspirat	inspirerad	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
inspirata	inspirerade	inspirat	inspirera	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
inspirata	inspirerat	inspirat	inspirerad	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
paraguay	paraguay	paraguay	paraguay	PROPN	PROPN;NOM
consacrat	invigda	consacra	inviga	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
jennifer	jennifer	jennifer	jennif	PROPN	N;NOM;INDF;MASC+FEM;SG
facto	facto	facto	facto		N;NOM;INDF;MASC+FEM;SG
cantal	cantal	cantal	cantal	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
izolat	isolerade	izolat	isolerad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
izolat	isolerade	izolat	isolerad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
berg	berg	berg	berg	PROPN	N;NOM;INDF;NEUT;SG
anulat	inställda	anula	inställd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
anulat	avbruten	anula	avbruta	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
anulat	avbruten	anula	avbruta	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
precizeaza	ange	precizează	ange	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
precizeaza	specificera	precizează	specificera	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
precizeaza	precisera	precizează	precisera	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
evaluare	betyg	evaluare	betyg	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
evaluare	utvärdering	evaluare	utvärdering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
evaluare	bedömning	evaluare	bedömning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
