분류	מיון	분류	מיון	N	
토요일	שבת	토요일	שבת		PROPN
토요일	שבתות	토요일	שבת		N;FEM;PL
충분한	מספיק	충분+하+ㄴ	מספיק	V	ADV
소니	סוני	소니	סוני		PROPN
위성	לוויין	위성	None	N	PROPN
위성	לווין	위성	לווין	N	PROPN
영역	מתחם	영역	מתחם	N	PROPN
영역	התחום	영역	התחום	N	
영역	האזור	영역	האזור	N	PROPN
개봉	שחרר	개봉	שחרר	N	PROPN
개봉	שחררו	개봉	שחרר	N	V;PL;3;PST;ACT
개봉	שוחרר	개봉	שוחרר	N	V;MASC;SG;3;PST;PASS
개봉	שוחררו	개봉	שוחרר	N	V;PL;3;PST;PASS
개봉	משוחרר	개봉	משוחרר	N	V;MASC;SG;V.PTCP;PASS
개봉	שוחררה	개봉	שוחרר	N	V;FEM;SG;3;PST;PASS
반도	פנינסולה	반도	פנינסולה		PROPN
산맥	ההרים	산맥	ההרים		ADV
산맥	הרים	산맥	None		PROPN
안드로이드	android	안드로이드	android		PROPN
안드로이드	אנדרואיד	안드로이드	אנדרואיד		PROPN
집단	הקולקטיבי	집단	הקולקטיבי	N	PROPN
집단	הקבוצה	집단	הקבוצה	N	PROPN
유명	מפורסם	유명	מפורסם		V;MASC;SG;V.PTCP;PASS
유명	מפורסמים	유명	מפורסם		ADJ;MASC;PL
유명	המפורסם	유명	המפורסם		PROPN
유명	מפורסמות	유명	מפורסם		ADJ;FEM;PL
유명	מפורסמת	유명	מפורסם		ADJ;FEM;SG
한국인	קוריאנים	한국인	קורינן		N;MASC;PL
한국인	קוריאנית	한국인	קורינני		PROPN
한국인	קוריאני	한국인	קוריאני		PROPN
투표	הצביעו	투표	הצביע	N	V;PL;3;PST;ACT
투표	להצביע	투표	הצביע	N	V;NFIN;ACT
투표	תצביעו	투표	הצביע	N	V;PL;1;FUT;ACT
투표	מצביע	투표	הצביע	N	V;MASC;SG;V.PTCP;ACT
투표	ההצבעה	투표	ההצבעה	N	PROPN
바다	האוקיינוסים	바다	האוקיינוסי		N
바다	ים	바다	ים		N;MASC;SG
바다	האוקיינוס	바다	האוקיינוס		PROPN
바다	אוקיינוס	바다	אוקיינוס		N;MASC;SG
속도	פייס	속도	פייס		PROPN
속도	מהירות	속도	מהירות		N;FEM;SG
속도	ספיד	속도	ספיד		PROPN
속도	מהירות	속도	מהירות		N;FEM;SG
속도	מהירויות	속도	מהירות		N;FEM;PL
소나무	פיין	소나무	פיין		PROPN
소나무	אורן	소나무	אורן		PROPN
싱가포르	בסינגפור	싱가포르	בסינגפור	PROPN	PROPN
싱가포르	סינגפור	싱가포르	סינגפור	PROPN	PROPN
핵심	ליבה	핵심	ליבה		PROPN
핵심	ליבת	핵심	ליבה		PROPN
핵심	הליבה	핵심	הליבה		N;FEM;SG
조카	אחיין	조카	אחיין	N	
조카	אחיינו	조카	אחיין	N	PROPN
조카	אחיינית	조카	אחייני	N	PROPN
조카	האחיינית	조카	האחיין	N	PROPN
나이	הגיל	나이	הגיל	N	ADV
철학자	פילוסוף	철학자	פילוסוף	N	PROPN
단독	בלעדיים	단독	בלעדי	N	ADJ;MASC;PL
단독	בלעדי	단독	בלעדי	N	PROPN
메탈	מטאל	메탈	מטאל		PROPN
메탈	מתכות	메탈	מתכת		N;FEM;PL
메탈	מתכת	메탈	מתכת		N;FEM;SG
썸네일	ממוזערת	증네+이+ㄹ	ממוזער		V;FEM;SG;V.PTCP;PASS
썸네일	דוגמית	증네+이+ㄹ	דוגמי		ADV
존재	הקיום	존재	הקיום	N	PROPN
존재	קיימת	존재	קיים	N	ADJ;FEM;SG
존재	קיימות	존재	קיים	N	ADJ;FEM;PL
존재	קיים	존재	קיים	N	ADJ;MASC;SG
존재	קיימים	존재	קיים	N	ADJ;MASC;PL
존재	קיימות	존재	קיים	N	ADJ;FEM;PL
존재	קיים	존재	קיים	N	ADJ;MASC;SG
존재	קיימת	존재	קיים	N	ADJ;FEM;SG
존재	קיימים	존재	קיים	N	ADJ;MASC;PL
해리	הארי	해리	הארי		PROPN
해리	הרי	해리	הרי		CONJ
학원	לימודים	학원	לימודים		N;MASC;PL
좋다	טובה	좋+다	None	ADJ	ADV
좋다	יופי	좋+다	יופי	ADJ	PROPN
대수	אלגברית	대수	אלגברית	N	PROPN
프랑스어	צרפתי	프랑스어	צרפתי	PROPN	PROPN
프랑스어	צרפתית	프랑스어	צרפתית	PROPN	PROPN
프랑스어	צרפתים	프랑스어	צרפתי	PROPN	N;MASC;PL
시드니	סידני	시드니	סידני	PROPN	PROPN
시드니	סידני	시드니	סידני	PROPN	PROPN
브랜드	מותג	브랜드	מותג	N	PROPN
브랜드	המותג	브랜드	המותג	N	PROPN
그랜드	גרנד	그랜드	גרנד		PROPN
그랜드	גראנד	그랜드	גראנד		PROPN
생성	נוצרה	생성	נוצר	N	V;FEM;SG;3;PST;MID
생성	נוצרו	생성	נוצר	N	V;PL;3;PST;MID
생성	נוצר	생성	נוצר	N	V;MASC;SG;3;PST;MID
생성	צרי	생성	צרי	N	
생성	צור	생성	צור	N	PROPN
생성	ליצור	생성	יצר	N	V;NFIN;ACT
생성	היצירה	생성	היצירה	N	ADV
생성	נוצרת	생성	נוצרת	N	V;FEM;SG;V.PTCP;MID
생성	נוצר	생성	נוצר	N	V;MASC;SG;3;PST;MID
후쿠시마	פוקושימה	후쿠시마	פוקושימה		PROPN
신청	בקשה	신청	בקשה		N;FEM;SG
일본인	יפני	일본인	יפני		PROPN
일본인	יפנית	일본인	יפני		PROPN
일본인	יפנים	일본인	יפנים		N;MASC;PL
절대	מעולם	절대	מעולם		ADV
절대	לעולם	절대	לעולם		ADV
절대	מוחלט	절대	מוחלט		ADJ;MASC;SG
절대	מוחלטת	절대	מוחלט		ADJ;FEM;SG
닥터	דוקטור	닥터	None		PROPN
닥터	רופא	닥터	רופא		N;MASC;SG
인도네시아	האינדונזי	인도네시아	האינדונזי	PROPN	PROPN
인도네시아	אינדונזיה	인도네시아	אינדונזיה	PROPN	PROPN
인도네시아	אינדונזיה	인도네시아	אינדונזיה	PROPN	PROPN
해방	השחרור	해방	השחרור	N	PROPN
겨울	החורף	겨울	החורף	N	ADV
겨울	חורף	겨울	חורף	N	PROPN
구글	גוגל	구글	גוגל		PROPN
몽골	המונגולי	몽골	המונגולי	PROPN	PROPN
몽골	מונגולי	몽골	מונגולי	PROPN	PROPN
몽골	מונגוליה	몽골	מונגוליה	PROPN	PROPN
인용	ציטט	인용	ציטט	N	V;MASC;SG;3;PST;ACT
인용	ציטוט	인용	ציטוט	N	PROPN
인용	ציטוט	인용	ציטוט	N	PROPN
총액	הכולל	총액	הכולל	N	PROPN
랭킹	דירוג	랭킹	דירוג		N;MASC;SG
시험	טסט	시험	טסט	N	PROPN
사적	היסטורי	사+적	היסטורי	N	PROPN
타임	זמן	타임	זמן		N;MASC;SG
타임	עת	타임	עת		N;FEM;SG
타임	טיים	타임	טיים		PROPN
공포	הטרור	공포	הטרור	N	PROPN
공포	הפחד	공포	הפחד	N	
화산	געש	화산	געש	N	PROPN
우리의	שלנו	우리+의	None	PRO	
우리의	שלנו	우리+의	None	PRO	
귀족	אציל	귀족	אציל	N	PROPN
귀족	אצילי	귀족	אצילי	N	PROPN
귀족	האצולה	귀족	האצולה	N	PROPN
브라운	בראון	브라+ㄴ	בראון		PROPN
브라운	חומה	브라+ㄴ	חומה		PROPN
브라운	חומות	브라+ㄴ	חומה		N;FEM;PL
브라운	בראון	브라+ㄴ	בראון		PROPN
엄마	אמא	엄마	אמא		N;FEM;SG
엄마	אמא	엄마	אמא		N;FEM;SG
종이	נייר	종이	נייר		N;MASC;SG
종이	עיתון	종이	עיתון		N;MASC;SG
종이	ניירות	종이	נייר		N;MASC;PL
종이	עיתונים	종이	עיתון		N;MASC;PL
종이	מסמכים	종이	מסמך		N;MASC;PL
주장	בקשי	주장	בקש		PROPN
주장	בקש	주장	בקש		PROPN
주장	טוענים	주장	טען		V;MASC;PL;V.PTCP;ACT
주장	תביעות	주장	תביעה		N;FEM;PL
주장	טענות	주장	טענה		N;FEM;PL
주장	טוען	주장	טען		V;MASC;SG;V.PTCP;ACT
별도로	בנפרד	별도+로	בנפרד	ADV	PROPN
빅토리아	ויקטוריה	빅토리아	ויקטוריה		PROPN
은행	בנקס	은행	בנקס	N	PROPN
은행	הבנק	은행	הבנק	N	
고전	קלאסי	고전	קלאסי		ADJ;MASC;SG
고전	קלאסית	고전	קלאסי		ADV
고전	קלאסיקה	고전	קלאסיקה		N;FEM;SG
고전	קלאסי	고전	קלאסי		ADJ;MASC;SG
고전	קלאסית	고전	קלאסי		ADV
터미널	טרמינל	터미널	טרמינל		PROPN
터미널	סופני	터미널	סופני		ADJ;MASC;SG
터미널	מסופי	터미널	מסוף		N;PSSD;MASC;PL
분석	פירוט	분석	פירוט	N	
분석	לנתח	분석	ניתח	N	V;NFIN;ACT
간단한	פשוטות	간단+하+ㄴ	פשוט	V	ADJ;FEM;PL
간단한	פשוט	간단+하+ㄴ	פשוט	V	
간단한	פשוטה	간단+하+ㄴ	פשוט	V	ADJ;FEM;SG
간단한	פשוטים	간단+하+ㄴ	פשוט	V	ADJ;MASC;PL
내각	הקבינט	내각	הקבינט	N	V;MASC;SG;3;PST;ACT
할아버지	סבא	할아버지	סבא		N;MASC;SG
할아버지	סב	할아버지	סב		PROPN
할아버지	סבא	할아버지	סבא		N;MASC;SG
가고시마	קגושימה	가고시마	קגושימה		PROPN
파워	כוח	파우+어	כוח		N;MASC;SG
파워	עוצמה	파우+어	עוצמה		N;FEM;SG
국민	לאומי	국민	לאומי	N	PROPN
국민	לאומית	국민	לאומי	N	ADV
국민	אומה	국민	אומה	N	
국민	האומה	국민	האום	N	PROPN
발행	הוציא	발행	הוציא	N	V;MASC;SG;3;PST;ACT
발행	פרסם	발행	פרסם	N	V;MASC;SG;3;PST;ACT
외교	דיפלומטיה	외교	דיפלומטיה	N	PROPN
경향이	נוטות	경향+이	נטה	N	V;FEM;PL;V.PTCP;ACT
회전	סובב	회전	סובב	N	V;MASC;SG;V.PTCP;ACT
사가	סאגה	사+가	סאגה		PROPN
크리스	כריס	크리스	כריס		PROPN
선택	בחרי	선택	בחרי	N	PROPN
선택	תבחר	선택	בחר	N	V;FEM;SG;3;FUT;ACT
선택	בחר	선택	בחר	N	V;MASC;SG;3;PST;ACT
선택	בחרי	선택	בחרי	N	PROPN
선택	בחר	선택	בחר	N	V;MASC;SG;3;PST;ACT
단일	יחיד	단일	יחיד		ADJ;MASC;SG
단일	סינגל	단일	סינגל		PROPN
단일	רווקה	단일	רווק		PROPN
단일	רווק	단일	רווק		PROPN
단일	אוניטרית	단일	אוניטרי		PROPN
세트	קבע	세트	קבע		N;MASC;SG
세트	סדרות	세트	סדרה		N;FEM;PL
세트	סטים	세트	סט		N;MASC;PL
지휘	פיקוד	지휘	פיקוד		N;MASC;SG
지휘	פקודה	지휘	פקודה		N;FEM;SG
지휘	מפקדה	지휘	מפקדה		N;FEM;SG
인수	רכישות	인수	רכישה		N;FEM;PL
인수	טיעון	인수	טיעון		N;MASC;SG
인수	ויכוח	인수	ויכוח		N;MASC;SG
인수	רכישה	인수	רכישה		N;FEM;SG
인수	ויכוחים	인수	ויכוח		N;MASC;PL
인수	טיעונים	인수	טיעון		N;MASC;PL
은하	הגלקטית	은하	הגלקטית	N	PROPN
은하	גלקסי	은하	גלקסי	N	PROPN
은하	הגלקסיה	은하	הגלקסיה	N	PROPN
항구	הארבור	항구	הארבור	N	PROPN
항구	נמל	항구	נמל	N	PROPN
항구	פורט	항구	פורט	N	PROPN
플레이오프	הפלייאוף	플레이오프	הפלייאוף		PROPN
토머스	תומאס	토머스	תומאס	PROPN	PROPN
패션	אופנה	패션	אופנה	N	PROPN
패션	fashion	패션	fashion	N	
패션	פאשן	패션	פאשן	N	
패션	האופנה	패션	האופנה	N	PROPN
기계	המכונה	기계	המכון	N	
기계	מכונה	기계	כונה	N	V;MASC;SG;V.PTCP;PASS
기계	מכונה	기계	כונה	N	V;MASC;SG;V.PTCP;PASS
기계	מכני	기계	מכאני	N	PROPN
경쟁	הגזע	경쟁	הגזע	N	PROPN
경쟁	להתחרות	경쟁	התחרה	N	V;NFIN
경쟁	תחרותית	경쟁	תחרותי	N	ADV
경쟁	תחרותי	경쟁	תחרותי	N	ADJ;MASC;SG
경쟁	תחרותיים	경쟁	תחרותי	N	ADJ;MASC;PL
식물	צמח	식물	צמח	N	PROPN
식물	שתול	식물	שתול	N	PROPN
주니어	זוטר	주+려어	זוטר		ADJ;MASC;SG
심지어	אפילו	심지어	אפילו	ADV	CONJ
상대	היריב	상대	היריב	N	PROPN
동료	עמיתה	동료	עמיתה		N;FEM;SG
동료	עמית	동료	עמית		PROPN
동료	עמית	동료	עמית		PROPN
동료	עמיתים	동료	עמית		N;MASC;PL
사전	מילונים	사전	מילון		N;MASC;PL
사전	מילון	사전	מילון		N;MASC;SG
토마스	תומאס	토마스	תומאס		PROPN
현지	מקומיים	현지	מקומי		ADJ;MASC;PL
현지	מקומי	현지	מקומי		PROPN
현지	מקומית	현지	מקומית		ADV
디즈니	דיסני	디즈니	דיסני		PROPN
특징	מאפיינים	특징	אפיין	N	V;MASC;PL;V.PTCP;ACT
특징	מאפיינים	특징	אפיין	N	V;MASC;PL;V.PTCP;ACT
수비수	מגן	수비수	מגן	N	PROPN
칠레	ילה	칠레	ילה	PROPN	ADV
형식	פורמטים	형식	פורמטים		N;MASC;PL
형식	תבניות	형식	תבנית		N;FEM;PL
형식	סוג	형식	סוג		N;MASC;SG
형식	הטופס	형식	הטופס		PROPN
형식	צורת	형식	צורה		N;FEM;SG
형식	טופס	형식	טופס		N;MASC;SG
형식	צורה	형식	צורה		N;FEM;SG
형식	פורמט	형식	פורמט		PROPN
형식	תבנית	형식	תבנית		N;FEM;SG
변수	משתנה	변수	השתנה	N	V;MASC;SG;V.PTCP
테러	הטרור	테러	הטרור	N	PROPN
오늘	היום	오늘	היום	N	ADV
체계	המערכת	체계	המערך	N	
중부	סנטרל	중부	סנטרל		PROPN
중부	מרכזית	중부	מרכזי		ADV
중부	מרכז	중부	מרכז		N;MASC;SG
중부	מרכזי	중부	מרכזי		ADJ;MASC;SG
조정	להתאים	조정	התאים	N	V;NFIN;ACT
나가사키	נגסאקי	나가사키	נגסאקי		PROPN
자체	עצמה	자체	עצמו	N	PRO;FEM;SG;3;REFL
자체	עצמו	자체	עצמו	N	PRO;MASC;SG;3;REFL
여섯	שש	여섯	שש		NUM;FEM;SG
여섯	שישה	여섯	שישה		NUM;MASC;SG
스티븐	סטיבן	스티븐	סטיבן		PROPN
스티븐	סטיבן	스티븐	סטיבן		PROPN
세르비아	סרביה	세르비아	סרביה	PROPN	PROPN
세르비아	סרבי	세르비아	סרבי	PROPN	PROPN
형제	אחים	형제	אח		N;PL
형제	אחים	형제	אח		N;PL
나가노	נאגנו	나가노	נאגן	PROPN	PROPN
테마	נושאים	테마	נושא		N;MASC;PL
테마	נושא	테마	נושא		N;MASC;SG
대륙	קונטיננטל	대륙	קונטיננטל		PROPN
대륙	יבשת	대륙	יבשת		N;FEM;SG
대륙	היבשת	대륙	היבשת		PROPN
대륙	היבשות	대륙	היבשות		N;FEM;PL
대륙	יבשת	대륙	יבשת		N;FEM;SG
대륙	יבשות	대륙	יבשת		N;FEM;PL
나쁜	רע	나쁘+ㄴ	רע	ADJ	N;MASC;SG
나쁜	רעה	나쁘+ㄴ	רע	ADJ	
나쁜	רעות	나쁘+ㄴ	רעות	ADJ	PROPN
발견	גלו	발견	גל	N	V;PL;3;PST;ACT
발견	גלה	발견	גל	N	PROPN
발견	לגלות	발견	None	N	V;NFIN
발견	גלי	발견	גל	N	
발견	מגלה	발견	גילה	N	V;MASC;SG;V.PTCP
발견	דיסקברי	발견	דיסקברי	N	PROPN
발견	התגלית	발견	התגלית	N	
자유롭게	בחופשיות	자유롭+게	בחופשיות		ADV
로고	לוגו	로고	לוגו		PROPN
로고	הלוגו	로고	הלוגו		PROPN
센트럴	סנטרל	센트렇+ㄹ	סנטרל		PROPN
센트럴	מרכזית	센트렇+ㄹ	מרכזי		ADV
센트럴	מרכז	센트렇+ㄹ	מרכז		N;MASC;SG
센트럴	מרכזי	센트렇+ㄹ	מרכזי		ADJ;MASC;SG
일리노이	אילינוי	일리노이	אילינוי	PROPN	PROPN
인기	פופולרי	인기	פופולרי	N	ADJ;MASC;SG
인기	אהוד	인기	אהוד	N	PROPN
인기	פופולרית	인기	פופולרית	N	ADJ;FEM;SG
인기	פופולריים	인기	פופולרי	N	ADJ;MASC;PL
인기	טופ	인기	טופ	N	
인기	עליון	인기	עליון	N	ADJ;MASC;SG
인기	פופולרי	인기	פופולרי	N	ADJ;MASC;SG
인기	פופולריים	인기	פופולרי	N	ADJ;MASC;PL
주말	סופשבוע	주말	סופשבוע		PROPN
보안	מאובטחת	보안	מאובטח	N	V;FEM;SG;V.PTCP;PASS
보안	מאובטח	보안	מאובטח	N	V;MASC;SG;V.PTCP;PASS
세포	תא	세포	תא	N	
점수	ציון	점수	ציון	N	PROPN
이상한	מוזרה	이상+하+ㄴ	מוזר	V	ADJ;FEM;SG
이상한	מוזר	이상+하+ㄴ	מוזר	V	ADJ;MASC;SG
이상한	מוזרים	이상+하+ㄴ	מוזר	V	ADJ;MASC;PL
이상한	מוזרה	이상+하+ㄴ	מוזר	V	ADJ;FEM;SG
이상한	מוזר	이상+하+ㄴ	מוזר	V	ADJ;MASC;SG
이상한	מוזרות	이상+하+ㄴ	מוזר	V	ADJ;FEM;PL
아마추어	חובבנים	아마추+어	חובבן		N;MASC;PL
아마추어	חובבים	아마추+어	חובב		N;MASC;PL
아마추어	חובבנית	아마추+어	חובבני		ADV
아마추어	חובבן	아마추+어	חובבן		PROPN
아마추어	חובבני	아마추+어	חובבני		ADJ;MASC;SG
아마추어	חובבים	아마추+어	חובב		N;MASC;PL
위키미디어	ויקימדיה	위키미디어	ויקימדיה		N
전설	האגדה	전설	האגדה	N	PROPN
전설	אגדי	전설	אגדי	N	
전설	האגדי	전설	האגדי	N	PROPN
구체적으로	ובפרט	구체+적+으로	ובפרט	ADV	PROPN
플레이스테이션	פלייסטיישן	플레이스테이션	פלייסטיישן	PROPN	PROPN
실험	ניסיוני	실험	ניסיון	N	ADJ;MASC;SG
레이	ריי	레이	ריי		PROPN
시리아	סוריה	시리아	סוריה	PROPN	PROPN
시리아	סורי	시리아	סורי	PROPN	PROPN
시리아	הסורי	시리아	הסורי	PROPN	PROPN
군단	החיל	군단	החיל	N	ADV
군단	חיל	군단	חיל	N	PROPN
내셔널	לאומי	내+시+어+요+ㄴ	לאומי		PROPN
내셔널	לאומית	내+시+어+요+ㄴ	לאומי		ADV
단편	שברי	단편	שבר	N	PROPN
바르셀로나	ברצלונה	바르셀로나	ברצלונה	PROPN	PROPN
구마모토	קוממוטו	구마모토	קוממוטו	PROPN	PROPN
오키나와	אוקינאווה	오키나와	אוקינאווה	PROPN	PROPN
강제	הכריח	강제	הכריח	N	V;MASC;SG;3;PST;ACT
강제	מאולץ	강제	מאולץ	N	V;MASC;SG;V.PTCP;PASS
강제	פורס	강제	פורס	N	PROPN
강제	כח	강제	כוח	N	
레벨	רמות	레벨	רמה		N;FEM;PL
레벨	רמה	레벨	רמה		N;FEM;SG
엘리자베스	אליזבט	엘리자베스	אליזבט	PROPN	PROPN
엘리자베스	אליזבת	엘리자베스	אליזבת	PROPN	PROPN
엘리자베스	אליזבט	엘리자베스	אליזבט	PROPN	PROPN
엘리자베스	אליזבת	엘리자베스	אליזבת	PROPN	PROPN
오하이오	אוהיו	오하+이+오	אהו	PROPN	PROPN
게스트	אורחת	게스트	אורחה		N;FEM;SG
게스트	אורח	게스트	אורח		N;MASC;SG
게스트	אורחים	게스트	אורח		N;MASC;PL
폭스	שועל	폭스	שועל		PROPN
폭스	פוקס	폭스	פוקס		PROPN
고속도로	כביש	고속도+로	כביש	ADV	PROPN
디스크	דיסק	디스크	דיסק	N	PROPN
디스크	דיסק	디스크	דיסק	N	PROPN
좁은	צר	좁+ㄴ	צר	ADJ	
좁은	צרה	좁+ㄴ	צר	ADJ	
좁은	צמצם	좁+ㄴ	צמצם	ADJ	N;MASC;SG
좁은	צמצום	좁+ㄴ	צמצום	ADJ	N;MASC;SG
서양	המערבי	서양	המערבי	N	PROPN
서양	מערבי	서양	מערבי	N	PROPN
독일어	גרמני	독일어	גרמני		N;MASC;SG
독일어	גרמנית	독일어	גרמנית		PROPN
독일어	גרמנים	독일어	גרמני		N;MASC;PL
독일어	גרמניה	독일어	גרמניה		PROPN
제어	נשלט	제어	נשלט	N	V;MASC;SG;3;PST;MID
제어	מבוקר	제어	מבוקר	N	ADJ;MASC;SG
제어	שלט	제어	שלט	N	
소스	מקור	소스	מקור		N;MASC;SG
소스	רוטב	소스	רוטב		PROPN
소스	רטבים	소스	רטב		N;MASC;PL
소스	מקורות	소스	מקור		N;MASC;PL
열대	טרופית	열대	טרופי		ADV
열대	טרופי	열대	טרוף		PROPN
진짜	ריאל	진짜	ריאל	N	PROPN
진짜	אמיתי	진짜	אמיתי	N	ADJ;MASC;SG
진짜	אמיתית	진짜	אמיתי	N	ADV
진짜	אמיתיים	진짜	אמיתי	N	ADJ;MASC;PL
진짜	אמיתיות	진짜	אמיתי	N	ADJ;FEM;PL
중재	מגשר	중재	מגשר	N	
마틴	מרטן	마틴	מרטן	PROPN	PROPN
마틴	מרטין	마틴	מרטין	PROPN	PROPN
개설	נפתח	개설	נפתח	N	V;MASC;SG;PST;MID
개설	פתחתי	개설	פתח	N	V;SG;1;PST
개설	נפתחה	개설	נפתח	N	V;FEM;SG;3;PST;MID
공장	צמח	공장	צמח		PROPN
공장	שתול	공장	שתול		PROPN
공장	מפעל	공장	מפעל		N;MASC;SG
공장	חרושת	공장	חרושת		N;FEM;SG
공장	המפעל	공장	המפעל		PROPN
