של	شيل	של	شيل	PART;GEN	
סיני	صينية	סיני	صِينِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
רעיון	فكره	רעיון	فكره	N;MASC;SG	PRO;NOM;MASC;SG;3
השחור	الاسود	השחור	أَسوَد		N;NOM;DEF;SG
השחור	اسود	השחור	أَسوَد		
השחור	بلاك	השחור	بلَاك		
השחור	سوداء	השחור	أَسوَد		ADJ;NOM;INDF;FEM;SG
צרפתי	فرنسيا	צרפתי	فَرَنسِيّ	PROPN	ADJ;ACC;INDF;MASC;SG
צרפתי	فرنسية	צרפתי	فَرَنسِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
צרפתי	بالفرنسية	צרפתי	بالفرنسية	PROPN	N;NOM;DEF;SG
צרפתי	الفرنسية	צרפתי	فَرَنسِيَّة	PROPN	N;NOM;DEF;SG
צרפתי	فرنسي	צרפתי	فَرَنسِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
שלישית	ثالثا	None	ثَالِث	ADV	ADJ;ACC;INDF;MASC;SG
שלישית	ثالثا	None	ثَالِث	ADV	ADJ;ACC;INDF;MASC;SG
שלישית	الثالثة	None	ثَالِث	ADV	ADJ;NOM;DEF;FEM;SG
שלישית	ثالث	None	ثَالِث	ADV	ADJ;NOM;INDF;MASC;SG
שלישית	الثالث	None	ثَالِث	ADV	ADJ;NOM;DEF;MASC;SG
שלישית	ثالثة	None	ثَالِث	ADV	ADJ;NOM;INDF;FEM;SG
הרשות	السلطة	הרשה	سُلطَة	N;FEM;PL	N;NOM;DEF;SG
קיימות	الاستدامة	קיים	اِستِدَامَة	ADJ;FEM;PL	N;NOM;DEF;SG
קיימות	موجود	קיים	مَوجُود	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
קיימות	قائم	קיים	قَائِم	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
מרטין	مارتن	מרטין	مَارتِن	PROPN	
מרטין	مارتين	מרטין	مَارَّة	PROPN	
יכולות	قدرات	יכול	قُدرَة	ADJ;FEM;PL	N;NOM;INDF;PL
יכולות	القدرات	יכול	قُدرَة	ADJ;FEM;PL	N;NOM;DEF;PL
יכולות	قدرات	יכול	قُدرَة	ADJ;FEM;PL	N;NOM;INDF;PL
יכולות	القدرات	יכול	قُدرَة	ADJ;FEM;PL	N;NOM;DEF;PL
אמריקאית	امريكية	אמריקני	أَمرِيكِيّ	ADV	ADJ;NOM;INDF;FEM;SG
אמריקאית	امريكيون	אמריקני	أَمرِيكِيّ	ADV	N;NOM;INDF;PL
אמריקאית	امريكي	אמריקני	أَمرِيكِيّ	ADV	ADJ;NOM;INDF;MASC;SG
אמריקאית	الامريكي	אמריקני	أَمرِيكِيّ	ADV	N;NOM;DEF;SG
יין	يين	יין	يين		
יין	ين	יין	يِن		
יין	نبيذ	יין	نبيذ		
יין	النبيذ	יין	نَبِيذ		N;NOM;DEF;SG
חייב	فلدي	חייב	فلدي	ADJ;MASC;SG	
חייב	لازم	חייב	لَازِم	ADJ;MASC;SG	
חייב	يجب	חייב	وَجَب	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
אחראי	مسؤول	אחראי	مَسؤُول	ADJ;MASC	N;NOM;INDF;SG
אחראי	المسؤول	אחראי	مَسؤُول	ADJ;MASC	N;NOM;DEF;SG
אהרן	هارون	אהרן	هارون	PROPN	
אהרן	ارون	אהרן	أَرُون	PROPN	
אהרן	ايرون	אהרן	إِيرُون	PROPN	
מגוון	متنوعة	מגוון	مُتَنَوِّع		ADJ;NOM;INDF;FEM;SG
מגוון	التنوع	מגוון	تَنَوُّع		N;NOM;DEF;SG
מגוון	تنوع	מגוון	تَنَوُّع		N;NOM;INDF;SG
מוסקבה	موسكو	מוסקבה	مُوسكُو	PROPN	
הולנד	الهولندية	הולנד	هُولَندِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
הולנד	هولندا	הולנד	هولندا	PROPN	
הולנד	هولاند	הולנד	هولاند	PROPN	
הולנד	هولندا	הולנד	هولندا	PROPN	
הרוח	الرياح	הרוח	رِيح		N;NOM;DEF;PL
הרוח	الريح	הרוח	رَيح		N;NOM;DEF;SG
הרוח	ريح	הרוח	ريح		
הרוח	رياح	הרוח	رِيح		N;NOM;INDF;PL
מתאים	ملائم	התאים	مُلَائِم	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
מתאים	يناسب	התאים	نَاسَب	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מתאים	مناسبة	התאים	مُنَاسَبَة	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
ברזיל	البرازيل	ברזיל	اَلبَرَازِيل	PROPN	
אישית	شخصيه	אישית	شخصيه	ADV	
אישית	شخصية	אישית	شَخصِيَّة	ADV	N;NOM;INDF;SG
אישית	شخصي	אישית	شَخصِيّ	ADV	ADJ;NOM;INDF;MASC;SG
אישית	شخصيا	אישית	شَخصِيّ	ADV	ADJ;ACC;INDF;MASC;SG
הארי	هارى	הארי	هارى	PROPN	
הארי	هاري	הארי	هاري	PROPN	
נקודת	بوينت	נקודה	بوينت	N;FEM;SG	
יחס	المواقف	יחס	مَوقِف	N;MASC;SG	N;NOM;DEF;PL
מבוסס	انشئت	None	أَنشَأ	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
מבוסס	انشئ	None	أَنشَأ	V;MASC;SG;V.PTCP	
מבוסס	انشا	None	إِنشَا	V;MASC;SG;V.PTCP	
מבוסס	قائم	None	قَائِم	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
המהפכה	ثورة	המהפכה	ثَورَة	PROPN	N;NOM;INDF;SG
המהפכה	الثورة	המהפכה	ثَورَة	PROPN	N;NOM;DEF;SG
עודד	شجع	עודד	شَجع	PROPN	V;PFV;MASC;SG;3;ACT
עודד	شجعت	עודד	شَجَع	PROPN	V;PFV;FEM;SG;3;ACT
יצר	خلق	יצר	خَلَق	N;MASC;SG	V;PFV;MASC;SG;3;ACT
יצר	خلقت	יצר	خَلَق	N;MASC;SG	V;PFV;FEM;SG;3;ACT
שישה	six	שישה	قِثَّة	NUM;MASC;SG	
שישה	سكس	שישה	سَكس	NUM;MASC;SG	
קצרה	قصيرة	קצר	قَصِير	ADV	ADJ;NOM;INDF;FEM;SG
קצרה	القصير	קצר	قَصِير	ADV	
קצרה	قصير	קצר	قَصِير	ADV	ADJ;NOM;INDF;MASC;SG
קצרה	شورت	קצר	شورت	ADV	
נשוי	متزوجة	נשוי	مُتَزَوِّج		ADJ;NOM;INDF;FEM;SG
נשוי	متزوجه	נשוי	متزوجه		ADJ;NOM;INDF;MASC;SG
נשוי	متزوج	נשוי	مُتَزَوِّج		ADJ;NOM;INDF;MASC;SG
קליפורניה	كالفورنيا	קליפורניה	كالفورنيا	PROPN	
קליפורניה	كاليفورنيا	קליפורניה	كَالِيفُورنِيَا	PROPN	
משתנה	المتغير	השתנה	مُتَغَيِّر	V;MASC;SG;V.PTCP	N;NOM;DEF;SG
משתנה	متغير	השתנה	مُتَغَيِّر	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
משתנה	متغيرة	השתנה	مُتَغَيِّر	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
משתנה	تغيرات	השתנה	تَغَيُّر	V;MASC;SG;V.PTCP	N;NOM;INDF;PL
משתנה	تغييرات	השתנה	تَغيِير	V;MASC;SG;V.PTCP	N;NOM;INDF;PL
משתנה	التغييرات	השתנה	تَغيِير	V;MASC;SG;V.PTCP	N;NOM;DEF;PL
משתנה	التغيرات	השתנה	تَغَيُّر	V;MASC;SG;V.PTCP	N;NOM;DEF;PL
איזה	ايهما	איזה	ايهما		
איזה	الذي	איזה	اَلَّذِي		DET;NOM;MASC;SG
איזה	والذي	איזה	والذي		N;NOM;DEF;SG
נשאר	يبقى	נשאר	بَقِي	V;MASC;SG;3;PST;MID	V;IPFV;MASC;IND;SG;3;FIN;ACT
נשאר	بقيت	נשאר	بَقِي	V;MASC;SG;3;PST;MID	V;PFV;FEM;SG;3;ACT
נשאר	بقى	נשאר	بَقِي	V;MASC;SG;3;PST;MID	
ציור	ارسم	ציור	ارسم	N;MASC;SG	
צריכה	حاجة	צריך	حَاجَة	ADJ;FEM;SG	N;NOM;INDF;SG
צריכה	الحاجة	צריך	حَاجَة	ADJ;FEM;SG	N;NOM;DEF;SG
נמוכה	تدني	נמוך	تَدَنِّي	ADJ;FEM;SG	N;NOM;INDF;SG
נמוכה	انخفاض	נמוך	اِنخِفَاض	ADJ;FEM;SG	N;NOM;INDF;SG
ברוך	مبارك	ברוך	مبارك	PROPN	
ברוך	مباركة	ברוך	مباركة	PROPN	ADJ;NOM;INDF;FEM;SG
ברוך	المباركة	ברוך	مُبَارَكَة	PROPN	N;NOM;DEF;SG
ברוך	باروك	ברוך	بَارُوك	PROPN	
קומיקס	كوميكس	קומיקס	كوميكس	PROPN	
קומיקס	الهزلية	קומיקס	هُزلِيَّة	PROPN	ADJ;NOM;DEF;FEM;SG
קומיקס	هزلي	קומיקס	هُزَل	PROPN	ADJ;NOM;INDF;MASC;SG
תום	توم	תום	تَومّ	PROPN	
להגן	حماية	הגן	حِمَايَة	V;NFIN;ACT	N;NOM;INDF;SG
חוף	شاطئ	חוף	شَاطِئ	PROPN	N;NOM;INDF;SG
חוף	شاطيء	חוף	شَاطِيّ	PROPN	N;NOM;INDF;SG
חוף	الشاطئ	חוף	شَاطِئ	PROPN	N;NOM;DEF;SG
חוף	بيتش	חוף	بيتش	PROPN	
חוף	الشاطيء	חוף	شَاطِيء	PROPN	N;NOM;DEF;SG
טבע	غرق	טבע	غَرَق		N;NOM;INDF;SG
טבע	طبيعة	טבע	طَبِيعَة		N;NOM;INDF;SG
טבע	الطبيعة	טבע	طَبِيعَة		N;NOM;DEF;SG
גבול	حدود	גבול	حَدّ	N;MASC;SG	N;NOM;INDF;PL
גבול	الحدود	גבול	حَدّ	N;MASC;SG	N;NOM;DEF;PL
התנגדות	المعارضون	התנגדות	مُعَارِض	N;FEM;SG	N;NOM;DEF;PL
קרל	كارل	קרל	كَارل	PROPN	
חברתית	اجتماعيا	חברתי	اِجتِمَاعِيّ	ADV	ADJ;ACC;INDF;MASC;SG
חברתית	اجتماعية	חברתי	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;FEM;SG
חברתית	الاجتماعية	חברתי	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;FEM;SG
חברתית	الاجتماعي	חברתי	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;MASC;SG
חברתית	اجتماعي	חברתי	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;MASC;SG
יחסים	علاقة	יחסים	عَلَاقَة	N;MASC;PL	N;NOM;INDF;SG
יחסים	العلاقة	יחסים	عَلَاقَة	N;MASC;PL	N;NOM;DEF;SG
יחסים	علاقه	יחסים	علاقه	N;MASC;PL	PRO;NOM;MASC;SG;3
אדמה	ارض	אדמה	ارض	N;FEM;SG	
אדמה	اراض	אדמה	أَرض	N;FEM;SG	N;NOM;INDF;PL
אדמה	الاراضي	אדמה	أَرض	N;FEM;SG	N;NOM;DEF;PL
שלישי	الثلاثاء	שלישי	ثُلَاثَاء	PROPN	N;NOM;DEF;SG
שלישי	ثالثا	שלישי	ثَالِث	PROPN	ADJ;ACC;INDF;MASC;SG
שלישי	الثالثة	שלישי	ثَالِث	PROPN	ADJ;NOM;DEF;FEM;SG
שלישי	ثالث	שלישי	ثَالِث	PROPN	ADJ;NOM;INDF;MASC;SG
שלישי	الثالث	שלישי	ثَالِث	PROPN	ADJ;NOM;DEF;MASC;SG
שלישי	ثالثة	שלישי	ثَالِث	PROPN	ADJ;NOM;INDF;FEM;SG
הלכה	رحلت	הלכה	رَحَل	N;FEM;SG	V;PFV;FEM;SG;3;ACT
הלכה	رحل	הלכה	رَحَل	N;FEM;SG	V;PFV;MASC;SG;3;ACT
הלכה	ذهب	הלכה	ذَهَب	N;FEM;SG	V;PFV;MASC;SG;3;ACT
הלכה	ذهبت	הלכה	ذَهَب	N;FEM;SG	V;PFV;FEM;SG;3;ACT
הלכה	رحت	הלכה	رَحَت	N;FEM;SG	V;PFV;FEM;SG;3;ACT
כבד	ثقيل	כבד	ثَقِيل		ADJ;NOM;INDF;MASC;SG
כבד	ثقيلة	כבד	ثَقِيل		ADJ;NOM;INDF;FEM;SG
כבד	الثقيل	כבד	ثَقِيل		
כבד	الثقيلة	כבד	ثَقِيل		N;NOM;DEF;SG
כבד	كب	כבד	كب		
כבד	الكبد	כבד	الكبد		N;NOM;DEF;SG
כבד	كبد	כבד	كبد		
אלן	الين	אלן	الين	PROPN	
אלן	الن	אלן	الن	PROPN	
אלן	ايلين	אלן	ايلين	PROPN	
אלן	الين	אלן	الين	PROPN	
אלן	الن	אלן	الن	PROPN	
שניים	اثنان	שניים	اِثنَان	NUM;MASC;PL	N;NOM;INDF;SG
בוגרי	خريجي	בוגר	خِرِّيج	PROPN	N;NOM;INDF;PL
בוגרי	الخريجين	בוגר	خَرِيج	PROPN	N;ACC;DEF;DU
אליעזר	اليعازر	אליעזר	إِلِيعَازَر	PROPN	
למחוק	الحذف	מחק	حَذف	V;NFIN;ACT	N;NOM;DEF;SG
מתן	ماتان	מתן	ماتان	N;MASC;SG	
נחשבת	نظر	נחשב	نَظَر	V;FEM;SG;V.PTCP;MID	N;NOM;INDF;SG
מלאה	الكامل	מלא	كَامِل	ADV	ADJ;NOM;DEF;MASC;SG
מלאה	ملي	מלא	مَليَ	ADV	
מלאה	كامل	מלא	كَامِل	ADV	ADJ;NOM;INDF;MASC;SG
מלאה	كاملة	מלא	كَامِل	ADV	ADJ;NOM;INDF;FEM;SG
השלום	سلام	השלום	سَلَام		N;NOM;INDF;SG
השלום	السلام	השלום	سَلَام		N;NOM;DEF;SG
ישו	المسيح	ישו	المسيح		
ישו	يسوع	ישו	يسوع		
מפעיל	مشغل	מפעיל	مُشَغِّل	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מפעיל	المشغل	מפעיל	مُشَغَّل	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מפעיל	الانخراط	מפעיל	اِنخِرَاط	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מפעיל	اشراك	מפעיל	إِشرَاك	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מפעיל	تشغيل	מפעיל	تَشغِيل	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מפעיל	الركض	מפעיל	رُكض	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מפעיל	الجري	מפעיל	الجري	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מפעיל	ركض	מפעיל	ركض	V;MASC;SG;V.PTCP;ACT	
לקחת	خذ	None	خَذّ	V;NFIN	
הגישה	النفاذ	הגיש	نَفَاذ	V;FEM;SG;3;PST;ACT	N;NOM;DEF;SG
הגישה	الوصول	הגיש	وُصُول	V;FEM;SG;3;PST;ACT	N;NOM;DEF;SG
ילד	بوي	ילד	بوي	N;MASC;SG	
סוריה	سورية	סוריה	سُورِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
סוריה	syria	סוריה	قُثَّة	PROPN	
סוריה	سوريا	סוריה	سُورِيَا	PROPN	
ענף	برانش	ענף	برانش	N;MASC;SG	
מוסד	الموساد	מוסד	الموساد	N;MASC;SG	
הערים	المدن	הערים	مَدِينَة	V;MASC;SG;3;PST;ACT	N;NOM;DEF;PL
הערים	مدن	הערים	مَدِينَة	V;MASC;SG;3;PST;ACT	N;NOM;INDF;PL
מאחורי	خلف	מאחורי	خلف	ADP	
עצם	العظم	עצם	عَظَم		N;NOM;DEF;SG
עצם	عظمة	עצם	عَظمَة		N;NOM;INDF;SG
עצם	عظم	עצם	عَظَم		
נישא	متزوجة	נישא	مُتَزَوِّج	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;FEM;SG
נישא	متزوجه	נישא	متزوجه	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC;SG
נישא	متزوج	נישא	مُتَزَوِّج	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC;SG
פיטר	بيتر	פיטר	بِيتر	PROPN	
פיטר	بطرس	פיטר	بطرس	PROPN	
מריה	ماريا	מריה	ماريا	PROPN	
לים	ليم	לים	ليم		
ההר	ماونتن	ההר	مُاُونَة		
ההר	جبل	ההר	جَبَل		
ההר	الجبل	ההר	جَبَل		N;NOM;DEF;SG
הנסיך	برنس	הנסיך	برنس	PROPN	
הנסיך	برينس	הנסיך	برِينس	PROPN	
הנסיך	امير	הנסיך	أَمِير	PROPN	N;NOM;INDF;SG
הנסיך	الامير	הנסיך	أَمِير	PROPN	N;NOM;DEF;SG
תא	زنزانة	תא	زِنزَانَة		N;NOM;INDF;SG
תא	الزنزانة	תא	زِنزَانَة		N;NOM;DEF;SG
תא	خلية	תא	خَلِيَّة		N;NOM;INDF;SG
תא	الخلية	תא	خَلِيَّة		N;NOM;DEF;SG
נפתח	فتحت	נפתח	فَتَح	V;MASC;SG;PST;MID	V;PFV;FEM;SG;3;ACT
נפתח	يفتح	נפתח	فَتَح	V;MASC;SG;PST;MID	V;IPFV;MASC;IND;SG;3;FIN;ACT
ישירות	مباشرة	ישירות	مُبَاشَرَة		N;NOM;INDF;SG
ישירות	مباشر	ישירות	مُبَاشِر		ADJ;NOM;INDF;MASC;SG
ישירות	المباشر	ישירות	مُبَاشِر		ADJ;NOM;DEF;MASC;SG
ישירות	di	ישירות	مَثّ		
ישירות	مباشرة	ישירות	مُبَاشَرَة		N;NOM;INDF;SG
לואי	لوي	לואי	لوي	PROPN	
פורסם	نشر	פורסם	نَشر	V;MASC;SG;3;PST;PASS	N;NOM;INDF;SG
פורסם	منشور	פורסם	مَنشُور	V;MASC;SG;3;PST;PASS	N;NOM;INDF;SG
פורסם	نشرت	פורסם	نَشَر	V;MASC;SG;3;PST;PASS	V;PFV;FEM;SG;3;ACT
פורסם	نشر	פורסם	نَشر	V;MASC;SG;3;PST;PASS	N;NOM;INDF;SG
פורסם	نشرت	פורסם	نَشَر	V;MASC;SG;3;PST;PASS	V;PFV;FEM;SG;3;ACT
שבט	عشيرة	שבט	عشيرة	PROPN	N;NOM;INDF;SG
שבט	العشيرة	שבט	عَشِيرَة	PROPN	N;NOM;DEF;SG
שבט	قبيلة	שבט	قَبِيلَة	PROPN	N;NOM;INDF;SG
שבט	القبيلة	שבט	قَبِيلَة	PROPN	N;NOM;DEF;SG
שבט	القبلية	שבט	قَبَلِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
דייוויד	ديفيد	דייוויד	دِيفِيد	PROPN	
דייוויד	داود	דייוויד	دَاوُد	PROPN	
דייוויד	ديفد	דייוויד	دَيَّف	PROPN	
דייוויד	دايفيد	דייוויד	دايفيد	PROPN	
דייוויד	دافيد	דייוויד	دَافِيد	PROPN	
דוקטור	الدكتور	None	دُكتُور	PROPN	N;NOM;DEF;SG
דוקטור	طبيب	None	طبيب	PROPN	N;NOM;INDF;SG
דוקטור	دكتور	None	دُكتُور	PROPN	
דוקטור	الطبيب	None	طَبِيب	PROPN	N;NOM;DEF;SG
דוקטור	دكتورة	None	دُكتُورَة	PROPN	
מטה	اسفل	מטה	أَسفَل	N;MASC;SG	
משך	سحبت	משך	سَحَب	N;MASC;SG	V;PFV;FEM;SG;3;ACT
לפתוח	مفتوح	פתח	مَفتُوح	V;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
לפתוח	مفتوحة	פתח	مَفتُوح	V;NFIN;ACT	ADJ;ACC;INDF;FEM;SG
לפתוח	افتح	פתח	فَتَح	V;NFIN;ACT	
לפתוח	فتح	פתח	فتح	V;NFIN;ACT	
התחרות	مسابقه	התחרה	مسابقه	N;FEM;PL	PRO;NOM;FEM;SG;3
התחרות	المسابقة	התחרה	مُسَابَقَة	N;FEM;PL	N;NOM;DEF;SG
התחרות	مسابقة	התחרה	مُسَابَقَة	N;FEM;PL	N;NOM;INDF;SG
שליטה	تحكم	שליטה	حَكَم	N;FEM;SG	
מושג	فكره	מושג	فكره	N;MASC;SG	PRO;NOM;MASC;SG;3
נוסדה	اسست	נוסד	أَسَاس	V;FEM;SG;3;PST;MID	V;PFV;FEM;SG;3;PASS
נוסדה	تاسست	נוסד	تَاسَس	V;FEM;SG;3;PST;MID	V;PFV;FEM;SG;3;ACT
נוסדה	تاسس	נוסד	تَاسِس	V;FEM;SG;3;PST;MID	V;PFV;MASC;SG;3;ACT
מידי	ميدي	מידי	ميدي		
האו	هاو	האו	هاو	PROPN	
שניהם	كلاهما	שניים	كلاهما		
מצליח	ناجحة	הצליח	نَاجِح	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מצליח	الناجحة	הצליח	نَاجِح	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
מצליח	ناجح	הצליח	نَاجِح	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
סביר	المعقول	סביר	مَعقُول	ADJ;MASC;SG	
קריירה	المهن	קריירה	مِهنَة	N;FEM;SG	N;NOM;DEF;PL
קריירה	مهن	קריירה	مهن	N;FEM;SG	N;NOM;INDF;PL
המלכה	qu	המלכה	مَثّ		
המלכה	ملكة	המלכה	مَلِكَة		N;NOM;INDF;SG
המלכה	الملكة	המלכה	مَلِكَة		N;NOM;DEF;SG
מר	مير	מר	مير	PROPN	
ניתוח	تحليلات	ניתוח	تَحلِيل	N;MASC;SG	N;NOM;INDF;PL
כרך	الحجم	כרך	حَجم		N;NOM;DEF;SG
כרך	المجلد	כרך	مَجلَد		N;NOM;DEF;SG
כרך	حجم	כרך	حَجم		N;NOM;INDF;SG
קשת	قوس	קשת	قَوس		N;NOM;INDF;SG
קשת	قوس	קשת	قَوس		N;NOM;INDF;SG
אוניות	سفن	אונייה	سَفِينَة	N;FEM;PL	
השיטה	المنهج	השיט	مُنهَج	V;FEM;SG;3;PST;ACT	
השיטה	طريقة	השיט	طَرِيقَة	V;FEM;SG;3;PST;ACT	N;NOM;INDF;SG
השיטה	الطريقة	השיט	طَرِيقَة	V;FEM;SG;3;PST;ACT	N;NOM;DEF;SG
השיטה	اسلوب	השיט	أُسلُوب	V;FEM;SG;3;PST;ACT	N;NOM;INDF;SG
השיטה	الاسلوب	השיט	أُسلُوب	V;FEM;SG;3;PST;ACT	N;NOM;DEF;SG
השיטה	منهج	השיט	منهج	V;FEM;SG;3;PST;ACT	
שחקנית	ممثله	שחקן	ممثله	N;FEM;SG	PRO;NOM;MASC;SG;3
המנדט	الولاية	המנדט	وِلَايَة	PROPN	N;NOM;DEF;SG
פועל	يعمل	פועל	عَمِل	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
פועל	يشتغل	פועל	اِشتَغَل	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
פועל	اشغال	פועל	شُغل	N;MASC;SG	N;NOM;INDF;PL
פועל	ينفع	פועל	نَفَع	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
הצטרפו	انضم	הצטרף	اِنضَمّ	V;PL;3;PST	V;PFV;MASC;SG;3;ACT
הצטרפו	الانضمام	הצטרף	اِنضِمَام	V;PL;3;PST	N;NOM;DEF;SG
הצטרפו	انضمام	הצטרף	اِنضِمَام	V;PL;3;PST	N;NOM;INDF;SG
ציבור	عامة	ציבור	عَامّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
ציבור	علنية	ציבור	عَلَنِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
חגי	العطلات	חגי	عَطَل	PROPN	N;NOM;DEF;PL
חגי	الاجازات	חגי	إِجَازَة	PROPN	N;NOM;DEF;PL
חגי	اعياد	חגי	عِيد	PROPN	N;NOM;INDF;PL
חגי	الاعياد	חגי	إِعيَاد	PROPN	N;NOM;DEF;SG
חגי	العطل	חגי	عَطل	PROPN	N;NOM;DEF;SG
היטלר	هتلر	היטלר	هِتلَر	PROPN	
עצמי	نفسي	עצמו	نفسي	PRO;SG;1;REFL	
עצמי	نفسى	עצמו	نفسى	PRO;SG;1;REFL	
עצמי	الذاتي	עצמו	ذَاوتِيّ	PRO;SG;1;REFL	ADJ;NOM;DEF;MASC;SG
עצמי	ذاتي	עצמו	ذَاوتِيّ	PRO;SG;1;REFL	ADJ;NOM;INDF;MASC;SG
עצמי	النفس	עצמו	نَفس	PRO;SG;1;REFL	N;NOM;DEF;SG
עצמי	سلف	עצמו	سَالِف	PRO;SG;1;REFL	
עצמי	الذات	עצמו	ذَات	PRO;SG;1;REFL	N;NOM;DEF;SG
שאול	سول	שאול	سول	PROPN	
לעיל	اعلاه	לעיל	إِعلَاه	ADV	
אזרחים	المدنيين	אזרח	مَدَنِيّ	N;MASC;PL	ADJ;ACC;DEF;MASC;PL
אזרחים	مدنيين	אזרח	مَدَنِيّ	N;MASC;PL	ADJ;NOM;INDF;MASC;PL
בסדר	حسن	בסדר	حسن		
בסדר	حسنا	בסדר	حسنا		ADJ;ACC;INDF;MASC;SG
בעצמו	نفسه	בעצם	نفسه	ADV	PRO;NOM;MASC;SG;3
הגביע	الكاس	הגביע	كَاسّ	PROPN	
הדגל	علم	הדגל	عَلِم		V;PFV;MASC;SG;3;ACT
הדגל	العلم	הדגל	عِلم		N;NOM;DEF;SG
מקסיקו	المكسيك	מקסיקו	اَلمَكسِيك	PROPN	
מקסיקו	مكسيكو	מקסיקו	مَكسِيكُو	PROPN	
ערכי	حرر	ערך	حَرَّر		V;PFV;MASC;SG;3;ACT
ערכי	تحرير	ערך	تَحرِير		N;NOM;INDF;SG
ערכי	تعديل	ערך	تَعدِيل		N;NOM;INDF;SG
ערכי	التحرير	ערך	تَحرِير		N;NOM;DEF;SG
ומתן	المفاوضات	ומתן	مُفَاوَضَة	PROPN	N;NOM;DEF;PL
ומתן	مفاوضات	ומתן	مُفَاوَضَة	PROPN	N;NOM;INDF;PL
טרור	ارهابي	טרור	إِرهَابِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
טרור	ارهابية	טרור	إِرهَابِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
הקרן	الاساس	הקרן	أَسَاس		N;NOM;DEF;SG
הקרן	مؤسسة	הקרן	مُؤَسَّسَة		N;NOM;INDF;SG
הקרן	المؤسسة	הקרן	مُؤَسَّسَة		N;NOM;DEF;SG
מגן	حامي	מגן	حامي	PROPN	
מגן	الحامية	מגן	حَامِي	PROPN	N;NOM;DEF;SG
מגן	حامية	מגן	حَامِي	PROPN	ADJ;NOM;INDF;FEM;SG
מגן	شيلد	מגן	شيلد	PROPN	
מגן	الدرع	מגן	دَرع	PROPN	N;NOM;DEF;SG
מגן	درعا	מגן	دَرَّع	PROPN	
מגן	درع	מגן	دَرع	PROPN	
מגן	مدافع	מגן	مُدَافِع	PROPN	N;NOM;INDF;SG
מגן	المدافع	מגן	مَدفَع	PROPN	N;NOM;DEF;SG
שרון	شارون	שרון	شَارُون	PROPN	
איחוד	يونيون	None	يُونِيُون	N;MASC;SG	
תלוי	يعتمد	תלוי	اِعتَمَد	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
מוחמד	محمد	מוחמד	محمد	PROPN	
מוחמד	محمد	מוחמד	محمد	PROPN	
מוחמד	محمد	מוחמד	محمد	PROPN	
מוחמד	mohamm	מוחמד	mohamm	PROPN	
מוחמד	محمد	מוחמד	محمد	PROPN	
מוחמד	moham	מוחמד	moham	PROPN	
גרמנית	الالمانية	גרמנית	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
