periferia	predmestja	periferia	predmestje	N;FEM;SG	N;NOM;NEUT;PL
decisiva	odločilno	decisivo	odločilen	ADJ;FEM;SG	ADV
electric	električno	electric	električen	N;MASC	ADJ;NOM;NEUT;SG
electric	električna	electric	električen	N;MASC	ADJ;NOM;FEM;SG
electric	električni	electric	električen	N;MASC	ADJ;NOM;MASC;SG
falsa	ponaredek	falso	ponaredek	ADJ;FEM;SG	N;NOM;MASC;SG
falsa	fake	falso	faka	ADJ;FEM;SG	N;NOM;MASC;SG
superficiale	površinske	superficiale	površinski	ADJ;SG	ADJ;NOM;FEM;PL
superficiale	plitvo	superficiale	plitvo	ADJ;SG	N;NOM;NEUT;SG
kill	ubil	kill	ubiti	N	V;PFV;MASC;SG;V.PTCP
papà	ati	papà	ati	N;MASC	PROPN;NOM;MASC;SG
papà	ati	papà	ati	N;MASC	PROPN;NOM;MASC;SG
papà	papa	papà	papa	N;MASC	
complimenti	čestitam	complimento	čestita	N;MASC;PL	V;IND;SG;1;PRS;FIN
nucleari	jedrska	nucleare	jedrski	N;PL	ADJ;NOM;FEM;SG
nucleari	jedrski	nucleare	jedrski	N;PL	ADJ;NOM;MASC;SG
presunta	domnevno	presunto	domnevno	ADJ;FEM;SG	ADV
eliminati	izbrisan	eliminare	izbrisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eliminati	izbrisano	eliminare	izbrisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
eliminati	črta	eliminare	črta	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
eliminati	izbrisana	eliminare	izbrisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
eliminati	odstranjen	eliminare	odstranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eliminati	izločena	eliminare	izločen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
muscolare	mišice	muscolare	mišica	ADJ;SG	N;NOM;FEM;PL
muscolare	mišica	muscolare	mišica	ADJ;SG	N;NOM;FEM;SG
senior	starejši	seniore	star	N;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
senior	višji	seniore	visok	N;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
descritti	opisano	descrivere	opisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
descritti	opisane	descrivere	opisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
descritti	opisan	descrivere	opisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
descritti	opisani	descrivere	opisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
descritti	opisana	descrivere	opisan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pellegrino	pellegrino	pellegrino	pellegrina	N;MASC;SG	PROPN;NOM;MASC;SG
attraversare	prečkanje	attraversare	prečkanje	V;NFIN	N;NOM;NEUT;SG
attraversare	prehod	attraversare	prehod	V;NFIN	N;NOM;MASC;SG
combattenti	borca	combattente	borec	N;PL	N;NOM;MASC;SG
combattenti	borca	combattente	borec	N;PL	N;NOM;MASC;SG
alieni	nezemeljsko	alieno	nezemeljsko	N;MASC;PL	ADJ;NOM;NEUT;SG
alieni	nezemljani	alieno	nezemljan	N;MASC;PL	ADJ;NOM;MASC;PL
vini	vino	vino	vino	N;MASC;PL	N;NOM;NEUT;SG
difensivo	obrambne	difensivo	obramben	ADJ;MASC;SG	ADJ;NOM;FEM;PL
jenny	jenny	jenny	jenny	N;SG	PROPN;NOM;FEM;SG
minoranze	manjšina	minoranza	manjšina	N;FEM;PL	N;NOM;FEM;SG
minoranze	manjšino	minoranza	manjšina	N;FEM;PL	N;ACC;FEM;SG
definite	opredeljen	definire	opredeljen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
definite	opredeljeni	definire	opredeljen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
definite	opredeljeno	definire	opredeljen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
definite	opredeljena	definire	opredeljen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
mancata	zgrešili	mancato	zgrešiti	ADJ;FEM;SG	V;PFV;MASC;PL;V.PTCP
mancata	zgrešil	mancato	zgrešiti	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP
mancata	zgrešila	mancato	zgrešiti	ADJ;FEM;SG	V;PFV;FEM;SG;V.PTCP
mancata	zamudil	mancato	zamuditi	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP
aquitania	aquitaine	aquitania	aquitaina	N;FEM;SG	ADJ;NOM;FEM;PL
kit	kit	kit	kit	N;MASC	
vampiri	vampir	vampiro	vampir	N;MASC;PL	N;NOM;MASC;SG
vampiri	vampirja	vampiro	vampir	N;MASC;PL	N;NOM;MASC;SG
vampiri	vampirka	vampiro	vampirka	N;MASC;PL	N;NOM;FEM;SG
vampiri	vampirski	vampiro	vampirski	N;MASC;PL	ADJ;NOM;MASC;SG
dichiarazioni	izjavi	dichiarazione	izjava	N;FEM;PL	N;NOM;FEM;SG
accessibile	dostopni	accessibile	dostopen	ADJ;SG	ADJ;NOM;MASC;PL
colombiano	kolumbijske	colombiano	kolumbijski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ragusa	dubrovniška	raguso	dubrovniški	N;FEM;SG	ADJ;NOM;FEM;SG
separato	ločena	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
separato	ločeni	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
separato	ločen	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
separato	ločeno	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
separato	ločena	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
separato	ločeni	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
separato	ločeno	separare	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
correggere	pravilno	correggere	pravilno	V;NFIN	ADV
correggere	pravilna	correggere	pravilen	V;NFIN	ADJ;NOM;FEM;SG
correggere	pravilen	correggere	pravilen	V;NFIN	ADJ;NOM;INDF;MASC;SG
correggere	pravilni	correggere	pravilen	V;NFIN	ADJ;NOM;MASC;PL
imminente	neizbežno	imminente	neizbežno	ADJ;SG	ADV
imminente	prihajajoči	imminente	prihajajoč	ADJ;SG	ADJ;NOM;MASC;PL;V.PTCP
imminente	prihajajoče	imminente	prihajajoč	ADJ;SG	ADJ;NOM;FEM;PL;V.PTCP
portate	prinesi	portare	prinesti	V;FEM;PL;PST;V.PTCP	V;PFV;IMP;SG;2;FIN
virtuale	navidezno	virtuale	navidezen	ADJ;SG	ADV
