кратеров	kraattereita	кратер	kraatteri	N;INAN;GEN;MASC;PL	N;PRT;PL
женское	naisten	женский	nainen	ADJ;NOM;NEUT;SG	N;GEN;PL
университеты	yliopistoja	университет	yli#opisto	N;INAN;NOM;MASC;PL	N;PRT;PL
университеты	yliopistojen	университет	yli#opisto	N;INAN;NOM;MASC;PL	N;GEN;PL
привлечения	houkutella	привлечение	houkutella	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
привлечения	houkuttelee	привлечение	houkutella	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
вместимость	kapasiteetin	вместимость	kapasiteetti	N;INAN;NOM;FEM;SG	N;GEN;SG
вместимость	valmiudet	вместимость	valmius	N;INAN;NOM;FEM;SG	N;NOM;PL
венесуэла	venezuelan	венесуэла	vene#zuela	N;INAN;NOM;FEM;SG	N;GEN;SG
добавлен	lisäsi	добавить	lisätä	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
торжественно	juhlallinen	торжественно	juhlallinen	ADV	ADJ;NOM;SG
священников	papit	священник	pappi	N;ANIM;ACC;MASC;PL	N;NOM;PL
священников	pappeja	священник	pappi	N;ANIM;ACC;MASC;PL	N;PRT;PL
панели	paneeli	панель	paneeli	N;INAN;NOM;FEM;PL	N;NOM;SG
панели	paneeli	панель	paneeli	N;INAN;NOM;FEM;PL	N;NOM;SG
панели	paneelin	панель	paneeli	N;INAN;NOM;FEM;PL	N;GEN;SG
резерва	varaus	резерв	varaus	N;INAN;GEN;MASC;SG	N;NOM;SG
резерва	varata	резерв	varata	N;INAN;GEN;MASC;SG	V;SG;NFIN;ACT
резерва	varaa	резерв	vara	N;INAN;GEN;MASC;SG	N;PRT;SG
зимние	talven	зимний	talvi	ADJ;NOM;PL	N;GEN;SG
зимние	talvi	зимний	talvi	ADJ;NOM;PL	N;NOM;SG
зимние	winter	зимний	winter	ADJ;NOM;PL	
зимние	talvella	зимний	talvi	ADJ;NOM;PL	N;AT+ESS
;SG
бич	beech	бич	beech	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
бич	rannan	бич	ranta	N;INAN;NOM;MASC;SG	N;GEN;SG
бич	rantaa	бич	ranta	N;INAN;NOM;MASC;SG	N;PRT;SG
бич	beachin	бич	beach	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
оливер	oliver	оливер	oliver	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
слышал	kuultu	слышать	kuulla	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
макаров	makarov	макар	makarov	N;ANIM;NOM;MASC;PL	N;NOM;SG
сун	aurinkoa	сун	aurinko	PART	N;PRT;SG
сун	sun	сун	sinä	PART	PRO;GEN;SG;2
сун	auringon	сун	aurinko	PART	N;GEN;SG
сун	aurinko	сун	aurinko	PART	N;NOM;SG
удобно	mukavasti	удобный	mukavasti	ADJ;NEUT;SG	ADV
удобно	mukavat	удобный	mukava	ADJ;NEUT;SG	ADJ;NOM;PL
лёгкие	keuhkot	люгкий	keuhko	ADJ;NOM;PL	N;NOM;PL
лёгкие	keuhko	люгкий	keuhko	ADJ;NOM;PL	N;NOM;SG
лёгкие	keuhkot	люгкий	keuhko	ADJ;NOM;PL	N;NOM;PL
послание	viestiä	послание	viesti	N;INAN;NOM;NEUT;SG	N;PRT;SG
послание	viestin	послание	viesti	N;INAN;NOM;NEUT;SG	N;GEN;SG
препарат	huumeet	препарат	huume	N;INAN;NOM;MASC;SG	N;NOM;PL
препарат	huumeiden	препарат	huume	N;INAN;NOM;MASC;SG	N;GEN;PL
произведено	tuotetut	произвести	tuotettu	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
произведено	tuottanut	произвести	tuottaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
океании	oseania	океание	osean	N;INAN;NOM;NEUT;PL	N;PRT;SG
скрипка	viulua	скрипка	viulu	N;INAN;NOM;FEM;SG	N;PRT;SG
избежание	välttää	избежание	välttää	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
молекулы	molekyyli	молекула	molekyyli	N;INAN;NOM;FEM;PL	N;NOM;SG
допускается	sallittua	допускать	sallittu	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PRT;SG
допускается	sallitut	допускать	sallia	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NOM;PL;V.PTCP;PASS
допускается	sallittu	допускать	sallittu	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;SG
допускается	sallitut	допускать	sallia	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NOM;PL;V.PTCP;PASS
допускается	sallittu	допускать	sallittu	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;SG
формах	muodot	форма	muoto	N;INAN;ESS;FEM;PL	N;NOM;PL
собраний	kokoonpanot	собрание	kokoonpano	N;INAN;GEN;NEUT;PL	N;NOM;PL
терминологии	termit	терминология	termi	N;INAN;NOM;FEM;SG	N;NOM;PL
терминологии	käsitteet	терминология	käsite	N;INAN;NOM;FEM;SG	N;NOM;PL
терминологии	terminologiaa	терминология	terminologia	N;INAN;NOM;FEM;SG	N;PRT;SG
монреаль	montrealin	монреаль	montreali	N;INAN;NOM;MASC;SG	N;GEN;SG
вены	wien	вена	wien	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
вены	wienin	вена	wien	N;INAN;NOM;FEM;PL	PROPN;GEN;SG
вены	wienissä	вена	wieni	N;INAN;NOM;FEM;PL	PROPN;IN+ESS;SG
бонус	bonuksen	бонус	bonus	N;INAN;NOM;MASC;SG	N;GEN;SG
ирак	irak	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
ирак	irakin	ирак	irakki	N;INAN;NOM;MASC;SG	N;GEN;SG
ирак	irakista	ирак	irak	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
стамбул	istanbulin	стамбул	istanbuli	N;INAN;NOM;MASC;SG	N;GEN;SG
кнессета	knessetin	кнессет	knessetti	N;INAN;NOM;MASC;SG	N;GEN;SG
изобретения	keksintöjä	изобретение	keksintä	N;INAN;NOM;NEUT;PL	N;PRT;PL
изобретения	keksintöjen	изобретение	keksintä	N;INAN;NOM;NEUT;PL	N;GEN;PL
гнездо	pesää	гнездо	pesä	N;INAN;NOM;NEUT;SG	N;PRT;SG
индию	intian	индия	inti	N;INAN;ACC;FEM;SG	N;GEN;SG
индию	intia	индия	inti	N;INAN;ACC;FEM;SG	N;NOM;SG
индию	intiaan	индия	inti	N;INAN;ACC;FEM;SG	N;IN+ALL;SG
стратегия	strategian	стратегия	strategia	N;INAN;NOM;FEM;SG	N;GEN;SG
парламентские	parlamentaarinen	парламентский	parlamentaarinen	ADJ;NOM;PL	ADJ;NOM;SG
важная	tärkeää	важный	tärkeä	ADJ;NOM;FEM;SG	ADJ;PRT;SG
важная	tärkeät	важный	tärkeä	ADJ;NOM;FEM;SG	ADJ;NOM;PL
важная	tärkeitä	важный	tärkeä	ADJ;NOM;FEM;SG	ADJ;PRT;PL
никарагуа	nicaraguan	никарагуа	nica#ragu	N;INAN;NOM;FEM;SG	N;GEN;SG
массе	massaa	масса	massa	N;INAN;DAT;FEM;SG	N;PRT;SG
массе	massa	масса	massa	N;INAN;DAT;FEM;SG	N;NOM;SG
представительство	edustuksen	представительство	edustus	N;INAN;NOM;NEUT;SG	N;GEN;SG
местная	paikalliset	местный	paikallinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
местная	paikallisia	местный	paikallinen	ADJ;NOM;FEM;SG	ADJ;PRT;PL
местная	paikallisesti	местный	paikallisesti	ADJ;NOM;FEM;SG	ADV
местная	paikallisten	местный	paikallinen	ADJ;NOM;FEM;SG	ADJ;GEN;PL
местная	paikallista	местный	paikallinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
порты	satamia	порт	satama	N;INAN;NOM;MASC;PL	N;PRT;PL
порты	satamien	порт	satama	N;INAN;NOM;MASC;PL	N;GEN;PL
сообщили	ilmoitettu	сообщить	ilmoittaa	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
сообщили	raportoitu	сообщить	raportoida	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
сообщили	ilmoitetut	сообщить	ilmoittaa	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
перес	peresin	перес	peresin	N;ANIM;NOM;MASC;SG	N;GEN;SG
перес	perez	перес	perez	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
перес	pérez	перес	pérez	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
маркус	marcus	маркус	marcus	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
маркус	markus	маркус	markus	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
энрике	enrique	энрика	enrique	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
уничтожен	tuhosi	уничтожить	tuhota	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
уничтожен	tuhoutunut	уничтожить	tuhoutua	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
розы	ruusuja	роза	ruusu	N;INAN;NOM;FEM;PL	N;PRT;PL
батарей	patterit	батарея	patteri	N;INAN;GEN;FEM;PL	N;NOM;PL
батарей	paristot	батарея	paristo	N;INAN;GEN;FEM;PL	N;NOM;PL
батарей	akut	батарея	akut	N;INAN;GEN;FEM;PL	N;NOM;PL
визит	vierailun	визит	vierailu	N;INAN;NOM;MASC;SG	N;GEN;SG
визит	käymään	визит	käydä	N;INAN;NOM;MASC;SG	V;IN+ALL;SG;NFIN;ACT
визит	käy	визит	käydä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
празднования	juhlinta	празднование	juhlinta	N;INAN;NOM;NEUT;PL	N;NOM;SG
празднования	vietto	празднование	vietto	N;INAN;NOM;NEUT;PL	N;NOM;SG
индиана	indiana	индиан	india	N;INAN;NOM;MASC;SG	N;FRML;SG
зайцев	zaitsev	заяц	zaitsev	N;ANIM;GEN;MASC;PL	N;NOM;SG
пабло	pablo	пабнуть	pablo	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
канзас	kansasissa	канзас	kansas	N;INAN;NOM;MASC;SG	N;IN+ESS;PL
канзас	kansas	канзас	kansas	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
самолета	lentokone	самолет	lento#kone	N;INAN;GEN;MASC;SG	N;NOM;SG
конференций	kokoukset	конференция	kokous	N;INAN;GEN;FEM;PL	N;NOM;PL
конференций	konferensseja	конференция	konferenssi	N;INAN;GEN;FEM;PL	N;PRT;PL
конференций	konferenssit	конференция	konferenssi	N;INAN;GEN;FEM;PL	N;NOM;PL
разрушение	tuhoa	разрушение	tuho	N;INAN;NOM;NEUT;SG	N;PRT;SG
дина	dina	дина	dina	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
обновления	päivityksiä	обновление	päivitys	N;INAN;NOM;NEUT;PL	N;PRT;PL
обновления	päivittää	обновление	päivittää	N;INAN;NOM;NEUT;PL	V;SG;NFIN;ACT
обновления	päivitä	обновление	päivä	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;FIN;ACT
обновления	päivitys	обновление	päivitys	N;INAN;NOM;NEUT;PL	N;NOM;SG
колонна	sarakkeessa	колонна	sarake	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
объявления	ilmoituksia	объявление	ilmoitus	N;INAN;NOM;NEUT;PL	N;PRT;PL
объявления	mainoksista	объявление	mainos	N;INAN;NOM;NEUT;PL	N;IN+ABL;PL
объявления	mainosten	объявление	mainos	N;INAN;NOM;NEUT;PL	N;GEN;PL
объявления	mainoksia	объявление	mainos	N;INAN;NOM;NEUT;PL	N;PRT;PL
персидского	persialainen	персидский	persialainen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
предположения	oletus	предположение	oletus	N;INAN;NOM;NEUT;PL	N;NOM;SG
предположения	olettamus	предположение	olettamus	N;INAN;NOM;NEUT;PL	N;NOM;SG
предположения	oletuksia	предположение	oletus	N;INAN;NOM;NEUT;PL	N;PRT;PL
рики	ricky	рика	ricky	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
живет	elämät	жить	elämä	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
монголия	mongolian	монголия	mongolia	N;INAN;NOM;FEM;SG	N;GEN;SG
перемещения	siirtymä	перемещение	siirtymä	N;INAN;NOM;NEUT;PL	N;NOM;SG
профсоюзов	liitot	профсоюз	liitto	N;INAN;GEN;MASC;PL	N;NOM;PL
посвященный	omistautunut	посвятить	omistautua	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
забыл	unohdettu	забыть	unohtaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
полос	kaistaa	полоса	kaista	N;INAN;GEN;FEM;PL	N;PRT;SG
последовало	seurattu	следовать	seurata	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
тропических	trooppinen	тропический	trooppinen	ADJ;GEN;PL	ADJ;NOM;SG
изменилась	muutettu	измениться	muuttaa	V;PFV;FEM;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;PASS
изменилась	muuttunut	измениться	muuttua	V;PFV;FEM;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
изменилась	muutti	измениться	muuttaa	V;PFV;FEM;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
изменилась	vaihdettu	измениться	vaihtaa	V;PFV;FEM;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;PASS
долг	velan	долг	velka	N;INAN;NOM;MASC;SG	N;GEN;SG
долг	velat	долг	velka	N;INAN;NOM;MASC;SG	N;NOM;PL
ален	allen	ален	allen	N;ANIM;NOM;MASC;SG	
колебаний	epäröi	колебание	epäröidä	N;INAN;GEN;NEUT;PL	V;IMP;SG;2;FIN;ACT
бернар	bernard	бернар	bernard	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
беременности	raskauden	беременность	raskaus	N;INAN;NOM;FEM;SG	N;GEN;SG
полезные	hyödyllinen	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;NOM;SG
полезные	hyödyllisiä	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;PRT;PL
полезные	hyödyllistä	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;PRT;SG
полезные	hyödyllinen	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;NOM;SG
полезные	hyödyllisiä	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;PRT;PL
полезные	hyödyllistä	полезный	hyödyllinen	ADJ;NOM;PL	ADJ;PRT;SG
совместное	yhteisen	совместный	yhteinen	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
лонг	pitkät	лонг	pitkä		ADJ;NOM;PL
лонг	kauan	лонг	kauan		ADV
лонг	pitkä	лонг	pitkä		ADJ;NOM;SG
лонг	pitkään	лонг	pitkään		ADV
лонг	long	лонг	long		
полезно	hyödyllisiä	полезный	hyödyllinen	ADJ;NEUT;SG	ADJ;PRT;PL
полезно	hyödyllisiä	полезный	hyödyllinen	ADJ;NEUT;SG	ADJ;PRT;PL
санчес	sánchez	санчес	sánchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
санчес	sánchez	санчес	sánchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
гэри	gary	гэри	gary	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
инфраструктура	infrastruktuurin	инфраструктура	infrastruktuuri	N;INAN;NOM;FEM;SG	N;GEN;SG
инфраструктура	infrastruktuuria	инфраструктура	infrastruktuuri	N;INAN;NOM;FEM;SG	N;PRT;SG
металл	metal	металл	metal	N;INAN;NOM;MASC;SG	
металл	metallia	металл	metalli	N;INAN;NOM;MASC;SG	N;PRT;SG
металл	metallinen	металл	metallinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
уход	huolehtiva	уход	huolehtia	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
уход	välittämistä	уход	välittäminen	N;INAN;NOM;MASC;SG	N;PRT;SG
уход	välitä	уход	välittää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
шире	laajemmin	широкий	laajasti	ADJ;CMPR	ADV;CMPR
скалы	kiviä	скала	kivi	N;INAN;NOM;FEM;PL	N;PRT;PL
домашний	kotiin	домашний	koti	ADJ;NOM;MASC;SG	N;IN+ALL;SG
домашний	kodin	домашний	koti	ADJ;NOM;MASC;SG	N;GEN;SG
домашний	kotona	домашний	kotona	ADJ;NOM;MASC;SG	ADV
домашний	koti	домашний	koti	ADJ;NOM;MASC;SG	N;NOM;SG
лунный	kuun	лунный	kuu	ADJ;NOM;MASC;SG	N;GEN;SG
комиссара	komissaari	комиссар	komissaari	N;ANIM;ACC;MASC;SG	N;NOM;SG
оскорбление	loukkaava	оскорбление	loukkata	N;INAN;NOM;NEUT;SG	V;NOM;SG;V.PTCP;ACT
оскорбление	loukkaavaa	оскорбление	loukkaava	N;INAN;NOM;NEUT;SG	V;PRT;SG;V.PTCP;ACT
оскорбление	loukkaa	оскорбление	loukka	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
оскорбление	loukata	оскорбление	loukata	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
марс	mars	марс	mars	N;INAN;NOM;MASC;SG	INTJ
перечислены	lueteltu	перечислить	luetella	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
расти	rusty	расти	rustya	V;IPFV;NFIN;ACT	
моды	muoti	мода	muoti	N;INAN;NOM;FEM;PL	N;NOM;SG
моды	muotia	мода	muoti	N;INAN;NOM;FEM;PL	N;PRT;SG
моды	muodin	мода	muoti	N;INAN;NOM;FEM;PL	N;GEN;SG
моды	modeja	мода	modi	N;INAN;NOM;FEM;PL	N;PRT;PL
применить	sovelletaan	применить	soveltaa	V;PFV;NFIN;ACT	V;IND;PRS;FIN;PASS
преподавания	opettaa	преподавание	opettaa	N;INAN;GEN;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
преподавания	opettaminen	преподавание	opettaminen	N;INAN;GEN;NEUT;SG	N;NOM;SG
преподавания	opetus	преподавание	opetus	N;INAN;GEN;NEUT;SG	N;NOM;SG
преподавания	opetusta	преподавание	opetus	N;INAN;GEN;NEUT;SG	N;PRT;SG
сервера	palvelimet	сервер	palvelin	N;INAN;NOM;MASC;SG	N;NOM;PL
сервера	palvelimen	сервер	palvelin	N;INAN;NOM;MASC;SG	N;GEN;SG
зарегистрировано	rekisteröidyt	регистрировать	rekisteröidä	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
рекомендую	suosittele	рекомендая	suositella	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
рекомендую	suosittelee	рекомендая	suositella	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN;ACT
комбинации	yhdistelmiä	комбинация	yhdistelmä	N;INAN;NOM;FEM;PL	N;PRT;PL
комбинации	yhdistelmän	комбинация	yhdistelmä	N;INAN;NOM;FEM;PL	N;GEN;SG
комбинации	yhdistelmä	комбинация	yhdistelmä	N;INAN;NOM;FEM;PL	N;NOM;SG
указатель	osoitin	указатель	osoittaa	N;INAN;NOM;MASC;SG	V;IND;SG;1;PST;FIN;ACT
различие	eroa	различие	ero	N;INAN;NOM;NEUT;SG	N;PRT;SG
зла	pahaa	зло	paha	N;INAN;GEN;NEUT;SG	ADJ;PRT;SG
зла	ilkeä	зло	ilkeä	N;INAN;GEN;NEUT;SG	ADJ;NOM;SG
зла	paha	зло	paha	N;INAN;GEN;NEUT;SG	ADJ;NOM;SG
зла	pahuus	зло	pahuus	N;INAN;GEN;NEUT;SG	N;NOM;SG
окружение	ympäristön	окружение	ympäristö	N;INAN;NOM;NEUT;SG	N;GEN;SG
окружение	ympäristössä	окружение	ympäristö	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
адриан	adrien	адриан	adri	N;ANIM;NOM;MASC;SG	N;GEN;SG
адриан	adrian	адриан	adria	N;ANIM;NOM;MASC;SG	
порода	rotua	порода	rottu	N;INAN;NOM;FEM;SG	N;PRT;SG
хранение	hallussapidosta	хранение	hallussa#pito	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
хранение	hallussa	хранение	hallussa	N;INAN;NOM;NEUT;SG	ADV
возможен	mahdollisia	возможный	mahdollinen	ADJ;MASC;SG	ADJ;PRT;PL
возможен	mahdolliset	возможный	mahdollinen	ADJ;MASC;SG	ADJ;NOM;PL
жертву	uhraa	жертва	uhra	N;INAN;ACC;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
жертву	uhraus	жертва	uhraus	N;INAN;ACC;FEM;SG	N;NOM;SG
жертву	uhrata	жертва	uhrata	N;INAN;ACC;FEM;SG	V;SG;NFIN;ACT
документальных	dokumenttia	документальный	dokumentti	ADJ;GEN;PL	N;PRT;SG
документальных	dokumentin	документальный	dokumentti	ADJ;GEN;PL	N;GEN;SG
документальных	dokumentti	документальный	dokumentti	ADJ;GEN;PL	N;NOM;SG
правильное	korjaa	правильный	korjata	ADJ;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
правильное	oikein	правильный	oikein	ADJ;NOM;NEUT;SG	ADV
исследовал	tutkittu	исследовать	tutkia	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
пропаганда	propagandaa	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;PRT;SG
зубы	hampaiden	зуб	hammas	N;INAN;NOM;MASC;PL	N;GEN;PL
зубы	hampaita	зуб	hammas	N;INAN;NOM;MASC;PL	N;PRT;PL
треки	jälkiä	трек	jälki	N;INAN;NOM;MASC;PL	N;PRT;PL
треки	rataa	трек	rata	N;INAN;NOM;MASC;PL	N;PRT;SG
треки	kappaleita	трек	kappale	N;INAN;NOM;MASC;PL	N;PRT;PL
опасаясь	peläten	опасаться	pelätä	V;IPFV;PRS;V.CVB;MID	V;INS;SG;NFIN;ACT
специализированных	erikoistunut	специализировать	erikoistua	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
специализированных	erikoistuneet	специализировать	erikoistua	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
специализированных	erikoistunut	специализировать	erikoistua	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
специализированных	erikoistuneet	специализировать	erikoistua	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
кучу	kasa	куча	kasa	N;INAN;ACC;FEM;SG	N;NOM;SG
кучу	pino	куча	pino	N;INAN;ACC;FEM;SG	N;NOM;SG
кучу	nukka	куча	nukka	N;INAN;ACC;FEM;SG	N;NOM;SG
шахматы	shakkia	шахматы	shakki	N;INAN;NOM;FEM;PL	N;PRT;SG
шахматы	shakki	шахматы	shakki	N;INAN;NOM;FEM;PL	N;NOM;SG
будапешт	budapestin	будапешт	budapesti	N;INAN;NOM;MASC;SG	N;GEN;SG
фактором	tekijä	фактор	tekijä	N;INAN;INS;MASC;SG	N;NOM;SG
фактором	tekijää	фактор	tekijä	N;INAN;INS;MASC;SG	N;PRT;SG
животное	eläintä	животное	eläin	N;ANIM;NOM;NEUT;SG	N;PRT;SG
животное	eläimet	животное	eläin	N;ANIM;NOM;NEUT;SG	N;NOM;PL
животное	eläinten	животное	eläin	N;ANIM;NOM;NEUT;SG	N;GEN;PL
дракона	lohikäärme	дракон	lohi#käärme	N;ANIM;ACC;MASC;SG	N;NOM;SG
дракона	lohikäärmeen	дракон	lohi#käärme	N;ANIM;ACC;MASC;SG	N;GEN;SG
дракона	dragon	дракон	dragon	N;ANIM;ACC;MASC;SG	
углерода	hiili	углерод	hiili	N;INAN;GEN;MASC;SG	N;NOM;SG
углерода	hiiltä	углерод	hiiltää	N;INAN;GEN;MASC;SG	N;PRT;SG
свидетелей	todistajia	свидетель	todistaja	N;ANIM;GEN;MASC;PL	N;PRT;PL
свидетелей	todistajat	свидетель	todistaja	N;ANIM;GEN;MASC;PL	N;NOM;PL
усиление	vahvistetaan	усиление	vahvistaa	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
атаковали	hyökkäsi	атаковать	hyökätä	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
атаковали	hyökätty	атаковать	hyökätä	V;IPFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
точная	tarkat	точный	tarkka	ADJ;NOM;FEM;SG	ADJ;NOM;PL
точная	tarkkaa	точный	tarkka	ADJ;NOM;FEM;SG	ADJ;PRT;SG
точная	tarkat	точный	tarkka	ADJ;NOM;FEM;SG	ADJ;NOM;PL
гоголя	gogol	гоголь	gogol	N;ANIM;ACC;MASC;SG	N;NOM;SG
богатства	rikkauksia	богатство	rikkaus	N;INAN;NOM;NEUT;PL	N;PRT;PL
богатства	vauraus	богатство	vauraus	N;INAN;NOM;NEUT;PL	N;NOM;SG
богатства	rikkautta	богатство	rikkaus	N;INAN;NOM;NEUT;PL	N;PRT;SG
