月	maandenlang	月	maandenlang	N	ADJ
路易	louis	路易	louis	PROPN	N;MASC+FEM;SG
路易	lodewijk	路易	lodewijk	PROPN	N;MASC+FEM;SG
棋	schaken	棋	schaken	PROPN	V;NFIN
棋	schaakspel	棋	schaakspel	PROPN	N;NEUT;SG
棋	schaak	棋	schaak	PROPN	N;NEUT;SG
久	lang	久	lang	N	ADJ
久	lange	久	lang	N	ADJ
逮捕	arrestatie	逮捕	arrestatie	V	N;MASC+FEM;SG
逮捕	aanhouding	逮捕	aanhouding	V	N;MASC+FEM;SG
逮捕	aanhoudingen	逮捕	aanhouding	V	N;PL
逮捕	arrestaties	逮捕	arrestatie	V	N;PL
心理	psychologische	心理	psychologisch	N	ADJ
心理	psychologisch	心理	psychologisch	N	ADJ
心理	mentaal	心理	mentaal	N	ADJ
心理	mentale	心理	mentale	N	ADJ
心理	geestelijk	心理	geestelijk	N	ADJ
心理	geestelijke	心理	geestelijke	N	ADJ
每個	elk	每個	elk	DET	PRO
每個	ieder	每個	ieder	DET	PRO
每個	elk	每個	elk	DET	PRO
每個	ieder	每個	ieder	DET	PRO
失敗	falen	失敗	falen		V;NFIN
失敗	mislukken	失敗	mislukken		V;NFIN
失敗	gezakt	失敗	zakken		V;V.PTCP
失敗	mislukt	失敗	mislukken		V;V.PTCP
失敗	mislukte	失敗	mislukken		V;SG;PST;FIN
失敗	gefaald	失敗	falen		V;V.PTCP
失敗	falen	失敗	falen		V;NFIN
失敗	mislukkingen	失敗	mislukking		N;PL
失敗	mislukking	失敗	mislukking		N;MASC+FEM;SG
失敗	mislukken	失敗	mislukken		V;NFIN
失敗	mislukkeling	失敗	mislukkeling		N;MASC+FEM;SG
捷克	tsjechische	捷克	tsjechisch	PROPN	ADJ
捷克	tsjechisch	捷克	tsjechisch	PROPN	ADJ
數位	digitaal	數位	digitaal	N	ADJ
馬來西亞	maleisië	馬來西亞	maleisië	PROPN	N;MASC+FEM;SG
協議	akkoord	協議	akkoord	N	ADJ
投降	overgave	投降	overgave	V	N;MASC+FEM;SG
蕾	lei	蕾	lei	PROPN	N;MASC+FEM;SG
蕾	ree	蕾	ree	PROPN	N;MASC+FEM;SG
郎	lang	郎	lang	N	ADJ
四	april	四	april	NUM	PROPN;MASC+FEM;SG
條件	voorwaardelijke	條件	voorwaardelijk	N	ADJ
條件	voorwaardelijk	條件	voorwaardelijk	N	ADJ
蘇格蘭	schotland	蘇格蘭	schotland	PROPN	PROPN;NEUT;SG
印尼	indonesisch	印尼	indonesisch	PROPN	ADJ
印尼	indonesische	印尼	indonesisch	PROPN	ADJ
下降	achteruitgang	下降	achteruitgang	V	N;MASC+FEM;SG
下降	verval	下降	verval	V	N;NEUT;SG
下降	drop	下降	drop	V	N;MASC+FEM;SG
霸	bak	霸	bak	PROPN	N;MASC+FEM;SG
創建	schepping	創建	schepping	V	N;MASC+FEM;SG
創建	creatie	創建	creatie	V	N;MASC+FEM;SG
可	betrouwbare	可	betrouwbaar	V	ADJ
可	betrouwbaar	可	betrouwbaar	V	ADJ
強烈	sterken	強烈	sterken	ADJ	V;NFIN
芝加哥	chicago	芝加哥	chicago	PROPN	N;MASC+FEM;SG
女人	woman	女人	woman	N	
滕	teng	滕	teng	PROPN	N;MASC+FEM;SG
華	chinezen	華	chinees	PROPN	N;PL
華	chinees	華	chinees	PROPN	ADJ
華	chinese	華	chinees	PROPN	ADJ
繼承	opvolging	繼承	opvolging	V	N;MASC+FEM;SG
繼承	erfenis	繼承	erfenis	V	N;MASC+FEM;SG
繼承	erfdeel	繼承	erfdeel	V	N;NEUT;SG
平面	plat	平面	plat	N	ADJ
化學	chemisch	化學	chemisch	N	ADJ
乾	droge	乾	droog	N	ADJ
乾	droog	乾	droog	N	ADJ
乾	drogen	乾	drigen	N	V;NFIN
蔣	chiang	蔣	chiang	PROPN	N;MASC+FEM;SG
五十	fifty	五十	fifty	NUM	N;MASC+FEM;SG
堅	caine	堅	caine	ADP	N;MASC+FEM;SG
刻	gegraveerd	刻	graveren	N	V;V.PTCP
刻	snijden	刻	snijden	N	V;NFIN
平原	plain	平原	plain	N	ADJ
證明	bewijs	證明	bewijs	V	N;NEUT;SG
佔領	bezigheid	佔領	bezigheid	V	N;MASC+FEM;SG
佔領	beroep	佔領	beroep	V	N;NEUT;SG
佔領	bezetting	佔領	bezetting	V	N;MASC+FEM;SG
領導	leiderschap	領導	leiderschap	V	N;NEUT;SG
蓮	lotus	蓮	lotus	PROPN	N;MASC+FEM;SG
蓮	lian	蓮	lian	PROPN	N;MASC+FEM;SG
幸福	vrolijk	幸福	vrolijk	N	ADJ
幸福	blij	幸福	blij	N	ADJ
幸福	tevreden	幸福	tevreden	N	ADJ
幸福	gelukkig	幸福	gelukkig	N	ADJ
貝爾	bell	貝爾	bell	PROPN	N;MASC+FEM;SG
奧運	olympic	奧運	olympic	PROPN	N;MASC+FEM;SG
奧運	olympisch	奧運	Olympisch	PROPN	ADJ
奧運	olympische	奧運	Olympisch	PROPN	ADJ
歡迎	welkome	歡迎	welkom	V	ADJ
歡迎	welkom	歡迎	welkom	V	N;MASC+FEM;SG
泰國	thailand	泰國	thailand	PROPN	N;NEUT;SG
凌	ling	凌	lingen	PROPN	N;MASC+FEM;SG
凌	leng	凌	lengen	PROPN	N;MASC+FEM;SG
凌	ram	凌	ram	PROPN	N;MASC+FEM;SG
凌	rammen	凌	rammen	PROPN	V;NFIN
吻	kussen	吻	kussen	N	V;NFIN
吻	kussen	吻	kussen	N	V;NFIN
火山	vulkanisch	火山	vulkanisch	N	ADJ
火山	vulkanische	火山	vulkanisch	N	ADJ
阿拉伯	arabië	阿拉伯	arabië	PROPN	N;NEUT;SG
阿拉伯	arabier	阿拉伯	arabier	PROPN	N;MASC+FEM;SG
阿拉伯	arabisch	阿拉伯	arabisch	PROPN	ADJ
生存	survival	生存	survival	V	N;MASC+FEM;SG
生存	overleving	生存	overleving	V	N;MASC+FEM;SG
棒	groot	棒	groot	N	ADJ
棒	geweldig	棒	geweldig	N	ADJ
棒	fantastisch	棒	fantastisch	N	ADJ
女孩	girl	女孩	girl	N	
年輕	young	年輕	young	ADJ	N;MASC+FEM;SG
藤	wijnstokken	藤	wijnstok	PROPN	N;PL
藤	rotan	藤	rotan	PROPN	N;MASC+FEM;SG
早上	morgen	早上	morgen	N	ADV
受傷	gewond	受傷	gewond	V	ADJ
受傷	gewonden	受傷	gewond	V	ADJ
評論	reactie	評論	reactie	V	N;MASC+FEM;SG
評論	comment	評論	comment	V	N;MASC+FEM;SG
評論	opmerking	評論	opmerking	V	N;MASC+FEM;SG
評論	commentaar	評論	commentaar	V	N;NEUT;SG
評論	opmerkingen	評論	opmerking	V	N;PL
評論	commentaren	評論	commentaar	V	N;PL
評論	reacties	評論	reactie	V	N;PL
評論	commentaar	評論	commentaar	V	N;NEUT;SG
主張	advocate	主張	advocate	V	N;MASC+FEM;SG
承認	herkenning	承認	herkenning	V	N;MASC+FEM;SG
承認	erkenning	承認	erkenning	V	N;MASC+FEM;SG
廣泛	wijdverbreid	廣泛	wijdverbreid	ADV	ADJ
廣泛	wijdverspreide	廣泛	wijdverspreid	ADV	N;MASC+FEM;SG
廣泛	wijdverbreide	廣泛	wijdverbreid	ADV	ADJ
廣泛	uitgebreid	廣泛	uitbreiden	ADV	V;V.PTCP
廣泛	uitgebreide	廣泛	uitbreiden	ADV	V;V.PTCP
更	aanpassen	更	aanpassen	ADV	V;NFIN
更	wijzigen	更	wijzigen	ADV	V;NFIN
更	veranderingen	更	verandering	ADV	N;PL
更	wijzigingen	更	wijziging	ADV	N;PL
更	veranderen	更	veranderen	ADV	V;NFIN
更	wijziging	更	wijziging	ADV	N;MASC+FEM;SG
更	wijzigen	更	wijzigen	ADV	V;NFIN
更	verandering	更	verandering	ADV	N;MASC+FEM;SG
更	veranderingen	更	verandering	ADV	N;PL
派遣	verzending	派遣	verzending	V	N;MASC+FEM;SG
葵	kwai	葵	kwai	PROPN	N;MASC+FEM;SG
葵	aoi	葵	aoi	PROPN	N;MASC+FEM;SG
研究	postdoctorale	研究	postdoctoraal	V	ADJ
研究	afstuderen	研究	afstuderen	V	N;PL
提及	vermeldingen	提及	vermelding	V	N;PL
訪問	bezoek	訪問	bezoek	V	N;NEUT;SG
儘管	hoewel	儘管	hoewel	ADP	CONJ
儘管	alhoewel	儘管	alhoewel	ADP	ADV
拳	fist	拳	fist	N	
霞	xia	霞	xia	PROPN	N;MASC+FEM;SG
伊拉克	irak	伊拉克	irak	PROPN	PROPN;NEUT;SG
奧林匹克	olympic	奧林匹克	olympic	PROPN	N;MASC+FEM;SG
奧林匹克	olympisch	奧林匹克	Olympisch	PROPN	ADJ
純	puur	純	puur		ADJ
純	zuiver	純	zuiver		ADJ
純	pure	純	puur		N;MASC+FEM;SG
純	zuivere	純	zuiver		ADJ
正面	positief	正面	positief	N	ADJ
正面	positieve	正面	positief	N	ADJ
愛情	love	愛情	love	N	
粗	ruig	粗	ruig	PART	ADJ
粗	ruw	粗	ruw	PART	ADJ
粗	ruwe	粗	ruw	PART	ADJ
生日	jarig	生日	jarig	N	ADJ
蟹	krabben	蟹	krabben	N	V;NFIN
蟹	krabben	蟹	krabben	N	V;NFIN
蟹	crab	蟹	crab	N	
放送	uitzending	放送	uitzending	V	N;MASC+FEM;SG
放送	omroep	放送	omroep	V	N;MASC+FEM;SG
理想	ideaal	理想	ideaal	N	ADJ
忽略	verwaarlozing	忽略	verwaarlozing	V	N;MASC+FEM;SG
荃	tsuen	荃	tsuen	PROPN	N;NEUT;SG
活	leef	活	leven	N	V;SG;PRS;FIN
舞蹈	dansen	舞蹈	dansen	N	V;NFIN
舞蹈	dansen	舞蹈	dansen	N	V;NFIN
湖泊	meer	湖泊	veel	N	PRO
確認	bevestiging	確認	bevestiging	V	N;MASC+FEM;SG
簡	jane	簡	jane	PROPN	N;MASC+FEM;SG
簡	janneke	簡	janneke	PROPN	N;MASC+FEM;SG
調整	aanpassingen	調整	aanpassing	V	N;PL
調整	afstelling	調整	afstelling	V	N;MASC+FEM;SG
調整	aanpassing	調整	aanpassing	V	N;MASC+FEM;SG
調整	herschikking	調整	herschikking	V	N;MASC+FEM;SG
崖	bluffen	崖	bluffen	N	V;NFIN
版權	copyright	版權	copyright	N	ADJ
冷	koude	冷	koud		ADJ
冷	kou	冷	kou		N;MASC+FEM;SG
冷	koud	冷	koud		ADJ
婚姻	trouwen	婚姻	trouwen	N	V;NFIN
最新	nieuwste	最新	nieuw	ADV	ADJ;RL
最新	nieuwste	最新	nieuw	ADV	ADJ;RL
最新	laatste	最新	laat	ADV	ADJ;RL
成本	kosten	成本	kosten	N	V;NFIN
成本	cost	成本	cost	N	
成本	kosten	成本	kosten	N	V;NFIN
祿	loc	祿	loc	PROPN	N;MASC+FEM;SG
祿	roku	祿	roku	PROPN	N;MASC+FEM;SG
接收	receptie	接收	receptie	V	N;MASC+FEM;SG
接收	ontvangst	接收	ontvangst	V	N;MASC+FEM;SG
常見	gemeenschappelijk	常見	gemeenschappelijk	V	ADJ
常見	vaak	常見	vaak	V	ADJ
愛爾蘭	ierse	愛爾蘭	iers	PROPN	ADJ
愛爾蘭	ieren	愛爾蘭	ieren	PROPN	N;PL
愛爾蘭	iers	愛爾蘭	iers	PROPN	ADJ
愛爾蘭	ierland	愛爾蘭	ierland	PROPN	PROPN;NEUT;SG
第九	negende	第九	negen	NUM	ADJ
通知	meldingen	通知	melding	V	N;PL
通知	aanmeldingen	通知	aanmelding	V	N;PL
通知	notificatie	通知	notificatie	V	N;MASC+FEM;SG
通知	melding	通知	melding	V	N;MASC+FEM;SG
通知	aanmelding	通知	aanmelding	V	N;MASC+FEM;SG
通知	kennisgeving	通知	kennisgeving	V	N;MASC+FEM;SG
裝甲	gepantserde	裝甲	pantseren	N	V;V.PTCP
裝甲	gepantserde	裝甲	pantseren	N	V;V.PTCP
拉丁	latijnse	拉丁	Latijns	PROPN	ADJ
拉丁	latijns	拉丁	latijn	PROPN	ADJ
拉丁	latijn	拉丁	latijn	PROPN	N;NEUT;SG
邵	shao	邵	shao	PROPN	N;MASC+FEM;SG
邵	shaw	邵	shaw	PROPN	N;MASC+FEM;SG
上升	rising	上升	rising	V	N;MASC+FEM;SG
布朗	brown	布朗	brown	PROPN	N;MASC+FEM;SG
布朗	bruine	布朗	bruin	PROPN	ADJ
布朗	bruin	布朗	bruin	PROPN	ADJ
重要	belangrijkheid	重要	belangrijkheid	ADJ	N;MASC+FEM;SG
重要	belang	重要	belang	ADJ	N;NEUT;SG
黃金	gouden	黃金	gouden	N	ADJ
醫學	medische	醫學	medisch	N	ADJ
醫學	medisch	醫學	medisch	N	ADJ
到	aankomst	到	aankomst	V	N;MASC+FEM;SG
紅色	rode	紅色	rood	N	ADJ
紅色	rood	紅色	rood	N	ADJ
成	prestaties	成	prestatie	V	N;PL
成	verwezenlijkingen	成	verwezenlijking	V	N;PL
成	prestaties	成	prestatie	V	N;PL
成	prestatie	成	prestatie	V	N;MASC+FEM;SG
成	prestatie	成	prestatie	V	N;MASC+FEM;SG
十月	oktober	十月	oktober		PROPN;MASC+FEM;SG
十月	october	十月	october		PROPN;MASC+FEM;SG
十月	lgo	十月	lgo		N;MASC+FEM;SG
改編	aanpassingen	改編	aanpassing	V	N;PL
收購	acquisitie	收購	acquisitie	V	N;MASC+FEM;SG
收購	overnames	收購	overname	V	N;PL
收購	overname	收購	overname	V	N;MASC+FEM;SG
收購	overnames	收購	overname	V	N;PL
安裝	installatie	安裝	installatie	V	N;MASC+FEM;SG
安裝	inbouw	安裝	inbouw	V	N;MASC+FEM;SG
安裝	installaties	安裝	installatie	V	N;PL
動作	action	動作	action	N	
動作	optreden	動作	optreden	N	V;NFIN
動作	beweegt	動作	bewegen	N	V;SG;PRS;FIN
匯	zinkt	匯	zinken	PROPN	V;SG;PRS;FIN
分裂	verdeelde	分裂	verdelen	N	V;SG;PST;FIN
分裂	verdeeld	分裂	verdelen	N	V;V.PTCP
分裂	splitsen	分裂	splitsen	N	V;NFIN
分裂	splitsen	分裂	splitsen	N	V;NFIN
分裂	verdelen	分裂	verdelen	N	V;NFIN
分裂	verdeel	分裂	verdelen	N	V;SG;PRS;FIN
收藏	verzamelen	收藏	verzamelen	N	V;NFIN
大多	meesten	大多	veel	ADV	PRO
大多	most	大多	mosten	ADV	
大多	meeste	大多	veel	ADV	PRO
大多	meest	大多	veel	ADV	PRO
大多	voornamelijk	大多	voornamelijk	ADV	ADJ
大多	hoofdzakelijk	大多	hoofdzakelijk	ADV	ADJ
機動	manoeuvreren	機動	manoeuvreren	N	V;NFIN
機動	manoeuvreren	機動	manoeuvreren	N	V;NFIN
暴力	gewelddadige	暴力	gewelddadig	N	ADJ
暴力	gewelddadig	暴力	gewelddadig	N	ADJ
觀測	observeren	觀測	observeren	N	V;NFIN
實際	eigenlijk	實際	eigenlijk	N	ADJ
暗	duister	暗	duister	N	ADJ
暗	donker	暗	donker	N	ADJ
暗	donkere	暗	donker	N	ADJ
划	roei	划	roei	N	V;SG;PRS;FIN
划	roeien	划	roeien	N	V;NFIN
補	supplement	補	supplement		N;NEUT;SG
補	toeslag	補	toeslag		N;MASC+FEM;SG
補	aanvulling	補	aanvulling		N;MASC+FEM;SG
譚	tam	譚	tam	PROPN	ADJ
譚	tan	譚	tan	PROPN	N;MASC+FEM;SG
譚	kleurtje	譚	kleurtje	PROPN	N;NEUT;SG
控股	holdings	控股	holdings	V	N;MASC+FEM;SG
控股	holding	控股	holding	V	N;MASC+FEM;SG
拆除	ontmanteling	拆除	ontmanteling	V	N;MASC+FEM;SG
拆除	sloop	拆除	sluipen	V	N;MASC+FEM;SG
拆除	afbraak	拆除	afbraak	V	N;MASC+FEM;SG
免費	free	免費	free	N	
免費	vrij	免費	vrij	N	ADJ
免費	gratis	免費	gratis	N	ADJ
自	self	自	self	ADP	N;MASC+FEM;SG
自	zelf	自	zelf	ADP	ADV
自	ego	自	ego	ADP	N;NEUT;SG
永久	permanente	永久	permanent	N	ADJ
永久	blijvend	永久	blijven	N	V;V.PTCP
永久	permanent	永久	permanent	N	ADJ
永久	blijvende	永久	blijven	N	V;V.PTCP
永久	definitief	永久	definitief	N	ADJ
永久	blijvend	永久	blijven	N	V;V.PTCP
永久	permanent	永久	permanent	N	ADJ
分配	toewijzing	分配	toewijzing	V	N;MASC+FEM;SG
分配	allocatie	分配	allocatie	V	N;MASC+FEM;SG
分配	distributie	分配	distributie	V	N;MASC+FEM;SG
分配	verdeling	分配	verdeling	V	N;MASC+FEM;SG
福州	fuzhou	福州	fuzhou	PROPN	N;MASC+FEM;SG
購買	aanschaf	購買	aanschaf	V	N;MASC+FEM;SG
購買	aankoop	購買	aankoop	V	N;MASC+FEM;SG
購買	inkoop	購買	inkoop	V	N;MASC+FEM;SG
購買	koop	購買	koop	V	N;MASC+FEM;SG
購買	aankoop	購買	aankoop	V	N;MASC+FEM;SG
購買	aankopen	購買	aankoop	V	N;PL
購買	aankoop	購買	aankoop	V	N;MASC+FEM;SG
購買	inkoop	購買	inkoop	V	N;MASC+FEM;SG
經驗	ervaar	經驗	ervaar	N	V;SG;PRS;FIN
經驗	ervaren	經驗	ervaren	N	V;V.PTCP
廉	lian	廉	lian	PROPN	N;MASC+FEM;SG
火星	mars	火星	mars	PROPN	N;MASC+FEM;SG
治療	therapeutisch	治療	therapeutisch	N	ADJ
在	samen	在	samen	V	ADV
波特	potter	波特	potter	PROPN	N;MASC+FEM;SG
學術	academisch	學術	academisch	N	ADJ
學術	academische	學術	academisch	N	ADJ
三	triangulatie	三	triangulatie	NUM	N;MASC+FEM;SG
三	driehoek	三	driehoek	NUM	N;MASC+FEM;SG
三	driehoekige	三	driehoekig	NUM	ADJ
推動	push	推動	push	V	N;MASC+FEM;SG
穩定	stabiel	穩定	stabiel	N	ADJ
穩定	gestaag	穩定	gestaag	N	ADJ
穩定	stabiel	穩定	stabiel	N	ADJ
穩定	stabiele	穩定	stabiel	N	ADJ
法官	oordelen	法官	oordelen	N	V;NFIN
古典	klassiek	古典	klassiek	N	ADJ
古典	klassieke	古典	klassiek	N	ADJ
古典	klassiek	古典	klassiek	N	ADJ
古典	klassieke	古典	klassiek	N	ADJ
喬治	joris	喬治	joris	PROPN	N;MASC+FEM;SG
喬治	george	喬治	georg	PROPN	N;MASC+FEM;SG
共和	republikeinse	共和	republikeins	N	ADJ
作曲	componisten	作曲	componist	V	N;PL
作曲	songwriter	作曲	songwriter	V	N;MASC+FEM;SG
作曲	componist	作曲	componist	V	N;MASC+FEM;SG
顏	yan	顏	yan	PROPN	N;MASC+FEM;SG
慕尼黑	münchen	慕尼黑	münchen	PROPN	PROPN;NEUT;SG
感染	infecties	感染	infectie	V	N;PL
感染	infectie	感染	infectie	V	N;MASC+FEM;SG
感染	besmetting	感染	besmetting	V	N;MASC+FEM;SG
感染	infecties	感染	infectie	V	N;PL
薄	mager	薄	maag	PART	ADJ
薄	thin	薄	thin	PART	
薄	dun	薄	dun	PART	ADJ
保障	waarborgen	保障	waarborg	N	V;NFIN
安娜	anna	安娜	anna	PROPN	N;MASC+FEM;SG
收集	collectie	收集	collectie	V	N;MASC+FEM;SG
收集	inzameling	收集	inzameling	V	N;MASC+FEM;SG
收集	verzameling	收集	verzameling	V	N;MASC+FEM;SG
簡單	easy	簡單	easy	ADJ	N;MASC+FEM;SG
潔	jie	潔	jie	PROPN	N;MASC+FEM;SG
化合	verbindingen	化合	verbinding	V	N;PL
八	august	八	august	NUM	N;MASC+FEM;SG
八	augustus	八	augustus	NUM	PROPN;MASC+FEM;SG
八	aug	八	aug	NUM	N;MASC+FEM;SG
貴	dure	貴	duur	N	ADJ
貴	duur	貴	duur	N	ADJ
榮譽	eert	榮譽	eert	N	V;SG;PRS;FIN
榮譽	eren	榮譽	eren	N	V;NFIN
榮譽	eren	榮譽	eren	N	V;NFIN
聞	geur	聞	geur		N;MASC+FEM;SG
聞	reuk	聞	reuk		N;MASC+FEM;SG
聞	ruiken	聞	ruiken		V;NFIN
聞	ruik	聞	ruik		V;SG;PRS;FIN
四	four	四	four	NUM	
出售	verkoop	出售	verkoop	V	N;MASC+FEM;SG
出售	uitverkoop	出售	uitverkoop	V	N;MASC+FEM;SG
出售	verkoop	出售	verkoop	V	N;MASC+FEM;SG
想要	wilt	想要	willen		V;SG;PRS;FIN
想要	wil	想要	willen		V;SG;PRS;FIN
想要	willen	想要	willen		V;NFIN
共產	communisten	共產	communist	V	N;PL
淳	jun	淳	jun	PROPN	N;MASC+FEM;SG
三	maart	三	maart	NUM	PROPN;MASC+FEM;SG
三	marcheren	三	marcheren	NUM	V;NFIN
表達	uitdrukking	表達	uitdrukking	V	N;MASC+FEM;SG
表達	expressie	表達	expressie	V	N;MASC+FEM;SG
無線	draadloos	無線	draadloos	V	ADJ
吸收	absorptie	吸收	absorptie	V	N;MASC+FEM;SG
奧地利	oostenrijk	奧地利	oostenrijk	PROPN	N;NEUT;SG
誰	who	誰	who	PRO	
成人	volwassen	成人	volwassen	N	ADJ
成人	volwassenen	成人	volwassenen	N	ADJ
成人	adult	成人	adult	N	
成人	volwassene	成人	volwassene	N	ADJ
成人	volwassenen	成人	volwassenen	N	ADJ
整合	geïntegreerde	整合	integreren	N	V;SG;PST;FIN
整合	geïntegreerd	整合	integreren	N	V;V.PTCP
整合	integreren	整合	integreren	N	V;NFIN
整合	consolideren	整合	consolideren	N	V;NFIN
跑	rennen	跑	rennen	ADP	V;NFIN
跑	uitvoeren	跑	uitvoeren	ADP	V;NFIN
跑	ren	跑	ren	ADP	N;MASC+FEM;SG
跑	run	跑	run	ADP	N;MASC+FEM;SG
威爾	will	威爾	will	PROPN	
威爾	zal	威爾	zullen	PROPN	V;SG;PRS;FIN
威爾	zullen	威爾	zullen	PROPN	V;PL;PRS;FIN
供應	benodigdheden	供應	benodigdheid	V	N;PL
供應	bevoorrading	供應	bevoorrading	V	N;MASC+FEM;SG
供應	voorraden	供應	voorraad	V	N;PL
供應	voorraad	供應	voorraad	V	N;MASC+FEM;SG
供應	leveringen	供應	levering	V	N;PL
泛	pan	泛	pan		N;MASC+FEM;SG
江南	gangnam	江南	gangnam	PROPN	N;MASC+FEM;SG
終於	eindelijk	終於	eindelijk	ADV	ADJ
終於	uiteindelijk	終於	uiteindelijk	ADV	ADJ
結	knopen	結	knopen		N;PL
結	knoop	結	knoop		N;MASC+FEM;SG
二	februari	二	februari	NUM	PROPN;MASC+FEM;SG
二	feb	二	feb	NUM	N;MASC+FEM;SG
不滿	ontevredenheid	不滿	ontevredenheid	V	N;MASC+FEM;SG
不滿	ongenoegen	不滿	ongenoegen	V	N;NEUT;SG
不滿	onvrede	不滿	onvrede	V	N;MASC+FEM;SG
不滿	ontevreden	不滿	ontevreden	V	ADJ
不滿	ontstemd	不滿	ontstemmen	V	ADJ
不滿	ontevredenheid	不滿	ontevredenheid	V	N;MASC+FEM;SG
不滿	onvrede	不滿	onvrede	V	N;MASC+FEM;SG
阿里	ali	阿里	ali	PROPN	N;MASC+FEM;SG
涉嫌	vermoedelijke	涉嫌	vermoedelijk	V	ADJ
伯爵	tellen	伯爵	tellen	N	V;NFIN
特徵	kenmerkend	特徵	kenmerken	N	V;V.PTCP
特徵	karakteristiek	特徵	karakteristiek	N	ADJ
進	verdere	進	ver	V	ADJ;CMPR
進	verder	進	verder	V	ADJ;CMPR
台中	taichung	台中	taichung	PROPN	N;NEUT;SG
穿	dragend	穿	dragen		V;V.PTCP
穿	dragen	穿	dragen		V;NFIN
穿	draag	穿	draag		V;SG;PRS;FIN
穿	wear	穿	wear		N;MASC+FEM;SG
穿	dragen	穿	dragen		V;NFIN
穿	slijtage	穿	slijtage		N;MASC+FEM;SG
傷	gewond	傷	gewond	N	ADJ
傷	gewonden	傷	gewond	N	ADJ
傷	geblesseerd	傷	blesseren	N	V;V.PTCP
相對	relatief	相對	relatief	ADP	ADJ
相對	relatieve	相對	relatief	ADP	ADJ
相對	relatief	相對	relatief	ADP	ADJ
一半	helft	一半	helft	NUM	N;MASC+FEM;SG
一半	half	一半	half	NUM	ADJ
七	juli	七	juli	NUM	PROPN;MASC+FEM;SG
指示	instructies	指示	instructie	V	N;PL
指示	instructie	指示	instructie	V	N;MASC+FEM;SG
指示	instructies	指示	instructie	V	N;PL
指示	instructie	指示	instructie	V	N;MASC+FEM;SG
揚	jan	揚	jan	PROPN	N;MASC+FEM;SG
打破	break	打破	break	V	N;MASC+FEM;SG
打破	pauze	打破	pauze	V	N;MASC+FEM;SG
打破	breaking	打破	breaking	V	N;MASC+FEM;SG
駕駛	chauffeur	駕駛	chauffeur	V	N;MASC+FEM;SG
駕駛	stuurprogramma	駕駛	stuurprogramma	V	N;NEUT;SG
駕駛	driver	駕駛	driver	V	N;MASC+FEM;SG
駕駛	bestuurder	駕駛	bestuurder	V	N;MASC+FEM;SG
駕駛	drive	駕駛	drive	V	N;MASC+FEM;SG
特性	kenmerkend	特性	kenmerken	N	V;V.PTCP
特性	karakteristiek	特性	karakteristiek	N	ADJ
氧化	oxidatie	氧化	oxidatie	V	N;MASC+FEM;SG
氧化	oxide	氧化	oxide	V	N;NEUT;SG
笑	glimlachen	笑	glimlach	N	V;NFIN
笑	glimlach	笑	glimlach	N	ADJ
笑	lachen	笑	lachen	N	V;NFIN
笑	lachen	笑	lachen	N	V;NFIN
商店	bewaren	商店	bewaren	N	V;NFIN
延長	extensie	延長	extensie	V	N;MASC+FEM;SG
延長	verlenging	延長	verlenging	V	N;MASC+FEM;SG
延長	uitbreiding	延長	uitbreiding	V	N;MASC+FEM;SG
司馬	sima	司馬	sima	PROPN	N;MASC+FEM;SG
焦	jiao	焦	jiao		N;MASC+FEM;SG
醫療	medische	醫療	medisch	N	ADJ
醫療	medisch	醫療	medisch	N	ADJ
細胞	cell	細胞	cell	N	
患者	geduldig	患者	geduldig	N	ADJ
勤	ijverig	勤	ijverig	PROPN	ADJ
斌	bin	斌	bin	PROPN	N;MASC+FEM;SG
依據	grondslag	依據	grondslag	ADP	N;MASC+FEM;SG
抗議	protesten	抗議	protest	V	N;PL
抗議	protest	抗議	protest	V	N;NEUT;SG
急	dringend	急	dringend	N	ADJ
急	urgent	急	urgent	N	ADJ
典型	typische	典型	typisch	N	ADJ
典型	typisch	典型	typisch	N	ADJ
中間	middelste	中間	middel	N	ADJ;RL
中間	middle	中間	middle	N	
中間	midden	中間	midden	N	ADV
中間	tussentijdse	中間	tussentijds	N	ADJ
中間	intermediaire	中間	intermediair	N	ADJ
中間	intermediair	中間	intermediair	N	ADJ
理查	richard	理查	richard	PROPN	N;MASC+FEM;SG
多數	meesten	多數	veel	ADJ	PRO
多數	most	多數	mosten	ADJ	
多數	meeste	多數	veel	ADJ	PRO
多數	meest	多數	veel	ADJ	PRO
多數	meerderheid	多數	meerderheid	ADJ	N;MASC+FEM;SG
暫停	vering	暫停	vering	V	N;MASC+FEM;SG
暫停	suspensie	暫停	suspensie	V	N;MASC+FEM;SG
暫停	schorsing	暫停	schorsing	V	N;MASC+FEM;SG
暫停	opschorting	暫停	opschorting	V	N;MASC+FEM;SG
暫停	pauze	暫停	pauze	V	N;MASC+FEM;SG
百萬	miljoen	百萬	miljoen	NUM	N;NEUT;SG
百萬	miljoenen	百萬	miljoenen	NUM	N;PL
測量	meting	測量	meting	V	N;MASC+FEM;SG
測量	meting	測量	meting	V	N;MASC+FEM;SG
測量	metingen	測量	meting	V	N;PL
測量	metingen	測量	meting	V	N;PL
測量	maatstaf	測量	maatstaf	V	N;MASC+FEM;SG
測量	maatregel	測量	maatregel	V	N;MASC+FEM;SG
買	koop	買	koop	V	N;MASC+FEM;SG
近代	modern	近代	modern	N	ADJ
近代	moderne	近代	modern	N	ADJ
論文	paper	論文	paper	N	
