die	на	die	на	DET;DEF	ADP;ACC
gebeur	мудрі	gebeur	мудрий	V;PRS	ADJ;NOM;PL
gebeur	мудрий	gebeur	мудрий	V;PRS	ADJ;NOM;MASC;SG
gebeur	розумно	gebeur	розумно	V;PRS	ADV
gebeur	мудрим	gebeur	мудрий	V;PRS	ADJ;INS;MASC;SG
gebeur	відбувалися	gebeur	відбуватися	V;PRS	V;IPFV;IND;PL;PST;FIN
niks	nothing	niks	nothing		
niks	ніщо	niks	ніщо		PRO;INAN;NOM
niks	небуття	niks	небуття		N;INAN;NOM;NEUT;SG
niks	нічого	niks	ніщо		PRO;INAN;GEN
swak	бідними	swak	бідний		ADJ;INS;PL
swak	бідна	swak	бідний		ADJ;NOM;FEM;SG
swak	бідний	swak	бідний		ADJ;NOM;MASC;SG
swak	бідні	swak	бідні		N;ANIM;NOM;PL
swak	слабка	swak	слабкий		ADJ;NOM;FEM;SG
swak	слабкий	swak	слабкий		ADJ;NOM;MASC;SG
insluit	включення	insluit	включення	V;PRS	N;INAN;NOM;NEUT;SG
betaal	заплатить	betaal	заплатити	V;PRS	V;PFV;IND;SG;3;FUT;FIN
betaal	платне	betaal	платний	V;PRS	ADJ;NOM;NEUT;SG
geskenk	подарунку	geskenk	подарунок	V;PST;V.PTCP	N;INAN;GEN;MASC;SG
geskenk	подарунок	geskenk	подарунок	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
zimbabwe	зімбабве	zimbabwe	зімбабве	PROPN;SG	PROPN;INAN;NOM;MASC;SG
vertel	розкажу	vertel	розказати	V;PRS	V;PFV;IND;SG;1;FUT;FIN
beweer	assert	beweer	assert	V;PRS	
munisipale	civic	munisipaal	civic	ADJ;NOM	
oog	eye	oog	eye	N;SG	
studies	студій	studie	студія	N;SG	N;INAN;GEN;FEM;PL
studies	вивчає	studie	вивчати	N;SG	V;IPFV;IND;SG;3;PRS;FIN
ingevoer	введений	invoer	введений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ingevoer	введена	invoer	введений	V;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
ingevoer	імпортовані	invoer	імпортований	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
struktuur	struct	struktuur	struct	N;SG	
struktuur	структури	struktuur	структура	N;SG	N;INAN;NOM;FEM;PL
liefde	кохаю	liefde	кохати	N;SG	V;IPFV;IND;SG;1;PRS;FIN
gewees	був	wees	бути	V;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
gewees	було	wees	бути	V;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
gewees	були	wees	бути	V;PST;FIN	V;IPFV;IND;PL;PST;FIN
meksiko	мексики	meksiko	мексик		PROPN;INAN;GEN;FEM;SG
meksiko	мексиці	meksiko	мексика		PROPN;INAN;DAT;FEM;SG
meksiko	мексика	meksiko	мексик		PROPN;INAN;NOM;FEM;SG
standaard	стандартний	standaard	стандартний	N;SG	ADJ;NOM;MASC;SG
standaard	стандартна	standaard	стандартний	N;SG	ADJ;NOM;FEM;SG
standaard	стандартне	standaard	стандартний	N;SG	ADJ;NOM;NEUT;SG
aanval	атаки	aanval	атаки	N;SG	N;INAN;NOM;FEM;PL
christian	християни	christian	християнин		N;ANIM;NOM;MASC;PL
christian	християнин	christian	християнин		N;ANIM;NOM;MASC;SG
christian	крістіан	christian	крістіан		N;ANIM;NOM;MASC;SG
christian	християнський	christian	християнський		ADJ;NOM;MASC;SG
christian	християнська	christian	християнський		ADJ;NOM;FEM;SG
probleem	задача	probleem	задача	V;PRS	N;INAN;NOM;FEM;SG
probleem	проблему	probleem	проблема	V;PRS	N;INAN;ACC;FEM;SG
probleem	проблема	probleem	проблема	V;PRS	N;INAN;NOM;FEM;SG
kanadese	canadian	kanades	canadian	ADJ;NOM	
voorstel	пропозиція	voorstel	пропозиція	V;PRS	N;INAN;NOM;FEM;SG
radio	радіо	radio	радіо		N;INAN;NOM;NEUT;SG
radio	рації	radio	рація		N;INAN;ACC;FEM;PL
hertog	герцог	hertog	герцог		N;ANIM;NOM;MASC;SG
hertog	дюк	hertog	дюк		PROPN;ANIM;NOM;MASC;SG
onafhanklik	самостійна	onafhanklik	самостійний	ADV	ADJ;NOM;FEM;SG
onafhanklik	незалежні	onafhanklik	незалежний	ADV	ADJ;NOM;PL
onafhanklik	незалежна	onafhanklik	незалежний	ADV	ADJ;NOM;FEM;SG
onafhanklik	незалежний	onafhanklik	незалежний	ADV	ADJ;NOM;MASC;SG
onafhanklik	незалежне	onafhanklik	незалежний	ADV	ADJ;NOM;NEUT;SG
langer	довший	lank	довший	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
katedraal	соборна	katedraal	соборний	N;SG	ADJ;NOM;FEM;SG
bokant	згори	bokant	згори		ADV
bokant	вгорі	bokant	вгорі		
bokant	топ	bokant	топ		
bokant	верхній	bokant	верхній		ADJ;NOM;MASC;SG
bokant	найпопулярніші	bokant	найпопулярніший		ADJ;NOM;RL;PL
bokant	зверху	bokant	зверху		ADV
bokant	скопіюйте	bokant	скопіювати		V;IPFV;IMP;PL;2;FIN
bokant	копіювання	bokant	копіювання		N;INAN;NOM;NEUT;SG
bokant	скопіювати	bokant	скопіювати		V;PFV;NFIN
bokant	копіювати	bokant	копіювати		V;IPFV;NFIN
bokant	копія	bokant	копія		N;INAN;NOM;FEM;SG
vernietig	знищені	vernietig	знищений	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
vernietig	знищили	vernietig	знищити	V;PRS	V;PFV;IND;PL;PST;FIN
vernietig	знищить	vernietig	знищити	V;PRS	V;PFV;IND;SG;3;FUT;FIN
vernietig	вибух	vernietig	вибу	V;PRS	N;INAN;NOM;MASC;SG
onderneem	долучився	onderneem	долучитися	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
weermag	армійський	weermag	армійський	N;SG	ADJ;NOM;MASC;SG
metropolitaanse	metropolitan	metropolitaans	metropolitan	ADJ;NOM	
getrek	намальовані	trek	намальований	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
town	містечко	town	містечко		N;INAN;NOM;NEUT;SG
town	місто	town	місто		N;INAN;NOM;NEUT;SG
klerk	службовець	klerk	службовець		N;ANIM;NOM;MASC;SG
kos	кошти	kos	кошти	N;SG	N;INAN;NOM
kos	коштує	kos	коштувати	N;SG	V;IPFV;IND;SG;3;PRS;FIN
smuts	смутс	smuts	смутс	N;SG	PROPN;ANIM;NOM;MASC;SG
duur	тривалість	duur	тривалість	V;PRS	N;INAN;NOM;FEM;SG
switserland	швейцарія	switserland	швейцарія		N;INAN;NOM;FEM;SG
switserland	швейцарії	switserland	швейцарія		PROPN;INAN;GEN;FEM;SG
switserland	сазерленд	switserland	сазерленд		PROPN;ANIM;NOM;MASC;SG
heeltemal	цілком	heeltemal	цілком		ADV
heeltemal	повністю	heeltemal	повністю		ADV
verminder	позбулися	verminder	позбутися	V;PRS	V;PFV;IND;PL;PST;FIN
terugkeer	повернутися	terugkeer	повернутися	N;SG	V;PFV;NFIN
terugkeer	повертається	terugkeer	повертатися	N;SG	V;IPFV;IND;SG;3;PRS;FIN
terugkeer	повертаючись	terugkeer	повертатися	N;SG	V;IPFV;PRS;V.CVB
terugkeer	повертаються	terugkeer	повертатися	N;SG	V;IPFV;IND;PL;3;PRS;FIN
afdeling	секції	afdeling	секція	N;SG	N;INAN;NOM;FEM;PL
blyk	видаються	blyk	видаватися		V;IPFV;IND;PL;3;PRS;FIN
blyk	фотографування	blyk	фотографування		N;INAN;NOM;NEUT;SG
blyk	здається	blyk	здаватися		V;IPFV;IND;SG;3;PRS;FIN
begrawe	похований	begrawe	похований	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
begrawe	поховані	begrawe	похований	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
edward	едвард	edward	едвард	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
edward	едуард	edward	едуард	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
plant	рослини	plant	рослина	N;SG	N;INAN;NOM;FEM;PL
plant	садити	plant	садити	N;SG	V;IPFV;NFIN
roux	ру	roux	ру		
jaarliks	щороку	jaarliks	щороку		ADV
ontmoet	знайомство	ontmoet	знайомство	V;PRS	N;INAN;NOM;NEUT;SG
google	google	goog	google		
google	гаджети	goog	гаджет		N;INAN;NOM;MASC;PL
terrein	поля	terrein	поле	N;SG	N;INAN;NOM;NEUT;PL
winter	зима	winter	зима	V;PRS	N;INAN;NOM;FEM;SG
pius	пій	pius	пій		
behandel	ставився	behandel	ставитися	V;PRS	V;IPFV;MASC;IND;SG;PST;FIN
behandel	лікуванні	behandel	лікування	V;PRS	N;INAN;DAT;NEUT;SG
stuur	перенесення	stuur	перенесення	V;PRS	N;INAN;NOM;NEUT;SG
stuur	передачу	stuur	передача	V;PRS	N;INAN;ACC;FEM;SG
stuur	надсилання	stuur	надсилання	V;PRS	N;INAN;NOM;NEUT;SG
verleen	грант	verleen	грант	V;PRS	
israel	ізраїлі	israel	ізраїль		PROPN;INAN;DAT;MASC;SG
israel	ізраїлю	israel	ізраїля		PROPN;INAN;GEN;MASC;SG
israel	ізраїль	israel	ізраїль		PROPN;INAN;NOM;MASC;SG
etiket	позначки	etiket	позначка		N;INAN;NOM;FEM;PL
etiket	мітки	etiket	мітка		N;INAN;NOM;MASC;PL
etiket	надпис	etiket	надпис		N;INAN;NOM;MASC;SG
etiket	мітку	etiket	мітка		N;INAN;ACC;FEM;SG
etiket	напис	etiket	напис		N;INAN;NOM;MASC;SG
etiket	мітка	etiket	мітка		N;INAN;NOM;FEM;SG
belangrik	важлива	belangrik	важливий	ADV	ADJ;NOM;FEM;SG
belangrik	важливі	belangrik	важливий	ADV	ADJ;NOM;PL
belangrik	важливий	belangrik	важливий	ADV	ADJ;NOM;MASC;SG
belangrik	важливе	belangrik	важливий	ADV	ADJ;NOM;NEUT;SG
org	org	org	org		
somer	літо	somer	літо		N;INAN;NOM;NEUT;SG
aard	природня	aard	природній	N;SG	ADJ;NOM;FEM;SG
sanger	співак	sank	співак	ADV	N;ANIM;NOM;MASC;SG
sanger	співачка	sank	співачка	ADV	N;ANIM;NOM;FEM;SG
sanger	співака	sank	співак	ADV	N;ANIM;ACC;MASC;SG
sanger	сенгер	sank	сенгер	ADV	N;ANIM;NOM;MASC;SG
veld	поля	veld	поле	N;SG	N;INAN;NOM;NEUT;PL
moeilik	hard	moeilik	hard	ADV	
moeilik	важкий	moeilik	важкий	ADV	ADJ;NOM;MASC;SG
moeilik	складна	moeilik	складний	ADV	ADJ;NOM;FEM;SG
moeilik	важка	moeilik	важка	ADV	ADJ;NOM;FEM;SG
moeilik	жорсткий	moeilik	жорсткий	ADV	ADJ;NOM;MASC;SG
moeilik	складне	moeilik	складний	ADV	ADJ;NOM;NEUT;SG
vra	ask	vra	ask	V;PRS	
sweedse	швейцарський	sweeds	швейцарський	N;SG	ADJ;NOM;MASC;SG
sweedse	швейцарська	sweeds	швейцарський	N;SG	ADJ;NOM;FEM;SG
sweedse	шведська	sweeds	шведський	N;SG	ADJ;NOM;FEM;SG
heel	heel	heel	heel		
heel	зовсім	heel	зовсім		ADV
heel	досить	heel	досить		ADV
vierkante	клітинки	vierkant	клітинка	ADJ;NOM	N;INAN;NOM;FEM;PL
vierkante	клітинок	vierkant	клітинка	ADJ;NOM	N;INAN;GEN;FEM;PL
vierkante	квадрати	vierkant	квадрат	ADJ;NOM	N;INAN;NOM;MASC;PL
ernstige	серйозно	ernstig	серйозно	ADJ;NOM	ADV
besonder	особливо	besonder	особливо		ADV
chris	кріс	chris	кріс	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
stelsels	systems	stelsel	systems	N;PL	
clemens	климент	clemens	климент		N;ANIM;NOM;MASC;SG
clemens	клеман	clemens	клеман		PROPN;ANIM;NOM;MASC;SG
clemens	клемент	clemens	клемент		PROPN;ANIM;NOM;MASC;SG
getalle	числа	getal	число	N;PL	N;INAN;NOM;NEUT;SG
getalle	число	getal	число	N;PL	N;INAN;NOM;NEUT;SG
getalle	кількість	getal	кількість	N;PL	N;INAN;NOM;FEM;SG
getalle	номер	getal	номер	N;PL	N;INAN;NOM;MASC;SG
getalle	номера	getal	номера	N;PL	N;INAN;GEN;MASC;SG
vii	vii	vii	vii		
ondanks	незважаючи	ondanks	незважаючи		V;IPFV;PRS;V.CVB
klooster	монастир	klooster	монастир		N;INAN;NOM;MASC;SG
kern	основний	kern	основний		ADJ;NOM;MASC;SG
kern	core	kern	core		
kern	ядро	kern	ядро		N;INAN;NOM;NEUT;SG
troon	трун	troon	трун	N;SG	N;INAN;GEN;FEM;PL
joseph	джозеф	joseph	джозеф		PROPN;ANIM;NOM;MASC;SG
joseph	йосип	joseph	йосип		PROPN;ANIM;NOM;MASC;SG
joseph	жозеф	joseph	жозеф		PROPN;ANIM;NOM;MASC;SG
joseph	йозеф	joseph	йозеф		PROPN;ANIM;NOM;MASC;SG
idee	idea	idee	idea	N;SG	
verdrag	договір	verdrag	договір	V;PRS	N;INAN;NOM;MASC;SG
verdrag	договору	verdrag	договір	V;PRS	N;INAN;GEN;MASC;SG
somerset	сомерсет	somerset	сомерсет		PROPN;INAN;NOM;MASC;SG
provinsies	штати	provinsie	штати	N;PL	PROPN;INAN;NOM
brand	fire	brand	fire		
brand	вогнем	brand	вогонь		N;INAN;INS;MASC;SG
brand	вогонь	brand	вогонь		N;INAN;NOM;MASC;SG
brand	пожежа	brand	пожежа		N;INAN;NOM;FEM;SG
wêreldwyd	worldwide	wêreldwyd	worldwide	ADV	
wêreldwyd	глобальний	wêreldwyd	глобальний	ADV	ADJ;NOM;MASC;SG
wêreldwyd	global	wêreldwyd	global	ADV	
wêreldwyd	загальні	wêreldwyd	загальний	ADV	ADJ;NOM;PL
wiki	вікі	wiki	вік		
volume	гучність	volume	гучність		N;INAN;NOM;FEM;SG
tipiese	типові	tipies	тип	N;SG	ADJ;NOM;PL
tipiese	типова	tipies	типовий	N;SG	ADJ;NOM;FEM;SG
tipiese	типовий	tipies	типовий	N;SG	ADJ;NOM;MASC;SG
dekades	грунту	dekade	грунт	N;PL	N;INAN;GEN;MASC;SG
wellington	веллінгтон	wellington	веллінгтон		PROPN;INAN;NOM;MASC;SG
relatief	відносно	relatief	відносно		ADV
relatief	відносна	relatief	відносний		ADJ;NOM;FEM;SG
relatief	відносний	relatief	відносний		ADJ;NOM;MASC;SG
pers	фіолетовий	pers	фіолетовий	N;PL	ADJ;NOM;MASC;SG
pers	преса	pers	преса	N;PL	N;INAN;NOM;FEM;SG
pers	натиснути	pers	натиснути	N;PL	V;PFV;NFIN
pers	прес	pers	пресовий	N;PL	
pers	press	pers	press	N;PL	
pers	бузкова	pers	бузкова	N;PL	ADJ;NOM;FEM;SG
tydskrif	magazine	tydskrif	magazine	N;SG	
kruis	хрест	kruis	хрест		N;INAN;NOM;MASC;SG
kruis	хрестик	kruis	хрестик		N;INAN;NOM;MASC;SG
kruis	крос	kruis	крос		
villiers	вільє	villiers	вільє		
martin	мартін	martin	мартін		PROPN;ANIM;NOM;MASC;SG
vele	багато	vele	багато		ADV
vele	багатьох	vele	багато		DET;ACC
verhuis	зворушений	verhuis	зворушений	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verhuis	переїхала	verhuis	переїхати	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
verhuis	переїхали	verhuis	переїхати	V;PRS	V;PFV;IND;PL;PST;FIN
verhuis	переїхав	verhuis	переїхати	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
saal	холл	saal	холл	N;SG	
saal	зали	saal	зала	N;SG	N;INAN;NOM;FEM;PL
saal	голл	saal	голл	N;SG	PROPN;ANIM;NOM;MASC;SG
spel	гри	spel	гра	N;SG	N;INAN;NOM;FEM;PL
spel	гри	spel	гра	N;SG	N;INAN;NOM;FEM;PL
litaue	литві	litau	литво	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
litaue	литви	litau	литва	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
litaue	литва	litau	литво	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
brug	міст	brug	місто	N;SG	
rand	ренд	rand	ренд		PROPN;ANIM;NOM;FEM;SG
rand	ребро	rand	ребро		N;INAN;NOM;NEUT;SG
rand	край	rand	край		N;INAN;NOM;MASC;SG
rand	ребра	rand	ребро		N;INAN;NOM;NEUT;PL
rand	edge	rand	edge		
gelyk	дорівнює	gelyk	дорівнювати		V;IPFV;IND;SG;3;PRS;FIN
gelyk	рівне	gelyk	рівний		ADJ;NOM;NEUT;SG
silwer	літр	silwer	літр		
silwer	фільтрування	silwer	фільтрування		N;INAN;NOM;NEUT;SG
silwer	срібла	silwer	срібло		N;INAN;NOM;NEUT;SG
silwer	срібло	silwer	срібло		N;INAN;NOM;NEUT;SG
silwer	silver	silwer	silver		
silwer	срібний	silwer	срібний		ADJ;NOM;MASC;SG
silwer	заповнення	silwer	заповнення		N;INAN;NOM;NEUT;SG
silwer	заповнювати	silwer	заповнювати		V;IPFV;NFIN
silwer	заповнити	silwer	заповнити		V;PFV;NFIN
voorwerp	object	voorwerp	object	N;SG	
natuur	природня	natuur	природній	N;SG	ADJ;NOM;FEM;SG
stille	мовчать	stille	мовчати	N;SG	V;IPFV;IND;PL;3;PRS;FIN
stille	тихо	stille	тихо	N;SG	ADV
produkte	продукція	produk	продукція	N;PL	N;INAN;NOM;FEM;SG
produkte	виріб	produk	виріб	N;PL	N;INAN;NOM;MASC;SG
westerse	західний	westers	західний		ADJ;NOM;MASC;SG
westerse	західні	westers	західний		ADJ;NOM;PL
westerse	західна	westers	західний		ADJ;NOM;FEM;SG
vereniging	асоціації	vereniging	асоціація	N;SG	N;INAN;NOM;FEM;PL
seker	впевнений	seker	впевнений	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
seker	впевнені	seker	впевнений	ADV	ADJ;PFV;NOM;PL;V.PTCP;PASS
verstaan	зрозуміла	verstaan	зрозуміти	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
eintlik	насправді	eintlik	насправді		ADV
eintlik	взагалі	eintlik	взагалі		ADV
belangstelling	відсотки	belangstelling	відсоток	N;SG	N;INAN;NOM;MASC;PL
belangstelling	відсоткова	belangstelling	відсотковий	N;SG	ADJ;NOM;FEM;SG
ware	ям	waar	ям	N;SG	
bedank	вихід	bedank	вихід	V;PRS	N;INAN;NOM;MASC;SG
griekeland	alcoa	griekeland	alcoa	N;SG	
griekeland	греції	griekeland	греція	N;SG	PROPN;INAN;NOM;FEM;SG
iran	іран	iran	іран		PROPN;INAN;NOM;MASC;SG
iran	ірану	iran	іран		PROPN;INAN;GEN;MASC;SG
vrugte	фрукти	vrug	фрукт	N;SG	N;INAN;NOM;MASC;PL
vrugte	плоди	vrug	плода	N;SG	N;INAN;NOM;MASC;PL
vrugte	фруктові	vrug	фруктовий	N;SG	ADJ;NOM;PL
gas	газова	gas	газовий	N;SG	ADJ;NOM;FEM;SG
gas	guest	gas	guest	N;SG	
stigter	творець	stigter	творець		N;ANIM;NOM;MASC;SG
stigter	автор	stigter	автор		N;ANIM;NOM;MASC;SG
stigter	створив	stigter	створити		V;PFV;MASC;IND;SG;PST;FIN
stam	root	stam	root	N;SG	
verlede	минулий	verlede	минулий	N;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verlede	минулі	verlede	минуль	N;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
verlede	минуле	verlede	минути	N;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
akademie	академії	akademie	академія	N;SG	N;INAN;NOM;FEM;PL
aangewys	названої	aanwys	названий	V;PST;V.PTCP	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
aangewys	призначені	aanwys	призначений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gesluit	закрита	sluit	закрита	V;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
gesluit	закриті	sluit	закритий	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
eenvoudige	просту	eenvoudig	простий	ADJ;NOM	ADJ;ACC;FEM;SG
gekoop	платні	koop	платний	V;PST;V.PTCP	ADJ;NOM;PL
gekoop	придбаний	koop	придбаний	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
tradisie	традиції	tradisie	традиція	N;SG	N;INAN;NOM;FEM;PL
here	господь	heer	господь		N;INAN;NOM;MASC;SG
here	господа	heer	господа		N;ANIM;ACC;MASC;SG
here	володар	heer	володар		N;ANIM;NOM;MASC;SG
here	лорд	heer	лорд		PROPN;ANIM;NOM;MASC;SG
kalifornië	каліфорнію	kalifornië	каліфорнія	N;SG	ADJ;ACC;FEM;SG
kalifornië	california	kalifornië	california	N;SG	
kalifornië	каліфорнія	kalifornië	каліфорнія	N;SG	PROPN;INAN;NOM;FEM;SG
royal	королівська	royal	королівський		ADJ;NOM;FEM;SG
royal	royal	royal	royal		
royal	королівський	royal	королівський		ADJ;NOM;MASC;SG
royal	королівське	royal	королівський		ADJ;NOM;NEUT;SG
royal	рояль	royal	рояль		N;INAN;NOM;MASC;SG
bevind	виявить	bevind	виявити	V;PRS	V;PFV;IND;SG;3;FUT;FIN
bevind	знайде	bevind	знайти	V;PRS	V;PFV;IND;SG;3;FUT;FIN
egiptiese	єгипетський	egipties	єгипетський		ADJ;NOM;MASC;SG
egiptiese	єгипетська	egipties	єгипетський		ADJ;NOM;FEM;SG
uitgereik	виданий	uitreik	виданий	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
akademiese	навчального	akademies	навчальний	ADJ;NOM	ADJ;GEN;MASC;SG
gou	soon	gou	soon	ADV	
