kategória	kategória	kategória	kategória	N;NOM;FEM;SG	
rastliny	növény	rastlina	növény	N;NOM;FEM;PL	N;NOM;SG
line	line	lina	line	N;NOM;FEM;SG	
line	sor	lina	sor	N;NOM;FEM;SG	
viaceré	többszörös	viacero	többszörös	ADJ;NOM;NEUT;SG	N;NOM;SG
viaceré	többszörösen	viacero	többszörös	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
takéto	ilyen	takýto	ilyen	DET;NOM;NEUT;SG	
moskva	moszkvai	moskvo	moszkvai	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
moskva	moszkvában	moskvo	moszkva	N;INAN;NOM;MASC;SG	PROPN;IN+ESS;SG
moskva	moszkva	moskvo	moszkva	N;INAN;NOM;MASC;SG	
zhruba	durván	zhruba	durván	PART	
zhruba	nagyjából	zhruba	nagy	PART	N;IN+ABL;SG
afriky	afrikai	afrika	afrikai	N;NOM;FEM;PL	
afriky	afrika	afrika	afrika	N;NOM;FEM;PL	
pokračoval	folyamatos	pokračovať	folyamatos	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	
pokračoval	folytatása	pokračovať	folytatás	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;SG
pokračoval	folytatás	pokračovať	folytatás	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;SG
pozície	pozíció	pozícia	pozíció	N;NOM;FEM;PL	N;NOM;SG
japonsku	japán	japonsko	japán	ADV	
vety	kifejezéseket	veta	kifejezés	N;NOM;FEM;PL	N;ACC;PL
vety	ítélet	veta	ítélet	N;NOM;FEM;PL	N;NOM;SG
vety	mondat	veta	mondat	N;NOM;FEM;PL	N;NOM;SG
vety	mondat	veta	mondat	N;NOM;FEM;PL	N;NOM;SG
novembri	novemberi	november	novemberi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
novembri	novemberben	november	november	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
kusov	darabok	kus	darab	N;INAN;GEN;MASC;PL	N;NOM;PL
kusov	darabjai	kus	darab	N;INAN;GEN;MASC;PL	N;NOM;PL
kusov	darab	kus	darab	N;INAN;GEN;MASC;PL	
kusov	darabokban	kus	darab	N;INAN;GEN;MASC;PL	N;IN+ESS;PL
ríme	róma	rím	róma	N;INAN;NOM;MASC;SG	
hlasov	szavazatok	hlas	szavazat	N;INAN;GEN;MASC;PL	N;NOM;PL
hlasov	szavazat	hlas	szavazat	N;INAN;GEN;MASC;PL	
hlasov	hangok	hlas	hang	N;INAN;GEN;MASC;PL	N;NOM;PL
hlasov	hangokat	hlas	hang	N;INAN;GEN;MASC;PL	N;ACC;PL
firma	határozott	firm	határoz	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
štart	start	štart	start	N;INAN;NOM;MASC;SG	
štart	kezdeni	štart	kezd	N;INAN;NOM;MASC;SG	V;NFIN;ACT
japonsko	japán	japonsko	japán		
time	ideje	tima	idő		N;NOM;SG
time	időpont	tima	időpont		N;NOM;SG
time	idő	tima	idő		N;NOM;SG
maria	mária	mariť	mária	PROPN;NOM;FEM;SG	
maria	maria	mariť	maria	PROPN;NOM;FEM;SG	
stanici	állomás	stanica	állomás	N;DAT;FEM;SG	N;NOM;SG
stanici	pályaudvar	stanica	pályaudvar	N;DAT;FEM;SG	N;NOM;SG
časopisu	magazin	časopis	magazin	N;INAN;GEN;MASC;SG	N;NOM;SG
časopisu	tár	časopis	tár	N;INAN;GEN;MASC;SG	N;NOM;SG
časopisu	újság	časopis	újság	N;INAN;GEN;MASC;SG	N;NOM;SG
socha	szobrok	socha	szobor	N;NOM;FEM;SG	N;NOM;PL
socha	szobrot	socha	szobor	N;NOM;FEM;SG	N;ACC;SG
hudbu	zene	hudba	zene	N;ACC;FEM;SG	N;NOM;SG
technické	műszaki	technický	műszaki	ADJ;NOM;NEUT;SG	N;NOM;SG
nato	nato	nato	nato		N;NOM;SG
severne	észak	severne	észak	N;NOM;FEM;PL	
severne	északi	severne	északi	N;NOM;FEM;PL	
severne	északra	severne	észak	N;NOM;FEM;PL	N;ON+ALL;SG
noviny	újság	noviny	újság	N;NOM;FEM;PL	N;NOM;SG
noviny	újság	noviny	újság	N;NOM;FEM;PL	N;NOM;SG
skoro	majdnem	skoro	majdnem	PART	
skoro	korán	skoro	korán	PART	
skoro	korai	skoro	korai	PART	
apollo	apollo	apollo	apollo	N;ANIM;NOM;MASC;SG	
apollo	apolló	apollo	apolló	N;ANIM;NOM;MASC;SG	
slnko	sun	slnko	sun	N;NOM;NEUT;SG	
lodí	hajók	loď	hajó	N;GEN;FEM;PL	N;NOM;PL
mapy	térkép	mapy	térkép	N;NOM;FEM;PL	
mapy	térképeket	mapy	térkép	N;NOM;FEM;PL	N;ACC;PL
mapy	térkép	mapy	térkép	N;NOM;FEM;PL	
mapy	térképet	mapy	térkép	N;NOM;FEM;PL	N;ACC;SG
účastníci	résztvevőknek	účastník	résztvevő	N;ANIM;NOM;MASC;PL	N;DAT;PL
účastníci	résztvevő	účastník	résztvevő	N;ANIM;NOM;MASC;PL	
autorov	írók	autor	író	N;ANIM;GEN;MASC;PL	N;NOM;PL
autorov	szerzői	autor	szerzői	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
autorov	szerzők	autor	szerző	N;ANIM;GEN;MASC;PL	N;NOM;PL
špeciálne	különleges	špeciálne	különleges	ADV	
špeciálne	speciális	špeciálne	speciális	ADV	ADJ;NOM;SG
zlatá	cuki	zlatý	cuki	ADJ;NOM;FEM;SG	
zlatá	aranyos	zlatý	aranyos	ADJ;NOM;FEM;SG	
zlatá	arany	zlatý	arany	ADJ;NOM;FEM;SG	
zlatá	golden	zlatý	golden	ADJ;NOM;FEM;SG	
zlatá	arany	zlatý	arany	ADJ;NOM;FEM;SG	
národov	nemzetek	národ	nemzet	N;INAN;GEN;MASC;PL	N;NOM;PL
národov	népek	národ	nép	N;INAN;GEN;MASC;PL	N;NOM;PL
dôvodov	okok	dôvod	ok	N;INAN;GEN;MASC;PL	N;NOM;PL
automaticky	auto	automaticky	auto	ADV	
automaticky	automata	automaticky	automata	ADV	
automaticky	automatikus	automaticky	automatikus	ADV	N;NOM;SG
automaticky	automata	automaticky	automata	ADV	
automaticky	automatikus	automaticky	automatikus	ADV	N;NOM;SG
automaticky	automatikusan	automaticky	automatikus	ADV	ADJ;FRML;SG
automaticky	automatikus	automaticky	automatikus	ADV	N;NOM;SG
vlastne	igazából	vlastne	igazából	PART	ADV
vlastne	valójában	vlastne	valójában	PART	N;IN+ESS;SG
iso	iso	iso	iso		
stretnutia	ülésein	stretnutie	ülés	N;NOM;NEUT;PL	N;ON+ESS;PL
stretnutia	gyűlés	stretnutie	gyűlés	N;NOM;NEUT;PL	N;NOM;SG
stretnutia	találkozás	stretnutie	találkozás	N;NOM;NEUT;PL	N;NOM;SG
stretnutia	találkozó	stretnutie	találkozó	N;NOM;NEUT;PL	N;NOM;SG
stretnutia	megbeszélés	stretnutie	megbeszélés	N;NOM;NEUT;PL	N;NOM;SG
aktivity	tevékenység	aktivita	tevékenység	N;NOM;FEM;PL	N;NOM;SG
aktivity	tevékenység	aktivita	tevékenység	N;NOM;FEM;PL	N;NOM;SG
aktivity	aktivitás	aktivita	aktivitás	N;NOM;FEM;PL	N;NOM;SG
franche	franche	franch	franche	N;NOM;FEM;SG	
ostrovov	szigetek	ostrov	sziget	N;INAN;GEN;MASC;PL	N;NOM;PL
ostrovov	szigeteket	ostrov	sziget	N;INAN;GEN;MASC;PL	N;ACC;PL
provincii	tartomány	provincia	tartomány	N;DAT;FEM;SG	N;NOM;SG
provincii	tartományban	provincia	tartomány	N;DAT;FEM;SG	N;IN+ESS;SG
meria	mért	meriť	mért	V;IPFV;IND;SG;3;POS;PRS;FIN	
meria	mérték	meriť	mér	V;IPFV;IND;SG;3;POS;PRS;FIN	
španielsky	spanyolul	španielsky	spanyolul	ADJ;ANIM;NOM;MASC;SG	
španielsky	spanyolok	španielsky	spanyol	ADJ;ANIM;NOM;MASC;SG	N;NOM;PL
španielsky	spanyol	španielsky	spanyol	ADJ;ANIM;NOM;MASC;SG	
roman	római	roman	római	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;SG
roman	roman	roman	roman	PROPN;ANIM;NOM;MASC;SG	
červená	piros	červený	piros	ADJ;NOM;FEM;SG	
červená	piroska	červený	piroska	ADJ;NOM;FEM;SG	
červená	vörös	červený	vörös	ADJ;NOM;FEM;SG	
správne	helyes	správne	helyes	ADV	
správne	korrekt	správne	korrekt	ADV	
svetla	fény	svetlo	fény	N;NOM;NEUT;PL	N;NOM;SG
svetla	light	svetlo	light	N;NOM;NEUT;PL	
svetla	fényt	svetlo	fény	N;NOM;NEUT;PL	N;ACC;SG
doubs	doubs	doubs	doubs	PROPN;NOM;MASC;SG	PROPN;NOM;SG
čierna	fekete	čierny	feket	ADJ;NOM;FEM;SG	
čierna	black	čierny	black	ADJ;NOM;FEM;SG	
vidieť	látván	vidieť	látván	V;IPFV;POS;NFIN	
vidieť	látva	vidieť	látva	V;IPFV;POS;NFIN	ADV;V.CVB
vidieť	lásd	vidieť	lásd	V;IPFV;POS;NFIN	
hore	ébren	hore	éb	ADV	
hore	fent	hore	fent	ADV	
značne	jelentősen	značne	jelentős	ADV	ADJ;FRML;SG
bunky	cella	bunka	cella	N;NOM;FEM;PL	N;NOM;SG
bunky	sejt	bunka	sejt	N;NOM;FEM;PL	N;NOM;SG
administratívne	adminisztratív	administratívne	adminisztratív	ADJ;NOM;NEUT;SG	N;NOM;SG
športové	sport	športový	sport	ADJ;NOM;NEUT;SG	
športové	sport	športový	sport	ADJ;NOM;NEUT;SG	
športové	sportban	športový	sport	ADJ;NOM;NEUT;SG	N;IN+ESS;SG
čoskoro	nemsokára	čoskoro	nemsoka	ADV	N;ON+ALL;SG
skratka	mozaikszó	skratka	mozaikszó	N;NOM;FEM;SG	N;NOM;PL
kanada	kanada	kanada	kanada	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
kanada	kanadai	kanada	kanadai	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;SG
prahy	küszöb	prah	küszöb	N;NOM;FEM;PL	
prahy	prága	prah	prága	N;NOM;FEM;PL	PROPN;NOM;SG
prahy	prágai	prah	prágai	N;NOM;FEM;PL	
posledná	utoljára	posledný	utoljára	N;NOM;FEM;SG	ADV
posledná	utolsónak	posledný	utolsó	N;NOM;FEM;SG	ADV
posledná	last	posledný	last	N;NOM;FEM;SG	
posledná	utolsó	posledný	utolsó	N;NOM;FEM;SG	
hrať	játék	hrať	játék	V;IPFV;POS;NFIN	N;NOM;SG
hrať	play	hrať	play	V;IPFV;POS;NFIN	
hrať	játssz	hrať	játssz	V;IPFV;POS;NFIN	
ferdinand	ferdinand	ferdinand	ferdinand	N;ANIM;NOM;MASC;SG	
sezóna	szezont	sezón	szezont	N;NOM;FEM;SG	N;ACC;SG
london	londoni	london	londoni	PROPN;ANIM;NOM;MASC;SG	
london	londonban	london	london	PROPN;ANIM;NOM;MASC;SG	N;IN+ESS;SG
london	london	london	london	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
london	londonba	london	london	PROPN;ANIM;NOM;MASC;SG	
bitky	harcol	bitka	harcol	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
bitky	verés	bitka	verés	N;NOM;FEM;PL	N;NOM;SG
one	egy	ona	egy		DET;INDF
používané	használt	používaný	használt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
používané	felhasznált	používaný	felhasznált	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
motora	hajtómű	motor	hajtómű	N;INAN;GEN;MASC;SG	N;NOM;SG
motora	motor	motor	motor	N;INAN;GEN;MASC;SG	N;NOM;SG
ríma	róma	rím	róma	N;INAN;GEN;MASC;SG	
boj	harci	boj	harci	N;INAN;NOM;MASC;SG	
boj	harcolni	boj	harcol	N;INAN;NOM;MASC;SG	V;NFIN;ACT
vecí	dolgok	vec	dolog	N;GEN;FEM;PL	N;NOM;PL
vecí	dolgokat	vec	dolog	N;GEN;FEM;PL	N;ACC;PL
júni	júniusi	jún	júniusi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
júni	june	jún	june	N;INAN;NOM;MASC;SG	
júni	júniusban	jún	június	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
pásmo	band	pásmo	band	N;NOM;NEUT;SG	
pásmo	banda	pásmo	banda	N;NOM;NEUT;SG	
pásmo	együttes	pásmo	együttes	N;NOM;NEUT;SG	
dĺžku	hossza	dĺžka	hosszú	N;ACC;FEM;SG	N;NOM;SG
dĺžku	hossz	dĺžka	hossz	N;ACC;FEM;SG	
dĺžku	hosszúság	dĺžka	hosszúság	N;ACC;FEM;SG	N;NOM;SG
nižšie	alul	nízko	alul	ADV;CMPR	
nižšie	alatt	nízko	alatt	ADV;CMPR	ADP
nižšie	alatta	nízko	alat	ADV;CMPR	
nižšie	lent	nízko	lesz	ADV;CMPR	
nižšie	alacsonyabb	nízko	alacsony	ADV;CMPR	ADJ;NOM;CMPR;SG
nižšie	alsó	nízko	alsó	ADV;CMPR	
divákov	néző	divák	néző	N;ANIM;ACC;MASC;PL	
divákov	nézők	divák	néző	N;ANIM;ACC;MASC;PL	N;NOM;PL
divákov	nézők	divák	néző	N;ANIM;ACC;MASC;PL	N;NOM;PL
úspešne	sikeresen	úspešne	sikeres	ADV	ADJ;FRML;SG
viedeň	bécsi	viedeň	bécsi	N;INAN;NOM;MASC;SG	
hádzanej	kézilabda	hádzaný	kézilabda	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS	N;NOM;SG
vzťahu	kapcsolat	vzťah	kapcsolat	N;INAN;DAT;MASC;SG	N;NOM;SG
panna	virgo	panna	virgo	N;NOM;FEM;SG	
panna	virgin	panna	virgin	N;NOM;FEM;SG	
panna	szűz	panna	szűz	N;NOM;FEM;SG	
tvorili	kialakult	tvoriť	kialakult	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tvorili	alakított	tvoriť	alakított	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tvorili	alakult	tvoriť	alakul	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
dvakrát	kétszer	dvakrát	két	ADV	
pilot	pilot	pilot	pilot	N;ANIM;NOM;MASC;SG	
gironde	gironde	gironde	girond	PROPN;NOM;FEM;SG	N;NOM;SG
provincia	tartományban	provincie	tartomány	N;NOM;FEM;SG	N;IN+ESS;SG
žena	nö	žena	nö	N;NOM;FEM;SG	
žena	nőnemű	žena	nőnemű	N;NOM;FEM;SG	
žena	női	žena	női	N;NOM;FEM;SG	
predpokladá	feltételezett	predpokladať	feltételezett	V;IPFV;IND;SG;3;POS;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
predpokladá	feltételeztem	predpokladať	feltételez	V;IPFV;IND;SG;3;POS;PRS;FIN	V;DEF;IND;SG;1;PST;FIN;ACT
sila	erőt	sila	erő	N;NOM;FEM;SG	N;ACC;SG
sila	force	sila	force	N;NOM;FEM;SG	
dieťa	bébi	dieťa	bébi	N;NOM;NEUT;SG	
dieťa	kölyök	dieťa	kölyök	N;NOM;NEUT;SG	
dordogne	dordogne	dordogne	dordog	PROPN;NOM;FEM;SG	N;NOM;SG
mierne	enyhe	mierne	enyhe	ADV	
mierne	mérsékelten	mierne	mérsékelt	ADV	ADJ;FRML;SG
mierne	enyhe	mierne	enyhe	ADV	
mierne	enyhén	mierne	enyhén	ADV	
mierne	kissé	mierne	kissé	ADV	
mierne	kevéssé	mierne	kevéssé	ADV	
navigačné	nav	navigačný	nav	ADJ;NOM;NEUT;SG	N;NOM;SG
vedenie	irányítási	vedenie	irányítási	N;NOM;NEUT;SG	ADJ;NOM;SG
vedenie	vezetői	vedenie	vezető	N;NOM;NEUT;SG	N;NOM;PL
vedenie	vezet	vedenie	vezet	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
stredná	középre	stredný	közép	ADJ;NOM;FEM;SG	N;ON+ALL;SG
stredná	közép	stredný	közép	ADJ;NOM;FEM;SG	
stredná	középső	stredný	középső	ADJ;NOM;FEM;SG	
stredná	mérsékelt	stredný	mérsékel	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
stredná	aljas	stredný	aljas	ADJ;NOM;FEM;SG	
prebieha	folyamatos	prebiehať	folyamatos	V;IPFV;IND;SG;3;POS;PRS;FIN	
prebieha	folyamatban	prebiehať	folyamat	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IN+ESS;SG
referencie	hivatkozás	referencia	hivatkozás	N;NOM;FEM;PL	N;NOM;SG
referencie	hivatkozásokat	referencia	hivatkozás	N;NOM;FEM;PL	N;ACC;PL
referencie	hivatkozás	referencia	hivatkozás	N;NOM;FEM;PL	N;NOM;SG
referencie	referencia	referencia	referencia	N;NOM;FEM;PL	ADJ;NOM;SG
referencie	utalás	referencia	utalás	N;NOM;FEM;PL	N;NOM;SG
plochy	asztali	plocha	asztali	N;NOM;FEM;PL	
plochy	asztal	plocha	asz	N;NOM;FEM;PL	N;NOM;SG
schopnosť	képességek	schopnosť	képesség	N;NOM;FEM;SG	N;NOM;PL
svetlo	light	svetlo	light	N;NOM;NEUT;SG	
svetlo	fényt	svetlo	fény	N;NOM;NEUT;SG	N;ACC;SG
medzinárodný	international	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	
relatívne	relatív	relatívny	relatív	ADV	
relatívne	viszonylagos	relatívny	viszonylagos	ADV	
relatívne	rokon	relatívny	rokon	ADV	
budov	épületek	budova	épület	N;GEN;FEM;PL	N;NOM;PL
vnútri	belül	vnútro	belül	N;NOM;NEUT;SG	ADP
vnútri	belüli	vnútro	belüli	N;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
group	csoport	group	csoport		N;NOM;SG
group	csoportban	group	csoport		N;IN+ESS;SG
futbal	football	futbať	football	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
galéria	galériában	galéria	galéria	N;NOM;FEM;SG	N;IN+ESS;SG
potreby	kell	potreba	kell	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
potreby	szükséglet	potreba	szükséglet	N;NOM;FEM;PL	N;NOM;SG
osoba	személy	osoba	személy	N;NOM;FEM;SG	
osoba	személyre	osoba	személy	N;NOM;FEM;SG	
kanade	kanada	kanada	kanada	N;NOM;FEM;SG	PROPN;NOM;SG
kanade	kanadai	kanada	kanadai	N;NOM;FEM;SG	ADJ;NOM;SG
mohla	lehetne	môcť	lesz	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;3;PRS;FIN;ACT
dvd	dvd	dvd	dvd		N;NOM;SG
vlastný	saját	vlastný	saját	ADJ;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
vlastný	egyedi	vlastný	egyedi	ADJ;ANIM;NOM;MASC;SG	
vlastný	egyéni	vlastný	egyéni	ADJ;ANIM;NOM;MASC;SG	
názor	vélemény	názor	vélemény	N;INAN;NOM;MASC;SG	
názor	véleményt	názor	vélemény	N;INAN;NOM;MASC;SG	N;ACC;SG
názor	vélemények	názor	vélemény	N;INAN;NOM;MASC;SG	N;NOM;PL
isère	isère	iskre	isere		
švajčiarsko	svájc	švajčiarsko	svájc	PROPN;NOM;NEUT;SG	
vytvorili	létrehozott	vytvoriť	létrehozott	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	N;ACC;SG
vytvorili	létrehozva	vytvoriť	létrehozva	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	N;NOM;SG
vytvorili	teremtett	vytvoriť	teremtett	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
najväčších	legnagyobb	veľký	nagy	ADV;RL	ADJ;NOM;RL;SG
škoda	kár	škoda	kár	N;NOM;FEM;SG	
škoda	szégyen	škoda	szégyen	N;NOM;FEM;SG	
autora	író	autor	író	N;ANIM;ACC;MASC;SG	N;NOM;SG
autora	szerző	autor	szerző	N;ANIM;ACC;MASC;SG	
švédsko	svédország	švédsko	svédország	PROPN;NOM;NEUT;SG	N;NOM;SG
pohára	kupa	pohár	kupa	N;INAN;GEN;MASC;SG	N;NOM;SG
pohára	csésze	pohár	csésze	N;INAN;GEN;MASC;SG	N;NOM;SG
pohára	cup	pohár	cup	N;INAN;GEN;MASC;SG	
pohára	pohár	pohár	pohár	N;INAN;GEN;MASC;SG	N;NOM;SG
pohára	bögre	pohár	bögre	N;INAN;GEN;MASC;SG	N;NOM;SG
gólov	célkitűzések	gól	célkitűzés	N;INAN;GEN;MASC;PL	N;NOM;PL
gólov	célokat	gól	cél	N;INAN;GEN;MASC;PL	N;ACC;PL
gólov	célok	gól	cél	N;INAN;GEN;MASC;PL	N;NOM;PL
trate	nyomokat	triata	nyom	N;NOM;FEM;PL	N;ACC;PL
star	csillagos	star	csillagos		N;NOM;SG
star	csillag	star	csillag		N;NOM;SG
star	sztár	star	sztár		N;NOM;SG
čierny	fekete	čierny	feket	ADJ;ANIM;NOM;MASC;SG	
čierny	black	čierny	black	ADJ;ANIM;NOM;MASC;SG	
post	posta	post	posta	N;INAN;NOM;MASC;SG	
post	post	post	post	N;INAN;NOM;MASC;SG	
post	bejegyzést	post	bejegyzés	N;INAN;NOM;MASC;SG	N;ACC;SG
post	bejegyzésre	post	bejegyzés	N;INAN;NOM;MASC;SG	N;ON+ALL;SG
indre	indre	indra	indre	PROPN;NOM;FEM;SG	
petr	petr	petr	petr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
pracuje	dolgozó	pracovať	dolgozó	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;SG
pracuje	dolgozom	pracovať	dolgozik	V;IPFV;IND;SG;3;POS;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
pracuje	dolgozok	pracovať	dolgozik	V;IPFV;IND;SG;3;POS;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
maďarský	magyarul	maďarský	magyar	ADJ;ANIM;NOM;MASC;SG	
maďarský	magyarok	maďarský	magyar	ADJ;ANIM;NOM;MASC;SG	N;NOM;PL
maďarský	hungarian	maďarský	hungarian	ADJ;ANIM;NOM;MASC;SG	
väčší	nagyobbak	veľký	nagy	ADJ;ANIM;NOM;CMPR;MASC;SG	ADV
väčší	nagyobbak	veľký	nagy	ADJ;ANIM;NOM;CMPR;MASC;SG	ADV
plocha	asztali	plocha	asztali	N;NOM;FEM;SG	
zvolen	zólyom	zvolen	zólyom	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
karl	carl	karl	carl	PROPN;ANIM;NOM;MASC;SG	
karl	károly	karl	károly	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
karl	karl	karl	karl	PROPN;ANIM;NOM;MASC;SG	
biely	fehér	biely	fehér	ADJ;ANIM;NOM;MASC;SG	
umiestnené	elhelyezett	umiestnený	elhelyezett	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
umiestnené	helyezett	umiestnený	helyez	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
umiestnené	elhelyezett	umiestnený	elhelyezett	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
vstup	belépés	vstup	belépés	N;INAN;NOM;MASC;SG	
histórie	történelme	história	történelem	N;NOM;FEM;PL	N;NOM;SG
histórie	történelem	história	történel	N;NOM;FEM;PL	N;NOM;SG
povstania	felkelés	povstanie	felkelés	N;NOM;NEUT;PL	N;NOM;SG
povstania	felkelés	povstanie	felkelés	N;NOM;NEUT;PL	N;NOM;SG
hodiny	órákban	hodina	óra	N;NOM;FEM;PL	N;IN+ESS;PL
hodiny	óra	hodina	óra	N;NOM;FEM;PL	N;NOM;SG
hodiny	óra	hodina	óra	N;NOM;FEM;PL	N;NOM;SG
roussillon	roussillon	roussillon	roussill	N;NOM;NEUT;SG	
francúzske	francia	francúzsky	francia	ADJ;NOM;NEUT;SG	
francúzske	franciák	francúzsky	francia	ADJ;NOM;NEUT;SG	N;NOM;PL
múzea	múzeum	múzeum	múzeum	N;NOM;NEUT;PL	N;NOM;SG
múzea	múzeumi	múzeum	múzeumi	N;NOM;NEUT;PL	N;NOM;SG
múzea	múzeum	múzeum	múzeum	N;NOM;NEUT;PL	N;NOM;SG
múzea	museum	múzeum	museum	N;NOM;NEUT;PL	
johann	johann	johann	johann	PROPN;ANIM;NOM;MASC;SG	
najmenej	legkevesebb	málo	kevev	ADV;RL	
najmenej	legkevésbé	málo	kevésbé	ADV;RL	
pôvodné	eredeti	pôvodný	eredeti	ADJ;NOM;NEUT;SG	N;NOM;SG
hrali	játszott	hrať	játszik	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hrali	játszottam	hrať	játszik	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
ruská	orosz	ruský	orosz	ADJ;NOM;FEM;SG	
ruská	oroszul	ruský	orosz	ADJ;NOM;FEM;SG	
ruská	oroszország	ruský	oroszország	ADJ;NOM;FEM;SG	N;NOM;SG
chrámu	templom	chrám	templom	N;INAN;GEN;MASC;SG	N;NOM;SG
chrámu	szentély	chrám	szentély	N;INAN;GEN;MASC;SG	N;NOM;SG
chrámu	temploma	chrám	temploma	N;INAN;GEN;MASC;SG	N;NOM;SG
chrámu	temple	chrám	temple	N;INAN;GEN;MASC;SG	
obrany	védelem	obrana	védelem	N;NOM;FEM;PL	N;NOM;SG
obrany	védekezés	obrana	védekezés	N;NOM;FEM;PL	N;NOM;SG
obrany	védelmi	obrana	védelmi	N;NOM;FEM;PL	
novín	lapok	noviny	lap	N;GEN;FEM;PL	N;NOM;PL
novín	újság	noviny	újság	N;GEN;FEM;PL	N;NOM;SG
novín	újságok	noviny	újság	N;GEN;FEM;PL	N;NOM;PL
novín	újság	noviny	újság	N;GEN;FEM;PL	N;NOM;SG
str	str	str	str		V;INDF;IND;SG;3;PRS;FIN;ACT
vienne	vienne	vienne	vien	ADV	PROPN;NOM;SG
rieke	folyami	rieka	folyami	N;DAT;FEM;SG	N;NOM;SG
rieke	folyó	rieka	folyó	N;DAT;FEM;SG	
parlamentu	parlament	parlament	parlament	N;INAN;GEN;MASC;SG	N;NOM;SG
hranicu	határ	hranica	határ	N;ACC;FEM;SG	N;NOM;SG
hranicu	határon	hranica	határ	N;ACC;FEM;SG	N;ON+ESS;SG
hranicu	határokon	hranica	határ	N;ACC;FEM;SG	N;ON+ESS;PL
podujatia	esemény	podujatie	esemény	N;NOM;NEUT;PL	N;NOM;SG
najvyššie	legmagasabb	vysoko	nagmagas	ADV;RL	ADJ;NOM;RL;SG
ústavu	alkotmány	ústav	alkotmány	N;INAN;GEN;MASC;SG	N;NOM;SG
kardinál	bíboros	kardinál	bíboros	N;ANIM;NOM;MASC;SG	
majstrov	masters	majster	masters	N;INAN;NOM;MASC;PL	
mesiace	hónap	mesiac	hónap	N;INAN;NOM;MASC;PL	N;NOM;SG
mesiace	hónapokig	mesiac	hónap	N;INAN;NOM;MASC;PL	N;PL
výšky	heights	výška	heights	N;NOM;FEM;PL	
výšky	magassága	výška	magasság	N;NOM;FEM;PL	N;NOM;SG
