категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
причини	verursacht	причина	verursachen	N;INDF;FEM;PL	V;V.PTCP
кралица	queen	кралица	queen	N;INDF;FEM;SG	PROPN;NOM;SG
кралица	königin	кралица	königin	N;INDF;FEM;SG	ADJ
кралица	dame	кралица	damen	N;INDF;FEM;SG	
хил	anhöhe	хил	anhöhe	PROPN;INDF;MASC;SG	ADJ
хил	berg	хил	berg	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
хил	hill	хил	hallen	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
хил	hügel	хил	hügeln	PROPN;INDF;MASC;SG	
ирландия	nordirland	ирландия	nordirland	PROPN;INDF;FEM;SG	PROPN
ирландия	irland	ирландия	irland	PROPN;INDF;FEM;SG	PROPN;NOM;NEUT;SG
висок	high	висок	high	ADJ;INDF;MASC;SG	PROPN
висок	hohe	висок	hoch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
висок	hohen	висок	hoch	ADJ;INDF;MASC;SG	ADJ;PL
крепост	hochburg	крепост	hochburg	N;INDF;FEM;SG	ADJ
крепост	festung	крепост	festung	N;INDF;FEM;SG	
крепост	burg	крепост	burg	N;INDF;FEM;SG	
размери	abmessungen	размер	abmessingen	N;INDF;MASC;PL	V;NFIN
размери	abmessung	размер	abmessung	N;INDF;MASC;PL	
размери	dimensionen	размер	dimensionen	N;INDF;MASC;PL	V;NFIN
размери	maße	размер	massen	N;INDF;MASC;PL	ADV
размери	größe	размер	groß	N;INDF;MASC;PL	N;NOM;FEM;SG
размери	grösse	размер	groß	N;INDF;MASC;PL	
размери	größen	размер	groß	N;INDF;MASC;PL	V;NFIN
размери	maße	размер	massen	N;INDF;MASC;PL	ADV
размери	grössen	размер	grössen	N;INDF;MASC;PL	V;FIN
размери	größe	размер	groß	N;INDF;MASC;PL	N;NOM;FEM;SG
размери	grösse	размер	groß	N;INDF;MASC;PL	
обратно	rücken	обратно	rücken	ADV	V;NFIN
обратно	rückseite	обратно	rückseite	ADV	ADJ
сцена	tatort	сцена	tatort	N;INDF;FEM;SG	PROPN
сцена	schauplatz	сцена	schauplatz	N;INDF;FEM;SG	ADJ
сцена	stufe	сцена	stufen	N;INDF;FEM;SG	ADJ
сцена	bühnen	сцена	bühnen	N;INDF;FEM;SG	N;NOM;PL
сцена	stage	сцена	stage	N;INDF;FEM;SG	
изглед	ansichten	изглед	ansichten	N;INDF;MASC;SG	V;PL;FIN
изглед	aufrufe	изглед	aufrufen	N;INDF;MASC;SG	
изглед	aussicht	изглед	aussechen	N;INDF;MASC;SG	PROPN
изглед	meinungen	изглед	meinungen	N;INDF;MASC;SG	V;NFIN
изглед	aussicht	изглед	aussechen	N;INDF;MASC;SG	PROPN
изглед	anzeigen	изглед	anzeigen	N;INDF;MASC;SG	V;NFIN
изглед	blick	изглед	blick	N;INDF;MASC;SG	ADV
звезда	sternchen	звезда	sternch	N;INDF;FEM;SG	
звезда	star	звезда	Star	N;INDF;FEM;SG	PROPN
звезда	sterne	звезда	stern	N;INDF;FEM;SG	
звезда	stern	звезда	stern	N;INDF;FEM;SG	
провинции	provinz	провинция	provinz	N;INDF;FEM;PL	
провинции	bundesländer	провинция	bundesland	N;INDF;FEM;PL	ADJ;NOM;PL
училища	schule	училище	schule	N;INDF;NEUT;PL	N;NOM;FEM;SG
училища	schulen	училище	schallen	N;INDF;NEUT;PL	V;NFIN
училища	schulwesen	училище	schulwesen	N;INDF;NEUT;PL	ADJ
атина	athen	атина	athen	PROPN;INDF;FEM;SG	PROPN;NOM;SG
атина	athena	атина	athena	PROPN;INDF;FEM;SG	PROPN;SG
лично	persönlichen	лично	persönlich	ADV	ADJ;ACC;MASC;SG
лично	persönliche	лично	persönlich	ADV	ADJ;NOM;FEM;PL
лично	persönliches	лично	persönlich	ADV	ADJ;NOM;NEUT;SG
лично	persönlicher	лично	persönlich	ADV	ADJ
лично	persönlich	лично	persönlich	ADV	ADJ
лично	persönlich	лично	persönlich	ADV	ADJ
участник	teilnehmers	участник	teilnehmers	N;INDF;MASC;SG	ADV
участник	teilnehmer	участник	teilnehmer	N;INDF;MASC;SG	
участник	teilnehmers	участник	teilnehmers	N;INDF;MASC;SG	ADV
седем	seven	седем	seven	NUM;INDF;PL	PROPN;NOM;SG
общност	gemeinschaften	общност	gemeinschaft	N;INDF;FEM;SG	ADJ
общност	gemeinschaft	общност	gemeinschaft	N;INDF;FEM;SG	ADJ
използване	gebrauch	използване	gebrauch	N;INDF;NEUT;SG	ADJ
използване	benutzen	използване	benutzen	N;INDF;NEUT;SG	V;NFIN
използване	verwenden	използване	verwenden	N;INDF;NEUT;SG	V;NFIN
използване	gebrauch	използване	gebrauch	N;INDF;NEUT;SG	ADJ
проблем	ärger	проблем	ärger	N;INDF;MASC;SG	ADJ
проблем	schwierigkeiten	проблем	schwierigkeit	N;INDF;MASC;SG	N;NOM;FEM;PL
проблем	probleme	проблем	probleme	N;INDF;MASC;SG	ADJ;PL
технически	technischer	технически	technisch	ADV	ADJ
технически	technische	технически	technisch	ADV	ADJ;NOM;FEM;PL
технически	technischen	технически	technisch	ADV	ADJ;SG
технически	technisch	технически	technisch	ADV	ADJ
технически	technisch	технически	technisch	ADV	ADJ
полковник	colonel	полковник	colonel	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
полковник	oberstleutnant	полковник	oberstleutnant	N;INDF;MASC;SG	ADJ
полковник	oberst	полковник	oberst	N;INDF;MASC;SG	
полковник	col	полковник	col	N;INDF;MASC;SG	PROPN;NOM;SG
лица	gesicht	лице	sechen	N;INDF;NEUT;PL	V;V.PTCP
лица	gesichtern	лице	gesicht	N;INDF;NEUT;PL	ADJ
лица	gesichter	лице	gesicht	N;INDF;NEUT;PL	ADJ
лица	streben	лице	streben	N;INDF;NEUT;PL	V;NFIN
лица	strebe	лице	streben	N;INDF;NEUT;PL	V;SBJV;SG;3;PRS;FIN
характер	persönlichkeit	характер	persönlichkeit	N;INDF;MASC;SG	ADJ
характер	figur	характер	figur	N;INDF;MASC;SG	ADJ
характер	zeichen	характер	zeichen	N;INDF;MASC;SG	V;NFIN
характер	charakter	характер	charakter	N;INDF;MASC;SG	ADJ
пропаганда	propaganda	пропаганда	propaganda	N;INDF;FEM;SG	PROPN
цезар	cäsar	цезар	cäsar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
цезар	caesar	цезар	caesar	N;INDF;MASC;SG	PROPN;NOM;SG
цезар	cesar	цезар	cesar	N;INDF;MASC;SG	PROPN;NOM;SG
цезар	césar	цезар	césar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
словения	slowenien	словен	slowenien	PROPN;INDF;FEM;SG	PROPN
труд	arbeiten	труд	arbeiten	N;INDF;MASC;SG	V;NFIN
труд	arbeitsplatz	труд	arbeitsplatz	N;INDF;MASC;SG	
труд	mühsal	труд	mühsal	N;INDF;MASC;SG	
труд	mühe	труд	mühe	N;INDF;MASC;SG	ADV
труд	mühen	труд	mühen	N;INDF;MASC;SG	V;NFIN
труд	arbeitskräfte	труд	arbeitskraft	N;INDF;MASC;SG	ADJ;NOM
труд	arbeitsmarkt	труд	arbeitsmarkt	N;INDF;MASC;SG	ADJ
труд	arbeitsrecht	труд	arbeitsrechen	N;INDF;MASC;SG	ADJ
труд	wehen	труд	wehen	N;INDF;MASC;SG	V;NFIN
труд	arbeitsrecht	труд	arbeitsrechen	N;INDF;MASC;SG	ADJ
труд	labor	труд	labor	N;INDF;MASC;SG	
наследство	erbschaft	наследство	erbschaffen	N;INDF;NEUT;SG	ADJ
наследство	legacy	наследство	legacy	N;INDF;NEUT;SG	
наследство	vermächtnis	наследство	vermächtnis	N;INDF;NEUT;SG	
наследство	kulturgut	наследство	kulturgut	N;INDF;NEUT;SG	PROPN
наследство	erbschaft	наследство	erbschaffen	N;INDF;NEUT;SG	ADJ
наследство	nachlass	наследство	nachlass	N;INDF;NEUT;SG	
наследство	erben	наследство	erben	N;INDF;NEUT;SG	
наследство	kulturerbe	наследство	kulturerbe	N;INDF;NEUT;SG	ADJ
наследство	denkmalschutz	наследство	denkmalschutz	N;INDF;NEUT;SG	ADJ
наследство	welterbe	наследство	welterbe	N;INDF;NEUT;SG	
залив	kluft	залив	klufen	N;INDF;MASC;SG	
залив	golfstaaten	залив	golfstaaten	N;INDF;MASC;SG	N;NOM;PL
залив	golf	залив	golf	N;INDF;MASC;SG	
залив	gulf	залив	gulf	N;INDF;MASC;SG	PROPN;NOM;SG
залив	bucht	залив	buchen	N;INDF;MASC;SG	ADJ
залив	bay	залив	bay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
рода	rhoda	род	rhoda	N;DEF;MASC;SG	PROPN;NOM;FEM;SG
общ	gemeinsame	общ	gemeinsam	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
общ	gesamtzahl	общ	gesamtzahl	ADJ;INDF;MASC;SG	PROPN
общ	gesamt	общ	gesamt	ADJ;INDF;MASC;SG	
общ	insgesamt	общ	insgesamt	ADJ;INDF;MASC;SG	ADV
международен	internationalen	международен	international	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
международен	internationale	международен	international	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
ангел	engels	ангел	engels	N;INDF;MASC;SG	
ангел	engel	ангел	engel	N;INDF;MASC;SG	
ангел	schutzengel	ангел	schutzengel	N;INDF;MASC;SG	ADJ
ангел	engeln	ангел	engeln	N;INDF;MASC;SG	
ангел	angel	ангел	angel	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
знаме	flaggen	знаме	flaggen	N;INDF;NEUT;SG	N;NOM;FEM;PL
знаме	flagge	знаме	flagge	N;INDF;NEUT;SG	
знаме	fahne	знаме	fahnen	N;INDF;NEUT;SG	
знаме	banner	знаме	bann	N;INDF;NEUT;SG	
знаме	fahne	знаме	fahnen	N;INDF;NEUT;SG	
главата	head	глава	head	N;DEF;FEM;SG	PROPN;NOM;SG
главата	kopf	глава	kopfen	N;DEF;FEM;SG	
главата	leiter	глава	leiter	N;DEF;FEM;SG	ADJ
главата	haupt	глава	haupen	N;DEF;FEM;SG	
федерация	commonwealth	федерация	commonwealth	N;INDF;FEM;SG	ADJ
федерация	verband	федерация	verbinden	N;INDF;FEM;SG	
федерация	föderation	федерация	Föderation	N;INDF;FEM;SG	ADJ
методий	methodius	методий	methodius	N;INDF;MASC;SG	
бели	weiß	бял	wissen	ADJ;INDF;PL	V;IND;SG;3;PRS;FIN
бели	weisse	бял	wissen	ADJ;INDF;PL	N;NOM;FEM;PL
бели	weiss	бял	wissen	ADJ;INDF;PL	
бели	white	бял	white	ADJ;INDF;PL	PROPN;NOM;SG
настоящ	aktuell	настоящ	aktuell	N;INDF;MASC;SG	ADJ
настоящ	aktuellen	настоящ	aktuell	N;INDF;MASC;SG	ADJ
настоящ	aktuelle	настоящ	aktuell	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
настоящ	aktueller	настоящ	aktuell	N;INDF;MASC;SG	ADJ
настоящ	aktuelles	настоящ	aktuell	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
режим	modus	режим	modus	N;INDF;MASC;SG	
режим	mode	режим	mode	N;INDF;MASC;SG	
режим	regelung	режим	Regelung	N;INDF;MASC;SG	ADJ
режим	regime	режим	regim	N;INDF;MASC;SG	
попов	popow	попов	popow	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
дълги	lange	дълъг	lange	ADJ;INDF;PL	ADV
дълги	long	дълъг	long	ADJ;INDF;PL	PROPN
обществото	gesellschaft	общество	gesellschaft	N;DEF;NEUT;SG	ADJ
нейните	ihres	мой	ihr	DET;DEF;PL;3	DET;GEN;MASC;SG
революционна	revolutionären	революционен	revolutionär	ADJ;INDF;FEM;SG	ADJ;PL
революционна	revolutionäre	революционен	revolutionär	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
кипър	zypern	кипър	zypern	PROPN;INDF;MASC;SG	
легенда	legenden	легенда	legend	N;INDF;FEM;SG	ADJ
легенда	legende	легенда	legend	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
легенда	legend	легенда	legend	N;INDF;FEM;SG	ADJ
източно	östlich	източно	östlich	ADV	ADJ
източно	ostseite	източно	ostseite	ADV	ADJ
източно	ost	източно	ost	ADV	N;NOM;NEUT
източно	ost	източно	ost	ADV	N;NOM;NEUT
източно	osteuropa	източно	osteuropa	ADV	ADJ
източно	östlichen	източно	östlich	ADV	ADJ;ACC;MASC;SG
източно	östliche	източно	östlich	ADV	ADJ;NOM;FEM;PL
сити	stadt	сит	staden	N;INDF;MASC;SG	
любов	love	любов	love	N;INDF;FEM;SG	PROPN
любов	lieben	любов	lieben	N;INDF;FEM;SG	V;FIN
любов	liebe	любов	lieb	N;INDF;FEM;SG	PROPN;NOM;SG
любов	liebes	любов	lieb	N;INDF;FEM;SG	;NOM;SG
любов	liebste	любов	lieb	N;INDF;FEM;SG	ADJ
спартак	spartacus	спартак	spartacus	N;INDF;MASC;SG	PROPN;NOM;SG
спартак	spartak	спартак	spartak	N;INDF;MASC;SG	PROPN;NOM;SG
одрински	adrianopel	одрински	adrianopel	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG
методи	methoden	метод	metheden	N;INDF;MASC;PL	V;NFIN
галерия	bildergalerie	галерия	bildergalerie	N;INDF;FEM;SG	ADJ
галерия	galerien	галерия	galerien	N;INDF;FEM;SG	N;NOM;PL
камък	gestein	камък	gestein	N;INDF;MASC;SG	
камък	stone	камък	stone	N;INDF;MASC;SG	PROPN;SG
камък	stein	камък	stein	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
камък	rockmusik	камък	rockmusik	N;INDF;MASC;SG	ADJ
камък	rock	камък	rock	N;INDF;MASC;SG	
камък	gestein	камък	gestein	N;INDF;MASC;SG	
камък	felsen	камък	felsen	N;INDF;MASC;SG	V;NFIN
църкви	kirche	църква	kirche	N;INDF;FEM;PL	
древен	alte	древен	alt	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
древен	alten	древен	alt	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
древен	antike	древен	antik	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
древен	antiken	древен	antik	N;INDF;MASC;SG	ADJ;NOM
блокиране	blockiert	блокиране	blockieren	N;INDF;NEUT;SG	V;V.PTCP
блокиране	blockieren	блокиране	blockieren	N;INDF;NEUT;SG	V;NFIN
блокиране	sperrung	блокиране	sperrung	N;INDF;NEUT;SG	ADJ
блокиране	sperren	блокиране	sperren	N;INDF;NEUT;SG	V;NFIN
блокиране	blockieren	блокиране	blockieren	N;INDF;NEUT;SG	V;NFIN
блокиране	block	блокиране	block	N;INDF;NEUT;SG	
народни	leute	народен	leute	ADJ;INDF;PL	N;NOM;PL
народни	volksmusik	народен	volksmusik	ADJ;INDF;PL	PROPN
народни	volk	народен	volk	ADJ;INDF;PL	N;NOM;NEUT;SG
мюнхен	münchen	мюнхен	münchen	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
квартал	gegend	квартал	gegend	N;INDF;MASC;SG	ADV
квартал	nachbarschaft	квартал	nachbarschaft	N;INDF;MASC;SG	ADJ
квартал	viertel	квартал	viertel	N;INDF;MASC;SG	
квартал	stadtviertel	квартал	stadtviertel	N;INDF;MASC;SG	ADJ
квартал	nachbarschaft	квартал	nachbarschaft	N;INDF;MASC;SG	ADJ
квартал	viertel	квартал	viertel	N;INDF;MASC;SG	
конго	congo	конго	congo	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
конго	kongo	конго	kongo	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
открито	außenbereich	открито	außenbereich	ADV	ADJ
открито	outdoor	открито	outdoor	ADV	
открито	offen	открито	offen	ADV	ADJ
защитата	verteidigungsministerium	защита	verteidigungsministerium	N;DEF;FEM;SG	ADJ
лекар	mediziner	лекар	medizin	N;INDF;MASC;SG	ADJ
лекар	doctor	лекар	doctor	N;INDF;MASC;SG	PROPN
крепостта	festung	крепост	festung	N;DEF;FEM;SG	
крепостта	burg	крепост	burg	N;DEF;FEM;SG	
емил	emil	емил	emil	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
емил	emile	емил	emil	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
емил	émile	емил	émile	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
емил	emil	емил	emil	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
женен	verheiratet	женен	verheiraten	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;V.PTCP
промяна	ändern	промяна	ändern	N;INDF;FEM;SG	V;NFIN
промяна	wechseln	промяна	wechseln	N;INDF;FEM;SG	V;NFIN
промяна	wechsel	промяна	wechsel	N;INDF;FEM;SG	ADV
собственост	gehört	собственост	gehören	N;INDF;FEM;SG	V;V.PTCP
собственост	grundstück	собственост	grundstücken	N;INDF;FEM;SG	
собственост	eigenschaft	собственост	eigenschaft	N;INDF;FEM;SG	ADJ
собственост	immobilien	собственост	immobilie	N;INDF;FEM;SG	
собственост	immobilie	собственост	immobilie	N;INDF;FEM;SG	ADJ
собственост	eigentum	собственост	eigentum	N;INDF;FEM;SG	ADJ
собственост	eigentumsrecht	собственост	eigentumsrecht	N;INDF;FEM;SG	ADJ
собственост	eigenverantwortung	собственост	eigenverantwortung	N;INDF;FEM;SG	ADJ
собственост	eigentümer	собственост	eigentüm	N;INDF;FEM;SG	ADJ
собственост	eigentum	собственост	eigentum	N;INDF;FEM;SG	ADJ
собственост	eigentumsverhältnisse	собственост	eigentumsverhältnis	N;INDF;FEM;SG	ADJ
хенри	heinrich	хенра	heinrich	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
хенри	henry	хенра	henry	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
етнография	ethnographie	етнография	ethnographie	N;INDF;FEM;SG	PROPN;NOM;SG
кампания	kampanien	кампания	kampanien	N;INDF;FEM;SG	PROPN;NOM;SG
кампания	wahlkampf	кампания	wahlkampf	N;INDF;FEM;SG	ADJ
кампания	werbekampagne	кампания	werbekampagne	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
кампания	kampagnen	кампания	kampagnen	N;INDF;FEM;SG	V;NFIN
жените	frauen	жена	frau	N;DEF;FEM;PL	V;NFIN
специални	besonderes	специален	besonder	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
специални	spezielles	специален	speziell	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
специални	spezial	специален	spezial	ADJ;INDF;PL	
наистина	tatsächlich	наистина	tatsächlich	ADV	ADJ
наистина	wahrhaft	наистина	wahrhaft	ADV	
наистина	wahrhaftig	наистина	wahrhaftig	ADV	ADJ
наистина	echt	наистина	echt	ADV	ADJ
независимост	selbstständigkeit	независимост	selbständigkeit	N;INDF;FEM;SG	ADJ;NOM;SG
независимост	selbständigkeit	независимост	selbständigkeit	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
независимост	unabhängigkeit	независимост	unabhängigkeit	N;INDF;FEM;SG	ADJ;SG
транспорт	transportwesen	транспорт	transportwesen	N;INDF;MASC;SG	N;PL
транспорт	verkehr	транспорт	verkehr	N;INDF;MASC;SG	
транспорт	verkehrsmittel	транспорт	verkehrsmittel	N;INDF;MASC;SG	ADJ
транспорт	transportwesen	транспорт	transportwesen	N;INDF;MASC;SG	N;PL
транспорт	verkehr	транспорт	verkehr	N;INDF;MASC;SG	
транспорт	verkehrswesen	транспорт	verkehrswesen	N;INDF;MASC;SG	ADJ
транспорт	verkehrspolitik	транспорт	verkehrspolitik	N;INDF;MASC;SG	ADJ
транспорт	verkehrsmittel	транспорт	verkehrsmittel	N;INDF;MASC;SG	ADJ
правила	regelungen	правило	regelung	N;INDF;NEUT;PL	V;NFIN
правила	regeln	правило	regeln	N;INDF;NEUT;PL	V;NFIN
правила	vorschriften	правило	vorschreifen	N;INDF;NEUT;PL	V;NFIN
правила	spielregeln	правило	spielregeln	N;INDF;NEUT;PL	V;NFIN
ван	van	ван	van	PROPN	PROPN;NOM;MASC;SG
линии	linien	линия	Linie	N;INDF;FEM;PL	
линии	lines	линия	line	N;INDF;FEM;PL	PROPN
омъжена	verheiratet	омъжя	verheiraten	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;V.PTCP
трудно	harten	трудно	hart	ADV	ADJ
трудно	schwer	трудно	schwer	ADV	ADJ
