przez	דרך	przez	דרך	ADP	
kardynał	קרדינל	kardynał	קרדינל	N;NOM;MASC;SG	PROPN
wziął	לקח	wziąć	לקח	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
wziął	צילם	wziąć	צילם	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
brat	אח	brat	אח	N;NOM;MASC;SG	
brat	אחי	brat	אחי	N;NOM;MASC;SG	
azji	אסייתית	azjić	אסייתי	PROPN;NOM;FEM;SG	ADV
azji	אסייתי	azjić	אסייתי	PROPN;NOM;FEM;SG	PROPN
azji	אסיאתית	azjić	אסיאתי	PROPN;NOM;FEM;SG	PROPN
azji	אסיה	azjić	אסיה	PROPN;NOM;FEM;SG	PROPN
azji	אסיאתי	azjić	אסיאתי	PROPN;NOM;FEM;SG	PROPN
szef	ראשי	szef	ראש	N;NOM;MASC;SG	N;PSSD;MASC;PL
szef	בוס	szef	בוס	N;NOM;MASC;SG	
mark	סמני	mark	סמני	PROPN;NOM;MASC;SG	PROPN
mark	מארק	mark	מארק	PROPN;NOM;MASC;SG	PROPN
mark	מרק	mark	מרק	PROPN;NOM;MASC;SG	
mark	סמן	mark	סמן	PROPN;NOM;MASC;SG	
najpierw	ראשון	najpierw	ראשון	ADV	PROPN
jednakże	אולם	jednakże	אולם		CONJ
rzeka	ריבר	rzeka	ריבר	N;NOM;FEM;SG	PROPN
rzeka	הנהר	rzeka	הנהר	N;NOM;FEM;SG	
rzeka	נהר	rzeka	נהר	N;NOM;FEM;SG	PROPN
połowy	תופס	połowa	תופס	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
połowy	תפיסות	połowa	תפיסה	N;ACC;FEM;SG	N;FEM;PL
połowy	לדוג	połowa	דג	N;ACC;FEM;SG	
połowy	דייג	połowa	דייג	N;ACC;FEM;SG	PROPN
gray	אפורה	grać	אפורה		ADJ;FEM;SG
gray	גריי	grać	גריי		PROPN
problem	הבעיה	problem	הבעיה	N;NOM;MASC;SG	ADV
rock	רוק	rock	רוק		PROPN
ostatnie	אחרונות	ostatni	אחרון	ADJ;NOM;NEUT;SG	N;FEM;PL
ostatnie	האחרון	ostatni	האחרון	ADJ;NOM;NEUT;SG	PROPN
ostatnie	אחרונים	ostatni	אחרון	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ostatnie	אחרונות	ostatni	אחרון	ADJ;NOM;NEUT;SG	N;FEM;PL
ostatnie	אחרונים	ostatni	אחרון	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ostatnie	לאחרונה	ostatni	לאחרונה	ADJ;NOM;NEUT;SG	ADV
zmian	שינויים	zmiana	שינוי		N;MASC;PL
zmian	השינויים	zmiana	השינוי		N;MASC;PL
zmian	משתנה	zmiana	השתנה		V;MASC;SG;V.PTCP
zmian	שינויי	zmiana	שינוי		ADJ;MASC;PL
szwecji	שוודיה	szwecja	שוודיה		PROPN
szwecji	שבדיה	szwecja	שבדיה		PROPN
niemal	כמעט	niemal	כמעט	PART	ADV
australii	אוסטרלי	australia	אוסטרלי	PROPN;GEN;FEM;SG	PROPN
australii	האוסטרלי	australia	האוסטרלי	PROPN;GEN;FEM;SG	PROPN
australii	אוסטרליה	australia	אוסטרליה	PROPN;GEN;FEM;SG	PROPN
pozostał	אחרים	pozostać	אחר	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
pozostał	אחר	pozostać	אחר	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADP
pozostał	אחרות	pozostać	אחר	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;PL
pozostał	אחרים	pozostać	אחר	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
pozostał	ואחרים	pozostać	ואחר	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
dużo	המון	dużo	המון	ADV	
dużo	לוט	dużo	לוט	ADV	
mał	קטן	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
mał	קטנים	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
mał	קטנה	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
mał	סמול	mała	סמול	V;IPFV;IND;SG;3;PRS;FIN;ACT	
mał	קטנות	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;PL
mał	קטן	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
mał	קטנה	mała	קטן	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
mał	ליטל	mała	ניטל	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
sukcesy	הצלחה	sukces	הצלחה	N;NOM;MASC;PL	N;FEM;SG
daniel	דניאל	daniel	דניאל	N;NOM;MASC;SG	PROPN
viii	השמיני	viii	השמין		PROPN
brygady	חטיבות	brygada	חטיבה	N;GEN;FEM;SG	N;FEM;PL
służył	שירת	służyć	שירת	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
miesięcy	חודשי	miesiąc	חודש	N;GEN;MASC;PL	PROPN
miesięcy	חודשיים	miesiąc	חודש	N;GEN;MASC;PL	N;MASC;DU
głos	קולי	głos	קולי	N;NOM;MASC;SG	PROPN
głos	הקול	głos	הקול	N;NOM;MASC;SG	
głos	קול	głos	קול	N;NOM;MASC;SG	
model	דוגמנית	model	דוגמנית	N;NOM;MASC;SG	ADV
model	דוגמן	model	דוגמן	N;NOM;MASC;SG	PROPN
spotkania	פגישה	spotkanie	פגישה	N;NOM;NEUT;PL	N;FEM;SG
spotkania	ישיבה	spotkanie	ישיבה	N;NOM;NEUT;PL	N;FEM;SG
spotkania	מפגש	spotkanie	מפגש	N;NOM;NEUT;PL	N;MASC;SG
spotkania	מפגשים	spotkanie	מפגש	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP;ACT
spotkania	מפגשים	spotkanie	מפגש	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP;ACT
austrii	אוסטרי	austria	אוסטרי	PROPN;GEN;FEM;SG	PROPN
austrii	אוסטריה	austria	אוסטריה	PROPN;GEN;FEM;SG	PROPN
obiekt	האובייקט	obiekt	האובייקט	N;NOM;MASC;SG	PROPN
przewodniczący	נשיאה	przewodniczący	נשיאה	N;NOM;MASC;SG	PROPN
przewodniczący	הנשיא	przewodniczący	הנשיא	N;NOM;MASC;SG	PROPN
następny	הבא	następny	הבא	ADJ;NOM;MASC;SG	PROPN
powstanie	מרד	powstać	מרד		N;MASC;SG
powstanie	התקוממות	powstać	התקוממות		N;FEM;SG
powstanie	הופעתה	powstać	הופעה		V;FEM;SG;3;PST;PASS
listopadzie	נובמבר	listopad	נובמבר	N;ACC;MASC;SG	PROPN
listopadzie	בנובמבר	listopad	בנובמבר	N;ACC;MASC;SG	ADV
ośrodek	המרכז	ośrodek	המרכז	N;NOM;MASC;SG	PROPN
ośrodek	סנטר	ośrodek	סנטר	N;NOM;MASC;SG	PROPN
ośrodek	המרכז	ośrodek	המרכז	N;NOM;MASC;SG	PROPN
tour	סיור	tour	סיור		N;MASC;SG
zawody	תחרות	zawód	תחרות	N;NOM;MASC;PL	N;FEM;SG
zawody	תחרות	zawód	תחרות	N;NOM;MASC;PL	N;FEM;SG
malarz	צייר	malarz	צייר	N;NOM;MASC;SG	PROPN
chociaż	למרות	chociaż	למרות	PART	ADP
chociaż	למרות	chociaż	למרות	PART	ADP
studiów	לימודי	studia	לימודים	N;GEN;NEUT;PL	PROPN
parlamentu	הפרלמנט	parlament	הפרלמנט	N;GEN;MASC;SG	PROPN
europejskiej	אירופאית	europejski	אירופאי	ADJ;GEN;FEM;SG	ADV
europejskiej	אירופה	europejski	אירופה	ADJ;GEN;FEM;SG	PROPN
europejskiej	אירופי	europejski	אירופי	ADJ;GEN;FEM;SG	PROPN
inni	ואחרים	inny	ואחר	ADJ;NOM;MASC;PL	PROPN
ukrainy	אוקראינה	ukrainy	אוקראינה		PROPN
firma	תקיף	firma	תקיף	N;NOM;FEM;SG	
zabytków	כוונת	zabytek	כוונה	N;GEN;MASC;PL	N;FEM;SG
stolicy	הון	stolica	הון		N;MASC;SG
live	לחיות	liv	None		V;NFIN
szczyt	טופ	szczyt	טופ	N;NOM;MASC;SG	
szczyt	עליון	szczyt	עליון	N;NOM;MASC;SG	ADJ;MASC;SG
szczyt	פסגה	szczyt	פסגה	N;NOM;MASC;SG	PROPN
szczyt	פסגת	szczyt	פסגה	N;NOM;MASC;SG	PROPN
szczyt	פסגה	szczyt	פסגה	N;NOM;MASC;SG	PROPN
londynu	לונדון	londyn	לונדון	N;GEN;MASC;SG	PROPN
młodzieży	הנעורים	młodzież	הנעור		N;MASC;PL
młodzieży	נוער	młodzież	נוער		N;MASC;SG
młodzieży	נעורים	młodzież	נעורים		N;MASC;PL
wydział	הדיוויזיה	wydział	הדיוויזיה	N;NOM;MASC;SG	PROPN
wydział	סגל	wydział	סגל	N;NOM;MASC;SG	PROPN
wydział	הפקולטה	wydział	הפקולטה	N;NOM;MASC;SG	PROPN
wzdłuż	לאורך	wzdłuż	לאורך		ADP
pamięci	זיכרונות	pamięć	זיכרון		N;MASC;PL
pamięci	זכרונות	pamięć	זכרון		N;MASC;PL
pamięci	הזיכרונות	pamięć	הזיכרונות		N;MASC;PL
pamięci	הזיכרון	pamięć	הזיכרון		PROPN
pamięci	זיכרון	pamięć	זיכרון		N;MASC;SG
pamięci	זכרון	pamięć	זיכרון		PROPN
jorku	יורק	jorek	יורק	N;GEN;MASC;SG	PROPN
link	קישור	link	קישור	V;PFV;IND;SG;FIN;ACT	
link	לינק	link	לינק	V;PFV;IND;SG;FIN;ACT	PROPN
united	יונייטד	united	יונייטד		PROPN
united	מאוחדים	united	אוחד		V;MASC;PL;V.PTCP;PASS
powinien	אמור	powinien	אמור	V;IPFV;MASC;IND;SG;PRS;FIN;ACT	ADJ;MASC;SG
powinien	צריך	powinien	צריך	V;IPFV;MASC;IND;SG;PRS;FIN;ACT	V;MASC;SG
powinien	אמורה	powinien	אמור	V;IPFV;MASC;IND;SG;PRS;FIN;ACT	ADJ;FEM;SG
grupie	הקבוצה	grupa	הקבוצה	N;DAT;FEM;SG	PROPN
pięciu	חמישה	pięć	חמישה	NUM;ACC;MASC;PL	NUM;MASC;SG
pięciu	חמש	pięć	חמש	NUM;ACC;MASC;PL	NUM;FEM;SG
pięciu	five	pięć	five	NUM;ACC;MASC;PL	
należał	שייך	należeć	שייך	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
należał	שייכת	należeć	שייך	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;SG
słońce	השמש	słońce	השמש	N;NOM;NEUT;SG	
słońce	שמש	słońce	שמש	N;NOM;NEUT;SG	
słońce	סון	słońce	סון	N;NOM;NEUT;SG	PROPN
słońce	סאן	słońce	סאן	N;NOM;NEUT;SG	PROPN
słońce	סאנשיין	słońce	סאנשיין	N;NOM;NEUT;SG	PROPN
słońce	שמש	słońce	שמש	N;NOM;NEUT;SG	
liczy	נחשב	liczyć	נחשב	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;MID
liczy	סעיפים	liczyć	סעיף	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
pochowany	קבורה	pochować	קבורה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;SG
pochowany	נקבר	pochować	נקבר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
pochowany	קבורים	pochować	קבור	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;MASC;PL
pochowany	קבור	pochować	קבור	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PROPN
fakt	עובדה	fakt	עובדה		N;FEM;SG
świątyni	מקדש	świątynia	מקדש	N;GEN;FEM;SG	PROPN
świątyni	המקדש	świątynia	המקדש	N;GEN;FEM;SG	PROPN
narodowy	לאומי	narodowy	לאומי	ADJ;NOM;MASC;SG	PROPN
narodowy	לאומית	narodowy	לאומי	ADJ;NOM;MASC;SG	ADV
tereny	שטח	teren	שטח	N;NOM;MASC;PL	N;MASC;SG
trochę	כמה	trochę	כמה	ADV	DET;PSSD
trochę	חלקם	trochę	חלקם	ADV	
rekord	תקליט	rekord	הקליט	N;NOM;MASC;SG	PROPN
proszę	אנא	prosić	אנא	V;IPFV;IND;SG;1;PRS;FIN;ACT	
proszę	בבקשה	prosić	בבקשה	V;IPFV;IND;SG;1;PRS;FIN;ACT	
organizacja	הארגון	organizacja	הארגון	N;NOM;FEM;SG	PROPN
pkt	נקודה	punkt	נקודה		N;FEM;SG
pkt	נקודת	punkt	נקודה		N;FEM;SG
pkt	פוינט	punkt	פוינט		PROPN
svg	svg	svg	svg		PROPN
powieść	רומן	powieść	רומן	V;PFV;NFIN;ACT	PROPN
powinno	אמור	powinien	אמור	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT	ADJ;MASC;SG
powinno	צריך	powinien	צריך	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT	V;MASC;SG
powinno	אמורה	powinien	אמור	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT	ADJ;FEM;SG
moskwie	מוסקבה	moskwa	מוסקבה	PROPN;DAT;FEM;SG	PROPN
otrzymała	שהתקבלו	otrzymać	שהתקבל	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PL;3;PST
otrzymała	התקבלו	otrzymać	התקבל	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PL;3;PST
koncert	קונצרט	koncert	קונצרט	N;NOM;MASC;SG	PROPN
krzyża	קרוס	krzyż	קרוס	N;GEN;MASC;SG	PROPN
praca	איוב	praca	איוב	N;NOM;FEM;SG	
chwili	מיידי	chwila	מיידי	N;GEN;FEM;SG	ADJ;MASC;SG
xiii	xiii	xiii	xiii		NUM
wszyscy	כולם	wszyscy	None	PRO;NOM;MASC;PL	N;MASC;PL
wszyscy	כולם	wszyscy	None	PRO;NOM;MASC;PL	N;MASC;PL
wszyscy	הכל	wszyscy	הכיל	PRO;NOM;MASC;PL	N
wszyscy	כל	wszyscy	כול	PRO;NOM;MASC;PL	DET;PSSD
wszyscy	כולם	wszyscy	None	PRO;NOM;MASC;PL	N;MASC;PL
marcin	מרצין	marcin	מרצין	PROPN;NOM;MASC;SG	
marcin	מלקולם	marcin	מלקולם	PROPN;NOM;MASC;SG	PROPN
marcin	מרטן	marcin	מרטן	PROPN;NOM;MASC;SG	PROPN
marcin	מרטין	marcin	מרטין	PROPN;NOM;MASC;SG	PROPN
grzegorz	גרגורי	grzegorz	גרגור	PROPN;NOM;MASC;SG	PROPN
grzegorz	גרגוריוס	grzegorz	גרגוריוס	PROPN;NOM;MASC;SG	PROPN
radio	רדיו	radio	רדיו	N;NOM;NEUT;SG	
club	קלאב	club	קלאב		PROPN
club	מועדון	club	מועדון		N;MASC;SG
club	המועדון	club	המועדון		PROPN
stowarzyszenia	אגודות	stowarzyszenie	אגודה	N;NOM;NEUT;SG	N;FEM;PL
stowarzyszenia	האגודה	stowarzyszenie	האגודה	N;NOM;NEUT;SG	PROPN
wrócił	הוחזר	wrócić	הוחזר	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
morza	הים	morze	הים	N;GEN;NEUT;SG	
poprzedni	לשעבר	poprzedni	לשעבר	ADJ;NOM;MASC;SG	ADV
poprzedni	הקודמת	poprzedni	הקודם	ADJ;NOM;MASC;SG	N;FEM;SG
poprzedni	הקודם	poprzedni	הקודם	ADJ;NOM;MASC;SG	PROPN
poprzedni	קודמים	poprzedni	קדם	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP;ACT
doliny	ואלי	dolina	ואלי		PROPN
doliny	העמקים	dolina	העמק		N;MASC;PL
konkursie	התחרות	konkurs	התחרה	N;INS;MASC;SG	N;FEM;PL
usunięto	נמחקו	usunąć	נמחק	V;PFV;IND;0;PST;FIN;ACT	V;PL;3;PST;MID
usunięto	נמחקה	usunąć	נמחק	V;PFV;IND;0;PST;FIN;ACT	V;FEM;SG;3;PST;MID
usunięto	נמחק	usunąć	נמחק	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST;MID
usunięto	הוסר	usunąć	הוסר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
usunięto	הוסרה	usunąć	הוסרה	V;PFV;IND;0;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
usunięto	הוסרו	usunąć	הוסר	V;PFV;IND;0;PST;FIN;ACT	V;PL;3;PST;PASS
wydana	שוחרר	wydać	שוחרר	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
wydana	שוחררו	wydać	שוחרר	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PL;3;PST;PASS
wydana	משוחרר	wydać	משוחרר	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
wydana	שוחררה	wydać	שוחרר	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
lekkoatleta	אתלט	lekkoatleta	אתלט	N;NOM;MASC;SG	PROPN
znana	ידוע	znany	ידוע	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
znana	הידוע	znany	הידוע	V;IPFV;IND;SG;PRS;FIN;ACT	
znana	ידועים	znany	ידוע	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;PL
znana	מפורסם	znany	מפורסם	V;IPFV;IND;SG;PRS;FIN;ACT	V;MASC;SG;V.PTCP;PASS
znana	מפורסמים	znany	מפורסם	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;MASC;PL
znana	המפורסם	znany	המפורסם	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
znana	מפורסמות	znany	מפורסם	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;FEM;PL
znana	מפורסמת	znany	מפורסם	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;FEM;SG
reformy	רפורמות	reforma	רפורמה	N;ACC;FEM;SG	N;FEM;PL
sama	לבדי	sam	לבדי	ADJ;NOM;FEM;SG	
sama	לבדו	sam	לבד	ADJ;NOM;FEM;SG	
sama	לבד	sam	לבד	ADJ;NOM;FEM;SG	
sama	סם	sam	סם	ADJ;NOM;FEM;SG	
sama	סאם	sam	סאם	ADJ;NOM;FEM;SG	
środowiska	הסביבה	środowisko	הסביב	N;NOM;NEUT;SG	V;FEM;SG;3;PST;ACT
środowiska	סביבתי	środowisko	סביבתי	N;NOM;NEUT;SG	ADJ;MASC;SG
lepiej	עדיף	dobrze	עדיף	ADV;CMPR	ADJ;MASC;SG
stąd	ומכאן	stąd	ומכאן	ADV	PROPN
stąd	לפיכך	stąd	לפיכך	ADV	CONJ
pierwotnie	במקור	pierwotnie	במקור	ADV	
nazwisko	השם	nazwisko	השם	N;NOM;NEUT;SG	
nazwisko	שם	nazwisko	שם	N;NOM;NEUT;SG	ADV
związany	כבול	związać	כבל	ADJ;NOM;MASC;SG	PROPN
związany	מחויב	związać	מחויב	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
związany	קשורה	związać	קשר	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
związany	קשור	związać	קשר	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
klasyfikacja	מיון	klasyfikacja	מיון	N;NOM;FEM;SG	
afryki	אפריקאית	afryka	אפריקני		PROPN
afryki	אפריקאי	afryka	אפריקאי		PROPN
afryki	אפריקני	afryka	אפריקני		PROPN
podobne	דומות	podobny	דומה	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
podobne	דומה	podobny	דומה	ADJ;NOM;NEUT;SG	
podobne	דומים	podobny	דומה	ADJ;NOM;NEUT;SG	N;MASC;PL
henry	הנרי	henry	הנרי	PROPN;NOM;MASC;SG	PROPN
płyta	האלבום	płyta	האלבום	N;NOM;FEM;SG	PROPN
płyta	תקליט	płyta	הקליט	N;NOM;FEM;SG	PROPN
płyta	דיסק	płyta	דיסק	N;NOM;FEM;SG	PROPN
zagranicznych	זר	zagraniczny	זר	ADJ;GEN;MASC;PL	ADJ;MASC;SG
zagranicznych	זרה	zagraniczny	זרה	ADJ;GEN;MASC;PL	
zagranicznych	זרות	zagraniczny	זרות	ADJ;GEN;MASC;PL	
zbudowany	נבנתה	zbudować	נבנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;MID
zbudowany	נבנה	zbudować	נבנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
zbudowany	בנה	zbudować	בנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zbudowany	בנוי	zbudować	בנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
zbudowany	נבנתה	zbudować	נבנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;MID
zbudowany	נבנה	zbudować	נבנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
zbudowany	בנוי	zbudować	בנה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
szlak	שובל	szlak	שובל	N;NOM;MASC;SG	PROPN
kolejowe	רכבת	kolejowy	רכבת	ADJ;NOM;NEUT;SG	N;FEM;SG
śpiew	שרים	śpiew	שר	N;NOM;MASC;SG	N;MASC;PL
śpiew	שירה	śpiew	שירה	N;NOM;MASC;SG	
tradycji	המסורת	tradycja	המסורה	N;GEN;FEM;SG	PROPN
tradycji	מסורות	tradycja	מסור	N;GEN;FEM;SG	N;FEM;PL
żydów	יהדות	żyd	יהדות	N;GEN;MASC;PL	N;FEM;SG
lekarz	רופאה	lekarz	רופא	N;NOM;MASC;SG	PROPN
lekarz	דוקטור	lekarz	None	N;NOM;MASC;SG	PROPN
rośliny	צמח	roślina	צמח	N;ACC;FEM;PL	PROPN
rośliny	שתול	roślina	שתול	N;ACC;FEM;PL	PROPN
roman	רומן	roman	רומן	PROPN;NOM;MASC;SG	PROPN
roman	רומי	roman	רומי	PROPN;NOM;MASC;SG	PROPN
wolności	החופש	wolność	החופש	N;GEN;FEM;SG	ADV
wolności	ליברטי	wolność	ליברטי	N;GEN;FEM;SG	PROPN
córka	בתי	córka	בית	N;NOM;FEM;SG	PROPN
córka	הבת	córka	הבת	N;NOM;FEM;SG	
częściowo	חלקי	częściowo	חלק	ADV	N;MASC;PL
częściowo	חלק	częściowo	חלק	ADV	N;MASC;SG
częściowo	בחלקו	częściowo	בחלק	ADV	
częściowo	חלקי	częściowo	חלק	ADV	N;MASC;PL
niestety	בעצב	niestety	בעצב	PART	ADV
niestety	לצערי	niestety	לצערי	PART	ADV
współrzędne	קואורדינטות	współrzędny	קואורדינטה	ADJ;NOM;NEUT;SG	N;FEM;SG
wielkości	מידות	wielkość	מידה	N;GEN;FEM;SG	N;FEM;PL
znaleźć	מצאי	znaleźć	מצאי	V;PFV;NFIN;ACT	
państwo	ארצי	państwo	ארצי	N;NOM;NEUT;SG	PROPN
państwo	המדינה	państwo	המדין	N;NOM;NEUT;SG	V;FEM;SG;3;PST;ACT
adres	הכתובת	adres	הכתובה	N;ACC;MASC;SG	PROPN
odznaczony	מעוטר	odznaczyć	עוטר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
odznaczony	מעוצב	odznaczyć	מעוצב	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
hrabia	רוזן	hrabia	רוזן	N;NOM;MASC;SG	PROPN
hrabia	ארל	hrabia	ארל	N;NOM;MASC;SG	PROPN
rozpoczęto	התחלת	rozpocząć	התחלה	V;PFV;IND;0;PST;FIN;ACT	N;FEM;SG
rozpoczęto	התחלנו	rozpocząć	התחלן	V;PFV;IND;0;PST;FIN;ACT	V;PL;1;PST
rozpoczęto	התחיל	rozpocząć	התחיל	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST
rozpoczęto	התחלתי	rozpocząć	התחיל	V;PFV;IND;0;PST;FIN;ACT	V;SG;1;PST;ACT
rozpoczęto	התחילה	rozpocząć	התחיל	V;PFV;IND;0;PST;FIN;ACT	V;FEM;SG;3;PST
brazylii	ברזילאית	brazylia	ברזילאית	N;GEN;FEM;SG	PROPN
brazylii	ברזילאי	brazylia	ברזילאי	N;GEN;FEM;SG	PROPN
osiedle	שכונת	osiedle	שכונה	N;NOM;NEUT;SG	PROPN
osiedle	השכונה	osiedle	השכונה	N;NOM;NEUT;SG	
osiedle	מקרקעין	osiedle	מקרקעין	N;NOM;NEUT;SG	N;MASC;PL
league	ליגה	leagu	ליגה		N;FEM;SG
bitwy	קרב	bitwa	קרב		N;MASC;SG
bitwy	הקרב	bitwa	הקרב		N;MASC;SG
bitwy	קרבות	bitwa	קרב		N;MASC;PL
kolonia	בושם	kolonia	בושם	N;NOM;FEM;SG	PROPN
kolonia	קולון	kolonia	קולון	N;NOM;FEM;SG	PROPN
kolonia	קלן	kolonia	בקלן	N;NOM;FEM;SG	PROPN
kolonia	מושבת	kolonia	מושבת	N;NOM;FEM;SG	PROPN
kolonia	המושבה	kolonia	המושבה	N;NOM;FEM;SG	PROPN
biblioteka	הספרייה	biblioteka	הספרייה	N;NOM;FEM;SG	PROPN
serca	לבבות	serce	לב	N;NOM;NEUT;SG	
serca	הלב	serce	הלב	N;NOM;NEUT;SG	
serca	לב	serce	לב	N;NOM;NEUT;SG	PROPN
łódź	סירה	łódź	סירה		N;FEM;SG
imperium	אמפייר	imperium	אמפייר		PROPN
imperium	אימפריה	imperium	אימפריה		PROPN
imperium	האימפריה	imperium	האימפריה		PROPN
relacja	יחסים	relacja	יחסים	N;NOM;FEM;SG	N;MASC;PL
relacja	זוגיות	relacja	זוגית	N;NOM;FEM;SG	N;FEM;PL
ostatnich	אחרונות	ostatni	אחרון	ADJ;GEN;MASC;PL	N;FEM;PL
ostatnich	לאחרונה	ostatni	לאחרונה	ADJ;GEN;MASC;PL	ADV
formy	הטופס	forma	הטופס	N;ACC;FEM;PL	PROPN
formy	צורת	forma	צורה	N;ACC;FEM;PL	N;FEM;SG
formy	טופס	forma	טופס	N;ACC;FEM;PL	N;MASC;SG
formy	צורה	forma	צורה	N;ACC;FEM;PL	N;FEM;SG
dyrektor	המנהל	dyrektor	המנהל	N;NOM;MASC;SG	
oficjalnie	רשמי	oficjalnie	רשמי	ADV	ADJ;MASC;SG
oficjalnie	רישמי	oficjalnie	רישמי	ADV	PROPN
okręg	המחוז	okręg	המחוז	N;NOM;MASC;SG	
korpusu	החיל	korpus	החיל	N;GEN;MASC;SG	ADV
korpusu	חיל	korpus	חיל	N;GEN;MASC;SG	PROPN
maciej	מתיו	maciej	מתיו	PROPN;NOM;MASC;SG	PROPN
maciej	מתיאס	maciej	מתיאס	PROPN;NOM;MASC;SG	PROPN
rada	ראדה	rada	ראדה	N;NOM;FEM;SG	PROPN
rada	המועצה	rada	המועצה	N;NOM;FEM;SG	PROPN
encyklopedia	אנציקלופדיה	encyklopedia	אנציקלופדיה		PROPN
encyklopedia	אנציקלופדיה	encyklopedia	אנציקלופדיה		PROPN
nocy	לילות	noc	לילה	N;GEN;FEM;SG	N;MASC;PL
nocy	הלילות	noc	הלילות	N;GEN;FEM;SG	N;MASC;PL
