seattle	سياتل	settlli	سِيَاتِل	N;NOM;MASC;SG	
dnevna	يوميا	dnevni	يَومِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
giorgio	جيورجيو	giorgiti	جيورجيو	PROPN;NOM;MASC;SG	
giorgio	جورجيو	giorgiti	جُورجِيُو	PROPN;NOM;MASC;SG	
razmišljanje	افكر	razmišljanje	افكر	N;NOM;NEUT;SG	
razmišljanje	تفكر	razmišljanje	فَكَّر	N;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
koristan	المفيد	koristan	مُفِيد	ADJ;NOM;INDF;MASC;SG	
zahvat	الاجراءات	zahvat	إِجرَاء	N;NOM;MASC;SG	N;NOM;DEF;PL
eugene	يوجين	eugen	يُوجِين	N;NOM;MASC;SG	
bukurešt	بوخارست	bukurešt	بُوخرَست	N;NOM;FEM;SG	
stvoreni	خلق	stvoriti	خَلَق	ADJ;NOM;DEF;MASC;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
stvoreni	خلقت	stvoriti	خَلَق	ADJ;NOM;DEF;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
učinci	المؤثرات	učinak	مُؤَثِّر	N;NOM;MASC;PL	ADJ;NOM;DEF;FEM;PL
kave	البن	kava	بُنّ	N;NOM;FEM;PL	N;NOM;DEF;SG
kave	القهوة	kava	قُهُوَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
kave	قهوة	kava	قَهوَة	N;NOM;FEM;PL	N;NOM;INDF;SG
pohvale	الثناء	pohvala	ثَنَاء	N;NOM;FEM;PL	N;NOM;DEF;SG
pohvale	سبحان	pohvala	سُبحَان	N;NOM;FEM;PL	
pohvale	ماشاء	pohvala	مَاشَاء	N;NOM;FEM;PL	
pohvale	الحمد	pohvala	حَمد	N;NOM;FEM;PL	N;NOM;DEF;SG
mao	ماو	mao	مَاو	PROPN;NOM;MASC;SG	
pereira	بيريرا	pereirati	بَيرِيرَا	PROPN;NOM;MASC;SG	
vječni	الابدي	vječan	أَبدِيّ	ADJ;NOM;DEF;MASC;SG	
vječni	ابدي	vječan	أَبدِي	ADJ;NOM;DEF;MASC;SG	
baltimore	بالتمور	baltimor	بالتمور	N;NOM;FEM;PL	N;NOM;DEF;SG
baltimore	بالتيمور	baltimor	بِ	N;NOM;FEM;PL	
obiluje	زاخر	obilovati	زَاخِر	V;IND;SG;3;PRS;FIN	
urana	يورانيوم	uran	يُورَانيُوم	N;GEN;MASC;SG	
urana	اليورانيوم	uran	اليورانيوم	N;GEN;MASC;SG	
urana	باليورانيوم	uran	باليورانيوم	N;GEN;MASC;SG	
urana	اورانوس	uran	أُورَانُوس	N;GEN;MASC;SG	
genetski	وراثي	genetski	وراثي	ADV	
nowrap	nowrap	nowrap	nowrap	N;NOM;MASC;SG	
cat	القط	cat	قَطّ	ADP	
cat	قطة	cat	قُطَّة	ADP	N;NOM;INDF;SG
cat	قط	cat	قَطّ	ADP	
cat	القطة	cat	قُطَّة	ADP	N;NOM;DEF;SG
cat	كات	cat	كَات	ADP	
vene	عروق	vena	عروق	N;NOM;FEM;PL	
hidalgo	hidal	hidalgo	اِذَّذَظ	PROPN;NOM;MASC;SG	
yuan	يوان	yuan	يوان	PROPN;NOM;MASC;SG	
sacramento	ساكرامينتو	sacramento	ساكرامينتو	N;NOM;MASC;SG	
sacramento	ساكرامنتو	sacramento	ساكرامنتو	N;NOM;MASC;SG	
sacramento	سكرامنتو	sacramento	سكرامنتو	N;NOM;MASC;SG	
fiat	فيات	fiat	فِيَّة	N;NOM;MASC;SG	
čudno	غربة	čudno	غُربَة	ADV	N;NOM;INDF;SG
čudno	غريب	čudno	غريب	ADV	
organski	العضوية	organski	عُضوِيَّة	ADV	N;NOM;DEF;SG
organski	عضوية	organski	عُضوِيَّة	ADV	N;NOM;INDF;SG
organski	عضوي	organski	عُضوِيّ	ADV	
lan	ايان	lan	إِيَان	N;NOM;MASC;SG	
najniža	ادنى	nizak	أَدنَى	ADJ;NOM;DEF;RL;FEM;SG	
točnost	دقة	točnost	دِقَّة	N;NOM;FEM;SG	N;ACC;INDF;SG
katastrofe	كارثة	katastrofa	كَارِثَة	N;NOM;FEM;PL	N;NOM;INDF;SG
katastrofe	الكارثة	katastrofa	كَارِثَة	N;NOM;FEM;PL	N;NOM;DEF;SG
zarobljeni	اسر	zarobiti	أُسرَة	ADJ;NOM;DEF;MASC;PL;V.PTCP	
zarobljeni	محاصرة	zarobiti	مُحَاصَرَة	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;SG
blizanci	توام	blizanac	تَوَام	N;NOM;MASC;PL	
epidemije	الاوبئة	epidemija	أُوبِئَة	N;NOM;FEM;PL	N;NOM;DEF;SG
filipini	الفلبينية	filipina	فِلِبِّينِيّ	N;NOM;MASC;PL	ADJ;NOM;DEF;FEM;SG
filipini	الفلبين	filipina	الفلبين	N;NOM;MASC;PL	
filipini	بالفلبين	filipina	بالفلبين	N;NOM;MASC;PL	
lijekove	دواء	lijek	دَوَاء	N;ACC;MASC;PL	N;NOM;INDF;SG
vista	فيستا	vista	فَيستَا	N;NOM;FEM;SG	
dominantna	المهيمنة	dominantan	مُهَيَّم	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
dominantna	المهيمن	dominantan	المهيمن	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
diva	مغنية	div	مَغَنِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
diva	ديفا	div	ديفا	N;NOM;FEM;SG	
viktorija	فكتوريا	viktorija	فكتوريا	N;NOM;FEM;SG	
viktorija	فيكتوريا	viktorija	فيكتوريا	N;NOM;FEM;SG	
nula	صفر	nuti	صفر	N;NOM;MASC;SG	
nula	صفرا	nuti	صفرا	N;NOM;MASC;SG	N;ACC;INDF;SG
trans	ترانس	trans	رَانَس	N;NOM;MASC;SG	
trans	ترانس	trans	رَانَس	N;NOM;MASC;SG	
slab	الضعيف	slab	ضَعِيف	ADJ;NOM;INDF;MASC;SG	N;NOM;DEF;SG
gledanost	التصنيفات	gledanost	تَصنِيفَة	N;NOM;FEM;SG	N;NOM;DEF;PL
gledanost	التقييمات	gledanost	تَقيِيم	N;NOM;FEM;SG	N;NOM;DEF;PL
gledanost	تقييمات	gledanost	تَقيِيم	N;NOM;FEM;SG	N;NOM;INDF;PL
vektor	موجه	vektor	مُوَجَّه	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
vektor	متجه	vektor	مُتَّجِه	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
vektor	الموجه	vektor	مُوَجَّه	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
grandis	grand	grandis	مَلَاث	N;NOM;MASC;SG	
bijes	غضب	bijes	غَضَب	N;NOM;MASC;SG	
napoli	نابولي	napol	نابولي	PROPN;NOM;MASC;SG	
dai	داي	dai	داي	PROPN;NOM;MASC;SG	
izbjegava	تفادي	izbjegavati	تفادي	V;IND;SG;3;PRS;FIN	
izbjegava	تتجنب	izbjegavati	تَجَنَّب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
unatrag	الوراء	unatrag	وَرَاء	ADV	N;NOM;DEF;SG
unatrag	متخلفة	unatrag	مُتَخَلِّف	ADV	ADJ;NOM;INDF;FEM;SG
unatrag	الخلف	unatrag	خَلَف	ADV	N;NOM;DEF;SG
floyd	فلويد	floyd	فلويد	PROPN;NOM;MASC;SG	
truman	ترومان	truman	ترومان	N;NOM;MASC;SG	
očekivanja	التوقع	očekivanje	تَوَقُّع	N;NOM;NEUT;PL	N;NOM;DEF;SG
bayer	باير	bayer	بَايِر	PROPN;NOM;MASC;SG	
server	خادم	server	خَادِم	N;NOM;MASC;SG	
popov	بوبوف	popov	بوبوف	PROPN;NOM;MASC;SG	
vozilima	مركبات	vozilo	مُرَكَّب	N;DAT;NEUT;PL	N;NOM;INDF;PL
vozilima	عربات	vozilo	عَرَبَة	N;DAT;NEUT;PL	N;NOM;INDF;PL
vozilima	العربات	vozilo	عَرَبَة	N;DAT;NEUT;PL	N;NOM;DEF;PL
vozilima	المركبات	vozilo	مَركَبَة	N;DAT;NEUT;PL	N;NOM;DEF;PL
navodnjavanje	ري	navodnjavanje	رَيّ	N;NOM;NEUT;SG	
čvrsta	صلبة	čvrst	صُلبَة	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
čvrsta	متين	čvrst	متين	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
čvrsta	الصلبة	čvrst	صَلبَة	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
čvrsta	صلب	čvrst	صُلب	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
patka	بط	patak	بَطّ	N;NOM;FEM;SG	
patka	داك	patak	دَاك	N;NOM;FEM;SG	
patka	بطة	patak	بَطَّة	N;NOM;FEM;SG	
pacific	الهادي	pacific	الهادي	N;NOM;MASC;SG	
slap	شلالات	slap	شَلَالَة	N;NOM;MASC;SG	N;NOM;INDF;PL
slap	الشلالات	slap	شَلَالَة	N;NOM;MASC;SG	N;NOM;DEF;PL
potajno	سرا	potajno	سِرّ	ADV	N;ACC;INDF;SG
fly	ذبابة	fly	ذَبَّابَة	ADP	N;NOM;INDF;SG
svjesni	مدرك	svjestan	مُدَرَّك	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;MASC;SG
varijable	المتغير	varijable	مُتَغَيِّر	N;NOM;FEM;PL	N;NOM;DEF;SG
varijable	متغير	varijable	مُتَغَيِّر	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
varijable	متغيرة	varijable	مُتَغَيِّر	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
varijable	متغيرات	varijable	مُتَغَيِّر	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;PL
varijable	المتغيرات	varijable	مُتَغَيِّر	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
sreća	حظ	sreća	حَظّ	N;NOM;FEM;SG	
izgubljen	خسرت	izgubiti	خَسِر	ADJ;NOM;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
izgubljen	خسر	izgubiti	خَسِر	ADJ;NOM;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
izgubljen	فقدت	izgubiti	فَقَد	ADJ;NOM;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
izgubljen	ضاع	izgubiti	ضَاع	ADJ;NOM;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
conrad	كونراد	conrad	كونراد	N;NOM;MASC;SG	
osvoji	قهر	osvojiti	قُهر	V;IMP;SG;2;FIN	
minimum	الادنى	minimum	أَدنَى	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
minimum	دنيا	minimum	دَنِيّ	N;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
tron	عرش	tron	عَرش	N;NOM;MASC;SG	
tron	ترون	tron	رَأَى	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
biografije	سيرة	biografija	سِيرَة	N;NOM;FEM;PL	N;NOM;INDF;SG
june	حزيران	juniti	حَزِيرَان	ADP	N;NOM;INDF;SG
june	يونيو	juniti	يُونِيُو	ADP	N;GEN;INDF;SG
claire	كلير	claira	كلير	N;NOM;FEM;SG	
vruće	حار	vruć	حَارّ	ADJ;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
vruće	حارة	vruć	حَارّ	ADJ;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
vruće	ساخنة	vruć	سَاخِن	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
vruće	ساخن	vruć	سَاخِن	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
shvaćanje	فهم	shvaćanje	فَهِم	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
tokio	طوكيو	tokiti	طُوكِيُو	PROPN;NOM;MASC;SG	
denver	دينفر	denver	دينفر	N;NOM;MASC;SG	
denver	دنفر	denver	دُنفَر	N;NOM;MASC;SG	
pinyin	بينيين	pinyin	بِينِيّ	PROPN;NOM;MASC;SG	
dim	ديم	dim	دِيم	N;NOM;MASC;SG	
lim	ليم	lim	ليم	N;NOM;MASC;SG	
kinesko	الصينيون	kineski	صِينِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;PL
rezolucije	قرار	rezolucija	قَرَار	N;NOM;FEM;PL	N;NOM;INDF;SG
rezolucije	القرار	rezolucija	قَرَار	N;NOM;FEM;PL	N;NOM;DEF;SG
marion	ماريون	marion	ماريون	PROPN;NOM;MASC;SG	
poslanik	نبي	poslanik	نبي	N;NOM;MASC;SG	
vani	الخارج	vani	خَارِج	ADV	N;NOM;DEF;SG
vani	خارج	vani	خَارِجَ	ADV	ADP;ACC
kriterije	معايير	kriterij	مِعيَار	N;ACC;MASC;PL	N;NOM;INDF;PL
kriterije	المعايير	kriterij	مِعيَار	N;ACC;MASC;PL	N;NOM;DEF;PL
myspace	myspa	myspac	myspa	N;NOM;MASC;SG	
zadobio	المستدام	zadobiti	مُستَدَام	V;MASC;SG;PST;V.PTCP;ACT	ADJ;NOM;DEF;MASC;SG
urednica	محررة	urednica	محررة	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
financiranje	مالية	financiranje	مَالِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
leeds	ليدز	leeds	ليدز	PROPN;NOM;MASC;SG	
izbjegavati	تفادي	izbjegavati	تفادي	V;NFIN	
izbjegavati	تجنب	izbjegavati	تجنب	V;NFIN	
indijska	هندية	indijski	هِندِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
indijska	هندي	indijski	هِندِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
indijska	الهندية	indijski	الهندية	ADJ;NOM;DEF;FEM;SG	
dostupno	متوفر	dostupan	متوفر	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
dostupno	متاح	dostupan	مُتَاح	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
dostupno	متاحة	dostupan	مُتَاح	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
dostupno	متوفرة	dostupan	مُتَوَفِّر	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
dostupno	تتوفر	dostupan	تَوَفَّر	ADJ;NOM;DEF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
naruto	ناروتو	naruto	ناروتو	ADP	
korisno	المفيد	korisno	مُفِيد	ADJ;NOM;DEF;NEUT;SG	
korisno	مفيدة	korisno	مُفِيد	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
korisno	مفيد	korisno	مفيد	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
korisno	مفيدة	korisno	مُفِيد	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
korisno	مفيد	korisno	مفيد	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
nakita	المجوهرات	nakit	مُجَوهَر	N;GEN;MASC;SG	N;NOM;DEF;PL
nakita	مجوهرات	nakit	مُجَوهَر	N;GEN;MASC;SG	ADJ;NOM;INDF;FEM;PL
nakita	جواهر	nakit	جَاهِر	N;GEN;MASC;SG	
nakita	المجوهرات	nakit	مُجَوهَر	N;GEN;MASC;SG	N;NOM;DEF;PL
nakita	مجوهرات	nakit	مُجَوهَر	N;GEN;MASC;SG	ADJ;NOM;INDF;FEM;PL
nakita	جواهر	nakit	جَاهِر	N;GEN;MASC;SG	
baruna	بارونات	baruna	بارونات	N;NOM;MASC;SG	
tanaka	تاناكا	tanka	تاناكا	N;NOM;MASC;SG	
bravo	برافو	bravo	بَرفُو	N;NOM;MASC;SG	
laguna	لاجونا	laguna	لاجونا	N;NOM;FEM;SG	
emanuel	ايمانويل	emanuel	إِيمَانُوِيل	N;NOM;MASC;SG	
procesor	معالج	procesor	مَعلَج	N;NOM;MASC;SG	
vjeran	المؤمنين	vjeran	مُؤَمِّن	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;PL
motive	بواعث	motiv	بَاعِثَة	N;ACC;MASC;PL	N;NOM;INDF;PL
motive	الدوافع	motiv	دَافِع	N;ACC;MASC;PL	N;NOM;DEF;PL
motive	دوافع	motiv	دَافِع	N;ACC;MASC;PL	N;NOM;INDF;PL
natjecati	المتنافسة	natjecati	مُتَنَافِس	V;NFIN	ADJ;NOM;DEF;FEM;SG
kramer	كرامر	kramer	كرَامر		
prijedlozi	الاقتراح	prijedlog	اِقتِرَاح	N;NOM;MASC;PL	N;NOM;DEF;SG
prijedlozi	اقتراح	prijedlog	اِقتِرَاح	N;NOM;MASC;PL	N;NOM;INDF;SG
prijedlozi	مقترح	prijedlog	مُقتَرَح	N;NOM;MASC;PL	N;NOM;INDF;SG
face	وجه	faca	وَجَّه	N;NOM;FEM;PL	V;PFV;MASC;SG;3;ACT
face	واجه	faca	وَاجَه	N;NOM;FEM;PL	V;PFV;MASC;SG;3;ACT
face	الوجه	faca	وَجه	N;NOM;FEM;PL	N;NOM;DEF;SG
scoparia	عقربي	scoparia	عقربي	N;NOM;MASC;SG	
bjelorusiji	بيلاروس	bjelorusija	بِيلَارُوس	N;DAT;FEM;SG	
titan	التيتانيوم	titan	التيتانيوم	N;NOM;MASC;SG	
titan	تيتانيوم	titan	تيتانيوم	N;NOM;MASC;SG	
titan	تيتان	titan	تِيتَان	N;NOM;MASC;SG	
smeđa	اسمر	smeđa	أَسمَر	N;NOM;FEM;SG	
smeđa	براون	smeđa	براون	N;NOM;FEM;SG	
sija	مشرقة	sija	مُشرِقَة	V;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;FEM;SG
snoop	سنوب	snoop	سَنُوب	N;NOM;MASC;SG	
notre	نوت	notra	نَوت	ADP	
entiteta	الكيانات	entitet	كِيَانَة	N;GEN;MASC;SG	N;NOM;DEF;PL
entiteta	كيانات	entitet	كِيَان	N;GEN;MASC;SG	N;NOM;INDF;PL
entiteta	كيان	entitet	كِيَان	N;GEN;MASC;SG	N;NOM;INDF;SG
entiteta	الكيان	entitet	كِيَان	N;GEN;MASC;SG	N;NOM;DEF;SG
tezu	اطروحة	teza	أُطرُوحَة	N;ACC;FEM;SG	N;NOM;INDF;SG
tezu	الفرضية	teza	فَرضِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
luksemburg	لوكسمبورغ	luksemburg	لوكسمبورغ	N;NOM;MASC;SG	
uhvati	التقاط	uhvati	اِلتِقَاط	V;IND;SG;2;PRS;FIN	N;NOM;INDF;SG
krvarenje	تنزف	krvarenje	نَزَف	N;NOM;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
krvarenje	ينزف	krvarenje	أَنزَف	N;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
alessandro	اليساندرو	alessandro	اليساندرو	N;NOM;MASC;SG	
alessandro	al	alessandro	شَشّ	N;NOM;MASC;SG	
misionar	التبشيرية	misionar	تَبشِيرِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
svježe	طازج	svježe	طَازَج	ADV	N;NOM;INDF;SG
svježe	طازجة	svježe	طَازِج	ADV	ADJ;NOM;INDF;FEM;SG
perez	بيريز	perez	بِيرِيز	PROPN;NOM;MASC;SG	
sinove	ابناء	sin	اِبن	N;ACC;MASC;PL	N;NOM;INDF;PL
sinove	الابناء	sin	الابناء	N;ACC;MASC;PL	N;NOM;DEF;PL
pogodan	مناسبة	pogodan	مُنَاسَبَة	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
povrća	الخضار	povrće	خَضَار	N;NOM;NEUT;PL	N;NOM;DEF;SG
povrća	خضار	povrće	خضار	N;NOM;NEUT;PL	N;NOM;INDF;SG
povrća	الخضروات	povrće	الخضروات	N;NOM;NEUT;PL	
falco	فالكو	falco	فالكو	N;NOM;MASC;SG	
spojeni	متصلة	spojen	مُتَّصِل	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
spojeni	متصل	spojen	مُتَّصِل	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
spojeni	مرتبطة	spojen	مُرتَبِط	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
spojeni	مرتبط	spojen	مُرتَبِط	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
konkretno	ملموسة	konkretno	مَلمُوس	ADV	ADJ;NOM;INDF;FEM;SG
konkretno	الاسمنت	konkretno	أَسمَنت	ADV	N;NOM;DEF;SG
konkretno	الخرسانة	konkretno	خَرَسَانَة	ADV	N;NOM;DEF;SG
konkretno	بالتحديد	konkretno	بِ	ADV	N;GEN;DEF;SG
konkretno	تحديدا	konkretno	تَحدِيد	ADV	N;ACC;INDF;SG
maslina	زيتون	maslina	زيتون	N;NOM;FEM;SG	
maslina	زيتون	maslina	زيتون	N;NOM;FEM;SG	
prilagoditi	ضبط	prilagoditi	ضَبط	V;NFIN	N;NOM;INDF;SG
ultra	الترا	ultar	تِرَا	N;NOM;MASC;SG	
upozorenja	التحذير	upozorenje	تَحذِير	N;NOM;NEUT;PL	N;NOM;DEF;SG
upozorenja	تحذير	upozorenje	تَحذِير	N;NOM;NEUT;PL	N;NOM;INDF;SG
zainteresiran	المهتمة	zainteresiran	مُهتَمّ	ADJ;NOM;INDF;MASC;SG	N;NOM;DEF;SG
zainteresiran	مهتما	zainteresiran	مُهتَمّ	ADJ;NOM;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
makedonska	مقدونيا	makedonski	مَقدُونِيَا	ADJ;NOM;FEM;SG	
makedonska	المقدونية	makedonski	مَقدُونِيّ	ADJ;NOM;FEM;SG	
makedonska	مقدوني	makedonski	مَقدُونِيّ	ADJ;NOM;FEM;SG	
reid	ريد	reid	ريد	PROPN;NOM;MASC;SG	
eko	الايكولوجية	eko	إِيكُولُوجِيّ		ADJ;NOM;DEF;FEM;SG
senator	سيناتور	senator	سيناتور	N;NOM;MASC;SG	
senator	السناتور	senator	السناتور	N;NOM;MASC;SG	
senator	السيناتور	senator	سِينَاتُور	N;NOM;MASC;SG	
chaplin	تشابلين	chaplin	تشَابلِين	N;NOM;MASC;SG	
chaplin	شابلن	chaplin	شَابِل	N;NOM;MASC;SG	
chaplin	تشابلن	chaplin	تشابلن	N;NOM;MASC;SG	
stockholmu	استكهولم	stockholm	استكهولم	N;DAT;MASC;SG	
stockholmu	ستوكهولم	stockholm	ستوكهولم	N;DAT;MASC;SG	
betona	ملموسة	beton	مَلمُوس	N;GEN;MASC;SG	ADJ;NOM;INDF;FEM;SG
betona	الاسمنت	beton	أَسمَنت	N;GEN;MASC;SG	N;NOM;DEF;SG
betona	الخرسانة	beton	خَرَسَانَة	N;GEN;MASC;SG	N;NOM;DEF;SG
burke	بيرك	burka	بِيرك	N;NOM;MASC;SG	
burke	بورك	burka	بُورك	N;NOM;MASC;SG	
aida	عايدة	aida	عَايِد	N;NOM;FEM;SG	
crosby	كروسبي	crosby	كروسبي	PROPN;NOM;MASC;SG	
razvijanje	نامية	razvijanje	نَامِي	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
povrće	الخضروات	povrće	الخضروات	N;NOM;NEUT;SG	
kontinuitet	استمرارية	kontinuitet	اِستِمرَارِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
svjesno	بوعي	svjesno	بُوعِي	ADV	
svjesno	واعي	svjesno	واعي	ADV	ADJ;NOM;INDF;MASC;SG
dumbledore	دمبلدور	dumbledor	دَمبَلدُور	N;NOM;MASC;SG	
stati	صالح	stati	صالح	V;NFIN	
plazme	بلازما	plazma	بلازما	N;NOM;FEM;PL	
plazme	البلازما	plazma	البلازما	N;NOM;FEM;PL	N;NOM;DEF;SG
truba	بوق	trubati	بُوق	N;NOM;FEM;SG	
koza	عنزة	koza	عِنزَة	N;NOM;FEM;SG	
afrička	افريقية	afrički	أَفرِيقِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
afrička	افريقي	afrički	أَفرِيقِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
afrička	الافريقي	afrički	الافريقي	ADJ;NOM;DEF;FEM;SG	
afrička	افريقيا	afrički	افريقيا	ADJ;NOM;DEF;FEM;SG	
suza	الدموع	suz	دَمعَة	N;NOM;FEM;SG	N;NOM;DEF;PL
boki	بوكا	boka	بوكا	PROPN;DAT;FEM;SG	
kruha	الخبز	kruh	خُبز	N;ACC;MASC;SG	N;NOM;DEF;SG
kruha	خبز	kruh	خَبز	N;ACC;MASC;SG	N;NOM;INDF;SG
citat	اقتبس	citat	اِقتَبَس	N;NOM;MASC;SG	V;PFV;MASC;SG;3;ACT
klupi	مقعد	klupa	مَقعَد	N;DAT;FEM;SG	N;NOM;INDF;SG
klupi	المقعد	klupa	مَقعَد	N;DAT;FEM;SG	N;NOM;DEF;SG
polo	بولو	polo	بُولُو	N;NOM;MASC;SG	
levy	ليفي	levy	لِيفِي	PROPN;NOM;MASC;SG	
valle	فالي	valla	فالي	PROPN;NOM;MASC;SG	
digitalno	رقميا	digitalan	رَقَمِيّ	ADV	ADJ;ACC;INDF;MASC;SG
digitalno	رقمية	digitalan	رَقَمِيّ	ADV	ADJ;NOM;INDF;FEM;SG
digitalno	رقمي	digitalan	رَقَمِيّ	ADV	ADJ;NOM;INDF;MASC;SG
magna	magna	magan	magna	N;NOM;FEM;SG	
ion	ايون	ion	إِين	N;NOM;MASC;SG	
letova	رحلات	let	رِحلَة	N;GEN;MASC;PL	N;NOM;INDF;PL
letova	الرحلات	let	رِحلَة	N;GEN;MASC;PL	N;NOM;DEF;PL
danju	نهارا	danju	نَهَار	ADV	N;ACC;INDF;SG
danju	النهار	danju	نَهَار	ADV	N;NOM;DEF;SG
danju	نهار	danju	نَهَار	ADV	
ravan	شقة	ravan	شَقَّة	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
longipes	longip	longipes	كَامَثَث	N;NOM;MASC;SG	
osman	عثمان	osman	عثمان	N;NOM;MASC;SG	
negativni	سلبية	negativan	سَلبِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
negativni	سلبي	negativan	سَلبِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
negativni	سالب	negativan	سالب	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
povelje	ميثاق	povelja	مِيثَاق	N;NOM;FEM;PL	N;NOM;INDF;SG
povelje	الميثاق	povelja	مِيثَاق	N;NOM;FEM;PL	N;NOM;DEF;SG
lucy	لوسى	lucy	لوسى	PROPN;NOM;MASC;SG	
lucy	لوسي	lucy	لوسي	PROPN;NOM;MASC;SG	
grey	غراي	grey	غِرَاي	PROPN;NOM;MASC;SG	
grey	رمادي	grey	رمادي	PROPN;NOM;MASC;SG	
organe	الاعضاء	organ	عُضو	N;ACC;MASC;PL	N;NOM;DEF;PL
organe	اعضاء	organ	عُضو	N;ACC;MASC;PL	N;NOM;INDF;PL
prihvaćeno	قبلت	prihvatiti	قَبِل	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
