צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ראשונית	предварителни	None	предварителен	ADV	ADJ;INDF;PL
ראשונית	предварителен	None	предварителен	ADV	ADJ;INDF;MASC;SG
ספנסר	спенсър	ספנסר	спенсър	PROPN	PROPN;INDF;MASC;SG
נור	нур	נור	нур	PROPN	PROPN;INDF;MASC;SG
נור	нур	נור	нур	PROPN	PROPN;INDF;MASC;SG
דנים	датски	דן	датски	N;MASC;PL	ADJ;INDF;MASC;SG
דנים	дейнс	דן	дейнс	N;MASC;PL	PROPN;INDF;FEM;SG
דנים	обсъждаме	דן	обсъждам	N;MASC;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
דנים	дънки	דן	дънки	N;MASC;PL	N;INDF
דנים	деним	דן	деня	N;MASC;PL	N;INDF;MASC;SG
בוגרת	възрастни	בוגר	възрастен	N;FEM;SG	ADJ;INDF;PL
בוגרת	възрастна	בוגר	възрастен	N;FEM;SG	ADJ;INDF;FEM;SG
בוגרת	възрастен	בוגר	възрастен	N;FEM;SG	ADJ;INDF;MASC;SG
בוגרת	зряло	בוגר	зряло	N;FEM;SG	ADV
בוגרת	зрели	בוגר	зрели	N;FEM;SG	ADJ;INDF;PL
בוגרת	зрял	בוגר	зрял	N;FEM;SG	ADJ;INDF;MASC;SG
אחיינו	племенник	אחיין	племенник	PROPN	N;INDF;MASC;SG
אחיינו	племенника	אחיין	племенник	PROPN	N;DEF;MASC;SG
שייכות	принадлежащи	שייכות	принадлежа	N;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
שייכות	принадлежат	שייכות	принадлежа	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
טכנולוגית	технологично	טכנולוגיה	технологичен	N;FEM;SG	ADV
טכנולוגית	технологичен	טכנולוגיה	технологичен	N;FEM;SG	ADJ;INDF;MASC;SG
טכנולוגית	технологично	טכנולוגיה	технологичен	N;FEM;SG	ADV
טכנולוגית	технологична	טכנולוגיה	технологичен	N;FEM;SG	ADJ;INDF;FEM;SG
הגלריה	галерия	הגלריה	галерия	PROPN	N;INDF;FEM;SG
פאן	пан	פאן	пан		N;INDF;MASC;SG
פאן	тиган	פאן	тиган		N;INDF;MASC;SG
עונשין	наказание	עונש	наказание	N;MASC;PL	N;INDF;NEUT;SG
עונשין	наказателни	עונש	наказателен	N;MASC;PL	ADJ;INDF;PL
עונשין	санкция	עונש	санкция	N;MASC;PL	N;INDF;FEM;SG
עונשין	наказателен	עונש	наказателен	N;MASC;PL	ADJ;INDF;MASC;SG
קון	измама	קון	измама	PROPN	N;INDF;FEM;SG
קני	кени	קני	кен		PROPN;INDF;MASC;SG
הפער	празнина	הפער	празнина		N;INDF;FEM;SG
הפער	пролука	הפער	пролука		N;INDF;FEM;SG
שהתגלה	открити	שהגלל	открит	V;MASC;SG;3;PST	ADJ;INDF;PL
להביס	унищожителна	הביס	унищожителен	V;NFIN;ACT	ADJ;INDF;FEM;SG
להביס	поражение	הביס	поражение	V;NFIN;ACT	N;INDF;NEUT;SG
להביס	победен	הביס	победя	V;NFIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
אנטוניוס	антоний	אנטוניוס	антоний	PROPN	N;INDF;MASC;SG
חוט	жици	חוט	жица	N;MASC;SG	N;INDF;FEM;PL
חוט	нишки	חוט	нишка	N;MASC;SG	ADJ;INDF;PL
חוט	конци	חוט	конеца	N;MASC;SG	N;INDF;MASC;PL
מסוק	вертолети	מסוק	вертолет	N;MASC;SG	N;INDF;MASC;PL
הרצועה	каишка	הרצועה	каишка		N;INDF;FEM;SG
הרצועה	ремък	הרצועה	ремък		N;INDF;MASC;SG
הרצועה	каишка	הרצועה	каишка		N;INDF;FEM;SG
דשא	трева	דשא	трева		N;INDF;FEM;SG
דשא	тревата	דשא	трева		N;DEF;FEM;SG
מעצב	дизайнерски	מעצב	дизайнерски		ADJ;INDF;MASC;SG
מעצב	дизайнер	מעצב	дизайнер		N;INDF;MASC;SG
סטטיסטיקה	статистики	סטטיסטיקה	статистика	N;FEM;SG	N;INDF;FEM;PL
מבצעית	оперативен	מבצעי	оперативен	ADV	ADJ;INDF;MASC;SG
מבצעית	оперативни	מבצעי	оперативен	ADV	ADJ;INDF;PL
מבצעית	оперативна	מבצעי	оперативен	ADV	ADJ;INDF;FEM;SG
חתך	дял	חתך	дял		N;INDF;MASC;SG
חתך	стоп	חתך	стоп		N;INDF;MASC;SG
חתך	режи	חתך	режа		V;IPFV;IMP;SG;2;FIN
חתך	разрез	חתך	разрез		N;INDF;MASC;SG
דטרויט	детройт	דטרויט	детройт	PROPN	PROPN;INDF;MASC;SG
גלוי	видими	גלוי	видим	ADJ;MASC;SG	ADJ;INDF;PL
גלוי	видимо	גלוי	видимо	ADJ;MASC;SG	ADV
הקוונטים	квантова	הקוונט	квантов	N;MASC;PL	PROPN;INDF;FEM;SG
הקוונטים	квантовата	הקוונט	квантов	N;MASC;PL	ADJ;DEF;FEM;SG
הסוחר	търговец	הסוחר	търговец		N;INDF;MASC;SG
דיגיטלי	цифров	דיגיטלי	цифров	PROPN	N;INDF;MASC;SG
דיגיטלי	дигитален	דיגיטלי	дигитален	PROPN	ADJ;INDF;MASC;SG
דיגיטלי	цифрово	דיגיטלי	цифров	PROPN	ADV
דיגיטלי	цифрова	דיגיטלי	цифров	PROPN	ADJ;INDF;FEM;SG
דיגיטלי	цифрови	דיגיטלי	цифров	PROPN	ADJ;INDF;PL
אסטרטגית	стратегическа	אסטרטגי	стратегически	ADV	ADJ;INDF;FEM;SG
אסטרטגית	стратегически	אסטרטגי	стратегически	ADV	ADJ;INDF;MASC;SG
צירים	труд	ציר	труд	N;MASC;PL	N;INDF;MASC;SG
עוזרת	помощник	עוזר	помощник	ADJ;FEM;SG	N;INDF;MASC;SG
עוזרת	асистентка	עוזר	асистентка	ADJ;FEM;SG	N;INDF;FEM;SG
עוזרת	асистент	עוזר	асистент	ADJ;FEM;SG	N;INDF;MASC;SG
הוקי	хокей	הוקי	хокей	PROPN	N;INDF;MASC;SG
בפנים	вътрешно	בפנים	вътрешен		ADV
בפנים	вътре	בפנים	вътре		ADV
חרדה	неспокойна	חרדה	неспокоен	N;FEM;SG	ADJ;INDF;FEM;SG
חרדה	неспокоен	חרדה	неспокоен	N;FEM;SG	ADJ;INDF;MASC;SG
התיישב	уреден	התיישב	уреден	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
בסיני	синай	בסין	синай		N;INDF;MASC;SG
שריד	остатък	שריד	остатък	PROPN	N;INDF;MASC;SG
שריד	реликва	שריד	реликвам	PROPN	N;INDF;FEM;SG
שמור	спасяване	שמור	спасяване		N;INDF;NEUT;SG
שמור	спаси	שמור	спася-(се)		V;PFV;IMP;SG;2;PST;FIN
שמור	запази	שמור	запазя-(се)		V;PFV;IMP;SG;2;FIN
שמור	запис	שמור	запис		N;INDF;MASC;SG
שמור	запази	שמור	запазя-(се)		V;PFV;IMP;SG;2;FIN
הדלת	врата	הדלה	врата	PROPN	N;INDF;FEM;SG
הדלת	вратата	הדלה	врата	PROPN	N;DEF;FEM;SG
חוקרת	изследовател	חקר	изследовател	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
חוקרת	разследва	חקר	разследвам	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
חוקרת	разследване	חקר	разследване	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
שפר	шефър	שפר	шефър	PROPN	N;INDF;MASC;SG
הי	хей	הי	хей		INTJ
טבעות	халки	טבעת	халка		N;INDF;FEM;PL
טבעות	пръстени	טבעת	пръстя		ADJ;INDF;PL
טבעות	пръстените	טבעת	пръстя		ADJ;DEF;PL
ולמה	велма	ולמה	велма	ADV	N;INDF;FEM;SG
מאופיין	характеризира	מאופיין	характеризирам	V;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
נגמר	над	נגמר	над	V;MASC;SG;V.PTCP;MID	ADP
קרס	кука	קרס	кука		N;INDF;MASC;SG
קרס	хук	קרס	хук		PROPN;INDF;MASC;SG
הבטן	стомах	הבטן	стомах	PROPN	N;INDF;MASC;SG
הבטן	стомахът	הבטן	стомах	PROPN	N;DEF;MASC;SG
הבטן	стомаха	הבטן	стомах	PROPN	N;DEF;MASC;SG
הבטן	корем	הבטן	корем	PROPN	N;INDF;MASC;SG
הוכח	доказани	הוכח	докажа	V;MASC;SG;3;PST;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ציפורי	птиче	ציפורי	птиче	PROPN	N;INDF;NEUT;SG
כריסטינה	кристина	כריסטינה	кристина	PROPN	N;INDF;FEM;SG
כריסטינה	кристина	כריסטינה	кристина	PROPN	N;INDF;FEM;SG
בייקר	бейкър	ייקר	бейкър	PROPN	PROPN;INDF;MASC;SG
גרג	грег	גרג	грег	PROPN	PROPN;INDF;MASC;SG
תוניסיה	тунис	תוניסיה	тунис	PROPN	N;INDF;MASC;SG
הגיב	коментира	הגיב	коментирам	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מנהגים	нрави	מנהג	нрав	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
מינסוטה	минесота	מינסוטה	минеса	PROPN	PROPN;INDF;FEM;SG
גילברט	жилбер	גילברט	жилбер	PROPN	PROPN;INDF;MASC;SG
גילברט	гилбърт	גילברט	гилбърт	PROPN	PROPN;INDF;MASC;SG
בכור	първородния	בכור	първороден		ADJ;DEF;MASC;SG
ביולוגי	биологичен	ביולוגי	биологичен	N	ADJ;INDF;MASC;SG
ביולוגי	биологично	ביולוגי	биологично	N	ADV
ביולוגי	биологични	ביולוגי	биологичен	N	ADJ;INDF;PL
ביולוגי	биологична	ביולוגי	биологичен	N	ADJ;INDF;FEM;SG
שולט	доминиращ	שלט	доминирам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
האג	хага	האג	хага	PROPN	N;INDF;MASC;SG
שועל	фокс	שועל	фокс	PROPN	PROPN;INDF;MASC;SG
שועל	лисица	שועל	лисица	PROPN	N;INDF;FEM;SG
שועל	fox	שועל	fox	PROPN	PROPN;INDF;MASC;SG
מקרטני	маккартни	מקרטני	маккартен	PROPN	ADJ;INDF;PL
קרבי	битка	קרבי	битка	PROPN	N;INDF;FEM;SG
פירנצה	флорънс	פירנצה	флорънс	PROPN	PROPN;INDF;FEM;SG
פירנצה	флоренция	פירנצה	флоренция	PROPN	N;INDF;FEM;SG
חדה	остро	חד	остро		ADV
חדה	шарп	חד	шарп		PROPN;INDF;MASC;SG
חדה	остър	חד	остър		N;INDF;MASC;SG
חדה	остра	חד	остър		N;INDF;FEM;SG
חדה	остри	חד	остър		ADJ;INDF;PL
פלילית	престъпник	פלילי	престъпник	ADV	N;INDF;MASC;SG
כנען	канаан	כנען	канаан	PROPN	N;INDF;FEM;SG
שן	шен	שן	шен		N;INDF;MASC;SG
שן	зъб	שן	зъб		N;INDF;MASC;SG
צילם	сниман	צילם	снимам	PROPN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
צילם	заснет	צילם	заснет	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
צילם	снимано	צילם	снима	PROPN	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
צילם	заснети	צילם	заснет	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
צילם	заснето	צילם	засне	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
צילם	сниман	צילם	снимам	PROPN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
צילם	снимана	צילם	снимам	PROPN	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
צילם	снимано	צילם	снима	PROPN	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
צילם	заснето	צילם	засне	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
גופני	физическо	גופני	физически	N;MASC;SG	ADV
גופני	физически	גופני	физически	N;MASC;SG	ADJ;INDF;MASC;SG
גופני	физическа	גופני	физически	N;MASC;SG	ADJ;INDF;FEM;SG
בסקי	баските	בסק	баски		ADJ;DEF;PL
בסקי	ски	בסק	ска		N;INDF;NEUT;PL
בסקי	ските	בסק	ски		N;DEF;FEM;PL
פגיעות	уязвимост	פגיעה	уязвимост	N;FEM;PL	N;INDF;FEM;SG
פגיעות	уязвимостта	פגיעה	уязвимост	N;FEM;PL	N;DEF;FEM;SG
רגשית	емоционална	רגשי	емоционален	ADV	ADJ;INDF;FEM;SG
רגשית	емоционални	רגשי	емоционален	ADV	ADJ;INDF;PL
רגשית	емоционален	רגשי	емоционален	ADV	ADJ;INDF;MASC;SG
ביקרו	посети	ביקר	посетя	V;PL;3;PST;ACT	V;PFV;IMP;SG;2;FIN
ביקרו	посетих	ביקר	посетя	V;PL;3;PST;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
נוספה	добавена	נוסף	добавя	V;FEM;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נוספה	добавен	נוסף	добавен	V;FEM;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נוספה	добавени	נוסף	добавя	V;FEM;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נוספה	добавено	נוסף	добавя	V;FEM;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
פירס	пиърс	פירס	пиърс	PROPN	PROPN;INDF;MASC;SG
אפלטון	платон	אפלטון	платон	PROPN	N;INDF;MASC;SG
אפלטון	апълтън	אפלטון	апълтън	PROPN	N;INDF;MASC;SG
מרסל	марсел	מרסל	марсел	PROPN	PROPN;INDF;MASC;SG
פינק	розово	פינק	розово	PROPN	ADV
פינק	розов	פינק	розов	PROPN	ADJ;INDF;MASC;SG
פינק	розова	פינק	розова	PROPN	ADJ;INDF;FEM;SG
פינק	розови	פינק	розов	PROPN	ADJ;INDF;PL
פינק	финк	פינק	финк	PROPN	PROPN;INDF;MASC;SG
ברון	баронът	ברון	барон	PROPN	N;DEF;MASC;SG
ברון	барон	ברון	барон	PROPN	N;INDF;MASC;SG
ווטסון	уотсън	ווטסון	уотсън	PROPN	PROPN;INDF;MASC;SG
דאגה	тревожна	דאגה	тревожен	N;FEM;SG	ADJ;INDF;FEM;SG
דאגה	тревожни	דאגה	тревожен	N;FEM;SG	ADJ;INDF;PL
דאגה	тревожно	דאגה	тревожно	N;FEM;SG	ADV
נופש	отпуска	נופש	отпускам-(се)	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
נופש	курорти	נופש	курорт	N;MASC;SG	N;INDF;MASC;PL
טימור	тимор	טימור	тимор	PROPN	N;INDF;MASC;SG
טימור	тимур	טימור	тимур	PROPN	N;INDF;MASC;SG
הביולוגי	биологичен	הביולוגי	биологичен	PROPN	ADJ;INDF;MASC;SG
הביולוגי	биологично	הביולוגי	биологично	PROPN	ADV
הביולוגי	биологични	הביולוגי	биологичен	PROPN	ADJ;INDF;PL
הביולוגי	биологична	הביולוגי	биологичен	PROPN	ADJ;INDF;FEM;SG
יוצרי	създателите	יוצרי	създател	N;PSSD;MASC;PL	N;DEF;MASC;PL
יריחו	джерико	יריחו	джерико	PROPN	N;INDF;MASC;SG
הירידה	слизане	הירידה	слизане	V;FEM;SG;3;PST;ACT	N;INDF;NEUT;SG
הירידה	спускане	הירידה	спускане	V;FEM;SG;3;PST;ACT	N;INDF;NEUT;SG
גומי	каучук	גומי	каучук	PROPN	N;INDF;MASC;SG
גומי	гума	גומי	гума	PROPN	N;INDF;FEM;SG
הארכיון	архиви	הארכיון	архив	N;MASC;SG	N;INDF;MASC;PL
ריהאנה	риана	ריהאנה	риан	PROPN	N;INDF;FEM;SG
הכיוון	посока	הכיוון	посока	PROPN	N;INDF;FEM;SG
משיח	месия	משיח	месия	PROPN	N;INDF;MASC;SG
משיח	месията	משיח	месия	PROPN	N;DEF;FEM;SG
ללבוש	износване	לבש	износване	V;NFIN;ACT	N;INDF;NEUT;SG
רייגן	рейгън	רייגן	рейгън	PROPN	N;INDF;MASC;SG
סנטיאגו	сантяго	סנטיאגו	сантяго	PROPN	N;INDF;MASC;SG
אמיתיים	истинско	אמיתי	истински	ADJ;MASC;PL	ADV
אמיתיים	реал	אמיתי	реал	ADJ;MASC;PL	PROPN;INDF;MASC;SG
אמיתיים	истинска	אמיתי	истински	ADJ;MASC;PL	ADJ;INDF;FEM;SG
אמיתיים	реално	אמיתי	реално	ADJ;MASC;PL	ADV
אמיתיים	истински	אמיתי	истински	ADJ;MASC;PL	ADJ;INDF;MASC;SG
נוב	ноември	נוב	ноември		N;INDF;MASC;SG
נוב	ноб	נוב	ноб		N;INDF;MASC;SG
דורה	дора	דורה	дора	PROPN	PROPN;INDF;FEM;SG
דורה	дура	דורה	дура	PROPN	N;INDF;FEM;SG
ברן	брен	ברן	брен	PROPN	N;INDF;MASC;SG
ברן	бърн	ברן	бърн	PROPN	PROPN;INDF;MASC;SG
שינויי	промени	שינוי	промяна	ADJ;MASC;PL	N;INDF;FEM;PL
שינויי	промените	שינוי	промяна	ADJ;MASC;PL	N;DEF;FEM;PL
שינויי	изменения	שינוי	изменение	ADJ;MASC;PL	N;INDF;NEUT;PL
מונעת	превантивни	מנע	превантивен	V;FEM;SG;V.PTCP	ADJ;INDF;PL
לאום	националност	לאום	националност		N;INDF;FEM;SG
לאום	гражданство	לאום	гражданство		N;INDF;NEUT;SG
ורוד	розово	ורוד	розово		ADV
ורוד	розов	ורוד	розов		ADJ;INDF;MASC;SG
ורוד	розова	ורוד	розова		ADJ;INDF;FEM;SG
ורוד	розови	ורוד	розов		ADJ;INDF;PL
דריה	дария	דריה	даря	PROPN	PROPN;INDF;FEM;SG
טנסי	тенеси	טנסי	тенес	PROPN	PROPN;INDF;MASC;SG
כפוף	подчинени	כפוף	подчиня-(се)	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
כפוף	подчинена	כפוף	подчиня-(се)	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
כפוף	подчинен	כפוף	подчиня-(се)	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
כפוף	бент	כפוף	бент	ADJ;MASC;SG	N;INDF;MASC;SG
בעלים	собственик	בעלים	собственик	N;MASC;PL	N;INDF;MASC;SG
בעלים	притежател	בעלים	притежател	N;MASC;PL	N;INDF;MASC;SG
בעלים	собственика	בעלים	собственик	N;MASC;PL	N;DEF;MASC;SG
קמפיין	кампанията	קמפיין	кампания	PROPN	N;DEF;FEM;SG
קמפיין	кампания	קמפיין	кампания	PROPN	N;INDF;FEM;SG
מחמד	pet	מחמד	pet		N;INDF;MASC;SG
מחמד	любимец	מחמד	любимец		N;INDF;MASC;SG
אטומים	атомите	אטום	атома	ADJ;MASC;PL	N;DEF;MASC;PL
אטומים	атоми	אטום	атом	ADJ;MASC;PL	N;INDF;MASC;PL
מונטריאול	монреал	מונטריאול	монреал	PROPN	PROPN;INDF;MASC;SG
סו	сю	סו	сю		N;INDF;MASC;SG
סו	су	סו	се		PROPN;INDF;MASC;SG
נשיאה	президентът	נשיאה	президент	PROPN	N;DEF;MASC;SG
נשיאה	президент	נשיאה	президент	PROPN	N;INDF;MASC;SG
נשיאה	председател	נשיאה	председател	PROPN	N;INDF;MASC;SG
ערוצי	канали	ערוץ	канал	N;PSSD;MASC;PL	N;INDF;MASC;PL
קלווין	келвин	קלווין	келвин	PROPN	PROPN;INDF;FEM;SG
קלווין	калвин	קלווין	калвин	PROPN	PROPN;INDF;MASC;SG
קלווין	келвин	קלווין	келвин	PROPN	PROPN;INDF;FEM;SG
שובר	купон	שובר	купон	PROPN	N;INDF;MASC;SG
שובר	купони	שובר	купон	PROPN	N;INDF;MASC;PL
שובר	почивки	שובר	почивка	PROPN	N;INDF;FEM;PL
שובר	ваучер	שובר	ваучер	PROPN	N;INDF;MASC;SG
שובר	ваучери	שובר	ваучер	PROPN	N;INDF;MASC;PL
מעניקה	дава	העניק	давам-(се)	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
