और	ja	और	ja		CONJ
मिले	löydettiin	मिल	löytää	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
मिले	tapasivat	मिल	tavata	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PST;FIN;ACT
मिले	met	मिल	metni	V;PFV;MASC;SG;V.PTCP;ACT	INTJ
मिले	tavattiin	मिल	tavata	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
मिले	tavanneet	मिल	tavata	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;PL;V.PTCP;ACT
कैंसर	syöpää	कैंसर	syöpä	PROPN;NOM;MASC;SG;3	N;PRT;SG
कैंसर	syöpä	कैंसर	syöpä	PROPN;NOM;MASC;SG;3	N;NOM;SG
इटली	italiassa	इटली	italia	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
इटली	italia	इटली	itali	PROPN;NOM;MASC;SG;3	N;NOM;SG
इटली	italian	इटली	italia	PROPN;NOM;MASC;SG;3	N;GEN;SG
सिद्धान्त	periaatteet	सिद्धान्त	periaate	N;NOM;MASC;SG;3	N;NOM;PL
सिद्धान्त	periaatteita	सिद्धान्त	periaate	N;NOM;MASC;SG;3	N;PRT;PL
सिद्धान्त	teoriaa	सिद्धान्त	teoria	N;NOM;MASC;SG;3	N;PRT;SG
विरोधी	antagonisti	विरोधी	antagonisti	ADJ	N;NOM;SG
राजवंश	dynastian	राजवंश	dynastia	N;NOM;MASC;SG;3	N;GEN;SG
संक्रमण	infektiot	संक्रमण	infektio	N;NOM;MASC;SG;3	N;NOM;PL
घाटी	laaksoon	घाटी	laakso	N;NOM;FEM;SG;3	N;IN+ALL;SG
घाटी	valley	घाटी	valley	N;NOM;FEM;SG;3	
नियंत्रित	valvottu	नियंत्रित	valvoa	ADJ	V;NOM;SG;V.PTCP;PASS
नियंत्रित	hidastui	नियंत्रित	hidastua	ADJ	V;IND;SG;3;PST;FIN;ACT
नियंत्रित	ohjattu	नियंत्रित	ohjata	ADJ	V;NOM;SG;V.PTCP;PASS
नियंत्रित	valvottu	नियंत्रित	valvoa	ADJ	V;NOM;SG;V.PTCP;PASS
नियंत्रित	hallittu	नियंत्रित	hallita	ADJ	V;NOM;SG;V.PTCP;PASS
नियंत्रित	hallinnassa	नियंत्रित	hallinta	ADJ	N;IN+ESS;SG
विलियम	william	विलियम	william	PROPN;NOM;MASC;SG;3	N;NOM;SG
विलियम	williamin	विलियम	williami	PROPN;NOM;MASC;SG;3	N;GEN;SG
विविध	sekalaiset	विविध	sekalainen		N;NOM;PL
विविध	erilaiset	विविध	erilainen		ADJ;NOM;PL
विकल्प	vaihtoehtoja	विकल्प	vaihto#ehto	N;NOM;MASC;SG;3	N;PRT;PL
विकल्प	vaihtoehdot	विकल्प	vaihto#ehto	N;NOM;MASC;SG;3	N;NOM;PL
विकल्प	vaihtoehtoiset	विकल्प	vaihto#ehtoinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
विकल्प	asetukset	विकल्प	asetus	N;NOM;MASC;SG;3	N;NOM;PL
विकल्प	valinnat	विकल्प	valinta	N;NOM;MASC;SG;3	N;NOM;PL
विकल्प	vaihtoehtoja	विकल्प	vaihto#ehto	N;NOM;MASC;SG;3	N;PRT;PL
विकल्प	vaihtoehdot	विकल्प	vaihto#ehto	N;NOM;MASC;SG;3	N;NOM;PL
उद्यान	park	उद्यान	park	N;NOM;MASC;SG;3	PROPN;NOM;SG
उद्यान	puistoon	उद्यान	puisto	N;NOM;MASC;SG;3	N;IN+ALL;SG
उद्यान	puiston	उद्यान	puisto	N;NOM;MASC;SG;3	N;GEN;SG
होगी	will	हो	will	V;FEM;IND;SG;3;FUT;FIN;ACT	
होगी	tahto	हो	tahto	V;FEM;IND;SG;3;FUT;FIN;ACT	N;NOM;SG
पशु	eläinten	पशु	eläin	N;NOM;MASC;SG;3	N;GEN;PL
पशु	eläimet	पशु	eläin	N;NOM;MASC;SG;3	N;NOM;PL
पशु	eläimiä	पशु	eläin	N;NOM;MASC;SG;3	N;PRT;PL
पशु	eläintä	पशु	eläin	N;NOM;MASC;SG;3	N;PRT;SG
पशु	eläimet	पशु	eläin	N;NOM;MASC;SG;3	N;NOM;PL
पशु	eläinten	पशु	eläin	N;NOM;MASC;SG;3	N;GEN;PL
ज्यादातर	lähinnä	ज्यादातर	lähinnä	N;NOM;MASC;SG;3	ADV
ज्यादातर	enimmäkseen	ज्यादातर	enimmäkseen	N;NOM;MASC;SG;3	ADV
ज्यादातर	useimmiten	ज्यादातर	useimmiten	N;NOM;MASC;SG;3	ADV
ज्यादातर	pääosin	ज्यादातर	pääosin	N;NOM;MASC;SG;3	ADV
ज्यादातर	pääasiassa	ज्यादातर	pääasiassa	N;NOM;MASC;SG;3	ADV
ईसाई	kristityt	ईसाई	kristityt		N;NOM;PL
ईसाई	kristitty	ईसाई	kristitty		ADJ;NOM;SG
ईसाई	christian	ईसाई	christian		N;NOM;SG
ईसाई	kristillinen	ईसाई	kristillinen		ADJ;NOM;SG
ईसाई	kristian	ईसाई	kristian		N;NOM;SG
प्रमाण	todisteet	प्रमाण	todiste	N;NOM;MASC;SG;3	N;NOM;PL
प्रमाण	todisteita	प्रमाण	todiste	N;NOM;MASC;SG;3	N;PRT;PL
प्रमाण	todisteet	प्रमाण	todiste	N;NOM;MASC;SG;3	N;NOM;PL
प्रमाण	todisteita	प्रमाण	todiste	N;NOM;MASC;SG;3	N;PRT;PL
याद	muista	याद	muu	N;NOM;FEM;SG;3	PRO;IN+ABL;PL
याद	muistakaa	याद	muistaa	N;NOM;FEM;SG;3	V;IMP;PL;2;FIN;ACT
कंपनियों	yritysten	कंपनी	yritys	N;ACC;FEM;PL;3	N;GEN;PL
कंपनियों	yrityksiä	कंपनी	yritys	N;ACC;FEM;PL;3	N;PRT;PL
कंपनियों	yhtiöt	कंपनी	yhtiö	N;ACC;FEM;PL;3	N;NOM;PL
कंपनियों	yritykset	कंपनी	yritys	N;ACC;FEM;PL;3	N;NOM;PL
मानसिक	psyykkinen	मानसिक	psyykkinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
मानसिक	henkinen	मानसिक	henkinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
मानसिक	henkistä	मानसिक	henkinen	N;NOM;MASC;SG;3	N;PRT;SG
मानसिक	psyykkinen	मानसिक	psyykkinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
मानसिक	henkisesti	मानसिक	henkisesti	N;NOM;MASC;SG;3	ADV
रसायन	kemiallinen	रसायन	kemiallinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
रसायन	kemialliset	रसायन	kemiallinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
रसायन	kemikaalien	रसायन	kemikaali	N;NOM;MASC;SG;3	N;GEN;PL
रसायन	kemikaalit	रसायन	kemikaali	N;NOM;MASC;SG;3	N;NOM;PL
रसायन	kemikaaleja	रसायन	kemikaali	N;NOM;MASC;SG;3	N;PRT;PL
रसायन	kemian	रसायन	kemia	N;NOM;MASC;SG;3	N;GEN;SG
रसायन	kemiaa	रसायन	kemia	N;NOM;MASC;SG;3	N;PRT;SG
विज्ञापन	mainontaa	विज्ञापन	mainontaa	N;NOM;MASC;SG;3	N;PRT;SG
विज्ञापन	mainosta	विज्ञापन	maino	N;NOM;MASC;SG;3	N;PRT;SG
विज्ञापन	mainostaa	विज्ञापन	mainostaa	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
विज्ञापन	mainoksista	विज्ञापन	mainos	N;NOM;MASC;SG;3	N;IN+ABL;PL
विज्ञापन	mainosten	विज्ञापन	mainos	N;NOM;MASC;SG;3	N;GEN;PL
विज्ञापन	mainokset	विज्ञापन	mainos	N;NOM;MASC;SG;3	N;NOM;PL
विज्ञापन	mainoksia	विज्ञापन	mainos	N;NOM;MASC;SG;3	N;PRT;PL
ईश्वर	jumala	ईश्वर	jumala		N;NOM;SG
आसानी	helpota	आसानी	helppo	N;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
आसानी	helpottaa	आसानी	helpottaa	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN;ACT
अमरीका	america	अमरीका	america	PROPN;NOM;MASC;SG;3	
अमरीका	amerikan	अमरीका	amerikka	PROPN;NOM;MASC;SG;3	N;GEN;SG
अमरीका	amerikka	अमरीका	amerikka	PROPN;NOM;MASC;SG;3	N;NOM;SG
शिकार	saalista	शिकार	saali	N;NOM;MASC;SG;3	N;PRT;SG
शिकार	metsällä	शिकार	metsä	N;NOM;MASC;SG;3	N;AT+ESS
;SG
शिकार	metsästämässä	शिकार	metsästää	N;NOM;MASC;SG;3	V;IN+ESS;SG;NFIN;ACT
शिकार	metsästystä	शिकार	metsästys	N;NOM;MASC;SG;3	N;PRT;SG
शिकार	uhrin	शिकार	uhri	N;NOM;MASC;SG;3	N;GEN;SG
रोगी	potilaat	रोगी	potilas	N;NOM;MASC;SG;3	N;NOM;PL
रोगी	potilaan	रोगी	potilas	N;NOM;MASC;SG;3	N;GEN;SG
व्यावसायिक	ammatillisen	व्यावसायिक	ammatillinen	ADJ;NOM	ADJ;GEN;SG
रूसी	venäjän	रूसी	venäjä	PROPN;NOM;MASC;SG;3	N;GEN;SG
रूसी	venäjää	रूसी	venäjä	PROPN;NOM;MASC;SG;3	N;PRT;SG
रूसी	venäläiset	रूसी	venäläinen	PROPN;NOM;MASC;SG;3	N;NOM;PL
रूसी	venäjä	रूसी	venäjä	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
रूसी	venäläinen	रूसी	venäläinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
क्रांति	vallankumousta	क्रांति	vallan#kumous	N;NOM;FEM;SG;3	N;PRT;SG
क्रांति	vallankumouksen	क्रांति	vallan#kumous	N;NOM;FEM;SG;3	N;GEN;SG
अधीन	alta	अधीन	alta		ADV
अधीन	alle	अधीन	alle		ADV
अधीन	alla	अधीन	alla		ADV
गुप्त	gupta	गुप्त	gupta	PROPN;NOM;MASC;SG;3	N;NOM;SG
गुप्त	salaisuuden	गुप्त	salaisuus	PROPN;NOM;MASC;SG;3	N;GEN;SG
गुप्त	salaista	गुप्त	salainen	PROPN;NOM;MASC;SG;3	ADJ;PRT;SG
गुप्त	salainen	गुप्त	salainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
गुप्त	salaisuus	गुप्त	salaisuus	PROPN;NOM;MASC;SG;3	N;NOM;SG
गुप्त	salattu	गुप्त	salattu	PROPN;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
गुप्त	koodattu	गुप्त	koodata	PROPN;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
गुप्त	tuntemattomana	गुप्त	tuntematon	PROPN;NOM;MASC;SG;3	ADJ;FRML;SG
माने	mane	मान	mani	V;PFV;MASC;PL;V.PTCP;ACT	
हृदय	sydämen	हृदय	sydän	N;NOM;MASC;SG;3	N;GEN;SG
हृदय	heart	हृदय	heart	N;NOM;MASC;SG;3	
हृदय	sydäntä	हृदय	sydäntä	N;NOM;MASC;SG;3	N;PRT;SG
हृदय	sydämen	हृदय	sydän	N;NOM;MASC;SG;3	N;GEN;SG
आयोग	valiokunnat	आयोग	valio#kunta	N;NOM;MASC;SG;3	N;NOM;PL
आयोग	valiokuntien	आयोग	valio#kunta	N;NOM;MASC;SG;3	N;GEN;PL
आयोग	palkkiot	आयोग	palkkio	N;NOM;MASC;SG;3	N;NOM;PL
आयोग	komission	आयोग	komissio	N;NOM;MASC;SG;3	N;GEN;SG
हिंदू	hindu	हिंदू	hindu	PROPN;NOM;MASC;SG;3	N;NOM;SG
शुद्ध	puhdasta	शुद्ध	puhdas		ADJ;PRT;SG
शुद्ध	puhtaana	शुद्ध	puhdas		ADJ;FRML;SG
शुद्ध	puhdas	शुद्ध	puhdas		ADJ;NOM;SG
शुद्ध	puhtaat	शुद्ध	puhdas		ADJ;NOM;PL
तीसरे	kolmas	तीसरा	kolmas	ADJ;ACC;MASC;SG	ADJ;NOM;SG
तीसरे	kolmannet	तीसरा	kolmas	ADJ;ACC;MASC;SG	ADJ;NOM;PL
तीसरे	kolmanneksi	तीसरा	kolmas	ADJ;ACC;MASC;SG	ADJ;TRANS;SG
चर्च	kirkkoja	चर्च	kirkko	N;NOM;MASC;SG;3	N;PRT;PL
चर्च	kirkot	चर्च	kirkko	N;NOM;MASC;SG;3	N;NOM;PL
चर्च	kirkkojen	चर्च	kirkka	N;NOM;MASC;SG;3	N;GEN;PL
चर्च	kirkon	चर्च	kirkko	N;NOM;MASC;SG;3	N;GEN;SG
चर्च	kirkossa	चर्च	kirkko	N;NOM;MASC;SG;3	N;IN+ESS;SG
चर्च	kirkkoon	चर्च	kirkko	N;NOM;MASC;SG;3	N;IN+ALL;SG
अपेक्षा	odotusten	अपेक्षा	odotus	CONJ	N;GEN;PL
अपेक्षा	odotus	अपेक्षा	odotus	CONJ	N;NOM;SG
अपेक्षा	odotuksia	अपेक्षा	odotus	CONJ	N;PRT;PL
अपेक्षा	odotukset	अपेक्षा	odotus	CONJ	N;NOM;PL
कार्यालय	työn	कार्यालय	työ	N;NOM;MASC;SG;3	N;GEN;SG
कार्यालय	työt	कार्यालय	työ	N;NOM;MASC;SG;3	N;NOM;PL
कार्यालय	työtä	कार्यालय	työ	N;NOM;MASC;SG;3	N;PRT;SG
कार्यालय	toimistot	कार्यालय	toimisto	N;NOM;MASC;SG;3	N;NOM;PL
कार्यालय	toimistoja	कार्यालय	toimisto	N;NOM;MASC;SG;3	N;PRT;PL
परिवहन	kuljetukset	परिवहन	kuljetus	N;NOM;MASC;SG;3	N;NOM;PL
परिवहन	kuljetuksen	परिवहन	kuljetus	N;NOM;MASC;SG;3	N;GEN;SG
परिवहन	kuljetukset	परिवहन	kuljetus	N;NOM;MASC;SG;3	N;NOM;PL
स्टार	tähteä	स्टार	tähteä	N;NOM;MASC;SG;3	N;PRT;SG
स्टार	tähden	स्टार	tähti	N;NOM;MASC;SG;3	N;GEN;SG
स्टार	star	स्टार	star	N;NOM;MASC;SG;3	
स्टार	tähdellä	स्टार	tähdellä	N;NOM;MASC;SG;3	ADV
वर्षा	sateen	वर्षा	sade	N;NOM;FEM;SG;3	N;GEN;SG
वर्षा	sataa	वर्षा	sataa	N;NOM;FEM;SG;3	N;PRT;SG
वर्षा	rain	वर्षा	rain	N;NOM;FEM;SG;3	
वर्षा	sadetta	वर्षा	sade	N;NOM;FEM;SG;3	N;PRT;SG
जनरल	yleinen	जनरल	yleinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
जनरल	yleiset	जनरल	yleinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
जनरल	yleistä	जनरल	yleinen	N;NOM;MASC;SG;3	ADJ;PRT;SG
संदेश	viestiä	संदेश	viesti	N;NOM;MASC;SG;3	N;PRT;SG
संदेश	viestin	संदेश	viesti	N;NOM;MASC;SG;3	N;GEN;SG
संदेश	viestejä	संदेश	viesti	N;NOM;MASC;SG;3	N;PRT;PL
संदेश	viestit	संदेश	viesti	N;NOM;MASC;SG;3	N;NOM;PL
मार	tapa	मार	tapa	V;ACT	N;NOM;SG
परिचय	noin	परिचय	noin	N;NOM;MASC;SG;3	ADV
उत्पत्ति	alkuperää	उत्पत्ति	alku#perä	N;NOM;FEM;SG;3	N;PRT;SG
उत्पत्ति	genesis	उत्पत्ति	genesis	N;NOM;FEM;SG;3	
मांग	vaadi	मांग	vaatia	N;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
मांग	kysyntää	मांग	kysyntä	N;NOM;FEM;SG;3	N;PRT;SG
मांग	kysynnän	मांग	kysyntä	N;NOM;FEM;SG;3	N;GEN;SG
सोवियत	neuvostoliitto	सोवियत	neuvosto#liitto	PROPN;NOM;MASC;SG;3	N;NOM;SG
दौर	pyöreä	दौर	pyöreä	N;NOM;MASC;SG;3	ADJ;NOM;SG
संचालन	operaatiot	संचालन	operaatio	N;NOM;MASC;SG;3	N;NOM;PL
संचालन	toimien	संचालन	toimi	N;NOM;MASC;SG;3	N;GEN;PL
संचालन	toiminnot	संचालन	toiminto	N;NOM;MASC;SG;3	N;NOM;PL
उपस्थित	osallistuu	उपस्थित	osallistua	ADJ	V;IND;SG;3;PRS;FIN;ACT
उपस्थित	osallistun	उपस्थित	osallistua	ADJ	V;IND;SG;1;PRS;FIN;ACT
उपस्थित	osallistujia	उपस्थित	osallistuja	ADJ	N;PRT;PL
उपस्थित	osallistujat	उपस्थित	osallistuja	ADJ	N;NOM;PL
उपस्थित	lahja	उपस्थित	lahja	ADJ	N;NOM;SG
उपस्थित	paikalla	उपस्थित	paikka	ADJ	N;AT+ESS
;SG
उपस्थित	läsnä	उपस्थित	läsnä	ADJ	ADV
अस्पताल	sairaalassa	अस्पताल	sairaala	N;NOM;MASC;SG;3	N;IN+ESS;SG
अस्पताल	sairaaloissa	अस्पताल	sairaala	N;NOM;MASC;SG;3	N;IN+ESS;PL
अस्पताल	sairaalat	अस्पताल	sairaala	N;NOM;MASC;SG;3	N;NOM;PL
अस्पताल	sairaaloita	अस्पताल	sairaala	N;NOM;MASC;SG;3	N;PRT;PL
परिवर्तित	muutettu	परिवर्तित	muuttaa	ADJ	V;NOM;SG;V.PTCP;PASS
परिवर्तित	muuttunut	परिवर्तित	muuttua	ADJ	V;NOM;SG;V.PTCP;ACT
परिवर्तित	muutti	परिवर्तित	muuttaa	ADJ	V;IND;SG;3;PST;FIN;ACT
परिवर्तित	vaihdettu	परिवर्तित	vaihtaa	ADJ	V;NOM;SG;V.PTCP;PASS
परिवर्तित	muunnettu	परिवर्तित	muuntaa	ADJ	V;NOM;SG;V.PTCP;PASS
परिवर्तित	muutettu	परिवर्तित	muuttaa	ADJ	V;NOM;SG;V.PTCP;PASS
परिवर्तित	muokattu	परिवर्तित	muokata	ADJ	V;NOM;SG;V.PTCP;PASS
परिवर्तित	muunnettu	परिवर्तित	muuntaa	ADJ	V;NOM;SG;V.PTCP;PASS
पेश	esittää	पेश	esittää	ADJ	V;IND;SG;3;PRS;FIN;ACT
स्वर	vokaaleja	स्वर	vokaali	N;NOM;MASC;SG;3	N;PRT;PL
लघु	ytimekäs	लघु	ytimekäs		ADJ;NOM;SG
लघु	alaikäinen	लघु	alaikäinen		ADJ;NOM;SG
लघु	vähäinen	लघु	vähäinen		ADJ;NOM;SG
लाइन	line	लाइन	line	N;NOM;FEM;SG;3	
प्रश्न	kyselyn	प्रश्न	kysely	N;NOM;MASC;SG;3	N;GEN;SG
प्रश्न	kysymyksen	प्रश्न	kysymys	N;NOM;MASC;SG;3	N;GEN;SG
प्रश्न	kysymykset	प्रश्न	kysymys	N;NOM;MASC;SG;3	N;NOM;PL
प्रश्न	kysymyksiä	प्रश्न	kysymys	N;NOM;MASC;SG;3	N;PRT;PL
आलोचना	arvostelua	आलोचना	arvostelu	N;NOM;FEM;SG;3	N;PRT;SG
आलोचना	arvostelun	आलोचना	arvostelu	N;NOM;FEM;SG;3	N;GEN;SG
आलोचना	kritiikkiä	आलोचना	kritiikki	N;NOM;FEM;SG;3	N;PRT;SG
पहाड़ी	kukkulalle	पहाडी	kukkula	N;NOM;FEM;SG;3	N;AT+ALL;SG
पहाड़ी	hill	पहाडी	hillemmäk	N;NOM;FEM;SG;3	PROPN;NOM;SG
जालस्थल	sivuston	जालस्थल	sivusto	N;NOM;MASC;SG;3	N;GEN;SG
पुरानी	vanhat	पुराना	vanha	ADJ;FEM;SG	ADJ;NOM;PL
पुरानी	vanhoja	पुराना	vanha	ADJ;FEM;SG	ADJ;PRT;PL
पुरानी	vanhempia	पुराना	vanha	ADJ;FEM;SG	ADJ;PRT;CMPR;PL
पसंद	tykkää	पसंद	tykätä	N;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
पसंद	pitää	पसंद	pitää	N;NOM;FEM;SG;3	V;IND;SG;0;PRS;FIN;ACT
सुझाव	ehdotusten	सुझाव	ehdotus	N;NOM;MASC;SG;3	N;GEN;PL
सुझाव	ehdotuksista	सुझाव	ehdotus	N;NOM;MASC;SG;3	N;IN+ABL;PL
सुझाव	ehdotukset	सुझाव	ehdotus	N;NOM;MASC;SG;3	N;NOM;PL
सुझाव	ehdotuksia	सुझाव	ehdotus	N;NOM;MASC;SG;3	N;PRT;PL
सुझाव	suositukset	सुझाव	suositus	N;NOM;MASC;SG;3	N;NOM;PL
सुझाव	suosituksia	सुझाव	suositus	N;NOM;MASC;SG;3	N;PRT;PL
सुझाव	vinkit	सुझाव	vinkki	N;NOM;MASC;SG;3	N;NOM;PL
सुझाव	vinkkejä	सुझाव	vinkki	N;NOM;MASC;SG;3	N;PRT;PL
सुझाव	vihjeet	सुझाव	vihje	N;NOM;MASC;SG;3	N;NOM;PL
सुझाव	vihjeitä	सुझाव	vihje	N;NOM;MASC;SG;3	N;PRT;PL
खेती	maatalouden	खेती	maa#talous	N;NOM;FEM;SG;3	N;GEN;SG
खेती	sadon	खेती	sato	N;NOM;FEM;SG;3	N;GEN;SG
खेती	satoa	खेती	satoa	N;NOM;FEM;SG;3	N;PRT;SG
लिखने	kirjoittaminen	लिख	kirjoittaminen	V;NFIN;ACT	N;NOM;SG
लिखने	kirjoitus	लिख	kirjoitus	V;NFIN;ACT	N;NOM;SG
लिखने	kirjoitusta	लिख	kirjoitus	V;NFIN;ACT	N;PRT;SG
वर्णित	kuvailtu	वर्णित	kuvailla	ADJ	V;NOM;SG;V.PTCP;PASS
वर्णित	kuvaillut	वर्णित	kuvailla	ADJ	V;NOM;SG;V.PTCP;ACT
वर्णित	kuvattu	वर्णित	kuvata	ADJ	V;NOM;SG;V.PTCP;PASS
विभाजन	jakoon	विभाजन	jako	N;NOM;MASC;SG;3	N;IN+ALL;SG
विभाजन	divisioonaa	विभाजन	divi#sio#ona	N;NOM;MASC;SG;3	N;PRT;SG
विभाजन	osion	विभाजन	osio	N;NOM;MASC;SG;3	N;GEN;SG
प्रशासनिक	hallinnolliset	प्रशासनिक	hallinnollinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
प्रशासनिक	hallinnollinen	प्रशासनिक	hallinnollinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
विशेषता	ominaisuuden	विशेषता	ominaisuus	N;NOM;FEM;SG;3	N;GEN;SG
विशेषता	laadukas	विशेषता	laadukas	N;NOM;FEM;SG;3	ADJ;NOM;SG
विशेषता	laatua	विशेषता	laatu	N;NOM;FEM;SG;3	N;PRT;SG
विशेषता	ominaisuutta	विशेषता	ominaisuus	N;NOM;FEM;SG;3	N;PRT;SG
कठिन	kova	कठिन	kova	ADP	ADJ;NOM;SG
कठिन	kovaa	कठिन	kova	ADP	ADJ;PRT;SG
कठिन	rankkaa	कठिन	rankka	ADP	ADJ;PRT;SG
कठिन	kova	कठिन	kova	ADP	ADJ;NOM;SG
कठिन	kovaa	कठिन	kova	ADP	ADJ;PRT;SG
कठिन	rankkaa	कठिन	rankka	ADP	ADJ;PRT;SG
कठिन	vaikeaa	कठिन	vaikea	ADP	ADJ;PRT;SG
कठिन	vaikea	कठिन	vaikea	ADP	ADJ;NOM;SG
कठिन	vaikeat	कठिन	vaikea	ADP	ADJ;NOM;PL
कठिन	hankala	कठिन	hankala	ADP	ADJ;NOM;SG
कठिन	hankalaa	कठिन	hankala	ADP	ADJ;PRT;SG
कड़ी	yhteys	कडा	yhteys	ADJ;NOM;FEM;SG	N;NOM;SG
कड़ी	linkistä	कडा	linki	ADJ;NOM;FEM;SG	N;IN+ABL;SG
कड़ी	linkkiä	कडा	linkki	ADJ;NOM;FEM;SG	N;PRT;SG
कड़ी	linkin	कडा	linkki	ADJ;NOM;FEM;SG	N;GEN;SG
कड़ी	linkki	कडा	linkki	ADJ;NOM;FEM;SG	N;NOM;SG
कड़ी	linkit	कडा	linkki	ADJ;NOM;FEM;SG	N;NOM;PL
कड़ी	yhteydet	कडा	yhteys	ADJ;NOM;FEM;SG	N;NOM;PL
कड़ी	linkkejä	कडा	linkki	ADJ;NOM;FEM;SG	N;PRT;PL
कड़ी	linkkien	कडा	linkki	ADJ;NOM;FEM;SG	N;GEN;PL
कड़ी	ketjun	कडा	ketju	ADJ;NOM;FEM;SG	N;GEN;SG
कड़ी	ketjut	कडा	ketju	ADJ;NOM;FEM;SG	N;NOM;PL
कड़ी	ketjussa	कडा	ketju	ADJ;NOM;FEM;SG	N;IN+ESS;SG
कड़ी	ketju	कडा	ketju	ADJ;NOM;FEM;SG	N;NOM;SG
ईरान	iranin	ईरान	iran	PROPN;NOM;MASC;SG;3	N;GEN;SG
ईरान	iran	ईरान	ira	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
क्षेत्रीय	alueellisten	क्षेत्रीय	alueellinen	ADJ;NOM	ADJ;GEN;PL
जान	tietää	जान	tietää	PROPN;NOM;MASC;SG;3	V;IND;SG;PRS;FIN;ACT
जान	tiedä	जान	tietää	PROPN;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
लड़ाई	taistelun	लड़ाई	taistelu	N;NOM;FEM;SG;3	N;GEN;SG
लड़ाई	taistella	लड़ाई	taistella	N;NOM;FEM;SG;3	V;SG;NFIN;ACT
लड़ाई	taistele	लड़ाई	taistella	N;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
परिभाषित	määritellyt	परिभाषित	määritellä	ADJ	V;NOM;SG;V.PTCP;ACT
परिभाषित	määritetty	परिभाषित	määrittää	ADJ	V;NOM;SG;V.PTCP;PASS
परिभाषित	määritelty	परिभाषित	määritellä	ADJ	V;NOM;SG;V.PTCP;PASS
ग्रामीण	maaseudun	ग्रामीण	maa#seutu	N;NOM;MASC;SG;3	N;GEN;SG
रोड	tien	रोड	tie	N;NOM;FEM;SG;3	N;GEN;SG
प्रस्तावित	ehdotetut	प्रस्तावित	ehdottaa	ADJ	V;NOM;PL;V.PTCP;PASS
प्रस्तावित	ehdotettu	प्रस्तावित	ehdottaa	ADJ	V;NOM;SG;V.PTCP;PASS
गायक	singer	गायक	singer	N;NOM;MASC;SG;3	
