tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
wycofanie	çekilme	wycofać	çek	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
wycofanie	çekilmesi	wycofać	çek	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
gość	ziyaretçi	gość	ziyaretçi	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG;3
gość	guy	gość	guy	V;IPFV;IND;SG;PST;FIN;ACT	
gość	adam	gość	adam	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG;3
gość	konuk	gość	konuk	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG;3
gość	misafir	gość	misafir	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG;3
gran	gran	grano	gran		PROPN;NOM;SG;3
fale	dalga	fala	dalga	N;NOM;FEM;PL	
fale	dalga	fala	dalga	N;NOM;FEM;PL	
dochodów	gelir	dochód	gel	N;GEN;MASC;PL	
strażnik	muhafız	strażnik	muhafız	N;NOM;MASC;SG	
strażnik	gardiyan	strażnik	gardiyan	N;NOM;MASC;SG	
strażnik	koruyucu	strażnik	koruyucu	N;NOM;MASC;SG	
strażnik	muhafız	strażnik	muhafız	N;NOM;MASC;SG	
strażnik	bekçi	strażnik	bekçi	N;NOM;MASC;SG	
strażnik	gardiyan	strażnik	gardiyan	N;NOM;MASC;SG	
dyplomatyczne	diplomatik	dyplomatyczny	diplomatik	ADJ;NOM;NEUT;SG	N;NOM;SG;3
dyplomatyczne	diplomasi	dyplomatyczny	diplomasi	ADJ;NOM;NEUT;SG	N;NOM;SG;3
podyplomowe	lisansüstü	podyplomowy	lisansüstü	ADJ;NOM;NEUT;SG	N;NOM;SG;3
matematyka	matematiksel	matematyka	matematiksel	N;NOM;FEM;SG	ADJ
matematyka	hesap	matematyka	hesap	N;NOM;FEM;SG	
berkeley	berkeley	berkeley	berkeley	N;NOM;MASC;SG	PROPN;NOM;SG;3
rydze	riga	ryda	riga		PROPN;NOM;SG;3
wiarę	faith	wiara	faith	N;ACC;FEM;SG	
wiarę	iman	wiara	iman	N;ACC;FEM;SG	
wiarę	inanç	wiara	inanç	N;ACC;FEM;SG	
rozbudowa	uzatma	rozbudowy	uza		V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
rozbudowa	eklenti	rozbudowy	ekle		N;NOM;SG;3
rozbudowa	genişleme	rozbudowy	genişle		V;PFV;NOM;IND;POS;PRS;V.MSDR
przeprowadzona	yürütülen	przeprowadzić	yürü	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
nowoczesne	modern	nowoczesny	modern	ADJ;NOM;NEUT;SG	
nowoczesne	çağdaş	nowoczesny	çağdaş	ADJ;NOM;NEUT;SG	
emily	emily	emil	emily	V;IPFV;IND;SG;PRS;FIN;ACT	
ostateczny	nihai	ostateczny	nihai	ADJ;NOM;MASC;SG	
ostateczny	final	ostateczny	final	ADJ;NOM;MASC;SG	
clinton	clinton	clinton	clinton	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
czwartek	perşembe	czwartek	perşembe	N;NOM;MASC;SG	
eduard	eduard	eduard	eduar	PROPN;NOM;MASC;SG	
ukraińców	ukraynalılar	ukrainiec	ukraynalı	N;ACC;MASC;PL	N;NOM;PL;3
nauczanie	öğretme	nauczanie	öğretme	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
socjolog	sosyolog	socjolog	sosyolog	N;NOM;MASC;SG	
rejestr	kayıt	rejestr	kayıt	N;NOM;MASC;SG	
holowania	çekme	holować	çek	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	
karpaty	karpatlar	karpata	karpat		N;NOM;PL;3
koch	koch	koch	koch	PROPN;NOM;MASC;SG	
rzadkie	seyrek	rzadki	seyrek	ADJ;NOM;NEUT;SG	
rzadkie	nadir	rzadki	nadir	ADJ;NOM;NEUT;SG	
rzadkie	ender	rzadki	ende	ADJ;NOM;NEUT;SG	
syntezy	sentez	syntez	sentez		N;NOM;SG;3
bellona	bellona	bellon	bello		N;NOM;SG;3
przemysłowy	endüstriyel	przemysłowy	endüstriyel	ADJ;NOM;MASC;SG	N;NOM;SG;3
przemysłowy	endüstri	przemysłowy	endüstri	ADJ;NOM;MASC;SG	
przemysłowy	sanayii	przemysłowy	sanayii	ADJ;NOM;MASC;SG	
przemysłowy	sanayi	przemysłowy	sanayi	ADJ;NOM;MASC;SG	
słup	direk	słup	direk	N;NOM;MASC;SG	
słup	kutup	słup	kutup	N;NOM;MASC;SG	
słup	kutbu	słup	kutbu	N;NOM;MASC;SG	
słup	sütun	słup	sütun	N;NOM;MASC;SG	
doradca	danışman	doradca	danış	N;NOM;MASC;SG	
doradca	danışman	doradca	danış	N;NOM;MASC;SG	
doradca	avukat	doradca	avukat	N;NOM;MASC;SG	
doradca	danışman	doradca	danış	N;NOM;MASC;SG	
doradca	danışman	doradca	danış	N;NOM;MASC;SG	
uderzył	hit	uderzyć	hit	V;PFV;MASC;IND;SG;PST;FIN;ACT	
uderzył	vur	uderzyć	vur	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IMP;SG;2;POS;PRS
nsdap	nsdap	nsdapyp	nsdap	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
oskarżenia	itham	oskarżenie	itham	N;NOM;NEUT;PL	
oskarżenia	suçlama	oskarżenie	suçla	N;NOM;NEUT;PL	
oskarżenia	suçlamalar	oskarżenie	suçla	N;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
oskarżenia	itham	oskarżenie	itham	N;NOM;NEUT;PL	
oskarżenia	suçlamalar	oskarżenie	suçla	N;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
rejs	cruise	rejs	crui	N;NOM;MASC;SG	
arabii	arabistan	arabia	arabistan	PROPN;GEN;FEM;SG	PROPN;NOM;SG;3
panie	rabbim	pan	rabbi		N;NOM;SG;3
panie	hanımlar	pan	hanım		N;NOM;PL;3
panie	bayanlar	pan	bayan		N;NOM;PL;3
kong	kong	kong	kong	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
tradycję	gelenektir	tradycja	gelenek	N;ACC;FEM;SG	
tradycję	gelenek	tradycja	gelenek	N;ACC;FEM;SG	N;NOM;SG;3
edgar	edgar	edgar	edgar	PROPN;NOM;MASC;SG	
twoja	sizin	twój	siz	DET;NOM;FEM;SG;2	PRO;GEN;PL;2
twoja	senin	twój	sen	DET;NOM;FEM;SG;2	PRO;GEN;SG;2
twoja	seninki	twój	seninki	DET;NOM;FEM;SG;2	
twoja	sizinki	twój	sizinki	DET;NOM;FEM;SG;2	
twoja	sizin	twój	siz	DET;NOM;FEM;SG;2	PRO;GEN;PL;2
twoja	senin	twój	sen	DET;NOM;FEM;SG;2	PRO;GEN;SG;2
clausura	clausura	clausura	clausur	N;ACC;MASC;SG	
jensen	jensen	jensen	jensen	PROPN;NOM;MASC;SG	
chrzest	vaftiz	chrzest	vaftiz	N;NOM;MASC;SG	
chrzest	vaftiz	chrzest	vaftiz	N;NOM;MASC;SG	
przegrana	mağlup	przegrać	mağlup	N;NOM;FEM;SG	ADJ
przegrana	yenilgi	przegrać	yenilgi	N;NOM;FEM;SG	
przegrana	kaybetmek	przegrać	kaybet	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
przegrana	kaybediyor	przegrać	kaybet	N;NOM;FEM;SG	V;PROG;IND;SG;3;POS;INFM;PRS
england	ingiltere	england	ingiltere		PROPN;NOM;SG;3
renata	renata	renata	rena	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
asystenta	yardımcı	asystent	yardımcı	N;ACC;MASC;SG	
asystenta	yardımcısı	asystent	yardımcı	N;ACC;MASC;SG	N;NOM;SG;3
asystenta	asistan	asystent	asistan	N;ACC;MASC;SG	
rheinland	rheinland	rheinland	rheinland		PROPN;NOM;SG;3
wagon	vagon	wagon	vagon	N;NOM;MASC;SG	
rodzeństwa	kardeşleri	rodzeństwo	kardeş	N;NOM;NEUT;SG	N;NOM;PL;3
rodzeństwa	kardeşler	rodzeństwo	kardeş	N;NOM;NEUT;SG	N;NOM;PL;3
traktuje	davranıyor	traktować	davran	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
traktuje	ikram	traktować	ikram	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
dialogu	diyalog	dialog	diyalog	N;GEN;MASC;SG	
odkrywa	keşfeder	odkrywać	keşfe	V;IPFV;IND;SG;3;PRS;FIN;ACT	
missisipi	mississippi	missisipa	mississippi		N;NOM;SG;3
historycznie	tarihsel	historycznie	tarihsel	ADV	
christine	christine	christiny	christ	N;NOM;FEM;SG	PROPN;DAT;SG;3
marynarka	donanma	marynarka	donan	N;NOM;FEM;SG	
marynarka	ceket	marynarka	ceket	N;NOM;FEM;SG	
marynarka	mont	marynarka	mont	N;NOM;FEM;SG	
stężenia	konsantrasyonları	stężyć	konsantrasyon	N;NOM;NEUT;SG	N;ACC;PL;3
stężenia	konsantre	stężyć	konsantre	N;NOM;NEUT;SG	
stężenia	konsantrasyon	stężyć	konsantrasyon	N;NOM;NEUT;SG	
stężenia	toplama	stężyć	toplama	N;NOM;NEUT;SG	
wyjaśnienie	açıklama	wyjaśnić	açıkla	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
czynne	aktif	czynny	aktif	ADJ;NOM;NEUT;SG	
czynne	etkin	czynny	etkin	ADJ;NOM;NEUT;SG	
odbiór	üzeri	odbiór	üzer	N;NOM;MASC;SG	
odbiór	bitti	odbiór	bit	N;NOM;MASC;SG	V;PFV;IND;SG;3;POS;PST
odbiór	fatura	odbiór	fatura	N;NOM;MASC;SG	
odbiór	fiş	odbiór	fiş	N;NOM;MASC;SG	
odbiór	makbuz	odbiór	makbuz	N;NOM;MASC;SG	
odbiór	alınıyor	odbiór	al	N;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
odbiór	karşılama	odbiór	karşıl	N;NOM;MASC;SG	
odbiór	pikap	odbiór	pikap	N;NOM;MASC;SG	
wicehrabia	vikont	wicehrabia	vikont	N;NOM;MASC;SG	
czeskie	çek	czeski	çek	ADJ;NOM;NEUT;SG	
ashley	ashley	ashley	ashley	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
obywatele	vatandaş	obywatele	vatandaş	N;NOM;MASC;PL	
obywatele	yurttaş	obywatele	yurttaş	N;NOM;MASC;PL	
obywatele	vatandaş	obywatele	vatandaş	N;NOM;MASC;PL	
piętro	zemin	piętro	zemin	N;NOM;NEUT;SG	
piętro	kat	piętro	kat	N;NOM;NEUT;SG	
mięsa	et	mięso	et	N;GEN;NEUT;SG	
mięsa	etler	mięso	et	N;GEN;NEUT;SG	N;NOM;PL;3
mięsa	etleri	mięso	et	N;GEN;NEUT;SG	N;ACC;PL;3
czynnik	etken	czynnik	etken	N;NOM;MASC;SG	
czynnik	faktör	czynnik	faktör	N;NOM;MASC;SG	
czynnik	faktörü	czynnik	faktörü	N;NOM;MASC;SG	N;ACC;SG;3
speedway	speedway	speedway	speedway		PROPN;NOM;SG;3
mechaniczne	mekanik	mechaniczny	mekanik	ADJ;NOM;NEUT;SG	
wasilij	vasily	wasilać	vasily	PROPN;NOM;MASC;SG	
podłoże	zemin	podłoże	zemin	N;NOM;NEUT;SG	
liczebności	bolluk	liczebność	bolluk	N;GEN;FEM;SG	
obserwuje	gözlemlemek	obserwować	gözlemle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
obserwuje	gözlem	obserwować	gözlem	V;IPFV;IND;SG;3;PRS;FIN;ACT	
obserwuje	izlerken	obserwować	izle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;V.CVB
obserwuje	izlemek	obserwować	izle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
obserwuje	izleyen	obserwować	izle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP
obserwuje	izliyorum	obserwować	izle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
obserwuje	izliyor	obserwować	izle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
tunezji	tunus	tunezja	tunus	PROPN;GEN;FEM;SG	
samuela	samuel	samuel	samuel	N;GEN;MASC;SG	
paliwo	yakıt	paliwo	yakıt	N;NOM;NEUT;SG	
paliwo	benzin	paliwo	benz	N;NOM;NEUT;SG	
paliwo	petrol	paliwo	petrol	N;NOM;NEUT;SG	
paliwo	benzin	paliwo	benz	N;NOM;NEUT;SG	
piłsudski	piłsudski	piłsudski	piłsudski	ADJ;NOM;MASC;SG	
skuteczności	etkinliğini	skuteczność	etkinlik	N;GEN;FEM;SG	N;ACC;SG;3
skuteczności	etkinliği	skuteczność	etkinlik	N;GEN;FEM;SG	N;ACC;SG;3
zatrudnienia	istihdam	zatrudnienie	istihdam	N;GEN;NEUT;SG	
tokyo	tokyo	tokyo	tokyo		PROPN;NOM;SG;3
okno	pencere	okno	pencere	N;NOM;NEUT;SG	
okno	pencereyi	okno	pencere	N;NOM;NEUT;SG	N;ACC;SG;3
kolumbia	kolombiya	kolumbia	kolombiya	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
kolumbia	columbia	kolumbia	columbia	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
kolumbia	kolombiya	kolumbia	kolombiya	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
cameron	cameron	cameron	cameron	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
piw	biralar	piw	bira		N;NOM;PL;3
motorsport	motorsport	motorsport	motorsport	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;SG;3
germain	germain	germain	germain		PROPN;NOM;SG;3
glenn	glenn	glenny	glen	PROPN;NOM;MASC;SG	
treningi	egzersizleri	trening	egzersiz	N;NOM;MASC;PL	N;ACC;PL;3
treningi	antrenman	trening	antrenman	N;NOM;MASC;PL	
treningi	eğitimi	trening	eğitim	N;NOM;MASC;PL	N;ACC;SG;3
treningi	eğitim	trening	eğitim	N;NOM;MASC;PL	N;NOM;SG;3
treningi	eğitimleri	trening	eğitim	N;NOM;MASC;PL	N;ACC;PL;3
prosi	soruyor	prosić	sor	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
prosi	sorar	prosić	sor	V;IPFV;IND;SG;3;PRS;FIN;ACT	
leeds	leeds	leeds	leeds	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
kwiat	çiçek	kwiat	çiçek	N;NOM;MASC;SG	
wieki	yaşlar	wiek	yaş	N;ACC;MASC;PL	
wieki	yaşları	wiek	yaş	N;ACC;MASC;PL	ADJ;ACC;PL;3
wieki	çağlar	wiek	çağ	N;ACC;MASC;PL	
wieki	yüzyıllar	wiek	yüzyıl	N;ACC;MASC;PL	N;NOM;PL;3
wieki	yüzyıllarca	wiek	yüzyıllarca	N;ACC;MASC;PL	ADV
wieki	asırlar	wiek	asır	N;ACC;MASC;PL	N;NOM;PL;3
aaron	harun	aaron	harun	PROPN;NOM;MASC;SG	
aaron	aaron	aaron	aaron	PROPN;NOM;MASC;SG	
operacyjnych	işletim	operacyjny	işle	ADJ;GEN;MASC;PL	N;NOM;SG;3
operacyjnych	operasyonel	operacyjny	operasyonel	ADJ;GEN;MASC;PL	
camp	kampı	campa	kampı		N;ACC;SG;3
camp	kampta	campa	kamp		N;ESS;SG;3
camp	camp	campa	camp		N;NOM;SG;3
fabio	fabio	fabio	fabio	PROPN;NOM;MASC;SG	
fabio	fábio	fabio	fábio	PROPN;NOM;MASC;SG	
komiksów	karikatür	komiks	karikat	N;GEN;MASC;PL	
mann	mann	mann	mann	PROPN;NOM;MASC;SG	
zwykły	düzenli	zwykły	düzenli	ADJ;NOM;MASC;SG	
zwykły	normal	zwykły	normal	ADJ;NOM;MASC;SG	
zwykły	olağan	zwykły	olağan	ADJ;NOM;MASC;SG	
zwykły	sıradan	zwykły	sıradan	ADJ;NOM;MASC;SG	
misje	misyon	misja	misyon	N;NOM;FEM;PL	
misje	görev	misja	görev	N;NOM;FEM;PL	N;NOM;SG;3
wytwarza	üretir	wytwarzać	üretir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
trzyma	tutar	trzymać	tut	V;IPFV;IND;SG;3;PRS;FIN;ACT	
rycerzy	şövalyeler	rycerz	şövalye	N;ACC;MASC;PL	N;NOM;PL;3
demokratów	demokratlar	demokrat	demokrat	N;ACC;MASC;PL	ADJ;NOM;PL;3
demokratów	demokrat	demokrat	demokrat	N;ACC;MASC;PL	
pokonany	dövülmüş	pokonać	döv	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
pokonany	dayak	pokonać	dayak	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
pokonany	yenilmiş	pokonać	yen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
pokonany	yenildi	pokonać	yenil	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
charków	harkiv	chark	harkiv	PROPN;NOM;MASC;SG	
norm	normları	norma	norm		N;ACC;PL;3
norm	standartları	norma	standart		ADJ;NOM;PL;3
norm	standartlara	norma	standart		ADJ;DAT;PL;3
norm	standartlar	norma	standart		ADJ;NOM;PL;3
peugeot	peugeot	peugeot	peugeot		N;NOM;SG;3
standardy	standartları	standard	standart	N;NOM;MASC;PL	ADJ;NOM;PL;3
standardy	standartlara	standard	standart	N;NOM;MASC;PL	ADJ;DAT;PL;3
standardy	standartlar	standard	standart	N;NOM;MASC;PL	ADJ;NOM;PL;3
poprosił	soran	poprosić	sor	V;PFV;MASC;IND;SG;PST;FIN;ACT	
węgiel	kömür	węgiel	kömür	N;NOM;MASC;SG	
węgiel	kömür	węgiel	kömür	N;NOM;MASC;SG	
węgiel	karbon	węgiel	karbon	N;NOM;MASC;SG	
bass	levrek	bass	levrek		N;NOM;SG;3
zamość	zamość	zamość	zamość	V;IPFV;IND;SG;FIN;ACT	
automatyczna	otomatik	automatyczny	otomatik	ADJ;NOM;FEM;SG	
aspekty	yönü	aspekt	yön	N;NOM;MASC;PL	N;ACC;SG;3
prezentacji	sunum	prezentacja	sun	N;GEN;FEM;SG	
prezentacji	sunumu	prezentacja	sun	N;GEN;FEM;SG	N;ACC;SG;3
prezentacji	tanıtım	prezentacja	tanıtım	N;GEN;FEM;SG	
prezentacji	sunumlar	prezentacja	sunum	N;GEN;FEM;SG	N;NOM;PL;3
stefano	stefano	stefać	stefano	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
domeny	alan	domen	al		V;PFV;IND;POS;PRS;V.PTCP
pracujący	çalışıyorum	pracować	çalış	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
pracujący	çalışıyor	pracować	çalış	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
pracujący	çalışmak	pracować	çalış	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pracujący	çalışan	pracować	çalış	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
wzory	desenleri	wzór	desen	N;NOM;MASC;PL	V;PFV;IND;PL;3;POS;PRS
wzory	tasarımları	wzór	tasarım	N;NOM;MASC;PL	N;ACC;PL;3
wzory	formülleri	wzór	formül	N;NOM;MASC;PL	N;ACC;PL;3
zatonął	battı	zatonąć	bat	V;PFV;MASC;IND;SG;PST;FIN;ACT	
zatonął	battı	zatonąć	bat	V;PFV;MASC;IND;SG;PST;FIN;ACT	
strunowce	kordalılar	strunowiec	kordalı		N;NOM;PL;3
joel	joel	joel	joel	PROPN;NOM;MASC;SG	
porównanie	karşılaştırmak	porównać	karşılaş	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ewy	eve	ewy	ev		N;DAT;SG;3
osobisty	şahsi	osobisty	şahsi	ADJ;NOM;MASC;SG	
osobisty	kişisel	osobisty	kişisel	ADJ;NOM;MASC;SG	
prezydenckie	başkanlık	prezydencki	başkanlık	ADJ;NOM;NEUT;SG	N;NOM;SG;3
prezydenckie	cumhurbaşkanlığı	prezydencki	cumhurbaşkanlığı	ADJ;NOM;NEUT;SG	N;NOM;SG;3
carmen	carmen	carmen	carmen	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
montgomery	montgomery	montgomer	montgomery	N;ACC;MASC;SG	PROPN;NOM;SG;3
kompozytorów	besteciler	kompozytor	besteci	N;GEN;MASC;PL	N;NOM;PL;3
jądro	çekirdeği	jądro	çekir		N;NOM;SG;3
jądro	çekirdeği	jądro	çekir		N;NOM;SG;3
salomona	solomon	salomon	solomon		PROPN;NOM;SG;3
wiktoria	viktoria	wiktoria	viktoria	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
wiktoria	victoria	wiktoria	victor	PROPN;NOM;FEM;SG	
przodków	atalarımız	przodek	at	N;ACC;MASC;PL	N;NOM;PL;3
przodków	ataları	przodek	ata	N;ACC;MASC;PL	N;NOM;PL;3
przodków	atam	przodek	atam	N;ACC;MASC;PL	
chińskie	çinliler	chiński	çinli	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;3
chińskie	çinli	chiński	çinli	ADJ;NOM;NEUT;SG	
chińskie	çince	chiński	çince	ADJ;NOM;NEUT;SG	
lodu	buz	lód	buz	N;GEN;MASC;SG	
lodu	ice	lód	ice	N;GEN;MASC;SG	
przydatne	kullanışlı	przydatny	kullanışlı	ADJ;NOM;NEUT;SG	
przydatne	faydalı	przydatny	faydalı	ADJ;NOM;NEUT;SG	
jowisza	jüpiter	jowiszo	jüpiter	N;ACC;MASC;SG	N;NOM;SG;3
jowisza	jupiter	jowiszo	jupiter	N;ACC;MASC;SG	PROPN;NOM;SG;3
zaangażowanie	nişan	zaangażowanie	nişan	N;NOM;NEUT;SG	
zaangażowanie	etkileşim	zaangażowanie	etkileş	N;NOM;NEUT;SG	
zaangażowanie	kararlılık	zaangażowanie	kararlılık	N;NOM;NEUT;SG	
kompetencji	yeterlilik	kompetencja	yeterlilik	N;GEN;FEM;SG	
kompetencji	yeterlik	kompetencja	yeterlik	N;GEN;FEM;SG	
kompetencji	yeterlilik	kompetencja	yeterlilik	N;GEN;FEM;SG	
kompetencji	yetkilerini	kompetencja	yetki	N;GEN;FEM;SG	N;ACC;PL;3
zapach	koku	zapach	koku	N;NOM;MASC;SG	
zapach	koku	zapach	koku	N;NOM;MASC;SG	
zapach	koku	zapach	koku	N;NOM;MASC;SG	
żyjący	yaşamak	żyć	yaşa	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
żyjący	yaşayan	żyć	yaşa	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP
żyjący	yaşıyorum	żyć	yaşa	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
rozszerzenie	genişleme	rozszerzenie	genişle	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
rozszerzenie	genişleme	rozszerzenie	genişle	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
rozszerzenie	uzatma	rozszerzenie	uza	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
rozszerzenie	dahili	rozszerzenie	dahil	N;NOM;NEUT;SG	
mercury	mercury	mercura	mercury		PROPN;NOM;SG;3
konsulat	konsolosluğu	konsulat	konsolosluk	N;NOM;MASC;SG	N;ACC;SG;3
turków	türkler	turek	türk	N;ACC;MASC;PL	N;NOM;PL;3
prezentowane	seçme	prezentować	seç	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
prezentowane	sunuldu	prezentować	sun	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
prezentowane	sunulan	prezentować	sun	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
prezentowane	sundu	prezentować	sun	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
kazań	kazan	kazanie	kazan	N;GEN;NEUT;PL	
uroczyste	senlik	uroczysty	senlik	ADJ;NOM;NEUT;SG	
greckie	yunanlı	grecki	yunanlı	ADJ;NOM;NEUT;SG	
greckie	yunan	grecki	yunan	ADJ;NOM;NEUT;SG	
greckie	yunanca	grecki	yunanca	ADJ;NOM;NEUT;SG	V;PFV;IND;POS;PRS;PASS
armata	toplar	armat	top	N;NOM;FEM;SG	
armata	cannon	armat	cannon	N;NOM;FEM;SG	
armata	top	armat	top	N;NOM;FEM;SG	
herbie	herbie	herba	herbie	V;IPFV;IND;SG;1;PRS;FIN;ACT	
wien	wien	wien	wien	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
bergen	bergen	bergen	bergen	PROPN;NOM;MASC;SG	
produkuje	üretir	produkować	üretir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
estádio	estádio	estádio	es	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
ciemne	koyu	ciemny	koyu	ADJ;NOM;NEUT;SG	
ciemne	karanlık	ciemny	karanlık	ADJ;NOM;NEUT;SG	
ciemne	dark	ciemny	dark	ADJ;NOM;NEUT;SG	
wymagane	talep	wymagać	talep	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
wymagane	istenen	wymagać	iste	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
wymagane	istendi	wymagać	iste	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
wymagane	gerekli	wymagać	gerekli	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
wymagane	gerekiyor	wymagać	gerek	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
wymagane	zorunlu	wymagać	zorunlu	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
wymagane	gereklidir	wymagać	gerekli	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
metry	metre	metr	metre	N;ACC;MASC;SG	
metry	metre	metr	metre	N;ACC;MASC;SG	
tunelu	tüneli	tunel	tüneli	N;GEN;MASC;SG	N;ACC;SG;3
tunelu	tünel	tunel	tünel	N;GEN;MASC;SG	
ekspertów	uzmanlar	ekspert	uzman	N;ACC;MASC;PL	ADJ;NOM;PL;3
ekspertów	uzmanları	ekspert	uzman	N;ACC;MASC;PL	ADJ;NOM;PL;3
