και	si	και	sine	CONJ	
φυλή	cursa	φυλή	cursă	N;NOM;FEM;SG	N;DEF;FEM;SG
φυλή	rasă	φυλή	rasă	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
φυλή	race	φυλή	race	N;NOM;FEM;SG	
φυλή	cursă	φυλή	cursă	N;NOM;FEM;SG	N;INDF;FEM;SG
βενετία	veneţia	βενετία	veneţia	PROPN;NOM;FEM;SG	PROPN
βενετία	veneția	βενετία	veneția	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
βενετία	venetia	βενετία	venetia	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
χαρακτήρας	caracterul	χαρακτήρας	caracter	N;NOM;MASC;SG	N;DEF;MASC;SG
δέχεται	acceptă	δέχομαι	accepta	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
κόστος	costuri	κόστος	cost	N;NOM;NEUT;SG	N;INDF;FEM;PL
κόστος	costul	κόστος	cost	N;NOM;NEUT;SG	N;DEF;MASC;SG
κόστος	costuri	κόστος	cost	N;NOM;NEUT;SG	N;INDF;FEM;PL
κόστος	costurile	κόστος	cost	N;NOM;NEUT;SG	N;DEF;FEM;PL
τύποι	tipurile	τύπος	tip	N;NOM;MASC;PL	N;DEF;FEM;PL
προηγουμένως	anterioare	προηγουμένως	anterior	ADV	ADJ;INDF;FEM;PL
σύζυγο	soțul	σύζυγος	soț	N;ACC;FEM;SG	N;DEF;MASC;SG
σύζυγο	soțul	σύζυγος	soț	N;ACC;FEM;SG	N;DEF;MASC;SG
σύζυγο	sotul	σύζυγος	sot	N;ACC;FEM;SG	N;DEF;MASC;SG
σύζυγο	sot	σύζυγος	sot	N;ACC;FEM;SG	
σύζυγο	sotie	σύζυγος	sotie	N;ACC;FEM;SG	N;INDF;FEM;SG
σύζυγο	soția	σύζυγος	soție	N;ACC;FEM;SG	N;DEF;FEM;SG
σύζυγο	soţia	σύζυγος	soţia	N;ACC;FEM;SG	N;DEF;FEM;SG
σύζυγο	soție	σύζυγος	soție	N;ACC;FEM;SG	N;INDF;FEM;SG
σύζυγο	nevasta	σύζυγος	nevastă	N;ACC;FEM;SG	N;DEF;FEM;SG
δημοκρατικό	democrată	δημοκρατικός	democra	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
δημοκρατικό	democratice	δημοκρατικός	democratic	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
δημοκρατικό	democratică	δημοκρατικός	democratică	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
δημοκρατικό	democrat	δημοκρατικός	democrat	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
σκωτίας	scoţia	σκωτία	scoţia	PROPN;GEN;FEM;SG	N;DEF;FEM;SG
σκωτίας	scotia	σκωτία	scotie	PROPN;GEN;FEM;SG	N;DEF;FEM;SG
σκωτίας	scoția	σκωτία	scoție	PROPN;GEN;FEM;SG	N;DEF;FEM;SG
λατινικά	latine	λατινικός	latin	ADV	ADJ;INDF;FEM;PL
λατινικά	latin	λατινικός	latin	ADV	N;INDF;MASC;SG
λατινικά	latina	λατινικός	latină	ADV	N;DEF;FEM;SG
λατινικά	latină	λατινικός	latin	ADV	N;INDF;FEM;SG
σημείωσε	notat	σημειώνω	nota	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
σημείωσε	remarcat	σημειώνω	remarca	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
δυνατή	puternica	δυνατός	puternic	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
δυνατή	strong	δυνατός	strong	ADJ;NOM;FEM;SG	
δυνατή	puternică	δυνατός	puternic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
μέτρο	măsura	μέτρο	măsură	N;NOM;NEUT;SG	N;DEF;FEM;SG
μέτρο	măsură	μέτρο	măsură	N;NOM;NEUT;SG	N;INDF;FEM;SG
μέτρο	măsoară	μέτρο	măsura	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
μέτρο	masura	μέτρο	masură	N;NOM;NEUT;SG	N;DEF;FEM;SG
κλασική	clasică	κλασικός	clasic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κλασική	clasic	κλασικός	clasic	ADJ;NOM;FEM;SG	ADV
κλασική	clasica	κλασικός	clasică	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
κλασική	clasică	κλασικός	clasic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κλασική	clasic	κλασικός	clasic	ADJ;NOM;FEM;SG	ADV
κλασική	clasica	κλασικός	clasică	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
κλασική	classic	κλασικός	classic	ADJ;NOM;FEM;SG	PROPN
πιάνο	pianul	πιάνος	pian	N;NOM;NEUT;SG	N;DEF;MASC;SG
διπλό	dubla	διπλός	dublu	NUM;NOM;NEUT;SG	ADJ;DEF;FEM;SG
διπλό	dublă	διπλός	dublu	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;SG
διπλό	dublu	διπλός	dublu	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
διπλό	duble	διπλός	dublu	NUM;NOM;NEUT;SG	N;INDF;FEM;PL
μηχανική	mecanici	μηχανικός	mecanic	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;PL
μηχανική	mecanicii	μηχανικός	mecanic	ADJ;NOM;FEM;SG	N;DEF;MASC;PL
μηχανική	mecanica	μηχανικός	mecanică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
μηχανική	mecanică	μηχανικός	mecanic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
μηχανική	inginerie	μηχανικός	inginerie	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
μηχανική	ingineria	μηχανικός	inginerie	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
απώλεια	pierderi	απώλεια	pierdere	N;ACC;FEM;SG	N;INDF;FEM;PL
απώλεια	pierderea	απώλεια	pierdere	N;ACC;FEM;SG	N;DEF;FEM;SG
απώλεια	pierdere	απώλεια	pierdere	N;ACC;FEM;SG	N;INDF;FEM;SG
υπέστη	susținut	υφίσταμαι	susține	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
υπέστη	susţinut	υφίσταμαι	sushinut	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
υπέστη	susținută	υφίσταμαι	susținut	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
καν	khan	καν	khan	ADV	PROPN
ψήφους	voturile	ψήφος	vot	N;NOM;FEM;PL	N;DEF;FEM;PL
αποστολές	transporturile	αποστολή	transport	N;NOM;FEM;PL	N;DEF;FEM;PL
αποστολές	misiunile	αποστολή	misiune	N;NOM;FEM;PL	N;DEF;FEM;PL
κυριακή	duminica	κυριακή	duminică	N;ACC;FEM;SG	N;DEF;FEM;SG
κυριακή	duminică	κυριακή	duminică	N;ACC;FEM;SG	N;INDF;FEM;SG
βουνό	muntele	βουνό	munte	N;NOM;NEUT;SG	N;DEF;MASC;SG
ανθρώπινη	umane	ανθρώπινος	uman	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ανθρώπινη	om	ανθρώπινος	om	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ανθρώπινη	umană	ανθρώπινος	uman	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
πωλήσεις	vânzările	πώληση	vânzare	N;NOM;FEM;PL	N;DEF;FEM;PL
ηλείας	elis	ηλεία	elis	PROPN;GEN;FEM;SG	PROPN
γεωμετρία	geometria	γεωμετρία	geometrie	N;NOM;FEM;SG	N;DEF;FEM;SG
γεωμετρία	geometrie	γεωμετρία	geometrie	N;NOM;FEM;SG	N;INDF;FEM;SG
ερρίκος	henry	ερρίκος	henry	N;NOM;MASC;SG	PROPN
φιναλίστ	finalist	φιναλίστ	finalist		N;INDF;MASC;SG
σωστά	dreapta	σωστά	dreaptă	ADV	N;DEF;FEM;SG
σωστά	corectează	σωστά	corecta	ADV	V;IND;3;PRS;FIN
σωστά	corectă	σωστά	corect	ADV	ADJ;INDF;FEM;SG
σωστά	corecta	σωστά	corecta	ADV	ADJ;DEF;FEM;SG
άνοιξε	deschis	ανοίγω	deschis	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
άνοιξε	deschide	ανοίγω	deschide	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
άνοιξε	open	ανοίγω	open	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
τρόπους	manierele	τρόπος	manieră	N;ACC;MASC;PL	N;DEF;FEM;PL
εμπορικό	mall	εμπορικός	mall	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
γιουγκοσλαβίας	iugoslaviei	γιουγκοσλαβία	iugoslavie	PROPN;GEN;FEM;SG	PROPN;DEF;FEM;SG
γιουγκοσλαβίας	iugoslavia	γιουγκοσλαβία	iugoslavie	PROPN;GEN;FEM;SG	PROPN
σοβαρά	seriozitate	σοβαρά	seriozitate	ADV	N;INDF;FEM;SG
αφαίρεση	îndepărtarea	αφαίρεση	îndepărtare	N;ACC;FEM;SG	N;DEF;FEM;SG
αφαίρεση	elimină	αφαίρεση	elimina	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
αφαίρεση	scoate	αφαίρεση	scoate	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αφαίρεση	îndepărtare	αφαίρεση	îndepărtare	N;ACC;FEM;SG	N;INDF;FEM;SG
αφαίρεση	îndepărtarea	αφαίρεση	îndepărtare	N;ACC;FEM;SG	N;DEF;FEM;SG
συμπτώματα	simptomele	σύμπτωμα	simptom	N;NOM;NEUT;PL	N;DEF;FEM;PL
προσωρινά	temporare	προσωρινά	temporare	ADV	ADJ;INDF;FEM;PL
προσωρινά	temporara	προσωρινά	temporar	ADV	N;DEF;FEM;SG
προσωρινά	temporară	προσωρινά	temporar	ADV	ADJ;INDF;FEM;SG
προσωρινά	provizorii	προσωρινά	provizoriu	ADV	ADJ;INDF;PL
προσωρινά	provizorie	προσωρινά	provizorie	ADV	N;INDF;FEM;SG
κερδίζει	victorii	κερδίζω	victorie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
υδρογόνου	hidrogenul	υδρογόνος	hidrogen	N;GEN;NEUT;SG	N;DEF;MASC;SG
άγνωστο	necunoscute	άγνωστος	necunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
άγνωστο	necunoscută	άγνωστος	necunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
κύτταρα	celulele	κύτταρα	celulă	N;NOM;NEUT;PL	N;DEF;FEM;PL
κύτταρα	celulelor	κύτταρα	celulă	N;NOM;NEUT;PL	N;DEF;FEM;PL
συνέντευξη	interviul	συνέντευξη	interviu	N;ACC;FEM;SG	N;DEF;MASC;SG
ρουμανία	romania	ρουμανία	romanie	PROPN;ACC;FEM;SG	N;DEF;FEM;SG
ρουμανία	românia	ρουμανία	românia	PROPN;ACC;FEM;SG	PROPN
συνάντηση	intalnire	συνάντηση	intalnire	N;ACC;FEM;SG	N;INDF;FEM;SG
συνάντηση	întâlnirea	συνάντηση	întâlnire	N;ACC;FEM;SG	N;DEF;FEM;SG
συνάντηση	întâlnire	συνάντηση	întâlnire	N;ACC;FEM;SG	N;INDF;FEM;SG
μετακόμισε	mutate	μετακομίζω	muta	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
μετακόμισε	mutat	μετακομίζω	muta	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
μετακόμισε	mutată	μετακομίζω	muta	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
λουδοβίκος	louis	λουδοβίκος	louis	N;NOM;MASC;SG	PROPN
μιχάλης	michalis	μιχάλη	michalis	PROPN;NOM;MASC;SG	PROPN
αντ	ade	αντ	adel	N	
ανακάλυψε	descoperite	ανακαλύπτω	descoperi	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
ανακάλυψε	descoperită	ανακαλύπτω	descoperi	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
ανακάλυψε	descoperit	ανακαλύπτω	descoperit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
ομώνυμη	omonimă	ομώνυμη	omonim	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
ενέργειες	acțiunile	ενέργεια	acțiune	N;NOM;FEM;PL	N;DEF;FEM;PL
πολωνίας	poloniei	πολωνία	polonie	PROPN;GEN;FEM;SG	PROPN;DEF;FEM;SG
πολωνίας	polonia	πολωνία	polonie	PROPN;GEN;FEM;SG	PROPN
αεροπορία	aviației	αεροπορία	aviație	N;NOM;FEM;SG	N;DEF;FEM;SG
αεροπορία	aviație	αεροπορία	aviație	N;NOM;FEM;SG	N;INDF;FEM;SG
μαδρίτης	madrid	μαδρίτης	madrid	PROPN;GEN;FEM;SG	N;INDF;MASC;SG
καποδίστριας	kapodistrias	καποδίστρια	kapodistrias	N;GEN;FEM;SG	PROPN
σωματείο	uniunea	σωματείο	uniune	N;NOM;NEUT;SG	N;DEF;FEM;SG
σωματείο	uniunii	σωματείο	uniune	N;NOM;NEUT;SG	N;DEF;FEM;SG
σωματείο	uniune	σωματείο	uniune	N;NOM;NEUT;SG	N;INDF;FEM;SG
παρόν	prezente	παρόν	prezent	N;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
παρόν	prezentul	παρόν	prezent	N;NOM;NEUT;SG	N;DEF;MASC;SG
παρόν	prezentă	παρόν	prezent	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ιησού	isus	ιησός	isus	N;VOC;MASC;SG	PROPN
ιησού	iisus	ιησός	iisus	N;VOC;MASC;SG	
νομίσματα	monedele	νόμισμα	monede	N;NOM;NEUT;PL	N;DEF;FEM;PL
πρακτικά	practice	πρακτικά	practica	ADV	
πρακτικά	practică	πρακτικά	practica	ADV	V;IND;SG;3;PST;FIN
σημαντικός	importante	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
σημαντικός	important	σημαντικός	important	ADJ;NOM;MASC;SG	ADV
σημαντικός	importanta	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
σημαντικός	importantă	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ενεργό	active	ενεργός	activ	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ενεργό	activi	ενεργός	activ	N;NOM;NEUT;SG	ADJ;INDF;MASC;PL
ενεργό	activ	ενεργός	activ	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ενεργό	activă	ενεργός	activ	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
προβολή	afișare	προβολή	afișare	N;NOM;FEM;SG	N;INDF;FEM;SG
προβολή	afișează	προβολή	afișa	N;NOM;FEM;SG	V;IND;3;PRS;FIN
προβολή	vizualizează	προβολή	vizualiza	N;NOM;FEM;SG	V;IND;3;PRS;FIN
προβολή	vizualizare	προβολή	vizualizare	N;NOM;FEM;SG	N;INDF;FEM;SG
προβολή	vedere	προβολή	vedere	N;NOM;FEM;SG	N;INDF;FEM;SG
ρυθμό	ritmul	ρυθμός	ritm	N;ACC;MASC;SG	N;DEF;MASC;SG
συνελήφθη	arestată	συνελήφος	aresta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
συνελήφθη	arestat	συνελήφος	aresta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
βορειοδυτικά	northwest	βορειοδυτικά	northwest	ADV	PROPN
καλλιτέχνης	artistă	καλλιτέχνος	artistă	N;NOM;MASC;SG	N;INDF;FEM;SG
καλλιτέχνης	artista	καλλιτέχνος	artista	N;NOM;MASC;SG	N;DEF;FEM;SG
καλλιτέχνης	artistul	καλλιτέχνος	artist	N;NOM;MASC;SG	N;DEF;MASC;SG
άντζελες	angeles	άντζελος	angeles	PROPN;NOM;FEM;PL	PROPN
μαύρη	neagră	μαύρος	negru	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
μαύρη	neagra	μαύρος	negru	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
μαύρη	black	μαύρος	black	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
στήλη	coloană	στήλλω	coloană	N;ACC;FEM;SG	N;INDF;FEM;SG
στήλη	coloana	στήλλω	coloană	N;ACC;FEM;SG	N;DEF;FEM;SG
νόμισμα	valută	νόμισμα	valuta	N;NOM;NEUT;SG	N;INDF;FEM;SG
νόμισμα	moneda	νόμισμα	moneda	N;NOM;NEUT;SG	N;DEF;FEM;SG
νόμισμα	monedă	νόμισμα	monedă	N;NOM;NEUT;SG	N;INDF;FEM;SG
νόμισμα	monede	νόμισμα	monede	N;NOM;NEUT;SG	N;INDF;FEM;PL
νόμισμα	moneda	νόμισμα	moneda	N;NOM;NEUT;SG	N;DEF;FEM;SG
νόμισμα	monedă	νόμισμα	monedă	N;NOM;NEUT;SG	N;INDF;FEM;SG
αξιωματικός	ofițer	αξιωματικός	ofițer	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αξιωματικός	ofiţer	αξιωματικός	ofiţer	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αξιωματικός	ofiter	αξιωματικός	ofiter	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
δημιουργώντας	crearea	δημιουργώ	creare	V;IPFV;V.CVB;ACT	N;DEF;FEM;SG
δημιουργώντας	creare	δημιουργώ	creare	V;IPFV;V.CVB;ACT	N;INDF;FEM;SG
στόλου	flotei	στόλος	flotă	N;GEN;MASC;SG	N;DEF;FEM;SG
στόλου	flota	στόλος	flotă	N;GEN;MASC;SG	N;DEF;FEM;SG
στόλου	flotă	στόλος	flotă	N;GEN;MASC;SG	N;INDF;FEM;SG
καταστράφηκε	distrusa	καταστρέφω	distrus	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;DEF;FEM;SG
καταστράφηκε	distrus	καταστρέφω	distruge	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
καταστράφηκε	distrusă	καταστρέφω	distruge	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
καταστράφηκε	ruinat	καταστρέφω	ruina	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
καταστράφηκε	ruinată	καταστρέφω	ruina	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
βιογραφία	biografia	βιογραφία	biografie	N;NOM;FEM;SG	N;DEF;FEM;SG
βιογραφία	biografie	βιογραφία	biografie	N;NOM;FEM;SG	N;INDF;FEM;SG
καθηγητή	profesorul	καθηγητής	profesor	N;ACC;MASC;SG	N;DEF;MASC;SG
καρδιά	inima	καρδιός	inimă	N;NOM;FEM;SG	N;DEF;FEM;SG
καρδιά	inimă	καρδιός	inimă	N;NOM;FEM;SG	N;INDF;FEM;SG
καρδιά	heart	καρδιός	heart	N;NOM;FEM;SG	
στάδια	fazele	στάδιο	fază	N;NOM;NEUT;PL	N;DEF;FEM;PL
στάδια	etapele	στάδιο	etapă	N;NOM;NEUT;PL	N;DEF;FEM;PL
στάδια	pașii	στάδιο	pas	N;NOM;NEUT;PL	N;DEF;MASC;PL
στάδια	pasi	στάδιο	pas	N;NOM;NEUT;PL	
γιου	yoo	γιος	yoo	N;GEN;MASC;SG	PROPN
καθαρά	curat	καθερά	curat	ADV	ADJ;INDF;MASC;SG
καθαρά	curata	καθερά	curată	ADV	V;IND;SG;3;IPFV;FIN
καθαρά	curată	καθερά	curat	ADV	ADJ;INDF;FEM;SG
καθαρά	curate	καθερά	curat	ADV	ADJ;INDF;FEM;PL
καθαρά	clean	καθερά	clean	ADV	N;INDF;MASC;SG
καθαρά	plasa	καθερά	plasa	ADV	N;DEF;FEM;SG
καθαρά	net	καθερά	net	ADV	N;INDF;MASC;SG
καθαρά	netă	καθερά	net	ADV	
καθαρά	plasă	καθερά	plasă	ADV	N;INDF;FEM;SG
καθαρά	fileu	καθερά	fileu	ADV	N;INDF;MASC;SG
αντίπαλο	rivalul	αντίπαλο	rival	N;ACC;MASC;SG	N;DEF;MASC;SG
αντίπαλο	rivală	αντίπαλο	rival	N;ACC;MASC;SG	ADJ;INDF;FEM;SG
αντίπαλο	adversarul	αντίπαλο	adversar	N;ACC;MASC;SG	N;DEF;MASC;SG
ολοκλήρωση	completarea	ολοκλήρωση	completare	N;ACC;FEM;SG	N;DEF;FEM;SG
ολοκλήρωση	finalizarea	ολοκλήρωση	finalizare	N;ACC;FEM;SG	N;DEF;FEM;SG
ολοκλήρωση	finalizare	ολοκλήρωση	finalizare	N;ACC;FEM;SG	N;INDF;FEM;SG
ολοκλήρωση	completare	ολοκλήρωση	completare	N;ACC;FEM;SG	N;INDF;FEM;SG
ολοκλήρωση	integrare	ολοκλήρωση	integrare	N;ACC;FEM;SG	N;INDF;FEM;SG
ολοκλήρωση	integrarea	ολοκλήρωση	integrare	N;ACC;FEM;SG	N;DEF;FEM;SG
ολοκλήρωση	completa	ολοκλήρωση	completa	N;ACC;FEM;SG	ADJ;DEF;FEM;SG
ολοκλήρωση	completă	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;INDF;FEM;SG
ολοκλήρωση	complete	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;INDF;FEM;PL
ολοκλήρωση	complet	ολοκλήρωση	complet	N;ACC;FEM;SG	ADV
παρουσιάστηκε	prezentat	παρουσιάζω	prezenta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
παρουσιάστηκε	prezentată	παρουσιάζω	prezentat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
παρουσιάστηκε	prezentate	παρουσιάζω	prezentat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
θεωρίες	teoriile	θεωρία	teorie	N;NOM;FEM;PL	N;DEF;FEM;PL
ιταλοί	italieni	ιταλός	italian	PROPN;NOM;MASC;PL	ADJ;INDF;MASC;PL
ιταλοί	italienii	ιταλός	italian	PROPN;NOM;MASC;PL	N;DEF;MASC;PL
ανεξάρτητη	independent	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	ADV
ανεξάρτητη	independenta	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
ανεξάρτητη	independente	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ανεξάρτητη	independentă	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
εργαστήριο	laboratorul	εργαστήριο	laborator	N;NOM;NEUT;SG	N;DEF;MASC;SG
εργαστήριο	atelierul	εργαστήριο	atelier	N;NOM;NEUT;SG	N;DEF;MASC;SG
εργαστήριο	laboratorul	εργαστήριο	laborator	N;NOM;NEUT;SG	N;DEF;MASC;SG
αντικατέστησε	înlocuit	αντικαθιστώ	înlocui	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
αντικατέστησε	înlocuită	αντικαθιστώ	înlocui	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
αντικατέστησε	înlocuite	αντικαθιστώ	înlocuit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
αντικατέστησε	înlocuiește	αντικαθιστώ	înlocui	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
δείγμα	eșantionul	δείγμα	eșantion	N;NOM;NEUT;SG	N;DEF;MASC;SG
δείγμα	mostră	δείγμα	mostru	N;NOM;NEUT;SG	N;INDF;FEM;SG
δείγμα	proba	δείγμα	proba	N;NOM;NEUT;SG	N;DEF;FEM;SG
δείγμα	probă	δείγμα	probă	N;NOM;NEUT;SG	N;INDF;FEM;SG
δημιουργήθηκαν	create	δημιουργώ	crea	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
δημιουργήθηκαν	creată	δημιουργώ	crea	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
δημιουργήθηκαν	creata	δημιουργώ	crea	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;DEF;FEM;SG
δημιουργήθηκαν	creat	δημιουργώ	crea	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
πληροφορία	informatii	πληροφορία	informat	N;ACC;FEM;SG	N;INDF;FEM;PL
πληροφορία	informație	πληροφορία	informație	N;ACC;FEM;SG	N;INDF;FEM;SG
πληροφορία	informații	πληροφορία	informație	N;ACC;FEM;SG	N;INDF;FEM;PL
πληροφορία	informaţii	πληροφορία	informah	N;ACC;FEM;SG	N;INDF;FEM;PL
πορτογαλία	portugalia	πορτογαλία	portugalia	PROPN;ACC;FEM;SG	PROPN
ιστορικοί	istorici	ιστορικός	istoric	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
ιστορικοί	istoricii	ιστορικός	istoric	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
παραμονή	eva	παραμονή	eva	N;ACC;FEM;SG	PROPN
παραμονή	ajunul	παραμονή	ajun	N;ACC;FEM;SG	N;DEF;MASC;SG
παραμονή	rămâi	παραμονή	ramâne	N;ACC;FEM;SG	V;IND;SG;2;PRS;FIN
παραμονή	stai	παραμονή	sta	N;ACC;FEM;SG	V;IND;SG;2;IPFV;FIN
εμμανουήλ	emmanuel	εμμανουήλ	emmanuel	PROPN;NOM;MASC;SG	PROPN
βάσεις	bazele	βάση	bază	N;NOM;FEM;PL	N;DEF;FEM;PL
ελάχιστα	minimele	λίγο	minim	ADV;CMPR	N;DEF;FEM;PL
ελάχιστα	minimul	λίγο	minim	ADV;CMPR	N;DEF;MASC;SG
ελάχιστα	minimum	λίγο	minimum	ADV;CMPR	
ελάχιστα	minime	λίγο	minim	ADV;CMPR	ADJ;INDF;FEM;PL
ελάχιστα	minimă	λίγο	minim	ADV;CMPR	ADJ;INDF;FEM;SG
ελάχιστα	minim	λίγο	minim	ADV;CMPR	N;INDF;MASC;SG
ελάχιστα	minimă	λίγο	minim	ADV;CMPR	ADJ;INDF;FEM;SG
ελάχιστα	minime	λίγο	minim	ADV;CMPR	ADJ;INDF;FEM;PL
ελάχιστα	minim	λίγο	minim	ADV;CMPR	N;INDF;MASC;SG
απαιτείται	obligatoriu	απαιτώ	obligatoriu	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
απαιτείται	necesare	απαιτώ	necesar	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
απαιτείται	necesară	απαιτώ	necesar	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
απαιτείται	necesar	απαιτώ	necesar	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
μεγάλωσε	crescută	μεγάλω	crescut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
μεγάλωσε	ridicată	μεγάλω	ridicat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
μεγάλωσε	crescut	μεγάλω	crescut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
νομικά	legal	νομικά	legal	ADV	ADJ;INDF;MASC;SG
νομικά	juridice	νομικά	juridic	ADV	ADJ;INDF;FEM;PL
νομικά	legale	νομικά	legal	ADV	ADJ;INDF;FEM;PL
