right	jobbra	righta	jobbra		ADV
dežele	földeket	dežela	föld	N;NOM;FEM;PL	N;ACC;PL
prestol	trónt	prestol	trónt	N;NOM;MASC;SG	N;ACC;SG
force	force	force	force	N;NOM;MASC;SG	
bull	bull	bull	bull	N;NOM;MASC;SG	
nizozemska	hollandia	nizozemski	hollandia	ADJ;NOM;FEM;SG	
nizozemska	holland	nizozemski	holland	ADJ;NOM;FEM;SG	
nizozemska	holland	nizozemski	holland	ADJ;NOM;FEM;SG	
promet	közlekedési	promet	közlekedési	N;NOM;MASC;SG	ADJ;NOM;SG
politiko	politika	politika	politika	N;ACC;FEM;SG	N;NOM;SG
hitrosti	sebesség	hitrost	sebesség	N;GEN;FEM;SG	N;NOM;SG
hitrosti	fordulatszám	hitrost	fordulatszám	N;GEN;FEM;SG	N;NOM;SG
hitrosti	gyorsaság	hitrost	gyorsaság	N;GEN;FEM;SG	N;NOM;SG
metode	módszer	metoda	módszer	N;NOM;FEM;PL	N;NOM;SG
branko	branko	branko	branko	PROPN;NOM;MASC;SG	
united	united	united	united		
united	egyesült	united	egyesül		V;INDF;IND;SG;3;PST;FIN;ACT
schmidt	schmidt	schmidt	schmid	N;NOM;MASC;SG	
severna	észak	severen	észak	ADJ;NOM;FEM;SG	
severna	északi	severen	északi	ADJ;NOM;FEM;SG	
severna	északra	severen	észak	ADJ;NOM;FEM;SG	N;ON+ALL;SG
severna	észak	severen	észak	ADJ;NOM;FEM;SG	
severna	északi	severen	északi	ADJ;NOM;FEM;SG	
dostop	belépés	dostop	belépés	N;NOM;MASC;SG	
dostop	hozzáférést	dostop	hozzáférés	N;NOM;MASC;SG	N;ACC;SG
funkcijo	függvény	funkcija	függvény	N;ACC;FEM;SG	N;NOM;SG
funkcijo	funkció	funkcija	funkció	N;ACC;FEM;SG	N;NOM;SG
bojan	bojan	bojan	bojan	N;NOM;MASC;SG	
noč	éj	noč	éj	N;NOM;FEM;SG	
noč	este	noč	este	N;NOM;FEM;SG	ADV
noč	éjjel	noč	éjjel	N;NOM;FEM;SG	
ernst	ernst	ernst	erns	N;NOM;MASC;SG	
izgubil	lost	izgubiti	lost	V;PFV;MASC;SG;V.PTCP	
različni	többféle	različen	többfél	ADJ;NOM;MASC;PL	
različni	különféle	različen	különféle	ADJ;NOM;MASC;PL	
različni	különböző	različen	különböző	ADJ;NOM;MASC;PL	
natančno	pontos	natančno	pontos	ADV	
natančno	precíz	natančno	precíz	ADV	
natančno	pontos	natančno	pontos	ADV	
georg	georg	georg	georg	PROPN;NOM;MASC;SG	
glasbena	zenés	glasben	zenés	ADJ;NOM;FEM;SG	N;NOM;SG
glasbena	musical	glasben	musical	ADJ;NOM;FEM;SG	N;NOM;SG
motnje	zavar	motnja	zavar	N;NOM;FEM;PL	N;NOM;SG
motnje	interferencia	motnja	interferencia	N;NOM;FEM;PL	N;NOM;SG
motnje	beavatkozás	motnja	beavatkozás	N;NOM;FEM;PL	N;NOM;SG
primeri	esetekben	primer	eset	N;NOM;MASC;PL	N;IN+ESS;PL
primeri	példákat	primer	példa	N;NOM;MASC;PL	N;ACC;PL
primeri	példa	primer	példa	N;NOM;MASC;PL	N;NOM;SG
henri	henri	hener	henri	PROPN;NOM;MASC;SG	PROPN;NOM;SG
pomagal	segítettek	pomagati	segít	V;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
giuseppe	giuseppe	giuseppe	giusep	PROPN;NOM;MASC;SG	
angel	angel	angel	angel	N;NOM;MASC;SG	
primerov	ügyek	primer	ügy	N;GEN;MASC;PL	N;NOM;PL
primerov	esetekben	primer	eset	N;GEN;MASC;PL	N;IN+ESS;PL
primerov	esetek	primer	eset	N;GEN;MASC;PL	N;NOM;PL
dober	jó	dober	jó	ADJ;NOM;INDF;MASC;SG	
zunanji	szabadtéri	zunanji	szabadtéri	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
zunanji	kültéri	zunanji	kültéri	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
zunanji	szabadban	zunanji	szabad	ADJ;NOM;DEF;MASC;SG	N;IN+ESS;SG
zunanji	külső	zunanji	külső	ADJ;NOM;DEF;MASC;SG	
zunanji	külső	zunanji	külső	ADJ;NOM;DEF;MASC;SG	
povezava	link	povezava	link	N;NOM;FEM;SG	
povezava	linket	povezava	link	N;NOM;FEM;SG	
povezava	hivatkozást	povezava	hivatkozás	N;NOM;FEM;SG	N;ACC;SG
zapis	rekord	zapis	rekord	N;NOM;MASC;SG	
zrak	air	zrak	air	N;NOM;MASC;SG	
bele	fehér	bel	fehér	ADJ;NOM;FEM;PL	
pevka	énekesnő	pevek	énekesnő	N;NOM;FEM;SG	
pevka	singer	pevek	singer	N;NOM;FEM;SG	
letno	éves	letno	éves	ADV	ADJ;NOM;SG
letno	évenkénti	letno	évenként	ADV	V;NFIN;ACT
letno	évenként	letno	évenkén	ADV	N;ABS;SG
letno	évente	letno	éven	ADV	N;ON+ESS;SG
letno	évente	letno	éven	ADV	N;ON+ESS;SG
letno	éves	letno	éves	ADV	ADJ;NOM;SG
letno	évente	letno	éven	ADV	N;ON+ESS;SG
kratek	rövid	kratek	rövid	ADJ;NOM;INDF;MASC;SG	
kratek	röviden	kratek	röviden	ADJ;NOM;INDF;MASC;SG	
kratek	rövid	kratek	rövid	ADJ;NOM;INDF;MASC;SG	
johannes	johannes	johannes	johannes	PROPN;NOM;MASC;SG	
dejanje	akció	dejanje	akció	N;NOM;NEUT;SG	
poleti	summer	poleti	summer	ADV	
poleti	nyári	poleti	nyári	ADV	
poleti	nyáron	poleti	nyár	ADV	N;ON+ESS;SG
poleti	nyár	poleti	nyár	ADV	
sposobnosti	készség	sposobnost	készség	N;NOM;FEM;PL	N;NOM;SG
sposobnosti	képességeit	sposobnost	képesség	N;NOM;FEM;PL	N;ACC;PL
otto	otto	otto	otto	PROPN;NOM;MASC;SG	PROPN;NOM;SG
študija	tanulmányok	študij	tanulmány	N;NOM;FEM;SG	N;NOM;PL
delež	részesedése	delež	részesedés	N;INAN;ACC;MASC;SG	N;NOM;SG
delež	megosztás	delež	megosztás	N;INAN;ACC;MASC;SG	
delež	részesedés	delež	részesedés	N;INAN;ACC;MASC;SG	N;NOM;SG
harry	harry	harry	harry		
imperij	empire	imperij	empi	N;NOM;MASC;SG	
švica	svájc	švica	svájc	N;NOM;FEM;SG	
schumacher	schumacher	schumacher	schumacher	PROPN;NOM;MASC;SG	N;NOM;SG
prehod	átmenet	prehod	átmenet	N;NOM;MASC;SG	
prehod	átmeneti	prehod	átmeneti	N;NOM;MASC;SG	
višji	rangidős	visok	rangidős	ADJ;NOM;DEF;CMPR;MASC;SG	N;NOM;SG
višji	senior	visok	senior	ADJ;NOM;DEF;CMPR;MASC;SG	
višji	végzős	visok	végzős	ADJ;NOM;DEF;CMPR;MASC;SG	N;NOM;SG
višji	magasabbak	visok	magasab	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
višji	feljebb	visok	fől	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
domači	belföldi	domač	belföldi	ADJ;NOM;DEF;MASC;SG	
domači	házi	domač	házi	ADJ;NOM;DEF;MASC;SG	
delavec	alkalmazott	delavec	alkalmazott	N;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
delavec	alkalmazottak	delavec	alkalmazott	N;NOM;MASC;SG	N;NOM;PL
delavec	dolgozó	delavec	dolgozó	N;NOM;MASC;SG	ADJ;NOM;SG
vprašanja	kérdés	vprašanje	kérdés	N;NOM;NEUT;PL	N;NOM;SG
vprašanja	kérdéseket	vprašanje	kérdés	N;NOM;NEUT;PL	N;ACC;PL
minut	perc	minuta	perc	N;GEN;FEM;PL	N;NOM;SG
minut	jegyzőkönyv	minuta	jegyzőkönyv	N;GEN;FEM;PL	N;NOM;SG
minut	percek	minuta	perc	N;GEN;FEM;PL	N;NOM;PL
skladateljev	zeneszerzők	skladatelj	zeneszerző	N;GEN;MASC;PL	N;NOM;PL
razvila	fejlődtek	razviti	fejlődik	V;PFV;FEM;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
cooper	cooper	cooper	cooper	PROPN;NOM;MASC;SG	
dolg	tartozás	dolg	tartozás	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
dolg	adósság	dolg	adósság	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
dolg	tartozások	dolg	tartozás	ADJ;NOM;INDF;MASC;SG	N;NOM;PL
dolg	adóssága	dolg	adósság	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
dolg	hosszú	dolg	hosszú	ADJ;NOM;INDF;MASC;SG	
lastno	saját	lasten	saját	ADJ;NOM;NEUT;SG	PRO;NOM;SG;3
krogov	körök	krog	körök	N;GEN;MASC;PL	N;NOM;PL
krogov	kör	krog	kör	N;GEN;MASC;PL	N;NOM;SG
pismo	levélben	pismo	levél	N;NOM;NEUT;SG	N;IN+ESS;SG
pismo	levelet	pismo	levél	N;NOM;NEUT;SG	N;ACC;SG
bosna	bosznia	bosen	bosznia	ADJ;NOM;FEM;SG	N;NOM;SG
hermann	hermann	hermann	hermann	N;NOM;MASC;SG	PROPN;NOM;SG
hermann	herrmann	hermann	herrmann	N;NOM;MASC;SG	
glasbeno	zeneileg	glasben	zeneileg	ADJ;NOM;NEUT;SG	
samostojno	független	samostojen	független	ADV	
samostojno	önálló	samostojen	önálló	ADV	
samostojno	függetlenek	samostojen	független	ADV	V;INDF;IND;PL;3;PRS;FIN;ACT
samostojno	önállóan	samostojen	önálló	ADV	ADJ;FRML;SG
samostojno	függetlenül	samostojen	független	ADV	ADJ;FRML;SG
samostojno	autonóm	samostojen	autonó	ADV	
samostojno	önálló	samostojen	önálló	ADV	
relativno	relatív	relativno	relatív	ADV	
relativno	viszonylagos	relativno	viszonylagos	ADV	
relativno	rokon	relativno	rokon	ADV	
relativno	viszonylag	relativno	viszonylag	ADV	
srebrno	silver	srebrno	silver	ADJ;NOM;NEUT;SG	
srebrno	ezüst	srebrno	ezüst	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
dolino	völgy	dolina	völgy	N;ACC;FEM;SG	N;NOM;SG
dolino	völgyben	dolina	völgy	N;ACC;FEM;SG	N;IN+ESS;SG
dolino	valley	dolina	valley	N;ACC;FEM;SG	
washington	washingtonban	washington	washingtonban	PROPN;NOM;MASC;SG	N;IN+ESS;SG
washington	washington	washington	washington	PROPN;NOM;MASC;SG	
znanja	tudás	znanje	tudás	N;NOM;NEUT;PL	N;NOM;SG
meni	menü	meniti	menü	V;IPFV;IND;SG;3;PRS;FIN	
lepo	szep	lep	szep	ADJ;NOM;NEUT;SG	
lepo	szép	lep	szép	ADJ;NOM;NEUT;SG	
bolje	jobb	dobro	jó	ADV;CMPR	ADJ;NOM;CMPR;SG
avstrijska	osztrák	avstrijski	osztrák	ADJ;NOM;FEM;SG	
avstrijska	ausztria	avstrijski	ausztria	ADJ;NOM;FEM;SG	N;NOM;SG
vsebine	tartalma	vsebina	tartalom	N;NOM;FEM;PL	N;NOM;SG
vsebine	tartalom	vsebina	tartalom	N;NOM;FEM;PL	N;NOM;SG
vsebine	tartalma	vsebina	tartalom	N;NOM;FEM;PL	N;NOM;SG
vsebine	tartalmát	vsebina	tartalom	N;NOM;FEM;PL	N;ACC;SG
vsebine	tartalom	vsebina	tartalom	N;NOM;FEM;PL	N;NOM;SG
prof	prof	profa	prof	PROPN;NOM;MASC;SG	N;NOM;SG
redko	ritkán	redko	ritkán	ADV	
redko	ritka	redko	ritka	ADV	
občasno	alkalmi	občasno	alkalmi	ADV	ADJ;NOM;SG
občasno	alkalmanként	občasno	alkalman	ADV	N;ABS;SG
občasno	esetenként	občasno	eset	ADV	N;ABS;SG
občasno	időnként	občasno	idő	ADV	N;ABS;SG
občasno	alkalmanként	občasno	alkalman	ADV	N;ABS;SG
občasno	esetenként	občasno	eset	ADV	N;ABS;SG
mary	mary	mary	mary	PROPN;NOM;FEM;SG	
mary	mária	mary	mária	PROPN;NOM;FEM;SG	
britney	britney	britney	britney	ADJ;NOM;FEM;SG	N;NOM;SG
zgodnje	korán	zgodnji	korán	ADJ;NOM;NEUT;SG	
zgodnje	korai	zgodnji	korai	ADJ;NOM;NEUT;SG	
oblikovanje	képező	oblikovanje	képező	N;NOM;NEUT;SG	ADJ;NOM;SG
oblikovanje	tervezési	oblikovanje	tervezési	N;NOM;NEUT;SG	ADJ;NOM;SG
oblikovanje	design	oblikovanje	design	N;NOM;NEUT;SG	
stopnja	szintű	stopnja	szintű	N;NOM;FEM;SG	
stopnja	mérték	stopnja	mér	N;NOM;FEM;SG	
skladbe	nyomokat	skladba	nyom	N;NOM;FEM;PL	N;ACC;PL
bernard	bernard	bernard	bernard	N;NOM;MASC;SG	
razlike	különbség	razlika	különbség	N;NOM;FEM;PL	N;NOM;SG
predmet	figyelemmel	predmet	figyelem	N;NOM;MASC;SG	N;INS;SG
luigi	luigi	luiga	luigi	ADJ;NOM;DEF;MASC;SG	
dvojice	páros	dvojica	páros	N;NOM;FEM;PL	
ekipa	team	ekipa	team	N;NOM;FEM;SG	
skrbi	aggódj	skrbeti	agyód	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IND;PL;3;PRS;FIN;ACT
povezani	kapcsolódott	povezan	kapcsolódott	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
povezani	kapcsolt	povezan	kapcsolt	ADJ;NOM;MASC;PL;V.PTCP	
povezani	összekapcsolt	povezan	összekapcsolt	ADJ;NOM;MASC;PL;V.PTCP	
povezani	kapcsolatban	povezan	kapcsolat	ADJ;NOM;MASC;PL;V.PTCP	N;IN+ESS;SG
povezani	kapcsolt	povezan	kapcsolt	ADJ;NOM;MASC;PL;V.PTCP	
povezani	kapcsolódott	povezan	kapcsolódott	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
povezani	kapcsolódó	povezan	kapcsolódó	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;SG
povezani	összekapcsolt	povezan	összekapcsolt	ADJ;NOM;MASC;PL;V.PTCP	
povezani	összefüggő	povezan	összefüggő	ADJ;NOM;MASC;PL;V.PTCP	
povezani	kapcsolódó	povezan	kapcsolódó	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;SG
povezani	rokonok	povezan	rokon	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;PL
povezani	rokon	povezan	rokon	ADJ;NOM;MASC;PL;V.PTCP	
povezani	kapcsolatban	povezan	kapcsolat	ADJ;NOM;MASC;PL;V.PTCP	N;IN+ESS;SG
douglas	douglas	douglas	douglas	PROPN;NOM;MASC;SG	
pojem	elképzelés	pojem	elképzelés	N;NOM;MASC;SG	
pojem	koncepció	pojem	koncepció	N;NOM;MASC;SG	
pojem	énekelni	pojem	énekel	N;NOM;MASC;SG	V;NFIN;ACT
pojem	énekel	pojem	én	N;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
filip	fülöp	filip	fülöp	N;NOM;MASC;SG	
filip	philip	filip	philip	N;NOM;MASC;SG	
filip	filip	filip	filip	N;NOM;MASC;SG	
pas	derék	pas	derék	N;NOM;MASC;SG	
princ	prince	princ	prince	N;NOM;MASC;SG	
ibn	ibn	ibn	ibn	PROPN;NOM;MASC;SG	
françois	francois	françois	francois	N;NOM;MASC;SG	
françois	francois	françois	francois	N;NOM;MASC;SG	
dirko	faj	dirka	faj	N;ACC;FEM;SG	N;NOM;SG
dirko	futam	dirka	futa	N;ACC;FEM;SG	N;NOM;SG
dirko	verseny	dirka	verseny	N;ACC;FEM;SG	N;NOM;SG
projekta	projekt	projekt	projekt	N;GEN;MASC;SG	
projekta	project	projekt	projec	N;GEN;MASC;SG	
zdravje	egészségügyi	zdravje	egészségügyi	N;NOM;NEUT;SG	ADJ;NOM;SG
izbran	választott	izbran	választott	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
izbran	kiválasztottak	izbran	ki+választ	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
izbran	kiválasztott	izbran	kiválasztott	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
izbran	kijelölt	izbran	kijelölt	ADJ;NOM;INDF;MASC;SG;V.PTCP	
izbran	kiválasztva	izbran	kiválasztva	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADV;V.CVB
izbran	kiválasztott	izbran	kiválasztott	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nekdanje	korábbi	nekdanji	korábbi	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;SG
zvezek	volumen	zvezek	volumen	N;NOM;MASC;SG	
sila	force	sila	force	N;NOM;FEM;SG	
zgodovinsko	történelmileg	zgodovinski	történelmi	ADJ;NOM;NEUT;SG	
zgodovinsko	történeti	zgodovinski	történeti	ADJ;NOM;NEUT;SG	N;NOM;SG
francesco	francesco	francesco	francesco	N;NOM;MASC;SG	
val	val	val	val	N;NOM;MASC;SG	
zgoraj	fent	zgoraj	fent	ADV	
zgoraj	fölötte	zgoraj	fölött	ADV	
zgoraj	felett	zgoraj	felett	ADV	ADP
zgoraj	fölött	zgoraj	fölött	ADV	ADP
zgoraj	fent	zgoraj	fent	ADV	
zgoraj	fenti	zgoraj	fent	ADV	
zgoraj	felette	zgoraj	felet	ADV	PRO;NOM;SG;3
montreal	montreali	montreal	montreali	N;NOM;MASC;SG	ADJ;NOM;SG
ladjo	hajóval	ladja	hajó	N;ACC;FEM;SG	N;INS;SG
ladjo	hajó	ladja	hajó	N;ACC;FEM;SG	N;NOM;SG
ladjo	hajón	ladja	hajó	N;ACC;FEM;SG	
tempelj	temple	tempelj	temple	N;NOM;MASC;SG	
sveto	szent	svet	szent	ADJ;NOM;NEUT;SG	
sveto	szent	svet	szent	ADJ;NOM;NEUT;SG	
drago	drago	drag	drago	ADV	
drago	költséges	drag	költséges	ADV	ADJ;NOM;SG
drago	drágák	drag	drága	ADV	N;NOM;PL
drago	drága	drag	drága	ADV	
nasprotju	ellentmondás	nasprotje	ellentmondás	N;DAT;NEUT;SG	N;NOM;SG
lee	lee	lee	lee	PROPN;NOM;MASC;SG	
nacionalno	national	nacionalen	national	ADJ;NOM;NEUT;SG	
razmere	szituáció	razmera	szituáció	N;NOM;FEM;PL	N;NOM;SG
razmere	helyzet	razmera	helyzet	N;NOM;FEM;PL	N;NOM;SG
britanija	britannia	britanija	britannia	N;NOM;FEM;SG	
britanija	britannia	britanija	britannia	N;NOM;FEM;SG	
kamen	stone	kamen	stone	N;NOM;MASC;SG	PROPN;NOM;SG
kamen	rock	kamen	rock	N;NOM;MASC;SG	
fran	fran	fran	fran	N;NOM;MASC;SG	
sever	észak	sever	észak	N;NOM;MASC;SG	
sever	északi	sever	északi	N;NOM;MASC;SG	
sever	északra	sever	észak	N;NOM;MASC;SG	N;ON+ALL;SG
sever	sever	sever	sever	N;NOM;MASC;SG	
table	deszka	tabel	deszka	N;NOM;FEM;PL	N;NOM;SG
srbski	szerb	srbski	szerb	ADJ;NOM;DEF;MASC;SG	
srbski	szerbia	srbski	szerbia	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
prosto	ingyenes	prosto	ingyenes	ADV	
prosto	ingyen	prosto	ingyen	ADV	
prosto	free	prosto	free	ADV	
prosto	szabad	prosto	szabad	ADV	
jack	jack	jack	jack		
hercegovina	hercegovina	hercegovina	hercegovina	N;NOM;FEM;SG	
tujini	külföldön	tujina	külföld	N;DAT;FEM;SG	
tujini	külföldre	tujina	külföld	N;DAT;FEM;SG	N;ON+ALL;SG
aktivnosti	tevékenység	aktivnost	tevékenység	N;NOM;FEM;PL	N;NOM;SG
aktivnosti	tevékenység	aktivnost	tevékenység	N;NOM;FEM;PL	N;NOM;SG
aktivnosti	aktivitás	aktivnost	aktivitás	N;NOM;FEM;PL	N;NOM;SG
gradnja	építési	gradnja	építési	N;NOM;FEM;SG	ADJ;NOM;SG
nasledil	örökölt	naslediti	örököl	V;PFV;MASC;SG;V.PTCP	
besedo	szó	beseda	szó	N;ACC;FEM;SG	N;NOM;SG
besedo	szava	beseda	szó	N;ACC;FEM;SG	N;NOM;SG
naše	miénk	naš	miénk	DET;NOM;NEUT;SG;1	
znanje	ismeretek	znanje	ismeret	N;NOM;NEUT;SG	N;NOM;PL
vlado	kormány	vlada	kormány	N;ACC;FEM;SG	N;NOM;SG
vlado	kormányzat	vlada	kormányzat	N;ACC;FEM;SG	N;NOM;SG
rimska	roman	rimski	roman	ADJ;NOM;FEM;SG	
uvrstitev	osztályozási	uvrstitev	osztályozási	N;NOM;FEM;SG	ADJ;NOM;SG
jug	dél	jug	dél	N;NOM;MASC;SG	
jug	délre	jug	délre	N;NOM;MASC;SG	ADV
jug	déli	jug	déli	N;NOM;MASC;SG	
bistveno	elengedhetetlen	bistveno	elengedhetetlen	ADV	ADJ;NOM;SG
bistveno	nélkülözhetetlen	bistveno	nélkülözhetetlen	ADV	
bistveno	lényeges	bistveno	lényeges	ADV	
bistveno	alapvető	bistveno	alapvető	ADV	
mike	mike	mik	mike	PROPN;NOM;MASC;SG	
pokrajine	táj	pokrajina	táj	N;NOM;FEM;PL	N;NOM;SG
life	élet	life	élet		N;NOM;SG
life	életem	life	élet		N;NOM;SG
life	life	life	life		
jedro	mag	jedro	mag	N;NOM;NEUT;SG	
roger	roger	roger	roger	N;NOM;MASC;SG	
zavod	intézmények	zavod	intézmény	N;NOM;MASC;SG	N;NOM;PL
lestvice	mérleg	lestvica	mérleg	N;NOM;FEM;PL	N;NOM;SG
iskanje	keresés	iskanje	keresés	N;NOM;NEUT;SG	
iskanje	keresés	iskanje	keresés	N;NOM;NEUT;SG	
zahodna	nyugat	zahoden	nyugat	ADJ;NOM;FEM;SG	
zahodna	nyugati	zahoden	nyugati	ADJ;NOM;FEM;SG	
zahodna	nyugati	zahoden	nyugati	ADJ;NOM;FEM;SG	
zahodna	nyugat	zahoden	nyugat	ADJ;NOM;FEM;SG	
zahodna	western	zahoden	western	ADJ;NOM;FEM;SG	
raka	rákos	rak	rákos	N;GEN;MASC;SG	
raka	rák	rak	rák	N;GEN;MASC;SG	N;NOM;SG
mesec	hold	mesec	hold	N;NOM;MASC;SG	
mesec	holdon	mesec	hold	N;NOM;MASC;SG	
mesec	holdat	mesec	holdat	N;NOM;MASC;SG	N;ACC;SG
mesec	moon	mesec	moon	N;NOM;MASC;SG	
iso	iso	iso	iso	N;NOM;MASC;SG	
aktivno	aktív	aktivno	aktív	ADV	
aktivno	aktívak	aktivno	aktív	ADV	N;NOM;PL
aktivno	aktívan	aktivno	aktívan	ADV	
kril	szárnyai	krilo	szárnyai	N;NOM;MASC;SG	N;NOM;PL
kril	szárnyakat	krilo	szárny	N;NOM;MASC;SG	N;ACC;PL
kril	szárnyak	krilo	szárny	N;NOM;MASC;SG	N;NOM;PL
provinca	tartományban	provinca	tartomány	N;NOM;FEM;SG	N;IN+ESS;SG
kraljevi	királyi	kraljev	királyi	ADJ;NOM;DEF;MASC;SG	
kraljevi	royal	kraljev	royal	ADJ;NOM;DEF;MASC;SG	
pravzaprav	igazából	pravzaprav	igazából	PART	ADV
pravzaprav	valójában	pravzaprav	valójában	PART	N;IN+ESS;SG
škofije	egyházmegye	škofija	egyházmegy	N;NOM;FEM;PL	N;NOM;SG
mejo	határ	meja	határ	N;ACC;FEM;SG	N;NOM;SG
mejo	határon	meja	határ	N;ACC;FEM;SG	N;ON+ESS;SG
mejo	határokon	meja	határ	N;ACC;FEM;SG	N;ON+ESS;PL
zgradil	építsünk	zgraditi	épít	V;PFV;MASC;SG;V.PTCP	V;INDF;IND;PL;1;PRS;FIN;ACT
potrebna	kellett	potreben	kell	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
istočasno	egyszerre	istočasno	egyszer	ADV	
istočasno	egyidejűleg	istočasno	egyidejű	ADV	ADJ;FRML;SG
očitno	nyilvánvaló	očitno	nyilvánvaló	ADV	
očitno	látszólag	očitno	látszólag	ADV	
očitno	nyilvánvaló	očitno	nyilvánvaló	ADV	
očitno	nyilvánvalóan	očitno	nyilvánvaló	ADV	ADJ;FRML;SG
viii	viii	videti	viii		
cambridge	cambridge	cambridg	cambridge	PROPN;NOM;MASC;SG	N;NOM;SG
mednarodne	international	mednaroden	international	ADJ;NOM;FEM;PL	
mednarodne	nemzetközi	mednaroden	nemzetközi	ADJ;NOM;FEM;PL	ADJ;NOM;SG
štirje	négy	štirje	négy	NUM;NOM;MASC;PL	NUM;NOM;SG
videl	látták	videti	lát	V;MASC;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
videl	fűrész	videti	fűrész	V;MASC;SG;V.PTCP	N;NOM;SG
krila	szárnyakat	krilo	szárny	N;NOM;NEUT;PL	N;ACC;PL
krila	szárny	krilo	szárny	N;NOM;NEUT;PL	N;NOM;SG
krila	szoknya	krilo	szokny	N;NOM;NEUT;PL	N;NOM;SG
krila	szoknyát	krilo	szokny	N;NOM;NEUT;PL	N;ACC;SG
domače	hazai	domače	hazai	ADV	ADJ;NOM;SG
domače	belföldi	domače	belföldi	ADV	
domače	házi	domače	házi	ADV	
gozd	erdőben	gozd	erdő	N;NOM;MASC;SG	N;IN+ESS;SG
gozd	erdő	gozd	erdő	N;NOM;MASC;SG	
gozd	erdők	gozd	erdő	N;NOM;MASC;SG	N;NOM;PL
gozd	erdei	gozd	erdei	N;NOM;MASC;SG	
gozd	erdő	gozd	erdő	N;NOM;MASC;SG	
gozd	erdők	gozd	erdő	N;NOM;MASC;SG	N;NOM;PL
misli	gondolatai	misliti	gondolat	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
misli	gondolat	misliti	gondolat	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
misli	gondolatok	misliti	gondolat	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
določa	díszlet	določati	díszlet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
določa	készletek	določati	készlet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
določa	készlet	določati	készlet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
britaniji	britannia	britanija	britannia	N;NOM;FEM;SG	
spremeni	módosítható	spremeniti	módosítható	V;PFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
spremeni	módosítás	spremeniti	módosítás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
spremeni	változás	spremeniti	változás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
spremeni	változtatás	spremeniti	változtatás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
spremeni	megváltozott	spremeniti	megváltozott	V;PFV;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
spremeni	változások	spremeniti	változás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;PL
art	művészet	art	művészet		N;NOM;SG
art	art	art	ar		
igro	játék	igra	játék	N;ACC;FEM;SG	N;NOM;SG
igro	game	igra	gam	N;ACC;FEM;SG	
igro	meccs	igra	meccs	N;ACC;FEM;SG	N;NOM;SG
višine	heights	višina	heights	N;NOM;FEM;PL	
višine	magassága	višina	magasság	N;NOM;FEM;PL	N;NOM;SG
višine	magasság	višina	magasság	N;NOM;FEM;PL	
majhne	kis	majhen	kis	ADJ;NOM;FEM;PL	ADJ;NOM;SG
majhne	kicsik	majhen	kicsik	ADJ;NOM;FEM;PL	
majhne	kicsi	majhen	kicsi	ADJ;NOM;FEM;PL	
